year,age_gr,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,17-29 y.,Probably not,0.03069,56,1662,0.02239,0.03898
2003,17-29 y.,Probably,0.10760,182,1662,0.09270,0.12251
2003,17-29 y.,"Yes, definitely",0.73938,1238,1662,0.71827,0.76049
2003,30-45 y.,"No, definitely not",0.16454,253,1324,0.14456,0.18452
2003,30-45 y.,Probably not,0.07995,117,1324,0.06533,0.09456
2003,30-45 y.,Probably,0.21311,285,1324,0.19105,0.23518
2003,30-45 y.,"Yes, definitely",0.54240,669,1324,0.51555,0.56924
2003,46-65 y.,"No, definitely not",0.78127,2165,2750,0.76581,0.79672
2003,46-65 y.,Probably not,0.06336,168,2750,0.05426,0.07247
2003,46-65 y.,Probably,0.05205,135,2750,0.04375,0.06035
2003,46-65 y.,"Yes, definitely",0.10332,282,2750,0.09194,0.11470
2003,66 and older,"No, definitely not",0.99491,3396,3396,0.99251,0.99730
2004,17-29 y.,"No, definitely not",0.09557,158,1713,0.08164,0.10949
2004,17-29 y.,Probably not,0.02740,37,1713,0.01966,0.03513
2004,17-29 y.,Probably,0.11674,191,1713,0.10153,0.13195
2004,17-29 y.,"Yes, definitely",0.76030,1327,1713,0.74007,0.78052
2004,30-45 y.,"No, definitely not",0.14938,210,1241,0.12953,0.16922
2004,30-45 y.,Probably not,0.07687,110,1241,0.06204,0.09170
2004,30-45 y.,Probably,0.24338,288,1241,0.21950,0.26727
2004,30-45 y.,"Yes, definitely",0.53037,633,1241,0.50259,0.55815
2004,46-65 y.,"No, definitely not",0.75110,1969,2587,0.73443,0.76776
2004,46-65 y.,Probably not,0.07334,166,2587,0.06329,0.08339
2004,46-65 y.,Probably,0.05031,132,2587,0.04188,0.05873
2004,46-65 y.,"Yes, definitely",0.12526,320,2587,0.11250,0.13801
2004,66 and older,"No, definitely not",0.99643,3486,3486,0.99445,0.99841
2005,17-29 y.,"No, definitely not",0.09869,154,1716,0.08457,0.11280
2005,17-29 y.,Probably not,0.02423,43,1716,0.01695,0.03150
2005,17-29 y.,Probably,0.10993,175,1716,0.09513,0.12473
2005,17-29 y.,"Yes, definitely",0.76716,1344,1716,0.74716,0.78716
2005,30-45 y.,"No, definitely not",0.16432,214,1166,0.14304,0.18560
2005,30-45 y.,Probably not,0.08482,100,1166,0.06882,0.10082
2005,30-45 y.,Probably,0.23553,267,1166,0.21116,0.25989
2005,30-45 y.,"Yes, definitely",0.51533,585,1166,0.48663,0.54403
2005,46-65 y.,"No, definitely not",0.74159,1769,2350,0.72389,0.75930
2005,46-65 y.,Probably not,0.06922,169,2350,0.05895,0.07948
2005,46-65 y.,Probably,0.06305,133,2350,0.05322,0.07288
2005,46-65 y.,"Yes, definitely",0.12614,279,2350,0.11271,0.13956
2005,66 and older,"No, definitely not",0.99560,3514,3514,0.99341,0.99779
2006,17-29 y.,"No, definitely not",0.09874,131,1539,0.08383,0.11364
2006,17-29 y.,Probably not,0.02316,36,1539,0.01564,0.03068
2006,17-29 y.,Probably,0.12629,151,1539,0.10969,0.14290
2006,17-29 y.,"Yes, definitely",0.75181,1221,1539,0.73022,0.77340
2006,30-45 y.,"No, definitely not",0.13292,177,1206,0.11375,0.15209
2006,30-45 y.,Probably not,0.08887,112,1206,0.07280,0.10494
2006,30-45 y.,Probably,0.24859,296,1206,0.22419,0.27299
2006,30-45 y.,"Yes, definitely",0.52962,621,1206,0.50144,0.55780
2006,46-65 y.,"No, definitely not",0.73162,1882,2514,0.71429,0.74894
2006,46-65 y.,Probably not,0.06720,176,2514,0.05741,0.07698
2006,46-65 y.,Probably,0.05342,128,2514,0.04463,0.06222
2006,46-65 y.,"Yes, definitely",0.14776,328,2514,0.13389,0.16164
2006,66 and older,"No, definitely not",0.99241,4116,4116,0.98975,0.99506
2007,17-29 y.,"No, definitely not",0.09252,121,1350,0.07705,0.10798
2007,17-29 y.,Probably,0.11988,154,1350,0.10255,0.13722
2007,17-29 y.,"Yes, definitely",0.76434,1075,1350,0.74169,0.78699
2007,30-45 y.,"No, definitely not",0.14055,154,926,0.11815,0.16295
2007,30-45 y.,Probably not,0.09011,85,926,0.07166,0.10856
2007,30-45 y.,Probably,0.25130,222,926,0.22335,0.27925
2007,30-45 y.,"Yes, definitely",0.51804,465,926,0.48584,0.55025
2007,46-65 y.,"No, definitely not",0.72741,1617,2163,0.70864,0.74618
2007,46-65 y.,Probably not,0.07857,162,2163,0.06723,0.08992
2007,46-65 y.,Probably,0.07139,132,2163,0.06054,0.08224
2007,46-65 y.,"Yes, definitely",0.12262,252,2163,0.10880,0.13645
2007,66 and older,"No, definitely not",0.99379,4013,4013,0.99136,0.99622
2008,17-29 y.,"No, definitely not",0.09683,94,1222,0.08024,0.11342
2008,17-29 y.,Probably not,0.03334,36,1222,0.02327,0.04341
2008,17-29 y.,Probably,0.09772,116,1222,0.08107,0.11438
2008,17-29 y.,"Yes, definitely",0.77211,976,1222,0.74858,0.79564
2008,30-45 y.,"No, definitely not",0.17285,123,782,0.14633,0.19937
2008,30-45 y.,Probably not,0.10240,86,782,0.08113,0.12366
2008,30-45 y.,Probably,0.22352,176,782,0.19430,0.25273
2008,30-45 y.,"Yes, definitely",0.50124,397,782,0.46617,0.53630
2008,46-65 y.,"No, definitely not",0.72378,1431,1912,0.70373,0.74382
2008,46-65 y.,Probably not,0.06925,133,1912,0.05787,0.08064
2008,46-65 y.,Probably,0.07205,118,1912,0.06045,0.08364
2008,46-65 y.,"Yes, definitely",0.13492,230,1912,0.11961,0.15024
2008,66 and older,"No, definitely not",0.99341,3971,3971,0.99090,0.99593
2009,17-29 y.,"No, definitely not",0.08699,81,1060,0.07001,0.10396
2009,17-29 y.,Probably,0.13470,122,1060,0.11413,0.15526
2009,17-29 y.,"Yes, definitely",0.75842,857,1060,0.73264,0.78420
2009,30-45 y.,"No, definitely not",0.15989,103,707,0.13285,0.18692
2009,30-45 y.,Probably not,0.06966,59,707,0.05088,0.08844
2009,30-45 y.,Probably,0.23398,169,707,0.20275,0.26521
2009,30-45 y.,"Yes, definitely",0.53647,376,707,0.49969,0.57326
2009,46-65 y.,"No, definitely not",0.70278,1249,1717,0.68116,0.72441
2009,46-65 y.,Probably not,0.06543,130,1717,0.05373,0.07713
2009,46-65 y.,Probably,0.08669,118,1717,0.07338,0.10000
2009,46-65 y.,"Yes, definitely",0.14510,220,1717,0.12843,0.16176
2009,66 and older,"No, definitely not",0.99623,3819,3819,0.99428,0.99817
2010,17-29 y.,"No, definitely not",0.08735,111,1794,0.07428,0.10042
2010,17-29 y.,Probably not,0.02942,57,1794,0.02160,0.03724
2010,17-29 y.,Probably,0.11472,248,1794,0.09997,0.12947
2010,17-29 y.,"Yes, definitely",0.76851,1378,1794,0.74899,0.78803
2010,30-45 y.,"No, definitely not",0.10202,185,2303,0.08966,0.11438
2010,30-45 y.,Probably not,0.08226,186,2303,0.07104,0.09349
2010,30-45 y.,Probably,0.20730,537,2303,0.19074,0.22386
2010,30-45 y.,"Yes, definitely",0.60842,1395,2303,0.58848,0.62836
2010,46-65 y.,"No, definitely not",0.67735,1150,1757,0.65548,0.69921
2010,46-65 y.,Probably not,0.07336,150,1757,0.06116,0.08555
2010,46-65 y.,Probably,0.08280,152,1757,0.06991,0.09569
2010,46-65 y.,"Yes, definitely",0.16650,305,1757,0.14907,0.18392
2010,66 and older,"No, definitely not",0.99247,3674,3674,0.98967,0.99526
2011,17-29 y.,"No, definitely not",0.08714,119,1781,0.07403,0.10024
2011,17-29 y.,Probably not,0.02393,51,1781,0.01683,0.03103
2011,17-29 y.,Probably,0.09571,192,1781,0.08204,0.10937
2011,17-29 y.,"Yes, definitely",0.79323,1419,1781,0.77442,0.81204
2011,30-45 y.,"No, definitely not",0.10358,206,2119,0.09060,0.11656
2011,30-45 y.,Probably not,0.08908,205,2119,0.07695,0.10121
2011,30-45 y.,Probably,0.20507,494,2119,0.18788,0.22227
2011,30-45 y.,"Yes, definitely",0.60227,1214,2119,0.58142,0.62311
2011,46-65 y.,"No, definitely not",0.70529,1598,2349,0.68685,0.72373
2011,46-65 y.,Probably not,0.08291,201,2349,0.07175,0.09406
2011,46-65 y.,Probably,0.09539,232,2349,0.08351,0.10727
2011,46-65 y.,"Yes, definitely",0.11642,318,2349,0.10344,0.12939
2011,66 and older,"No, definitely not",0.99471,4767,4767,0.99265,0.99677
2012,17-29 y.,"No, definitely not",0.08267,117,1653,0.06939,0.09595
2012,17-29 y.,Probably not,0.02616,49,1653,0.01847,0.03386
2012,17-29 y.,Probably,0.11161,188,1653,0.09642,0.12679
2012,17-29 y.,"Yes, definitely",0.77956,1299,1653,0.75957,0.79955
2012,30-45 y.,"No, definitely not",0.11777,185,1764,0.10272,0.13281
2012,30-45 y.,Probably not,0.09868,163,1764,0.08475,0.11260
2012,30-45 y.,Probably,0.20770,416,1764,0.18877,0.22664
2012,30-45 y.,"Yes, definitely",0.57586,1000,1764,0.55279,0.59893
2012,46-65 y.,"No, definitely not",0.66702,1516,2371,0.64805,0.68600
2012,46-65 y.,Probably not,0.08514,233,2371,0.07390,0.09638
2012,46-65 y.,Probably,0.09629,244,2371,0.08441,0.10817
2012,46-65 y.,"Yes, definitely",0.15155,378,2371,0.13711,0.16598
2012,66 and older,"No, definitely not",0.98728,4791,4826,0.98412,0.99044
2012,66 and older,Probably not,0.00760,35,4826,0.00515,0.01005
2013,17-29 y.,"No, definitely not",0.05664,108,2048,0.04663,0.06666
2013,17-29 y.,Probably not,0.03005,62,2048,0.02265,0.03744
2013,17-29 y.,Probably,0.09488,210,2048,0.08218,0.10757
2013,17-29 y.,"Yes, definitely",0.81843,1668,2048,0.80173,0.83513
2013,30-45 y.,"No, definitely not",0.10138,199,2115,0.08851,0.11424
2013,30-45 y.,Probably not,0.08272,165,2115,0.07098,0.09447
2013,30-45 y.,Probably,0.19882,487,2115,0.18181,0.21583
2013,30-45 y.,"Yes, definitely",0.61708,1264,2115,0.59636,0.63780
2013,46-65 y.,"No, definitely not",0.67689,1564,2484,0.65850,0.69529
2013,46-65 y.,Probably not,0.09705,252,2484,0.08541,0.10870
2013,46-65 y.,Probably,0.08444,247,2484,0.07351,0.09538
2013,46-65 y.,"Yes, definitely",0.14161,421,2484,0.12790,0.15532
2013,66 and older,"No, definitely not",0.98705,4638,4674,0.98381,0.99029
2013,66 and older,Probably not,0.00769,36,4674,0.00519,0.01020
2014,17-29 y.,"No, definitely not",0.06368,83,1664,0.05194,0.07541
2014,17-29 y.,Probably not,0.02055,45,1664,0.01373,0.02737
2014,17-29 y.,Probably,0.09963,188,1664,0.08524,0.11403
2014,17-29 y.,"Yes, definitely",0.81613,1348,1664,0.79751,0.83475
2014,30-45 y.,"No, definitely not",0.06976,151,1662,0.05751,0.08201
2014,30-45 y.,Probably not,0.07943,138,1662,0.06643,0.09244
2014,30-45 y.,Probably,0.20813,379,1662,0.18861,0.22766
2014,30-45 y.,"Yes, definitely",0.64268,994,1662,0.61963,0.66572
2014,46-65 y.,"No, definitely not",0.64650,1335,2152,0.62630,0.66671
2014,46-65 y.,Probably not,0.10522,227,2152,0.09225,0.11819
2014,46-65 y.,Probably,0.09525,224,2152,0.08285,0.10766
2014,46-65 y.,"Yes, definitely",0.15302,366,2152,0.13781,0.16824
2014,66 and older,"No, definitely not",0.98786,4509,4548,0.98468,0.99104
2014,66 and older,Probably not,0.00925,39,4548,0.00646,0.01203
2015,17-29 y.,"No, definitely not",0.04601,76,1707,0.03607,0.05595
2015,17-29 y.,Probably not,0.02139,50,1707,0.01453,0.02826
2015,17-29 y.,Probably,0.08278,177,1707,0.06970,0.09586
2015,17-29 y.,"Yes, definitely",0.84982,1404,1707,0.83286,0.86677
2015,30-45 y.,"No, definitely not",0.07919,152,1718,0.06642,0.09197
2015,30-45 y.,Probably not,0.08100,156,1718,0.06809,0.09391
2015,30-45 y.,Probably,0.20534,363,1718,0.18623,0.22445
2015,30-45 y.,"Yes, definitely",0.63447,1047,1718,0.61169,0.65725
2015,46-65 y.,"No, definitely not",0.65892,1257,2078,0.63853,0.67931
2015,46-65 y.,Probably not,0.11337,258,2078,0.09973,0.12700
2015,46-65 y.,Probably,0.09262,230,2078,0.08015,0.10509
2015,46-65 y.,"Yes, definitely",0.13510,333,2078,0.12039,0.14980
2015,66 and older,"No, definitely not",0.99133,4484,4484,0.98861,0.99404
2016,17-29 y.,"No, definitely not",0.04083,83,2325,0.03279,0.04888
2016,17-29 y.,Probably not,0.03091,64,2325,0.02387,0.03794
2016,17-29 y.,Probably,0.12304,357,2325,0.10968,0.13640
2016,17-29 y.,"Yes, definitely",0.80522,1821,2325,0.78912,0.82132
2016,30-45 y.,"No, definitely not",0.08482,181,2685,0.07428,0.09536
2016,30-45 y.,Probably not,0.08210,182,2685,0.07171,0.09248
2016,30-45 y.,Probably,0.21103,570,2685,0.19560,0.22647
2016,30-45 y.,"Yes, definitely",0.62205,1752,2685,0.60371,0.64039
2016,46-65 y.,"No, definitely not",0.67715,1208,2234,0.65776,0.69655
2016,46-65 y.,Probably not,0.10793,234,2234,0.09506,0.12080
2016,46-65 y.,Probably,0.08731,285,2234,0.07560,0.09902
2016,46-65 y.,"Yes, definitely",0.12760,507,2234,0.11376,0.14144
2016,66 and older,"No, definitely not",0.99206,4313,4313,0.98941,0.99471
2017,17-29 y.,"No, definitely not",0.03696,98,2751,0.02991,0.04402
2017,17-29 y.,Probably not,0.02685,73,2751,0.02081,0.03289
2017,17-29 y.,Probably,0.10923,376,2751,0.09757,0.12089
2017,17-29 y.,"Yes, definitely",0.82696,2204,2751,0.81282,0.84110
2017,30-45 y.,"No, definitely not",0.09358,171,2853,0.08289,0.10427
2017,30-45 y.,Probably not,0.08375,161,2853,0.07358,0.09392
2017,30-45 y.,Probably,0.15875,578,2853,0.14534,0.17217
2017,30-45 y.,"Yes, definitely",0.66392,1943,2853,0.64658,0.68125
2017,46-65 y.,"No, definitely not",0.65165,1328,2536,0.63311,0.67020
2017,46-65 y.,Probably not,0.12228,278,2536,0.10953,0.13503
2017,46-65 y.,Probably,0.09578,293,2536,0.08432,0.10724
2017,46-65 y.,"Yes, definitely",0.13029,637,2536,0.11718,0.14339
2017,66 and older,"No, definitely not",0.98448,4465,4502,0.98087,0.98809
2017,66 and older,Probably not,0.00833,37,4502,0.00567,0.01098
2018,17-29 y.,"No, definitely not",0.03728,74,2329,0.02958,0.04497
2018,17-29 y.,Probably not,0.02677,59,2329,0.02021,0.03333
2018,17-29 y.,Probably,0.09522,318,2329,0.08330,0.10715
2018,17-29 y.,"Yes, definitely",0.84073,1878,2329,0.82587,0.85560
2018,30-45 y.,"No, definitely not",0.08618,145,2455,0.07508,0.09729
2018,30-45 y.,Probably not,0.06735,124,2455,0.05743,0.07726
2018,30-45 y.,Probably,0.16416,506,2455,0.14950,0.17881
2018,30-45 y.,"Yes, definitely",0.68231,1680,2455,0.66389,0.70074
2018,46-65 y.,"No, definitely not",0.66534,1295,2458,0.64668,0.68400
2018,46-65 y.,Probably not,0.11603,270,2458,0.10337,0.12870
2018,46-65 y.,Probably,0.09665,302,2458,0.08496,0.10833
2018,46-65 y.,"Yes, definitely",0.12198,591,2458,0.10904,0.13492
2018,66 and older,"No, definitely not",0.98731,4481,4481,0.98403,0.99059
2019,17-29 y.,"No, definitely not",0.04815,98,1898,0.03851,0.05778
2019,17-29 y.,Probably not,0.02782,40,1898,0.02042,0.03522
2019,17-29 y.,Probably,0.11034,214,1898,0.09624,0.12444
2019,17-29 y.,"Yes, definitely",0.81369,1546,1898,0.79617,0.83122
2019,30-45 y.,"No, definitely not",0.09799,152,2100,0.08527,0.11071
2019,30-45 y.,Probably not,0.07602,102,2100,0.06468,0.08735
2019,30-45 y.,Probably,0.18922,427,2100,0.17247,0.20598
2019,30-45 y.,"Yes, definitely",0.63677,1419,2100,0.61620,0.65735
2019,46-65 y.,"No, definitely not",0.68668,1248,2301,0.66773,0.70564
2019,46-65 y.,Probably not,0.11157,241,2301,0.09870,0.12443
2019,46-65 y.,Probably,0.08895,313,2301,0.07732,0.10058
2019,46-65 y.,"Yes, definitely",0.11280,499,2301,0.09987,0.12573
2019,66 and older,"No, definitely not",0.98279,4422,4466,0.97897,0.98660
2019,66 and older,Probably not,0.00833,44,4466,0.00567,0.01100
2020,17-29 y.,"No, definitely not",0.06083,98,2066,0.05052,0.07113
2020,17-29 y.,Probably not,0.02543,55,2066,0.01864,0.03222
2020,17-29 y.,Probably,0.13113,279,2066,0.11657,0.14569
2020,17-29 y.,"Yes, definitely",0.78261,1634,2066,0.76482,0.80040
2020,30-45 y.,"No, definitely not",0.11022,144,2173,0.09705,0.12339
2020,30-45 y.,Probably not,0.09469,127,2173,0.08238,0.10700
2020,30-45 y.,Probably,0.17409,420,2173,0.15814,0.19004
2020,30-45 y.,"Yes, definitely",0.62099,1482,2173,0.60059,0.64140
2020,46-65 y.,"No, definitely not",0.66222,1162,2255,0.64269,0.68174
2020,46-65 y.,Probably not,0.10403,235,2255,0.09143,0.11663
2020,46-65 y.,Probably,0.10930,315,2255,0.09642,0.12218
2020,46-65 y.,"Yes, definitely",0.12445,543,2255,0.11082,0.13808
2020,66 and older,"No, definitely not",0.97984,4202,4257,0.97562,0.98406
2020,66 and older,Probably not,0.01360,55,4257,0.01012,0.01708
2021,17-29 y.,"No, definitely not",0.03309,48,1240,0.02313,0.04305
2021,17-29 y.,Probably not,0.04230,37,1240,0.03109,0.05350
2021,17-29 y.,Probably,0.16847,223,1240,0.14763,0.18931
2021,17-29 y.,"Yes, definitely",0.75615,932,1240,0.73223,0.78006
2021,30-45 y.,"No, definitely not",0.09966,90,1272,0.08319,0.11613
2021,30-45 y.,Probably not,0.05216,47,1272,0.03994,0.06439
2021,30-45 y.,Probably,0.23922,316,1272,0.21577,0.26268
2021,30-45 y.,"Yes, definitely",0.60896,819,1272,0.58213,0.63578
2021,46-65 y.,"No, definitely not",0.62816,784,1543,0.60403,0.65228
2021,46-65 y.,Probably not,0.13289,167,1543,0.11594,0.14983
2021,46-65 y.,Probably,0.10897,258,1543,0.09342,0.12452
2021,46-65 y.,"Yes, definitely",0.12999,334,1543,0.11320,0.14677
2021,66 and older,"No, definitely not",0.97520,2995,3055,0.96969,0.98072
2021,66 and older,Probably not,0.01217,60,3055,0.00828,0.01606
2022,17-29 y.,"No, definitely not",0.03432,49,1374,0.02469,0.04395
2022,17-29 y.,Probably not,0.04010,48,1374,0.02972,0.05047
2022,17-29 y.,Probably,0.18098,260,1374,0.16061,0.20134
2022,17-29 y.,"Yes, definitely",0.74461,1017,1374,0.72154,0.76768
2022,30-45 y.,"No, definitely not",0.09361,87,1445,0.07858,0.10863
2022,30-45 y.,Probably not,0.06703,83,1445,0.05413,0.07993
2022,30-45 y.,Probably,0.19296,333,1445,0.17260,0.21331
2022,30-45 y.,"Yes, definitely",0.64640,942,1445,0.62175,0.67106
2022,46-65 y.,"No, definitely not",0.65738,998,1757,0.63518,0.67958
2022,46-65 y.,Probably not,0.14438,233,1757,0.12794,0.16082
2022,46-65 y.,Probably,0.08118,246,1757,0.06841,0.09396
