year,regtyp,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Rural regions,"No, definitely not",0.67380,1039,1790,0.65208,0.69553
1997,Rural regions,Probably not,0.05213,97,1790,0.04183,0.06243
1997,Rural regions,Probably,0.07353,170,1790,0.06144,0.08563
1997,Rural regions,"Yes, definitely",0.20053,484,1790,0.18198,0.21909
1998,Urban regions,"No, definitely not",0.70243,2421,3836,0.68796,0.71690
1998,Urban regions,Probably not,0.04784,204,3836,0.04109,0.05460
1998,Urban regions,Probably,0.06749,319,3836,0.05955,0.07543
1998,Urban regions,"Yes, definitely",0.18224,892,3836,0.17002,0.19446
1998,Rural regions,"No, definitely not",0.68727,1234,2063,0.66726,0.70728
1998,Rural regions,Probably not,0.04539,105,2063,0.03640,0.05437
1998,Rural regions,Probably,0.05316,134,2063,0.04347,0.06284
1998,Rural regions,"Yes, definitely",0.21419,590,2063,0.19648,0.23190
1999,Urban regions,"No, definitely not",0.72518,2328,3556,0.71050,0.73985
1999,Urban regions,Probably not,0.03753,151,3556,0.03128,0.04377
1999,Urban regions,Probably,0.06239,289,3556,0.05444,0.07034
1999,Urban regions,"Yes, definitely",0.17491,788,3556,0.16242,0.18740
1999,Rural regions,"No, definitely not",0.71433,1215,1937,0.69421,0.73445
1999,Rural regions,Probably not,0.03611,78,1937,0.02780,0.04443
1999,Rural regions,Probably,0.04731,119,1937,0.03785,0.05677
1999,Rural regions,"Yes, definitely",0.20224,525,1937,0.18435,0.22014
2000,Urban regions,"No, definitely not",0.72693,4377,6543,0.71614,0.73773
2000,Urban regions,Probably not,0.03623,283,6543,0.03170,0.04076
2000,Urban regions,Probably,0.06524,511,6543,0.05925,0.07122
2000,Urban regions,"Yes, definitely",0.17160,1372,6543,0.16246,0.18074
2000,Rural regions,"No, definitely not",0.71351,2307,3537,0.69861,0.72842
2000,Rural regions,Probably not,0.03926,151,3537,0.03286,0.04566
2000,Rural regions,Probably,0.06444,263,3537,0.05635,0.07253
2000,Rural regions,"Yes, definitely",0.18279,816,3537,0.17005,0.19553
2001,Urban regions,"No, definitely not",0.72890,4003,5889,0.71754,0.74025
2001,Urban regions,Probably not,0.03548,239,5889,0.03076,0.04021
2001,Urban regions,Probably,0.05880,408,5889,0.05279,0.06481
2001,Urban regions,"Yes, definitely",0.17682,1239,5889,0.16708,0.18657
2001,Rural regions,"No, definitely not",0.71234,2112,3254,0.69678,0.72789
2001,Rural regions,Probably not,0.03493,131,3254,0.02862,0.04124
2001,Rural regions,Probably,0.06062,226,3254,0.05242,0.06882
2001,Rural regions,"Yes, definitely",0.19211,785,3254,0.17857,0.20565
2002,Urban regions,"No, definitely not",0.70929,4051,6108,0.69790,0.72068
2002,Urban regions,Probably not,0.03346,237,6108,0.02895,0.03797
2002,Urban regions,Probably,0.05941,416,6108,0.05348,0.06534
2002,Urban regions,"Yes, definitely",0.19784,1404,6108,0.18785,0.20783
2002,Rural regions,"No, definitely not",0.69415,2072,3244,0.67830,0.71001
2002,Rural regions,Probably not,0.03432,119,3244,0.02805,0.04058
2002,Rural regions,Probably,0.05575,209,3244,0.04785,0.06365
2002,Rural regions,"Yes, definitely",0.21578,844,3244,0.20162,0.22994
2003,Urban regions,"No, definitely not",0.70536,3979,6004,0.69383,0.71689
2003,Urban regions,Probably not,0.03277,226,6004,0.02826,0.03727
2003,Urban regions,Probably,0.05992,406,6004,0.05391,0.06592
2003,Urban regions,"Yes, definitely",0.20195,1393,6004,0.19180,0.21211
2003,Rural regions,"No, definitely not",0.68954,2021,3145,0.67336,0.70571
2003,Rural regions,Probably not,0.03625,124,3145,0.02971,0.04278
2003,Rural regions,Probably,0.05354,197,3145,0.04567,0.06141
2003,Rural regions,"Yes, definitely",0.22067,803,3145,0.20618,0.23517
2004,Urban regions,"No, definitely not",0.69918,3860,5914,0.68749,0.71087
2004,Urban regions,Probably not,0.03313,211,5914,0.02857,0.03769
2004,Urban regions,Probably,0.06135,401,5914,0.05523,0.06746
2004,Urban regions,"Yes, definitely",0.20634,1442,5914,0.19603,0.21666
2004,Rural regions,"No, definitely not",0.66156,1963,3125,0.64497,0.67816
2004,Rural regions,Probably not,0.03705,108,3125,0.03043,0.04367
2004,Rural regions,Probably,0.06399,212,3125,0.05541,0.07258
2004,Rural regions,"Yes, definitely",0.23739,842,3125,0.22247,0.25231
2005,Urban regions,"No, definitely not",0.67805,3734,5741,0.66596,0.69014
2005,Urban regions,Probably not,0.03459,216,5741,0.02986,0.03932
2005,Urban regions,Probably,0.06618,391,5741,0.05975,0.07261
2005,Urban regions,"Yes, definitely",0.22118,1400,5741,0.21045,0.23192
2005,Rural regions,"No, definitely not",0.66626,1917,3017,0.64943,0.68309
2005,Rural regions,Probably not,0.03014,103,3017,0.02404,0.03624
2005,Rural regions,Probably,0.06176,186,3017,0.05317,0.07035
2005,Rural regions,"Yes, definitely",0.24184,811,3017,0.22656,0.25712
2006,Urban regions,"No, definitely not",0.68628,4140,6121,0.67465,0.69791
2006,Urban regions,Probably not,0.03087,202,6121,0.02654,0.03521
2006,Urban regions,Probably,0.06474,389,6121,0.05858,0.07091
2006,Urban regions,"Yes, definitely",0.21810,1390,6121,0.20776,0.22845
2006,Rural regions,"No, definitely not",0.67892,2166,3284,0.66294,0.69489
2006,Rural regions,Probably not,0.03762,136,3284,0.03111,0.04413
2006,Rural regions,Probably,0.06495,193,3284,0.05652,0.07338
2006,Rural regions,"Yes, definitely",0.21852,789,3284,0.20438,0.23265
2007,Urban regions,"No, definitely not",0.70335,3883,5564,0.69135,0.71535
2007,Urban regions,Probably not,0.03483,193,5564,0.03001,0.03965
2007,Urban regions,Probably,0.06488,335,5564,0.05840,0.07135
2007,Urban regions,"Yes, definitely",0.19694,1153,5564,0.18649,0.20739
2007,Rural regions,"No, definitely not",0.69862,2022,2943,0.68204,0.71520
2007,Rural regions,Probably not,0.03310,98,2943,0.02663,0.03956
2007,Rural regions,Probably,0.05913,178,2943,0.05061,0.06765
2007,Rural regions,"Yes, definitely",0.20916,645,2943,0.19446,0.22385
2008,Urban regions,"No, definitely not",0.72368,3672,5138,0.71145,0.73591
2008,Urban regions,Probably not,0.03263,168,5138,0.02777,0.03749
2008,Urban regions,Probably,0.05445,286,5138,0.04825,0.06066
2008,Urban regions,"Yes, definitely",0.18924,1012,5138,0.17852,0.19995
2008,Rural regions,"No, definitely not",0.71329,1947,2777,0.69647,0.73011
2008,Rural regions,Probably not,0.03464,104,2777,0.02783,0.04144
2008,Rural regions,Probably,0.05393,134,2777,0.04553,0.06234
2008,Rural regions,"Yes, definitely",0.19814,592,2777,0.18331,0.21297
2009,Urban regions,"No, definitely not",0.71727,3387,4725,0.70442,0.73011
2009,Urban regions,Probably not,0.02361,129,4725,0.01928,0.02794
2009,Urban regions,Probably,0.06422,270,4725,0.05723,0.07121
2009,Urban regions,"Yes, definitely",0.19491,939,4725,0.18361,0.20620
2009,Rural regions,"No, definitely not",0.71183,1865,2625,0.69450,0.72916
2009,Rural regions,Probably not,0.03100,99,2625,0.02437,0.03764
2009,Rural regions,Probably,0.06015,143,2625,0.05105,0.06924
2009,Rural regions,"Yes, definitely",0.19702,518,2625,0.18180,0.21224
2010,Urban regions,"No, definitely not",0.68722,3318,6278,0.67575,0.69869
2010,Urban regions,Probably not,0.03028,259,6278,0.02604,0.03452
2010,Urban regions,Probably,0.05955,619,6278,0.05369,0.06540
2010,Urban regions,"Yes, definitely",0.22296,2082,6278,0.21266,0.23325
2010,Rural regions,"No, definitely not",0.72149,1802,3274,0.70614,0.73685
2010,Rural regions,Probably not,0.03339,148,3274,0.02723,0.03954
2010,Rural regions,Probably,0.05289,324,3274,0.04522,0.06056
2010,Rural regions,"Yes, definitely",0.19223,1000,3274,0.17873,0.20573
2011,Urban regions,"No, definitely not",0.71254,4270,7115,0.70202,0.72306
2011,Urban regions,Probably not,0.02926,274,7115,0.02534,0.03317
2011,Urban regions,Probably,0.05739,618,7115,0.05198,0.06279
2011,Urban regions,"Yes, definitely",0.20082,1953,7115,0.19151,0.21013
2011,Rural regions,"No, definitely not",0.74003,2420,3934,0.72632,0.75374
2011,Rural regions,Probably not,0.03603,200,3934,0.03020,0.04185
2011,Rural regions,Probably,0.04702,305,3934,0.04040,0.05363
2011,Rural regions,"Yes, definitely",0.17692,1009,3934,0.16500,0.18885
2012,Urban regions,"No, definitely not",0.70625,4123,6719,0.69536,0.71714
2012,Urban regions,Probably not,0.03384,279,6719,0.02951,0.03816
2012,Urban regions,Probably,0.06087,574,6719,0.05516,0.06659
2012,Urban regions,"Yes, definitely",0.19904,1743,6719,0.18949,0.20859
2012,Rural regions,"No, definitely not",0.72429,2486,3920,0.71030,0.73828
2012,Rural regions,Probably not,0.04011,201,3920,0.03396,0.04625
2012,Rural regions,Probably,0.04893,283,3920,0.04217,0.05568
2012,Rural regions,"Yes, definitely",0.18668,950,3920,0.17448,0.19888
2013,Urban regions,"No, definitely not",0.70485,4111,7393,0.69445,0.71524
2013,Urban regions,Probably not,0.03583,323,7393,0.03159,0.04007
2013,Urban regions,Probably,0.05198,639,7393,0.04692,0.05704
2013,Urban regions,"Yes, definitely",0.20734,2320,7393,0.19810,0.21658
2013,Rural regions,"No, definitely not",0.71768,2398,3948,0.70364,0.73172
2013,Rural regions,Probably not,0.04003,192,3948,0.03392,0.04615
2013,Rural regions,Probably,0.05170,315,3948,0.04479,0.05861
2013,Rural regions,"Yes, definitely",0.19059,1043,3948,0.17833,0.20284
2014,Urban regions,"No, definitely not",0.69788,3820,6502,0.68672,0.70904
2014,Urban regions,Probably not,0.03690,297,6502,0.03232,0.04149
2014,Urban regions,Probably,0.05549,536,6502,0.04993,0.06106
2014,Urban regions,"Yes, definitely",0.20973,1849,6502,0.19983,0.21962
2014,Rural regions,"No, definitely not",0.72639,2258,3544,0.71171,0.74107
2014,Rural regions,Probably not,0.03895,152,3544,0.03258,0.04533
2014,Rural regions,Probably,0.05112,263,3544,0.04387,0.05837
2014,Rural regions,"Yes, definitely",0.18354,871,3544,0.17079,0.19629
2015,Urban regions,"No, definitely not",0.70696,3764,6514,0.69590,0.71801
2015,Urban regions,Probably not,0.03365,300,6514,0.02927,0.03803
2015,Urban regions,Probably,0.05405,530,6514,0.04856,0.05954
2015,Urban regions,"Yes, definitely",0.20534,1920,6514,0.19553,0.21515
2015,Rural regions,"No, definitely not",0.72959,2205,3517,0.71491,0.74427
2015,Rural regions,Probably not,0.04447,191,3517,0.03765,0.05128
2015,Rural regions,Probably,0.04329,250,3517,0.03657,0.05002
2015,Rural regions,"Yes, definitely",0.18265,871,3517,0.16988,0.19542
2016,Urban regions,"No, definitely not",0.69197,3632,7657,0.68163,0.70231
2016,Urban regions,Probably not,0.03390,346,7657,0.02985,0.03796
2016,Urban regions,Probably,0.05561,814,7657,0.05048,0.06074
2016,Urban regions,"Yes, definitely",0.21852,2865,7657,0.20926,0.22778
2016,Rural regions,"No, definitely not",0.73108,2153,3948,0.71725,0.74492
2016,Rural regions,Probably not,0.04081,160,3948,0.03464,0.04698
2016,Rural regions,Probably,0.05859,406,3948,0.05127,0.06592
2016,Rural regions,"Yes, definitely",0.16951,1229,3948,0.15780,0.18121
2017,Urban regions,"No, definitely not",0.68306,3756,8356,0.67309,0.69304
2017,Urban regions,Probably not,0.04492,362,8356,0.04048,0.04937
2017,Urban regions,Probably,0.05112,867,8356,0.04640,0.05585
2017,Urban regions,"Yes, definitely",0.22089,3371,8356,0.21199,0.22978
2017,Rural regions,"No, definitely not",0.74545,2306,4322,0.73247,0.75844
2017,Rural regions,Probably not,0.03133,187,4322,0.02614,0.03653
2017,Rural regions,Probably,0.05239,402,4322,0.04574,0.05903
2017,Rural regions,"Yes, definitely",0.17082,1427,4322,0.15960,0.18204
2018,Urban regions,"No, definitely not",0.70036,3754,7827,0.69021,0.71051
2018,Urban regions,Probably not,0.03410,313,7827,0.03008,0.03812
2018,Urban regions,Probably,0.04988,794,7827,0.04506,0.05470
2018,Urban regions,"Yes, definitely",0.21566,2966,7827,0.20655,0.22477
2018,Rural regions,"No, definitely not",0.75005,2241,3965,0.73657,0.76352
2018,Rural regions,Probably not,0.03873,168,3965,0.03273,0.04474
2018,Rural regions,Probably,0.04845,356,3965,0.04177,0.05514
2018,Rural regions,"Yes, definitely",0.16277,1200,3965,0.15128,0.17426
2019,No answer / don't know,"No, definitely not",0.50750,99,154,0.42828,0.58672
2019,No answer / don't know,"Yes, definitely",0.35121,55,154,0.27557,0.42685
2019,Urban regions,"No, definitely not",0.70912,3618,6998,0.69848,0.71976
2019,Urban regions,Probably not,0.03637,262,6998,0.03198,0.04075
2019,Urban regions,Probably,0.05445,644,6998,0.04913,0.05976
2019,Urban regions,"Yes, definitely",0.20007,2474,6998,0.19069,0.20944
2019,Rural regions,"No, definitely not",0.76320,2203,3625,0.74936,0.77704
2019,Rural regions,Probably not,0.03704,150,3625,0.03089,0.04319
2019,Rural regions,Probably,0.04816,321,3625,0.04119,0.05513
2019,Rural regions,"Yes, definitely",0.15159,951,3625,0.13992,0.16327
2020,Urban regions,"No, definitely not",0.70618,3519,7319,0.69574,0.71662
2020,Urban regions,Probably not,0.04130,329,7319,0.03674,0.04586
2020,Urban regions,Probably,0.05474,722,7319,0.04953,0.05995
2020,Urban regions,"Yes, definitely",0.19777,2749,7319,0.18865,0.20690
2020,Rural regions,"No, definitely not",0.74786,2087,3458,0.73338,0.76233
2020,Rural regions,Probably not,0.03563,143,3458,0.02945,0.04181
2020,Rural regions,Probably,0.05915,306,3458,0.05129,0.06702
2020,Rural regions,"Yes, definitely",0.15736,922,3458,0.14522,0.16950
2021,Urban regions,"No, definitely not",0.67825,2451,4871,0.66513,0.69137
2021,Urban regions,Probably not,0.03914,200,4871,0.03369,0.04458
2021,Urban regions,Probably,0.07175,611,4871,0.06450,0.07900
2021,Urban regions,"Yes, definitely",0.21086,1609,4871,0.19941,0.22232
2021,Rural regions,"No, definitely not",0.75758,1466,2283,0.74000,0.77517
2021,Rural regions,Probably not,0.05041,111,2283,0.04144,0.05939
2021,Rural regions,Probably,0.06053,204,2283,0.05075,0.07032
2021,Rural regions,"Yes, definitely",0.13147,502,2283,0.11761,0.14534
2022,Urban regions,"No, definitely not",0.70782,2735,5320,0.69560,0.72005
2022,Urban regions,Probably not,0.05362,311,5320,0.04757,0.05968
2022,Urban regions,Probably,0.06084,625,5320,0.05442,0.06727
2022,Urban regions,"Yes, definitely",0.17771,1649,5320,0.16744,0.18798
2022,Rural regions,"No, definitely not",0.76707,1744,2757,0.75129,0.78285
2022,Rural regions,Probably not,0.05258,162,2757,0.04425,0.06091
2022,Rural regions,Probably,0.05095,248,2757,0.04274,0.05916
2022,Rural regions,"Yes, definitely",0.12940,603,2757,0.11686,0.14193
