,Unnamed: 0,year,pgisced97,sex,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
42,42,1995,Post-secondary Non-tertiary Level,female,"Yes, definitely",1.0,35,4757,0.7712,1.28308
43,43,1995,First Stage of Tertiary Education,male,"No, definitely not",1.0,88,4757,0.89293,1.09591
44,44,1995,First Stage of Tertiary Education,female,"No, definitely not",1.0,55,4757,0.87445,1.14668
45,45,1995,Second Stage of Tertiary Education,male,"No, definitely not",0.80545,143,4757,0.7445,0.8671
46,46,1995,Second Stage of Tertiary Education,male,"Yes, definitely",0.19455,38,4757,0.15161,0.24656
47,47,1995,Second Stage of Tertiary Education,female,"No, definitely not",0.72602,101,4757,0.64087,0.81013
48,48,1995,Second Stage of Tertiary Education,female,"Yes, definitely",0.27398,57,4757,0.23505,0.32528
49,49,1996,Pre-primary Level,male,"Yes, definitely",1.0,105,4756,0.8714,1.13255
50,50,1996,Pre-primary Level,female,"Yes, definitely",1.0,103,4756,0.86411,1.13321
51,51,1996,Primary Level,male,"No, definitely not",1.0,52,4756,0.79911,1.27474
52,52,1996,Primary Level,female,"No, definitely not",1.0,136,4756,0.82014,1.17685
53,53,1996,Lower Secondary Level,male,"No, definitely not",0.72597,147,4756,0.62688,0.82467
54,54,1996,Lower Secondary Level,male,"Yes, definitely",0.27403,92,4756,0.23687,0.31284
55,55,1996,Lower Secondary Level,female,"No, definitely not",0.86499,751,4756,0.82627,0.90089
56,56,1996,Lower Secondary Level,female,Probably,0.05953,96,4756,0.05065,0.07043
57,57,1996,Lower Secondary Level,female,"Yes, definitely",0.07548,129,4756,0.06668,0.08593
58,58,1996,Upper Secondary Level,male,"No, definitely not",0.76438,641,4756,0.72485,0.79921
59,59,1996,Upper Secondary Level,male,Probably,0.02565,40,4756,0.01922,0.03291
60,60,1996,Upper Secondary Level,male,"Yes, definitely",0.20997,299,4756,0.19327,0.22873
61,61,1996,Upper Secondary Level,female,"No, definitely not",0.65826,878,4756,0.6342,0.68742
62,62,1996,Upper Secondary Level,female,Probably not,0.07139,120,4756,0.06226,0.08242
63,63,1996,Upper Secondary Level,female,Probably,0.10707,217,4756,0.09599,0.1215
64,64,1996,Upper Secondary Level,female,"Yes, definitely",0.16329,344,4756,0.14942,0.17893
65,65,1996,Post-secondary Non-tertiary Level,male,"Yes, definitely",1.0,39,4756,0.77657,1.27829
66,66,1996,Post-secondary Non-tertiary Level,female,"Yes, definitely",1.0,35,4756,0.74128,1.26647
67,67,1996,First Stage of Tertiary Education,male,"No, definitely not",1.0,94,4756,0.88963,1.13202
68,68,1996,First Stage of Tertiary Education,female,"No, definitely not",1.0,52,4756,0.86121,1.17174
69,69,1996,Second Stage of Tertiary Education,male,"No, definitely not",0.81311,140,4756,0.74434,0.90169
70,70,1996,Second Stage of Tertiary Education,male,"Yes, definitely",0.18689,43,4756,0.1478,0.24181
71,71,1996,Second Stage of Tertiary Education,female,"No, definitely not",0.62663,108,4756,0.54005,0.70482
72,72,1996,Second Stage of Tertiary Education,female,Probably,0.15227,34,4756,0.12593,0.18555
73,73,1996,Second Stage of Tertiary Education,female,"Yes, definitely",0.2211,61,4756,0.17883,0.25797
74,74,1997,Pre-primary Level,male,"Yes, definitely",1.0,114,4718,0.86984,1.14026
75,75,1997,Pre-primary Level,female,"Yes, definitely",1.0,101,4718,0.87499,1.13781
76,76,1997,Primary Level,male,"No, definitely not",1.0,53,4718,0.79401,1.18634
77,77,1997,Primary Level,female,"No, definitely not",1.0,133,4718,0.83808,1.16874
78,78,1997,Lower Secondary Level,male,"No, definitely not",0.70814,147,4718,0.61357,0.80387
79,79,1997,Lower Secondary Level,male,"Yes, definitely",0.29186,103,4718,0.25087,0.34467
80,80,1997,Lower Secondary Level,female,"No, definitely not",0.82775,712,4718,0.78981,0.86719
81,81,1997,Lower Secondary Level,female,Probably not,0.03307,43,4718,0.02424,0.0424
82,82,1997,Lower Secondary Level,female,Probably,0.05731,86,4718,0.04739,0.06928
83,83,1997,Lower Secondary Level,female,"Yes, definitely",0.08187,132,4718,0.07055,0.09275
84,84,1997,Upper Secondary Level,male,"No, definitely not",0.72633,648,4718,0.69698,0.75598
85,85,1997,Upper Secondary Level,male,Probably not,0.03307,34,4718,0.02573,0.04292
86,86,1997,Upper Secondary Level,male,Probably,0.03958,47,4718,0.0323,0.04998
87,87,1997,Upper Secondary Level,male,"Yes, definitely",0.20102,285,4718,0.18263,0.22414
88,88,1997,Upper Secondary Level,female,"No, definitely not",0.66514,902,4718,0.64263,0.69374
89,89,1997,Upper Secondary Level,female,Probably not,0.06936,117,4718,0.05767,0.07985
90,90,1997,Upper Secondary Level,female,Probably,0.1089,206,4718,0.09881,0.12241
91,91,1997,Upper Secondary Level,female,"Yes, definitely",0.1566,338,4718,0.1437,0.17155
92,92,1997,First Stage of Tertiary Education,male,"No, definitely not",1.0,96,4718,0.89086,1.11469
93,93,1997,First Stage of Tertiary Education,female,"No, definitely not",1.0,46,4718,0.83094,1.20546
94,94,1997,Second Stage of Tertiary Education,male,"No, definitely not",0.82545,149,4718,0.75199,0.89685
95,95,1997,Second Stage of Tertiary Education,male,"Yes, definitely",0.17455,32,4718,0.12552,0.23004
96,96,1997,Second Stage of Tertiary Education,female,"No, definitely not",0.64333,107,4718,0.56087,0.71839
97,97,1997,Second Stage of Tertiary Education,female,Probably,0.15913,32,4718,0.12787,0.19718
98,98,1997,Second Stage of Tertiary Education,female,"Yes, definitely",0.19754,55,4718,0.15229,0.23722
99,99,1998,Pre-primary Level,male,"Yes, definitely",1.0,108,5187,0.86035,1.14663
100,100,1998,Pre-primary Level,female,"Yes, definitely",1.0,102,5187,0.87988,1.10492
101,101,1998,Primary Level,male,"No, definitely not",1.0,59,5187,0.82166,1.20694
102,102,1998,Primary Level,female,"No, definitely not",1.0,131,5187,0.87001,1.14729
103,103,1998,Lower Secondary Level,male,"No, definitely not",0.69708,189,5187,0.63168,0.76118
104,104,1998,Lower Secondary Level,male,"Yes, definitely",0.30292,126,5187,0.26159,0.34352
105,105,1998,Lower Secondary Level,female,"No, definitely not",0.82715,814,5187,0.78984,0.858
106,106,1998,Lower Secondary Level,female,Probably not,0.03861,50,5187,0.03112,0.04899
107,107,1998,Lower Secondary Level,female,Probably,0.05341,83,5187,0.04465,0.0617
108,108,1998,Lower Secondary Level,female,"Yes, definitely",0.08083,131,5187,0.07059,0.0946
109,109,1998,Upper Secondary Level,male,"No, definitely not",0.72021,726,5187,0.6929,0.74477
110,110,1998,Upper Secondary Level,male,Probably not,0.03015,35,5187,0.02425,0.03821
111,111,1998,Upper Secondary Level,male,Probably,0.03604,42,5187,0.02959,0.04294
112,112,1998,Upper Secondary Level,male,"Yes, definitely",0.2136,327,5187,0.19659,0.23161
113,113,1998,Upper Secondary Level,female,"No, definitely not",0.68336,1008,5187,0.65696,0.71157
114,114,1998,Upper Secondary Level,female,Probably not,0.06053,115,5187,0.05121,0.06931
115,115,1998,Upper Secondary Level,female,Probably,0.08479,181,5187,0.07575,0.09453
116,116,1998,Upper Secondary Level,female,"Yes, definitely",0.17132,379,5187,0.15918,0.18268
117,117,1998,First Stage of Tertiary Education,male,"No, definitely not",1.0,97,5187,0.90744,1.09318
118,118,1998,First Stage of Tertiary Education,female,"No, definitely not",1.0,53,5187,0.86934,1.1534
119,119,1998,Second Stage of Tertiary Education,male,"No, definitely not",0.79669,177,5187,0.73871,0.861
120,120,1998,Second Stage of Tertiary Education,male,"Yes, definitely",0.20331,53,5187,0.15969,0.2541
121,121,1998,Second Stage of Tertiary Education,female,"No, definitely not",0.70838,126,5187,0.6509,0.78805
122,122,1998,Second Stage of Tertiary Education,female,"Yes, definitely",0.29162,75,5187,0.23919,0.33707
123,123,1999,Pre-primary Level,male,"Yes, definitely",1.0,100,4988,0.88747,1.12805
124,124,1999,Pre-primary Level,female,"Yes, definitely",1.0,106,4988,0.85634,1.17039
125,125,1999,Primary Level,male,"No, definitely not",1.0,61,4988,0.82611,1.22708
126,126,1999,Primary Level,female,"No, definitely not",1.0,134,4988,0.85203,1.1394
127,127,1999,Lower Secondary Level,male,"No, definitely not",0.75811,192,4988,0.68687,0.83483
128,128,1999,Lower Secondary Level,male,"Yes, definitely",0.24189,90,4988,0.20591,0.27599
129,129,1999,Lower Secondary Level,female,"No, definitely not",0.84439,793,4988,0.80278,0.8773
130,130,1999,Lower Secondary Level,female,Probably not,0.02579,34,4988,0.0186,0.03274
131,131,1999,Lower Secondary Level,female,Probably,0.04198,71,4988,0.03518,0.04879
132,132,1999,Lower Secondary Level,female,"Yes, definitely",0.08783,131,4988,0.07756,0.09945
133,133,1999,Upper Secondary Level,male,"No, definitely not",0.76936,751,4988,0.73841,0.80081
134,134,1999,Upper Secondary Level,male,Probably,0.02779,38,4988,0.02196,0.03484
135,135,1999,Upper Secondary Level,male,"Yes, definitely",0.20285,286,4988,0.18355,0.22222
136,136,1999,Upper Secondary Level,female,"No, definitely not",0.70293,1002,4988,0.6782,0.72325
137,137,1999,Upper Secondary Level,female,Probably not,0.05884,105,4988,0.05197,0.06642
138,138,1999,Upper Secondary Level,female,Probably,0.08154,162,4988,0.07202,0.08913
139,139,1999,Upper Secondary Level,female,"Yes, definitely",0.15669,330,4988,0.14477,0.16908
140,140,1999,Post-secondary Non-tertiary Level,female,"Yes, definitely",1.0,33,4988,0.75353,1.28408
141,141,1999,First Stage of Tertiary Education,male,"No, definitely not",1.0,98,4988,0.88381,1.10014
142,142,1999,First Stage of Tertiary Education,female,"No, definitely not",1.0,60,4988,0.84593,1.19137
143,143,1999,Second Stage of Tertiary Education,male,"No, definitely not",0.84181,184,4988,0.77848,0.90222
144,144,1999,Second Stage of Tertiary Education,male,"Yes, definitely",0.15819,38,4988,0.11294,0.21278
145,145,1999,Second Stage of Tertiary Education,female,"No, definitely not",0.77128,129,4988,0.69887,0.85814
146,146,1999,Second Stage of Tertiary Education,female,"Yes, definitely",0.22872,60,4988,0.18666,0.27627
147,147,2000,Pre-primary Level,male,"Yes, definitely",1.0,141,9729,0.92698,1.09095
148,148,2000,Pre-primary Level,female,"Yes, definitely",1.0,174,9729,0.90838,1.12332
149,149,2000,Primary Level,male,"No, definitely not",1.0,56,9729,0.83988,1.14744
150,150,2000,Primary Level,female,"No, definitely not",1.0,133,9729,0.91388,1.09242
151,151,2000,Lower Secondary Level,male,"No, definitely not",0.63903,242,9729,0.59462,0.68905
152,152,2000,Lower Secondary Level,male,"Yes, definitely",0.36097,155,9729,0.32296,0.39846
153,153,2000,Lower Secondary Level,female,"No, definitely not",0.82813,1275,9729,0.80482,0.84953
154,154,2000,Lower Secondary Level,female,Probably not,0.03578,72,9729,0.03169,0.04008
155,155,2000,Lower Secondary Level,female,Probably,0.04478,93,9729,0.03964,0.05123
156,156,2000,Lower Secondary Level,female,"Yes, definitely",0.09132,196,9729,0.08432,0.09921
157,157,2000,Upper Secondary Level,male,"No, definitely not",0.75945,1559,9729,0.74415,0.78033
158,158,2000,Upper Secondary Level,male,Probably not,0.01964,46,9729,0.01622,0.02366
159,159,2000,Upper Secondary Level,male,Probably,0.02954,73,9729,0.02583,0.03351
160,160,2000,Upper Secondary Level,male,"Yes, definitely",0.19137,505,9729,0.18013,0.2017
161,161,2000,Upper Secondary Level,female,"No, definitely not",0.72413,2085,9729,0.70884,0.74119
162,162,2000,Upper Secondary Level,female,Probably not,0.04934,181,9729,0.04579,0.05429
163,163,2000,Upper Secondary Level,female,Probably,0.09267,354,9729,0.08792,0.09892
164,164,2000,Upper Secondary Level,female,"Yes, definitely",0.13386,573,9729,0.12828,0.13978
165,165,2000,Post-secondary Non-tertiary Level,male,"No, definitely not",0.58657,65,9729,0.51921,0.66317
166,166,2000,Post-secondary Non-tertiary Level,male,"Yes, definitely",0.41343,50,9729,0.3621,0.48038
167,167,2000,Post-secondary Non-tertiary Level,female,"No, definitely not",0.55417,99,9729,0.49448,0.61763
168,168,2000,Post-secondary Non-tertiary Level,female,Probably,0.17563,43,9729,0.14776,0.20983
169,169,2000,Post-secondary Non-tertiary Level,female,"Yes, definitely",0.2702,65,9729,0.23281,0.30507
170,170,2000,First Stage of Tertiary Education,male,"No, definitely not",1.0,253,9729,0.93995,1.07242
171,171,2000,First Stage of Tertiary Education,female,"No, definitely not",0.6892,160,9729,0.63492,0.7574
172,172,2000,First Stage of Tertiary Education,female,Probably,0.127,47,9729,0.11117,0.14202
173,173,2000,First Stage of Tertiary Education,female,"Yes, definitely",0.18379,66,9729,0.14967,0.21719
174,174,2000,Second Stage of Tertiary Education,male,"No, definitely not",0.8711,412,9729,0.83389,0.91362
175,175,2000,Second Stage of Tertiary Education,male,"Yes, definitely",0.1289,70,9729,0.11128,0.151
176,176,2000,Second Stage of Tertiary Education,female,"No, definitely not",0.63838,274,9729,0.59813,0.67287
177,177,2000,Second Stage of Tertiary Education,female,Probably not,0.05499,35,9729,0.04656,0.0635
178,178,2000,Second Stage of Tertiary Education,female,Probably,0.09439,51,9729,0.0803,0.10899
179,179,2000,Second Stage of Tertiary Education,female,"Yes, definitely",0.21224,126,9729,0.19357,0.23333
180,180,2001,Pre-primary Level,male,"Yes, definitely",1.0,163,8798,0.92943,1.08172
181,181,2001,Pre-primary Level,female,"Yes, definitely",1.0,189,8798,0.94214,1.06569
182,182,2001,Primary Level,male,"No, definitely not",1.0,42,8798,0.81162,1.21531
183,183,2001,Primary Level,female,"No, definitely not",1.0,103,8798,0.88229,1.12039
184,184,2001,Lower Secondary Level,male,"No, definitely not",0.66548,213,8798,0.61371,0.72646
185,185,2001,Lower Secondary Level,male,"Yes, definitely",0.33452,128,8798,0.29582,0.3703
186,186,2001,Lower Secondary Level,female,"No, definitely not",0.83333,1096,8798,0.80649,0.86414
187,187,2001,Lower Secondary Level,female,Probably not,0.02478,45,8798,0.02055,0.03017
188,188,2001,Lower Secondary Level,female,Probably,0.04486,85,8798,0.03829,0.05244
189,189,2001,Lower Secondary Level,female,"Yes, definitely",0.09703,178,8798,0.08608,0.10728
190,190,2001,Upper Secondary Level,male,"No, definitely not",0.75724,1434,8798,0.73649,0.77641
191,191,2001,Upper Secondary Level,male,Probably not,0.02273,48,8798,0.01895,0.02655
192,192,2001,Upper Secondary Level,male,Probably,0.03248,72,8798,0.0291,0.03688
193,193,2001,Upper Secondary Level,male,"Yes, definitely",0.18755,431,8798,0.1771,0.19928
194,194,2001,Upper Secondary Level,female,"No, definitely not",0.73534,1923,8798,0.71667,0.75256
195,195,2001,Upper Secondary Level,female,Probably not,0.04876,166,8798,0.04407,0.05391
196,196,2001,Upper Secondary Level,female,Probably,0.07594,258,8798,0.07004,0.08245
197,197,2001,Upper Secondary Level,female,"Yes, definitely",0.13997,501,8798,0.13197,0.14824
198,198,2001,Post-secondary Non-tertiary Level,male,"No, definitely not",0.67879,73,8798,0.58233,0.78927
199,199,2001,Post-secondary Non-tertiary Level,male,"Yes, definitely",0.32121,44,8798,0.25412,0.38775
200,200,2001,Post-secondary Non-tertiary Level,female,"No, definitely not",0.55814,99,8798,0.50198,0.62334
201,201,2001,Post-secondary Non-tertiary Level,female,Probably,0.16372,40,8798,0.13839,0.18646
202,202,2001,Post-secondary Non-tertiary Level,female,"Yes, definitely",0.27813,69,8798,0.23394,0.32398
203,203,2001,First Stage of Tertiary Education,male,"No, definitely not",1.0,240,8798,0.93537,1.05647
204,204,2001,First Stage of Tertiary Education,female,"No, definitely not",0.71308,148,8798,0.65365,0.77575
205,205,2001,First Stage of Tertiary Education,female,Probably,0.11439,36,8798,0.09357,0.13253
206,206,2001,First Stage of Tertiary Education,female,"Yes, definitely",0.17254,61,8798,0.1485,0.20538
207,207,2001,Second Stage of Tertiary Education,male,"No, definitely not",0.88836,420,8798,0.8532,0.92831
208,208,2001,Second Stage of Tertiary Education,male,"Yes, definitely",0.11164,52,8798,0.09206,0.13923
209,209,2001,Second Stage of Tertiary Education,female,"No, definitely not",0.6441,261,8798,0.60428,0.68728
210,210,2001,Second Stage of Tertiary Education,female,Probably,0.11083,50,8798,0.09436,0.13385
211,211,2001,Second Stage of Tertiary Education,female,"Yes, definitely",0.24507,130,8798,0.21914,0.27975
212,212,2002,Pre-primary Level,male,"Yes, definitely",1.0,198,8943,0.88824,1.12101
213,213,2002,Pre-primary Level,female,"No, definitely not",0.1668,36,8943,0.12095,0.22268
214,214,2002,Pre-primary Level,female,"Yes, definitely",0.8332,202,8943,0.75573,0.9211
215,215,2002,Primary Level,male,"No, definitely not",1.0,45,8943,0.83214,1.20698
216,216,2002,Primary Level,female,"No, definitely not",1.0,88,8943,0.85021,1.13492
217,217,2002,Lower Secondary Level,male,"No, definitely not",0.66732,209,8943,0.60426,0.72196
218,218,2002,Lower Secondary Level,male,"Yes, definitely",0.33268,130,8943,0.28341,0.3754
219,219,2002,Lower Secondary Level,female,"No, definitely not",0.82202,1023,8943,0.79304,0.85074
220,220,2002,Lower Secondary Level,female,Probably not,0.02188,35,8943,0.01692,0.02778
221,221,2002,Lower Secondary Level,female,Probably,0.05446,78,8943,0.04507,0.06247
222,222,2002,Lower Secondary Level,female,"Yes, definitely",0.10164,173,8943,0.09099,0.11189
223,223,2002,Upper Secondary Level,male,"No, definitely not",0.71759,1396,8943,0.69658,0.74097
224,224,2002,Upper Secondary Level,male,Probably not,0.02627,49,8943,0.02216,0.03011
225,225,2002,Upper Secondary Level,male,Probably,0.03685,76,8943,0.03146,0.0432
226,226,2002,Upper Secondary Level,male,"Yes, definitely",0.21929,520,8943,0.20586,0.23372
227,227,2002,Upper Secondary Level,female,"No, definitely not",0.71963,1912,8943,0.69877,0.73999
228,228,2002,Upper Secondary Level,female,Probably not,0.0441,142,8943,0.03758,0.05111
229,229,2002,Upper Secondary Level,female,Probably,0.07054,246,8943,0.06354,0.07759
230,230,2002,Upper Secondary Level,female,"Yes, definitely",0.16573,568,8943,0.15456,0.1778
231,231,2002,Post-secondary Non-tertiary Level,male,"No, definitely not",0.59045,66,8943,0.5083,0.68927
232,232,2002,Post-secondary Non-tertiary Level,male,"Yes, definitely",0.40955,46,8943,0.33097,0.5171
233,233,2002,Post-secondary Non-tertiary Level,female,"No, definitely not",0.53484,108,8943,0.46803,0.58559
234,234,2002,Post-secondary Non-tertiary Level,female,Probably,0.15776,43,8943,0.12293,0.19678
235,235,2002,Post-secondary Non-tertiary Level,female,"Yes, definitely",0.3074,75,8943,0.26256,0.36241
236,236,2002,First Stage of Tertiary Education,male,"No, definitely not",1.0,240,8943,0.92885,1.05957
237,237,2002,First Stage of Tertiary Education,female,"No, definitely not",0.78158,146,8943,0.70273,0.87524
238,238,2002,First Stage of Tertiary Education,female,"Yes, definitely",0.21842,49,8943,0.16904,0.26327
239,239,2002,Second Stage of Tertiary Education,male,"No, definitely not",0.87307,484,8943,0.8193,0.93782
240,240,2002,Second Stage of Tertiary Education,male,"Yes, definitely",0.12693,61,8943,0.10107,0.14861
241,241,2002,Second Stage of Tertiary Education,female,"No, definitely not",0.68376,321,8943,0.63511,0.74192
242,242,2002,Second Stage of Tertiary Education,female,Probably,0.07081,45,8943,0.05503,0.09219
243,243,2002,Second Stage of Tertiary Education,female,"Yes, definitely",0.24542,133,8943,0.21527,0.28309
244,244,2003,Pre-primary Level,male,"No, definitely not",0.1773,37,8774,0.136,0.224
245,245,2003,Pre-primary Level,male,"Yes, definitely",0.8227,190,8774,0.72864,0.92787
246,246,2003,Pre-primary Level,female,"No, definitely not",0.1875,41,8774,0.1393,0.23732
247,247,2003,Pre-primary Level,female,"Yes, definitely",0.8125,193,8774,0.70717,0.9167
248,248,2003,Primary Level,male,"No, definitely not",1.0,40,8774,0.83266,1.22682
249,249,2003,Primary Level,female,"No, definitely not",1.0,89,8774,0.86302,1.15312
250,250,2003,Lower Secondary Level,male,"No, definitely not",0.63348,196,8774,0.57685,0.69133
251,251,2003,Lower Secondary Level,male,"Yes, definitely",0.36652,127,8774,0.31513,0.41765
252,252,2003,Lower Secondary Level,female,"No, definitely not",0.81692,958,8774,0.7862,0.85112
253,253,2003,Lower Secondary Level,female,Probably not,0.0244,33,8774,0.02024,0.02847
254,254,2003,Lower Secondary Level,female,Probably,0.05542,65,8774,0.04626,0.06406
255,255,2003,Lower Secondary Level,female,"Yes, definitely",0.10326,153,8774,0.09351,0.11465
256,256,2003,Upper Secondary Level,male,"No, definitely not",0.70554,1352,8774,0.68516,0.72453
257,257,2003,Upper Secondary Level,male,Probably not,0.01985,42,8774,0.01661,0.0247
258,258,2003,Upper Secondary Level,male,Probably,0.03279,77,8774,0.02771,0.03785
259,259,2003,Upper Secondary Level,male,"Yes, definitely",0.24182,530,8774,0.22437,0.25702
260,260,2003,Upper Secondary Level,female,"No, definitely not",0.73103,1865,8774,0.71091,0.75086
261,261,2003,Upper Secondary Level,female,Probably not,0.04594,139,8774,0.03865,0.05284
262,262,2003,Upper Secondary Level,female,Probably,0.06616,220,8774,0.0599,0.0728
263,263,2003,Upper Secondary Level,female,"Yes, definitely",0.15687,522,8774,0.14576,0.16763
264,264,2003,Post-secondary Non-tertiary Level,male,"No, definitely not",0.60611,67,8774,0.51299,0.71133
265,265,2003,Post-secondary Non-tertiary Level,male,"Yes, definitely",0.39389,41,8774,0.29227,0.47306
266,266,2003,Post-secondary Non-tertiary Level,female,"No, definitely not",0.56288,108,8774,0.49566,0.63105
267,267,2003,Post-secondary Non-tertiary Level,female,Probably,0.12294,35,8774,0.09306,0.16245
268,268,2003,Post-secondary Non-tertiary Level,female,"Yes, definitely",0.31418,70,8774,0.25997,0.3645
269,269,2003,First Stage of Tertiary Education,male,"No, definitely not",1.0,236,8774,0.91962,1.06794
270,270,2003,First Stage of Tertiary Education,female,"No, definitely not",0.68082,160,8774,0.61538,0.74595
271,271,2003,First Stage of Tertiary Education,female,Probably,0.10754,32,8774,0.08385,0.13165
272,272,2003,First Stage of Tertiary Education,female,"Yes, definitely",0.21164,59,8774,0.16873,0.26783
273,273,2003,Second Stage of Tertiary Education,male,"No, definitely not",0.86293,492,8774,0.79895,0.92054
274,274,2003,Second Stage of Tertiary Education,male,"Yes, definitely",0.13707,76,8774,0.11299,0.16002
275,275,2003,Second Stage of Tertiary Education,female,"No, definitely not",0.65914,338,8774,0.61196,0.70889
276,276,2003,Second Stage of Tertiary Education,female,Probably not,0.05858,32,8774,0.04073,0.07763
277,277,2003,Second Stage of Tertiary Education,female,Probably,0.08798,47,8774,0.06825,0.1062
278,278,2003,Second Stage of Tertiary Education,female,"Yes, definitely",0.19431,112,8774,0.16437,0.22329
279,279,2004,Pre-primary Level,male,"No, definitely not",0.13834,40,8591,0.09568,0.19561
280,280,2004,Pre-primary Level,male,"Yes, definitely",0.86166,216,8591,0.7696,0.95668
281,281,2004,Pre-primary Level,female,"Yes, definitely",1.0,228,8591,0.89989,1.13102
282,282,2004,Primary Level,male,"No, definitely not",1.0,32,8591,0.77128,1.29683
283,283,2004,Primary Level,female,"No, definitely not",1.0,85,8591,0.86441,1.1498
284,284,2004,Lower Secondary Level,male,"No, definitely not",0.58022,184,8591,0.52753,0.63247
285,285,2004,Lower Secondary Level,male,"Yes, definitely",0.41978,137,8591,0.36963,0.47317
286,286,2004,Lower Secondary Level,female,"No, definitely not",0.8076,911,8591,0.77571,0.83433
287,287,2004,Lower Secondary Level,female,Probably not,0.02854,33,8591,0.0206,0.03543
288,288,2004,Lower Secondary Level,female,Probably,0.04828,67,8591,0.03704,0.06001
289,289,2004,Lower Secondary Level,female,"Yes, definitely",0.11558,163,8591,0.10131,0.13193
290,290,2004,Upper Secondary Level,male,"No, definitely not",0.68989,1311,8591,0.66632,0.70717
291,291,2004,Upper Secondary Level,male,Probably not,0.02558,47,8591,0.02017,0.03085
292,292,2004,Upper Secondary Level,male,Probably,0.04004,78,8591,0.03336,0.04734
