year,quintil_oecd,sampreg,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2016,5th Quintile,West,Probably,0.04338,52,8875,0.04317,0.04360
2016,5th Quintile,West,"Yes, definitely",0.13863,196,8875,0.13827,0.13899
2016,5th Quintile,East,"No, definitely not",1.00000,73,8875,1.00000,1.00000
2017,1st Quintile,West,"No, definitely not",0.56037,788,9468,0.55993,0.56081
2017,1st Quintile,West,Probably not,0.04915,143,9468,0.04895,0.04934
2017,1st Quintile,West,Probably,0.08659,409,9468,0.08634,0.08683
2017,1st Quintile,West,"Yes, definitely",0.30390,1441,9468,0.30349,0.30431
2017,1st Quintile,East,"No, definitely not",0.51421,316,9468,0.51341,0.51501
2017,1st Quintile,East,Probably not,0.06124,53,9468,0.06085,0.06162
2017,1st Quintile,East,Probably,0.13920,114,9468,0.13864,0.13975
2017,1st Quintile,East,"Yes, definitely",0.28536,368,9468,0.28463,0.28608
2017,2nd Quintile,West,"No, definitely not",0.75972,852,9468,0.75932,0.76013
2017,2nd Quintile,West,Probably not,0.03805,56,9468,0.03787,0.03824
2017,2nd Quintile,West,Probably,0.02951,94,9468,0.02935,0.02967
2017,2nd Quintile,West,"Yes, definitely",0.17271,386,9468,0.17235,0.17307
2017,2nd Quintile,East,"No, definitely not",0.89529,483,9468,0.89475,0.89582
2017,2nd Quintile,East,"Yes, definitely",0.10471,99,9468,0.10418,0.10525
2017,3rd Quintile,West,"No, definitely not",0.80864,777,9468,0.80825,0.80903
2017,3rd Quintile,West,Probably not,0.03868,41,9468,0.03849,0.03887
2017,3rd Quintile,West,Probably,0.02545,64,9468,0.02529,0.02561
2017,3rd Quintile,West,"Yes, definitely",0.12724,245,9468,0.12691,0.12757
2017,3rd Quintile,East,"No, definitely not",0.89982,351,9468,0.89921,0.90043
2017,3rd Quintile,East,"Yes, definitely",0.10018,44,9468,0.09957,0.10079
2017,4th Quintile,West,"No, definitely not",0.80796,736,9468,0.80753,0.80838
2017,4th Quintile,West,Probably,0.02313,51,9468,0.02297,0.02329
2017,4th Quintile,West,"Yes, definitely",0.16891,222,9468,0.16851,0.16932
2017,4th Quintile,East,"No, definitely not",1.00000,157,9468,1.00000,1.00000
2017,5th Quintile,West,"No, definitely not",0.79101,867,9468,0.79054,0.79147
2017,5th Quintile,West,Probably not,0.05026,40,9468,0.05001,0.05050
2017,5th Quintile,West,Probably,0.03634,34,9468,0.03613,0.03656
2017,5th Quintile,West,"Yes, definitely",0.12239,164,9468,0.12202,0.12277
2017,5th Quintile,East,"No, definitely not",1.00000,73,9468,1.00000,1.00000
2018,1st Quintile,West,"No, definitely not",0.53963,807,10395,0.53920,0.54006
2018,1st Quintile,West,Probably not,0.05868,160,10395,0.05848,0.05889
2018,1st Quintile,West,Probably,0.07978,489,10395,0.07955,0.08002
2018,1st Quintile,West,"Yes, definitely",0.32190,1755,10395,0.32150,0.32230
2018,1st Quintile,East,"No, definitely not",0.55179,341,10395,0.55104,0.55255
2018,1st Quintile,East,Probably not,0.04111,52,10395,0.04081,0.04142
2018,1st Quintile,East,Probably,0.10273,135,10395,0.10227,0.10319
2018,1st Quintile,East,"Yes, definitely",0.30436,417,10395,0.30366,0.30506
2018,2nd Quintile,West,"No, definitely not",0.77158,904,10395,0.77120,0.77197
2018,2nd Quintile,West,Probably not,0.03415,66,10395,0.03398,0.03432
2018,2nd Quintile,West,Probably,0.04437,113,10395,0.04418,0.04456
2018,2nd Quintile,West,"Yes, definitely",0.14990,451,10395,0.14957,0.15023
2018,2nd Quintile,East,"No, definitely not",0.87661,532,10395,0.87605,0.87717
2018,2nd Quintile,East,"Yes, definitely",0.12339,107,10395,0.12283,0.12395
2018,3rd Quintile,West,"No, definitely not",0.80523,802,10395,0.80485,0.80561
2018,3rd Quintile,West,Probably not,0.01935,42,10395,0.01922,0.01948
2018,3rd Quintile,West,Probably,0.03387,63,10395,0.03370,0.03405
2018,3rd Quintile,West,"Yes, definitely",0.14155,278,10395,0.14121,0.14188
2018,3rd Quintile,East,"No, definitely not",0.89993,345,10395,0.89932,0.90054
2018,3rd Quintile,East,"Yes, definitely",0.10007,52,10395,0.09946,0.10068
2018,4th Quintile,West,"No, definitely not",0.77374,781,10395,0.77332,0.77417
2018,4th Quintile,West,Probably not,0.03276,35,10395,0.03258,0.03294
2018,4th Quintile,West,Probably,0.02659,46,10395,0.02643,0.02675
2018,4th Quintile,West,"Yes, definitely",0.16690,227,10395,0.16652,0.16728
2018,4th Quintile,East,"No, definitely not",1.00000,148,10395,1.00000,1.00000
2018,5th Quintile,West,"No, definitely not",0.79793,903,10395,0.79749,0.79838
2018,5th Quintile,West,Probably not,0.03279,39,10395,0.03259,0.03298
2018,5th Quintile,West,Probably,0.03132,39,10395,0.03113,0.03151
2018,5th Quintile,West,"Yes, definitely",0.13796,190,10395,0.13758,0.13834
2018,5th Quintile,East,"No, definitely not",1.00000,76,10395,1.00000,1.00000
2019,1st Quintile,West,"No, definitely not",0.55681,913,9832,0.55640,0.55723
2019,1st Quintile,West,Probably not,0.05597,140,9832,0.05578,0.05616
2019,1st Quintile,West,Probably,0.09321,467,9832,0.09296,0.09345
2019,1st Quintile,West,"Yes, definitely",0.29401,1683,9832,0.29363,0.29439
2019,1st Quintile,East,"No, definitely not",0.58599,350,9832,0.58523,0.58674
2019,1st Quintile,East,Probably not,0.04422,58,9832,0.04391,0.04453
2019,1st Quintile,East,Probably,0.11361,147,9832,0.11313,0.11410
2019,1st Quintile,East,"Yes, definitely",0.25618,362,9832,0.25551,0.25685
2019,2nd Quintile,West,"No, definitely not",0.76176,872,9832,0.76137,0.76215
2019,2nd Quintile,West,Probably not,0.03602,67,9832,0.03585,0.03619
2019,2nd Quintile,West,Probably,0.03855,94,9832,0.03838,0.03873
2019,2nd Quintile,West,"Yes, definitely",0.16367,341,9832,0.16334,0.16401
2019,2nd Quintile,East,"No, definitely not",0.88313,527,9832,0.88260,0.88366
2019,2nd Quintile,East,"Yes, definitely",0.11687,90,9832,0.11634,0.11740
2019,3rd Quintile,West,"No, definitely not",0.82202,762,9832,0.82163,0.82241
2019,3rd Quintile,West,Probably,0.04105,50,9832,0.04085,0.04125
2019,3rd Quintile,West,"Yes, definitely",0.13693,207,9832,0.13658,0.13728
2019,3rd Quintile,East,"No, definitely not",0.90252,349,9832,0.90191,0.90313
2019,3rd Quintile,East,"Yes, definitely",0.09748,54,9832,0.09687,0.09809
2019,4th Quintile,West,"No, definitely not",0.76043,726,9832,0.75999,0.76087
2019,4th Quintile,West,Probably not,0.03411,31,9832,0.03393,0.03430
2019,4th Quintile,West,Probably,0.03780,42,9832,0.03761,0.03800
2019,4th Quintile,West,"Yes, definitely",0.16765,190,9832,0.16727,0.16804
2019,4th Quintile,East,"No, definitely not",1.00000,158,9832,1.00000,1.00000
2019,5th Quintile,West,"No, definitely not",0.82886,869,9832,0.82845,0.82928
2019,5th Quintile,West,Probably not,0.03731,32,9832,0.03710,0.03753
2019,5th Quintile,West,Probably,0.02430,35,9832,0.02413,0.02447
2019,5th Quintile,West,"Yes, definitely",0.10952,153,9832,0.10918,0.10987
2019,5th Quintile,East,"No, definitely not",1.00000,63,9832,1.00000,1.00000
2020,1st Quintile,West,"No, definitely not",0.57596,923,9525,0.57555,0.57637
2020,1st Quintile,West,Probably not,0.04850,158,9525,0.04833,0.04868
2020,1st Quintile,West,Probably,0.10877,454,9525,0.10852,0.10903
2020,1st Quintile,West,"Yes, definitely",0.26677,1436,9525,0.26640,0.26713
2020,1st Quintile,East,"No, definitely not",0.58360,341,9525,0.58284,0.58437
2020,1st Quintile,East,Probably not,0.03754,46,9525,0.03724,0.03783
2020,1st Quintile,East,Probably,0.14990,133,9525,0.14934,0.15045
2020,1st Quintile,East,"Yes, definitely",0.22896,325,9525,0.22831,0.22961
2020,2nd Quintile,West,"No, definitely not",0.74869,841,9525,0.74830,0.74908
2020,2nd Quintile,West,Probably not,0.03650,56,9525,0.03633,0.03667
2020,2nd Quintile,West,Probably,0.03431,84,9525,0.03414,0.03447
2020,2nd Quintile,West,"Yes, definitely",0.18050,336,9525,0.18015,0.18085
2020,2nd Quintile,East,"No, definitely not",0.87370,499,9525,0.87314,0.87425
2020,2nd Quintile,East,"Yes, definitely",0.12630,87,9525,0.12575,0.12686
2020,3rd Quintile,West,"No, definitely not",0.77706,752,9525,0.77665,0.77747
2020,3rd Quintile,West,Probably not,0.04294,43,9525,0.04274,0.04313
2020,3rd Quintile,West,Probably,0.02914,50,9525,0.02897,0.02930
2020,3rd Quintile,West,"Yes, definitely",0.15087,204,9525,0.15052,0.15122
2020,3rd Quintile,East,"No, definitely not",0.89092,312,9525,0.89026,0.89158
2020,3rd Quintile,East,"Yes, definitely",0.10908,47,9525,0.10842,0.10974
2020,4th Quintile,West,"No, definitely not",0.82491,686,9525,0.82450,0.82532
2020,4th Quintile,West,Probably,0.03921,41,9525,0.03900,0.03942
2020,4th Quintile,West,"Yes, definitely",0.13588,178,9525,0.13551,0.13625
2020,4th Quintile,East,"No, definitely not",0.83902,154,9525,0.83789,0.84016
2020,4th Quintile,East,"Yes, definitely",0.16098,31,9525,0.15984,0.16211
2020,5th Quintile,West,"No, definitely not",0.78407,929,9525,0.78362,0.78451
2020,5th Quintile,West,Probably not,0.03513,49,9525,0.03493,0.03533
2020,5th Quintile,West,Probably,0.02794,41,9525,0.02776,0.02812
2020,5th Quintile,West,"Yes, definitely",0.15286,191,9525,0.15247,0.15326
2020,5th Quintile,East,"No, definitely not",1.00000,98,9525,1.00000,1.00000
2021,1st Quintile,West,"No, definitely not",0.54148,610,6608,0.54105,0.54190
2021,1st Quintile,West,Probably not,0.06599,106,6608,0.06578,0.06620
2021,1st Quintile,West,Probably,0.14108,380,6608,0.14079,0.14138
2021,1st Quintile,West,"Yes, definitely",0.25145,843,6608,0.25109,0.25182
2021,1st Quintile,East,"No, definitely not",0.62807,248,6608,0.62731,0.62884
2021,1st Quintile,East,Probably not,0.04409,33,6608,0.04376,0.04441
2021,1st Quintile,East,Probably,0.07227,63,6608,0.07186,0.07268
2021,1st Quintile,East,"Yes, definitely",0.25557,197,6608,0.25488,0.25626
2021,2nd Quintile,West,"No, definitely not",0.69380,567,6608,0.69338,0.69422
2021,2nd Quintile,West,Probably not,0.04535,50,6608,0.04517,0.04554
2021,2nd Quintile,West,Probably,0.05856,105,6608,0.05834,0.05877
2021,2nd Quintile,West,"Yes, definitely",0.20229,285,6608,0.20192,0.20265
2021,2nd Quintile,East,"No, definitely not",0.91074,344,6608,0.91025,0.91123
2021,2nd Quintile,East,"Yes, definitely",0.08926,62,6608,0.08877,0.08975
2021,3rd Quintile,West,"No, definitely not",0.73180,477,6608,0.73137,0.73223
2021,3rd Quintile,West,Probably not,0.04777,35,6608,0.04756,0.04798
2021,3rd Quintile,West,Probably,0.03457,41,6608,0.03439,0.03475
2021,3rd Quintile,West,"Yes, definitely",0.18586,171,6608,0.18548,0.18624
2021,3rd Quintile,East,"No, definitely not",1.00000,177,6608,1.00000,1.00000
2021,4th Quintile,West,"No, definitely not",0.80272,529,6608,0.80230,0.80314
2021,4th Quintile,West,Probably,0.04538,43,6608,0.04516,0.04560
2021,4th Quintile,West,"Yes, definitely",0.15190,142,6608,0.15152,0.15227
2021,4th Quintile,East,"No, definitely not",1.00000,129,6608,1.00000,1.00000
2021,5th Quintile,West,"No, definitely not",0.83097,710,6608,0.83056,0.83137
2021,5th Quintile,West,Probably,0.04983,44,6608,0.04960,0.05007
2021,5th Quintile,West,"Yes, definitely",0.11920,131,6608,0.11885,0.11955
2021,5th Quintile,East,"No, definitely not",1.00000,86,6608,1.00000,1.00000
