,Unnamed: 0,year,age_gr,sex,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
51,51,1996,30-45 y.,male,"Yes, definitely",1.0,157,5184,0.91501,1.11488
52,52,1996,30-45 y.,female,"No, definitely not",0.22862,178,5184,0.2064,0.26032
53,53,1996,30-45 y.,female,Probably not,0.1455,94,5184,0.12308,0.16497
54,54,1996,30-45 y.,female,Probably,0.27846,205,5184,0.24981,0.30618
55,55,1996,30-45 y.,female,"Yes, definitely",0.34742,264,5184,0.31679,0.37994
56,56,1996,46-65 y.,male,"No, definitely not",0.83122,516,5184,0.7793,0.89064
57,57,1996,46-65 y.,male,Probably not,0.05547,41,5184,0.04259,0.06853
58,58,1996,46-65 y.,male,"Yes, definitely",0.11331,77,5184,0.09048,0.1363
59,59,1996,46-65 y.,female,"No, definitely not",0.80562,798,5184,0.76977,0.84994
60,60,1996,46-65 y.,female,Probably not,0.07616,72,5184,0.06348,0.08934
61,61,1996,46-65 y.,female,Probably,0.0609,72,5184,0.05018,0.07204
62,62,1996,46-65 y.,female,"Yes, definitely",0.05732,65,5184,0.04564,0.07063
63,63,1996,66 and older,male,"No, definitely not",1.0,561,5184,0.96052,1.04507
64,64,1996,66 and older,female,"No, definitely not",1.0,912,5184,0.96039,1.03576
65,65,1997,17-29 y.,male,"No, definitely not",0.08041,43,5193,0.06467,0.0975
66,66,1997,17-29 y.,male,Probably,0.10694,49,5193,0.09052,0.12683
67,67,1997,17-29 y.,male,"Yes, definitely",0.81265,362,5193,0.7383,0.88305
68,68,1997,17-29 y.,female,"No, definitely not",0.1098,88,5193,0.09003,0.13164
69,69,1997,17-29 y.,female,Probably not,0.0646,47,5193,0.05018,0.08565
70,70,1997,17-29 y.,female,Probably,0.22422,143,5193,0.19231,0.26047
71,71,1997,17-29 y.,female,"Yes, definitely",0.60139,385,5193,0.55076,0.65576
72,72,1997,30-45 y.,male,"Yes, definitely",1.0,168,5193,0.85034,1.12879
73,73,1997,30-45 y.,female,"No, definitely not",0.22867,178,5193,0.2037,0.25394
74,74,1997,30-45 y.,female,Probably not,0.15672,99,5193,0.13424,0.18495
75,75,1997,30-45 y.,female,Probably,0.28353,207,5193,0.24894,0.31157
76,76,1997,30-45 y.,female,"Yes, definitely",0.33108,256,5193,0.29383,0.37049
77,77,1997,46-65 y.,male,"No, definitely not",0.77115,492,5193,0.71817,0.82144
78,78,1997,46-65 y.,male,Probably not,0.05106,41,5193,0.03812,0.06707
79,79,1997,46-65 y.,male,Probably,0.04619,35,5193,0.03506,0.05913
80,80,1997,46-65 y.,male,"Yes, definitely",0.13159,96,5193,0.10889,0.15744
81,81,1997,46-65 y.,female,"No, definitely not",0.81013,802,5193,0.77763,0.84684
82,82,1997,46-65 y.,female,Probably not,0.08162,78,5193,0.06641,0.09579
83,83,1997,46-65 y.,female,Probably,0.06421,60,5193,0.0505,0.07774
84,84,1997,46-65 y.,female,"Yes, definitely",0.04403,64,5193,0.03468,0.05489
85,85,1997,66 and older,male,"No, definitely not",1.0,593,5193,0.96274,1.04801
86,86,1997,66 and older,female,"No, definitely not",1.0,907,5193,0.96543,1.03801
87,87,1998,17-29 y.,male,"No, definitely not",0.07522,37,5812,0.05886,0.08942
88,88,1998,17-29 y.,male,Probably,0.08715,37,5812,0.06448,0.11215
89,89,1998,17-29 y.,male,"Yes, definitely",0.83763,406,5812,0.78431,0.90672
90,90,1998,17-29 y.,female,"No, definitely not",0.13708,108,5812,0.11473,0.16019
91,91,1998,17-29 y.,female,Probably not,0.07102,42,5812,0.05191,0.09235
92,92,1998,17-29 y.,female,Probably,0.18075,119,5812,0.15879,0.21145
93,93,1998,17-29 y.,female,"Yes, definitely",0.61115,420,5812,0.57617,0.6545
94,94,1998,30-45 y.,male,"Yes, definitely",1.0,182,5812,0.88014,1.13343
95,95,1998,30-45 y.,female,"No, definitely not",0.24742,208,5812,0.22168,0.27141
96,96,1998,30-45 y.,female,Probably not,0.13834,112,5812,0.12573,0.15464
97,97,1998,30-45 y.,female,Probably,0.26471,206,5812,0.23581,0.28956
98,98,1998,30-45 y.,female,"Yes, definitely",0.34954,290,5812,0.31905,0.38269
99,99,1998,46-65 y.,male,"No, definitely not",0.79732,574,5812,0.75746,0.84059
100,100,1998,46-65 y.,male,Probably not,0.07037,52,5812,0.05499,0.09011
101,101,1998,46-65 y.,male,"Yes, definitely",0.1323,111,5812,0.11332,0.15479
102,102,1998,46-65 y.,female,"No, definitely not",0.83398,935,5812,0.79982,0.86586
103,103,1998,46-65 y.,female,Probably not,0.07533,79,5812,0.06274,0.08664
104,104,1998,46-65 y.,female,Probably,0.034,47,5812,0.02888,0.0408
105,105,1998,46-65 y.,female,"Yes, definitely",0.05669,73,5812,0.04589,0.06804
106,106,1998,66 and older,male,"No, definitely not",1.0,721,5812,0.9607,1.03946
107,107,1998,66 and older,female,"No, definitely not",1.0,1053,5812,0.96676,1.0353
108,108,1999,17-29 y.,male,"No, definitely not",0.1008,39,5423,0.07352,0.13431
109,109,1999,17-29 y.,male,Probably,0.09882,40,5423,0.08202,0.11763
110,110,1999,17-29 y.,male,"Yes, definitely",0.80038,361,5423,0.7451,0.86755
111,111,1999,17-29 y.,female,"No, definitely not",0.12062,91,5423,0.10524,0.13787
112,112,1999,17-29 y.,female,Probably not,0.04817,31,5423,0.03707,0.06142
113,113,1999,17-29 y.,female,Probably,0.15857,109,5423,0.1366,0.1803
114,114,1999,17-29 y.,female,"Yes, definitely",0.67264,401,5423,0.62493,0.72481
115,115,1999,30-45 y.,male,"Yes, definitely",1.0,145,5423,0.87702,1.13772
116,116,1999,30-45 y.,female,"No, definitely not",0.25198,189,5423,0.22603,0.28245
117,117,1999,30-45 y.,female,Probably not,0.13625,87,5423,0.11538,0.15703
118,118,1999,30-45 y.,female,Probably,0.26555,179,5423,0.23816,0.29409
119,119,1999,30-45 y.,female,"Yes, definitely",0.34621,259,5423,0.31025,0.38333
120,120,1999,46-65 y.,male,"No, definitely not",0.85543,586,5423,0.79909,0.90851
121,121,1999,46-65 y.,male,Probably not,0.04681,31,5423,0.03289,0.06128
122,122,1999,46-65 y.,male,"Yes, definitely",0.09776,79,5423,0.0843,0.11384
123,123,1999,46-65 y.,female,"No, definitely not",0.84981,901,5423,0.81227,0.88671
124,124,1999,46-65 y.,female,Probably not,0.06106,63,5423,0.05225,0.07103
125,125,1999,46-65 y.,female,Probably,0.03643,44,5423,0.02872,0.0446
126,126,1999,46-65 y.,female,"Yes, definitely",0.0527,64,5423,0.0445,0.06202
127,127,1999,66 and older,male,"No, definitely not",1.0,708,5423,0.96712,1.04194
128,128,1999,66 and older,female,"No, definitely not",1.0,1016,5423,0.97025,1.03925
129,129,2000,17-29 y.,male,"No, definitely not",0.07035,49,9988,0.05914,0.08525
130,130,2000,17-29 y.,male,Probably,0.10446,70,9988,0.09046,0.11957
131,131,2000,17-29 y.,male,"Yes, definitely",0.82519,588,9988,0.78516,0.86605
132,132,2000,17-29 y.,female,"No, definitely not",0.11243,110,9988,0.0985,0.12464
133,133,2000,17-29 y.,female,Probably not,0.05542,56,9988,0.04679,0.06438
134,134,2000,17-29 y.,female,Probably,0.18413,164,9988,0.1693,0.20636
135,135,2000,17-29 y.,female,"Yes, definitely",0.64802,649,9988,0.61914,0.67979
136,136,2000,30-45 y.,male,"Yes, definitely",1.0,253,9988,0.92351,1.08326
137,137,2000,30-45 y.,female,"No, definitely not",0.21882,286,9988,0.20138,0.23671
138,138,2000,30-45 y.,female,Probably not,0.13602,165,9988,0.12402,0.14895
139,139,2000,30-45 y.,female,Probably,0.30545,374,9988,0.28825,0.32005
140,140,2000,30-45 y.,female,"Yes, definitely",0.33971,446,9988,0.32413,0.35942
141,141,2000,46-65 y.,male,"No, definitely not",0.82426,1090,9988,0.79871,0.85094
142,142,2000,46-65 y.,male,Probably not,0.04337,58,9988,0.0368,0.0511
143,143,2000,46-65 y.,male,Probably,0.03744,55,9988,0.03319,0.04223
144,144,2000,46-65 y.,male,"Yes, definitely",0.09492,131,9988,0.08718,0.10265
145,145,2000,46-65 y.,female,"No, definitely not",0.84652,1674,9988,0.82646,0.86362
146,146,2000,46-65 y.,female,Probably not,0.05994,118,9988,0.05561,0.0665
147,147,2000,46-65 y.,female,Probably,0.04126,84,9988,0.03702,0.04644
148,148,2000,46-65 y.,female,"Yes, definitely",0.05227,118,9988,0.04883,0.05559
149,149,2000,66 and older,male,"No, definitely not",1.0,1455,9988,0.97764,1.02264
150,150,2000,66 and older,female,"No, definitely not",1.0,1995,9988,0.98008,1.02162
151,151,2001,17-29 y.,male,"No, definitely not",0.07511,47,9072,0.06127,0.09038
152,152,2001,17-29 y.,male,Probably,0.08277,57,9072,0.06712,0.10109
153,153,2001,17-29 y.,male,"Yes, definitely",0.84212,540,9072,0.7972,0.88898
154,154,2001,17-29 y.,female,"No, definitely not",0.10339,96,9072,0.09036,0.11591
155,155,2001,17-29 y.,female,Probably not,0.05365,50,9072,0.04482,0.0631
156,156,2001,17-29 y.,female,Probably,0.13712,119,9072,0.11803,0.15869
157,157,2001,17-29 y.,female,"Yes, definitely",0.70584,621,9072,0.67153,0.74134
158,158,2001,30-45 y.,male,Probably,0.14212,34,9072,0.12045,0.16895
159,159,2001,30-45 y.,male,"Yes, definitely",0.85788,210,9072,0.78358,0.94221
160,160,2001,30-45 y.,female,"No, definitely not",0.2067,253,9072,0.18946,0.22613
161,161,2001,30-45 y.,female,Probably not,0.10915,119,9072,0.09894,0.12156
162,162,2001,30-45 y.,female,Probably,0.29575,301,9072,0.27451,0.31836
163,163,2001,30-45 y.,female,"Yes, definitely",0.3884,418,9072,0.36475,0.41353
164,164,2001,46-65 y.,male,"No, definitely not",0.80647,981,9072,0.77649,0.83543
165,165,2001,46-65 y.,male,Probably not,0.05155,59,9072,0.04235,0.06077
166,166,2001,46-65 y.,male,Probably,0.04155,48,9072,0.03498,0.04761
167,167,2001,46-65 y.,male,"Yes, definitely",0.10043,118,9072,0.08933,0.11703
168,168,2001,46-65 y.,female,"No, definitely not",0.83727,1450,9072,0.80722,0.85751
169,169,2001,46-65 y.,female,Probably not,0.06271,106,9072,0.05577,0.07102
170,170,2001,46-65 y.,female,Probably,0.04652,74,9072,0.03937,0.05426
171,171,2001,46-65 y.,female,"Yes, definitely",0.05351,110,9072,0.04702,0.05784
172,172,2001,66 and older,male,"No, definitely not",1.0,1392,9072,0.97436,1.0238
173,173,2001,66 and older,female,"No, definitely not",1.0,1869,9072,0.98057,1.02346
174,174,2002,17-29 y.,male,"No, definitely not",0.06601,49,9288,0.053,0.08137
175,175,2002,17-29 y.,male,Probably,0.07643,56,9288,0.0602,0.09318
176,176,2002,17-29 y.,male,"Yes, definitely",0.85756,642,9288,0.80319,0.9199
177,177,2002,17-29 y.,female,"No, definitely not",0.12349,112,9288,0.10469,0.14457
178,178,2002,17-29 y.,female,Probably not,0.0418,33,9288,0.02937,0.05274
179,179,2002,17-29 y.,female,Probably,0.12416,101,9288,0.10329,0.15163
180,180,2002,17-29 y.,female,"Yes, definitely",0.71056,672,9288,0.66914,0.7542
181,181,2002,30-45 y.,male,Probably,0.14279,41,9288,0.11537,0.17073
182,182,2002,30-45 y.,male,"Yes, definitely",0.85721,235,9288,0.78898,0.92597
183,183,2002,30-45 y.,female,"No, definitely not",0.1743,217,9288,0.15823,0.19209
184,184,2002,30-45 y.,female,Probably not,0.12077,130,9288,0.10664,0.13653
185,185,2002,30-45 y.,female,Probably,0.2701,302,9288,0.24477,0.2931
186,186,2002,30-45 y.,female,"Yes, definitely",0.43483,422,9288,0.40181,0.46884
187,187,2002,46-65 y.,male,"No, definitely not",0.76941,907,9288,0.73936,0.80165
188,188,2002,46-65 y.,male,Probably not,0.05458,58,9288,0.04684,0.06536
189,189,2002,46-65 y.,male,Probably,0.0434,49,9288,0.03545,0.05136
190,190,2002,46-65 y.,male,"Yes, definitely",0.13262,134,9288,0.1202,0.14675
191,191,2002,46-65 y.,female,"No, definitely not",0.82212,1424,9288,0.79321,0.85086
192,192,2002,46-65 y.,female,Probably not,0.05414,102,9288,0.04522,0.0658
193,193,2002,46-65 y.,female,Probably,0.04546,71,9288,0.03752,0.05458
194,194,2002,46-65 y.,female,"Yes, definitely",0.07828,139,9288,0.06902,0.08793
195,195,2002,66 and older,male,"No, definitely not",1.0,1491,9288,0.9732,1.02872
196,196,2002,66 and older,female,"No, definitely not",1.0,1901,9288,0.9734,1.02296
197,197,2003,17-29 y.,male,"No, definitely not",0.08819,62,9083,0.07248,0.10335
198,198,2003,17-29 y.,male,Probably,0.06489,66,9083,0.05261,0.07774
199,199,2003,17-29 y.,male,"Yes, definitely",0.84691,623,9083,0.78908,0.90234
200,200,2003,17-29 y.,female,"No, definitely not",0.15616,124,9083,0.13201,0.18016
201,201,2003,17-29 y.,female,Probably not,0.04069,41,9083,0.03052,0.05553
202,202,2003,17-29 y.,female,Probably,0.14892,116,9083,0.12689,0.17096
203,203,2003,17-29 y.,female,"Yes, definitely",0.65423,615,9083,0.60725,0.70037
204,204,2003,30-45 y.,male,Probably,0.1297,38,9083,0.10281,0.16044
205,205,2003,30-45 y.,male,"Yes, definitely",0.8703,275,9083,0.80031,0.94396
206,206,2003,30-45 y.,female,"No, definitely not",0.20677,229,9083,0.18545,0.22556
207,207,2003,30-45 y.,female,Probably not,0.10097,107,9083,0.08935,0.11586
208,208,2003,30-45 y.,female,Probably,0.25176,247,9083,0.22926,0.27562
209,209,2003,30-45 y.,female,"Yes, definitely",0.4405,394,9083,0.40598,0.47105
210,210,2003,46-65 y.,male,"No, definitely not",0.76314,831,9083,0.72967,0.80554
211,211,2003,46-65 y.,male,Probably not,0.05086,55,9083,0.04132,0.05944
212,212,2003,46-65 y.,male,Probably,0.05306,58,9083,0.04538,0.06203
213,213,2003,46-65 y.,male,"Yes, definitely",0.13293,142,9083,0.11471,0.14797
214,214,2003,46-65 y.,female,"No, definitely not",0.79411,1334,9083,0.76566,0.82468
215,215,2003,46-65 y.,female,Probably not,0.07219,113,9083,0.05998,0.08355
216,216,2003,46-65 y.,female,Probably,0.05135,77,9083,0.0438,0.0594
217,217,2003,46-65 y.,female,"Yes, definitely",0.08235,140,9083,0.07413,0.09277
218,218,2003,66 and older,male,"No, definitely not",1.0,1509,9083,0.96997,1.03066
219,219,2003,66 and older,female,"No, definitely not",1.0,1887,9083,0.97901,1.02059
220,220,2004,17-29 y.,male,"No, definitely not",0.07605,67,8961,0.06123,0.09148
221,221,2004,17-29 y.,male,Probably,0.0795,65,8961,0.06451,0.09878
222,222,2004,17-29 y.,male,"Yes, definitely",0.84445,660,8961,0.79624,0.90472
223,223,2004,17-29 y.,female,"No, definitely not",0.12161,91,8961,0.10519,0.14899
224,224,2004,17-29 y.,female,Probably,0.16369,126,8961,0.13575,0.19251
225,225,2004,17-29 y.,female,"Yes, definitely",0.7147,667,8961,0.66729,0.76183
226,226,2004,30-45 y.,male,Probably,0.16223,37,8961,0.12724,0.20686
227,227,2004,30-45 y.,male,"Yes, definitely",0.83777,237,8961,0.75755,0.92904
228,228,2004,30-45 y.,female,"No, definitely not",0.18995,193,8961,0.16965,0.21083
229,229,2004,30-45 y.,female,Probably not,0.08828,98,8961,0.0719,0.10778
230,230,2004,30-45 y.,female,Probably,0.27955,251,8961,0.25415,0.30422
231,231,2004,30-45 y.,female,"Yes, definitely",0.44222,396,8961,0.40831,0.47997
232,232,2004,46-65 y.,male,"No, definitely not",0.69599,741,8961,0.66041,0.72732
233,233,2004,46-65 y.,male,Probably not,0.07739,66,8961,0.06335,0.09482
234,234,2004,46-65 y.,male,Probably,0.05613,49,8961,0.04528,0.0688
235,235,2004,46-65 y.,male,"Yes, definitely",0.17049,169,8961,0.15358,0.18757
236,236,2004,46-65 y.,female,"No, definitely not",0.79062,1228,8961,0.76078,0.82473
237,237,2004,46-65 y.,female,Probably not,0.07047,100,8961,0.0605,0.08087
238,238,2004,46-65 y.,female,Probably,0.04616,83,8961,0.03727,0.0537
239,239,2004,46-65 y.,female,"Yes, definitely",0.09276,151,8961,0.08192,0.10518
240,240,2004,66 and older,male,"No, definitely not",1.0,1555,8961,0.9762,1.03179
241,241,2004,66 and older,female,"No, definitely not",1.0,1931,8961,0.96789,1.02514
242,242,2005,17-29 y.,male,"No, definitely not",0.07745,57,8658,0.05851,0.09902
243,243,2005,17-29 y.,male,Probably,0.07929,55,8658,0.06232,0.10439
244,244,2005,17-29 y.,male,"Yes, definitely",0.84325,657,8658,0.78482,0.89883
245,245,2005,17-29 y.,female,"No, definitely not",0.12414,97,8658,0.10181,0.15126
246,246,2005,17-29 y.,female,Probably,0.14464,120,8658,0.11885,0.16906
247,247,2005,17-29 y.,female,"Yes, definitely",0.73123,687,8658,0.67401,0.78334
248,248,2005,30-45 y.,male,Probably,0.16876,40,8658,0.12834,0.20548
249,249,2005,30-45 y.,male,"Yes, definitely",0.83124,214,8658,0.73866,0.91853
250,250,2005,30-45 y.,female,"No, definitely not",0.18524,185,8658,0.16551,0.20479
251,251,2005,30-45 y.,female,Probably not,0.09452,84,8658,0.07946,0.10863
252,252,2005,30-45 y.,female,Probably,0.27805,227,8658,0.25099,0.30563
253,253,2005,30-45 y.,female,"Yes, definitely",0.44219,371,8658,0.40329,0.48158
254,254,2005,46-65 y.,male,"No, definitely not",0.7212,677,8658,0.68649,0.76434
255,255,2005,46-65 y.,male,Probably not,0.05477,53,8658,0.04118,0.06768
256,256,2005,46-65 y.,male,Probably,0.06422,49,8658,0.04914,0.07888
257,257,2005,46-65 y.,male,"Yes, definitely",0.15981,145,8658,0.14377,0.17789
258,258,2005,46-65 y.,female,"No, definitely not",0.75526,1092,8658,0.71864,0.78618
259,259,2005,46-65 y.,female,Probably not,0.07899,116,8658,0.06698,0.0903
260,260,2005,46-65 y.,female,Probably,0.06229,84,8658,0.05046,0.07646
261,261,2005,46-65 y.,female,"Yes, definitely",0.10347,134,8658,0.08931,0.11915
262,262,2005,66 and older,male,"No, definitely not",1.0,1588,8658,0.97277,1.03406
263,263,2005,66 and older,female,"No, definitely not",1.0,1926,8658,0.97669,1.02409
264,264,2006,17-29 y.,male,"No, definitely not",0.0764,48,9304,0.05923,0.09398
265,265,2006,17-29 y.,male,Probably,0.0942,52,9304,0.06776,0.11929
266,266,2006,17-29 y.,male,"Yes, definitely",0.8294,582,9304,0.76598,0.89009
267,267,2006,17-29 y.,female,"No, definitely not",0.12411,83,9304,0.09845,0.14732
268,268,2006,17-29 y.,female,Probably,0.16196,99,9304,0.13289,0.18725
269,269,2006,17-29 y.,female,"Yes, definitely",0.71392,639,9304,0.65578,0.75987
270,270,2006,30-45 y.,male,Probably,0.16661,33,9304,0.13308,0.20485
271,271,2006,30-45 y.,male,"Yes, definitely",0.83339,219,9304,0.74511,0.92353
272,272,2006,30-45 y.,female,"No, definitely not",0.15754,159,9304,0.14057,0.17837
273,273,2006,30-45 y.,female,Probably not,0.10066,95,9304,0.08232,0.117
274,274,2006,30-45 y.,female,Probably,0.28551,263,9304,0.26064,0.31245
275,275,2006,30-45 y.,female,"Yes, definitely",0.45629,402,9304,0.41994,0.488
276,276,2006,46-65 y.,male,"No, definitely not",0.70336,724,9304,0.6653,0.74482
277,277,2006,46-65 y.,male,Probably not,0.06428,66,9304,0.05212,0.07705
278,278,2006,46-65 y.,male,Probably,0.0484,45,9304,0.03386,0.0624
279,279,2006,46-65 y.,male,"Yes, definitely",0.18396,167,9304,0.16226,0.20264
280,280,2006,46-65 y.,female,"No, definitely not",0.75169,1158,9304,0.72176,0.77991
281,281,2006,46-65 y.,female,Probably not,0.06924,110,9304,0.05899,0.0804
282,282,2006,46-65 y.,female,Probably,0.05704,83,9304,0.04786,0.0675
283,283,2006,46-65 y.,female,"Yes, definitely",0.12203,161,9304,0.10735,0.13933
284,284,2006,66 and older,male,"No, definitely not",1.0,1895,9304,0.97181,1.02552
285,285,2006,66 and older,female,"No, definitely not",1.0,2221,9304,0.97812,1.02738
286,286,2007,17-29 y.,male,"No, definitely not",0.0907,49,8394,0.06531,0.1221
287,287,2007,17-29 y.,male,Probably,0.08814,51,8394,0.06838,0.11226
288,288,2007,17-29 y.,male,"Yes, definitely",0.82115,499,8394,0.75949,0.88234
289,289,2007,17-29 y.,female,"No, definitely not",0.09822,72,8394,0.07854,0.11948
290,290,2007,17-29 y.,female,Probably,0.15249,103,8394,0.12299,0.18156
291,291,2007,17-29 y.,female,"Yes, definitely",0.74929,576,8394,0.6943,0.80914
292,292,2007,30-45 y.,male,"Yes, definitely",1.0,146,8394,0.85599,1.15781
293,293,2007,30-45 y.,female,"No, definitely not",0.16207,131,8394,0.1374,0.18757
294,294,2007,30-45 y.,female,Probably not,0.10775,77,8394,0.08978,0.12604
295,295,2007,30-45 y.,female,Probably,0.27576,195,8394,0.24788,0.3075
296,296,2007,30-45 y.,female,"Yes, definitely",0.45441,319,8394,0.41859,0.4936
297,297,2007,46-65 y.,male,"No, definitely not",0.71565,609,8394,0.67674,0.76526
298,298,2007,46-65 y.,male,Probably not,0.06983,58,8394,0.0577,0.08282
299,299,2007,46-65 y.,male,Probably,0.07237,52,8394,0.05681,0.09039
300,300,2007,46-65 y.,male,"Yes, definitely",0.14215,113,8394,0.11979,0.16548
301,301,2007,46-65 y.,female,"No, definitely not",0.73543,1008,8394,0.70445,0.77374
302,302,2007,46-65 y.,female,Probably not,0.08453,104,8394,0.07163,0.10093
303,303,2007,46-65 y.,female,Probably,0.07077,80,8394,0.05853,0.08556
304,304,2007,46-65 y.,female,"Yes, definitely",0.10927,139,8394,0.09522,0.12211
305,305,2007,66 and older,male,"No, definitely not",1.0,1847,8394,0.96442,1.03094
306,306,2007,66 and older,female,"No, definitely not",1.0,2166,8394,0.97488,1.02342
307,307,2008,17-29 y.,male,"No, definitely not",0.08714,40,7799,0.06169,0.11876
308,308,2008,17-29 y.,male,Probably,0.10148,50,7799,0.07318,0.13065
309,309,2008,17-29 y.,male,"Yes, definitely",0.81138,445,7799,0.72884,0.88375
310,310,2008,17-29 y.,female,"No, definitely not",0.11253,54,7799,0.08642,0.14518
311,311,2008,17-29 y.,female,Probably,0.10072,66,7799,0.08012,0.1263
312,312,2008,17-29 y.,female,"Yes, definitely",0.78676,531,7799,0.72629,0.85636
313,313,2008,30-45 y.,male,"Yes, definitely",1.0,120,7799,0.84314,1.20356
314,314,2008,30-45 y.,female,"No, definitely not",0.19775,107,7799,0.16772,0.22887
315,315,2008,30-45 y.,female,Probably not,0.1027,70,7799,0.08439,0.12346
316,316,2008,30-45 y.,female,Probably,0.2522,157,7799,0.22125,0.28418
317,317,2008,30-45 y.,female,"Yes, definitely",0.44735,277,7799,0.40678,0.49567
318,318,2008,46-65 y.,male,"No, definitely not",0.67634,528,7799,0.6276,0.72195
319,319,2008,46-65 y.,male,Probably not,0.08174,52,7799,0.06089,0.10211
320,320,2008,46-65 y.,male,Probably,0.0592,42,7799,0.04344,0.07476
321,321,2008,46-65 y.,male,"Yes, definitely",0.18272,117,7799,0.15423,0.20943
322,322,2008,46-65 y.,female,"No, definitely not",0.75615,903,7799,0.7165,0.79794
323,323,2008,46-65 y.,female,Probably not,0.06068,81,7799,0.04998,0.07157
324,324,2008,46-65 y.,female,Probably,0.08082,76,7799,0.06736,0.09802
