year,age_gr,regtyp,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,30-45 y.,Rural regions,"No, definitely not",0.03840,56,322,0.01738,0.05943
1996,30-45 y.,Rural regions,Probably not,0.02722,32,322,0.00942,0.04503
1996,30-45 y.,Rural regions,Probably,0.03857,60,322,0.01750,0.05964
1996,30-45 y.,Rural regions,"Yes, definitely",0.10041,174,322,0.06753,0.13329
1996,46-65 y.,Urban regions,"No, definitely not",0.34265,845,1055,0.31400,0.37131
1996,46-65 y.,Urban regions,Probably not,0.02768,73,1055,0.01777,0.03758
1996,46-65 y.,Urban regions,Probably,0.02150,63,1055,0.01274,0.03026
1996,46-65 y.,Urban regions,"Yes, definitely",0.02873,74,1055,0.01864,0.03881
1996,46-65 y.,Rural regions,"No, definitely not",0.36070,469,615,0.32272,0.39869
1996,46-65 y.,Rural regions,Probably not,0.03213,40,615,0.01818,0.04608
1996,46-65 y.,Rural regions,Probably,0.01839,38,615,0.00776,0.02902
1996,46-65 y.,Rural regions,"Yes, definitely",0.04430,68,615,0.02802,0.06058
1996,66 and older,Urban regions,"No, definitely not",0.94878,981,981,0.93498,0.96258
1996,66 and older,Rural regions,"No, definitely not",0.95164,492,492,0.93266,0.97061
1997,17-29 y.,Urban regions,"No, definitely not",0.03772,97,771,0.02427,0.05118
1997,17-29 y.,Urban regions,Probably not,0.01978,41,771,0.00994,0.02961
1997,17-29 y.,Urban regions,Probably,0.07126,136,771,0.05309,0.08944
1997,17-29 y.,Urban regions,"Yes, definitely",0.25549,497,771,0.22469,0.28630
1997,17-29 y.,Rural regions,"No, definitely not",0.03208,34,339,0.01330,0.05087
1997,17-29 y.,Rural regions,Probably,0.05086,56,339,0.02744,0.07429
1997,17-29 y.,Rural regions,"Yes, definitely",0.24414,249,339,0.19834,0.28993
1997,30-45 y.,Urban regions,"No, definitely not",0.04006,132,616,0.02456,0.05556
1997,30-45 y.,Urban regions,Probably not,0.02855,72,616,0.01538,0.04171
1997,30-45 y.,Urban regions,Probably,0.04834,153,616,0.03139,0.06529
1997,30-45 y.,Urban regions,"Yes, definitely",0.08613,259,616,0.06396,0.10831
1997,30-45 y.,Rural regions,"No, definitely not",0.03700,59,331,0.01663,0.05736
1997,30-45 y.,Rural regions,Probably not,0.02571,33,331,0.00863,0.04279
1997,30-45 y.,Rural regions,Probably,0.05430,74,331,0.02985,0.07874
1997,30-45 y.,Rural regions,"Yes, definitely",0.10890,165,331,0.07529,0.14251
1997,46-65 y.,Urban regions,"No, definitely not",0.34995,850,1067,0.32132,0.37858
1997,46-65 y.,Urban regions,Probably not,0.02439,71,1067,0.01513,0.03365
1997,46-65 y.,Urban regions,Probably,0.02455,56,1067,0.01526,0.03384
1997,46-65 y.,Urban regions,"Yes, definitely",0.02919,90,1067,0.01908,0.03930
1997,46-65 y.,Rural regions,"No, definitely not",0.34803,445,602,0.30995,0.38612
1997,46-65 y.,Rural regions,Probably not,0.04341,48,602,0.02712,0.05971
1997,46-65 y.,Rural regions,Probably,0.02614,39,602,0.01338,0.03889
1997,46-65 y.,Rural regions,"Yes, definitely",0.04631,70,602,0.02951,0.06311
1997,66 and older,Urban regions,"No, definitely not",0.93642,999,999,0.92128,0.95156
1997,66 and older,Rural regions,"No, definitely not",0.96049,501,501,0.94342,0.97757
1998,17-29 y.,Urban regions,"No, definitely not",0.04741,115,815,0.03281,0.06201
1998,17-29 y.,Urban regions,Probably not,0.02492,44,815,0.01421,0.03563
1998,17-29 y.,Urban regions,Probably,0.05802,109,815,0.04196,0.07408
1998,17-29 y.,Urban regions,"Yes, definitely",0.25563,547,815,0.22566,0.28560
1998,17-29 y.,Rural regions,Probably,0.03964,47,326,0.01843,0.06085
1998,17-29 y.,Rural regions,"Yes, definitely",0.26335,279,326,0.21546,0.31123
1998,30-45 y.,Urban regions,"No, definitely not",0.04119,150,648,0.02588,0.05650
1998,30-45 y.,Urban regions,Probably not,0.02084,75,648,0.00983,0.03185
1998,30-45 y.,Urban regions,Probably,0.04921,166,648,0.03254,0.06588
1998,30-45 y.,Urban regions,"Yes, definitely",0.08256,257,648,0.06135,0.10376
1998,30-45 y.,Rural regions,"No, definitely not",0.04874,76,390,0.02734,0.07014
1998,30-45 y.,Rural regions,Probably not,0.02886,42,390,0.01223,0.04550
1998,30-45 y.,Rural regions,Probably,0.03862,57,390,0.01947,0.05777
1998,30-45 y.,Rural regions,"Yes, definitely",0.12071,215,390,0.08834,0.15309
1998,46-65 y.,Urban regions,"No, definitely not",0.33919,975,1191,0.31229,0.36609
1998,46-65 y.,Urban regions,Probably not,0.03162,84,1191,0.02167,0.04156
1998,46-65 y.,Urban regions,Probably,0.01380,44,1191,0.00717,0.02043
1998,46-65 y.,Urban regions,"Yes, definitely",0.02971,88,1191,0.02006,0.03935
1998,46-65 y.,Rural regions,"No, definitely not",0.36577,535,678,0.32948,0.40205
1998,46-65 y.,Rural regions,Probably not,0.03007,47,678,0.01720,0.04293
1998,46-65 y.,Rural regions,"Yes, definitely",0.05119,96,678,0.03459,0.06779
1998,66 and older,Urban regions,"No, definitely not",0.94414,1181,1181,0.93103,0.95724
1998,66 and older,Rural regions,"No, definitely not",0.96582,593,593,0.95119,0.98046
1999,17-29 y.,Urban regions,"No, definitely not",0.04302,88,687,0.02784,0.05820
1999,17-29 y.,Urban regions,Probably,0.05580,115,687,0.03862,0.07298
1999,17-29 y.,Urban regions,"Yes, definitely",0.25750,484,687,0.22478,0.29022
1999,17-29 y.,Rural regions,"No, definitely not",0.03385,42,354,0.01498,0.05271
1999,17-29 y.,Rural regions,Probably,0.02887,34,354,0.01140,0.04633
1999,17-29 y.,Rural regions,"Yes, definitely",0.27206,278,354,0.22564,0.31849
1999,30-45 y.,Urban regions,"No, definitely not",0.03794,143,570,0.02224,0.05363
1999,30-45 y.,Urban regions,Probably not,0.01889,60,570,0.00770,0.03008
1999,30-45 y.,Urban regions,Probably,0.04223,135,570,0.02570,0.05875
1999,30-45 y.,Urban regions,"Yes, definitely",0.07220,232,570,0.05093,0.09346
1999,30-45 y.,Rural regions,"No, definitely not",0.04197,59,323,0.02007,0.06387
1999,30-45 y.,Rural regions,Probably not,0.02862,37,323,0.01041,0.04683
1999,30-45 y.,Rural regions,Probably,0.03717,55,323,0.01651,0.05783
1999,30-45 y.,Rural regions,"Yes, definitely",0.10261,172,323,0.06947,0.13576
1999,46-65 y.,Urban regions,"No, definitely not",0.34568,963,1135,0.31800,0.37336
1999,46-65 y.,Urban regions,Probably not,0.02430,62,1135,0.01534,0.03327
1999,46-65 y.,Urban regions,Probably,0.01322,39,1135,0.00657,0.01986
1999,46-65 y.,Urban regions,"Yes, definitely",0.02470,71,1135,0.01567,0.03374
1999,46-65 y.,Rural regions,"No, definitely not",0.36922,524,628,0.33144,0.40699
1999,46-65 y.,Rural regions,Probably not,0.02013,32,628,0.00913,0.03112
1999,46-65 y.,Rural regions,"Yes, definitely",0.03896,72,628,0.02381,0.05411
1999,66 and older,Urban regions,"No, definitely not",0.94245,1134,1134,0.92889,0.95601
1999,66 and older,Rural regions,"No, definitely not",0.96131,590,590,0.94574,0.97689
2000,17-29 y.,Urban regions,"No, definitely not",0.03603,113,1124,0.02513,0.04693
2000,17-29 y.,Urban regions,Probably not,0.01555,50,1124,0.00831,0.02279
2000,17-29 y.,Urban regions,Probably,0.04949,145,1124,0.03680,0.06217
2000,17-29 y.,Urban regions,"Yes, definitely",0.26082,816,1124,0.23514,0.28650
2000,17-29 y.,Rural regions,"No, definitely not",0.02593,46,557,0.01272,0.03915
2000,17-29 y.,Rural regions,Probably,0.05698,90,557,0.03771,0.07625
2000,17-29 y.,Rural regions,"Yes, definitely",0.23727,421,557,0.20191,0.27264
2000,30-45 y.,Urban regions,"No, definitely not",0.03247,210,1022,0.02160,0.04335
2000,30-45 y.,Urban regions,Probably not,0.02007,118,1022,0.01147,0.02868
2000,30-45 y.,Urban regions,Probably,0.04591,270,1022,0.03307,0.05875
2000,30-45 y.,Urban regions,"Yes, definitely",0.07116,424,1022,0.05539,0.08693
2000,30-45 y.,Rural regions,"No, definitely not",0.03780,101,566,0.02207,0.05352
2000,30-45 y.,Rural regions,Probably not,0.02379,61,566,0.01122,0.03635
2000,30-45 y.,Rural regions,Probably,0.04685,129,566,0.02942,0.06427
2000,30-45 y.,Rural regions,"Yes, definitely",0.08933,275,566,0.06581,0.11284
2000,46-65 y.,Urban regions,"No, definitely not",0.34363,1815,2153,0.32357,0.36370
2000,46-65 y.,Urban regions,Probably not,0.02027,112,2153,0.01431,0.02622
2000,46-65 y.,Urban regions,Probably,0.01698,96,2153,0.01152,0.02244
2000,46-65 y.,Urban regions,"Yes, definitely",0.02333,130,2153,0.01696,0.02971
2000,46-65 y.,Rural regions,"No, definitely not",0.34912,949,1175,0.32185,0.37639
2000,46-65 y.,Rural regions,Probably not,0.02575,64,1175,0.01669,0.03481
2000,46-65 y.,Rural regions,Probably,0.01508,43,1175,0.00811,0.02206
2000,46-65 y.,Rural regions,"Yes, definitely",0.04021,119,1175,0.02897,0.05144
2000,66 and older,Urban regions,"No, definitely not",0.94783,2239,2239,0.93862,0.95704
2000,66 and older,Rural regions,"No, definitely not",0.96415,1211,1211,0.95368,0.97463
2001,17-29 y.,Urban regions,"No, definitely not",0.03677,105,1004,0.02512,0.04842
2001,17-29 y.,Urban regions,Probably not,0.01665,46,1004,0.00873,0.02457
2001,17-29 y.,Urban regions,Probably,0.03713,107,1004,0.02543,0.04884
2001,17-29 y.,Urban regions,"Yes, definitely",0.26879,746,1004,0.24135,0.29623
2001,17-29 y.,Rural regions,"No, definitely not",0.02130,38,522,0.00891,0.03370
2001,17-29 y.,Rural regions,Probably,0.04385,69,522,0.02626,0.06143
2001,17-29 y.,Rural regions,"Yes, definitely",0.26625,415,522,0.22830,0.30420
2001,30-45 y.,Urban regions,"No, definitely not",0.02995,193,886,0.01872,0.04118
2001,30-45 y.,Urban regions,Probably not,0.01585,85,886,0.00762,0.02408
2001,30-45 y.,Urban regions,Probably,0.04505,232,886,0.03138,0.05871
2001,30-45 y.,Urban regions,"Yes, definitely",0.07389,376,886,0.05666,0.09113
2001,30-45 y.,Rural regions,"No, definitely not",0.03423,87,489,0.01810,0.05036
2001,30-45 y.,Rural regions,Probably not,0.01883,47,489,0.00677,0.03089
2001,30-45 y.,Rural regions,Probably,0.04295,103,489,0.02496,0.06094
2001,30-45 y.,Rural regions,"Yes, definitely",0.09837,252,489,0.07194,0.12479
2001,46-65 y.,Urban regions,"No, definitely not",0.33045,1577,1865,0.30910,0.35180
2001,46-65 y.,Urban regions,Probably not,0.02313,108,1865,0.01631,0.02996
2001,46-65 y.,Urban regions,Probably,0.01571,68,1865,0.01006,0.02135
2001,46-65 y.,Urban regions,"Yes, definitely",0.02510,112,1865,0.01800,0.03220
2001,46-65 y.,Rural regions,"No, definitely not",0.34904,854,1081,0.32061,0.37746
2001,46-65 y.,Rural regions,Probably not,0.02494,57,1081,0.01564,0.03424
2001,46-65 y.,Rural regions,Probably,0.02348,54,1081,0.01445,0.03251
2001,46-65 y.,Rural regions,"Yes, definitely",0.03995,116,1081,0.02827,0.05163
2001,66 and older,Urban regions,"No, definitely not",0.95408,2128,2128,0.94518,0.96298
2001,66 and older,Rural regions,"No, definitely not",0.95529,1133,1133,0.94326,0.96733
2002,17-29 y.,Urban regions,"No, definitely not",0.03959,117,1098,0.02805,0.05113
2002,17-29 y.,Urban regions,Probably not,0.01059,33,1098,0.00454,0.01665
2002,17-29 y.,Urban regions,Probably,0.04031,105,1098,0.02867,0.05195
2002,17-29 y.,Urban regions,"Yes, definitely",0.29394,843,1098,0.26698,0.32090
2002,17-29 y.,Rural regions,"No, definitely not",0.03036,44,567,0.01622,0.04449
2002,17-29 y.,Rural regions,Probably,0.03508,52,567,0.01992,0.05024
2002,17-29 y.,Rural regions,"Yes, definitely",0.29275,471,567,0.25526,0.33023
2002,30-45 y.,Urban regions,"No, definitely not",0.02587,162,891,0.01544,0.03630
2002,30-45 y.,Urban regions,Probably not,0.01850,97,891,0.00965,0.02735
2002,30-45 y.,Urban regions,Probably,0.04590,236,891,0.03215,0.05965
2002,30-45 y.,Urban regions,"Yes, definitely",0.09175,396,891,0.07279,0.11072
2002,30-45 y.,Rural regions,"No, definitely not",0.03301,77,496,0.01727,0.04875
2002,30-45 y.,Rural regions,Probably not,0.02427,51,496,0.01071,0.03782
2002,30-45 y.,Rural regions,Probably,0.04164,107,496,0.02404,0.05924
2002,30-45 y.,Rural regions,"Yes, definitely",0.11177,261,496,0.08401,0.13953
2002,46-65 y.,Urban regions,"No, definitely not",0.31276,1538,1878,0.29178,0.33373
2002,46-65 y.,Urban regions,Probably not,0.02247,105,1878,0.01576,0.02917
2002,46-65 y.,Urban regions,Probably,0.01675,73,1878,0.01094,0.02255
2002,46-65 y.,Urban regions,"Yes, definitely",0.03700,162,1878,0.02846,0.04554
2002,46-65 y.,Rural regions,"No, definitely not",0.33221,793,1006,0.30309,0.36133
2002,46-65 y.,Rural regions,Probably not,0.01989,55,1006,0.01126,0.02853
2002,46-65 y.,Rural regions,Probably,0.02006,47,1006,0.01139,0.02872
2002,46-65 y.,Rural regions,"Yes, definitely",0.04742,111,1006,0.03428,0.06056
2002,66 and older,Urban regions,"No, definitely not",0.95018,2234,2234,0.94116,0.95920
2002,66 and older,Rural regions,"No, definitely not",0.94257,1158,1158,0.92917,0.95598
2003,17-29 y.,Urban regions,"No, definitely not",0.05036,122,1098,0.03742,0.06330
2003,17-29 y.,Urban regions,Probably not,0.01388,37,1098,0.00696,0.02080
2003,17-29 y.,Urban regions,Probably,0.04668,125,1098,0.03419,0.05916
2003,17-29 y.,Urban regions,"Yes, definitely",0.28700,814,1098,0.26023,0.31377
2003,17-29 y.,Rural regions,"No, definitely not",0.04225,64,545,0.02535,0.05915
2003,17-29 y.,Rural regions,Probably,0.03204,57,545,0.01724,0.04684
2003,17-29 y.,Rural regions,"Yes, definitely",0.29279,424,545,0.25455,0.33102
2003,30-45 y.,Urban regions,"No, definitely not",0.03124,177,877,0.01972,0.04276
2003,30-45 y.,Urban regions,Probably not,0.01457,83,877,0.00663,0.02250
2003,30-45 y.,Urban regions,Probably,0.03945,190,877,0.02656,0.05234
2003,30-45 y.,Urban regions,"Yes, definitely",0.09949,427,877,0.07967,0.11932
2003,30-45 y.,Rural regions,"No, definitely not",0.03297,76,447,0.01640,0.04954
2003,30-45 y.,Rural regions,Probably not,0.01738,34,447,0.00525,0.02951
2003,30-45 y.,Rural regions,Probably,0.04495,95,447,0.02572,0.06418
2003,30-45 y.,Rural regions,"Yes, definitely",0.11643,242,447,0.08666,0.14619
2003,46-65 y.,Urban regions,"No, definitely not",0.30469,1448,1786,0.28333,0.32604
2003,46-65 y.,Urban regions,Probably not,0.02212,100,1786,0.01530,0.02895
2003,46-65 y.,Urban regions,Probably,0.02091,90,1786,0.01427,0.02755
2003,46-65 y.,Urban regions,"Yes, definitely",0.03330,148,1786,0.02498,0.04162
2003,46-65 y.,Rural regions,"No, definitely not",0.30139,717,964,0.27241,0.33037
2003,46-65 y.,Rural regions,Probably not,0.03001,68,964,0.01924,0.04079
2003,46-65 y.,Rural regions,Probably,0.01876,45,964,0.01019,0.02733
2003,46-65 y.,Rural regions,"Yes, definitely",0.05490,134,964,0.04051,0.06929
2003,66 and older,Urban regions,"No, definitely not",0.91464,2232,2232,0.90304,0.92623
2003,66 and older,Rural regions,"No, definitely not",0.92655,1164,1164,0.91156,0.94155
2004,17-29 y.,Urban regions,"No, definitely not",0.04607,112,1109,0.03373,0.05841
2004,17-29 y.,Urban regions,Probably,0.05327,138,1109,0.04005,0.06649
2004,17-29 y.,Urban regions,"Yes, definitely",0.29815,859,1109,0.27121,0.32508
2004,17-29 y.,Rural regions,"No, definitely not",0.02398,46,567,0.01138,0.03659
2004,17-29 y.,Rural regions,Probably,0.03551,53,567,0.02026,0.05076
2004,17-29 y.,Rural regions,"Yes, definitely",0.33215,468,567,0.29335,0.37095
2004,30-45 y.,Urban regions,"No, definitely not",0.02753,145,815,0.01629,0.03877
2004,30-45 y.,Urban regions,Probably not,0.01400,73,815,0.00593,0.02207
2004,30-45 y.,Urban regions,Probably,0.04314,186,815,0.02918,0.05710
2004,30-45 y.,Urban regions,"Yes, definitely",0.09932,411,815,0.07878,0.11987
2004,30-45 y.,Rural regions,"No, definitely not",0.03360,65,426,0.01647,0.05073
2004,30-45 y.,Rural regions,Probably not,0.01769,37,426,0.00516,0.03022
2004,30-45 y.,Rural regions,Probably,0.05879,102,426,0.03643,0.08116
2004,30-45 y.,Rural regions,"Yes, definitely",0.11556,222,426,0.08516,0.14595
2004,46-65 y.,Urban regions,"No, definitely not",0.28617,1321,1673,0.26450,0.30783
2004,46-65 y.,Urban regions,Probably not,0.02586,106,1673,0.01825,0.03346
2004,46-65 y.,Urban regions,Probably,0.01693,76,1673,0.01075,0.02312
2004,46-65 y.,Urban regions,"Yes, definitely",0.03707,170,1673,0.02801,0.04612
2004,46-65 y.,Rural regions,"No, definitely not",0.28153,648,914,0.25236,0.31071
2004,46-65 y.,Rural regions,Probably not,0.03187,60,914,0.02047,0.04326
2004,46-65 y.,Rural regions,Probably,0.02355,56,914,0.01371,0.03338
2004,46-65 y.,Rural regions,"Yes, definitely",0.06930,150,914,0.05283,0.08578
2004,66 and older,Urban regions,"No, definitely not",0.92093,2282,2282,0.90986,0.93201
2004,66 and older,Rural regions,"No, definitely not",0.91931,1204,1204,0.90392,0.93470
2005,17-29 y.,Urban regions,"No, definitely not",0.04415,105,1142,0.03223,0.05607
2005,17-29 y.,Urban regions,Probably not,0.01304,35,1142,0.00645,0.01962
2005,17-29 y.,Urban regions,Probably,0.04521,118,1142,0.03315,0.05726
2005,17-29 y.,Urban regions,"Yes, definitely",0.32214,884,1142,0.29502,0.34925
2005,17-29 y.,Rural regions,"No, definitely not",0.03604,49,566,0.02067,0.05141
2005,17-29 y.,Rural regions,Probably,0.04857,57,566,0.03085,0.06630
2005,17-29 y.,Rural regions,"Yes, definitely",0.32485,460,566,0.28623,0.36346
2005,30-45 y.,Urban regions,"No, definitely not",0.02914,148,754,0.01712,0.04115
2005,30-45 y.,Urban regions,Probably not,0.01530,64,754,0.00653,0.02407
2005,30-45 y.,Urban regions,Probably,0.04575,181,754,0.03082,0.06067
2005,30-45 y.,Urban regions,"Yes, definitely",0.09217,361,754,0.07150,0.11283
2005,30-45 y.,Rural regions,"No, definitely not",0.03810,66,412,0.01959,0.05661
2005,30-45 y.,Rural regions,Probably not,0.01906,36,412,0.00584,0.03228
2005,30-45 y.,Rural regions,Probably,0.04532,86,412,0.02521,0.06543
2005,30-45 y.,Rural regions,"Yes, definitely",0.11764,224,412,0.08649,0.14879
2005,46-65 y.,Urban regions,"No, definitely not",0.25935,1160,1513,0.23726,0.28145
2005,46-65 y.,Urban regions,Probably not,0.02482,110,1513,0.01698,0.03267
2005,46-65 y.,Urban regions,Probably,0.02350,91,1513,0.01586,0.03113
2005,46-65 y.,Urban regions,"Yes, definitely",0.03779,152,1513,0.02818,0.04740
2005,46-65 y.,Rural regions,"No, definitely not",0.27482,609,837,0.24455,0.30508
2005,46-65 y.,Rural regions,Probably not,0.02437,59,837,0.01392,0.03482
2005,46-65 y.,Rural regions,Probably,0.02037,42,837,0.01079,0.02994
2005,46-65 y.,Rural regions,"Yes, definitely",0.05987,127,837,0.04379,0.07595
2005,66 and older,Urban regions,"No, definitely not",0.92997,2321,2321,0.91958,0.94035
2005,66 and older,Rural regions,"No, definitely not",0.92336,1193,1193,0.90826,0.93846
2006,17-29 y.,Urban regions,"No, definitely not",0.03893,91,1005,0.02697,0.05090
2006,17-29 y.,Urban regions,Probably,0.04907,104,1005,0.03571,0.06243
2006,17-29 y.,Urban regions,"Yes, definitely",0.28668,810,1005,0.25870,0.31465
2006,17-29 y.,Rural regions,"No, definitely not",0.03106,40,498,0.01581,0.04631
2006,17-29 y.,Rural regions,Probably,0.04126,47,498,0.02377,0.05874
2006,17-29 y.,Rural regions,"Yes, definitely",0.25700,411,498,0.21858,0.29542
2006,30-45 y.,Urban regions,"No, definitely not",0.02639,132,794,0.01523,0.03755
2006,30-45 y.,Urban regions,Probably not,0.01594,70,794,0.00722,0.02466
2006,30-45 y.,Urban regions,Probably,0.04630,200,794,0.03168,0.06093
2006,30-45 y.,Urban regions,"Yes, definitely",0.10149,392,794,0.08047,0.12251
2006,30-45 y.,Rural regions,"No, definitely not",0.02489,45,412,0.00983,0.03995
2006,30-45 y.,Rural regions,Probably not,0.02055,42,412,0.00684,0.03427
2006,30-45 y.,Rural regions,Probably,0.05355,96,412,0.03179,0.07532
2006,30-45 y.,Rural regions,"Yes, definitely",0.10757,229,412,0.07761,0.13752
2006,46-65 y.,Urban regions,"No, definitely not",0.25909,1239,1602,0.23763,0.28055
2006,46-65 y.,Urban regions,Probably not,0.02150,102,1602,0.01440,0.02861
2006,46-65 y.,Urban regions,Probably,0.01757,80,1602,0.01113,0.02401
2006,46-65 y.,Urban regions,"Yes, definitely",0.04411,181,1602,0.03405,0.05417
2006,46-65 y.,Rural regions,"No, definitely not",0.25801,643,912,0.22960,0.28642
2006,46-65 y.,Rural regions,Probably not,0.02836,74,912,0.01758,0.03913
2006,46-65 y.,Rural regions,Probably,0.02158,48,912,0.01215,0.03102
2006,46-65 y.,Rural regions,"Yes, definitely",0.06881,147,912,0.05237,0.08525
2006,66 and older,Urban regions,"No, definitely not",0.92362,2678,2678,0.91356,0.93368
2006,66 and older,Rural regions,"No, definitely not",0.92235,1438,1438,0.90852,0.93619
2007,17-29 y.,Urban regions,"No, definitely not",0.03318,80,894,0.02144,0.04493
2007,17-29 y.,Urban regions,Probably,0.03697,92,894,0.02459,0.04934
2007,17-29 y.,Urban regions,"Yes, definitely",0.27075,722,894,0.24161,0.29990
2007,17-29 y.,Rural regions,"No, definitely not",0.02979,41,456,0.01417,0.04541
2007,17-29 y.,Rural regions,Probably,0.05116,62,456,0.03091,0.07140
2007,17-29 y.,Rural regions,"Yes, definitely",0.25320,353,456,0.21325,0.29316
2007,30-45 y.,Urban regions,"No, definitely not",0.02533,118,630,0.01305,0.03761
2007,30-45 y.,Urban regions,Probably not,0.01527,56,630,0.00569,0.02485
2007,30-45 y.,Urban regions,Probably,0.04557,161,630,0.02927,0.06187
2007,30-45 y.,Urban regions,"Yes, definitely",0.08057,295,630,0.05930,0.10184
2007,30-45 y.,Rural regions,"No, definitely not",0.01801,36,267,0.00203,0.03398
2007,30-45 y.,Rural regions,Probably,0.03156,61,267,0.01055,0.05257
2007,30-45 y.,Rural regions,"Yes, definitely",0.09597,170,267,0.06057,0.13137
