year,migback,sex,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,No migration background,female,"No, definitely not",0.71826,1838,2904,0.70189,0.73462
1998,No migration background,female,Probably not,0.05537,185,2904,0.04705,0.06369
1998,No migration background,female,Probably,0.07073,263,2904,0.06140,0.08005
1998,No migration background,female,"Yes, definitely",0.15565,618,2904,0.14246,0.16884
1998,Direct migration background,male,"No, definitely not",0.63645,259,387,0.58846,0.68443
1998,Direct migration background,male,"Yes, definitely",0.29163,128,387,0.24629,0.33697
1998,Direct migration background,female,"No, definitely not",0.66097,435,674,0.62521,0.69674
1998,Direct migration background,female,Probably not,0.06159,45,674,0.04343,0.07975
1998,Direct migration background,female,Probably,0.12256,90,674,0.09779,0.14734
1998,Direct migration background,female,"Yes, definitely",0.15488,104,674,0.12754,0.18221
1998,Indirect migration background,male,"Yes, definitely",0.76579,86,86,0.67576,0.85583
1998,Indirect migration background,female,"No, definitely not",0.30484,31,92,0.21025,0.39942
1998,Indirect migration background,female,"Yes, definitely",0.42560,61,92,0.32401,0.52718
1999,No migration background,male,"No, definitely not",0.74237,1072,1592,0.72088,0.76386
1999,No migration background,male,Probably not,0.01898,36,1592,0.01227,0.02568
1999,No migration background,male,Probably,0.02867,56,1592,0.02047,0.03687
1999,No migration background,male,"Yes, definitely",0.20998,428,1592,0.18997,0.23000
1999,No migration background,female,"No, definitely not",0.73489,1754,2694,0.71822,0.75157
1999,No migration background,female,Probably not,0.04838,155,2694,0.04028,0.05648
1999,No migration background,female,Probably,0.06917,245,2694,0.05958,0.07875
1999,No migration background,female,"Yes, definitely",0.14756,540,2694,0.13416,0.16096
1999,Direct migration background,male,"No, definitely not",0.71164,261,355,0.66445,0.75883
1999,Direct migration background,male,"Yes, definitely",0.23332,94,355,0.18926,0.27738
1999,Direct migration background,female,"No, definitely not",0.69863,411,594,0.66170,0.73556
1999,Direct migration background,female,Probably,0.09163,67,594,0.06840,0.11485
1999,Direct migration background,female,"Yes, definitely",0.17604,116,594,0.14539,0.20669
1999,Indirect migration background,male,"Yes, definitely",0.58403,65,65,0.46327,0.70478
1999,Indirect migration background,female,"No, definitely not",0.28221,32,102,0.19443,0.36999
1999,Indirect migration background,female,"Yes, definitely",0.50637,70,102,0.40886,0.60388
2000,No migration background,male,"No, definitely not",0.75788,2258,3150,0.74292,0.77284
2000,No migration background,male,Probably not,0.01876,65,3150,0.01402,0.02350
2000,No migration background,male,Probably,0.03358,124,3150,0.02729,0.03988
2000,No migration background,male,"Yes, definitely",0.18977,703,3150,0.17608,0.20347
2000,No migration background,female,"No, definitely not",0.74476,3452,5135,0.73284,0.75669
2000,No migration background,female,Probably not,0.04542,281,5135,0.03972,0.05112
2000,No migration background,female,Probably,0.07335,470,5135,0.06622,0.08048
2000,No migration background,female,"Yes, definitely",0.13647,932,5135,0.12707,0.14586
2000,Direct migration background,male,"No, definitely not",0.63761,345,516,0.59609,0.67913
2000,Direct migration background,male,"Yes, definitely",0.28428,171,516,0.24532,0.32324
2000,Direct migration background,female,"No, definitely not",0.63691,568,916,0.60575,0.66807
2000,Direct migration background,female,Probably not,0.05398,53,916,0.03934,0.06862
2000,Direct migration background,female,Probably,0.13844,124,916,0.11606,0.16082
2000,Direct migration background,female,"Yes, definitely",0.17067,171,916,0.14629,0.19504
2000,Indirect migration background,male,"Yes, definitely",0.73907,98,98,0.65167,0.82646
2000,Indirect migration background,female,"No, definitely not",0.28268,45,158,0.21225,0.35312
2000,Indirect migration background,female,"Yes, definitely",0.51684,113,158,0.43868,0.59501
2001,No migration background,male,"No, definitely not",0.75052,2111,2959,0.73493,0.76611
2001,No migration background,male,Probably not,0.02258,73,2959,0.01723,0.02793
2001,No migration background,male,Probably,0.02951,102,2959,0.02341,0.03561
2001,No migration background,male,"Yes, definitely",0.19739,673,2959,0.18305,0.21174
2001,No migration background,female,"No, definitely not",0.75013,3135,4614,0.73763,0.76262
2001,No migration background,female,Probably not,0.04083,222,4614,0.03512,0.04654
2001,No migration background,female,Probably,0.06626,371,4614,0.05908,0.07344
2001,No migration background,female,"Yes, definitely",0.14278,886,4614,0.13268,0.15287
2001,Direct migration background,male,"No, definitely not",0.64915,321,447,0.60486,0.69344
2001,Direct migration background,male,"Yes, definitely",0.26045,126,447,0.21972,0.30119
2001,Direct migration background,female,"No, definitely not",0.62945,497,786,0.59566,0.66323
2001,Direct migration background,female,Probably not,0.04030,42,786,0.02655,0.05406
2001,Direct migration background,female,Probably,0.12345,95,786,0.10044,0.14647
2001,Direct migration background,female,"Yes, definitely",0.20679,152,786,0.17846,0.23513
2001,Indirect migration background,male,"Yes, definitely",0.61929,73,73,0.50713,0.73145
2001,Indirect migration background,female,"No, definitely not",0.25537,36,150,0.18535,0.32539
2001,Indirect migration background,female,"Yes, definitely",0.54848,114,150,0.46858,0.62839
2002,No migration background,male,"No, definitely not",0.71827,2133,3142,0.70254,0.73401
2002,No migration background,male,Probably not,0.02402,75,3142,0.01867,0.02938
2002,No migration background,male,Probably,0.03628,123,3142,0.02974,0.04282
2002,No migration background,male,"Yes, definitely",0.22142,811,3142,0.20690,0.23594
2002,No migration background,female,"No, definitely not",0.73791,3141,4683,0.72531,0.75050
2002,No migration background,female,Probably not,0.03877,217,4683,0.03324,0.04430
2002,No migration background,female,Probably,0.06484,361,4683,0.05779,0.07190
2002,No migration background,female,"Yes, definitely",0.15849,964,4683,0.14802,0.16895
2002,Direct migration background,male,"No, definitely not",0.66173,321,444,0.61767,0.70579
2002,Direct migration background,male,"Yes, definitely",0.28015,123,444,0.23833,0.32196
2002,Direct migration background,female,"No, definitely not",0.60506,479,766,0.57042,0.63970
2002,Direct migration background,female,Probably not,0.03946,38,766,0.02566,0.05325
2002,Direct migration background,female,Probably,0.11293,90,766,0.09050,0.13535
2002,Direct migration background,female,"Yes, definitely",0.24255,159,766,0.21218,0.27293
2002,Indirect migration background,male,"Yes, definitely",0.72942,81,81,0.63207,0.82678
2002,Indirect migration background,female,"No, definitely not",0.22431,34,144,0.15594,0.29268
2002,Indirect migration background,female,"Yes, definitely",0.58714,110,144,0.50644,0.66784
2003,No migration background,male,"No, definitely not",0.71215,2109,3133,0.69629,0.72800
2003,No migration background,male,Probably not,0.02045,71,3133,0.01549,0.02540
2003,No migration background,male,Probably,0.03145,126,3133,0.02534,0.03756
2003,No migration background,male,"Yes, definitely",0.23596,827,3133,0.22109,0.25083
2003,No migration background,female,"No, definitely not",0.73660,3063,4534,0.72378,0.74942
2003,No migration background,female,Probably not,0.03679,203,4534,0.03131,0.04227
2003,No migration background,female,Probably,0.06465,342,4534,0.05749,0.07181
2003,No migration background,female,"Yes, definitely",0.16196,926,4534,0.15124,0.17269
2003,Direct migration background,male,"No, definitely not",0.58767,297,436,0.54141,0.63393
2003,Direct migration background,male,"Yes, definitely",0.31230,139,436,0.26875,0.35585
2003,Direct migration background,female,"No, definitely not",0.63887,472,718,0.60371,0.67402
2003,Direct migration background,female,Probably not,0.05628,45,718,0.03941,0.07315
2003,Direct migration background,female,Probably,0.10196,68,718,0.07981,0.12411
2003,Direct migration background,female,"Yes, definitely",0.20289,133,718,0.17345,0.23233
2003,Indirect migration background,male,"Yes, definitely",0.64675,78,78,0.53999,0.75351
2003,Indirect migration background,female,"No, definitely not",0.27508,39,132,0.19861,0.35155
2003,Indirect migration background,female,"Yes, definitely",0.45545,93,132,0.37017,0.54074
2004,No migration background,male,"No, definitely not",0.69461,2077,3096,0.67839,0.71084
2004,No migration background,male,Probably not,0.02467,69,3096,0.01921,0.03014
2004,No migration background,male,Probably,0.03986,124,3096,0.03297,0.04676
2004,No migration background,male,"Yes, definitely",0.24085,826,3096,0.22579,0.25591
2004,No migration background,female,"No, definitely not",0.73404,2961,4441,0.72104,0.74703
2004,No migration background,female,Probably not,0.03712,183,4441,0.03156,0.04268
2004,No migration background,female,Probably,0.07038,355,4441,0.06285,0.07790
2004,No migration background,female,"Yes, definitely",0.15847,942,4441,0.14773,0.16921
2004,Direct migration background,male,"No, definitely not",0.56514,284,428,0.51811,0.61216
2004,Direct migration background,male,"Yes, definitely",0.32714,144,428,0.28264,0.37164
2004,Direct migration background,female,"No, definitely not",0.61458,447,717,0.57893,0.65023
2004,Direct migration background,female,Probably not,0.04305,34,717,0.02819,0.05792
2004,Direct migration background,female,Probably,0.09525,75,717,0.07375,0.11676
2004,Direct migration background,female,"Yes, definitely",0.24711,161,717,0.21552,0.27871
2004,Indirect migration background,male,"Yes, definitely",0.71578,98,98,0.62602,0.80554
2004,Indirect migration background,female,"No, definitely not",0.28406,35,179,0.21781,0.35031
2004,Indirect migration background,female,Probably,0.13932,31,179,0.08845,0.19019
2004,Indirect migration background,female,"Yes, definitely",0.52214,113,179,0.44876,0.59552
2005,No migration background,male,"No, definitely not",0.68800,2045,3025,0.67148,0.70451
2005,No migration background,male,Probably not,0.02473,78,3025,0.01919,0.03026
2005,No migration background,male,Probably,0.03908,111,3025,0.03218,0.04599
2005,No migration background,male,"Yes, definitely",0.24819,791,3025,0.23279,0.26358
2005,No migration background,female,"No, definitely not",0.71180,2823,4278,0.69823,0.72538
2005,No migration background,female,Probably not,0.04053,192,4278,0.03462,0.04644
2005,No migration background,female,Probably,0.06697,326,4278,0.05948,0.07446
2005,No migration background,female,"Yes, definitely",0.18070,937,4278,0.16917,0.19223
2005,Direct migration background,male,"No, definitely not",0.60299,282,409,0.55552,0.65047
2005,Direct migration background,male,"Yes, definitely",0.30406,127,409,0.25943,0.34870
2005,Direct migration background,female,"No, definitely not",0.62801,434,644,0.59065,0.66537
2005,Direct migration background,female,Probably,0.12454,73,644,0.09901,0.15006
2005,Direct migration background,female,"Yes, definitely",0.21076,137,644,0.17924,0.24228
2005,Indirect migration background,male,"Yes, definitely",0.66243,100,100,0.56928,0.75558
2005,Indirect migration background,female,"No, definitely not",0.24554,43,195,0.18497,0.30611
2005,Indirect migration background,female,Probably,0.18336,33,195,0.12891,0.23782
2005,Indirect migration background,female,"Yes, definitely",0.55451,119,195,0.48457,0.62445
2006,No migration background,male,"No, definitely not",0.71829,2392,3336,0.70302,0.73356
2006,No migration background,male,Probably not,0.02527,87,3336,0.01994,0.03060
2006,No migration background,male,Probably,0.03450,102,3336,0.02831,0.04070
2006,No migration background,male,"Yes, definitely",0.22194,755,3336,0.20783,0.23604
2006,No migration background,female,"No, definitely not",0.72294,3163,4644,0.71006,0.73581
2006,No migration background,female,Probably not,0.03706,199,4644,0.03163,0.04249
2006,No migration background,female,Probably,0.06836,343,4644,0.06110,0.07562
2006,No migration background,female,"Yes, definitely",0.17165,939,4644,0.16080,0.18249
2006,Direct migration background,male,"No, definitely not",0.60357,273,389,0.55489,0.65224
2006,Direct migration background,male,"Yes, definitely",0.30639,116,389,0.26052,0.35226
2006,Direct migration background,female,"No, definitely not",0.57055,418,683,0.53340,0.60770
2006,Direct migration background,female,Probably not,0.04815,31,683,0.03209,0.06422
2006,Direct migration background,female,Probably,0.12929,78,683,0.10411,0.15447
2006,Direct migration background,female,"Yes, definitely",0.25201,156,683,0.21943,0.28460
2006,Indirect migration background,male,"Yes, definitely",0.70301,102,102,0.61389,0.79212
2006,Indirect migration background,female,"No, definitely not",0.26070,40,151,0.19044,0.33096
2006,Indirect migration background,female,"Yes, definitely",0.52381,111,151,0.44388,0.60373
2007,No migration background,male,"No, definitely not",0.74422,2250,3029,0.72868,0.75976
2007,No migration background,male,Probably not,0.02150,66,3029,0.01633,0.02667
2007,No migration background,male,Probably,0.04465,114,3029,0.03729,0.05201
2007,No migration background,male,"Yes, definitely",0.18963,599,3029,0.17567,0.20359
2007,No migration background,female,"No, definitely not",0.73443,2954,4231,0.72112,0.74774
2007,No migration background,female,Probably not,0.03782,174,4231,0.03207,0.04357
2007,No migration background,female,Probably,0.06074,283,4231,0.05354,0.06794
2007,No migration background,female,"Yes, definitely",0.16701,820,4231,0.15577,0.17825
2007,Direct migration background,male,"No, definitely not",0.64187,262,346,0.59128,0.69246
2007,Direct migration background,male,"Yes, definitely",0.26368,84,346,0.21719,0.31018
2007,Direct migration background,female,"No, definitely not",0.58503,388,584,0.54504,0.62503
2007,Direct migration background,female,Probably,0.13035,69,584,0.10302,0.15768
2007,Direct migration background,female,"Yes, definitely",0.24296,127,584,0.20815,0.27777
2007,Indirect migration background,male,"Yes, definitely",0.73797,77,77,0.63911,0.83684
2007,Indirect migration background,female,"No, definitely not",0.22522,35,126,0.15199,0.29846
2007,Indirect migration background,female,"Yes, definitely",0.47880,91,126,0.39123,0.56638
2008,No migration background,male,"No, definitely not",0.74278,2168,2888,0.72684,0.75873
2008,No migration background,male,Probably not,0.02926,77,2888,0.02312,0.03541
2008,No migration background,male,Probably,0.03773,97,2888,0.03078,0.04468
2008,No migration background,male,"Yes, definitely",0.19023,546,2888,0.17591,0.20454
2008,No migration background,female,"No, definitely not",0.75573,2816,3934,0.74230,0.76915
2008,No migration background,female,Probably not,0.03423,158,3934,0.02855,0.03992
2008,No migration background,female,Probably,0.05419,228,3934,0.04711,0.06126
2008,No migration background,female,"Yes, definitely",0.15585,732,3934,0.14452,0.16719
2008,Direct migration background,male,"No, definitely not",0.68102,244,307,0.62879,0.73324
2008,Direct migration background,male,"Yes, definitely",0.21574,63,307,0.16965,0.26183
2008,Direct migration background,female,"No, definitely not",0.64988,342,489,0.60756,0.69221
2008,Direct migration background,female,Probably,0.09907,48,489,0.07257,0.12558
2008,Direct migration background,female,"Yes, definitely",0.21949,99,489,0.18277,0.25622
2008,Indirect migration background,male,"Yes, definitely",0.75636,73,73,0.65720,0.85551
2008,Indirect migration background,female,"No, definitely not",0.29230,36,127,0.21288,0.37172
2008,Indirect migration background,female,"Yes, definitely",0.51679,91,127,0.42954,0.60405
2009,No migration background,male,"No, definitely not",0.72829,2061,2758,0.71168,0.74489
2009,No migration background,male,Probably not,0.02226,73,2758,0.01675,0.02777
2009,No migration background,male,Probably,0.04342,95,2758,0.03581,0.05103
2009,No migration background,male,"Yes, definitely",0.20603,529,2758,0.19094,0.22113
2009,No migration background,female,"No, definitely not",0.76153,2644,3623,0.74765,0.77540
2009,No migration background,female,Probably not,0.03201,129,3623,0.02627,0.03774
2009,No migration background,female,Probably,0.05605,216,3623,0.04856,0.06355
2009,No migration background,female,"Yes, definitely",0.15041,634,3623,0.13877,0.16206
2009,Direct migration background,male,"No, definitely not",0.66532,211,275,0.60944,0.72119
2009,Direct migration background,male,"Yes, definitely",0.24494,64,275,0.19402,0.29587
2009,Direct migration background,female,"No, definitely not",0.65202,296,419,0.60635,0.69768
2009,Direct migration background,female,Probably,0.14718,48,419,0.11322,0.18115
2009,Direct migration background,female,"Yes, definitely",0.18879,75,419,0.15127,0.22630
2009,Indirect migration background,male,"Yes, definitely",0.80718,78,78,0.71906,0.89530
2009,Indirect migration background,female,"No, definitely not",0.24189,31,108,0.16075,0.32303
2009,Indirect migration background,female,"Yes, definitely",0.50981,77,108,0.41509,0.60453
2010,No migration background,male,"No, definitely not",0.71563,1964,2878,0.69914,0.73211
2010,No migration background,male,Probably not,0.02613,80,2878,0.02030,0.03196
2010,No migration background,male,Probably,0.04202,114,2878,0.03469,0.04935
2010,No migration background,male,"Yes, definitely",0.21622,720,2878,0.20118,0.23127
2010,No migration background,female,"No, definitely not",0.75540,2549,4838,0.74329,0.76752
2010,No migration background,female,Probably not,0.03406,233,4838,0.02895,0.03917
2010,No migration background,female,Probably,0.05526,549,4838,0.04882,0.06170
2010,No migration background,female,"Yes, definitely",0.15528,1507,4838,0.14508,0.16549
2010,Direct migration background,male,"No, definitely not",0.63304,212,380,0.58451,0.68156
2010,Direct migration background,male,"Yes, definitely",0.29279,168,380,0.24698,0.33860
2010,Direct migration background,female,"No, definitely not",0.57468,341,992,0.54390,0.60546
2010,Direct migration background,female,Probably not,0.04259,69,992,0.03002,0.05516
2010,Direct migration background,female,Probably,0.12046,199,992,0.10019,0.14073
2010,Direct migration background,female,"Yes, definitely",0.26227,383,992,0.23488,0.28966
2010,Indirect migration background,male,"Yes, definitely",0.73784,105,105,0.65331,0.82237
2010,Indirect migration background,female,"No, definitely not",0.18909,41,285,0.14355,0.23464
2010,Indirect migration background,female,Probably,0.10468,45,285,0.06907,0.14028
2010,Indirect migration background,female,"Yes, definitely",0.67830,199,285,0.62397,0.73263
2011,No migration background,male,"No, definitely not",0.75022,2620,3604,0.73608,0.76435
2011,No migration background,male,Probably not,0.02261,95,3604,0.01775,0.02746
2011,No migration background,male,Probably,0.03984,137,3604,0.03346,0.04623
2011,No migration background,male,"Yes, definitely",0.18733,752,3604,0.17459,0.20007
2011,No migration background,female,"No, definitely not",0.76667,3317,5566,0.75555,0.77778
2011,No migration background,female,Probably not,0.03336,276,5566,0.02864,0.03808
2011,No migration background,female,Probably,0.04696,532,5566,0.04140,0.05251
2011,No migration background,female,"Yes, definitely",0.15302,1441,5566,0.14356,0.16248
2011,Direct migration background,male,"No, definitely not",0.67911,266,417,0.63425,0.72397
2011,Direct migration background,male,"Yes, definitely",0.22935,151,417,0.18895,0.26975
2011,Direct migration background,female,"No, definitely not",0.56408,428,988,0.53315,0.59502
2011,Direct migration background,female,Probably not,0.06010,77,988,0.04528,0.07493
2011,Direct migration background,female,Probably,0.12782,168,988,0.10699,0.14865
2011,Direct migration background,female,"Yes, definitely",0.24799,315,988,0.22105,0.27493
2011,Indirect migration background,male,"Yes, definitely",0.84601,112,112,0.77886,0.91316
2011,Indirect migration background,female,"No, definitely not",0.25773,47,280,0.20641,0.30906
2011,Indirect migration background,female,Probably,0.13309,42,280,0.09323,0.17294
2011,Indirect migration background,female,"Yes, definitely",0.58197,191,280,0.52409,0.63985
2012,No migration background,male,"No, definitely not",0.73281,2652,3644,0.71844,0.74718
2012,No migration background,male,Probably not,0.04215,137,3644,0.03562,0.04867
2012,No migration background,male,Probably,0.03654,124,3644,0.03045,0.04263
2012,No migration background,male,"Yes, definitely",0.18850,731,3644,0.17580,0.20120
2012,No migration background,female,"No, definitely not",0.75855,3276,5329,0.74706,0.77004
2012,No migration background,female,Probably not,0.03345,250,5329,0.02862,0.03828
2012,No migration background,female,Probably,0.05027,480,5329,0.04440,0.05613
2012,No migration background,female,"Yes, definitely",0.15773,1323,5329,0.14795,0.16752
2012,Direct migration background,male,"No, definitely not",0.69371,244,394,0.64814,0.73929
2012,Direct migration background,male,Probably,0.06129,34,394,0.03758,0.08501
2012,Direct migration background,male,"Yes, definitely",0.22024,116,394,0.17927,0.26121
2012,Direct migration background,female,"No, definitely not",0.58026,381,861,0.54728,0.61324
2012,Direct migration background,female,Probably not,0.03808,68,861,0.02528,0.05087
2012,Direct migration background,female,Probably,0.13559,153,861,0.11271,0.15848
2012,Direct migration background,female,"Yes, definitely",0.24607,259,861,0.21728,0.27486
2012,Indirect migration background,male,"Yes, definitely",0.76372,103,103,0.68128,0.84616
2012,Indirect migration background,female,"No, definitely not",0.21867,47,262,0.16853,0.26882
2012,Indirect migration background,female,Probably,0.17868,54,262,0.13220,0.22515
2012,Indirect migration background,female,"Yes, definitely",0.58136,161,262,0.52150,0.64121
2013,No migration background,male,"No, definitely not",0.74639,2504,3418,0.73180,0.76098
2013,No migration background,male,Probably not,0.03981,115,3418,0.03325,0.04636
2013,No migration background,male,Probably,0.03562,118,3418,0.02940,0.04183
2013,No migration background,male,"Yes, definitely",0.17819,681,3418,0.16536,0.19102
2013,No migration background,female,"No, definitely not",0.77289,3096,4872,0.76113,0.78466
2013,No migration background,female,Probably not,0.03244,249,4872,0.02746,0.03742
2013,No migration background,female,Probably,0.04689,391,4872,0.04095,0.05283
2013,No migration background,female,"Yes, definitely",0.14778,1136,4872,0.13781,0.15774
2013,Direct migration background,male,"No, definitely not",0.60544,334,801,0.57157,0.63931
2013,Direct migration background,male,Probably not,0.03449,35,801,0.02185,0.04714
2013,Direct migration background,male,Probably,0.04821,57,801,0.03336,0.06305
2013,Direct migration background,male,"Yes, definitely",0.31186,375,801,0.27976,0.34396
2013,Direct migration background,female,"No, definitely not",0.50847,513,1557,0.48363,0.53331
2013,Direct migration background,female,Probably not,0.06196,90,1557,0.04998,0.07394
2013,Direct migration background,female,Probably,0.13337,300,1557,0.11648,0.15026
2013,Direct migration background,female,"Yes, definitely",0.29619,654,1557,0.27351,0.31888
2013,Indirect migration background,male,"Yes, definitely",0.85621,229,229,0.81067,0.90176
2013,Indirect migration background,female,"No, definitely not",0.13819,44,404,0.10450,0.17188
2013,Indirect migration background,female,Probably,0.14785,72,404,0.11320,0.18251
2013,Indirect migration background,female,"Yes, definitely",0.67292,288,404,0.62712,0.71873
2014,No migration background,male,"No, definitely not",0.76134,2397,3189,0.74654,0.77614
2014,No migration background,male,Probably not,0.03587,101,3189,0.02941,0.04232
2014,No migration background,male,Probably,0.04084,122,3189,0.03397,0.04771
2014,No migration background,male,"Yes, definitely",0.16195,569,3189,0.14916,0.17474
2014,No migration background,female,"No, definitely not",0.76846,2875,4408,0.75600,0.78091
2014,No migration background,female,Probably not,0.03802,213,4408,0.03237,0.04367
2014,No migration background,female,Probably,0.04727,342,4408,0.04100,0.05353
2014,No migration background,female,"Yes, definitely",0.14625,978,4408,0.13582,0.15669
2014,Direct migration background,male,"No, definitely not",0.59594,299,654,0.55831,0.63358
2014,Direct migration background,male,Probably not,0.03443,33,654,0.02045,0.04842
2014,Direct migration background,male,Probably,0.04841,42,654,0.03195,0.06487
2014,Direct migration background,male,"Yes, definitely",0.32121,280,654,0.28540,0.35703
2014,Direct migration background,female,"No, definitely not",0.49135,457,1241,0.46352,0.51918
2014,Direct migration background,female,Probably not,0.04863,79,1241,0.03666,0.06061
2014,Direct migration background,female,Probably,0.12850,213,1241,0.10988,0.14713
2014,Direct migration background,female,"Yes, definitely",0.33151,492,1241,0.30531,0.35772
2014,Indirect migration background,male,"Yes, definitely",0.86806,192,192,0.82007,0.91606
2014,Indirect migration background,female,"No, definitely not",0.13338,37,310,0.09547,0.17129
2014,Indirect migration background,female,Probably,0.15823,64,310,0.11753,0.19892
2014,Indirect migration background,female,"Yes, definitely",0.66398,209,310,0.61131,0.71665
2015,No migration background,male,"No, definitely not",0.75777,2347,3121,0.74274,0.77281
2015,No migration background,male,Probably not,0.03689,113,3121,0.03028,0.04351
2015,No migration background,male,Probably,0.03034,105,3121,0.02432,0.03636
2015,No migration background,male,"Yes, definitely",0.17499,556,3121,0.16166,0.18833
2015,No migration background,female,"No, definitely not",0.78173,2824,4214,0.76926,0.79421
2015,No migration background,female,Probably not,0.03464,222,4214,0.02912,0.04016
2015,No migration background,female,Probably,0.04868,310,4214,0.04218,0.05518
