year,pgisced97,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,Upper Secondary Level,"Yes, definitely",0.17477,616,2696,0.16043,0.18911
1999,Post-secondary Non-tertiary Level,"No, definitely not",0.45593,49,105,0.36020,0.55165
1999,Post-secondary Non-tertiary Level,"Yes, definitely",0.35542,56,105,0.26343,0.44741
1999,First Stage of Tertiary Education,"No, definitely not",0.78991,158,192,0.73214,0.84769
1999,First Stage of Tertiary Education,"Yes, definitely",0.10980,34,192,0.06546,0.15414
1999,Second Stage of Tertiary Education,"No, definitely not",0.74391,313,442,0.70318,0.78465
1999,Second Stage of Tertiary Education,Probably,0.04034,31,442,0.02197,0.05870
1999,Second Stage of Tertiary Education,"Yes, definitely",0.17572,98,442,0.14020,0.21124
2000,Pre-primary Level,"No, definitely not",0.14733,57,410,0.11298,0.18169
2000,Pre-primary Level,Probably,0.09157,38,410,0.06362,0.11952
2000,Pre-primary Level,"Yes, definitely",0.73067,315,410,0.68768,0.77366
2000,Primary Level,"No, definitely not",0.73591,189,223,0.67792,0.79391
2000,Primary Level,"Yes, definitely",0.13706,34,223,0.09182,0.18230
2000,Lower Secondary Level,"No, definitely not",0.78376,1517,2068,0.76601,0.80151
2000,Lower Secondary Level,Probably not,0.03325,84,2068,0.02552,0.04098
2000,Lower Secondary Level,Probably,0.04567,116,2068,0.03667,0.05467
2000,Lower Secondary Level,"Yes, definitely",0.13732,351,2068,0.12248,0.15216
2000,Upper Secondary Level,"No, definitely not",0.73856,3644,5376,0.72682,0.75031
2000,Upper Secondary Level,Probably not,0.03720,227,5376,0.03214,0.04226
2000,Upper Secondary Level,Probably,0.06679,427,5376,0.06012,0.07346
2000,Upper Secondary Level,"Yes, definitely",0.15745,1078,5376,0.14771,0.16719
2000,Post-secondary Non-tertiary Level,"No, definitely not",0.52920,164,325,0.47485,0.58355
2000,Post-secondary Non-tertiary Level,Probably,0.10971,46,325,0.07568,0.14374
2000,Post-secondary Non-tertiary Level,"Yes, definitely",0.30313,115,325,0.25308,0.35317
2000,First Stage of Tertiary Education,"No, definitely not",0.77109,413,594,0.73727,0.80490
2000,First Stage of Tertiary Education,Probably not,0.04285,31,594,0.02655,0.05915
2000,First Stage of Tertiary Education,Probably,0.06693,54,594,0.04682,0.08705
2000,First Stage of Tertiary Education,"Yes, definitely",0.11913,96,594,0.09306,0.14521
2000,Second Stage of Tertiary Education,"No, definitely not",0.73349,686,999,0.70606,0.76092
2000,Second Stage of Tertiary Education,Probably not,0.03719,48,999,0.02545,0.04893
2000,Second Stage of Tertiary Education,Probably,0.06397,69,999,0.04879,0.07915
2000,Second Stage of Tertiary Education,"Yes, definitely",0.16536,196,999,0.14231,0.18841
2001,Pre-primary Level,"No, definitely not",0.10295,43,426,0.07406,0.13184
2001,Pre-primary Level,Probably,0.07687,31,426,0.05155,0.10220
2001,Pre-primary Level,"Yes, definitely",0.78209,352,426,0.74284,0.82134
2001,Primary Level,"No, definitely not",0.70135,145,176,0.63354,0.76916
2001,Primary Level,"Yes, definitely",0.18732,31,176,0.12951,0.24513
2001,Lower Secondary Level,"No, definitely not",0.79176,1309,1780,0.77290,0.81063
2001,Lower Secondary Level,Probably not,0.02483,57,1780,0.01760,0.03206
2001,Lower Secondary Level,Probably,0.04532,108,1780,0.03565,0.05498
2001,Lower Secondary Level,"Yes, definitely",0.13809,306,1780,0.12206,0.15412
2001,Upper Secondary Level,"No, definitely not",0.74453,3359,4835,0.73223,0.75682
2001,Upper Secondary Level,Probably not,0.03796,214,4835,0.03258,0.04335
2001,Upper Secondary Level,Probably,0.05793,330,4835,0.05135,0.06452
2001,Upper Secondary Level,"Yes, definitely",0.15957,932,4835,0.14925,0.16990
2001,Post-secondary Non-tertiary Level,"No, definitely not",0.55917,171,331,0.50560,0.61274
2001,Post-secondary Non-tertiary Level,Probably,0.11699,47,331,0.08231,0.15167
2001,Post-secondary Non-tertiary Level,"Yes, definitely",0.27517,113,331,0.22699,0.32336
2001,First Stage of Tertiary Education,"No, definitely not",0.79746,387,511,0.76258,0.83234
2001,First Stage of Tertiary Education,Probably,0.05304,39,511,0.03359,0.07249
2001,First Stage of Tertiary Education,"Yes, definitely",0.11568,85,511,0.08792,0.14344
2001,Second Stage of Tertiary Education,"No, definitely not",0.73597,681,959,0.70805,0.76388
2001,Second Stage of Tertiary Education,Probably not,0.03341,34,959,0.02203,0.04479
2001,Second Stage of Tertiary Education,Probably,0.06303,62,959,0.04764,0.07842
2001,Second Stage of Tertiary Education,"Yes, definitely",0.16759,182,959,0.14394,0.19125
2002,No answer / don't know,"Yes, definitely",0.50445,39,39,0.34548,0.66342
2002,Pre-primary Level,"No, definitely not",0.13110,59,501,0.10151,0.16068
2002,Pre-primary Level,Probably,0.08999,42,501,0.06491,0.11508
2002,Pre-primary Level,"Yes, definitely",0.75117,400,501,0.71328,0.78907
2002,Primary Level,"No, definitely not",0.68221,133,133,0.60278,0.76165
2002,Lower Secondary Level,"No, definitely not",0.78341,1232,1674,0.76367,0.80315
2002,Lower Secondary Level,Probably not,0.02312,46,1674,0.01592,0.03033
2002,Lower Secondary Level,Probably,0.05151,93,1674,0.04092,0.06210
2002,Lower Secondary Level,"Yes, definitely",0.14196,303,1674,0.12523,0.15868
2002,Upper Secondary Level,"No, definitely not",0.71886,3310,4911,0.70628,0.73143
2002,Upper Secondary Level,Probably not,0.03654,191,4911,0.03129,0.04179
2002,Upper Secondary Level,Probably,0.05618,322,4911,0.04974,0.06262
2002,Upper Secondary Level,"Yes, definitely",0.18842,1088,4911,0.17749,0.19936
2002,Post-secondary Non-tertiary Level,"No, definitely not",0.51865,173,340,0.46546,0.57184
2002,Post-secondary Non-tertiary Level,Probably,0.10139,46,340,0.06926,0.13353
2002,Post-secondary Non-tertiary Level,"Yes, definitely",0.32423,121,340,0.27440,0.37406
2002,First Stage of Tertiary Education,"No, definitely not",0.77441,385,525,0.73862,0.81020
2002,First Stage of Tertiary Education,Probably not,0.04539,31,525,0.02757,0.06322
2002,First Stage of Tertiary Education,Probably,0.05757,36,525,0.03763,0.07752
2002,First Stage of Tertiary Education,"Yes, definitely",0.12262,73,525,0.09454,0.15071
2002,Second Stage of Tertiary Education,"No, definitely not",0.74839,805,1105,0.72280,0.77399
2002,Second Stage of Tertiary Education,Probably not,0.02865,43,1105,0.01881,0.03849
2002,Second Stage of Tertiary Education,Probably,0.04965,63,1105,0.03684,0.06247
2002,Second Stage of Tertiary Education,"Yes, definitely",0.17330,194,1105,0.15097,0.19563
2003,No answer / don't know,"Yes, definitely",0.61301,60,60,0.48873,0.73729
2003,Pre-primary Level,"No, definitely not",0.15834,78,514,0.12675,0.18993
2003,Pre-primary Level,Probably,0.10359,53,514,0.07722,0.12996
2003,Pre-primary Level,"Yes, definitely",0.71272,383,514,0.67357,0.75188
2003,Primary Level,"No, definitely not",0.72520,129,163,0.65645,0.79394
2003,Primary Level,"Yes, definitely",0.18887,34,163,0.12860,0.24914
2003,Lower Secondary Level,"No, definitely not",0.76775,1154,1564,0.74681,0.78868
2003,Lower Secondary Level,Probably not,0.02453,42,1564,0.01686,0.03220
2003,Lower Secondary Level,Probably,0.05485,88,1564,0.04356,0.06614
2003,Lower Secondary Level,"Yes, definitely",0.15288,280,1564,0.13504,0.17072
2003,Upper Secondary Level,"No, definitely not",0.71997,3219,4749,0.70720,0.73275
2003,Upper Secondary Level,Probably not,0.03455,181,4749,0.02936,0.03975
2003,Upper Secondary Level,Probably,0.05161,297,4749,0.04532,0.05790
2003,Upper Secondary Level,"Yes, definitely",0.19386,1052,4749,0.18261,0.20510
2003,Post-secondary Non-tertiary Level,"No, definitely not",0.53335,174,327,0.47920,0.58751
2003,Post-secondary Non-tertiary Level,Probably,0.09302,42,327,0.06149,0.12455
2003,Post-secondary Non-tertiary Level,"Yes, definitely",0.31915,111,327,0.26855,0.36976
2003,First Stage of Tertiary Education,"No, definitely not",0.77376,395,521,0.73780,0.80972
2003,First Stage of Tertiary Education,Probably,0.05776,38,521,0.03771,0.07781
2003,First Stage of Tertiary Education,"Yes, definitely",0.13557,88,521,0.10615,0.16500
2003,Second Stage of Tertiary Education,"No, definitely not",0.73847,830,1131,0.71285,0.76410
2003,Second Stage of Tertiary Education,Probably not,0.04603,50,1131,0.03381,0.05824
2003,Second Stage of Tertiary Education,Probably,0.05580,63,1131,0.04242,0.06918
2003,Second Stage of Tertiary Education,"Yes, definitely",0.15970,188,1131,0.13834,0.18106
2004,No answer / don't know,"Yes, definitely",0.64239,83,83,0.53865,0.74613
2004,Pre-primary Level,"No, definitely not",0.12653,67,559,0.09895,0.15412
2004,Pre-primary Level,Probably,0.09332,48,559,0.06919,0.11746
2004,Pre-primary Level,"Yes, definitely",0.76025,444,559,0.72483,0.79568
2004,Primary Level,"No, definitely not",0.65175,117,153,0.57601,0.72749
2004,Primary Level,"Yes, definitely",0.24849,36,153,0.17979,0.31719
2004,Lower Secondary Level,"No, definitely not",0.75030,1095,1517,0.72851,0.77209
2004,Lower Secondary Level,Probably not,0.02735,39,1517,0.01914,0.03556
2004,Lower Secondary Level,Probably,0.04776,83,1517,0.03703,0.05850
2004,Lower Secondary Level,"Yes, definitely",0.17458,300,1517,0.15548,0.19369
2004,Upper Secondary Level,"No, definitely not",0.70974,3127,4676,0.69673,0.72275
2004,Upper Secondary Level,Probably not,0.03340,170,4676,0.02825,0.03855
2004,Upper Secondary Level,Probably,0.06228,320,4676,0.05535,0.06921
2004,Upper Secondary Level,"Yes, definitely",0.19458,1059,4676,0.18324,0.20593
2004,Post-secondary Non-tertiary Level,"No, definitely not",0.54208,168,332,0.48840,0.59575
2004,Post-secondary Non-tertiary Level,Probably,0.07438,36,332,0.04611,0.10264
2004,Post-secondary Non-tertiary Level,"Yes, definitely",0.33374,128,332,0.28294,0.38454
2004,First Stage of Tertiary Education,"No, definitely not",0.80342,389,484,0.76797,0.83886
2004,First Stage of Tertiary Education,Probably,0.05233,35,484,0.03247,0.07219
2004,First Stage of Tertiary Education,"Yes, definitely",0.08139,60,484,0.05700,0.10577
2004,Second Stage of Tertiary Education,"No, definitely not",0.73792,838,1121,0.71217,0.76368
2004,Second Stage of Tertiary Education,Probably not,0.03571,39,1121,0.02484,0.04658
2004,Second Stage of Tertiary Education,Probably,0.07026,70,1121,0.05529,0.08523
2004,Second Stage of Tertiary Education,"Yes, definitely",0.15611,174,1121,0.13485,0.17736
2005,No answer / don't know,"Yes, definitely",0.62258,97,97,0.52561,0.71955
2005,Pre-primary Level,"No, definitely not",0.12668,68,570,0.09935,0.15401
2005,Pre-primary Level,Probably,0.09726,46,570,0.07291,0.12161
2005,Pre-primary Level,"Yes, definitely",0.75024,456,570,0.71467,0.78580
2005,Primary Level,"No, definitely not",0.64441,116,148,0.56702,0.72179
2005,Primary Level,"Yes, definitely",0.20660,32,148,0.14115,0.27205
2005,Lower Secondary Level,"No, definitely not",0.74319,1029,1414,0.72041,0.76597
2005,Lower Secondary Level,Probably not,0.02367,32,1414,0.01574,0.03159
2005,Lower Secondary Level,Probably,0.04971,72,1414,0.03838,0.06104
2005,Lower Secondary Level,"Yes, definitely",0.18343,281,1414,0.16325,0.20361
2005,Upper Secondary Level,"No, definitely not",0.70703,3010,4467,0.69368,0.72038
2005,Upper Secondary Level,Probably not,0.03362,171,4467,0.02833,0.03891
2005,Upper Secondary Level,Probably,0.05926,291,4467,0.05233,0.06618
2005,Upper Secondary Level,"Yes, definitely",0.20009,995,4467,0.18836,0.21182
2005,Post-secondary Non-tertiary Level,"No, definitely not",0.52089,165,317,0.46581,0.57597
2005,Post-secondary Non-tertiary Level,Probably,0.11036,37,317,0.07581,0.14491
2005,Post-secondary Non-tertiary Level,"Yes, definitely",0.33617,115,317,0.28409,0.38826
2005,First Stage of Tertiary Education,"No, definitely not",0.77303,377,476,0.73537,0.81070
2005,First Stage of Tertiary Education,Probably,0.05138,31,476,0.03152,0.07123
2005,First Stage of Tertiary Education,"Yes, definitely",0.11897,68,476,0.08985,0.14809
2005,Second Stage of Tertiary Education,"No, definitely not",0.73086,860,1143,0.70514,0.75658
2005,Second Stage of Tertiary Education,Probably not,0.04198,51,1143,0.03035,0.05362
2005,Second Stage of Tertiary Education,Probably,0.06767,65,1143,0.05310,0.08224
2005,Second Stage of Tertiary Education,"Yes, definitely",0.15949,167,1143,0.13825,0.18072
2006,No answer / don't know,"No, definitely not",0.21996,33,145,0.15231,0.28762
2006,No answer / don't know,"Yes, definitely",0.63122,112,145,0.55242,0.71003
2006,Pre-primary Level,"No, definitely not",0.16467,40,305,0.12298,0.20637
2006,Pre-primary Level,"Yes, definitely",0.69975,265,305,0.64822,0.75128
2006,Primary Level,"No, definitely not",0.63038,110,144,0.55127,0.70950
2006,Primary Level,"Yes, definitely",0.22359,34,144,0.15530,0.29188
2006,Lower Secondary Level,"No, definitely not",0.74846,1111,1521,0.72665,0.77027
2006,Lower Secondary Level,Probably not,0.01711,32,1521,0.01059,0.02363
2006,Lower Secondary Level,Probably,0.05941,80,1521,0.04753,0.07129
2006,Lower Secondary Level,"Yes, definitely",0.17502,298,1521,0.15592,0.19412
2006,Upper Secondary Level,"No, definitely not",0.70308,3408,4968,0.69037,0.71579
2006,Upper Secondary Level,Probably not,0.03487,195,4968,0.02977,0.03997
2006,Upper Secondary Level,Probably,0.05398,294,4968,0.04770,0.06027
2006,Upper Secondary Level,"Yes, definitely",0.20807,1071,4968,0.19678,0.21936
2006,Post-secondary Non-tertiary Level,"No, definitely not",0.50164,171,343,0.44865,0.55463
2006,Post-secondary Non-tertiary Level,Probably,0.12111,43,343,0.08654,0.15569
2006,Post-secondary Non-tertiary Level,"Yes, definitely",0.31246,129,343,0.26334,0.36159
2006,First Stage of Tertiary Education,"No, definitely not",0.77495,442,546,0.73989,0.81001
2006,First Stage of Tertiary Education,Probably,0.07192,34,546,0.05023,0.09361
2006,First Stage of Tertiary Education,"Yes, definitely",0.11046,70,546,0.08414,0.13678
2006,Second Stage of Tertiary Education,"No, definitely not",0.71877,991,1313,0.69444,0.74309
2006,Second Stage of Tertiary Education,Probably not,0.04044,53,1313,0.02978,0.05110
2006,Second Stage of Tertiary Education,Probably,0.06715,69,1313,0.05361,0.08069
2006,Second Stage of Tertiary Education,"Yes, definitely",0.17364,200,1313,0.15314,0.19414
2007,No answer / don't know,"No, definitely not",0.27752,32,146,0.20463,0.35040
2007,No answer / don't know,"Yes, definitely",0.60115,114,146,0.52145,0.68085
2007,Pre-primary Level,"No, definitely not",0.15056,40,265,0.10742,0.19370
2007,Pre-primary Level,"Yes, definitely",0.72436,225,265,0.67046,0.77826
2007,Primary Level,"No, definitely not",0.62392,96,127,0.53934,0.70850
2007,Primary Level,"Yes, definitely",0.24547,31,127,0.17033,0.32062
2007,Lower Secondary Level,"No, definitely not",0.74327,992,1332,0.71981,0.76674
2007,Lower Secondary Level,Probably,0.06185,81,1332,0.04891,0.07479
2007,Lower Secondary Level,"Yes, definitely",0.17952,259,1332,0.15890,0.20014
2007,Upper Secondary Level,"No, definitely not",0.72503,3177,4441,0.71189,0.73816
2007,Upper Secondary Level,Probably not,0.03627,158,4441,0.03077,0.04177
2007,Upper Secondary Level,Probably,0.05562,244,4441,0.04888,0.06236
2007,Upper Secondary Level,"Yes, definitely",0.18308,862,4441,0.17170,0.19445
2007,Post-secondary Non-tertiary Level,"No, definitely not",0.51135,170,316,0.45614,0.56655
2007,Post-secondary Non-tertiary Level,Probably,0.14158,41,316,0.10308,0.18008
2007,Post-secondary Non-tertiary Level,"Yes, definitely",0.28462,105,316,0.23479,0.33445
2007,First Stage of Tertiary Education,"No, definitely not",0.80131,417,463,0.76493,0.83770
2007,First Stage of Tertiary Education,"Yes, definitely",0.10163,46,463,0.07408,0.12918
2007,Second Stage of Tertiary Education,"No, definitely not",0.75704,981,1245,0.73321,0.78087
2007,Second Stage of Tertiary Education,Probably not,0.03750,49,1245,0.02695,0.04806
2007,Second Stage of Tertiary Education,Probably,0.06090,59,1245,0.04761,0.07419
2007,Second Stage of Tertiary Education,"Yes, definitely",0.14455,156,1245,0.12501,0.16410
2008,No answer / don't know,"Yes, definitely",0.57138,105,105,0.47626,0.66649
2008,Pre-primary Level,"Yes, definitely",0.77040,247,247,0.71785,0.82296
2008,Primary Level,"No, definitely not",0.66400,76,76,0.55710,0.77090
2008,Lower Secondary Level,"No, definitely not",0.76622,909,1178,0.74204,0.79040
2008,Lower Secondary Level,Probably,0.04281,56,1178,0.03124,0.05437
2008,Lower Secondary Level,"Yes, definitely",0.17122,213,1178,0.14969,0.19274
2008,Upper Secondary Level,"No, definitely not",0.74052,3019,4139,0.72717,0.75388
2008,Upper Secondary Level,Probably not,0.03780,164,4139,0.03199,0.04361
2008,Upper Secondary Level,Probably,0.04808,193,4139,0.04157,0.05460
2008,Upper Secondary Level,"Yes, definitely",0.17359,763,4139,0.16205,0.18513
2008,Post-secondary Non-tertiary Level,"No, definitely not",0.58009,159,278,0.52197,0.63822
2008,Post-secondary Non-tertiary Level,Probably,0.12390,37,278,0.08510,0.16270
2008,Post-secondary Non-tertiary Level,"Yes, definitely",0.26535,82,278,0.21335,0.31734
2008,First Stage of Tertiary Education,"No, definitely not",0.82200,397,439,0.78618,0.85782
2008,First Stage of Tertiary Education,"Yes, definitely",0.08651,42,439,0.06018,0.11284
2008,Second Stage of Tertiary Education,"No, definitely not",0.79127,1001,1225,0.76850,0.81404
2008,Second Stage of Tertiary Education,Probably not,0.03186,34,1225,0.02202,0.04170
2008,Second Stage of Tertiary Education,Probably,0.05743,64,1225,0.04439,0.07046
2008,Second Stage of Tertiary Education,"Yes, definitely",0.11944,126,1225,0.10127,0.13761
2009,No answer / don't know,"Yes, definitely",0.63496,105,105,0.54243,0.72749
2009,Pre-primary Level,"No, definitely not",0.17284,38,238,0.12470,0.22098
2009,Pre-primary Level,"Yes, definitely",0.76484,200,238,0.71084,0.81883
2009,Primary Level,"No, definitely not",0.70878,64,64,0.59659,0.82097
2009,Lower Secondary Level,"No, definitely not",0.75269,811,1061,0.72672,0.77867
2009,Lower Secondary Level,Probably,0.06387,67,1061,0.04915,0.07859
2009,Lower Secondary Level,"Yes, definitely",0.16899,183,1061,0.14643,0.19155
2009,Upper Secondary Level,"No, definitely not",0.74177,2844,3852,0.72794,0.75559
2009,Upper Secondary Level,Probably not,0.02864,117,3852,0.02338,0.03391
2009,Upper Secondary Level,Probably,0.05830,193,3852,0.05090,0.06570
