year,hhtyp,regtyp,hlf0151,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2004,Multi-generational household,Rural regions,Relatively Certain,0.8409090909090909,11543,0.8342365087630903,0.8475816730550916
2004,Multi-generational household,Rural regions,Certain,0.11363636363636363,11543,0.10784659308838326,0.119426134184344
2004,Multi-generational household,Rural regions,Relatively Uncertain,0.022727272727272728,11543,0.020008466381979586,0.02544607907256587
2004,Multi-generational household,Rural regions,Very Uncertain,0.022727272727272728,11543,0.020008466381979586,0.02544607907256587
2004,Other Combinations,Urban regions,Relatively Certain,0.7222222222222222,11543,0.714051115238078,0.7303933292063665
2004,Other Combinations,Urban regions,Certain,0.18055555555555555,11543,0.1735383869924584,0.1875727241186527
2004,Other Combinations,Urban regions,Relatively Uncertain,0.08333333333333333,11543,0.07829122909262394,0.08837543757404272
2004,Other Combinations,Urban regions,Very Uncertain,0.013888888888888888,11543,0.011753910902245607,0.01602386687553217
2004,Other Combinations,Rural regions,Relatively Certain,0.6388888888888888,11543,0.6301263528548243,0.6476514249229534
2004,Other Combinations,Rural regions,Certain,0.2222222222222222,11543,0.21463787457176522,0.2298065698726792
2004,Other Combinations,Rural regions,Relatively Uncertain,0.1111111111111111,11543,0.10537788318546362,0.11684433903675859
2004,Other Combinations,Rural regions,Very Uncertain,0.027777777777777776,11543,0.024779801135028947,0.030775754420526606
2009,Single-person household,Urban regions,Relatively Certain,0.7086533538146441,10177,0.6998252360261853,0.7174814716031029
2009,Single-person household,Urban regions,Certain,0.1894521249359959,10177,0.18183860901452975,0.19706564085746203
2009,Single-person household,Urban regions,Relatively Uncertain,0.09165386584741424,10177,0.08604794109420406,0.09725979060062441
2009,Single-person household,Urban regions,Very Uncertain,0.010240655401945725,10177,0.0082846283101401,0.01219668249375135
2009,Single-person household,Rural regions,Relatively Certain,0.6972789115646258,10177,0.688352625771684,0.7062051973575677
2009,Single-person household,Rural regions,Certain,0.2222222222222222,10177,0.21414489471229534,0.23029954973214908
2009,Single-person household,Rural regions,Relatively Uncertain,0.07369614512471655,10177,0.06861986820538657,0.07877242204404653
2009,Single-person household,Rural regions,Very Uncertain,0.006802721088435374,10177,0.005205719760575389,0.008399722416295358
2009,Couple without children,Urban regions,Relatively Certain,0.7394885132206328,10177,0.7309609423189715,0.7480160841222941
2009,Couple without children,Urban regions,Certain,0.17641959254443,10177,0.16901378205219908,0.1838254030366609
2009,Couple without children,Urban regions,Relatively Uncertain,0.0788903337667967,10177,0.07365295780281847,0.08412770973077494
2009,Couple without children,Urban regions,Very Uncertain,0.005201560468140442,10177,0.003803967980557833,0.0065991529557230515
2009,Couple without children,Rural regions,Relatively Certain,0.697092084006462,10177,0.6881642404569347,0.7060199275559894
2009,Couple without children,Rural regions,Certain,0.2431340872374798,10177,0.23479960581942105,0.25146856865553857
2009,Couple without children,Rural regions,Relatively Uncertain,0.05411954765751212,10177,0.0497237125996481,0.05851538271537614
2009,Couple without children,Rural regions,Very Uncertain,0.005654281098546042,10177,0.0041974688445154265,0.007111093352576657
2009,Single parent,Urban regions,Relatively Certain,0.6886075949367089,10177,0.6796108357460482,0.6976043541273695
2009,Single parent,Urban regions,Certain,0.17468354430379746,10177,0.16730649928325067,0.18206058932434424
2009,Single parent,Urban regions,Relatively Uncertain,0.12151898734177215,10177,0.1151710234967623,0.12786695118678199
2009,Single parent,Urban regions,Very Uncertain,0.015189873417721518,10177,0.012813583013214568,0.01756616382222847
2009,Single parent,Rural regions,Relatively Certain,0.7172995780590717,10177,0.708550552200577,0.7260486039175664
2009,Single parent,Rural regions,Certain,0.189873417721519,10177,0.1822534223187096,0.1974934131243284
2009,Single parent,Rural regions,Relatively Uncertain,0.07172995780590717,10177,0.06671654300101307,0.07674337261080127
2009,Single parent,Rural regions,Very Uncertain,0.02109704641350211,10177,0.018304973003476263,0.023889119823527954
2009,Couple with children,Urban regions,Relatively Certain,0.7295336787564767,10177,0.720903387472365,0.7381639700405883
2009,Couple with children,Urban regions,Certain,0.19119170984455958,10177,0.18355153126641735,0.1988318884227018
2009,Couple with children,Urban regions,Relatively Uncertain,0.07564766839378238,10177,0.07051003953168844,0.08078529725587633
2009,Couple with children,Urban regions,Very Uncertain,0.003626943005181347,10177,0.002458984167525863,0.004794901842836831
2009,Couple with children,Rural regions,Relatively Certain,0.7096171802054155,10177,0.700797685498514,0.7184366749123171
2009,Couple with children,Rural regions,Certain,0.24929971988795518,10177,0.24089466859116013,0.2577047711847502
2009,Couple with children,Rural regions,Relatively Uncertain,0.03361344537815126,10177,0.030111751809372627,0.037115138946929895
2009,Couple with children,Rural regions,Very Uncertain,0.007469654528478058,10177,0.00579676085397428,0.009142548202981837
2009,Multi-generational household,Urban regions,Relatively Certain,0.6470588235294118,10177,0.6377740945659249,0.6563435524928987
2009,Multi-generational household,Urban regions,Certain,0.2647058823529412,10177,0.25613434886703174,0.2732774158388506
2009,Multi-generational household,Urban regions,Relatively Uncertain,0.08823529411764706,10177,0.0827245690893626,0.09374601914593153
2009,Multi-generational household,Rural regions,Relatively Certain,0.75,10177,0.7415870788187219,0.7584129211812781
2009,Multi-generational household,Rural regions,Certain,0.15625,10177,0.1491955511309929,0.1633044488690071
2009,Multi-generational household,Rural regions,Relatively Uncertain,0.0625,10177,0.057797034087328586,0.06720296591267141
2009,Multi-generational household,Rural regions,Very Uncertain,0.03125,10177,0.027869530260333075,0.03463046973966693
2009,Other Combinations,Urban regions,Relatively Certain,0.6444444444444445,10177,0.6351442364679656,0.6537446524209234
2009,Other Combinations,Urban regions,Certain,0.28888888888888886,10177,0.28008285534099997,0.29769492243677775
2009,Other Combinations,Urban regions,Relatively Uncertain,0.06666666666666667,10177,0.06182027016071054,0.07151306317262279
2009,Other Combinations,Rural regions,Relatively Certain,0.8076923076923077,10177,0.8000351518588662,0.8153494635257492
2009,Other Combinations,Rural regions,Certain,0.19230769230769232,10177,0.1846505364742508,0.19996484814113383
2014,Single-person household,Urban regions,Relatively Certain,0.6805151641046946,15828,0.6732509760456599,0.6877793521637293
2014,Single-person household,Urban regions,Certain,0.20108018280016618,15828,0.19483594716783814,0.20732441843249422
2014,Single-person household,Urban regions,Relatively Uncertain,0.10635646032405484,15828,0.1015535204698231,0.11115940017828657
2014,Single-person household,Urban regions,Very Uncertain,0.012048192771084338,15828,0.010348494297573573,0.013747891244595103
2014,Single-person household,Rural regions,Relatively Certain,0.6323658751099385,15828,0.6248542280872327,0.6398775221326443
2014,Single-person household,Rural regions,Certain,0.256816182937555,15828,0.25001001961912317,0.2636223462559868
2014,Single-person household,Rural regions,Relatively Uncertain,0.08970976253298153,15828,0.08525778620286727,0.0941617388630958
2014,Single-person household,Rural regions,Very Uncertain,0.021108179419525065,15828,0.018868758200685946,0.023347600638364184
2014,Couple without children,Urban regions,Relatively Certain,0.7214912280701754,15828,0.7145076496009929,0.7284748065393579
2014,Couple without children,Urban regions,Certain,0.17799707602339182,15828,0.1720379006594455,0.18395625138733815
2014,Couple without children,Urban regions,Relatively Uncertain,0.09320175438596491,15828,0.0886726698193228,0.09773083895260702
2014,Couple without children,Urban regions,Very Uncertain,0.007309941520467836,15828,0.005982831775689791,0.00863705126524588
2014,Couple without children,Rural regions,Relatively Certain,0.684634448574969,15828,0.6773954323445178,0.6918734648054202
2014,Couple without children,Rural regions,Certain,0.2298636926889715,15828,0.22330885353368365,0.23641853184425934
2014,Couple without children,Rural regions,Relatively Uncertain,0.07496902106567534,15828,0.07086639335397896,0.07907164877737172
2014,Couple without children,Rural regions,Very Uncertain,0.010532837670384139,15828,0.008942400786421553,0.012123274554346725
2014,Single parent,Urban regions,Relatively Certain,0.6726190476190477,15828,0.6653084255131904,0.679929669724905
2014,Single parent,Urban regions,Certain,0.17006802721088435,15828,0.16421506614090267,0.17592098828086603
2014,Single parent,Urban regions,Relatively Uncertain,0.1326530612244898,15828,0.1273686316568405,0.1379374907921391
2014,Single parent,Urban regions,Very Uncertain,0.02465986394557823,15828,0.02224375542608829,0.02707597246506817
2014,Single parent,Rural regions,Relatively Certain,0.6930379746835443,15828,0.6858523605408785,0.7002235888262102
2014,Single parent,Rural regions,Certain,0.20411392405063292,15828,0.19783471676534206,0.21039313133592377
2014,Single parent,Rural regions,Relatively Uncertain,0.08860759493670886,15828,0.08418037367507389,0.09303481619834383
2014,Single parent,Rural regions,Very Uncertain,0.014240506329113924,15828,0.012394678241292317,0.016086334416935532
2014,Couple with children,Urban regions,Relatively Certain,0.6716298856687052,15828,0.6643136132307231,0.6789461581066872
2014,Couple with children,Urban regions,Certain,0.21430470619516087,15828,0.20791198181132922,0.22069743057899252
2014,Couple with children,Urban regions,Relatively Uncertain,0.10183461845253922,15828,0.09712301288025253,0.1065462240248259
2014,Couple with children,Urban regions,Very Uncertain,0.012230789683594789,15828,0.010518417982426174,0.013943161384763404
2014,Couple with children,Rural regions,Relatively Certain,0.659043659043659,15828,0.6516586755436984,0.6664286425436197
2014,Couple with children,Rural regions,Certain,0.2733887733887734,15828,0.2664451774473083,0.2803323693302385
2014,Couple with children,Rural regions,Relatively Uncertain,0.057692307692307696,15828,0.054059868320705744,0.06132474706390965
2014,Couple with children,Rural regions,Very Uncertain,0.009875259875259876,15828,0.008334757850956373,0.011415761899563379
2014,Multi-generational household,Urban regions,Relatively Certain,0.5942028985507246,15828,0.5865528374501146,0.6018529596513347
2014,Multi-generational household,Urban regions,Certain,0.2463768115942029,15828,0.2396637583415292,0.2530898648468766
2014,Multi-generational household,Urban regions,Relatively Uncertain,0.14492753623188406,15828,0.13944325186197684,0.15041182060179129
2014,Multi-generational household,Urban regions,Very Uncertain,0.014492753623188406,15828,0.012630887644924144,0.016354619601452666
2014,Multi-generational household,Rural regions,Relatively Certain,0.6111111111111112,15828,0.6035163186951572,0.6187059035270651
2014,Multi-generational household,Rural regions,Certain,0.25925925925925924,15828,0.2524320485895619,0.26608646992895657
2014,Multi-generational household,Rural regions,Relatively Uncertain,0.12962962962962962,15828,0.12439667174254967,0.13486258751670957
2014,Other Combinations,Urban regions,Relatively Certain,0.5873015873015873,15828,0.5796316813771342,0.5949714932260405
2014,Other Combinations,Urban regions,Certain,0.2222222222222222,15828,0.2157453614876081,0.22869908295683633
2014,Other Combinations,Urban regions,Relatively Uncertain,0.15873015873015872,15828,0.15303716853415375,0.1644231489261637
2014,Other Combinations,Urban regions,Very Uncertain,0.031746031746031744,15828,0.029014649913373623,0.034477413578689865
2014,Other Combinations,Rural regions,Relatively Certain,0.6111111111111112,15828,0.6035163186951572,0.6187059035270651
2014,Other Combinations,Rural regions,Certain,0.2638888888888889,15828,0.25702254912828476,0.27075522864949303
2014,Other Combinations,Rural regions,Relatively Uncertain,0.1111111111111111,15828,0.10621506460248593,0.11600715761973628
2014,Other Combinations,Rural regions,Very Uncertain,0.013888888888888888,15828,0.01206566615065876,0.015712111627119014
2016,Single-person household,Urban regions,Certain,0.7212543554006968,16419,0.7143958262410895,0.7281128845603041
2016,Single-person household,Urban regions,Relatively Certain,0.24738675958188153,16419,0.24078656296568365,0.2539869561980794
2016,Single-person household,Urban regions,Relatively Uncertain,0.020905923344947737,16419,0.018717508720626358,0.023094337969269116
2016,Single-person household,Urban regions,Very Uncertain,0.010452961672473868,16419,0.008897280410981194,0.012008642933966543
2016,Single-person household,Rural regions,Certain,0.7165354330708661,16419,0.7096417558386544,0.7234291103030778
2016,Single-person household,Rural regions,Relatively Certain,0.23622047244094488,16419,0.22972328354413285,0.2427176613377569
2016,Single-person household,Rural regions,Relatively Uncertain,0.047244094488188976,16419,0.04399885083432954,0.05048933814204841
2016,Couple without children,Urban regions,Certain,0.7333333333333333,16419,0.7265691121662684,0.7400975545003982
2016,Couple without children,Urban regions,Relatively Certain,0.24444444444444444,16419,0.23787080307256953,0.25101808581631935
2016,Couple without children,Urban regions,Relatively Uncertain,0.022222222222222223,16419,0.019967481833200604,0.02447696261124384
2016,Couple without children,Rural regions,Certain,0.8235294117647058,16419,0.8176982049636675,0.8293606185657442
2016,Couple without children,Rural regions,Relatively Certain,0.17647058823529413,16419,0.17063938143425575,0.1823017950363325
2016,Single parent,Urban regions,Certain,0.648,16419,0.64069464113957,0.6553053588604301
2016,Single parent,Urban regions,Relatively Certain,0.264,16419,0.25725745908475245,0.2707425409152476
2016,Single parent,Urban regions,Relatively Uncertain,0.088,16419,0.08366667287711212,0.09233332712288787
2016,Single parent,Rural regions,Certain,0.5892857142857143,16419,0.5817605570142326,0.596810871557196
2016,Single parent,Rural regions,Relatively Certain,0.3392857142857143,16419,0.3320434835798355,0.3465279449915931
2016,Single parent,Rural regions,Relatively Uncertain,0.07142857142857142,16419,0.06748920517338795,0.0753679376837549
2016,Couple with children,Urban regions,Certain,0.6924939467312349,16419,0.6854353634146471,0.6995525300478227
2016,Couple with children,Urban regions,Relatively Certain,0.2627118644067797,16419,0.2559799096921573,0.2694438191214021
2016,Couple with children,Urban regions,Relatively Uncertain,0.03389830508474576,16419,0.031130196425175387,0.03666641374431614
2016,Couple with children,Urban regions,Very Uncertain,0.010895883777239709,16419,0.009307940607454452,0.012483826947024965
2016,Couple with children,Rural regions,Certain,0.7804232804232805,16419,0.7740912794307495,0.7867552814158114
2016,Couple with children,Rural regions,Relatively Certain,0.18783068783068782,16419,0.18185635680684092,0.19380501885453472
2016,Couple with children,Rural regions,Relatively Uncertain,0.0291005291005291,16419,0.026529421247795008,0.03167163695326319
2016,Couple with children,Rural regions,Very Uncertain,0.0026455026455026454,16419,0.0018597938855090433,0.0034312114054962477
2016,Multi-generational household,Urban regions,Certain,0.7692307692307693,16419,0.76278610945787,0.7756754290036686
2016,Multi-generational household,Urban regions,Relatively Certain,0.15384615384615385,16419,0.1483272769346033,0.15936503075770442
2016,Multi-generational household,Urban regions,Relatively Uncertain,0.07692307692307693,16419,0.0728471161976319,0.08099903764852195
2016,Multi-generational household,Rural regions,Certain,0.6666666666666666,16419,0.6594559826746366,0.6738773506586967
2016,Multi-generational household,Rural regions,Relatively Certain,0.3333333333333333,16419,0.32612264934130325,0.3405440173253634
2016,Other Combinations,Urban regions,Certain,0.6940298507462687,16419,0.6869811134610944,0.701078588031443
2016,Other Combinations,Urban regions,Relatively Certain,0.21641791044776118,16419,0.21011891100333394,0.22271690989218842
2016,Other Combinations,Urban regions,Relatively Uncertain,0.05970149253731343,16419,0.05607732565369781,0.06332565942092906
2016,Other Combinations,Urban regions,Very Uncertain,0.029850746268656716,16419,0.027247713751405524,0.03245377878590791
2016,Other Combinations,Rural regions,Certain,0.7818181818181819,16419,0.7755006871909186,0.7881356764454451
2016,Other Combinations,Rural regions,Relatively Certain,0.2,16419,0.19388153174269074,0.20611846825730928
2016,Other Combinations,Rural regions,Relatively Uncertain,0.01818181818181818,16419,0.01613811928575133,0.02022551707788503
2017,Single-person household,Urban regions,Certain,0.761437908496732,18279,0.7552591983956842,0.7676166185977797
2017,Single-person household,Urban regions,Relatively Certain,0.19607843137254902,18279,0.19032268554691228,0.20183417719818575
2017,Single-person household,Urban regions,Relatively Uncertain,0.032679738562091505,18279,0.030102205266855364,0.035257271857327646
2017,Single-person household,Urban regions,Very Uncertain,0.00980392156862745,18279,0.008375552720028443,0.011232290417226459
2017,Single-person household,Rural regions,Certain,0.7662337662337663,18279,0.7600982460640189,0.7723692864035137
2017,Single-person household,Rural regions,Relatively Certain,0.2012987012987013,18279,0.19548580551577602,0.2071115970816266
2017,Single-person household,Rural regions,Relatively Uncertain,0.025974025974025976,18279,0.023668156291365063,0.028279895656686888
2017,Single-person household,Rural regions,Very Uncertain,0.006493506493506494,18279,0.005329099381143829,0.007657913605869159
2017,Couple without children,Urban regions,Certain,0.7466666666666667,18279,0.7403616040276694,0.752971729305664
2017,Couple without children,Urban regions,Relatively Certain,0.21333333333333335,18279,0.2073944528053972,0.2192722138612695
2017,Couple without children,Urban regions,Relatively Uncertain,0.02666666666666667,18279,0.024331085205051704,0.029002248128281633
2017,Couple without children,Urban regions,Very Uncertain,0.013333333333333334,18279,0.011670554637928786,0.014996112028737883
2017,Couple without children,Rural regions,Certain,0.8,18279,0.7942011770871709,0.8057988229128292
2017,Couple without children,Rural regions,Relatively Uncertain,0.12,18279,0.11528901399544925,0.12471098600455074
2017,Couple without children,Rural regions,Relatively Certain,0.08,18279,0.07606704694914847,0.08393295305085154
2017,Single parent,Urban regions,Certain,0.7125748502994012,18279,0.7060140399620709,0.7191356606367314
2017,Single parent,Urban regions,Relatively Certain,0.23353293413173654,18279,0.22739954284164188,0.2396663254218312
2017,Single parent,Urban regions,Relatively Uncertain,0.04790419161676647,18279,0.04480814893324515,0.05100023430028779
2017,Single parent,Urban regions,Very Uncertain,0.005988023952095809,18279,0.004869571752878932,0.007106476151312685
2017,Single parent,Rural regions,Certain,0.7547169811320755,18279,0.7484795515285758,0.7609544107355752
2017,Single parent,Rural regions,Relatively Certain,0.16981132075471697,18279,0.16436815476578198,0.17525448674365196
2017,Single parent,Rural regions,Relatively Uncertain,0.05660377358490566,18279,0.053253736498775656,0.05995381067103567
2017,Single parent,Rural regions,Very Uncertain,0.018867924528301886,18279,0.016895476099099888,0.020840372957503885
2017,Couple with children,Urban regions,Certain,0.7644749754661433,18279,0.7583234897398716,0.770626461192415
2017,Couple with children,Urban regions,Relatively Certain,0.20314033366045142,18279,0.19730764415161112,0.20897302316929173
2017,Couple with children,Urban regions,Relatively Uncertain,0.021589793915603533,18279,0.019482793649317567,0.0236967941818895
2017,Couple with children,Urban regions,Very Uncertain,0.010794896957801767,18279,0.009296826362643677,0.012292967552959857
2017,Couple with children,Rural regions,Certain,0.7520491803278688,18279,0.7457890157589021,0.7583093448968355
2017,Couple with children,Rural regions,Relatively Certain,0.2151639344262295,18279,0.20920657134831253,0.22112129750414647
2017,Couple with children,Rural regions,Relatively Uncertain,0.028688524590163935,18279,0.026268536539127196,0.031108512641200674
2017,Couple with children,Rural regions,Very Uncertain,0.004098360655737705,18279,0.003172185418216878,0.005024535893258532
2017,Multi-generational household,Urban regions,Certain,0.7105263157894737,18279,0.7039516378620537,0.7171009937168936
2017,Multi-generational household,Urban regions,Relatively Certain,0.21052631578947367,18279,0.20461611985026484,0.2164365117286825
2017,Multi-generational household,Urban regions,Very Uncertain,0.05263157894736842,18279,0.04939443131218831,0.055868726582548524
2017,Multi-generational household,Urban regions,Relatively Uncertain,0.02631578947368421,18279,0.02399520639907945,0.028636372548288967
2017,Multi-generational household,Rural regions,Certain,0.6666666666666666,18279,0.6598326883257308,0.6735006450076024
2017,Multi-generational household,Rural regions,Relatively Certain,0.3333333333333333,18279,0.3264993549923975,0.3401673116742691
2017,Other Combinations,Urban regions,Certain,0.764367816091954,18279,0.7582153623725357,0.7705202698113723
2017,Other Combinations,Urban regions,Relatively Certain,0.22413793103448276,18279,0.21809246487586614,0.23018339719309938
2017,Other Combinations,Urban regions,Very Uncertain,0.011494252873563218,18279,0.009948963465042607,0.01303954228208383
2017,Other Combinations,Rural regions,Certain,0.7951807228915663,18279,0.789330152741696,0.8010312930414365
2017,Other Combinations,Rural regions,Relatively Certain,0.18072289156626506,18279,0.17514459180260677,0.18630119132992334
2017,Other Combinations,Rural regions,Very Uncertain,0.012048192771084338,18279,0.010466548951098664,0.013629836591070012
2017,Other Combinations,Rural regions,Relatively Uncertain,0.012048192771084338,18279,0.010466548951098664,0.013629836591070012
2018,Single-person household,Urban regions,Certain,0.8333333333333334,17878,0.8278703439480627,0.838796322718604
2018,Single-person household,Urban regions,Relatively Certain,0.13522012578616352,17878,0.1302074448784263,0.14023280669390073
2018,Single-person household,Urban regions,Relatively Uncertain,0.02830188679245283,17878,0.025870970640077935,0.030732802944827727
2018,Single-person household,Urban regions,Very Uncertain,0.0031446540880503146,17878,0.002323926341433165,0.003965381834667464
2018,Single-person household,Rural regions,Certain,0.8034188034188035,17878,0.7975932312344423,0.8092443756031646
2018,Single-person household,Rural regions,Relatively Certain,0.1794871794871795,17878,0.17386174583298147,0.1851126131413775
2018,Single-person household,Rural regions,Relatively Uncertain,0.017094017094017096,17878,0.015193924955288067,0.018994109232746123
2018,Couple without children,Urban regions,Certain,0.828125,17878,0.8225946717643977,0.8336553282356023
2018,Couple without children,Urban regions,Relatively Certain,0.140625,17878,0.13552911955557084,0.14572088044442916
2018,Couple without children,Urban regions,Very Uncertain,0.015625,17878,0.013807029190516336,0.017442970809483663
2018,Couple without children,Urban regions,Relatively Uncertain,0.015625,17878,0.013807029190516336,0.017442970809483663
2018,Couple without children,Rural regions,Certain,0.7142857142857143,17878,0.7076635711316429,0.7209078574397857
2018,Couple without children,Rural regions,Relatively Certain,0.25,17878,0.24365257992710168,0.2563474200728983
2018,Couple without children,Rural regions,Very Uncertain,0.03571428571428571,17878,0.032993962825900724,0.0384346086026707
2018,Single parent,Urban regions,Certain,0.7443181818181818,17878,0.7379233983759624,0.7507129652604011
2018,Single parent,Urban regions,Relatively Certain,0.19318181818181818,17878,0.1873946304897007,0.19896900587393565
2018,Single parent,Urban regions,Relatively Uncertain,0.05113636363636364,17878,0.04790739796864354,0.05436532930408374
2018,Single parent,Urban regions,Very Uncertain,0.011363636363636364,17878,0.009809913491242222,0.012917359236030506
2018,Single parent,Rural regions,Certain,0.7407407407407407,17878,0.7343168690392243,0.7471646124422571
2018,Single parent,Rural regions,Relatively Certain,0.25925925925925924,17878,0.25283538755774293,0.26568313096077556
2018,Couple with children,Urban regions,Certain,0.8137730358874878,17878,0.8080665396616534,0.8194795321133223
2018,Couple with children,Urban regions,Relatively Certain,0.14354995150339475,17878,0.13841011683859814,0.14868978616819137
2018,Couple with children,Urban regions,Relatively Uncertain,0.031037827352085354,17878,0.02849570954458382,0.033579945159586885
2018,Couple with children,Urban regions,Very Uncertain,0.011639185257032008,17878,0.010066956792861289,0.013211413721202728
2018,Couple with children,Rural regions,Certain,0.7718446601941747,17878,0.7656932190141789,0.7779961013741706
2018,Couple with children,Rural regions,Relatively Certain,0.1966019417475728,17878,0.19077613740153326,0.20242774609361236
2018,Couple with children,Rural regions,Relatively Uncertain,0.021844660194174758,17878,0.019701901989792717,0.0239874183985568
2018,Couple with children,Rural regions,Very Uncertain,0.009708737864077669,17878,0.008271398015477844,0.011146077712677494
2018,Multi-generational household,Urban regions,Certain,0.8378378378378378,17878,0.8324346339855501,0.8432410416901256
2018,Multi-generational household,Urban regions,Relatively Certain,0.10810810810810811,17878,0.103556321995984,0.11265989422023223
2018,Multi-generational household,Urban regions,Very Uncertain,0.02702702702702703,17878,0.024649934256596236,0.02940411979745782
2018,Multi-generational household,Urban regions,Relatively Uncertain,0.02702702702702703,17878,0.024649934256596236,0.02940411979745782
2018,Multi-generational household,Rural regions,Certain,0.7142857142857143,17878,0.7076635711316429,0.7209078574397857
2018,Multi-generational household,Rural regions,Relatively Certain,0.2857142857142857,17878,0.2790921425602143,0.2923364288683571
2018,Other Combinations,Urban regions,Certain,0.8153846153846154,17878,0.8096972411514923,0.8210719896177384
2018,Other Combinations,Urban regions,Relatively Certain,0.13076923076923078,17878,0.12582706924837686,0.1357113922900847
2018,Other Combinations,Urban regions,Relatively Uncertain,0.046153846153846156,17878,0.04307817626869773,0.049229516038994586
2018,Other Combinations,Urban regions,Very Uncertain,0.007692307692307693,17878,0.006411605633355348,0.008973009751260037
2018,Other Combinations,Rural regions,Certain,0.8301886792452831,17878,0.8246848072071461,0.83569255128342
2018,Other Combinations,Rural regions,Relatively Certain,0.1509433962264151,17878,0.14569566014205662,0.15619113231077356
2018,Other Combinations,Rural regions,Relatively Uncertain,0.018867924528301886,17878,0.016873477954704716,0.020862371101899056
2019,Single-person household,Urban regions,Relatively Certain,0.6348030966004712,18428,0.627851252390578,0.6417549408103643
2019,Single-person household,Urban regions,Certain,0.24537192864355437,18428,0.23915900686179403,0.2515848504253147
2019,Single-person household,Urban regions,Relatively Uncertain,0.10737125546953888,18428,0.10290136975635003,0.11184114118272773
2019,Single-person household,Urban regions,Very Uncertain,0.012453719286435544,18428,0.010852520565359354,0.014054918007511734
2019,Single-person household,Rural regions,Relatively Certain,0.6114790286975718,18428,0.6044415841467972,0.6185164732483464
