year,regtyp,hlf0151,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2016,Urban regions,Relatively Certain,0.25294525294525294,16419,0.24629600999533008,0.2595944958951758
2016,Urban regions,Relatively Uncertain,0.038808038808038806,16419,0.03585377936171278,0.04176229825436483
2016,Urban regions,Very Uncertain,0.011088011088011088,16419,0.009486284566505158,0.012689737609517018
2016,Rural regions,Certain,0.7503875968992249,16419,0.7437675872245882,0.7570076065738615
2016,Rural regions,Relatively Certain,0.21395348837209302,16419,0.20768061489231934,0.2202263618518667
2016,Rural regions,Relatively Uncertain,0.034108527131782945,16419,0.03133215057251721,0.03688490369104868
2016,Rural regions,Very Uncertain,0.0015503875968992248,16419,0.0009485685355686208,0.0021522066582298285
2017,Urban regions,Certain,0.7571669477234402,18279,0.75095068189448,0.7633832135524004
2017,Urban regions,Relatively Certain,0.20741989881956155,18279,0.20154193854994568,0.21329785908917742
2017,Urban regions,Relatively Uncertain,0.02417088251826869,18279,0.021944432269350212,0.026397332767187167
2017,Urban regions,Very Uncertain,0.011242270938729624,18279,0.009713818868837872,0.012770723008621376
2017,Rural regions,Certain,0.7595092024539877,18279,0.753313427904182,0.7657049770037934
2017,Rural regions,Relatively Certain,0.20368098159509201,18279,0.19784251716591597,0.20951944602426806
2017,Rural regions,Relatively Uncertain,0.03067484662576687,18279,0.028175043560970076,0.03317464969056366
2017,Rural regions,Very Uncertain,0.006134969325153374,18279,0.005002960642912479,0.0072669780073942696
2018,Urban regions,Certain,0.8115034168564921,17878,0.8057702639821785,0.8172365697308056
2018,Urban regions,Relatively Certain,0.14521640091116172,17878,0.14005185039623266,0.1503809514260908
2018,Urban regions,Relatively Uncertain,0.03302961275626424,17878,0.030409892410247694,0.03564933310228078
2018,Urban regions,Very Uncertain,0.010250569476082005,17878,0.008774070221914364,0.011727068730249646
2018,Rural regions,Certain,0.7764530551415797,17878,0.7703459052977005,0.7825602049854589
2018,Rural regions,Relatively Certain,0.19821162444113263,17878,0.19236788231519542,0.20405536656706985
2018,Rural regions,Relatively Uncertain,0.01788375558867362,17878,0.015941048096614015,0.019826463080733228
2018,Rural regions,Very Uncertain,0.007451564828614009,17878,0.006190909971378561,0.008712219685849457
2019,Urban regions,Relatively Certain,0.6243070720645053,18428,0.6173145699425021,0.6312995741865085
2019,Urban regions,Certain,0.2718797245086511,18428,0.26545570364837123,0.278303745368931
2019,Urban regions,Relatively Uncertain,0.09180245254493533,18428,0.08763342971065236,0.0959714753792183
2019,Urban regions,Very Uncertain,0.012010750881908281,18428,0.010437934012464012,0.013583567751352551
2019,Rural regions,Relatively Certain,0.6163742690058479,18428,0.6093533642051353,0.6233951738065605
2019,Rural regions,Certain,0.29490392648287383,18428,0.28832005423738244,0.30148779872836523
2019,Rural regions,Relatively Uncertain,0.0786967418546366,18428,0.0748090069006457,0.0825844768086275
2019,Rural regions,Very Uncertain,0.010025062656641603,18428,0.008586686029614436,0.011463439283668771
2020,Urban regions,Certain,0.680338266384778,19329,0.6737638205292688,0.6869127122402873
2020,Urban regions,Relatively Certain,0.2752642706131078,19329,0.26896752517318134,0.2815610160530343
2020,Urban regions,Relatively Uncertain,0.038477801268498944,19329,0.035766135494496726,0.04118946704250116
2020,Urban regions,Very Uncertain,0.005919661733615222,19329,0.004838201472535734,0.00700112199469471
2020,Rural regions,Certain,0.8015873015873016,19329,0.795965033834637,0.8072095693399662
2020,Rural regions,Relatively Certain,0.17777777777777778,19329,0.17238782798112515,0.18316772757443042
2020,Rural regions,Relatively Uncertain,0.015873015873015872,19329,0.014111012750857976,0.01763501899517377
2020,Rural regions,Very Uncertain,0.004761904761904762,19329,0.0037913831147004438,0.005732426409109081
