"hlf0151","year","quintil","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Sehr sicher","2005","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2005","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2005","2","Staedtischer Raum","","","",""
"Sehr sicher","2005","2","Laendlicher Raum","","","",""
"Sehr sicher","2005","3","Staedtischer Raum","","","",""
"Sehr sicher","2005","3","Laendlicher Raum","","","",""
"Sehr sicher","2005","4","Staedtischer Raum","","","",""
"Sehr sicher","2005","4","Laendlicher Raum","","","",""
"Sehr sicher","2005","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2005","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2005","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2005","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2005","2","Staedtischer Raum","","","",""
"Ziemlich sicher","2005","2","Laendlicher Raum","","","",""
"Ziemlich sicher","2005","3","Staedtischer Raum","","","",""
"Ziemlich sicher","2005","3","Laendlicher Raum","","","",""
"Ziemlich sicher","2005","4","Staedtischer Raum","","","",""
"Ziemlich sicher","2005","4","Laendlicher Raum","","","",""
"Ziemlich sicher","2005","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2005","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2005","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2005","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2005","2","Staedtischer Raum","","","",""
"Ziemlich unsicher","2005","2","Laendlicher Raum","","","",""
"Ziemlich unsicher","2005","3","Staedtischer Raum","","","",""
"Ziemlich unsicher","2005","3","Laendlicher Raum","","","",""
"Ziemlich unsicher","2005","4","Staedtischer Raum","","","",""
"Ziemlich unsicher","2005","4","Laendlicher Raum","","","",""
"Ziemlich unsicher","2005","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2005","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2005","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2005","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2005","2","Staedtischer Raum","","","",""
"Sehr unsicher","2005","2","Laendlicher Raum","","","",""
"Sehr unsicher","2005","3","Staedtischer Raum","","","",""
"Sehr unsicher","2005","3","Laendlicher Raum","","","",""
"Sehr unsicher","2005","4","Staedtischer Raum","","","",""
"Sehr unsicher","2005","4","Laendlicher Raum","","","",""
"Sehr unsicher","2005","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2005","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2006","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2006","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2006","2","Staedtischer Raum","","","",""
"Sehr sicher","2006","2","Laendlicher Raum","","","",""
"Sehr sicher","2006","3","Staedtischer Raum","","","",""
"Sehr sicher","2006","3","Laendlicher Raum","","","",""
"Sehr sicher","2006","4","Staedtischer Raum","","","",""
"Sehr sicher","2006","4","Laendlicher Raum","","","",""
"Sehr sicher","2006","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2006","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2006","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2006","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2006","2","Staedtischer Raum","","","",""
"Ziemlich sicher","2006","2","Laendlicher Raum","","","",""
"Ziemlich sicher","2006","3","Staedtischer Raum","","","",""
"Ziemlich sicher","2006","3","Laendlicher Raum","","","",""
"Ziemlich sicher","2006","4","Staedtischer Raum","","","",""
"Ziemlich sicher","2006","4","Laendlicher Raum","","","",""
"Ziemlich sicher","2006","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2006","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2006","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2006","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2006","2","Staedtischer Raum","","","",""
"Ziemlich unsicher","2006","2","Laendlicher Raum","","","",""
"Ziemlich unsicher","2006","3","Staedtischer Raum","","","",""
"Ziemlich unsicher","2006","3","Laendlicher Raum","","","",""
"Ziemlich unsicher","2006","4","Staedtischer Raum","","","",""
"Ziemlich unsicher","2006","4","Laendlicher Raum","","","",""
"Ziemlich unsicher","2006","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2006","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2006","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2006","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2006","2","Staedtischer Raum","","","",""
"Sehr unsicher","2006","2","Laendlicher Raum","","","",""
"Sehr unsicher","2006","3","Staedtischer Raum","","","",""
"Sehr unsicher","2006","3","Laendlicher Raum","","","",""
"Sehr unsicher","2006","4","Staedtischer Raum","","","",""
"Sehr unsicher","2006","4","Laendlicher Raum","","","",""
"Sehr unsicher","2006","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2006","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2007","2","Staedtischer Raum","","","",""
"Sehr sicher","2007","2","Laendlicher Raum","","","",""
"Sehr sicher","2007","3","Staedtischer Raum","","","",""
"Sehr sicher","2007","3","Laendlicher Raum","","","",""
"Sehr sicher","2007","4","Staedtischer Raum","","","",""
"Sehr sicher","2007","4","Laendlicher Raum","","","",""
"Sehr sicher","2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2007","2","Staedtischer Raum","","","",""
"Ziemlich sicher","2007","2","Laendlicher Raum","","","",""
"Ziemlich sicher","2007","3","Staedtischer Raum","","","",""
"Ziemlich sicher","2007","3","Laendlicher Raum","","","",""
"Ziemlich sicher","2007","4","Staedtischer Raum","","","",""
"Ziemlich sicher","2007","4","Laendlicher Raum","","","",""
"Ziemlich sicher","2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2007","2","Staedtischer Raum","","","",""
"Ziemlich unsicher","2007","2","Laendlicher Raum","","","",""
"Ziemlich unsicher","2007","3","Staedtischer Raum","","","",""
"Ziemlich unsicher","2007","3","Laendlicher Raum","","","",""
"Ziemlich unsicher","2007","4","Staedtischer Raum","","","",""
"Ziemlich unsicher","2007","4","Laendlicher Raum","","","",""
"Ziemlich unsicher","2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2007","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2007","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2007","2","Staedtischer Raum","","","",""
"Sehr unsicher","2007","2","Laendlicher Raum","","","",""
"Sehr unsicher","2007","3","Staedtischer Raum","","","",""
"Sehr unsicher","2007","3","Laendlicher Raum","","","",""
"Sehr unsicher","2007","4","Staedtischer Raum","","","",""
"Sehr unsicher","2007","4","Laendlicher Raum","","","",""
"Sehr unsicher","2007","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2007","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2008","2","Staedtischer Raum","","","",""
"Sehr sicher","2008","2","Laendlicher Raum","","","",""
"Sehr sicher","2008","3","Staedtischer Raum","","","",""
"Sehr sicher","2008","3","Laendlicher Raum","","","",""
"Sehr sicher","2008","4","Staedtischer Raum","","","",""
"Sehr sicher","2008","4","Laendlicher Raum","","","",""
"Sehr sicher","2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2008","2","Staedtischer Raum","","","",""
"Ziemlich sicher","2008","2","Laendlicher Raum","","","",""
"Ziemlich sicher","2008","3","Staedtischer Raum","","","",""
"Ziemlich sicher","2008","3","Laendlicher Raum","","","",""
"Ziemlich sicher","2008","4","Staedtischer Raum","","","",""
"Ziemlich sicher","2008","4","Laendlicher Raum","","","",""
"Ziemlich sicher","2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2008","2","Staedtischer Raum","","","",""
"Ziemlich unsicher","2008","2","Laendlicher Raum","","","",""
"Ziemlich unsicher","2008","3","Staedtischer Raum","","","",""
"Ziemlich unsicher","2008","3","Laendlicher Raum","","","",""
"Ziemlich unsicher","2008","4","Staedtischer Raum","","","",""
"Ziemlich unsicher","2008","4","Laendlicher Raum","","","",""
"Ziemlich unsicher","2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2008","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2008","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2008","2","Staedtischer Raum","","","",""
"Sehr unsicher","2008","2","Laendlicher Raum","","","",""
"Sehr unsicher","2008","3","Staedtischer Raum","","","",""
"Sehr unsicher","2008","3","Laendlicher Raum","","","",""
"Sehr unsicher","2008","4","Staedtischer Raum","","","",""
"Sehr unsicher","2008","4","Laendlicher Raum","","","",""
"Sehr unsicher","2008","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2008","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2009","2","Staedtischer Raum","435","0.156415291291463","0.142352298917255","0.17047828366567"
"Sehr sicher","2009","2","Laendlicher Raum","326","0.215812021741405","0.196471369695236","0.235152673787575"
"Sehr sicher","2009","3","Staedtischer Raum","450","0.146194554611376","0.133417193286422","0.158971915936329"
"Sehr sicher","2009","3","Laendlicher Raum","443","0.255440385971845","0.235963726624268","0.274917045319422"
"Sehr sicher","2009","4","Staedtischer Raum","649","0.18435692536187","0.171668676777353","0.197045173946387"
"Sehr sicher","2009","4","Laendlicher Raum","477","0.328706310732766","0.30671670532536","0.350695916140173"
"Sehr sicher","2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2009","2","Staedtischer Raum","1828","0.715576333228337","0.698110687865272","0.733041978591402"
"Ziemlich sicher","2009","2","Laendlicher Raum","1306","0.710853688662428","0.689539336168406","0.73216804115645"
"Ziemlich sicher","2009","3","Staedtischer Raum","2203","0.760857547208186","0.745430737095357","0.776284357321015"
"Ziemlich sicher","2009","3","Laendlicher Raum","1389","0.707006341269322","0.686679929712093","0.727332752826552"
"Ziemlich sicher","2009","4","Staedtischer Raum","2704","0.753808087219821","0.739712305646024","0.767903868793617"
"Ziemlich sicher","2009","4","Laendlicher Raum","1216","0.627838366946941","0.605210331092579","0.650466402801303"
"Ziemlich sicher","2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2009","2","Staedtischer Raum","278","0.121938325737081","0.109270373638939","0.134606277835224"
"Ziemlich unsicher","2009","2","Laendlicher Raum","92","0.0696996437366091","0.0577281021717957","0.0816711853014225"
"Ziemlich unsicher","2009","3","Staedtischer Raum","263","0.084924649497449","0.0748427717300878","0.0950065272648102"
"Ziemlich unsicher","2009","3","Laendlicher Raum","85","0.0330494908350904","0.0250657862377881","0.0410331954323926"
"Ziemlich unsicher","2009","4","Staedtischer Raum","225","0.058956674417499","0.0512495357606073","0.0666638130743907"
"Ziemlich unsicher","2009","4","Laendlicher Raum","47","0.03478997026317","0.0262117918473579","0.0433681486789822"
"Ziemlich unsicher","2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2009","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2009","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2009","2","Staedtischer Raum","22","","",""
"Sehr unsicher","2009","2","Laendlicher Raum","14","","",""
"Sehr unsicher","2009","3","Staedtischer Raum","21","","",""
"Sehr unsicher","2009","3","Laendlicher Raum","9","","",""
"Sehr unsicher","2009","4","Staedtischer Raum","10","","",""
"Sehr unsicher","2009","4","Laendlicher Raum","13","","",""
"Sehr unsicher","2009","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2009","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2010","2","Staedtischer Raum","","","",""
"Sehr sicher","2010","2","Laendlicher Raum","","","",""
"Sehr sicher","2010","3","Staedtischer Raum","","","",""
"Sehr sicher","2010","3","Laendlicher Raum","","","",""
"Sehr sicher","2010","4","Staedtischer Raum","","","",""
"Sehr sicher","2010","4","Laendlicher Raum","","","",""
"Sehr sicher","2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2010","2","Staedtischer Raum","","","",""
"Ziemlich sicher","2010","2","Laendlicher Raum","","","",""
"Ziemlich sicher","2010","3","Staedtischer Raum","","","",""
"Ziemlich sicher","2010","3","Laendlicher Raum","","","",""
"Ziemlich sicher","2010","4","Staedtischer Raum","","","",""
"Ziemlich sicher","2010","4","Laendlicher Raum","","","",""
"Ziemlich sicher","2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2010","2","Staedtischer Raum","","","",""
"Ziemlich unsicher","2010","2","Laendlicher Raum","","","",""
"Ziemlich unsicher","2010","3","Staedtischer Raum","","","",""
"Ziemlich unsicher","2010","3","Laendlicher Raum","","","",""
"Ziemlich unsicher","2010","4","Staedtischer Raum","","","",""
"Ziemlich unsicher","2010","4","Laendlicher Raum","","","",""
"Ziemlich unsicher","2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2010","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2010","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2010","2","Staedtischer Raum","","","",""
"Sehr unsicher","2010","2","Laendlicher Raum","","","",""
"Sehr unsicher","2010","3","Staedtischer Raum","","","",""
"Sehr unsicher","2010","3","Laendlicher Raum","","","",""
"Sehr unsicher","2010","4","Staedtischer Raum","","","",""
"Sehr unsicher","2010","4","Laendlicher Raum","","","",""
"Sehr unsicher","2010","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2010","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2011","2","Staedtischer Raum","","","",""
"Sehr sicher","2011","2","Laendlicher Raum","","","",""
"Sehr sicher","2011","3","Staedtischer Raum","","","",""
"Sehr sicher","2011","3","Laendlicher Raum","","","",""
"Sehr sicher","2011","4","Staedtischer Raum","","","",""
"Sehr sicher","2011","4","Laendlicher Raum","","","",""
"Sehr sicher","2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2011","2","Staedtischer Raum","","","",""
"Ziemlich sicher","2011","2","Laendlicher Raum","","","",""
"Ziemlich sicher","2011","3","Staedtischer Raum","","","",""
"Ziemlich sicher","2011","3","Laendlicher Raum","","","",""
"Ziemlich sicher","2011","4","Staedtischer Raum","","","",""
"Ziemlich sicher","2011","4","Laendlicher Raum","","","",""
"Ziemlich sicher","2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2011","2","Staedtischer Raum","","","",""
"Ziemlich unsicher","2011","2","Laendlicher Raum","","","",""
"Ziemlich unsicher","2011","3","Staedtischer Raum","","","",""
"Ziemlich unsicher","2011","3","Laendlicher Raum","","","",""
"Ziemlich unsicher","2011","4","Staedtischer Raum","","","",""
"Ziemlich unsicher","2011","4","Laendlicher Raum","","","",""
"Ziemlich unsicher","2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2011","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2011","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2011","2","Staedtischer Raum","","","",""
"Sehr unsicher","2011","2","Laendlicher Raum","","","",""
"Sehr unsicher","2011","3","Staedtischer Raum","","","",""
"Sehr unsicher","2011","3","Laendlicher Raum","","","",""
"Sehr unsicher","2011","4","Staedtischer Raum","","","",""
"Sehr unsicher","2011","4","Laendlicher Raum","","","",""
"Sehr unsicher","2011","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2011","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr sicher","2012","2","Staedtischer Raum","","","",""
"Sehr sicher","2012","2","Laendlicher Raum","","","",""
"Sehr sicher","2012","3","Staedtischer Raum","","","",""
"Sehr sicher","2012","3","Laendlicher Raum","","","",""
"Sehr sicher","2012","4","Staedtischer Raum","","","",""
"Sehr sicher","2012","4","Laendlicher Raum","","","",""
"Sehr sicher","2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Sehr sicher","2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich sicher","2012","2","Staedtischer Raum","","","",""
"Ziemlich sicher","2012","2","Laendlicher Raum","","","",""
"Ziemlich sicher","2012","3","Staedtischer Raum","","","",""
"Ziemlich sicher","2012","3","Laendlicher Raum","","","",""
"Ziemlich sicher","2012","4","Staedtischer Raum","","","",""
"Ziemlich sicher","2012","4","Laendlicher Raum","","","",""
"Ziemlich sicher","2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich sicher","2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Ziemlich unsicher","2012","2","Staedtischer Raum","","","",""
"Ziemlich unsicher","2012","2","Laendlicher Raum","","","",""
"Ziemlich unsicher","2012","3","Staedtischer Raum","","","",""
"Ziemlich unsicher","2012","3","Laendlicher Raum","","","",""
"Ziemlich unsicher","2012","4","Staedtischer Raum","","","",""
"Ziemlich unsicher","2012","4","Laendlicher Raum","","","",""
"Ziemlich unsicher","2012","5 Einkommensstärkstes Quintil","Staedtischer Raum","","","",""
"Ziemlich unsicher","2012","5 Einkommensstärkstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2012","1 Einkommensschwächstes Quintil","Staedtischer Raum","","","",""
"Sehr unsicher","2012","1 Einkommensschwächstes Quintil","Laendlicher Raum","","","",""
"Sehr unsicher","2012","2","Staedtischer Raum","","","",""
"Sehr unsicher","2012","2","Laendlicher Raum","","","",""
"Sehr unsicher","2012","3","Staedtischer Raum","","","",""
"Sehr unsicher","2012","3","Laendlicher Raum","","","",""
