,Unnamed: 0,year,pgisced97,sampreg,plh0187,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
74,74,2008,Upper Secondary Level,East,Very often,0.03705,83,18573,0.03072,0.04385
75,75,2008,Post-secondary Non-tertiary Level,West,Very seldom,0.20241,198,18573,0.18095,0.22272
76,76,2008,Post-secondary Non-tertiary Level,West,Seldom,0.35121,308,18573,0.31845,0.38208
77,77,2008,Post-secondary Non-tertiary Level,West,Sometimes,0.32787,293,18573,0.29578,0.36334
78,78,2008,Post-secondary Non-tertiary Level,West,Often,0.11851,100,18573,0.09379,0.13599
79,79,2008,Post-secondary Non-tertiary Level,East,Very seldom,0.24597,31,18573,0.17769,0.32018
80,80,2008,Post-secondary Non-tertiary Level,East,Seldom,0.4347,62,18573,0.3426,0.52076
81,81,2008,Post-secondary Non-tertiary Level,East,Sometimes,0.31933,49,18573,0.25187,0.38418
82,82,2008,First Stage of Tertiary Education,West,Very seldom,0.24599,238,18573,0.22454,0.27148
83,83,2008,First Stage of Tertiary Education,West,Seldom,0.3705,375,18573,0.34483,0.40189
84,84,2008,First Stage of Tertiary Education,West,Sometimes,0.28806,304,18573,0.25814,0.31863
85,85,2008,First Stage of Tertiary Education,West,Often,0.09545,99,18573,0.07797,0.11552
86,86,2008,First Stage of Tertiary Education,East,Very seldom,0.17143,64,18573,0.13379,0.21545
87,87,2008,First Stage of Tertiary Education,East,Seldom,0.40581,161,18573,0.35097,0.46515
88,88,2008,First Stage of Tertiary Education,East,Sometimes,0.3058,109,18573,0.24291,0.36032
89,89,2008,First Stage of Tertiary Education,East,Often,0.11696,34,18573,0.09193,0.14784
90,90,2008,Second Stage of Tertiary Education,West,Very seldom,0.25406,819,18573,0.23519,0.26897
91,91,2008,Second Stage of Tertiary Education,West,Seldom,0.35532,1075,18573,0.33731,0.37432
92,92,2008,Second Stage of Tertiary Education,West,Sometimes,0.28141,795,18573,0.26023,0.29916
93,93,2008,Second Stage of Tertiary Education,West,Often,0.08632,206,18573,0.0766,0.09701
94,94,2008,Second Stage of Tertiary Education,West,Very often,0.0229,50,18573,0.01658,0.02788
95,95,2008,Second Stage of Tertiary Education,East,Very seldom,0.19318,236,18573,0.16946,0.21585
96,96,2008,Second Stage of Tertiary Education,East,Seldom,0.37985,468,18573,0.34886,0.41493
97,97,2008,Second Stage of Tertiary Education,East,Sometimes,0.33986,414,18573,0.30658,0.36722
98,98,2008,Second Stage of Tertiary Education,East,Often,0.08711,98,18573,0.0752,0.10323
99,99,2009,Pre-primary Level,West,Very seldom,0.26583,56,17277,0.20218,0.3232
100,100,2009,Pre-primary Level,West,Seldom,0.33429,89,17277,0.26368,0.42385
101,101,2009,Pre-primary Level,West,Sometimes,0.39988,81,17277,0.31948,0.50832
102,102,2009,Primary Level,West,Sometimes,1.0,55,17277,0.76585,1.23187
103,103,2009,Lower Secondary Level,West,Very seldom,0.16757,268,17277,0.15418,0.18118
104,104,2009,Lower Secondary Level,West,Seldom,0.30276,467,17277,0.27844,0.32603
105,105,2009,Lower Secondary Level,West,Sometimes,0.33523,497,17277,0.31379,0.35847
106,106,2009,Lower Secondary Level,West,Often,0.14666,216,17277,0.1324,0.16126
107,107,2009,Lower Secondary Level,West,Very often,0.04777,70,17277,0.03861,0.05691
108,108,2009,Lower Secondary Level,East,Very seldom,0.24696,46,17277,0.18196,0.32084
109,109,2009,Lower Secondary Level,East,Seldom,0.41495,91,17277,0.34074,0.50595
110,110,2009,Lower Secondary Level,East,Sometimes,0.33809,85,17277,0.29333,0.38624
111,111,2009,Upper Secondary Level,West,Very seldom,0.20263,1416,17277,0.19327,0.2122
112,112,2009,Upper Secondary Level,West,Seldom,0.33257,2257,17277,0.32135,0.34574
113,113,2009,Upper Secondary Level,West,Sometimes,0.32288,2067,17277,0.31127,0.33637
114,114,2009,Upper Secondary Level,West,Often,0.10363,659,17277,0.09539,0.11182
115,115,2009,Upper Secondary Level,West,Very often,0.03828,224,17277,0.034,0.04298
116,116,2009,Upper Secondary Level,East,Very seldom,0.17632,433,17277,0.16447,0.19214
117,117,2009,Upper Secondary Level,East,Seldom,0.3459,873,17277,0.32036,0.36825
118,118,2009,Upper Secondary Level,East,Sometimes,0.32392,766,17277,0.30031,0.34517
119,119,2009,Upper Secondary Level,East,Often,0.11665,234,17277,0.10229,0.13358
120,120,2009,Upper Secondary Level,East,Very often,0.0372,74,17277,0.02792,0.04647
121,121,2009,Post-secondary Non-tertiary Level,West,Very seldom,0.19528,168,17277,0.17075,0.22229
122,122,2009,Post-secondary Non-tertiary Level,West,Seldom,0.32208,287,17277,0.28522,0.35662
123,123,2009,Post-secondary Non-tertiary Level,West,Sometimes,0.35768,265,17277,0.32414,0.39934
124,124,2009,Post-secondary Non-tertiary Level,West,Often,0.12496,97,17277,0.10281,0.15103
125,125,2009,Post-secondary Non-tertiary Level,East,Seldom,0.5592,62,17277,0.44492,0.72622
126,126,2009,Post-secondary Non-tertiary Level,East,Sometimes,0.4408,44,17277,0.2655,0.63873
127,127,2009,First Stage of Tertiary Education,West,Very seldom,0.20906,214,17277,0.18728,0.2356
128,128,2009,First Stage of Tertiary Education,West,Seldom,0.34443,325,17277,0.30598,0.37935
129,129,2009,First Stage of Tertiary Education,West,Sometimes,0.2981,276,17277,0.26405,0.33468
130,130,2009,First Stage of Tertiary Education,West,Often,0.11309,101,17277,0.09237,0.13328
131,131,2009,First Stage of Tertiary Education,West,Very often,0.03532,33,17277,0.02379,0.04711
132,132,2009,First Stage of Tertiary Education,East,Very seldom,0.26187,82,17277,0.20549,0.3183
133,133,2009,First Stage of Tertiary Education,East,Seldom,0.34986,148,17277,0.30402,0.40689
134,134,2009,First Stage of Tertiary Education,East,Sometimes,0.29997,97,17277,0.23894,0.36905
135,135,2009,First Stage of Tertiary Education,East,Often,0.0883,32,17277,0.06364,0.11519
136,136,2009,Second Stage of Tertiary Education,West,Very seldom,0.23833,705,17277,0.2191,0.25806
137,137,2009,Second Stage of Tertiary Education,West,Seldom,0.37477,1068,17277,0.35239,0.40014
138,138,2009,Second Stage of Tertiary Education,West,Sometimes,0.28087,778,17277,0.25929,0.30332
139,139,2009,Second Stage of Tertiary Education,West,Often,0.08739,226,17277,0.07615,0.09802
140,140,2009,Second Stage of Tertiary Education,West,Very often,0.01864,43,17277,0.01284,0.02426
141,141,2009,Second Stage of Tertiary Education,East,Very seldom,0.22762,287,17277,0.20006,0.25673
142,142,2009,Second Stage of Tertiary Education,East,Seldom,0.35582,418,17277,0.3216,0.39257
143,143,2009,Second Stage of Tertiary Education,East,Sometimes,0.31354,373,17277,0.28311,0.34846
144,144,2009,Second Stage of Tertiary Education,East,Often,0.0826,93,17277,0.06731,0.09576
145,145,2009,Second Stage of Tertiary Education,East,Very often,0.02042,31,17277,0.01549,0.02593
146,146,2010,Pre-primary Level,West,Very seldom,0.26038,65,16002,0.19941,0.3252
147,147,2010,Pre-primary Level,West,Seldom,0.27569,68,16002,0.20232,0.36229
148,148,2010,Pre-primary Level,West,Sometimes,0.46393,74,16002,0.33567,0.59488
149,149,2010,Primary Level,West,Seldom,0.49041,31,16002,0.33207,0.65988
150,150,2010,Primary Level,West,Sometimes,0.50959,35,16002,0.35925,0.67107
151,151,2010,Lower Secondary Level,West,Very seldom,0.17619,270,16002,0.16048,0.19886
152,152,2010,Lower Secondary Level,West,Seldom,0.28756,396,16002,0.26238,0.3145
153,153,2010,Lower Secondary Level,West,Sometimes,0.32714,452,16002,0.30134,0.35339
154,154,2010,Lower Secondary Level,West,Often,0.1457,194,16002,0.12771,0.16723
155,155,2010,Lower Secondary Level,West,Very often,0.06341,77,16002,0.05114,0.07647
156,156,2010,Lower Secondary Level,East,Very seldom,0.16516,35,16002,0.11967,0.22148
157,157,2010,Lower Secondary Level,East,Seldom,0.4165,68,16002,0.30051,0.54876
158,158,2010,Lower Secondary Level,East,Sometimes,0.41834,75,16002,0.35355,0.49644
159,159,2010,Upper Secondary Level,West,Very seldom,0.20341,1287,16002,0.19437,0.21471
160,160,2010,Upper Secondary Level,West,Seldom,0.33294,2101,16002,0.32088,0.34638
161,161,2010,Upper Secondary Level,West,Sometimes,0.31716,1869,16002,0.3036,0.3307
162,162,2010,Upper Secondary Level,West,Often,0.11516,659,16002,0.10669,0.12247
163,163,2010,Upper Secondary Level,West,Very often,0.03133,174,16002,0.02662,0.03637
164,164,2010,Upper Secondary Level,East,Very seldom,0.17838,417,16002,0.1621,0.19501
165,165,2010,Upper Secondary Level,East,Seldom,0.339,772,16002,0.3143,0.36607
166,166,2010,Upper Secondary Level,East,Sometimes,0.31729,692,16002,0.29398,0.34165
167,167,2010,Upper Secondary Level,East,Often,0.13538,234,16002,0.12037,0.15232
168,168,2010,Upper Secondary Level,East,Very often,0.02996,59,16002,0.02227,0.03958
169,169,2010,Post-secondary Non-tertiary Level,West,Very seldom,0.2341,186,16002,0.19835,0.26785
170,170,2010,Post-secondary Non-tertiary Level,West,Seldom,0.37254,278,16002,0.32222,0.4252
171,171,2010,Post-secondary Non-tertiary Level,West,Sometimes,0.32152,237,16002,0.27752,0.37214
172,172,2010,Post-secondary Non-tertiary Level,West,Often,0.07184,76,16002,0.05604,0.08946
173,173,2010,Post-secondary Non-tertiary Level,East,Seldom,0.49216,44,16002,0.33067,0.64646
174,174,2010,Post-secondary Non-tertiary Level,East,Sometimes,0.50784,50,16002,0.37209,0.67512
175,175,2010,First Stage of Tertiary Education,West,Very seldom,0.21751,202,16002,0.18891,0.24128
176,176,2010,First Stage of Tertiary Education,West,Seldom,0.39887,336,16002,0.35614,0.43788
177,177,2010,First Stage of Tertiary Education,West,Sometimes,0.29719,265,16002,0.26182,0.33969
178,178,2010,First Stage of Tertiary Education,West,Often,0.08643,82,16002,0.06647,0.10582
179,179,2010,First Stage of Tertiary Education,East,Very seldom,0.166,56,16002,0.12388,0.21566
180,180,2010,First Stage of Tertiary Education,East,Seldom,0.39922,142,16002,0.32198,0.47731
181,181,2010,First Stage of Tertiary Education,East,Sometimes,0.31098,109,16002,0.23841,0.39021
182,182,2010,First Stage of Tertiary Education,East,Often,0.12379,33,16002,0.07969,0.17398
183,183,2010,Second Stage of Tertiary Education,West,Very seldom,0.22927,665,16002,0.20746,0.24952
184,184,2010,Second Stage of Tertiary Education,West,Seldom,0.35703,1029,16002,0.33094,0.38776
185,185,2010,Second Stage of Tertiary Education,West,Sometimes,0.30099,777,16002,0.27873,0.32483
186,186,2010,Second Stage of Tertiary Education,West,Often,0.09538,200,16002,0.08247,0.10887
187,187,2010,Second Stage of Tertiary Education,West,Very often,0.01733,34,16002,0.01242,0.02279
188,188,2010,Second Stage of Tertiary Education,East,Very seldom,0.211,230,16002,0.17816,0.25052
189,189,2010,Second Stage of Tertiary Education,East,Seldom,0.39393,429,16002,0.36576,0.43746
190,190,2010,Second Stage of Tertiary Education,East,Sometimes,0.30233,344,16002,0.27408,0.34095
191,191,2010,Second Stage of Tertiary Education,East,Often,0.09274,94,16002,0.07549,0.11336
192,192,2011,Pre-primary Level,West,Very seldom,0.22493,51,20097,0.17465,0.27438
193,193,2011,Pre-primary Level,West,Seldom,0.4037,110,20097,0.33479,0.48442
194,194,2011,Pre-primary Level,West,Sometimes,0.37137,88,20097,0.29627,0.44456
195,195,2011,Primary Level,West,Very seldom,0.25682,34,20097,0.18712,0.33852
196,196,2011,Primary Level,West,Seldom,0.41166,62,20097,0.32458,0.50635
197,197,2011,Primary Level,West,Sometimes,0.33153,57,20097,0.25438,0.41161
198,198,2011,Lower Secondary Level,West,Very seldom,0.17643,352,20097,0.1615,0.1952
199,199,2011,Lower Secondary Level,West,Seldom,0.28655,522,20097,0.26658,0.30796
200,200,2011,Lower Secondary Level,West,Sometimes,0.34529,632,20097,0.32218,0.37169
201,201,2011,Lower Secondary Level,West,Often,0.14067,256,20097,0.1257,0.15843
202,202,2011,Lower Secondary Level,West,Very often,0.05106,86,20097,0.04241,0.06083
203,203,2011,Lower Secondary Level,East,Very seldom,0.17329,49,20097,0.13629,0.21004
204,204,2011,Lower Secondary Level,East,Seldom,0.29698,84,20097,0.24753,0.35098
205,205,2011,Lower Secondary Level,East,Sometimes,0.34935,107,20097,0.3033,0.3979
206,206,2011,Lower Secondary Level,East,Often,0.18038,47,20097,0.13482,0.24653
207,207,2011,Upper Secondary Level,West,Very seldom,0.20471,1609,20097,0.19499,0.21232
208,208,2011,Upper Secondary Level,West,Seldom,0.31471,2551,20097,0.3048,0.32541
209,209,2011,Upper Secondary Level,West,Sometimes,0.33597,2585,20097,0.32507,0.34607
210,210,2011,Upper Secondary Level,West,Often,0.113,834,20097,0.10619,0.11853
211,211,2011,Upper Secondary Level,West,Very often,0.03161,236,20097,0.02764,0.03547
212,212,2011,Upper Secondary Level,East,Very seldom,0.19557,547,20097,0.18151,0.2102
213,213,2011,Upper Secondary Level,East,Seldom,0.32267,842,20097,0.29774,0.34145
214,214,2011,Upper Secondary Level,East,Sometimes,0.33266,866,20097,0.3134,0.35249
215,215,2011,Upper Secondary Level,East,Often,0.11021,265,20097,0.09875,0.12305
216,216,2011,Upper Secondary Level,East,Very often,0.03889,97,20097,0.03117,0.04891
217,217,2011,Post-secondary Non-tertiary Level,West,Very seldom,0.20412,198,20097,0.17861,0.23459
218,218,2011,Post-secondary Non-tertiary Level,West,Seldom,0.33826,344,20097,0.30519,0.3822
219,219,2011,Post-secondary Non-tertiary Level,West,Sometimes,0.3535,343,20097,0.31536,0.39108
220,220,2011,Post-secondary Non-tertiary Level,West,Often,0.10412,117,20097,0.0902,0.11933
221,221,2011,Post-secondary Non-tertiary Level,East,Very seldom,0.23126,35,20097,0.15372,0.31511
222,222,2011,Post-secondary Non-tertiary Level,East,Seldom,0.4495,69,20097,0.33052,0.604
223,223,2011,Post-secondary Non-tertiary Level,East,Sometimes,0.31924,51,20097,0.24815,0.40135
224,224,2011,First Stage of Tertiary Education,West,Very seldom,0.21379,210,20097,0.18188,0.24032
225,225,2011,First Stage of Tertiary Education,West,Seldom,0.38836,414,20097,0.34912,0.41717
226,226,2011,First Stage of Tertiary Education,West,Sometimes,0.28422,295,20097,0.24686,0.31299
227,227,2011,First Stage of Tertiary Education,West,Often,0.11363,101,20097,0.09079,0.14063
228,228,2011,First Stage of Tertiary Education,East,Very seldom,0.16976,75,20097,0.12372,0.23434
229,229,2011,First Stage of Tertiary Education,East,Seldom,0.39815,141,20097,0.33317,0.46463
230,230,2011,First Stage of Tertiary Education,East,Sometimes,0.34029,145,20097,0.27882,0.41082
231,231,2011,First Stage of Tertiary Education,East,Often,0.09181,31,20097,0.06377,0.12151
232,232,2011,Second Stage of Tertiary Education,West,Very seldom,0.23164,803,20097,0.21678,0.24836
233,233,2011,Second Stage of Tertiary Education,West,Seldom,0.35771,1211,20097,0.33446,0.37978
234,234,2011,Second Stage of Tertiary Education,West,Sometimes,0.3056,979,20097,0.28679,0.3235
235,235,2011,Second Stage of Tertiary Education,West,Often,0.08996,249,20097,0.07865,0.10064
236,236,2011,Second Stage of Tertiary Education,West,Very often,0.01509,49,20097,0.011,0.01943
237,237,2011,Second Stage of Tertiary Education,East,Very seldom,0.21293,283,20097,0.19705,0.23237
238,238,2011,Second Stage of Tertiary Education,East,Seldom,0.34749,463,20097,0.31641,0.37432
239,239,2011,Second Stage of Tertiary Education,East,Sometimes,0.3433,409,20097,0.30848,0.37775
240,240,2011,Second Stage of Tertiary Education,East,Often,0.09627,113,20097,0.07749,0.11779
241,241,2012,Pre-primary Level,West,Very seldom,0.239,55,19916,0.1889,0.29107
242,242,2012,Pre-primary Level,West,Seldom,0.42901,92,19916,0.36791,0.52016
243,243,2012,Pre-primary Level,West,Sometimes,0.33199,86,19916,0.27654,0.40062
244,244,2012,Primary Level,West,Very seldom,0.19339,36,19916,0.1441,0.24822
245,245,2012,Primary Level,West,Seldom,0.29409,43,19916,0.22275,0.37578
246,246,2012,Primary Level,West,Sometimes,0.32798,65,19916,0.26758,0.39602
247,247,2012,Primary Level,West,Often,0.18454,36,19916,0.14531,0.24889
248,248,2012,Lower Secondary Level,West,Very seldom,0.18458,358,19916,0.1698,0.19732
249,249,2012,Lower Secondary Level,West,Seldom,0.29569,548,19916,0.27142,0.31559
250,250,2012,Lower Secondary Level,West,Sometimes,0.35125,618,19916,0.32963,0.37631
251,251,2012,Lower Secondary Level,West,Often,0.12339,220,19916,0.10891,0.1379
252,252,2012,Lower Secondary Level,West,Very often,0.0451,80,19916,0.03638,0.05499
253,253,2012,Lower Secondary Level,East,Very seldom,0.23961,60,19916,0.19869,0.29625
254,254,2012,Lower Secondary Level,East,Seldom,0.35574,87,19916,0.28781,0.42027
255,255,2012,Lower Secondary Level,East,Sometimes,0.40465,101,19916,0.35285,0.46532
256,256,2012,Upper Secondary Level,West,Very seldom,0.22112,1739,19916,0.21275,0.23095
257,257,2012,Upper Secondary Level,West,Seldom,0.34798,2721,19916,0.33586,0.3608
258,258,2012,Upper Secondary Level,West,Sometimes,0.30509,2287,19916,0.29517,0.31669
259,259,2012,Upper Secondary Level,West,Often,0.10093,733,19916,0.09429,0.10787
260,260,2012,Upper Secondary Level,West,Very often,0.02488,190,19916,0.02242,0.02785
261,261,2012,Upper Secondary Level,East,Very seldom,0.21138,576,19916,0.19555,0.22525
262,262,2012,Upper Secondary Level,East,Seldom,0.33862,894,19916,0.32031,0.35283
263,263,2012,Upper Secondary Level,East,Sometimes,0.29905,774,19916,0.28083,0.31969
264,264,2012,Upper Secondary Level,East,Often,0.12434,275,19916,0.11257,0.13863
265,265,2012,Upper Secondary Level,East,Very often,0.02662,66,19916,0.01997,0.0343
266,266,2012,Post-secondary Non-tertiary Level,West,Very seldom,0.23564,226,19916,0.20922,0.26642
267,267,2012,Post-secondary Non-tertiary Level,West,Seldom,0.35129,352,19916,0.3179,0.38191
268,268,2012,Post-secondary Non-tertiary Level,West,Sometimes,0.29915,301,19916,0.26787,0.32725
269,269,2012,Post-secondary Non-tertiary Level,West,Often,0.11392,106,19916,0.09851,0.13259
270,270,2012,Post-secondary Non-tertiary Level,East,Very seldom,0.26018,40,19916,0.18021,0.35479
271,271,2012,Post-secondary Non-tertiary Level,East,Seldom,0.3801,75,19916,0.29891,0.47186
272,272,2012,Post-secondary Non-tertiary Level,East,Sometimes,0.35972,53,19916,0.26264,0.47699
273,273,2012,First Stage of Tertiary Education,West,Very seldom,0.21758,236,19916,0.19471,0.24376
274,274,2012,First Stage of Tertiary Education,West,Seldom,0.38743,407,19916,0.34852,0.42231
275,275,2012,First Stage of Tertiary Education,West,Sometimes,0.28642,282,19916,0.25618,0.32103
276,276,2012,First Stage of Tertiary Education,West,Often,0.10858,86,19916,0.08333,0.13514
277,277,2012,First Stage of Tertiary Education,East,Very seldom,0.22372,89,19916,0.17177,0.27112
278,278,2012,First Stage of Tertiary Education,East,Seldom,0.34049,151,19916,0.28063,0.40552
279,279,2012,First Stage of Tertiary Education,East,Sometimes,0.31942,119,19916,0.25506,0.38659
280,280,2012,First Stage of Tertiary Education,East,Often,0.11637,38,19916,0.08566,0.14925
281,281,2012,Second Stage of Tertiary Education,West,Very seldom,0.26386,905,19916,0.24563,0.28005
282,282,2012,Second Stage of Tertiary Education,West,Seldom,0.38338,1320,19916,0.36238,0.40391
283,283,2012,Second Stage of Tertiary Education,West,Sometimes,0.27051,889,19916,0.25665,0.28847
284,284,2012,Second Stage of Tertiary Education,West,Often,0.06832,212,19916,0.06174,0.07746
285,285,2012,Second Stage of Tertiary Education,West,Very often,0.01393,50,19916,0.01021,0.01779
286,286,2012,Second Stage of Tertiary Education,East,Very seldom,0.2053,258,19916,0.18001,0.22885
287,287,2012,Second Stage of Tertiary Education,East,Seldom,0.39923,506,19916,0.37059,0.43698
288,288,2012,Second Stage of Tertiary Education,East,Sometimes,0.30317,380,19916,0.27339,0.33336
289,289,2012,Second Stage of Tertiary Education,East,Often,0.0923,95,19916,0.07616,0.11104
290,290,2013,Pre-primary Level,West,Very seldom,0.19996,81,24941,0.16428,0.24645
291,291,2013,Pre-primary Level,West,Seldom,0.34964,158,24941,0.28043,0.43555
292,292,2013,Pre-primary Level,West,Sometimes,0.28939,113,24941,0.23659,0.35639
293,293,2013,Pre-primary Level,West,Often,0.16101,42,24941,0.09272,0.23474
294,294,2013,Primary Level,West,Very seldom,0.18806,42,24941,0.12429,0.27073
295,295,2013,Primary Level,West,Seldom,0.25221,75,24941,0.18555,0.32105
296,296,2013,Primary Level,West,Sometimes,0.35975,94,24941,0.28752,0.42688
297,297,2013,Primary Level,West,Often,0.19999,49,24941,0.14121,0.26826
298,298,2013,Lower Secondary Level,West,Very seldom,0.184,417,24941,0.16799,0.20154
299,299,2013,Lower Secondary Level,West,Seldom,0.31291,727,24941,0.28861,0.33816
300,300,2013,Lower Secondary Level,West,Sometimes,0.33265,731,24941,0.31012,0.35954
301,301,2013,Lower Secondary Level,West,Often,0.12422,279,24941,0.11029,0.14121
302,302,2013,Lower Secondary Level,West,Very often,0.04623,105,24941,0.03834,0.05596
