,Unnamed: 0,year,pgisced97,quintil_oecd,ple0162,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
25,25,2012,First Stage of Tertiary Education,4th Quintile,Yes,1.0,113,7769,0.84816,1.16018
26,26,2012,First Stage of Tertiary Education,5th Quintile,Yes,1.0,105,7769,0.79658,1.20342
27,27,2012,Second Stage of Tertiary Education,1st Quintile,Yes,1.0,127,7769,0.82027,1.20391
28,28,2012,Second Stage of Tertiary Education,2nd Quintile,Yes,1.0,172,7769,0.83847,1.17737
29,29,2012,Second Stage of Tertiary Education,3rd Quintile,Yes,1.0,248,7769,0.883,1.11705
30,30,2012,Second Stage of Tertiary Education,4th Quintile,Yes,1.0,279,7769,0.88514,1.12479
31,31,2012,Second Stage of Tertiary Education,5th Quintile,Yes,0.92462,582,7769,0.84699,1.01124
32,32,2012,Second Stage of Tertiary Education,5th Quintile,No,0.07538,56,7769,0.05642,0.09947
33,33,2013,Primary Level,1st Quintile,Yes,1.0,86,7815,0.80029,1.23472
34,34,2013,Primary Level,2nd Quintile,Yes,1.0,31,7815,0.64484,1.28768
35,35,2013,Lower Secondary Level,1st Quintile,Yes,1.0,432,7815,0.90518,1.09598
36,36,2013,Lower Secondary Level,2nd Quintile,Yes,1.0,260,7815,0.90061,1.09515
37,37,2013,Lower Secondary Level,3rd Quintile,Yes,1.0,168,7815,0.87789,1.12279
38,38,2013,Lower Secondary Level,4th Quintile,Yes,1.0,102,7815,0.86763,1.14527
39,39,2013,Lower Secondary Level,5th Quintile,Yes,1.0,40,7815,0.77464,1.25614
40,40,2013,Upper Secondary Level,1st Quintile,Yes,0.96782,1014,7815,0.9083,1.03482
41,41,2013,Upper Secondary Level,1st Quintile,No,0.03218,52,7815,0.02318,0.04251
42,42,2013,Upper Secondary Level,2nd Quintile,Yes,0.94992,1003,7815,0.89331,1.01336
43,43,2013,Upper Secondary Level,2nd Quintile,No,0.05008,60,7815,0.03609,0.06863
44,44,2013,Upper Secondary Level,3rd Quintile,Yes,0.93001,876,7815,0.87995,0.98498
45,45,2013,Upper Secondary Level,3rd Quintile,No,0.06999,58,7815,0.05535,0.0867
46,46,2013,Upper Secondary Level,4th Quintile,Yes,0.93209,709,7815,0.87814,0.98444
47,47,2013,Upper Secondary Level,4th Quintile,No,0.06791,42,7815,0.05123,0.08709
48,48,2013,Upper Secondary Level,5th Quintile,Yes,0.93199,496,7815,0.85944,1.00855
49,49,2013,Upper Secondary Level,5th Quintile,No,0.06801,31,7815,0.04152,0.09807
50,50,2013,Post-secondary Non-tertiary Level,1st Quintile,Yes,1.0,85,7815,0.72185,1.32067
51,51,2013,Post-secondary Non-tertiary Level,2nd Quintile,Yes,1.0,102,7815,0.78863,1.22427
52,52,2013,Post-secondary Non-tertiary Level,3rd Quintile,Yes,1.0,84,7815,0.7944,1.26499
53,53,2013,Post-secondary Non-tertiary Level,4th Quintile,Yes,1.0,76,7815,0.76769,1.19208
54,54,2013,Post-secondary Non-tertiary Level,5th Quintile,Yes,1.0,69,7815,0.75443,1.24742
55,55,2013,First Stage of Tertiary Education,1st Quintile,Yes,1.0,78,7815,0.75401,1.23705
56,56,2013,First Stage of Tertiary Education,2nd Quintile,Yes,1.0,113,7815,0.81574,1.21063
57,57,2013,First Stage of Tertiary Education,3rd Quintile,Yes,1.0,124,7815,0.84873,1.19607
58,58,2013,First Stage of Tertiary Education,4th Quintile,Yes,1.0,102,7815,0.80896,1.18973
59,59,2013,First Stage of Tertiary Education,5th Quintile,Yes,1.0,115,7815,0.83369,1.27364
60,60,2013,Second Stage of Tertiary Education,1st Quintile,Yes,1.0,107,7815,0.76294,1.24179
61,61,2013,Second Stage of Tertiary Education,2nd Quintile,Yes,1.0,182,7815,0.87946,1.13516
62,62,2013,Second Stage of Tertiary Education,3rd Quintile,Yes,1.0,235,7815,0.86398,1.12492
63,63,2013,Second Stage of Tertiary Education,4th Quintile,Yes,1.0,290,7815,0.87782,1.14586
64,64,2013,Second Stage of Tertiary Education,5th Quintile,Yes,0.93071,548,7815,0.85031,1.01606
65,65,2013,Second Stage of Tertiary Education,5th Quintile,No,0.06929,45,7815,0.04896,0.09515
66,66,2015,Primary Level,1st Quintile,Yes,1.0,103,8024,0.79598,1.18027
67,67,2015,Primary Level,2nd Quintile,Yes,1.0,42,8024,0.71341,1.29932
68,68,2015,Lower Secondary Level,1st Quintile,Yes,1.0,421,8024,0.89832,1.08667
69,69,2015,Lower Secondary Level,2nd Quintile,Yes,1.0,276,8024,0.89978,1.10584
70,70,2015,Lower Secondary Level,3rd Quintile,Yes,1.0,159,8024,0.87109,1.13216
71,71,2015,Lower Secondary Level,4th Quintile,Yes,1.0,89,8024,0.80797,1.20577
72,72,2015,Lower Secondary Level,5th Quintile,Yes,1.0,41,8024,0.8235,1.22448
73,73,2015,Upper Secondary Level,1st Quintile,Yes,0.92886,980,8024,0.86933,0.99168
74,74,2015,Upper Secondary Level,1st Quintile,No,0.07114,77,8024,0.05212,0.0909
75,75,2015,Upper Secondary Level,2nd Quintile,Yes,0.9301,1092,8024,0.8747,0.98349
76,76,2015,Upper Secondary Level,2nd Quintile,No,0.0699,78,8024,0.05107,0.09182
77,77,2015,Upper Secondary Level,3rd Quintile,Yes,0.86186,801,8024,0.81251,0.9179
78,78,2015,Upper Secondary Level,3rd Quintile,No,0.13814,99,8024,0.10855,0.17682
79,79,2015,Upper Secondary Level,4th Quintile,Yes,0.88118,690,8024,0.82737,0.93939
80,80,2015,Upper Secondary Level,4th Quintile,No,0.11882,91,8024,0.09262,0.14848
81,81,2015,Upper Secondary Level,5th Quintile,Yes,0.86833,453,8024,0.79196,0.9314
82,82,2015,Upper Secondary Level,5th Quintile,No,0.13167,66,8024,0.09808,0.16474
83,83,2015,Post-secondary Non-tertiary Level,1st Quintile,Yes,1.0,120,8024,0.77473,1.24233
84,84,2015,Post-secondary Non-tertiary Level,2nd Quintile,Yes,1.0,91,8024,0.76465,1.2816
85,85,2015,Post-secondary Non-tertiary Level,3rd Quintile,Yes,1.0,96,8024,0.81184,1.26088
86,86,2015,Post-secondary Non-tertiary Level,4th Quintile,Yes,1.0,80,8024,0.80038,1.25703
87,87,2015,Post-secondary Non-tertiary Level,5th Quintile,Yes,1.0,76,8024,0.75753,1.28098
88,88,2015,First Stage of Tertiary Education,1st Quintile,Yes,1.0,53,8024,0.75381,1.28675
89,89,2015,First Stage of Tertiary Education,2nd Quintile,Yes,1.0,109,8024,0.83091,1.19971
90,90,2015,First Stage of Tertiary Education,3rd Quintile,Yes,1.0,121,8024,0.83962,1.15698
91,91,2015,First Stage of Tertiary Education,4th Quintile,Yes,1.0,102,8024,0.84252,1.1559
92,92,2015,First Stage of Tertiary Education,5th Quintile,Yes,1.0,118,8024,0.83377,1.18109
93,93,2015,Second Stage of Tertiary Education,1st Quintile,Yes,1.0,139,8024,0.78493,1.2184
94,94,2015,Second Stage of Tertiary Education,2nd Quintile,Yes,1.0,194,8024,0.85575,1.10583
95,95,2015,Second Stage of Tertiary Education,3rd Quintile,Yes,1.0,234,8024,0.85796,1.14728
96,96,2015,Second Stage of Tertiary Education,4th Quintile,Yes,0.91734,310,8024,0.8132,1.03308
97,97,2015,Second Stage of Tertiary Education,4th Quintile,No,0.08266,39,8024,0.05918,0.11484
98,98,2015,Second Stage of Tertiary Education,5th Quintile,Yes,0.86823,502,8024,0.80207,0.95678
99,99,2015,Second Stage of Tertiary Education,5th Quintile,No,0.13177,82,8024,0.1038,0.16747
100,100,2017,Primary Level,1st Quintile,Yes,1.0,106,6853,0.80878,1.20098
101,101,2017,Lower Secondary Level,1st Quintile,Yes,1.0,381,6853,0.89986,1.12708
102,102,2017,Lower Secondary Level,2nd Quintile,Yes,1.0,203,6853,0.88876,1.14248
103,103,2017,Lower Secondary Level,3rd Quintile,Yes,1.0,167,6853,0.88303,1.13255
104,104,2017,Lower Secondary Level,4th Quintile,Yes,1.0,88,6853,0.82364,1.15761
105,105,2017,Upper Secondary Level,1st Quintile,Yes,0.97477,837,6853,0.90226,1.04359
106,106,2017,Upper Secondary Level,1st Quintile,No,0.02523,31,6853,0.01616,0.03453
107,107,2017,Upper Secondary Level,2nd Quintile,Yes,0.96958,946,6853,0.91463,1.03158
108,108,2017,Upper Secondary Level,2nd Quintile,No,0.03042,40,6853,0.02244,0.04069
109,109,2017,Upper Secondary Level,3rd Quintile,Yes,0.94738,756,6853,0.88585,1.01267
110,110,2017,Upper Secondary Level,3rd Quintile,No,0.05262,43,6853,0.03577,0.06943
111,111,2017,Upper Secondary Level,4th Quintile,Yes,1.0,597,6853,0.90906,1.07244
112,112,2017,Upper Secondary Level,5th Quintile,Yes,1.0,390,6853,0.91713,1.09496
113,113,2017,Post-secondary Non-tertiary Level,1st Quintile,Yes,1.0,118,6853,0.77291,1.2298
114,114,2017,Post-secondary Non-tertiary Level,2nd Quintile,Yes,1.0,109,6853,0.75508,1.30676
115,115,2017,Post-secondary Non-tertiary Level,3rd Quintile,Yes,1.0,96,6853,0.78243,1.25505
116,116,2017,Post-secondary Non-tertiary Level,4th Quintile,Yes,1.0,67,6853,0.77626,1.24165
117,117,2017,Post-secondary Non-tertiary Level,5th Quintile,Yes,1.0,66,6853,0.71134,1.39366
118,118,2017,First Stage of Tertiary Education,1st Quintile,Yes,1.0,49,6853,0.76536,1.23007
119,119,2017,First Stage of Tertiary Education,2nd Quintile,Yes,1.0,107,6853,0.84835,1.15183
120,120,2017,First Stage of Tertiary Education,3rd Quintile,Yes,1.0,90,6853,0.7996,1.19124
121,121,2017,First Stage of Tertiary Education,4th Quintile,Yes,1.0,112,6853,0.80722,1.17408
122,122,2017,First Stage of Tertiary Education,5th Quintile,Yes,1.0,101,6853,0.78112,1.29231
123,123,2017,Second Stage of Tertiary Education,1st Quintile,Yes,1.0,145,6853,0.79838,1.22999
124,124,2017,Second Stage of Tertiary Education,2nd Quintile,Yes,1.0,172,6853,0.83523,1.21734
125,125,2017,Second Stage of Tertiary Education,3rd Quintile,Yes,1.0,242,6853,0.84513,1.15485
126,126,2017,Second Stage of Tertiary Education,4th Quintile,Yes,1.0,255,6853,0.86605,1.10811
127,127,2017,Second Stage of Tertiary Education,5th Quintile,Yes,0.92658,492,6853,0.83955,1.01658
128,128,2017,Second Stage of Tertiary Education,5th Quintile,No,0.07342,47,6853,0.05284,0.09793
129,129,2019,Primary Level,1st Quintile,Yes,0.94944,290,8046,0.76092,1.14154
130,130,2019,Primary Level,1st Quintile,No,0.05056,42,8046,0.0095,0.13218
131,131,2019,Primary Level,2nd Quintile,Yes,1.0,31,8046,0.64613,1.42851
132,132,2019,Lower Secondary Level,1st Quintile,Yes,0.96243,437,8046,0.84638,1.10201
133,133,2019,Lower Secondary Level,1st Quintile,No,0.03757,36,8046,0.01609,0.06025
134,134,2019,Lower Secondary Level,2nd Quintile,Yes,1.0,257,8046,0.90095,1.1257
135,135,2019,Lower Secondary Level,3rd Quintile,Yes,1.0,132,8046,0.8513,1.16603
136,136,2019,Lower Secondary Level,4th Quintile,Yes,1.0,92,8046,0.78939,1.23344
137,137,2019,Lower Secondary Level,5th Quintile,Yes,1.0,39,8046,0.71386,1.39133
138,138,2019,Upper Secondary Level,1st Quintile,Yes,0.96168,954,8046,0.89861,1.0402
139,139,2019,Upper Secondary Level,1st Quintile,No,0.03832,60,8046,0.02764,0.04796
140,140,2019,Upper Secondary Level,2nd Quintile,Yes,0.94966,990,8046,0.89376,1.00665
141,141,2019,Upper Secondary Level,2nd Quintile,No,0.05034,70,8046,0.03271,0.07399
142,142,2019,Upper Secondary Level,3rd Quintile,Yes,0.94091,824,8046,0.87355,1.01845
143,143,2019,Upper Secondary Level,3rd Quintile,No,0.05909,54,8046,0.04477,0.07839
144,144,2019,Upper Secondary Level,4th Quintile,Yes,0.92868,647,8046,0.86656,1.01471
145,145,2019,Upper Secondary Level,4th Quintile,No,0.07132,57,8046,0.05413,0.08804
146,146,2019,Upper Secondary Level,5th Quintile,Yes,0.95542,451,8046,0.86735,1.04291
147,147,2019,Upper Secondary Level,5th Quintile,No,0.04458,32,8046,0.03267,0.05807
148,148,2019,Post-secondary Non-tertiary Level,1st Quintile,Yes,1.0,111,8046,0.77901,1.3101
149,149,2019,Post-secondary Non-tertiary Level,2nd Quintile,Yes,1.0,122,8046,0.80239,1.20883
150,150,2019,Post-secondary Non-tertiary Level,3rd Quintile,Yes,1.0,111,8046,0.76226,1.2631
151,151,2019,Post-secondary Non-tertiary Level,4th Quintile,Yes,1.0,83,8046,0.7517,1.22173
152,152,2019,Post-secondary Non-tertiary Level,5th Quintile,Yes,1.0,87,8046,0.73393,1.23682
153,153,2019,First Stage of Tertiary Education,1st Quintile,Yes,1.0,32,8046,0.69589,1.33006
154,154,2019,First Stage of Tertiary Education,2nd Quintile,Yes,1.0,119,8046,0.83351,1.20572
155,155,2019,First Stage of Tertiary Education,3rd Quintile,Yes,1.0,105,8046,0.83039,1.20212
156,156,2019,First Stage of Tertiary Education,4th Quintile,Yes,1.0,106,8046,0.76095,1.25343
157,157,2019,First Stage of Tertiary Education,5th Quintile,Yes,1.0,96,8046,0.76051,1.2755
158,158,2019,Second Stage of Tertiary Education,1st Quintile,Yes,0.95936,207,8046,0.79481,1.13667
159,159,2019,Second Stage of Tertiary Education,1st Quintile,No,0.04064,36,8046,0.01546,0.08014
160,160,2019,Second Stage of Tertiary Education,2nd Quintile,Yes,1.0,204,8046,0.85632,1.1525
161,161,2019,Second Stage of Tertiary Education,3rd Quintile,Yes,1.0,244,8046,0.8473,1.13189
162,162,2019,Second Stage of Tertiary Education,4th Quintile,Yes,1.0,293,8046,0.88603,1.11572
163,163,2019,Second Stage of Tertiary Education,5th Quintile,Yes,0.93408,545,8046,0.85183,1.02867
164,164,2019,Second Stage of Tertiary Education,5th Quintile,No,0.06592,50,8046,0.0504,0.08274
165,165,2021,Primary Level,1st Quintile,Yes,1.0,158,5235,0.65608,1.44165
166,166,2021,Lower Secondary Level,1st Quintile,Yes,1.0,269,5235,0.83993,1.21809
167,167,2021,Lower Secondary Level,2nd Quintile,Yes,1.0,147,5235,0.7784,1.15982
168,168,2021,Lower Secondary Level,3rd Quintile,Yes,1.0,80,5235,0.77489,1.31585
169,169,2021,Lower Secondary Level,4th Quintile,Yes,1.0,49,5235,0.70656,1.36791
170,170,2021,Upper Secondary Level,1st Quintile,Yes,0.95183,605,5235,0.86415,1.02746
171,171,2021,Upper Secondary Level,1st Quintile,No,0.04817,46,5235,0.03102,0.0688
172,172,2021,Upper Secondary Level,2nd Quintile,Yes,0.94778,652,5235,0.86144,1.03744
173,173,2021,Upper Secondary Level,2nd Quintile,No,0.05222,41,5235,0.0376,0.07121
174,174,2021,Upper Secondary Level,3rd Quintile,Yes,0.93633,455,5235,0.82476,1.01603
175,175,2021,Upper Secondary Level,3rd Quintile,No,0.06367,31,5235,0.04288,0.0863
176,176,2021,Upper Secondary Level,4th Quintile,Yes,0.89971,408,5235,0.80345,1.00593
177,177,2021,Upper Secondary Level,4th Quintile,No,0.10029,45,5235,0.06566,0.14196
178,178,2021,Upper Secondary Level,5th Quintile,Yes,0.91841,301,5235,0.81237,1.04092
179,179,2021,Upper Secondary Level,5th Quintile,No,0.08159,31,5235,0.05412,0.11406
180,180,2021,Post-secondary Non-tertiary Level,1st Quintile,Yes,1.0,96,5235,0.74639,1.24562
181,181,2021,Post-secondary Non-tertiary Level,2nd Quintile,Yes,1.0,81,5235,0.75506,1.25842
182,182,2021,Post-secondary Non-tertiary Level,3rd Quintile,Yes,1.0,84,5235,0.77873,1.26456
183,183,2021,Post-secondary Non-tertiary Level,4th Quintile,Yes,1.0,75,5235,0.74542,1.31797
184,184,2021,Post-secondary Non-tertiary Level,5th Quintile,Yes,1.0,61,5235,0.65676,1.47782
185,185,2021,First Stage of Tertiary Education,1st Quintile,Yes,1.0,34,5235,0.59407,1.38049
186,186,2021,First Stage of Tertiary Education,2nd Quintile,Yes,1.0,73,5235,0.79016,1.26235
187,187,2021,First Stage of Tertiary Education,3rd Quintile,Yes,1.0,64,5235,0.7399,1.28713
188,188,2021,First Stage of Tertiary Education,4th Quintile,Yes,1.0,61,5235,0.7375,1.3093
189,189,2021,First Stage of Tertiary Education,5th Quintile,Yes,1.0,79,5235,0.68113,1.356
190,190,2021,Second Stage of Tertiary Education,1st Quintile,Yes,1.0,141,5235,0.79045,1.25338
191,191,2021,Second Stage of Tertiary Education,2nd Quintile,Yes,1.0,155,5235,0.80958,1.22945
192,192,2021,Second Stage of Tertiary Education,3rd Quintile,Yes,1.0,178,5235,0.86306,1.16035
193,193,2021,Second Stage of Tertiary Education,4th Quintile,Yes,1.0,247,5235,0.85001,1.15821
194,194,2021,Second Stage of Tertiary Education,5th Quintile,Yes,0.91626,445,5235,0.79278,1.03587
195,195,2021,Second Stage of Tertiary Education,5th Quintile,No,0.08374,43,5235,0.05352,0.10901
