year,migback,sex,ple0162,proportion,n,lower_confidence,upper_confidence
2013,indirekter Migrationshintergrund,weiblich,Ja,0.02038591518587158,44486,0.019072696633697796,0.021699133738045363
2013,kein Migrationshintergrund,maennlich,Nein,0.01875068134743268,44486,0.01749018206321055,0.02001118063165481
2013,indirekter Migrationshintergrund,maennlich,Ja,0.013735964242886733,44486,0.012654354559343354,0.014817573926430112
2013,direkter Migrationshintergrund,weiblich,Nein,0.007849122424506704,44486,0.007029065869388037,0.008669178979625372
2013,direkter Migrationshintergrund,maennlich,Nein,0.0057778262291507685,44486,0.005073508933936966,0.006482143524364571
2013,indirekter Migrationshintergrund,weiblich,Nein,0.001962280606126676,44486,0.0015510376938923085,0.0023735235183610435
2013,indirekter Migrationshintergrund,maennlich,Nein,0.0010901558922925979,44486,0.0007834996268637804,0.0013968121577214152
2015,kein Migrationshintergrund,weiblich,Ja,0.41310870066928224,38036,0.40816024529005773,0.41805715604850674
2015,kein Migrationshintergrund,maennlich,Ja,0.3057927532887145,38036,0.30116237132202694,0.3104231352554021
2015,direkter Migrationshintergrund,weiblich,Ja,0.09173782598661435,38036,0.0888368877138587,0.09463876425937001
2015,direkter Migrationshintergrund,maennlich,Ja,0.0654281098546042,38036,0.0629429908176817,0.0679132288915267
2015,kein Migrationshintergrund,weiblich,Nein,0.0410800830833141,38036,0.03908543870105517,0.04307472746557303
2015,kein Migrationshintergrund,maennlich,Nein,0.033002538656819756,38036,0.03120720574176002,0.03479787157187949
2015,indirekter Migrationshintergrund,weiblich,Ja,0.018462958689129932,38036,0.017110068187142453,0.01981584919111741
2015,indirekter Migrationshintergrund,maennlich,Ja,0.01165474267251327,38036,0.01057613293220026,0.01273335241282628
2015,direkter Migrationshintergrund,maennlich,Nein,0.007846757442880221,38036,0.0069600238856978944,0.008733491000062548
2015,direkter Migrationshintergrund,weiblich,Nein,0.007269789983844911,38036,0.006416031163538529,0.008123548804151294
2015,indirekter Migrationshintergrund,weiblich,Nein,0.003000230786983614,38036,0.0024505842291767943,0.003549877344790434
2015,indirekter Migrationshintergrund,maennlich,Nein,0.0016155088852988692,38036,0.0012118985855207258,0.0020191191850770125
2017,kein Migrationshintergrund,weiblich,Ja,0.41813031161473085,45410,0.41359351810072603,0.4226671051287357
2017,kein Migrationshintergrund,maennlich,Ja,0.31569405099150144,45410,0.31141902581034275,0.3199690761726601
2017,direkter Migrationshintergrund,weiblich,Ja,0.0998300283286119,45410,0.09707279716606979,0.10258725949115402
2017,direkter Migrationshintergrund,maennlich,Ja,0.07161473087818697,45410,0.0692431080450941,0.07398635371127983
2017,kein Migrationshintergrund,weiblich,Nein,0.021076487252124645,45410,0.01975533212211748,0.02239764238213181
2017,indirekter Migrationshintergrund,weiblich,Ja,0.020396600566572238,45410,0.019096477816840023,0.021696723316304452
2017,kein Migrationshintergrund,maennlich,Nein,0.017337110481586402,45410,0.01613658617813769,0.018537634785035114
2017,indirekter Migrationshintergrund,maennlich,Ja,0.015070821529745043,45410,0.0139502198073512,0.016191423252138886
2017,direkter Migrationshintergrund,weiblich,Nein,0.011558073654390934,45410,0.01057497154382528,0.012541175764956588
2017,direkter Migrationshintergrund,maennlich,Nein,0.006345609065155807,45410,0.0056152529752386705,0.007075965155072944
2017,indirekter Migrationshintergrund,weiblich,Nein,0.0014730878186968838,45410,0.0011203317233647392,0.0018258439140290284
2017,indirekter Migrationshintergrund,maennlich,Nein,0.0014730878186968838,45410,0.0011203317233647392,0.0018258439140290284
2019,kein Migrationshintergrund,weiblich,Ja,0.3962243912903572,42417,0.391569661420639,0.4008791211600754
2019,kein Migrationshintergrund,maennlich,Ja,0.31953233937573744,42417,0.31509474858795034,0.32396993016352454
2019,direkter Migrationshintergrund,weiblich,Ja,0.09953877507240158,42417,0.0966896287684181,0.10238792137638505
2019,direkter Migrationshintergrund,maennlich,Ja,0.07626300547034216,42417,0.07373709924379183,0.07878891169689249
2019,kein Migrationshintergrund,weiblich,Nein,0.030355035932639707,42417,0.028722330470983527,0.03198774139429589
2019,indirekter Migrationshintergrund,weiblich,Ja,0.018985305159283494,42417,0.017686533975507925,0.020284076343059062
2019,kein Migrationshintergrund,maennlich,Nein,0.017590904215381314,42417,0.016339849321639666,0.018841959109122963
2019,indirekter Migrationshintergrund,maennlich,Ja,0.014051271050091173,42417,0.012931134242857944,0.015171407857324402
2019,direkter Migrationshintergrund,maennlich,Nein,0.012013300439772605,42417,0.010976505628608023,0.013050095250937187
2019,direkter Migrationshintergrund,weiblich,Nein,0.011798777217633808,42417,0.01077116965755796,0.012826384777709657
2019,indirekter Migrationshintergrund,weiblich,Nein,0.0019307089992491688,42417,0.0015129509237332651,0.0023484670747650725
2019,indirekter Migrationshintergrund,maennlich,Nein,0.0017161857771103722,42417,0.0013222773601589762,0.0021100941940617682
2021,kein Migrationshintergrund,weiblich,Ja,0.4057846996405956,27598,0.3999912529493436,0.4115781463318476
2021,kein Migrationshintergrund,maennlich,Ja,0.2940270409036454,27598,0.28865171332150635,0.29940236848578444
2021,direkter Migrationshintergrund,weiblich,Ja,0.09823720691425637,27598,0.0947256361439596,0.10174877768455315
2021,direkter Migrationshintergrund,maennlich,Ja,0.0824918706144104,27598,0.07924602542264778,0.08573771580617304
2021,kein Migrationshintergrund,weiblich,Nein,0.03285983227793941,27598,0.030756564115467715,0.03496310044041111
2021,kein Migrationshintergrund,maennlich,Nein,0.02190655485195961,27598,0.020179546324143635,0.023633563379775582
2021,indirekter Migrationshintergrund,weiblich,Ja,0.01882594557590279,27598,0.017222446576143805,0.020429444575661777
2021,direkter Migrationshintergrund,weiblich,Nein,0.016429916138969707,27598,0.01493010147667774,0.017929730801261673
2021,direkter Migrationshintergrund,maennlich,Nein,0.013520451822693822,27598,0.012157887818771765,0.01488301582661588
2021,indirekter Migrationshintergrund,maennlich,Ja,0.01266472702378915,27598,0.011345415034150905,0.013984039013427395
2021,indirekter Migrationshintergrund,weiblich,Nein,0.0018825945575902789,27598,0.001371164227406707,0.0023940248877738508
2021,indirekter Migrationshintergrund,maennlich,Nein,0.0013691596782474755,27598,0.0009328982633201833,0.0018054210931747678
