year,quintil_oecd,sampreg,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,4th Quintile,West,No,0.10670,117,1158,0.08891,0.12449
2015,4th Quintile,East,Yes,0.86753,240,240,0.82455,0.91051
2015,5th Quintile,West,Yes,0.85456,1067,1237,0.83491,0.87421
2015,5th Quintile,West,No,0.14544,170,1237,0.12579,0.16509
2015,5th Quintile,East,Yes,0.88330,142,142,0.83030,0.93629
2017,1st Quintile,West,Yes,0.96380,1225,1288,0.95359,0.97400
2017,1st Quintile,West,No,0.03620,63,1288,0.02600,0.04641
2017,1st Quintile,East,Yes,0.96656,483,483,0.95050,0.98261
2017,2nd Quintile,West,Yes,0.96096,1124,1186,0.94993,0.97199
2017,2nd Quintile,West,No,0.03904,62,1186,0.02801,0.05007
2017,2nd Quintile,East,Yes,0.95705,468,468,0.93866,0.97544
2017,3rd Quintile,West,Yes,0.93614,1026,1083,0.92157,0.95071
2017,3rd Quintile,West,No,0.06386,57,1083,0.04929,0.07843
2017,3rd Quintile,East,Yes,0.96161,365,365,0.94187,0.98135
2017,4th Quintile,West,Yes,0.92888,954,1026,0.91314,0.94461
2017,4th Quintile,West,No,0.07112,72,1026,0.05539,0.08686
2017,4th Quintile,East,Yes,0.95719,206,206,0.92948,0.98490
2017,5th Quintile,West,Yes,0.93998,947,1020,0.92539,0.95456
2017,5th Quintile,West,No,0.06002,73,1020,0.04544,0.07461
2017,5th Quintile,East,Yes,0.92768,123,123,0.88171,0.97364
2019,1st Quintile,West,Yes,0.96131,1549,1697,0.95213,0.97048
2019,1st Quintile,West,No,0.03869,148,1697,0.02952,0.04787
2019,1st Quintile,East,Yes,0.96127,614,655,0.94648,0.97606
2019,1st Quintile,East,No,0.03873,41,655,0.02394,0.05352
2019,2nd Quintile,West,Yes,0.93357,1216,1322,0.92015,0.94700
2019,2nd Quintile,West,No,0.06643,106,1322,0.05300,0.07985
2019,2nd Quintile,East,Yes,0.94867,526,562,0.93041,0.96693
2019,2nd Quintile,East,No,0.05133,36,562,0.03307,0.06959
2019,3rd Quintile,West,Yes,0.93807,1074,1154,0.92416,0.95199
2019,3rd Quintile,West,No,0.06193,80,1154,0.04801,0.07584
2019,3rd Quintile,East,Yes,0.90906,380,380,0.88011,0.93800
2019,4th Quintile,West,Yes,0.93565,979,1056,0.92085,0.95046
2019,4th Quintile,West,No,0.06435,77,1056,0.04954,0.07915
2019,4th Quintile,East,Yes,0.90493,249,249,0.86843,0.94144
2019,5th Quintile,West,Yes,0.94135,1098,1187,0.92797,0.95472
2019,5th Quintile,West,No,0.05865,89,1187,0.04528,0.07203
2019,5th Quintile,East,Yes,0.84844,145,145,0.78987,0.90701
2021,1st Quintile,West,Yes,0.93756,1039,1142,0.92352,0.95160
2021,1st Quintile,West,No,0.06244,103,1142,0.04840,0.07648
2021,1st Quintile,East,Yes,0.93797,363,363,0.91312,0.96281
2021,2nd Quintile,West,Yes,0.93952,789,864,0.92361,0.95542
2021,2nd Quintile,West,No,0.06048,75,864,0.04458,0.07639
2021,2nd Quintile,East,Yes,0.94526,348,348,0.92133,0.96919
2021,3rd Quintile,West,Yes,0.91259,717,781,0.89277,0.93241
2021,3rd Quintile,West,No,0.08741,64,781,0.06759,0.10723
2021,3rd Quintile,East,Yes,0.97335,200,200,0.95097,0.99573
2021,4th Quintile,West,Yes,0.90624,675,743,0.88526,0.92721
2021,4th Quintile,West,No,0.09376,68,743,0.07279,0.11474
2021,4th Quintile,East,Yes,0.93140,186,186,0.89498,0.96783
2021,5th Quintile,West,Yes,0.91896,789,873,0.90084,0.93707
2021,5th Quintile,West,No,0.08104,84,873,0.06293,0.09916
2021,5th Quintile,East,Yes,0.87751,132,132,0.82137,0.93365
