year,age_gr,regtyp,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,66 and older,Rural regions,Yes,0.94714,1047,1108,0.93396,0.96032
2019,66 and older,Rural regions,No,0.05286,61,1108,0.03968,0.06604
2021,17-29 y.,Urban regions,Yes,0.87197,278,335,0.83614,0.90781
2021,17-29 y.,Urban regions,No,0.12803,57,335,0.09219,0.16386
2021,17-29 y.,Rural regions,Yes,0.87701,130,130,0.82033,0.93368
2021,30-45 y.,Urban regions,Yes,0.86393,603,712,0.83873,0.88913
2021,30-45 y.,Urban regions,No,0.13607,109,712,0.11087,0.16127
2021,30-45 y.,Rural regions,Yes,0.90909,300,341,0.87853,0.93965
2021,30-45 y.,Rural regions,No,0.09091,41,341,0.06035,0.12147
2021,46-65 y.,Urban regions,Yes,0.94763,1434,1554,0.93655,0.95871
2021,46-65 y.,Urban regions,No,0.05237,120,1554,0.04129,0.06345
2021,46-65 y.,Rural regions,Yes,0.90483,815,889,0.88553,0.92413
2021,46-65 y.,Rural regions,No,0.09517,74,889,0.07587,0.11447
2021,66 and older,Urban regions,Yes,0.94248,1068,1134,0.92893,0.95604
2021,66 and older,Urban regions,No,0.05752,66,1134,0.04396,0.07107
2021,66 and older,Rural regions,Yes,0.95828,707,739,0.94386,0.97271
2021,66 and older,Rural regions,No,0.04172,32,739,0.02729,0.05614
