year,quintil_oecd,regtyp,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,1st Quintile,Rural regions,Yes,0.97250,651,651,0.95993,0.98507
2017,2nd Quintile,Urban regions,Yes,0.95802,910,960,0.94532,0.97071
2017,2nd Quintile,Urban regions,No,0.04198,50,960,0.02929,0.05468
2017,2nd Quintile,Rural regions,Yes,0.96359,682,713,0.94983,0.97735
2017,2nd Quintile,Rural regions,No,0.03641,31,713,0.02265,0.05017
2017,3rd Quintile,Urban regions,Yes,0.92456,810,858,0.90688,0.94224
2017,3rd Quintile,Urban regions,No,0.07544,48,858,0.05776,0.09312
2017,3rd Quintile,Rural regions,Yes,0.96773,581,612,0.95372,0.98174
2017,3rd Quintile,Rural regions,No,0.03227,31,612,0.01826,0.04628
2017,4th Quintile,Urban regions,Yes,0.92994,731,782,0.91204,0.94784
2017,4th Quintile,Urban regions,No,0.07006,51,782,0.05216,0.08796
2017,4th Quintile,Rural regions,Yes,0.93749,429,463,0.91542,0.95957
2017,4th Quintile,Rural regions,No,0.06251,34,463,0.04043,0.08458
2017,5th Quintile,Urban regions,Yes,0.92950,779,842,0.91220,0.94680
2017,5th Quintile,Urban regions,No,0.07050,63,842,0.05320,0.08780
2017,5th Quintile,Rural regions,Yes,0.96779,291,291,0.94747,0.98811
2019,1st Quintile,Urban regions,Yes,0.95788,1324,1460,0.94758,0.96819
2019,1st Quintile,Urban regions,No,0.04212,136,1460,0.03181,0.05242
2019,1st Quintile,Rural regions,Yes,0.96772,839,892,0.95611,0.97932
2019,1st Quintile,Rural regions,No,0.03228,53,892,0.02068,0.04389
2019,2nd Quintile,Urban regions,Yes,0.93528,1024,1106,0.92078,0.94979
2019,2nd Quintile,Urban regions,No,0.06472,82,1106,0.05021,0.07922
2019,2nd Quintile,Rural regions,Yes,0.94003,718,778,0.92334,0.95673
2019,2nd Quintile,Rural regions,No,0.05997,60,778,0.04327,0.07666
2019,3rd Quintile,Urban regions,Yes,0.92786,859,930,0.91122,0.94450
2019,3rd Quintile,Urban regions,No,0.07214,71,930,0.05550,0.08878
2019,3rd Quintile,Rural regions,Yes,0.93915,595,631,0.92049,0.95782
2019,3rd Quintile,Rural regions,No,0.06085,36,631,0.04218,0.07951
2019,4th Quintile,Urban regions,Yes,0.93094,780,843,0.91381,0.94806
2019,4th Quintile,Urban regions,No,0.06906,63,843,0.05194,0.08619
2019,4th Quintile,Rural regions,Yes,0.92975,448,485,0.90698,0.95252
2019,4th Quintile,Rural regions,No,0.07025,37,485,0.04748,0.09302
2019,5th Quintile,Urban regions,Yes,0.93341,908,984,0.91782,0.94899
2019,5th Quintile,Urban regions,No,0.06659,76,984,0.05101,0.08218
2019,5th Quintile,Rural regions,Yes,0.93599,335,335,0.90974,0.96224
2021,1st Quintile,Urban regions,Yes,0.93958,878,964,0.92453,0.95463
2021,1st Quintile,Urban regions,No,0.06042,86,964,0.04537,0.07547
2021,1st Quintile,Rural regions,Yes,0.93387,523,568,0.91341,0.95432
2021,1st Quintile,Rural regions,No,0.06613,45,568,0.04568,0.08659
2021,2nd Quintile,Urban regions,Yes,0.94439,650,716,0.92759,0.96119
2021,2nd Quintile,Urban regions,No,0.05561,66,716,0.03881,0.07241
2021,2nd Quintile,Rural regions,Yes,0.93535,487,522,0.91423,0.95646
2021,2nd Quintile,Rural regions,No,0.06465,35,522,0.04354,0.08577
2021,3rd Quintile,Urban regions,Yes,0.90933,567,620,0.88671,0.93195
2021,3rd Quintile,Urban regions,No,0.09067,53,620,0.06805,0.11329
2021,3rd Quintile,Rural regions,Yes,0.94759,350,350,0.92421,0.97097
2021,4th Quintile,Urban regions,Yes,0.90364,541,597,0.87995,0.92733
2021,4th Quintile,Urban regions,No,0.09636,56,597,0.07267,0.12005
2021,4th Quintile,Rural regions,Yes,0.92206,320,320,0.89264,0.95148
2021,5th Quintile,Urban regions,Yes,0.93504,667,733,0.91719,0.95290
2021,5th Quintile,Urban regions,No,0.06496,66,733,0.04710,0.08281
2021,5th Quintile,Rural regions,Yes,0.85978,254,289,0.81967,0.89988
2021,5th Quintile,Rural regions,No,0.14022,35,289,0.10012,0.18033
2022,1st Quintile,Urban regions,Yes,0.78806,193,238,0.73602,0.84009
2022,1st Quintile,Urban regions,No,0.21194,45,238,0.15991,0.26398
2022,1st Quintile,Rural regions,Yes,0.65261,47,47,0.51501,0.79021
