year,pgisced97,sex,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Lower Secondary Level,female,Yes,0.96136,669,709,0.94716,0.97555
2019,Lower Secondary Level,female,No,0.03864,40,709,0.02445,0.05284
2019,Upper Secondary Level,male,Yes,0.95147,1818,1930,0.94188,0.96106
2019,Upper Secondary Level,male,No,0.04853,112,1930,0.03894,0.05812
2019,Upper Secondary Level,female,Yes,0.94369,2317,2496,0.93465,0.95274
2019,Upper Secondary Level,female,No,0.05631,179,2496,0.04726,0.06535
2019,Post-secondary Non-tertiary Level,male,Yes,0.91951,192,192,0.88093,0.95809
2019,Post-secondary Non-tertiary Level,female,Yes,0.91015,390,430,0.88308,0.93721
2019,Post-secondary Non-tertiary Level,female,No,0.08985,40,430,0.06279,0.11692
2019,First Stage of Tertiary Education,male,Yes,0.95189,332,332,0.92884,0.97495
2019,First Stage of Tertiary Education,female,Yes,0.88820,191,191,0.84339,0.93301
2019,Second Stage of Tertiary Education,male,Yes,0.93727,866,944,0.92180,0.95275
2019,Second Stage of Tertiary Education,male,No,0.06273,78,944,0.04725,0.07820
2019,Second Stage of Tertiary Education,female,Yes,0.91848,891,990,0.90143,0.93554
2019,Second Stage of Tertiary Education,female,No,0.08152,99,990,0.06446,0.09857
2021,No answer / don't know,male,Yes,0.95549,80,80,0.91002,1.00097
2021,No answer / don't know,female,Yes,0.94264,74,74,0.88929,0.99598
2021,Primary Level,male,Yes,0.95494,119,119,0.91751,0.99237
2021,Primary Level,female,Yes,0.96663,125,125,0.93502,0.99824
2021,Lower Secondary Level,male,Yes,0.94708,216,216,0.91715,0.97701
2021,Lower Secondary Level,female,Yes,0.93658,376,410,0.91296,0.96020
2021,Lower Secondary Level,female,No,0.06342,34,410,0.03980,0.08704
2021,Upper Secondary Level,male,Yes,0.93628,1010,1094,0.92180,0.95076
2021,Upper Secondary Level,male,No,0.06372,84,1094,0.04924,0.07820
2021,Upper Secondary Level,female,Yes,0.92969,1429,1544,0.91693,0.94245
2021,Upper Secondary Level,female,No,0.07031,115,1544,0.05755,0.08307
2021,Post-secondary Non-tertiary Level,male,Yes,0.89919,117,117,0.84440,0.95398
2021,Post-secondary Non-tertiary Level,female,Yes,0.93676,279,279,0.90815,0.96537
2021,First Stage of Tertiary Education,male,Yes,0.89782,175,175,0.85281,0.94282
2021,First Stage of Tertiary Education,female,Yes,0.81621,136,136,0.75087,0.88154
2021,Second Stage of Tertiary Education,male,Yes,0.91655,546,599,0.89439,0.93872
2021,Second Stage of Tertiary Education,male,No,0.08345,53,599,0.06128,0.10561
2021,Second Stage of Tertiary Education,female,Yes,0.90660,624,690,0.88487,0.92833
2021,Second Stage of Tertiary Education,female,No,0.09340,66,690,0.07167,0.11513
