"ple0162","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2019","Realschule","Westdeutschland","1444","0.944412533669843","0.93300605605004","0.955819011289645"
"Ja","2019","Realschule","Ostdeutschland","800","0.941780784394821","0.926029994680706","0.957531574108936"
"Ja","2019","(Fach-)Abitur","Westdeutschland","931","0.913184391398727","0.895922006730452","0.930446776067001"
"Ja","2019","(Fach-)Abitur","Ostdeutschland","165","0.93148011138241","0.894470315240508","0.968489907524311"
"Ja","2019","AkademikerIn","Westdeutschland","1258","0.937090304547443","0.92432620435517","0.949854404739716"
"Ja","2019","AkademikerIn","Ostdeutschland","496","0.888057572405471","0.861489051359904","0.914626093451038"
"Nein","2019","(noch) kein Abschluss","Westdeutschland","57","0.076717225734197","0.0525532192352699","0.100881232233124"
"Nein","2019","(noch) kein Abschluss","Ostdeutschland","6","","",""
"Nein","2019","Hauptschule","Westdeutschland","149","0.0490839893982965","0.0405863022522491","0.0575816765443438"
"Nein","2019","Hauptschule","Ostdeutschland","34","0.0478825340300057","0.0299235400339956","0.0658415280260158"
"Nein","2019","Realschule","Westdeutschland","106","0.0555874663301573","0.044180988710355","0.0669939439499596"
"Nein","2019","Realschule","Ostdeutschland","49","0.0582192156051791","0.0424684258910644","0.0739700053192937"
"Nein","2019","(Fach-)Abitur","Westdeutschland","91","0.0868156086012731","0.0695532239329986","0.104077993269548"
"Nein","2019","(Fach-)Abitur","Ostdeutschland","14","","",""
"Nein","2019","AkademikerIn","Westdeutschland","132","0.0629096954525571","0.0501455952602841","0.0756737956448302"
"Nein","2019","AkademikerIn","Ostdeutschland","45","0.111942427594529","0.0853739065489621","0.138510948640096"
"Ja","2020","(noch) kein Abschluss","Westdeutschland","142","0.649073551573734","0.582258383943027","0.715888719204441"
"Ja","2020","(noch) kein Abschluss","Ostdeutschland","26","","",""
"Ja","2020","Hauptschule","Westdeutschland","76","0.740232943042615","0.654713739888258","0.825752146196972"
"Ja","2020","Hauptschule","Ostdeutschland","10","","",""
"Ja","2020","Realschule","Westdeutschland","1","","",""
"Ja","2020","Realschule","Ostdeutschland","","","",""
"Ja","2020","(Fach-)Abitur","Westdeutschland","49","0.683847180513847","0.57081047987468","0.796883881153015"
"Ja","2020","(Fach-)Abitur","Ostdeutschland","7","","",""
"Ja","2020","AkademikerIn","Westdeutschland","55","0.734354892175169","0.632334790939547","0.83637499341079"
"Ja","2020","AkademikerIn","Ostdeutschland","5","","",""
"Nein","2020","(noch) kein Abschluss","Westdeutschland","54","0.350926448426266","0.284111280795559","0.417741616056973"
"Nein","2020","(noch) kein Abschluss","Ostdeutschland","7","","",""
"Nein","2020","Hauptschule","Westdeutschland","25","","",""
"Nein","2020","Hauptschule","Ostdeutschland","11","","",""
"Nein","2020","Realschule","Westdeutschland","","","",""
"Nein","2020","Realschule","Ostdeutschland","1","","",""
"Nein","2020","(Fach-)Abitur","Westdeutschland","16","","",""
"Nein","2020","(Fach-)Abitur","Ostdeutschland","5","","",""
"Nein","2020","AkademikerIn","Westdeutschland","17","","",""
"Nein","2020","AkademikerIn","Ostdeutschland","4","","",""
