year,bula_h,pgisced97,ple0162,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.89540,244,244,0.85692,0.93388
2012,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.85317,69,69,0.76904,0.93729
2012,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.95212,138,138,0.91637,0.98787
2012,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.92054,464,502,0.89686,0.94423
2012,Baden-Wuerttemberg,Upper Secondary Level,No,0.07946,38,502,0.05577,0.10314
2012,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.92791,49,49,0.85475,1.00108
2012,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.90455,64,64,0.83200,0.97711
2012,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.97501,179,179,0.95207,0.99794
2012,Bavaria,Lower Secondary Level,Yes,0.94812,192,192,0.91666,0.97957
2012,Bavaria,Upper Secondary Level,Yes,0.95384,699,738,0.93869,0.96899
2012,Bavaria,Upper Secondary Level,No,0.04616,39,738,0.03101,0.06131
2012,Bavaria,Post-secondary Non-tertiary Level,Yes,0.95999,59,59,0.90955,1.01043
2012,Bavaria,Second Stage of Tertiary Education,Yes,0.95518,163,163,0.92332,0.98704
2012,Berlin,Upper Secondary Level,Yes,0.94648,160,160,0.91149,0.98146
2012,Berlin,Second Stage of Tertiary Education,Yes,0.96014,102,102,0.92198,0.99829
2012,Brandenburg,Lower Secondary Level,Yes,0.96391,36,36,0.90213,1.02570
2012,Brandenburg,Upper Secondary Level,Yes,0.93190,207,207,0.89750,0.96630
2012,Brandenburg,Second Stage of Tertiary Education,Yes,0.94749,95,95,0.90240,0.99258
2012,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.94691,127,127,0.90776,0.98606
2012,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.91926,53,53,0.84521,0.99331
2012,Saxony,Lower Secondary Level,Yes,0.97535,36,36,0.92397,1.02672
2012,Saxony,Upper Secondary Level,Yes,0.96108,353,353,0.94087,0.98128
2012,Saxony,First Stage of Tertiary Education,Yes,0.97828,61,61,0.94139,1.01516
2012,Saxony,Second Stage of Tertiary Education,Yes,0.95030,154,154,0.91587,0.98474
2012,Saxony-Anhalt,Lower Secondary Level,Yes,0.97736,36,36,0.92807,1.02664
2012,Saxony-Anhalt,Upper Secondary Level,Yes,0.96897,221,221,0.94605,0.99188
2012,Saxony-Anhalt,First Stage of Tertiary Education,Yes,0.90875,34,34,0.81050,1.00700
2012,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.96603,91,91,0.92860,1.00346
2012,Thuringa,Upper Secondary Level,Yes,0.92917,212,212,0.89456,0.96379
2012,Thuringa,Second Stage of Tertiary Education,Yes,0.90694,59,59,0.83217,0.98171
2013,Schleswig-Holstein,Lower Secondary Level,Yes,0.97902,43,43,0.93568,1.02236
2013,Schleswig-Holstein,Upper Secondary Level,Yes,0.94291,163,163,0.90718,0.97864
2013,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.98066,44,44,0.93950,1.02182
2013,Hamburg,Upper Secondary Level,Yes,0.87342,73,73,0.79661,0.95022
2013,Lower Saxony,Lower Secondary Level,Yes,0.92647,144,144,0.88369,0.96925
2013,Lower Saxony,Upper Secondary Level,Yes,0.95082,482,482,0.93149,0.97014
2013,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.95446,53,53,0.89780,1.01113
2013,Lower Saxony,First Stage of Tertiary Education,Yes,0.97310,45,45,0.92529,1.02091
2013,Lower Saxony,Second Stage of Tertiary Education,Yes,0.95504,138,138,0.92034,0.98974
2013,North Rhine-Westphalia,Primary Level,Yes,0.95081,61,61,0.89609,1.00553
2013,North Rhine-Westphalia,Lower Secondary Level,Yes,0.96428,278,278,0.94242,0.98614
2013,North Rhine-Westphalia,Upper Secondary Level,Yes,0.95038,772,815,0.93547,0.96530
2013,North Rhine-Westphalia,Upper Secondary Level,No,0.04962,43,815,0.03470,0.06453
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.95188,146,146,0.91705,0.98672
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.96352,91,91,0.92479,1.00226
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.91465,284,284,0.88210,0.94720
2013,Hesse,Lower Secondary Level,Yes,0.95376,106,106,0.91359,0.99393
2013,Hesse,Upper Secondary Level,Yes,0.94828,287,287,0.92261,0.97395
2013,Hesse,Post-secondary Non-tertiary Level,Yes,0.98326,40,40,0.94299,1.02353
2013,Hesse,Second Stage of Tertiary Education,Yes,0.93510,108,108,0.88842,0.98178
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.93117,90,90,0.87857,0.98376
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.93752,240,240,0.90683,0.96820
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.97162,71,71,0.93272,1.01052
2013,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.96627,162,162,0.93839,0.99416
2013,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.93707,471,503,0.91583,0.95831
2013,Baden-Wuerttemberg,Upper Secondary Level,No,0.06293,32,503,0.04169,0.08417
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.92194,60,60,0.85349,0.99040
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.98134,64,64,0.94792,1.01476
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.93307,147,147,0.89253,0.97360
2013,Bavaria,Lower Secondary Level,Yes,0.92207,183,183,0.88313,0.96102
2013,Bavaria,Upper Secondary Level,Yes,0.91742,667,719,0.89728,0.93755
2013,Bavaria,Upper Secondary Level,No,0.08258,52,719,0.06245,0.10272
2013,Bavaria,Post-secondary Non-tertiary Level,Yes,0.97631,71,71,0.94068,1.01194
2013,Bavaria,First Stage of Tertiary Education,Yes,0.93903,94,94,0.89040,0.98766
2013,Bavaria,Second Stage of Tertiary Education,Yes,0.95359,172,172,0.92206,0.98512
2013,Berlin,Upper Secondary Level,Yes,0.95941,153,153,0.92803,0.99078
2013,Berlin,Second Stage of Tertiary Education,Yes,0.95543,98,98,0.91436,0.99649
2013,Brandenburg,Upper Secondary Level,Yes,0.94858,199,199,0.91782,0.97935
2013,Brandenburg,Second Stage of Tertiary Education,Yes,0.88721,86,86,0.81996,0.95446
2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.97373,114,114,0.94423,1.00322
2013,Saxony,Lower Secondary Level,Yes,0.99334,40,40,0.96782,1.01886
2013,Saxony,Upper Secondary Level,Yes,0.95048,308,308,0.92621,0.97475
2013,Saxony,First Stage of Tertiary Education,Yes,0.99553,53,53,0.97741,1.01366
2013,Saxony,Second Stage of Tertiary Education,Yes,0.95108,128,128,0.91356,0.98859
2013,Saxony-Anhalt,Upper Secondary Level,Yes,0.96079,224,224,0.93531,0.98626
2013,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.96496,72,72,0.92218,1.00773
2013,Thuringa,Upper Secondary Level,Yes,0.95105,214,214,0.92207,0.98003
2013,Thuringa,Second Stage of Tertiary Education,Yes,0.96186,59,59,0.91257,1.01115
2015,Schleswig-Holstein,Lower Secondary Level,Yes,0.94309,38,38,0.86844,1.01774
2015,Schleswig-Holstein,Upper Secondary Level,Yes,0.91959,158,158,0.87705,0.96212
2015,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.72015,33,33,0.56461,0.87570
2015,Hamburg,Upper Secondary Level,Yes,0.94975,59,59,0.89352,1.00597
2015,Lower Saxony,Lower Secondary Level,Yes,0.96236,109,109,0.92646,0.99825
2015,Lower Saxony,Upper Secondary Level,Yes,0.91971,400,437,0.89420,0.94522
2015,Lower Saxony,Upper Secondary Level,No,0.08029,37,437,0.05478,0.10580
2015,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.99060,39,39,0.95993,1.02128
2015,Lower Saxony,First Stage of Tertiary Education,Yes,0.93701,35,35,0.85535,1.01867
2015,Lower Saxony,Second Stage of Tertiary Education,Yes,0.90185,127,127,0.84990,0.95380
2015,North Rhine-Westphalia,Primary Level,Yes,0.92518,61,61,0.85860,0.99175
2015,North Rhine-Westphalia,Lower Secondary Level,Yes,0.92649,241,241,0.89347,0.95950
2015,North Rhine-Westphalia,Upper Secondary Level,Yes,0.90417,795,867,0.88456,0.92377
2015,North Rhine-Westphalia,Upper Secondary Level,No,0.09583,72,867,0.07623,0.11544
2015,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.92898,147,147,0.88732,0.97065
2015,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.89950,88,88,0.83632,0.96268
2015,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.92301,251,251,0.88996,0.95605
2015,Hesse,Lower Secondary Level,Yes,0.99949,75,75,0.99433,1.00464
2015,Hesse,Upper Secondary Level,Yes,0.93700,243,243,0.90639,0.96761
2015,Hesse,Post-secondary Non-tertiary Level,Yes,0.80615,40,40,0.68208,0.93022
2015,Hesse,Second Stage of Tertiary Education,Yes,0.91543,106,106,0.86220,0.96865
2015,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.85043,92,92,0.77715,0.92371
2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.87314,246,278,0.83395,0.91234
2015,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.12686,32,278,0.08766,0.16605
2015,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.95966,67,67,0.91219,1.00713
2015,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.92770,133,133,0.88352,0.97189
2015,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.87022,415,462,0.83954,0.90090
2015,Baden-Wuerttemberg,Upper Secondary Level,No,0.12978,47,462,0.09910,0.16046
2015,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.84979,55,55,0.75449,0.94508
2015,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.90911,63,63,0.83756,0.98067
2015,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.87377,149,149,0.82026,0.92728
2015,Bavaria,Lower Secondary Level,Yes,0.85821,148,148,0.80182,0.91460
2015,Bavaria,Upper Secondary Level,Yes,0.85776,579,675,0.83139,0.88413
2015,Bavaria,Upper Secondary Level,No,0.14224,96,675,0.11587,0.16861
2015,Bavaria,Post-secondary Non-tertiary Level,Yes,0.75376,68,68,0.65060,0.85692
2015,Bavaria,First Stage of Tertiary Education,Yes,0.81213,83,83,0.72759,0.89668
2015,Bavaria,Second Stage of Tertiary Education,Yes,0.84333,179,212,0.79428,0.89237
2015,Bavaria,Second Stage of Tertiary Education,No,0.15667,33,212,0.10763,0.20572
2015,Berlin,Upper Secondary Level,Yes,0.95836,138,138,0.92491,0.99181
2015,Berlin,Second Stage of Tertiary Education,Yes,0.94124,99,99,0.89468,0.98780
2015,Brandenburg,Upper Secondary Level,Yes,0.88496,210,210,0.84170,0.92822
2015,Brandenburg,Second Stage of Tertiary Education,Yes,0.90373,86,86,0.84103,0.96644
2015,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.87709,107,107,0.81458,0.93959
2015,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.90747,40,40,0.81653,0.99842
2015,Saxony,Lower Secondary Level,Yes,0.97820,31,31,0.92595,1.03046
2015,Saxony,Upper Secondary Level,Yes,0.90157,293,293,0.86740,0.93574
2015,Saxony,First Stage of Tertiary Education,Yes,0.92738,46,46,0.85156,1.00321
2015,Saxony,Second Stage of Tertiary Education,Yes,0.89131,113,113,0.83367,0.94896
2015,Saxony-Anhalt,Upper Secondary Level,Yes,0.90333,200,200,0.86227,0.94439
2015,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.88979,70,70,0.81591,0.96368
2015,Thuringa,Upper Secondary Level,Yes,0.92300,207,207,0.88660,0.95941
2015,Thuringa,Second Stage of Tertiary Education,Yes,0.90371,61,61,0.82907,0.97835
2017,Schleswig-Holstein,Lower Secondary Level,Yes,0.84032,40,40,0.72536,0.95529
2017,Schleswig-Holstein,Upper Secondary Level,Yes,0.94675,149,149,0.91057,0.98292
2017,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.91130,50,50,0.83169,0.99090
2017,Hamburg,Upper Secondary Level,Yes,0.93327,52,52,0.86478,1.00176
2017,Hamburg,Second Stage of Tertiary Education,Yes,0.89213,31,31,0.78112,1.00314
2017,Lower Saxony,Primary Level,Yes,0.99075,56,56,0.96545,1.01605
2017,Lower Saxony,Lower Secondary Level,Yes,0.91339,130,130,0.86486,0.96193
2017,Lower Saxony,Upper Secondary Level,Yes,0.96694,444,444,0.95029,0.98359
2017,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.99696,57,57,0.98253,1.01138
2017,Lower Saxony,First Stage of Tertiary Education,Yes,0.90384,45,45,0.81673,0.99095
2017,Lower Saxony,Second Stage of Tertiary Education,Yes,0.91381,124,124,0.86421,0.96340
2017,North Rhine-Westphalia,Primary Level,Yes,0.96820,97,97,0.93310,1.00330
2017,North Rhine-Westphalia,Lower Secondary Level,Yes,0.97584,246,246,0.95661,0.99507
2017,North Rhine-Westphalia,Upper Secondary Level,Yes,0.96498,842,892,0.95291,0.97705
2017,North Rhine-Westphalia,Upper Secondary Level,No,0.03502,50,892,0.02295,0.04709
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.86336,168,168,0.81126,0.91545
2017,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.98571,95,95,0.96172,1.00970
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.94080,283,283,0.91325,0.96834
2017,Hesse,Lower Secondary Level,Yes,0.98564,85,85,0.96020,1.01108
2017,Hesse,Upper Secondary Level,Yes,0.96028,233,233,0.93515,0.98541
2017,Hesse,Post-secondary Non-tertiary Level,Yes,0.82383,31,31,0.68751,0.96016
2017,Hesse,Second Stage of Tertiary Education,Yes,0.86997,98,98,0.80303,0.93690
2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.98385,75,75,0.95514,1.01257
2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.95635,249,249,0.93092,0.98178
2017,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.92499,39,39,0.84123,1.00874
2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.92272,71,71,0.86016,0.98528
2017,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.89923,116,116,0.84421,0.95424
2017,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.94292,384,384,0.91968,0.96615
2017,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.97403,61,61,0.93378,1.01427
2017,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.98449,60,60,0.95296,1.01602
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.95752,166,166,0.92674,0.98829
2017,Bavaria,Primary Level,Yes,0.84615,31,31,0.71703,0.97526
2017,Bavaria,Lower Secondary Level,Yes,0.93780,165,165,0.90083,0.97476
2017,Bavaria,Upper Secondary Level,Yes,0.95096,619,654,0.93440,0.96752
2017,Bavaria,Upper Secondary Level,No,0.04904,35,654,0.03248,0.06560
2017,Bavaria,Post-secondary Non-tertiary Level,Yes,0.94483,63,63,0.88800,1.00166
2017,Bavaria,First Stage of Tertiary Education,Yes,0.98197,87,87,0.95384,1.01009
2017,Bavaria,Second Stage of Tertiary Education,Yes,0.93537,205,205,0.90163,0.96911
2017,Berlin,Upper Secondary Level,Yes,0.97392,139,139,0.94733,1.00051
2017,Berlin,Second Stage of Tertiary Education,Yes,0.88430,100,100,0.82129,0.94731
2017,Brandenburg,Lower Secondary Level,Yes,0.93003,41,41,0.85097,1.00908
2017,Brandenburg,Upper Secondary Level,Yes,0.97399,219,219,0.95286,0.99512
2017,Brandenburg,Second Stage of Tertiary Education,Yes,0.93357,88,88,0.88124,0.98590
2017,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.93727,100,100,0.88950,0.98503
2017,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.89704,42,42,0.80401,0.99006
2017,Saxony,Lower Secondary Level,Yes,0.94057,39,39,0.86539,1.01574
2017,Saxony,Upper Secondary Level,Yes,0.97402,290,290,0.95568,0.99236
2017,Saxony,First Stage of Tertiary Education,Yes,0.86055,43,43,0.75578,0.96532
2017,Saxony,Second Stage of Tertiary Education,Yes,0.89103,104,104,0.83085,0.95121
2017,Saxony-Anhalt,Lower Secondary Level,Yes,0.98712,31,31,0.94677,1.02747
2017,Saxony-Anhalt,Upper Secondary Level,Yes,0.96276,177,177,0.93479,0.99074
2017,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.97492,81,81,0.94066,1.00919
2017,Thuringa,Upper Secondary Level,Yes,0.97719,222,222,0.95750,0.99687
2017,Thuringa,Second Stage of Tertiary Education,Yes,0.97313,63,63,0.93288,1.01338
2019,Schleswig-Holstein,Lower Secondary Level,Yes,0.76831,40,40,0.63589,0.90072
2019,Schleswig-Holstein,Upper Secondary Level,Yes,0.88261,155,155,0.83177,0.93345
2019,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.92414,52,52,0.85147,0.99681
2019,Hamburg,Upper Secondary Level,Yes,0.99112,67,67,0.96849,1.01375
2019,Hamburg,Second Stage of Tertiary Education,Yes,0.96733,39,39,0.91080,1.02385
2019,Lower Saxony,Primary Level,Yes,0.98700,55,55,0.95678,1.01721
2019,Lower Saxony,Lower Secondary Level,Yes,0.98942,135,135,0.97210,1.00674
2019,Lower Saxony,Upper Secondary Level,Yes,0.93915,425,457,0.91721,0.96109
2019,Lower Saxony,Upper Secondary Level,No,0.06085,32,457,0.03891,0.08279
2019,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.91292,60,60,0.84098,0.98487
2019,Lower Saxony,First Stage of Tertiary Education,Yes,0.93682,45,45,0.86493,1.00871
2019,Lower Saxony,Second Stage of Tertiary Education,Yes,0.96461,157,157,0.93561,0.99360
2019,North Rhine-Westphalia,No answer / don't know,Yes,0.93879,47,47,0.86951,1.00806
2019,North Rhine-Westphalia,Primary Level,Yes,0.98230,124,124,0.95899,1.00560
2019,North Rhine-Westphalia,Lower Secondary Level,Yes,0.95413,228,228,0.92691,0.98134
2019,North Rhine-Westphalia,Upper Secondary Level,Yes,0.94513,813,885,0.93012,0.96015
2019,North Rhine-Westphalia,Upper Secondary Level,No,0.05487,72,885,0.03985,0.06988
2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.95132,186,186,0.92031,0.98233
2019,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.96413,94,94,0.92634,1.00193
2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.93428,324,367,0.90890,0.95967
2019,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.06572,43,367,0.04033,0.09110
2019,Hesse,Lower Secondary Level,Yes,0.99284,65,65,0.97219,1.01350
2019,Hesse,Upper Secondary Level,Yes,0.94770,239,239,0.91942,0.97599
2019,Hesse,Post-secondary Non-tertiary Level,Yes,0.86601,40,40,0.75910,0.97292
2019,Hesse,Second Stage of Tertiary Education,Yes,0.94674,130,130,0.90799,0.98549
2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.98373,78,78,0.95546,1.01199
2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.97599,243,243,0.95670,0.99528
2019,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.87715,36,36,0.76839,0.98590
2019,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.95595,64,64,0.90528,1.00662
2019,Baden-Wuerttemberg,Primary Level,Yes,0.85862,34,34,0.73974,0.97749
2019,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.87774,99,99,0.81288,0.94260
2019,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.96037,390,390,0.94098,0.97976
2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.87355,62,62,0.79014,0.95695
2019,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.88419,62,62,0.80389,0.96450
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.93674,170,170,0.90003,0.97344
2019,Bavaria,Primary Level,Yes,0.83754,46,46,0.72977,0.94532
2019,Bavaria,Lower Secondary Level,Yes,0.95890,148,148,0.92681,0.99099
2019,Bavaria,Upper Secondary Level,Yes,0.93907,615,654,0.92072,0.95742
2019,Bavaria,Upper Secondary Level,No,0.06093,39,654,0.04258,0.07928
2019,Bavaria,Post-secondary Non-tertiary Level,Yes,0.91956,62,62,0.85131,0.98781
2019,Bavaria,First Stage of Tertiary Education,Yes,0.95545,88,88,0.91209,0.99880
2019,Bavaria,Second Stage of Tertiary Education,Yes,0.94480,233,233,0.91541,0.97419
2019,Berlin,Upper Secondary Level,Yes,0.97135,148,148,0.94438,0.99832
2019,Berlin,Second Stage of Tertiary Education,Yes,0.90077,125,125,0.84815,0.95339
2019,Brandenburg,Lower Secondary Level,Yes,0.99329,49,49,0.97020,1.01638
2019,Brandenburg,Upper Secondary Level,Yes,0.92088,233,233,0.88614,0.95561
2019,Brandenburg,First Stage of Tertiary Education,Yes,0.98070,33,33,0.93304,1.02837
2019,Brandenburg,Second Stage of Tertiary Education,Yes,0.87854,92,92,0.81142,0.94566
2019,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.95706,101,101,0.91732,0.99679
2019,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.99526,51,51,0.97621,1.01430
2019,Saxony,Lower Secondary Level,Yes,0.94707,49,49,0.88373,1.01041
2019,Saxony,Upper Secondary Level,Yes,0.94974,285,285,0.92433,0.97515
2019,Saxony,First Stage of Tertiary Education,Yes,0.79163,55,55,0.68331,0.89996
2019,Saxony,Second Stage of Tertiary Education,Yes,0.83787,152,152,0.77909,0.89666
2019,Saxony-Anhalt,Upper Secondary Level,Yes,0.96723,192,192,0.94198,0.99248
2019,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.86474,85,85,0.79160,0.93788
2019,Thuringa,Upper Secondary Level,Yes,0.93005,206,206,0.89513,0.96497
2019,Thuringa,Second Stage of Tertiary Education,Yes,0.89902,63,63,0.82401,0.97402
2021,Schleswig-Holstein,Upper Secondary Level,Yes,0.94471,91,91,0.89750,0.99193
2021,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.90798,39,39,0.81607,0.99989
2021,Hamburg,Upper Secondary Level,Yes,0.95768,51,51,0.90187,1.01348
2021,Hamburg,Second Stage of Tertiary Education,Yes,0.95757,33,33,0.88772,1.02741
2021,Lower Saxony,Lower Secondary Level,Yes,0.92344,85,85,0.86658,0.98030
2021,Lower Saxony,Upper Secondary Level,Yes,0.93532,233,233,0.90367,0.96697
2021,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.90405,40,40,0.81161,0.99648
2021,Lower Saxony,Second Stage of Tertiary Education,Yes,0.91783,97,97,0.86289,0.97276
2021,North Rhine-Westphalia,No answer / don't know,Yes,0.93357,43,43,0.85826,1.00889
2021,North Rhine-Westphalia,Primary Level,Yes,0.95829,77,77,0.91334,1.00324
2021,North Rhine-Westphalia,Lower Secondary Level,Yes,0.95594,132,132,0.92079,0.99108
2021,North Rhine-Westphalia,Upper Secondary Level,Yes,0.93505,499,542,0.91428,0.95582
2021,North Rhine-Westphalia,Upper Secondary Level,No,0.06495,43,542,0.04418,0.08572
2021,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.92566,136,136,0.88141,0.96991
2021,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.91744,56,56,0.84470,0.99017
2021,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.88384,222,222,0.84159,0.92608
2021,Hesse,Lower Secondary Level,Yes,0.98772,40,40,0.95315,1.02229
2021,Hesse,Upper Secondary Level,Yes,0.97684,138,138,0.95165,1.00203
2021,Hesse,Second Stage of Tertiary Education,Yes,0.95283,87,87,0.90802,0.99764
2021,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.94696,42,42,0.87836,1.01556
2021,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.94883,152,152,0.91368,0.98398
2021,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.82483,46,46,0.71377,0.93589
2021,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.90122,46,46,0.81404,0.98839
2021,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.92582,247,247,0.89308,0.95857
2021,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.98773,48,48,0.95626,1.01920
2021,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.74602,31,31,0.59026,0.90179
2021,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.96831,126,126,0.93759,0.99902
2021,Bavaria,Lower Secondary Level,Yes,0.89165,87,87,0.82596,0.95734
2021,Bavaria,Upper Secondary Level,Yes,0.88799,356,397,0.85693,0.91905
2021,Bavaria,Upper Secondary Level,No,0.11201,41,397,0.08095,0.14307
2021,Bavaria,Post-secondary Non-tertiary Level,Yes,0.88221,45,45,0.78696,0.97746
