year,bula_h,migback,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.34445,61,118,0.25835,0.43056
1998,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.33117,57,118,0.24589,0.41645
1998,Baden-Wuerttemberg,No migration background,At least once per week,0.27703,295,1050,0.24995,0.30411
1998,Baden-Wuerttemberg,No migration background,At least once per month,0.31048,321,1050,0.28248,0.33848
1998,Baden-Wuerttemberg,No migration background,Seldom,0.31464,355,1050,0.28654,0.34274
1998,Baden-Wuerttemberg,No migration background,Never,0.08229,79,1050,0.06566,0.09891
1998,Baden-Wuerttemberg,Direct migration background,At least once per week,0.17981,116,571,0.14829,0.21134
1998,Baden-Wuerttemberg,Direct migration background,At least once per month,0.23500,134,571,0.20019,0.26981
1998,Baden-Wuerttemberg,Direct migration background,Seldom,0.40440,219,571,0.36411,0.44469
1998,Baden-Wuerttemberg,Direct migration background,Never,0.15583,102,571,0.12605,0.18560
1998,Baden-Wuerttemberg,Indirect migration background,At least once per week,0.40418,65,141,0.32289,0.48547
1998,Baden-Wuerttemberg,Indirect migration background,At least once per month,0.27875,39,141,0.20448,0.35303
1998,Baden-Wuerttemberg,Indirect migration background,Seldom,0.26173,37,141,0.18891,0.33454
1998,Bavaria,No migration background,At least once per week,0.28554,432,1407,0.26193,0.30914
1998,Bavaria,No migration background,At least once per month,0.30775,448,1407,0.28363,0.33188
1998,Bavaria,No migration background,Seldom,0.30721,434,1407,0.28309,0.33132
1998,Bavaria,No migration background,Never,0.07914,93,1407,0.06503,0.09325
1998,Bavaria,Direct migration background,At least once per week,0.23257,73,340,0.18760,0.27754
1998,Bavaria,Direct migration background,At least once per month,0.28241,95,340,0.23449,0.33034
1998,Bavaria,Direct migration background,Seldom,0.32642,128,340,0.27651,0.37634
1998,Bavaria,Direct migration background,Never,0.14525,44,340,0.10774,0.18276
1998,Bavaria,Indirect migration background,At least once per week,0.43583,34,34,0.26665,0.60502
1998,Berlin,No migration background,At least once per week,0.23935,97,444,0.19961,0.27908
1998,Berlin,No migration background,At least once per month,0.33112,149,444,0.28730,0.37495
1998,Berlin,No migration background,Seldom,0.32563,162,444,0.28199,0.36927
1998,Berlin,No migration background,Never,0.08440,36,444,0.05852,0.11029
1998,Brandenburg,No migration background,At least once per week,0.11577,67,595,0.09004,0.14150
1998,Brandenburg,No migration background,At least once per month,0.22741,143,595,0.19370,0.26111
1998,Brandenburg,No migration background,Seldom,0.52799,319,595,0.48784,0.56814
1998,Brandenburg,No migration background,Never,0.12402,66,595,0.09752,0.15053
1998,Mecklenburg-Western Pomerania,No migration background,At least once per week,0.10425,43,392,0.07396,0.13454
1998,Mecklenburg-Western Pomerania,No migration background,At least once per month,0.24390,99,392,0.20133,0.28646
1998,Mecklenburg-Western Pomerania,No migration background,Seldom,0.48465,204,392,0.43512,0.53419
1998,Mecklenburg-Western Pomerania,No migration background,Never,0.15543,46,392,0.11952,0.19134
1998,Saxony,No migration background,At least once per week,0.12010,139,1132,0.10115,0.13905
1998,Saxony,No migration background,At least once per month,0.23990,285,1132,0.21501,0.26479
1998,Saxony,No migration background,Seldom,0.48359,567,1132,0.45447,0.51272
1998,Saxony,No migration background,Never,0.15137,141,1132,0.13048,0.17226
1998,Saxony-Anhalt,No migration background,At least once per week,0.10158,71,645,0.07825,0.12491
1998,Saxony-Anhalt,No migration background,At least once per month,0.19625,143,645,0.16558,0.22693
1998,Saxony-Anhalt,No migration background,Seldom,0.48748,325,645,0.44887,0.52608
1998,Saxony-Anhalt,No migration background,Never,0.20086,106,645,0.16992,0.23180
1998,Thuringa,No migration background,At least once per week,0.15648,111,695,0.12945,0.18351
1998,Thuringa,No migration background,At least once per month,0.23130,175,695,0.19992,0.26267
1998,Thuringa,No migration background,Seldom,0.45671,330,695,0.41965,0.49377
1998,Thuringa,No migration background,Never,0.14421,79,695,0.11807,0.17035
2003,Schleswig-Holstein,No migration background,At least once per week,0.16790,93,589,0.13769,0.19811
2003,Schleswig-Holstein,No migration background,At least once per month,0.31942,212,589,0.28173,0.35711
2003,Schleswig-Holstein,No migration background,Seldom,0.41436,242,589,0.37455,0.45418
2003,Schleswig-Holstein,No migration background,Never,0.08996,42,589,0.06683,0.11308
2003,Hamburg,No migration background,At least once per week,0.29000,85,248,0.23341,0.34659
2003,Hamburg,No migration background,At least once per month,0.28210,84,248,0.22598,0.33823
2003,Hamburg,No migration background,Seldom,0.34024,79,248,0.28115,0.39933
2003,Lower Saxony,No migration background,At least once per week,0.16683,321,1627,0.14870,0.18495
2003,Lower Saxony,No migration background,At least once per month,0.31552,562,1627,0.29293,0.33810
2003,Lower Saxony,No migration background,Seldom,0.42039,635,1627,0.39639,0.44438
2003,Lower Saxony,No migration background,Never,0.08413,109,1627,0.07064,0.09762
2003,Lower Saxony,Direct migration background,At least once per month,0.24498,49,173,0.18070,0.30925
2003,Lower Saxony,Direct migration background,Seldom,0.38149,78,173,0.30890,0.45409
2003,Lower Saxony,Direct migration background,Never,0.21889,46,173,0.15710,0.28069
2003,Bremen,No migration background,At least once per week,0.16964,31,130,0.10487,0.23440
2003,Bremen,No migration background,At least once per month,0.36956,58,130,0.28627,0.45286
2003,Bremen,No migration background,Seldom,0.28847,41,130,0.21028,0.36665
2003,North Rhine-Westphalia,No migration background,Daily,0.01725,58,3729,0.01307,0.02143
2003,North Rhine-Westphalia,No migration background,At least once per week,0.23951,940,3729,0.22581,0.25321
2003,North Rhine-Westphalia,No migration background,At least once per month,0.32953,1283,3729,0.31444,0.34462
2003,North Rhine-Westphalia,No migration background,Seldom,0.32226,1177,3729,0.30725,0.33726
2003,North Rhine-Westphalia,No migration background,Never,0.09145,271,3729,0.08220,0.10071
2003,North Rhine-Westphalia,Direct migration background,At least once per week,0.15409,115,696,0.12725,0.18093
2003,North Rhine-Westphalia,Direct migration background,At least once per month,0.22405,177,696,0.19305,0.25505
2003,North Rhine-Westphalia,Direct migration background,Seldom,0.38422,253,696,0.34805,0.42038
2003,North Rhine-Westphalia,Direct migration background,Never,0.22807,151,696,0.19687,0.25926
2003,North Rhine-Westphalia,Indirect migration background,At least once per week,0.31452,78,202,0.25033,0.37872
2003,North Rhine-Westphalia,Indirect migration background,At least once per month,0.32945,71,202,0.26447,0.39442
2003,North Rhine-Westphalia,Indirect migration background,Seldom,0.27240,53,202,0.21085,0.33394
2003,Hesse,No migration background,At least once per week,0.28394,348,1164,0.25802,0.30985
2003,Hesse,No migration background,At least once per month,0.31075,398,1164,0.28415,0.33735
2003,Hesse,No migration background,Seldom,0.31472,341,1164,0.28802,0.34141
2003,Hesse,No migration background,Never,0.07825,77,1164,0.06282,0.09369
2003,Hesse,Direct migration background,At least once per week,0.17888,39,242,0.13049,0.22726
2003,Hesse,Direct migration background,At least once per month,0.20959,58,242,0.15821,0.26098
2003,Hesse,Direct migration background,Seldom,0.37945,97,242,0.31819,0.44072
2003,Hesse,Direct migration background,Never,0.20372,48,242,0.15287,0.25457
2003,Hesse,Indirect migration background,At least once per week,0.41804,34,34,0.24975,0.58633
2003,"Rhineland-Palatinate, Saarland",No migration background,At least once per week,0.22671,274,1100,0.20196,0.25147
2003,"Rhineland-Palatinate, Saarland",No migration background,At least once per month,0.30379,344,1100,0.27660,0.33098
2003,"Rhineland-Palatinate, Saarland",No migration background,Seldom,0.34110,360,1100,0.31307,0.36913
2003,"Rhineland-Palatinate, Saarland",No migration background,Never,0.12137,122,1100,0.10206,0.14067
2003,"Rhineland-Palatinate, Saarland",Direct migration background,At least once per month,0.22050,40,169,0.15780,0.28319
2003,"Rhineland-Palatinate, Saarland",Direct migration background,Seldom,0.50083,95,169,0.42522,0.57644
2003,"Rhineland-Palatinate, Saarland",Direct migration background,Never,0.17321,34,169,0.11598,0.23043
2003,Baden-Wuerttemberg,No migration background,Daily,0.01435,36,1896,0.00899,0.01970
2003,Baden-Wuerttemberg,No migration background,At least once per week,0.26995,564,1896,0.24996,0.28993
2003,Baden-Wuerttemberg,No migration background,At least once per month,0.30416,610,1896,0.28345,0.32487
2003,Baden-Wuerttemberg,No migration background,Seldom,0.34193,581,1896,0.32057,0.36329
2003,Baden-Wuerttemberg,No migration background,Never,0.06962,105,1896,0.05816,0.08108
2003,Baden-Wuerttemberg,Direct migration background,At least once per week,0.11731,69,579,0.09107,0.14354
2003,Baden-Wuerttemberg,Direct migration background,At least once per month,0.23474,129,579,0.20019,0.26929
2003,Baden-Wuerttemberg,Direct migration background,Seldom,0.40893,242,579,0.36885,0.44901
2003,Baden-Wuerttemberg,Direct migration background,Never,0.22618,139,579,0.19208,0.26029
2003,Baden-Wuerttemberg,Indirect migration background,At least once per week,0.36021,67,179,0.28968,0.43073
2003,Baden-Wuerttemberg,Indirect migration background,At least once per month,0.27715,57,179,0.21139,0.34290
2003,Baden-Wuerttemberg,Indirect migration background,Seldom,0.24991,55,179,0.18631,0.31352
2003,Bavaria,No migration background,Daily,0.02760,63,2605,0.02131,0.03390
2003,Bavaria,No migration background,At least once per week,0.25338,750,2605,0.23667,0.27008
2003,Bavaria,No migration background,At least once per month,0.29279,834,2605,0.27531,0.31027
2003,Bavaria,No migration background,Seldom,0.34064,815,2605,0.32244,0.35884
2003,Bavaria,No migration background,Never,0.08559,143,2605,0.07484,0.09633
2003,Bavaria,Direct migration background,At least once per week,0.17968,76,382,0.14113,0.21823
2003,Bavaria,Direct migration background,At least once per month,0.25918,107,382,0.21518,0.30318
2003,Bavaria,Direct migration background,Seldom,0.37561,143,382,0.32698,0.42424
2003,Bavaria,Direct migration background,Never,0.15674,56,382,0.12023,0.19324
2003,Bavaria,Indirect migration background,At least once per week,0.40336,47,82,0.29652,0.51019
2003,Bavaria,Indirect migration background,At least once per month,0.27802,35,82,0.18045,0.37559
2003,Berlin,No migration background,At least once per week,0.26550,197,701,0.23278,0.29821
2003,Berlin,No migration background,At least once per month,0.31237,228,701,0.27803,0.34670
2003,Berlin,No migration background,Seldom,0.32686,231,701,0.29211,0.36161
2003,Berlin,No migration background,Never,0.07881,45,701,0.05885,0.09877
2003,Brandenburg,No migration background,At least once per week,0.11062,113,921,0.09036,0.13089
2003,Brandenburg,No migration background,At least once per month,0.22746,214,921,0.20037,0.25454
2003,Brandenburg,No migration background,Seldom,0.51300,475,921,0.48070,0.54530
2003,Brandenburg,No migration background,Never,0.14211,119,921,0.11955,0.16467
2003,Mecklenburg-Western Pomerania,No migration background,At least once per week,0.08144,55,504,0.05754,0.10535
2003,Mecklenburg-Western Pomerania,No migration background,At least once per month,0.22043,130,504,0.18420,0.25665
2003,Mecklenburg-Western Pomerania,No migration background,Seldom,0.53597,252,504,0.49238,0.57955
2003,Mecklenburg-Western Pomerania,No migration background,Never,0.15773,67,504,0.12588,0.18959
2003,Saxony,No migration background,At least once per week,0.13683,224,1564,0.11979,0.15387
2003,Saxony,No migration background,At least once per month,0.25939,424,1564,0.23766,0.28112
2003,Saxony,No migration background,Seldom,0.44706,720,1564,0.42241,0.47171
2003,Saxony,No migration background,Never,0.14956,196,1564,0.13188,0.16724
2003,Saxony-Anhalt,No migration background,At least once per week,0.10753,106,895,0.08723,0.12784
2003,Saxony-Anhalt,No migration background,At least once per month,0.23431,215,895,0.20655,0.26208
2003,Saxony-Anhalt,No migration background,Seldom,0.47016,444,895,0.43744,0.50288
2003,Saxony-Anhalt,No migration background,Never,0.18169,130,895,0.15642,0.20697
2003,Thuringa,No migration background,At least once per week,0.16123,150,926,0.13753,0.18493
2003,Thuringa,No migration background,At least once per month,0.20584,223,926,0.17978,0.23189
2003,Thuringa,No migration background,Seldom,0.47267,448,926,0.44050,0.50485
2003,Thuringa,No migration background,Never,0.15071,105,926,0.12765,0.17377
2008,Schleswig-Holstein,No migration background,At least once per week,0.14244,75,484,0.11127,0.17361
2008,Schleswig-Holstein,No migration background,At least once per month,0.32657,159,484,0.28475,0.36840
2008,Schleswig-Holstein,No migration background,Seldom,0.42979,210,484,0.38564,0.47394
2008,Schleswig-Holstein,No migration background,Never,0.07130,40,484,0.04835,0.09424
2008,Hamburg,No migration background,At least once per week,0.29563,76,239,0.23765,0.35360
2008,Hamburg,No migration background,At least once per month,0.34941,92,239,0.28884,0.40998
2008,Hamburg,No migration background,Seldom,0.30481,71,239,0.24633,0.36330
2008,Lower Saxony,No migration background,At least once per week,0.16881,286,1519,0.14997,0.18766
2008,Lower Saxony,No migration background,At least once per month,0.31945,513,1519,0.29599,0.34290
2008,Lower Saxony,No migration background,Seldom,0.40177,614,1519,0.37710,0.42643
2008,Lower Saxony,No migration background,Never,0.09045,106,1519,0.07602,0.10488
2008,Lower Saxony,Direct migration background,At least once per month,0.28585,36,114,0.20254,0.36916
2008,Lower Saxony,Direct migration background,Seldom,0.50271,78,114,0.41052,0.59489
2008,Bremen,No migration background,At least once per month,0.37877,44,85,0.27503,0.48251
