year,migback,sex,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,No migration background,male,At least once per month,0.31423,3094,9798,0.30504,0.32342
2013,No migration background,male,Seldom,0.32432,3403,9798,0.31505,0.33359
2013,No migration background,male,Never,0.07472,711,9798,0.06951,0.07993
2013,No migration background,female,Daily,0.00993,86,11741,0.00813,0.01172
2013,No migration background,female,At least once per week,0.19816,2126,11741,0.19095,0.20537
2013,No migration background,female,At least once per month,0.34264,4173,11741,0.33405,0.35122
2013,No migration background,female,Seldom,0.36198,4425,11741,0.35329,0.37067
2013,No migration background,female,Never,0.08730,931,11741,0.08220,0.09241
2013,Direct migration background,male,Daily,0.03180,33,1214,0.02193,0.04168
2013,Direct migration background,male,At least once per week,0.21325,240,1214,0.19020,0.23630
2013,Direct migration background,male,At least once per month,0.28698,316,1214,0.26153,0.31244
2013,Direct migration background,male,Seldom,0.32762,447,1214,0.30121,0.35403
2013,Direct migration background,male,Never,0.14034,178,1214,0.12080,0.15989
2013,Direct migration background,female,At least once per week,0.15653,213,1587,0.13865,0.17441
2013,Direct migration background,female,At least once per month,0.27449,473,1587,0.25253,0.29645
2013,Direct migration background,female,Seldom,0.38257,649,1587,0.35865,0.40649
2013,Direct migration background,female,Never,0.17610,252,1587,0.15735,0.19484
2013,Indirect migration background,male,At least once per week,0.29913,168,472,0.25778,0.34049
2013,Indirect migration background,male,At least once per month,0.33929,169,472,0.29653,0.38205
2013,Indirect migration background,male,Seldom,0.27807,135,472,0.23761,0.31854
2013,Indirect migration background,female,At least once per week,0.33823,178,561,0.29905,0.37742
2013,Indirect migration background,female,At least once per month,0.32728,197,561,0.28842,0.36614
2013,Indirect migration background,female,Seldom,0.26877,186,561,0.23205,0.30549
2019,No migration background,male,Daily,0.02202,244,9715,0.01910,0.02494
2019,No migration background,male,At least once per week,0.28909,2936,9715,0.28008,0.29811
2019,No migration background,male,At least once per month,0.35168,3352,9715,0.34218,0.36117
2019,No migration background,male,Seldom,0.27637,2651,9715,0.26748,0.28527
2019,No migration background,male,Never,0.06084,532,9715,0.05608,0.06559
2019,No migration background,female,Daily,0.00707,75,10375,0.00545,0.00868
2019,No migration background,female,At least once per week,0.22484,2346,10375,0.21680,0.23287
2019,No migration background,female,At least once per month,0.39904,4215,10375,0.38961,0.40846
2019,No migration background,female,Seldom,0.29914,3132,10375,0.29033,0.30795
2019,No migration background,female,Never,0.06992,607,10375,0.06502,0.07483
2019,Direct migration background,male,Daily,0.02896,106,3642,0.02352,0.03441
2019,Direct migration background,male,At least once per week,0.26344,1006,3642,0.24913,0.27774
2019,Direct migration background,male,At least once per month,0.29978,1151,3642,0.28490,0.31466
2019,Direct migration background,male,Seldom,0.31618,892,3642,0.30107,0.33128
2019,Direct migration background,male,Never,0.09164,487,3642,0.08227,0.10101
2019,Direct migration background,female,Daily,0.00845,36,3481,0.00541,0.01149
2019,Direct migration background,female,At least once per week,0.23354,711,3481,0.21949,0.24760
2019,Direct migration background,female,At least once per month,0.36854,1221,3481,0.35252,0.38457
2019,Direct migration background,female,Seldom,0.30793,1029,3481,0.29260,0.32327
2019,Direct migration background,female,Never,0.08153,484,3481,0.07243,0.09062
2019,Indirect migration background,male,At least once per week,0.39158,286,714,0.35576,0.42741
2019,Indirect migration background,male,At least once per month,0.37722,246,714,0.34164,0.41279
2019,Indirect migration background,male,Seldom,0.16965,151,714,0.14210,0.19720
2019,Indirect migration background,male,Never,0.02878,31,714,0.01651,0.04105
2019,Indirect migration background,female,At least once per week,0.39642,293,781,0.36210,0.43075
2019,Indirect migration background,female,At least once per month,0.34781,312,781,0.31438,0.38123
2019,Indirect migration background,female,Seldom,0.21271,176,781,0.18399,0.24143
