year,pgisced97,regtyp,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Lower Secondary Level,Rural regions,At least once per week,0.14642,133,739,0.12091,0.17192
1995,Lower Secondary Level,Rural regions,At least once per month,0.19923,160,739,0.17041,0.22805
1995,Lower Secondary Level,Rural regions,Seldom,0.36427,267,739,0.32955,0.39899
1995,Lower Secondary Level,Rural regions,Never,0.26605,179,739,0.23417,0.29793
1995,Upper Secondary Level,Urban regions,Daily,0.02145,89,4225,0.01708,0.02582
1995,Upper Secondary Level,Urban regions,At least once per week,0.23457,970,4225,0.22179,0.24735
1995,Upper Secondary Level,Urban regions,At least once per month,0.28104,1226,4225,0.26749,0.29460
1995,Upper Secondary Level,Urban regions,Seldom,0.34835,1470,4225,0.33398,0.36271
1995,Upper Secondary Level,Urban regions,Never,0.10893,470,4225,0.09953,0.11832
1995,Upper Secondary Level,Rural regions,Daily,0.02051,53,2478,0.01493,0.02609
1995,Upper Secondary Level,Rural regions,At least once per week,0.18070,414,2478,0.16554,0.19585
1995,Upper Secondary Level,Rural regions,At least once per month,0.26038,639,2478,0.24310,0.27767
1995,Upper Secondary Level,Rural regions,Seldom,0.38340,1019,2478,0.36425,0.40255
1995,Upper Secondary Level,Rural regions,Never,0.15064,353,2478,0.13656,0.16473
1995,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.34291,103,352,0.29325,0.39257
1995,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.24526,93,352,0.20025,0.29028
1995,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.27580,110,352,0.22904,0.32255
1995,Post-secondary Non-tertiary Level,Urban regions,Never,0.11735,46,352,0.08368,0.15102
1995,Post-secondary Non-tertiary Level,Rural regions,At least once per month,0.34923,37,76,0.24134,0.45713
1995,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.30024,39,76,0.19651,0.40398
1995,First Stage of Tertiary Education,Urban regions,At least once per week,0.21839,96,451,0.18022,0.25657
1995,First Stage of Tertiary Education,Urban regions,At least once per month,0.34700,160,451,0.30302,0.39099
1995,First Stage of Tertiary Education,Urban regions,Seldom,0.33872,162,451,0.29499,0.38245
1995,First Stage of Tertiary Education,Urban regions,Never,0.07682,33,451,0.05221,0.10142
1995,First Stage of Tertiary Education,Rural regions,At least once per week,0.18169,51,267,0.13536,0.22803
1995,First Stage of Tertiary Education,Rural regions,At least once per month,0.31784,94,267,0.26188,0.37380
1995,First Stage of Tertiary Education,Rural regions,Seldom,0.35680,122,267,0.29923,0.41438
1995,Second Stage of Tertiary Education,Urban regions,At least once per week,0.28570,298,1082,0.25877,0.31263
1995,Second Stage of Tertiary Education,Urban regions,At least once per month,0.35186,372,1082,0.32339,0.38033
1995,Second Stage of Tertiary Education,Urban regions,Seldom,0.26604,340,1082,0.23970,0.29238
1995,Second Stage of Tertiary Education,Urban regions,Never,0.06834,72,1082,0.05330,0.08338
1995,Second Stage of Tertiary Education,Rural regions,At least once per week,0.12127,69,638,0.09592,0.14662
1995,Second Stage of Tertiary Education,Rural regions,At least once per month,0.32118,206,638,0.28492,0.35744
1995,Second Stage of Tertiary Education,Rural regions,Seldom,0.41795,299,638,0.37964,0.45625
1995,Second Stage of Tertiary Education,Rural regions,Never,0.10900,64,638,0.08479,0.13320
1998,Pre-primary Level,Urban regions,At least once per week,0.36902,78,198,0.30163,0.43640
1998,Pre-primary Level,Urban regions,At least once per month,0.27895,55,198,0.21632,0.34158
1998,Pre-primary Level,Urban regions,Seldom,0.24364,65,198,0.18370,0.30359
1998,Pre-primary Level,Rural regions,At least once per week,0.34418,39,108,0.25416,0.43420
1998,Pre-primary Level,Rural regions,At least once per month,0.30085,34,108,0.21395,0.38776
1998,Pre-primary Level,Rural regions,Seldom,0.28952,35,108,0.20358,0.37545
1998,Primary Level,Urban regions,At least once per week,0.10078,41,361,0.06968,0.13187
1998,Primary Level,Urban regions,At least once per month,0.19583,72,361,0.15483,0.23682
1998,Primary Level,Urban regions,Seldom,0.38466,132,361,0.33441,0.43492
1998,Primary Level,Urban regions,Never,0.29826,116,361,0.25100,0.34552
1998,Primary Level,Rural regions,Seldom,0.38450,38,38,0.22775,0.54126
1998,Lower Secondary Level,Urban regions,Daily,0.01750,38,1755,0.01137,0.02364
1998,Lower Secondary Level,Urban regions,At least once per week,0.19646,356,1755,0.17786,0.21505
1998,Lower Secondary Level,Urban regions,At least once per month,0.23739,427,1755,0.21748,0.25731
1998,Lower Secondary Level,Urban regions,Seldom,0.35405,637,1755,0.33166,0.37643
1998,Lower Secondary Level,Urban regions,Never,0.18847,297,1755,0.17017,0.20678
1998,Lower Secondary Level,Rural regions,At least once per week,0.16494,141,761,0.13855,0.19133
1998,Lower Secondary Level,Rural regions,At least once per month,0.19029,167,761,0.16238,0.21819
1998,Lower Secondary Level,Rural regions,Seldom,0.40862,303,761,0.37367,0.44357
1998,Lower Secondary Level,Rural regions,Never,0.21962,150,761,0.19019,0.24906
1998,Upper Secondary Level,Urban regions,Daily,0.01824,85,4365,0.01427,0.02221
1998,Upper Secondary Level,Urban regions,At least once per week,0.23205,1001,4365,0.21953,0.24458
1998,Upper Secondary Level,Urban regions,At least once per month,0.30579,1338,4365,0.29212,0.31947
1998,Upper Secondary Level,Urban regions,Seldom,0.34785,1559,4365,0.33371,0.36198
1998,Upper Secondary Level,Urban regions,Never,0.09013,382,4365,0.08164,0.09863
1998,Upper Secondary Level,Rural regions,Daily,0.01169,33,2639,0.00759,0.01579
1998,Upper Secondary Level,Rural regions,At least once per week,0.15715,396,2639,0.14326,0.17104
1998,Upper Secondary Level,Rural regions,At least once per month,0.26914,698,2639,0.25222,0.28607
1998,Upper Secondary Level,Rural regions,Seldom,0.43972,1226,2639,0.42078,0.45866
1998,Upper Secondary Level,Rural regions,Never,0.12175,286,2639,0.10928,0.13423
1998,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.29535,105,357,0.24796,0.34274
1998,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.38795,138,357,0.33733,0.43857
1998,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.25624,114,357,0.21089,0.30158
1998,Post-secondary Non-tertiary Level,Rural regions,At least once per month,0.34644,46,79,0.24084,0.45204
1998,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.32014,33,79,0.21661,0.42368
1998,First Stage of Tertiary Education,Urban regions,At least once per week,0.23446,118,478,0.19644,0.27248
1998,First Stage of Tertiary Education,Urban regions,At least once per month,0.34938,185,478,0.30659,0.39217
1998,First Stage of Tertiary Education,Urban regions,Seldom,0.31753,175,478,0.27575,0.35930
1998,First Stage of Tertiary Education,Rural regions,At least once per week,0.14008,52,275,0.09899,0.18118
1998,First Stage of Tertiary Education,Rural regions,At least once per month,0.28265,84,275,0.22933,0.33596
1998,First Stage of Tertiary Education,Rural regions,Seldom,0.46644,139,275,0.40737,0.52551
1998,Second Stage of Tertiary Education,Urban regions,At least once per week,0.32043,370,1223,0.29427,0.34660
1998,Second Stage of Tertiary Education,Urban regions,At least once per month,0.33971,445,1223,0.31315,0.36626
1998,Second Stage of Tertiary Education,Urban regions,Seldom,0.27813,367,1223,0.25301,0.30326
1998,Second Stage of Tertiary Education,Urban regions,Never,0.03518,41,1223,0.02485,0.04551
1998,Second Stage of Tertiary Education,Rural regions,At least once per week,0.17536,103,716,0.14748,0.20323
1998,Second Stage of Tertiary Education,Rural regions,At least once per month,0.29801,215,716,0.26448,0.33153
1998,Second Stage of Tertiary Education,Rural regions,Seldom,0.43772,343,716,0.40136,0.47409
1998,Second Stage of Tertiary Education,Rural regions,Never,0.07554,55,716,0.05617,0.09491
2003,Pre-primary Level,Urban regions,At least once per week,0.42682,194,398,0.37816,0.47547
2003,Pre-primary Level,Urban regions,At least once per month,0.26631,112,398,0.22282,0.30979
2003,Pre-primary Level,Urban regions,Seldom,0.24930,92,398,0.20675,0.29186
2003,Pre-primary Level,Rural regions,At least once per week,0.31910,59,183,0.25138,0.38682
2003,Pre-primary Level,Rural regions,At least once per month,0.24301,56,183,0.18069,0.30532
2003,Pre-primary Level,Rural regions,Seldom,0.38320,68,183,0.31257,0.45383
2003,Primary Level,Urban regions,At least once per month,0.18931,34,184,0.13255,0.24607
2003,Primary Level,Urban regions,Seldom,0.32716,67,184,0.25919,0.39514
2003,Primary Level,Urban regions,Never,0.35923,83,184,0.28971,0.42874
2003,Lower Secondary Level,Urban regions,At least once per week,0.18952,364,1817,0.17149,0.20754
2003,Lower Secondary Level,Urban regions,At least once per month,0.24258,449,1817,0.22286,0.26229
2003,Lower Secondary Level,Urban regions,Seldom,0.36325,680,1817,0.34113,0.38537
2003,Lower Secondary Level,Urban regions,Never,0.19005,324,1817,0.17201,0.20810
2003,Lower Secondary Level,Rural regions,At least once per week,0.13911,141,875,0.11617,0.16205
2003,Lower Secondary Level,Rural regions,At least once per month,0.19856,188,875,0.17212,0.22501
2003,Lower Secondary Level,Rural regions,Seldom,0.41311,350,875,0.38047,0.44575
2003,Lower Secondary Level,Rural regions,Never,0.24210,196,875,0.21370,0.27050
2003,Upper Secondary Level,Urban regions,Daily,0.01509,104,7069,0.01224,0.01793
2003,Upper Secondary Level,Urban regions,At least once per week,0.21279,1589,7069,0.20325,0.22233
2003,Upper Secondary Level,Urban regions,At least once per month,0.30606,2279,7069,0.29532,0.31681
2003,Upper Secondary Level,Urban regions,Seldom,0.35985,2459,7069,0.34866,0.37104
2003,Upper Secondary Level,Urban regions,Never,0.10516,638,7069,0.09801,0.11231
2003,Upper Secondary Level,Rural regions,Daily,0.01635,61,4023,0.01243,0.02027
2003,Upper Secondary Level,Rural regions,At least once per week,0.15125,637,4023,0.14018,0.16232
2003,Upper Secondary Level,Rural regions,At least once per month,0.25463,1041,4023,0.24116,0.26809
2003,Upper Secondary Level,Rural regions,Seldom,0.44472,1796,4023,0.42937,0.46008
2003,Upper Secondary Level,Rural regions,Never,0.13111,488,4023,0.12067,0.14154
2003,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.26490,237,862,0.23542,0.29438
2003,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.31957,288,862,0.28842,0.35072
2003,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.32435,282,862,0.29308,0.35562
2003,Post-secondary Non-tertiary Level,Urban regions,Never,0.06449,55,862,0.04808,0.08090
2003,Post-secondary Non-tertiary Level,Rural regions,At least once per week,0.20586,62,250,0.15564,0.25608
2003,Post-secondary Non-tertiary Level,Rural regions,At least once per month,0.32985,93,250,0.27145,0.38825
2003,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.36593,95,250,0.30610,0.42576
2003,First Stage of Tertiary Education,Urban regions,At least once per week,0.24059,249,1056,0.21480,0.26638
2003,First Stage of Tertiary Education,Urban regions,At least once per month,0.31970,365,1056,0.29156,0.34784
2003,First Stage of Tertiary Education,Urban regions,Seldom,0.36643,388,1056,0.33736,0.39551
2003,First Stage of Tertiary Education,Urban regions,Never,0.06184,54,1056,0.04730,0.07637
2003,First Stage of Tertiary Education,Rural regions,At least once per week,0.13636,89,607,0.10903,0.16368
2003,First Stage of Tertiary Education,Rural regions,At least once per month,0.24814,171,607,0.21375,0.28253
2003,First Stage of Tertiary Education,Rural regions,Seldom,0.49204,292,607,0.45223,0.53184
2003,First Stage of Tertiary Education,Rural regions,Never,0.10481,55,607,0.08042,0.12920
2003,Second Stage of Tertiary Education,Urban regions,Daily,0.02555,75,3086,0.01998,0.03111
2003,Second Stage of Tertiary Education,Urban regions,At least once per week,0.31069,971,3086,0.29436,0.32702
2003,Second Stage of Tertiary Education,Urban regions,At least once per month,0.33449,1099,3086,0.31784,0.35114
2003,Second Stage of Tertiary Education,Urban regions,Seldom,0.28424,847,3086,0.26833,0.30016
2003,Second Stage of Tertiary Education,Urban regions,Never,0.04237,94,3086,0.03527,0.04948
2003,Second Stage of Tertiary Education,Rural regions,At least once per week,0.17313,234,1252,0.15216,0.19409
2003,Second Stage of Tertiary Education,Rural regions,At least once per month,0.30042,392,1252,0.27501,0.32582
2003,Second Stage of Tertiary Education,Rural regions,Seldom,0.46789,573,1252,0.44024,0.49554
2003,Second Stage of Tertiary Education,Rural regions,Never,0.04918,53,1252,0.03720,0.06116
2008,Pre-primary Level,Urban regions,At least once per week,0.22579,92,228,0.17140,0.28018
2008,Pre-primary Level,Urban regions,At least once per month,0.19771,82,228,0.14589,0.24952
2008,Pre-primary Level,Urban regions,Seldom,0.13127,54,228,0.08734,0.17521
2008,Pre-primary Level,Rural regions,At least once per week,0.18032,37,84,0.09761,0.26303
2008,Pre-primary Level,Rural regions,At least once per month,0.27656,47,84,0.18033,0.37280
2008,Primary Level,Urban regions,Seldom,0.31789,47,96,0.22425,0.41153
2008,Primary Level,Urban regions,Never,0.33830,49,96,0.24316,0.43344
2008,Lower Secondary Level,Urban regions,At least once per week,0.18358,240,1312,0.16262,0.20454
2008,Lower Secondary Level,Urban regions,At least once per month,0.22132,315,1312,0.19885,0.24379
2008,Lower Secondary Level,Urban regions,Seldom,0.36928,527,1312,0.34316,0.39540
2008,Lower Secondary Level,Urban regions,Never,0.19223,230,1312,0.17090,0.21356
2008,Lower Secondary Level,Rural regions,At least once per week,0.13499,93,664,0.10898,0.16100
2008,Lower Secondary Level,Rural regions,At least once per month,0.18435,137,664,0.15483,0.21387
2008,Lower Secondary Level,Rural regions,Seldom,0.39387,282,664,0.35668,0.43106
2008,Lower Secondary Level,Rural regions,Never,0.23523,152,664,0.20295,0.26752
2008,Upper Secondary Level,Urban regions,Daily,0.01395,77,6093,0.01100,0.01689
2008,Upper Secondary Level,Urban regions,At least once per week,0.21362,1308,6093,0.20333,0.22392
2008,Upper Secondary Level,Urban regions,At least once per month,0.28743,1816,6093,0.27607,0.29879
2008,Upper Secondary Level,Urban regions,Seldom,0.38797,2366,6093,0.37574,0.40021
2008,Upper Secondary Level,Urban regions,Never,0.09320,526,6093,0.08590,0.10050
2008,Upper Secondary Level,Rural regions,Daily,0.01338,46,3616,0.00963,0.01712
2008,Upper Secondary Level,Rural regions,At least once per week,0.14879,525,3616,0.13719,0.16039
2008,Upper Secondary Level,Rural regions,At least once per month,0.25363,888,3616,0.23945,0.26781
2008,Upper Secondary Level,Rural regions,Seldom,0.45298,1732,3616,0.43675,0.46920
2008,Upper Secondary Level,Rural regions,Never,0.12739,425,3616,0.11652,0.13826
2008,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.24126,200,803,0.21165,0.27087
2008,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.31044,269,803,0.27842,0.34247
2008,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.36175,285,803,0.32849,0.39501
2008,Post-secondary Non-tertiary Level,Urban regions,Never,0.06878,49,803,0.05127,0.08630
2008,Post-secondary Non-tertiary Level,Rural regions,At least once per week,0.14075,37,253,0.09781,0.18369
2008,Post-secondary Non-tertiary Level,Rural regions,At least once per month,0.38725,105,253,0.32711,0.44740
2008,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.38189,111,253,0.32190,0.44188
2008,First Stage of Tertiary Education,Urban regions,At least once per week,0.19869,182,865,0.17208,0.22529
2008,First Stage of Tertiary Education,Urban regions,At least once per month,0.35132,298,865,0.31948,0.38315
2008,First Stage of Tertiary Education,Urban regions,Seldom,0.35500,332,865,0.32309,0.38691
2008,First Stage of Tertiary Education,Urban regions,Never,0.08113,53,865,0.06293,0.09934
2008,First Stage of Tertiary Education,Rural regions,At least once per week,0.11689,62,532,0.08956,0.14421
2008,First Stage of Tertiary Education,Rural regions,At least once per month,0.30223,153,532,0.26317,0.34129
2008,First Stage of Tertiary Education,Rural regions,Seldom,0.48340,268,532,0.44089,0.52590
2008,First Stage of Tertiary Education,Rural regions,Never,0.08341,49,532,0.05989,0.10693
2008,Second Stage of Tertiary Education,Urban regions,Daily,0.02428,52,2977,0.01875,0.02981
2008,Second Stage of Tertiary Education,Urban regions,At least once per week,0.29522,897,2977,0.27883,0.31161
2008,Second Stage of Tertiary Education,Urban regions,At least once per month,0.35728,1113,2977,0.34006,0.37449
2008,Second Stage of Tertiary Education,Urban regions,Seldom,0.28871,833,2977,0.27243,0.30499
2008,Second Stage of Tertiary Education,Urban regions,Never,0.03350,82,2977,0.02704,0.03997
2008,Second Stage of Tertiary Education,Rural regions,At least once per week,0.16998,205,1199,0.14871,0.19125
2008,Second Stage of Tertiary Education,Rural regions,At least once per month,0.33149,425,1199,0.30483,0.35815
2008,Second Stage of Tertiary Education,Rural regions,Seldom,0.41454,502,1199,0.38665,0.44244
2008,Second Stage of Tertiary Education,Rural regions,Never,0.06910,67,1199,0.05474,0.08346
2013,Pre-primary Level,Urban regions,At least once per week,0.20591,123,303,0.16030,0.25151
2013,Pre-primary Level,Urban regions,At least once per month,0.17393,120,303,0.13118,0.21668
2013,Pre-primary Level,Urban regions,Seldom,0.08852,60,303,0.05648,0.12056
2013,Pre-primary Level,Rural regions,At least once per week,0.13048,51,127,0.07166,0.18929
2013,Pre-primary Level,Rural regions,At least once per month,0.12854,41,127,0.07010,0.18698
2013,Pre-primary Level,Rural regions,Seldom,0.07661,35,127,0.03017,0.12306
2013,Primary Level,Urban regions,At least once per week,0.10054,37,208,0.05957,0.14151
2013,Primary Level,Urban regions,At least once per month,0.14772,45,208,0.09939,0.19606
2013,Primary Level,Urban regions,Seldom,0.18733,65,208,0.13418,0.24048
2013,Primary Level,Urban regions,Never,0.19623,61,208,0.14212,0.25033
2013,Primary Level,Rural regions,Seldom,0.32375,49,85,0.22369,0.42381
2013,Primary Level,Rural regions,Never,0.27597,36,85,0.18037,0.37156
2013,Lower Secondary Level,Urban regions,At least once per week,0.14172,298,1640,0.12484,0.15861
2013,Lower Secondary Level,Urban regions,At least once per month,0.20644,423,1640,0.18685,0.22604
2013,Lower Secondary Level,Urban regions,Seldom,0.30155,659,1640,0.27934,0.32377
2013,Lower Secondary Level,Urban regions,Never,0.13349,260,1640,0.11702,0.14995
2013,Lower Secondary Level,Rural regions,At least once per week,0.12670,127,904,0.10501,0.14840
2013,Lower Secondary Level,Rural regions,At least once per month,0.19868,217,904,0.17265,0.22470
2013,Lower Secondary Level,Rural regions,Seldom,0.34306,378,904,0.31209,0.37402
2013,Lower Secondary Level,Rural regions,Never,0.18327,182,904,0.15803,0.20850
2013,Upper Secondary Level,Urban regions,Daily,0.01538,104,7265,0.01255,0.01821
2013,Upper Secondary Level,Urban regions,At least once per week,0.19889,1464,7265,0.18971,0.20807
2013,Upper Secondary Level,Urban regions,At least once per month,0.30341,2421,7265,0.29284,0.31398
2013,Upper Secondary Level,Urban regions,Seldom,0.31956,2695,7265,0.30883,0.33028
2013,Upper Secondary Level,Urban regions,Never,0.07611,581,7265,0.07001,0.08221
2013,Upper Secondary Level,Rural regions,Daily,0.00945,54,5114,0.00680,0.01211
2013,Upper Secondary Level,Rural regions,At least once per week,0.16676,732,5114,0.15655,0.17698
2013,Upper Secondary Level,Rural regions,At least once per month,0.28181,1523,5114,0.26948,0.29415
2013,Upper Secondary Level,Rural regions,Seldom,0.39102,2224,5114,0.37765,0.40440
2013,Upper Secondary Level,Rural regions,Never,0.10852,581,5114,0.10000,0.11705
2013,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.23741,272,1257,0.21388,0.26094
2013,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.28839,475,1257,0.26333,0.31344
2013,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.24262,437,1257,0.21891,0.26633
2013,Post-secondary Non-tertiary Level,Urban regions,Never,0.04431,73,1257,0.03293,0.05569
2013,Post-secondary Non-tertiary Level,Rural regions,At least once per week,0.18360,82,491,0.14932,0.21788
2013,Post-secondary Non-tertiary Level,Rural regions,At least once per month,0.34903,181,491,0.30683,0.39124
2013,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.29861,197,491,0.25809,0.33913
2013,Post-secondary Non-tertiary Level,Rural regions,Never,0.04389,31,491,0.02575,0.06203
2013,First Stage of Tertiary Education,Urban regions,At least once per week,0.22325,220,974,0.19708,0.24941
2013,First Stage of Tertiary Education,Urban regions,At least once per month,0.38082,367,974,0.35031,0.41133
2013,First Stage of Tertiary Education,Urban regions,Seldom,0.31960,347,974,0.29030,0.34890
2013,First Stage of Tertiary Education,Urban regions,Never,0.03895,40,974,0.02679,0.05111
2013,First Stage of Tertiary Education,Rural regions,At least once per week,0.15246,109,672,0.12527,0.17966
2013,First Stage of Tertiary Education,Rural regions,At least once per month,0.31237,221,672,0.27730,0.34743
2013,First Stage of Tertiary Education,Rural regions,Seldom,0.43055,298,672,0.39308,0.46801
2013,First Stage of Tertiary Education,Rural regions,Never,0.07858,44,672,0.05822,0.09894
2013,Second Stage of Tertiary Education,Urban regions,Daily,0.02478,78,4172,0.02007,0.02950
2013,Second Stage of Tertiary Education,Urban regions,At least once per week,0.31440,1304,4172,0.30031,0.32849
2013,Second Stage of Tertiary Education,Urban regions,At least once per month,0.33060,1596,4172,0.31632,0.34487
2013,Second Stage of Tertiary Education,Urban regions,Seldom,0.21410,1075,4172,0.20166,0.22655
2013,Second Stage of Tertiary Education,Urban regions,Never,0.02301,119,4172,0.01846,0.02757
2013,Second Stage of Tertiary Education,Rural regions,At least once per week,0.21231,331,1634,0.19247,0.23214
2013,Second Stage of Tertiary Education,Rural regions,At least once per month,0.33722,630,1634,0.31429,0.36015
2013,Second Stage of Tertiary Education,Rural regions,Seldom,0.34302,612,1634,0.32000,0.36605
2013,Second Stage of Tertiary Education,Rural regions,Never,0.03624,61,1634,0.02718,0.04531
2017,Primary Level,Urban regions,Daily,0.00306,32,954,-0.00045,0.00656
2017,Primary Level,Urban regions,At least once per week,0.02062,174,954,0.01160,0.02965
2017,Primary Level,Urban regions,At least once per month,0.02240,196,954,0.01301,0.03180
2017,Primary Level,Urban regions,Seldom,0.01630,188,954,0.00826,0.02434
2017,Primary Level,Urban regions,Never,0.03534,364,954,0.02362,0.04706
2017,Primary Level,Rural regions,At least once per week,0.02391,73,452,0.00981,0.03801
2017,Primary Level,Rural regions,At least once per month,0.02446,85,452,0.01020,0.03871
2017,Primary Level,Rural regions,Seldom,0.02484,81,452,0.01047,0.03920
2017,Primary Level,Rural regions,Never,0.07097,213,452,0.04727,0.09467
2017,Lower Secondary Level,Urban regions,At least once per week,0.00342,126,529,-0.00156,0.00840
2017,Lower Secondary Level,Urban regions,At least once per month,0.00295,122,529,-0.00168,0.00757
2017,Lower Secondary Level,Urban regions,Seldom,0.00250,120,529,-0.00176,0.00677
2017,Lower Secondary Level,Urban regions,Never,0.00371,161,529,-0.00147,0.00890
2017,Lower Secondary Level,Rural regions,At least once per week,0.00178,36,246,-0.00350,0.00705
2017,Lower Secondary Level,Rural regions,At least once per month,0.00260,53,246,-0.00378,0.00897
2017,Lower Secondary Level,Rural regions,Seldom,0.00203,53,246,-0.00361,0.00766
2017,Lower Secondary Level,Rural regions,Never,0.00411,104,246,-0.00390,0.01212
2017,Upper Secondary Level,Urban regions,At least once per week,0.00091,113,451,-0.00188,0.00369
