syear,regtyp,sex,plh0032,proportion,n,lower_confidence,upper_confidence
1989,Urban regions,male,1.0,0.06677165354330708,9662,0.06179413849875491,0.07174916858785925
1989,Rural regions,female,2.0,0.05994750656167979,9662,0.0552139870723332,0.06468102605102638
1989,Rural regions,male,2.0,0.05784776902887139,9662,0.053192697030417034,0.06250284102732574
1989,Rural regions,male,3.0,0.026771653543307086,9662,0.023553049683786915,0.029990257402827257
1989,Rural regions,female,3.0,0.02320209973753281,9662,0.02020025270258889,0.026203946772476727
1989,Rural regions,female,1.0,0.01963254593175853,9662,0.016866207511363075,0.022398884352153984
1989,Rural regions,male,1.0,0.01679790026246719,9662,0.014235355545775619,0.019360444979158765
1990,Urban regions,female,2.0,0.18040105386416863,13886,0.17400535920449356,0.1867967485238437
1990,Urban regions,male,2.0,0.1640807962529274,13886,0.15792082735208549,0.17024076515376932
1990,Rural regions,female,2.0,0.10026346604215457,13886,0.09526776402757708,0.10525916805673205
1990,Urban regions,male,3.0,0.09038348946135831,13886,0.08561433695523075,0.09515264196748587
1990,Rural regions,male,2.0,0.08716334894613584,13886,0.08247164089680462,0.09185505699546706
1990,Urban regions,female,3.0,0.07903981264637003,13886,0.0745522464276431,0.08352737886509695
1990,Urban regions,female,1.0,0.07076990632318501,13886,0.06650456849469136,0.07503524415167867
1990,Urban regions,male,1.0,0.06367096018735363,13886,0.05960977833306323,0.06773214204164403
1990,Rural regions,female,1.0,0.05510831381733021,13886,0.051312830680501034,0.058903796954159385
1990,Rural regions,male,1.0,0.05049765807962529,13886,0.04685556425351742,0.05413975190573317
1990,Rural regions,male,3.0,0.03337236533957846,13886,0.030384984515031903,0.03635974616412501
1990,Rural regions,female,3.0,0.025248829039812647,13886,0.022639463067976946,0.027858195011648348
1991,Urban regions,female,2.0,0.1917705921887835,13586,0.1851504305233845,0.1983907538541825
1991,Urban regions,male,2.0,0.17974759166604437,13586,0.17329081799397503,0.18620436533811371
1991,Rural regions,female,2.0,0.09439175565678441,13586,0.0894753525782494,0.09930815873531942
1991,Rural regions,male,2.0,0.08632663729370472,13586,0.08160406994558403,0.09104920464182542
1991,Urban regions,female,1.0,0.07706668658053917,13586,0.07258203434670092,0.08155133881437741
1991,Urban regions,male,3.0,0.07146590993951162,13586,0.06713420709214848,0.07579761278687475
1991,Urban regions,male,1.0,0.06705996564856993,13586,0.0628539702375663,0.07126596105957357
1991,Rural regions,female,1.0,0.06556642521096259,13586,0.06140420324919668,0.0697286471727285
1991,Urban regions,female,3.0,0.061608543051303116,13586,0.05756536601317571,0.06565172008943052
1991,Rural regions,male,1.0,0.05936823239489209,13586,0.0553945134534095,0.06334195133637469
1991,Rural regions,male,3.0,0.02509147935180345,13586,0.022461481868154907,0.027721476835451994
1991,Rural regions,female,3.0,0.020536181017101036,13586,0.018151313232282383,0.02292104880191969
1992,Urban regions,female,2.0,0.20007648183556406,13316,0.19328145099973956,0.20687151267138856
1992,Urban regions,male,2.0,0.18868068833652007,13316,0.18203517076219144,0.1953262059108487
1992,Rural regions,female,2.0,0.10225621414913957,13316,0.0971099717709766,0.10740245652730254
1992,Rural regions,male,2.0,0.09292543021032505,13316,0.08799416949719688,0.09785669092345323
1992,Urban regions,female,1.0,0.08336520076481836,13316,0.0786699396576706,0.08806046187196612
1992,Urban regions,male,1.0,0.08030592734225621,13316,0.07568993932629547,0.08492191535821694
1992,Rural regions,female,1.0,0.05598470363288719,13316,0.052079952266064725,0.05988945499970966
1992,Urban regions,female,3.0,0.0530019120458891,13316,0.049196606818369626,0.05680721727340858
1992,Rural regions,male,1.0,0.050707456978967495,13316,0.04698092263359115,0.05443399132434384
1992,Urban regions,male,3.0,0.05017208413001912,13316,0.04646422937255117,0.053879938887487065
1992,Rural regions,male,3.0,0.023021032504780114,13316,0.02047376717663947,0.025568297832920757
1992,Rural regions,female,3.0,0.019502868068833654,13316,0.017154092161943076,0.02185164397572423
1993,Urban regions,female,2.0,0.1789061299738823,13101,0.17234297191129277,0.18546928803647184
1993,Urban regions,male,2.0,0.16891995698263942,13101,0.16250393629054186,0.175335977674737
1993,Urban regions,male,1.0,0.12989706560147488,13101,0.12414016362294142,0.13565396758000833
1993,Urban regions,female,1.0,0.12882163158703333,13101,0.12308506832411732,0.13455819484994935
1993,Rural regions,female,2.0,0.09963127976647719,13101,0.09450252537492697,0.10476003415802741
1993,Rural regions,male,2.0,0.09202642495006913,13101,0.0870765214976275,0.09697632840251076
1993,Rural regions,female,1.0,0.06882777692425872,13101,0.06449266089848596,0.07316289295003148
1993,Rural regions,male,1.0,0.06452604086649255,13101,0.06031889849747899,0.06873318323550612
1993,Urban regions,female,3.0,0.027346750652942082,13101,0.024553977027504753,0.03013952427837941
1993,Urban regions,male,3.0,0.02127823014287909,13101,0.018807068107688615,0.023749392178069564
1993,Rural regions,female,3.0,0.009909356275925641,13101,0.008213207091699695,0.011605505460151587
1993,Rural regions,male,3.0,0.009909356275925641,13101,0.008213207091699695,0.011605505460151587
1994,Urban regions,female,2.0,0.18921239559753336,12873,0.18244620029826353,0.1959785908968032
1994,Urban regions,male,2.0,0.1725860588556709,12873,0.16605805414013375,0.17911406357120807
1994,Urban regions,female,1.0,0.12208258527827648,12873,0.1164270999836678,0.12773807057288517
1994,Urban regions,male,1.0,0.12036531106080711,12873,0.11474425350958817,0.12598636861202606
1994,Rural regions,female,2.0,0.10069471547888534,12873,0.09549627472169706,0.10589315623607362
1994,Rural regions,male,2.0,0.0929669815002732,12873,0.08795058218024038,0.09798338082030603
1994,Rural regions,female,1.0,0.06689563656232925,12873,0.06257964892275973,0.07121162420189876
1994,Rural regions,male,1.0,0.0627585668566076,12873,0.058568910187024356,0.06694822352619086
1994,Urban regions,female,3.0,0.028569198345172117,12873,0.02569132849927631,0.03144706819106793
1994,Urban regions,male,3.0,0.02427601280149871,12873,0.0216173187948732,0.026934706808124223
1994,Rural regions,male,3.0,0.009835297790960894,12873,0.008130536153254164,0.011540059428667624
1994,Rural regions,female,3.0,0.009757239871985013,12873,0.008059189709951595,0.01145529003401843
1995,Urban regions,female,2.0,0.21182004400273122,13284,0.20487159526304638,0.21876849274241605
1995,Urban regions,male,2.0,0.1942189515211289,13284,0.1874915714408259,0.20094633160143188
1995,Rural regions,female,2.0,0.11463470146422881,13284,0.1092170515457786,0.12005235138267903
1995,Rural regions,male,2.0,0.1071997572263106,13284,0.10193878888166284,0.11246072557095836
1995,Urban regions,female,1.0,0.0866398604051286,13284,0.08185607667918236,0.09142364413107483
1995,Urban regions,male,1.0,0.08019118428040362,13284,0.0755726546376799,0.08480971392312733
1995,Rural regions,female,1.0,0.04605113420833017,13284,0.04248683338100324,0.04961543503565711
1995,Urban regions,female,3.0,0.0420301949776193,13284,0.03861788677231843,0.04544250318292017
1995,Urban regions,male,3.0,0.04127152719823989,13284,0.03788881756296967,0.044654236833510115
1995,Rural regions,male,1.0,0.04111979364236401,13284,0.037743040769260355,0.044496546515467666
1995,Rural regions,male,3.0,0.018359760260981715,13284,0.016076784411678056,0.020642736110285373
1995,Rural regions,female,3.0,0.016463090812533193,13284,0.014299163562435718,0.018627018062630667
1996,Urban regions,female,2.0,0.17883239750788402,13048,0.17225698353468624,0.1854078114810818
1996,Urban regions,male,2.0,0.15360356895623414,13048,0.14741668938691485,0.15979044852555344
1996,Urban regions,male,1.0,0.14045073455888007,13048,0.1344888784287034,0.14641259068905674
1996,Urban regions,female,1.0,0.13475886470271517,13048,0.12889975879392382,0.14061797061150652
1996,Rural regions,female,2.0,0.0942235212675948,13048,0.08921079162540878,0.09923625090978082
1996,Rural regions,male,2.0,0.08483962772094454,13048,0.08005848093066649,0.08962077451122259
1996,Rural regions,male,1.0,0.07437889393123606,13048,0.06987668567900727,0.07888110218346485
1996,Rural regions,female,1.0,0.07199446196446427,13048,0.06755930569440287,0.07642961823452567
1996,Urban regions,female,3.0,0.02584416583339743,13048,0.02312159257296831,0.028566739093826548
1996,Urban regions,male,3.0,0.019690793015921852,13048,0.017306842471599117,0.022074743560244588
1996,Rural regions,female,3.0,0.012152911314514268,13048,0.010272862507971317,0.014032960121057219
1996,Rural regions,male,3.0,0.009230059226213368,13048,0.007589194601499479,0.010870923850927257
1997,Urban regions,female,2.0,0.1624540261366304,12828,0.1560707128029776,0.1688373394702832
1997,Urban regions,male,2.0,0.15478519445966038,12828,0.14852590764651064,0.16104448127281012
1997,Urban regions,female,1.0,0.15408091399953047,12828,0.1478332821439109,0.16032854585515005
1997,Urban regions,male,1.0,0.14649033570701933,12828,0.1403712673561099,0.15260940405792875
1997,Rural regions,female,1.0,0.08842632443853196,12828,0.08351313771113267,0.09333951116593125
1997,Rural regions,female,2.0,0.08396588152437592,12828,0.07916651579029185,0.08876524725846
1997,Rural regions,male,1.0,0.08067923937710306,12828,0.07596630896669489,0.08539216978751123
1997,Rural regions,male,2.0,0.08060098599264418,12828,0.07589014126517732,0.08531183072011103
1997,Urban regions,female,3.0,0.020111119805931606,12828,0.017681808692345338,0.022540430919517875
1997,Urban regions,male,3.0,0.014711636278269035,12828,0.012628159030496532,0.016795113526041537
1997,Rural regions,male,3.0,0.00727756475467564,12828,0.005806663381531416,0.008748466127819864
1997,Rural regions,female,3.0,0.006416777525627983,12828,0.005035002905186613,0.007798552146069353
1998,Urban regions,female,2.0,0.17686451430988298,14238,0.17059711172612327,0.1831319168936427
1998,Urban regions,male,2.0,0.16269561539546032,14238,0.15663298371975004,0.1687582470711706
1998,Urban regions,female,1.0,0.13513322994501623,14238,0.12951774507804908,0.14074871481198337
1998,Urban regions,male,1.0,0.12801353447060482,14238,0.12252553079649228,0.13350153814471735
1998,Rural regions,female,2.0,0.08557732976173692,14238,0.08098234119708646,0.09017231832638738
1998,Rural regions,female,1.0,0.08374453686733399,14238,0.07919446655174493,0.08829460718292305
1998,Rural regions,male,2.0,0.08198223600733118,14238,0.0774759681903825,0.08648850382427986
1998,Rural regions,male,1.0,0.07852812632172565,14238,0.07410952074284488,0.08294673190060642
1998,Urban regions,female,3.0,0.025095164246440153,14238,0.022525906287243328,0.027664422205636977
1998,Urban regions,male,3.0,0.02298040321443677,14238,0.02051911746768432,0.025441688961189222
1998,Rural regions,male,3.0,0.009868884816015791,14238,0.00824516170786633,0.011492607924165251
1998,Rural regions,female,3.0,0.009516424644015226,14238,0.00792167643649236,0.01111117285153809
1999,Urban regions,female,2.0,0.21649560117302052,13674,0.2095923521289743,0.22339885021706674
1999,Urban regions,male,2.0,0.20080645161290323,13674,0.19409180595537454,0.20752109727043191
1999,Rural regions,female,2.0,0.1153958944281525,13674,0.11004066677326951,0.12075112208303548
1999,Rural regions,male,2.0,0.11048387096774194,13674,0.1052293317448238,0.11573841019066008
1999,Urban regions,female,1.0,0.08291788856304985,13674,0.07829581863210694,0.08753995849399276
1999,Urban regions,male,1.0,0.07734604105571848,13674,0.07286842601214369,0.08182365609929326
1999,Rural regions,female,1.0,0.05124633431085044,13674,0.04755046658337624,0.05494220203832464
1999,Rural regions,male,1.0,0.04435483870967742,13674,0.04090398047497194,0.0478056969443829
1999,Urban regions,female,3.0,0.036143695014662754,13674,0.033015234309928934,0.03927215571939657
1999,Urban regions,male,3.0,0.03526392961876833,13674,0.032172368085862144,0.03835549115167451
1999,Rural regions,male,3.0,0.015542521994134898,13674,0.013469196394541843,0.017615847593727953
1999,Rural regions,female,3.0,0.014002932551319649,13674,0.012033434326633029,0.01597243077600627
2000,Urban regions,female,2.0,0.21335900225998158,24107,0.2081873625462825,0.21853064197368066
2000,Urban regions,male,2.0,0.1893362350380849,24107,0.18439060373529423,0.19428186634087555
2000,Rural regions,female,2.0,0.10994391897547501,24107,0.1059949949346313,0.11389284301631872
2000,Rural regions,male,2.0,0.09881141709215703,24107,0.09504441473640422,0.10257841944790984
2000,Urban regions,female,1.0,0.06784129907089646,24107,0.06466679057276567,0.07101580756902726
2000,Urban regions,male,1.0,0.06143801791244664,24107,0.05840667850934015,0.06446935731555312
2000,Urban regions,male,3.0,0.06114505733656985,24107,0.05812048194604626,0.06416963272709345
2000,Urban regions,female,3.0,0.058048045534443794,24107,0.05509620655026386,0.06099988451862373
2000,Rural regions,female,1.0,0.0474177617812003,24107,0.04473485086591108,0.050100672696489525
2000,Rural regions,male,1.0,0.04323261069724617,24107,0.04066521150255593,0.04580000989193641
2000,Rural regions,male,3.0,0.0269523729806646,24107,0.02490804750662565,0.02899669845470355
2000,Rural regions,female,3.0,0.02247426132083368,24107,0.020603185867568968,0.024345336774098395
2001,Urban regions,female,2.0,0.21452873563218391,21921,0.2090945586616084,0.21996291260275944
2001,Urban regions,male,2.0,0.19291954022988506,21921,0.18769591012907455,0.19814317033069556
2001,Rural regions,female,2.0,0.10731034482758621,21921,0.10321305263125496,0.11140763702391746
2001,Rural regions,male,2.0,0.09995402298850575,21921,0.09598340251961668,0.10392464345739483
2001,Urban regions,female,3.0,0.06524137931034482,21921,0.06197221162851433,0.06851054699217532
2001,Urban regions,male,3.0,0.0625287356321839,21921,0.05932361266597862,0.06573385859838919
2001,Urban regions,female,1.0,0.061057471264367814,21921,0.05788779576805998,0.06422714676067565
2001,Urban regions,male,1.0,0.05595402298850575,21921,0.052911470201981003,0.058996575775030494
2001,Rural regions,female,1.0,0.046620689655172416,21921,0.04382976508769496,0.04941161422264987
2001,Rural regions,male,1.0,0.043448275862068966,21921,0.040749502633594094,0.04614704909054384
2001,Rural regions,male,3.0,0.02574712643678161,21921,0.023650475556006457,0.027843777317556762
2001,Rural regions,female,3.0,0.024689655172413793,21921,0.02263539797217375,0.026743912372653837
2002,Urban regions,female,2.0,0.20558054233439588,23026,0.200360635385075,0.21080044928371675
2002,Urban regions,male,2.0,0.18680406969127986,23026,0.18176978714773306,0.19183835223482665
2002,Urban regions,female,1.0,0.10222261036635955,23026,0.09830965732130183,0.10613556341141726
2002,Urban regions,male,1.0,0.10113095498013187,23026,0.0972365860863954,0.10502532387386834
2002,Rural regions,female,2.0,0.092616042967556,23026,0.0888716150005651,0.0963604709345469
2002,Rural regions,male,2.0,0.0875944281909087,23026,0.08394286326841244,0.09124599311340495
2002,Rural regions,female,1.0,0.06650364612899,23026,0.06328535104033674,0.06972194121764326
2002,Rural regions,male,1.0,0.06384000698659448,23026,0.06068232548524089,0.06699768848794806
2002,Urban regions,female,3.0,0.03584996288371687,23026,0.03344856851690518,0.038251357250528556
2002,Urban regions,male,3.0,0.03187633727784813,23026,0.029607274845530916,0.03414539971016534
2002,Rural regions,female,3.0,0.013187197065630322,23026,0.011713729918957442,0.014660664212303201
2002,Rural regions,male,3.0,0.01279420112658836,23026,0.011342566708003292,0.014245835545173427
2003,Urban regions,female,1.0,0.17700638963157656,22166,0.1719817477892239,0.1820310314739292
2003,Urban regions,male,1.0,0.1768251234875606,22166,0.17180250205517192,0.1818477449199493
2003,Urban regions,female,2.0,0.1500430507092038,22166,0.14534174151892007,0.1547443598994875
2003,Urban regions,male,2.0,0.1283817464992976,22166,0.12397795037395022,0.13278554262464495
2003,Rural regions,female,1.0,0.09956042960076132,22166,0.09561873407929794,0.1035021251222247
2003,Rural regions,male,1.0,0.09607105632845425,22166,0.09219155561388859,0.09995055704301992
2003,Rural regions,female,2.0,0.06738568903792994,22166,0.06408543568184114,0.07068594239401874
2003,Rural regions,male,2.0,0.05972719445325599,22166,0.05660740416091819,0.06284698474559379
2003,Urban regions,female,3.0,0.01771876557755925,22166,0.01598197656985772,0.019455554585260784
2003,Urban regions,male,3.0,0.01459192459328409,22166,0.013013307671912281,0.016170541514655898
2003,Rural regions,male,3.0,0.006752163864594191,22166,0.005674054775531251,0.007830272953657132
2003,Rural regions,female,3.0,0.005936466216522409,22166,0.00492515813342272,0.006947774299622098
2004,Urban regions,female,1.0,0.16370487532564199,21612,0.1587717837097089,0.16863796694157507
2004,Urban regions,female,2.0,0.16123930033494605,21612,0.15633628692515103,0.16614231374474106
2004,Urban regions,male,1.0,0.1526795682917752,21612,0.14788418977871262,0.15747494680483778
2004,Urban regions,male,2.0,0.14635280982508372,21612,0.14164034271716522,0.15106527693300223
2004,Rural regions,female,1.0,0.089784145887607,21612,0.08597278021980694,0.09359551155540706
2004,Rural regions,male,1.0,0.08643468552288798,21612,0.08268821412664489,0.09018115691913108
2004,Rural regions,female,2.0,0.0751302567919613,21612,0.07161581532540114,0.07864469825852145
2004,Rural regions,male,2.0,0.06726832899144027,21612,0.06392874574671825,0.07060791223616228
2004,Urban regions,female,3.0,0.02074804614812058,21612,0.018847648790279215,0.022648443505961947
2004,Urban regions,male,3.0,0.01911983624860439,21612,0.017294013338985278,0.020945659158223506
2004,Rural regions,male,3.0,0.00902493487160402,21612,0.0077640890206952945,0.010285780722512745
2004,Rural regions,female,3.0,0.008513211760327502,21612,0.0072883170029653475,0.009738106517689657
2005,Urban regions,female,1.0,0.17709849587578846,20698,0.1718976588549108,0.18229933289666614
2005,Urban regions,male,1.0,0.16938379427462397,20698,0.16427371063371346,0.17449387791553447
2005,Urban regions,female,2.0,0.15317806889859292,20698,0.14827140597971145,0.1580847318174744
2005,Urban regions,male,2.0,0.1341581756428918,20698,0.12951495060920368,0.13880140067657995
2005,Rural regions,female,1.0,0.09873847646773411,20698,0.09467441276939474,0.10280254016607347
2005,Rural regions,male,1.0,0.09315866084425037,20698,0.08919889820866271,0.09711842347983803
2005,Rural regions,female,2.0,0.06787967006307617,20698,0.06445279925860768,0.07130654086754466
2005,Rural regions,male,2.0,0.06006792819019893,20698,0.056830788498768915,0.06330506788162896
2005,Urban regions,female,3.0,0.0170790878214459,20698,0.015313930154432167,0.018844245488459633
2005,Urban regions,male,3.0,0.013731198447355653,20698,0.012145780575189459,0.015316616319521846
2005,Rural regions,male,3.0,0.008005822416302766,20698,0.006791736509484217,0.009219908323121315
2005,Rural regions,female,3.0,0.007520621057738962,20698,0.006343612882752045,0.008697629232725879
2006,Urban regions,female,2.0,0.1756008239871824,22269,0.17060349705003244,0.18059815092433237
2006,Urban regions,male,2.0,0.15747310597390707,22269,0.15268899993829904,0.1622572120095151
2006,Urban regions,female,1.0,0.14662394140535592,22269,0.14197795017368253,0.15126993263702931
2006,Urban regions,male,1.0,0.13403524834058136,22269,0.12956053382487184,0.13850996285629089
2006,Rural regions,female,2.0,0.08642710002288853,22269,0.08273645489091962,0.09011774515485745
2006,Rural regions,female,1.0,0.0823071641107805,22269,0.07869744670524989,0.0859168815163111
2006,Rural regions,male,2.0,0.07727168688487068,22269,0.0737645490565004,0.08077882471324097
2006,Rural regions,male,1.0,0.07479972533760586,22269,0.0713445221491244,0.07825492852608731
2006,Urban regions,female,3.0,0.022201876859693295,22269,0.020266679966386713,0.024137073752999876
2006,Urban regions,male,3.0,0.02178988326848249,22269,0.01987232203765353,0.023707444499311447
2006,Rural regions,male,3.0,0.011718928816662852,22269,0.010305448026869864,0.01313240960645584
2006,Rural regions,female,3.0,0.009750514991989014,22269,0.008459914567765299,0.011041115416212728
2007,Urban regions,female,2.0,0.20654095462581026,20850,0.20104594586191335,0.21203596338970718
2007,Urban regions,male,2.0,0.1831663720290709,20850,0.1779159680810588,0.188416775977083
2007,Rural regions,female,2.0,0.10901591043017089,20850,0.10478549556853557,0.11324632529180621
2007,Rural regions,male,2.0,0.09924376350422313,20850,0.09518533132229236,0.10330219568615391
2007,Urban regions,female,1.0,0.08549400903555293,20850,0.08169855129265349,0.08928946677845237
2007,Urban regions,male,1.0,0.06776664702416028,20850,0.06435492719895562,0.07117836684936495
2007,Urban regions,male,3.0,0.060007857002553525,20850,0.05678404867916874,0.06323166532593831
2007,Urban regions,female,3.0,0.05210174818306816,20850,0.04908520150052602,0.055118294865610304
2007,Rural regions,female,1.0,0.049499116087212726,20850,0.0465548434278195,0.05244338874660595
2007,Rural regions,male,1.0,0.04115105087409154,20850,0.038454748431515036,0.04384735331666804
2007,Rural regions,male,3.0,0.02602632095855431,20850,0.023865180257292715,0.028187461659815907
2007,Rural regions,female,3.0,0.01998625024553133,20850,0.0180865512783499,0.021885949212712755
2008,Urban regions,female,2.0,0.21414834450855033,19571,0.20840086793495743,0.21989582108214323
2008,Urban regions,male,2.0,0.1906024221633141,19571,0.18509948288375072,0.1961053614428775
2008,Rural regions,female,2.0,0.11092052601486564,19571,0.10652079814967227,0.11532025388005901
2008,Rural regions,male,2.0,0.10203233016269037,19571,0.09779152015845252,0.10627314016692821
2008,Urban regions,female,1.0,0.08550340454285565,19571,0.08158569428963831,0.089421114796073
2008,Urban regions,male,1.0,0.07276885493008992,19571,0.06912956765571873,0.0764081422044611
2008,Rural regions,female,1.0,0.047559644472165916,19571,0.04457778098692848,0.05054150795740335
2008,Urban regions,male,3.0,0.04745568896512293,19571,0.04447692358226906,0.0504344543479768
2008,Urban regions,female,3.0,0.04527262331722023,19571,0.042359847360356966,0.04818539927408349
2008,Rural regions,male,1.0,0.04158220281719424,19571,0.03878527831273829,0.04437912732165019
2008,Rural regions,male,3.0,0.02245438952128489,19571,0.020378669836378895,0.02453010920619088
2008,Rural regions,female,3.0,0.01969956858464577,19571,0.01775260639540806,0.02164653077388348
2009,Urban regions,female,2.0,0.17447495961227788,18254,0.1689693079937081,0.17998061123084766
2009,Urban regions,male,2.0,0.15453178095927803,18254,0.1492881200828734,0.15977544183568265
2009,Urban regions,female,1.0,0.14918388947690936,18254,0.1440154925026969,0.1543522864511218
2009,Urban regions,male,1.0,0.13380870146509943,18254,0.1288698480711847,0.13874755485901416
2009,Rural regions,female,2.0,0.08935435351790987,18254,0.08521617125762863,0.0934925357781911
2009,Rural regions,female,1.0,0.08205670993259429,18254,0.07807525298444525,0.08603816688074332
2009,Rural regions,male,2.0,0.08066402985906078,18254,0.07671351106617531,0.08461454865194624
2009,Rural regions,male,1.0,0.07748871929140438,18254,0.0736100555299294,0.08136738305287937
2009,Urban regions,male,3.0,0.01905186340593839,18254,0.01706865296081706,0.021035073851059717
2009,Urban regions,female,3.0,0.01738064731769818,18254,0.015484802968372199,0.019276491667024158
2009,Rural regions,male,3.0,0.012032755835329508,18254,0.010451031219973289,0.013614480450685727
2009,Rural regions,female,3.0,0.009971589326499917,18254,0.008530194134346239,0.011412984518653595
2010,Urban regions,female,2.0,0.20647349468218743,24328,0.20138703342541986,0.211559955938955
2010,Urban regions,male,2.0,0.16238171007453311,24328,0.1577472995784253,0.16701612057064094
2010,Urban regions,female,1.0,0.12293777740557742,24328,0.11881147788903783,0.127064076922117
2010,Rural regions,female,2.0,0.10639812411020852,24328,0.1025233901494136,0.11027285807100344
2010,Urban regions,male,1.0,0.10497445775060715,24328,0.10112266951427032,0.10882624598694399
2010,Rural regions,male,2.0,0.08751360857549619,24328,0.08396258249527362,0.09106463465571875
2010,Rural regions,female,1.0,0.06695419144125282,24328,0.06381337008131224,0.0700950128011934
2010,Rural regions,male,1.0,0.05744912486391424,24328,0.05452499284040862,0.06037325688741987
2010,Urban regions,male,3.0,0.027845239092203333,24328,0.025777736574329725,0.02991274161007694
