year,migback,regtyp,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1992,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1993,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1993,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1993,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1993,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1993,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1993,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1994,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1994,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1994,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1994,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1994,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1994,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1995,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1995,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1995,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1995,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1995,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1995,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1996,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1996,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1996,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1996,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1996,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1996,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1997,kein Migrationshintergrund,-1,,,,,,,,,,,,
1997,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1997,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1997,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1997,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1997,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1997,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1998,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1998,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1998,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1998,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1998,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1998,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1999,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1999,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1999,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1999,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
1999,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
1999,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2000,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2000,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2000,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2000,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2000,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2000,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2001,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2001,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2001,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2001,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2001,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2001,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2002,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2002,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2002,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2002,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2002,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2002,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2003,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2003,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2003,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2003,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2003,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2003,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2004,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2004,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2004,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2004,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2004,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2004,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2005,kein Migrationshintergrund,Staedtischer Raum,5.257713993559755,5.244108323370025,5.271319663749486,4.0,5.0,6.0,1.0,7.0,5.0,4.0,5.0,10856.0
2005,kein Migrationshintergrund,Laendlicher Raum,5.194259947895185,5.1754581942456195,5.213061701544751,4.0,5.0,6.0,1.0,7.0,5.0,4.0,5.0,6270.0
2005,direkter Migrationshintergrund,Staedtischer Raum,5.390080859944878,5.356853700595272,5.423308019294485,4.0,6.0,7.0,1.0,7.0,6.0,6.0,6.0,1922.0
2005,direkter Migrationshintergrund,Laendlicher Raum,5.293925733791413,5.219443512844398,5.368407954738428,4.0,6.0,7.0,1.0,7.0,6.0,6.0,7.0,394.0
2005,indirekter Migrationshintergrund,Staedtischer Raum,5.406376921460297,5.352013223588932,5.460740619331663,4.0,6.0,7.0,1.0,7.0,6.0,6.0,7.0,656.0
2005,indirekter Migrationshintergrund,Laendlicher Raum,5.24047836898838,5.117170943201261,5.363785794775499,5.0,5.0,6.0,3.5,7.0,5.0,4.0,5.0,98.0
2006,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2006,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2006,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2006,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2006,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2006,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2007,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2007,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2007,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2007,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2007,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2007,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2008,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2008,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2008,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2008,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2008,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2008,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2009,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2009,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2009,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2009,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2009,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2009,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2010,kein Migrationshintergrund,Staedtischer Raum,5.169202093784506,5.15425340544231,5.184150782126702,4.0,5.0,6.0,1.0,7.0,5.0,5.0,5.0,9103.0
2010,kein Migrationshintergrund,Laendlicher Raum,5.165837242093558,5.146346453784684,5.185328030402433,4.0,5.0,6.0,1.0,7.0,5.0,5.0,5.0,5339.0
2010,direkter Migrationshintergrund,Staedtischer Raum,5.382993192722533,5.339102748237266,5.4268836372077995,4.0,6.0,7.0,1.0,7.0,6.0,6.0,6.0,1172.0
2010,direkter Migrationshintergrund,Laendlicher Raum,5.227774762813024,5.149769010462529,5.3057805151635185,4.0,5.0,6.0,1.0,7.0,5.0,4.0,5.0,279.0
2010,indirekter Migrationshintergrund,Staedtischer Raum,5.528261032183876,5.471242478286425,5.5852795860813265,5.0,6.0,7.0,2.0,7.0,6.0,6.0,7.0,550.0
2010,indirekter Migrationshintergrund,Laendlicher Raum,5.156302387183501,5.0420929044735425,5.27051186989346,4.0,5.0,6.0,1.0,7.0,5.0,4.0,5.0,101.0
2011,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2011,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2011,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2011,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2011,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2011,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2012,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2012,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2012,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2012,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2012,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2012,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2013,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2013,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2013,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2013,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2013,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2013,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2014,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2014,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2014,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2014,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2014,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2014,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2015,kein Migrationshintergrund,Staedtischer Raum,5.261586848503378,5.248635147328094,5.274538549678662,4.0,6.0,6.0,1.0,7.0,6.0,6.0,7.0,11633.0
2015,kein Migrationshintergrund,Laendlicher Raum,5.229768412278914,5.213511430294847,5.246025394262981,4.0,5.0,6.0,1.0,7.0,5.0,4.0,5.0,7436.0
2015,direkter Migrationshintergrund,Staedtischer Raum,5.472373549272918,5.450222026445619,5.494525072100217,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,4310.0
2015,direkter Migrationshintergrund,Laendlicher Raum,5.471572018922556,5.4309621743656455,5.512181863479467,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,1497.0
2015,indirekter Migrationshintergrund,Staedtischer Raum,5.438446051492992,5.399236257368524,5.47765584561746,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,1309.0
2015,indirekter Migrationshintergrund,Laendlicher Raum,5.053578360317421,4.968845709135015,5.138311011499828,4.0,5.0,6.0,1.0,7.0,5.0,4.0,5.0,303.0
2016,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2016,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2016,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2016,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2016,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2016,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2017,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2017,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2017,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2017,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2017,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2017,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2018,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2018,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2018,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2018,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2018,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2018,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2019,kein Migrationshintergrund,-1,,,,,,,,,,,,
2019,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2019,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2019,direkter Migrationshintergrund,-1,,,,,,,,,,,,
2019,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2019,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2019,indirekter Migrationshintergrund,-1,,,,,,,,,,,,
2019,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2019,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2020,kein Migrationshintergrund,Staedtischer Raum,5.318204929580732,5.305732462404694,5.33067739675677,5.0,6.0,6.0,3.5,7.0,6.0,6.0,6.0,11558.0
2020,kein Migrationshintergrund,Laendlicher Raum,5.345912168937252,5.3299539659804624,5.3618703718940415,5.0,6.0,6.0,3.5,7.0,6.0,6.0,6.0,6940.0
2020,direkter Migrationshintergrund,Staedtischer Raum,5.6870906732409825,5.671913843783539,5.702267502698426,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,7004.0
2020,direkter Migrationshintergrund,Laendlicher Raum,5.608638932059997,5.579149437425296,5.638128426694698,5.0,6.0,7.0,2.0,7.0,6.0,6.0,6.0,2188.0
2020,indirekter Migrationshintergrund,Staedtischer Raum,5.492242755880861,5.456852906120753,5.527632605640969,5.0,6.0,7.0,2.0,7.0,6.0,6.0,7.0,1240.0
2020,indirekter Migrationshintergrund,Laendlicher Raum,5.250496060401265,5.16197655697422,5.339015563828311,4.0,6.0,6.0,1.0,7.0,6.0,6.0,7.0,292.0
2021,kein Migrationshintergrund,-1,,,,,,,,,,,,
2021,kein Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2021,kein Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2021,direkter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2021,direkter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
2021,indirekter Migrationshintergrund,Staedtischer Raum,,,,,,,,,,,,
2021,indirekter Migrationshintergrund,Laendlicher Raum,,,,,,,,,,,,
