year,pgisced97,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
1991,higher vocational,,,,,,,,,,,,
1991,higher education,,,,,,,,,,,,
1992,-5,,,,,,,,,,,,
1992,-1,,,,,,,,,,,,
1992,in school,,,,,,,,,,,,
1992,inadequately,,,,,,,,,,,,
1992,general elemantary,,,,,,,,,,,,
1992,middle vocational,,,,,,,,,,,,
1992,vocational + Abi,,,,,,,,,,,,
1992,higher vocational,,,,,,,,,,,,
1992,higher education,,,,,,,,,,,,
1993,-5,,,,,,,,,,,,
1993,-1,,,,,,,,,,,,
1993,in school,,,,,,,,,,,,
1993,inadequately,,,,,,,,,,,,
1993,general elemantary,,,,,,,,,,,,
1993,middle vocational,,,,,,,,,,,,
1993,vocational + Abi,,,,,,,,,,,,
1993,higher vocational,,,,,,,,,,,,
1993,higher education,,,,,,,,,,,,
1994,-5,,,,,,,,,,,,
1994,-1,,,,,,,,,,,,
1994,in school,,,,,,,,,,,,
1994,inadequately,,,,,,,,,,,,
1994,general elemantary,,,,,,,,,,,,
1994,middle vocational,,,,,,,,,,,,
1994,vocational + Abi,,,,,,,,,,,,
1994,higher vocational,,,,,,,,,,,,
1994,higher education,,,,,,,,,,,,
1995,-5,,,,,,,,,,,,
1995,-1,,,,,,,,,,,,
1995,in school,,,,,,,,,,,,
1995,inadequately,,,,,,,,,,,,
1995,general elemantary,,,,,,,,,,,,
1995,middle vocational,,,,,,,,,,,,
1995,vocational + Abi,,,,,,,,,,,,
1995,higher vocational,,,,,,,,,,,,
1995,higher education,,,,,,,,,,,,
1996,-5,,,,,,,,,,,,
1996,-1,,,,,,,,,,,,
1996,in school,,,,,,,,,,,,
1996,inadequately,,,,,,,,,,,,
1996,general elemantary,,,,,,,,,,,,
1996,middle vocational,,,,,,,,,,,,
1996,vocational + Abi,,,,,,,,,,,,
1996,higher vocational,,,,,,,,,,,,
1996,higher education,,,,,,,,,,,,
1997,-5,,,,,,,,,,,,
1997,-1,,,,,,,,,,,,
1997,in school,,,,,,,,,,,,
1997,inadequately,,,,,,,,,,,,
1997,general elemantary,,,,,,,,,,,,
1997,middle vocational,,,,,,,,,,,,
1997,vocational + Abi,,,,,,,,,,,,
1997,higher vocational,,,,,,,,,,,,
1997,higher education,,,,,,,,,,,,
1998,-5,,,,,,,,,,,,
1998,-1,,,,,,,,,,,,
1998,in school,,,,,,,,,,,,
1998,inadequately,,,,,,,,,,,,
1998,general elemantary,,,,,,,,,,,,
1998,middle vocational,,,,,,,,,,,,
1998,vocational + Abi,,,,,,,,,,,,
1998,higher vocational,,,,,,,,,,,,
1998,higher education,,,,,,,,,,,,
1999,-5,,,,,,,,,,,,
1999,-1,,,,,,,,,,,,
1999,in school,,,,,,,,,,,,
1999,inadequately,,,,,,,,,,,,
1999,general elemantary,,,,,,,,,,,,
1999,middle vocational,,,,,,,,,,,,
1999,vocational + Abi,,,,,,,,,,,,
1999,higher vocational,,,,,,,,,,,,
1999,higher education,,,,,,,,,,,,
2000,-5,,,,,,,,,,,,
2000,-1,,,,,,,,,,,,
2000,in school,,,,,,,,,,,,
2000,inadequately,,,,,,,,,,,,
2000,general elemantary,,,,,,,,,,,,
2000,middle vocational,,,,,,,,,,,,
2000,vocational + Abi,,,,,,,,,,,,
2000,higher vocational,,,,,,,,,,,,
2000,higher education,,,,,,,,,,,,
2001,-5,,,,,,,,,,,,
2001,-1,,,,,,,,,,,,
2001,in school,,,,,,,,,,,,
2001,inadequately,,,,,,,,,,,,
2001,general elemantary,,,,,,,,,,,,
2001,middle vocational,,,,,,,,,,,,
2001,vocational + Abi,,,,,,,,,,,,
2001,higher vocational,,,,,,,,,,,,
2001,higher education,,,,,,,,,,,,
2002,-5,,,,,,,,,,,,
2002,-1,,,,,,,,,,,,
2002,in school,,,,,,,,,,,,
2002,inadequately,,,,,,,,,,,,
2002,general elemantary,,,,,,,,,,,,
2002,middle vocational,,,,,,,,,,,,
2002,vocational + Abi,,,,,,,,,,,,
2002,higher vocational,,,,,,,,,,,,
2002,higher education,,,,,,,,,,,,
2003,-5,,,,,,,,,,,,
2003,-1,,,,,,,,,,,,
2003,in school,,,,,,,,,,,,
2003,inadequately,,,,,,,,,,,,
2003,general elemantary,,,,,,,,,,,,
2003,middle vocational,,,,,,,,,,,,
2003,vocational + Abi,,,,,,,,,,,,
2003,higher vocational,,,,,,,,,,,,
2003,higher education,,,,,,,,,,,,
2004,-5,,,,,,,,,,,,
2004,-1,,,,,,,,,,,,
2004,in school,,,,,,,,,,,,
2004,inadequately,,,,,,,,,,,,
2004,general elemantary,,,,,,,,,,,,
2004,middle vocational,,,,,,,,,,,,
2004,vocational + Abi,,,,,,,,,,,,
2004,higher vocational,,,,,,,,,,,,
2004,higher education,,,,,,,,,,,,
2005,-5,,,,,,,,,,,,
2005,-1,4.940736612903224,4.852252972582387,5.029220253224062,4.0,5.0,6.0,1.0,7.0,5.0,4.0,5.0,306.0
2005,in school,4.9581861825490074,4.886656390226866,5.029715974871149,4.0,5.0,6.0,1.0,7.0,5.0,4.0,5.0,371.0
2005,inadequately,4.9197780962229976,4.796892638226696,5.042663554219299,4.0,5.0,7.0,1.0,7.0,5.0,4.0,5.0,232.0
2005,general elemantary,5.0649546128126985,5.031612020218062,5.098297205407335,4.0,5.0,6.0,1.0,7.0,5.0,5.0,5.0,2289.0
2005,middle vocational,5.257253529250931,5.242827954626605,5.271679103875257,4.0,6.0,7.0,1.0,7.0,6.0,6.0,7.0,10176.0
2005,vocational + Abi,5.2835533310943585,5.2433898466238045,5.323716815564913,4.0,5.0,6.0,1.0,7.0,5.0,4.0,5.0,1123.0
2005,higher vocational,5.269214608395194,5.233680576463339,5.304748640327048,4.0,5.0,6.0,1.0,7.0,5.0,4.0,5.0,1550.0
2005,higher education,5.498621177622724,5.479582223219315,5.5176601320261325,5.0,6.0,6.0,3.5,7.0,6.0,6.0,6.0,4149.0
2006,-5,,,,,,,,,,,,
2006,-1,,,,,,,,,,,,
2006,in school,,,,,,,,,,,,
2006,inadequately,,,,,,,,,,,,
2006,general elemantary,,,,,,,,,,,,
2006,middle vocational,,,,,,,,,,,,
2006,vocational + Abi,,,,,,,,,,,,
2006,higher vocational,,,,,,,,,,,,
2006,higher education,,,,,,,,,,,,
2007,-5,,,,,,,,,,,,
2007,-1,,,,,,,,,,,,
2007,in school,,,,,,,,,,,,
2007,inadequately,,,,,,,,,,,,
2007,general elemantary,,,,,,,,,,,,
2007,middle vocational,,,,,,,,,,,,
2007,vocational + Abi,,,,,,,,,,,,
2007,higher vocational,,,,,,,,,,,,
2007,higher education,,,,,,,,,,,,
2008,-5,,,,,,,,,,,,
2008,-1,,,,,,,,,,,,
2008,in school,,,,,,,,,,,,
2008,inadequately,,,,,,,,,,,,
2008,general elemantary,,,,,,,,,,,,
2008,middle vocational,,,,,,,,,,,,
2008,vocational + Abi,,,,,,,,,,,,
2008,higher vocational,,,,,,,,,,,,
2008,higher education,,,,,,,,,,,,
2009,-5,,,,,,,,,,,,
2009,-1,,,,,,,,,,,,
2009,in school,,,,,,,,,,,,
2009,inadequately,,,,,,,,,,,,
2009,general elemantary,,,,,,,,,,,,
2009,middle vocational,,,,,,,,,,,,
2009,vocational + Abi,,,,,,,,,,,,
2009,higher vocational,,,,,,,,,,,,
2009,higher education,,,,,,,,,,,,
2010,-5,,,,,,,,,,,,
2010,-1,5.135136232332941,5.041396092856295,5.228876371809586,4.0,6.0,6.0,1.0,7.0,6.0,6.0,7.0,288.0
2010,in school,5.189619639040187,5.1100942381490375,5.269145039931337,4.0,5.0,6.0,1.0,7.0,5.0,4.0,5.0,266.0
2010,inadequately,5.148996207507496,5.003790147440561,5.294202267574431,4.0,5.035182735932758,7.0,1.0,7.0,5.0,4.0,5.0,132.0
2010,general elemantary,5.082225956097562,5.044513804257763,5.119938107937362,4.0,5.0,6.0,1.0,7.0,5.0,5.0,5.0,1599.0
2010,middle vocational,5.164366041084753,5.1482687209666835,5.180463361202822,4.0,5.0,6.0,1.0,7.0,5.0,5.0,5.0,8252.0
2010,vocational + Abi,5.143724442946785,5.101642439577717,5.185806446315852,4.0,5.0,6.0,1.0,7.0,5.0,4.0,5.0,938.0
2010,higher vocational,5.275582896602507,5.236083886728351,5.315081906476663,4.0,6.0,6.0,1.0,7.0,6.0,6.0,7.0,1250.0
2010,higher education,5.376321485973418,5.355421014955213,5.397221956991623,5.0,6.0,6.0,3.5,7.0,6.0,6.0,6.0,3819.0
2011,-5,,,,,,,,,,,,
2011,-1,,,,,,,,,,,,
2011,in school,,,,,,,,,,,,
2011,inadequately,,,,,,,,,,,,
2011,general elemantary,,,,,,,,,,,,
2011,middle vocational,,,,,,,,,,,,
2011,vocational + Abi,,,,,,,,,,,,
2011,higher vocational,,,,,,,,,,,,
2011,higher education,,,,,,,,,,,,
2012,-5,,,,,,,,,,,,
2012,-1,,,,,,,,,,,,
2012,in school,,,,,,,,,,,,
2012,inadequately,,,,,,,,,,,,
2012,general elemantary,,,,,,,,,,,,
2012,middle vocational,,,,,,,,,,,,
2012,vocational + Abi,,,,,,,,,,,,
2012,higher vocational,,,,,,,,,,,,
2012,higher education,,,,,,,,,,,,
2013,-5,,,,,,,,,,,,
2013,-1,,,,,,,,,,,,
2013,in school,,,,,,,,,,,,
2013,inadequately,,,,,,,,,,,,
2013,general elemantary,,,,,,,,,,,,
2013,middle vocational,,,,,,,,,,,,
2013,vocational + Abi,,,,,,,,,,,,
2013,higher vocational,,,,,,,,,,,,
2013,higher education,,,,,,,,,,,,
2014,-5,,,,,,,,,,,,
2014,-1,,,,,,,,,,,,
2014,in school,,,,,,,,,,,,
2014,inadequately,,,,,,,,,,,,
2014,general elemantary,,,,,,,,,,,,
2014,middle vocational,,,,,,,,,,,,
2014,vocational + Abi,,,,,,,,,,,,
2014,higher vocational,,,,,,,,,,,,
2014,higher education,,,,,,,,,,,,
2015,-5,,,,,,,,,,,,
2015,-1,5.170781879408929,5.108559417238567,5.23300434157929,4.0,5.0,7.0,1.0,7.0,5.0,4.0,5.0,626.0
2015,in school,5.056227618097463,4.983607812139939,5.128847424054986,4.0,5.0,6.0,1.0,7.0,5.0,4.0,5.0,370.0
2015,inadequately,5.113218376761414,5.037544346959831,5.188892406562997,4.0,5.0,7.0,1.0,7.0,5.0,4.0,5.0,503.0
2015,general elemantary,5.19803529465287,5.169118217165788,5.2269523721399525,4.0,6.0,7.0,1.0,7.0,6.0,6.0,7.0,2893.0
2015,middle vocational,5.23339289587259,5.220138466693213,5.246647325051966,4.0,6.0,6.0,1.0,7.0,6.0,6.0,7.0,12068.0
2015,vocational + Abi,5.351786776763801,5.323089784031685,5.380483769495918,5.0,6.0,6.0,3.5,7.0,6.0,6.0,7.0,2130.0
2015,higher vocational,5.292492955112349,5.258062385649846,5.326923524574853,4.0,6.0,6.0,1.0,7.0,6.0,6.0,7.0,1529.0
2015,higher education,5.471208665785171,5.455744778066639,5.486672553503703,5.0,6.0,6.0,3.5,7.0,6.0,6.0,6.0,6369.0
2016,-5,,,,,,,,,,,,
2016,-1,,,,,,,,,,,,
2016,in school,,,,,,,,,,,,
2016,inadequately,,,,,,,,,,,,
2016,general elemantary,,,,,,,,,,,,
2016,middle vocational,,,,,,,,,,,,
2016,vocational + Abi,,,,,,,,,,,,
2016,higher vocational,,,,,,,,,,,,
2016,higher education,,,,,,,,,,,,
2017,-5,,,,,,,,,,,,
2017,-1,,,,,,,,,,,,
2017,in school,,,,,,,,,,,,
2017,inadequately,,,,,,,,,,,,
2017,general elemantary,,,,,,,,,,,,
2017,middle vocational,,,,,,,,,,,,
2017,vocational + Abi,,,,,,,,,,,,
2017,higher vocational,,,,,,,,,,,,
2017,higher education,,,,,,,,,,,,
2018,-5,,,,,,,,,,,,
2018,-1,,,,,,,,,,,,
2018,in school,,,,,,,,,,,,
2018,inadequately,,,,,,,,,,,,
2018,general elemantary,,,,,,,,,,,,
2018,middle vocational,,,,,,,,,,,,
2018,vocational + Abi,,,,,,,,,,,,
2018,higher vocational,,,,,,,,,,,,
2018,higher education,,,,,,,,,,,,
2019,-5,,,,,,,,,,,,
2019,-1,,,,,,,,,,,,
2019,in school,,,,,,,,,,,,
2019,inadequately,,,,,,,,,,,,
2019,general elemantary,,,,,,,,,,,,
2019,middle vocational,,,,,,,,,,,,
2019,vocational + Abi,,,,,,,,,,,,
2019,higher vocational,,,,,,,,,,,,
2019,higher education,,,,,,,,,,,,
2020,-5,,,,,,,,,,,,
2020,-1,5.357417417608116,5.316817730968491,5.3980171042477405,5.0,6.0,6.0,3.5,7.0,6.0,6.0,7.0,1024.0
2020,in school,5.360905741304613,5.29686315748864,5.424948325120586,5.0,6.0,6.0,3.5,7.0,6.0,6.0,7.0,361.0
2020,inadequately,5.331445251059041,5.292517259194713,5.370373242923368,4.0,6.0,7.0,1.0,7.0,6.0,6.0,7.0,1790.0
2020,general elemantary,5.216010422170287,5.189271280834071,5.242749563506503,4.0,6.0,6.0,1.0,7.0,6.0,6.0,7.0,3198.0
2020,middle vocational,5.341455721455335,5.328394040061598,5.354517402849073,5.0,6.0,6.0,3.5,7.0,6.0,6.0,6.0,11302.0
2020,vocational + Abi,5.411617963155369,5.386196142686686,5.437039783624053,5.0,6.0,6.0,3.5,7.0,6.0,6.0,6.0,2351.0
2020,higher vocational,5.413805440429155,5.380783675199968,5.446827205658343,5.0,6.0,6.0,3.5,7.0,6.0,6.0,6.0,1465.0
2020,higher education,5.530669960878998,5.517557941821403,5.543781979936593,5.0,6.0,6.0,3.5,7.0,6.0,6.0,6.0,7731.0
2021,-5,,,,,,,,,,,,
2021,-1,,,,,,,,,,,,
2021,in school,,,,,,,,,,,,
2021,inadequately,,,,,,,,,,,,
2021,general elemantary,,,,,,,,,,,,
2021,middle vocational,,,,,,,,,,,,
2021,vocational + Abi,,,,,,,,,,,,
2021,higher vocational,,,,,,,,,,,,
2021,higher education,,,,,,,,,,,,
