"year","bildungsniveau","migback","mean","median","n","lower_confidence_mean","upper_confidence_mean"
"2010","(Fach-)Abitur","indirekter Migrationshintergrund","5.39","5.5","108","5.14","5.64"
"2010","(Fach-)Abitur","kein Migrationshintergrund","5.16","4.5","1538","5.09","5.23"
"2010","(noch) kein Abschluss","direkter Migrationshintergrund","4.93","4.5","84","4.55","5.31"
"2010","(noch) kein Abschluss","indirekter Migrationshintergrund","5.63","5.5","48","5.21","6.05"
"2010","(noch) kein Abschluss","kein Migrationshintergrund","5.13","4.5","275","4.96","5.3"
"2010","AkademikerIn","direkter Migrationshintergrund","5.36","5.5","271","5.18","5.54"
"2010","AkademikerIn","indirekter Migrationshintergrund","5.56","5.5","84","5.31","5.81"
"2010","AkademikerIn","kein Migrationshintergrund","5.37","5.5","3464","5.33","5.41"
"2010","Hauptschule","direkter Migrationshintergrund","5.27","4.5","689","5.16","5.38"
"2010","Hauptschule","indirekter Migrationshintergrund","5.49","5.5","184","5.24","5.74"
"2010","Hauptschule","kein Migrationshintergrund","5.12","4.5","4678","5.07","5.17"
"2010","Realschule","direkter Migrationshintergrund","5.38","5.5","123","5.12","5.64"
"2010","Realschule","indirekter Migrationshintergrund","5.49","5.5","154","5.25","5.73"
"2010","Realschule","kein Migrationshintergrund","5.11","4.5","4180","5.07","5.15"
"2011","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2011","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2011","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2011","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2011","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2011","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2011","AkademikerIn","kein Migrationshintergrund","","","","",""
"2011","Hauptschule","direkter Migrationshintergrund","","","","",""
"2011","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2011","Hauptschule","kein Migrationshintergrund","","","","",""
"2011","Realschule","direkter Migrationshintergrund","","","","",""
"2011","Realschule","indirekter Migrationshintergrund","","","","",""
"2011","Realschule","kein Migrationshintergrund","","","","",""
"2012","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2012","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2012","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2012","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2012","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2012","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2012","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2012","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2012","AkademikerIn","kein Migrationshintergrund","","","","",""
"2012","Hauptschule","direkter Migrationshintergrund","","","","",""
"2012","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2012","Hauptschule","kein Migrationshintergrund","","","","",""
"2012","Realschule","direkter Migrationshintergrund","","","","",""
"2012","Realschule","indirekter Migrationshintergrund","","","","",""
"2012","Realschule","kein Migrationshintergrund","","","","",""
"2013","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2013","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2013","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2013","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2013","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2013","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2013","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2013","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2013","AkademikerIn","kein Migrationshintergrund","","","","",""
"2013","Hauptschule","direkter Migrationshintergrund","","","","",""
"2013","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2013","Hauptschule","kein Migrationshintergrund","","","","",""
"2013","Realschule","direkter Migrationshintergrund","","","","",""
"2013","Realschule","indirekter Migrationshintergrund","","","","",""
"2013","Realschule","kein Migrationshintergrund","","","","",""
"2014","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2014","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2014","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","direkter Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2014","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2014","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2014","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2014","AkademikerIn","kein Migrationshintergrund","","","","",""
"2014","Hauptschule","direkter Migrationshintergrund","","","","",""
"2014","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2014","Hauptschule","kein Migrationshintergrund","","","","",""
"2014","Realschule","direkter Migrationshintergrund","","","","",""
"2014","Realschule","indirekter Migrationshintergrund","","","","",""
"2014","Realschule","kein Migrationshintergrund","","","","",""
"2015","(Fach-)Abitur","direkter Migrationshintergrund","5.5","5.5","1423","5.42","5.58"
"2015","(Fach-)Abitur","indirekter Migrationshintergrund","5.42","5.5","326","5.26","5.58"
"2015","(Fach-)Abitur","kein Migrationshintergrund","5.32","4.5","2348","5.27","5.37"
"2015","(noch) kein Abschluss","direkter Migrationshintergrund","5.33","4.5","407","5.15","5.51"
"2015","(noch) kein Abschluss","indirekter Migrationshintergrund","5.51","5.5","129","5.26","5.76"
"2015","(noch) kein Abschluss","kein Migrationshintergrund","4.93","4.5","394","4.78","5.08"
"2015","AkademikerIn","direkter Migrationshintergrund","5.57","5.5","1439","5.5","5.64"
"2015","AkademikerIn","indirekter Migrationshintergrund","5.61","5.5","263","5.45","5.77"
"2015","AkademikerIn","kein Migrationshintergrund","5.45","5.5","4667","5.41","5.49"
"2015","Hauptschule","direkter Migrationshintergrund","5.48","5.5","1896","5.4","5.56"
"2015","Hauptschule","indirekter Migrationshintergrund","5.17","5.5","412","5","5.34"
"2015","Hauptschule","kein Migrationshintergrund","5.15","4.5","5400","5.11","5.19"
"2015","Realschule","direkter Migrationshintergrund","5.38","5.5","379","5.23","5.53"
"2015","Realschule","indirekter Migrationshintergrund","5.42","5.5","418","5.27","5.57"
"2015","Realschule","kein Migrationshintergrund","5.22","4.5","5746","5.18","5.26"
"2016","(Fach-)Abitur","direkter Migrationshintergrund","5.6","5.5","514","5.5","5.7"
"2016","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2016","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2016","(noch) kein Abschluss","direkter Migrationshintergrund","6.3","6.5","998","6.23","6.37"
"2016","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2016","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2016","AkademikerIn","direkter Migrationshintergrund","6.05","6.5","591","5.96","6.14"
"2016","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2016","AkademikerIn","kein Migrationshintergrund","","","","",""
"2016","Hauptschule","direkter Migrationshintergrund","6.23","6.5","627","6.15","6.31"
"2016","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2016","Hauptschule","kein Migrationshintergrund","","","","",""
"2016","Realschule","direkter Migrationshintergrund","","","","",""
"2016","Realschule","indirekter Migrationshintergrund","","","","",""
"2016","Realschule","kein Migrationshintergrund","","","","",""
"2017","(Fach-)Abitur","direkter Migrationshintergrund","6.32","6.5","300","6.19","6.45"
"2017","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2017","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2017","(noch) kein Abschluss","direkter Migrationshintergrund","6.45","6.5","717","6.37","6.53"
"2017","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2017","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2017","AkademikerIn","direkter Migrationshintergrund","6.48","6.5","312","6.36","6.6"
"2017","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2017","AkademikerIn","kein Migrationshintergrund","","","","",""
"2017","Hauptschule","direkter Migrationshintergrund","6.3","6.5","405","6.18","6.42"
"2017","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2017","Hauptschule","kein Migrationshintergrund","","","","",""
"2017","Realschule","direkter Migrationshintergrund","","","","",""
"2017","Realschule","indirekter Migrationshintergrund","","","","",""
"2017","Realschule","kein Migrationshintergrund","","","","",""
"2018","(Fach-)Abitur","direkter Migrationshintergrund","5.85","6.5","57","5.52","6.18"
"2018","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2018","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2018","(noch) kein Abschluss","direkter Migrationshintergrund","6.26","6.5","148","6.02","6.5"
"2018","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2018","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2018","AkademikerIn","direkter Migrationshintergrund","6.59","6.5","45","6.33","6.85"
"2018","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2018","AkademikerIn","kein Migrationshintergrund","","","","",""
"2018","Hauptschule","direkter Migrationshintergrund","6.45","6.5","87","6.13","6.77"
"2018","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2018","Hauptschule","kein Migrationshintergrund","","","","",""
"2018","Realschule","direkter Migrationshintergrund","","","","",""
"2018","Realschule","indirekter Migrationshintergrund","","","","",""
"2018","Realschule","kein Migrationshintergrund","","","","",""
"2019","(Fach-)Abitur","direkter Migrationshintergrund","","","","",""
"2019","(Fach-)Abitur","indirekter Migrationshintergrund","","","","",""
"2019","(Fach-)Abitur","kein Migrationshintergrund","","","","",""
"2019","(noch) kein Abschluss","direkter Migrationshintergrund","5.91","6.5","128","5.64","6.18"
"2019","(noch) kein Abschluss","indirekter Migrationshintergrund","","","","",""
"2019","(noch) kein Abschluss","kein Migrationshintergrund","","","","",""
"2019","AkademikerIn","direkter Migrationshintergrund","","","","",""
"2019","AkademikerIn","indirekter Migrationshintergrund","","","","",""
"2019","AkademikerIn","kein Migrationshintergrund","","","","",""
"2019","Hauptschule","direkter Migrationshintergrund","5.85","6.5","45","5.54","6.16"
"2019","Hauptschule","indirekter Migrationshintergrund","","","","",""
"2019","Hauptschule","kein Migrationshintergrund","","","","",""
"2019","Realschule","direkter Migrationshintergrund","","","","",""
"2019","Realschule","indirekter Migrationshintergrund","","","","",""
"2019","Realschule","kein Migrationshintergrund","","","","",""
"2020","(Fach-)Abitur","direkter Migrationshintergrund","5.71","5.5","1967","5.65","5.77"
"2020","(Fach-)Abitur","indirekter Migrationshintergrund","5.65","5.5","371","5.52","5.78"
"2020","(Fach-)Abitur","kein Migrationshintergrund","5.37","5.5","2707","5.32","5.42"
"2020","(noch) kein Abschluss","direkter Migrationshintergrund","5.67","5.5","1779","5.61","5.73"
"2020","(noch) kein Abschluss","indirekter Migrationshintergrund","5.58","5.5","112","5.35","5.81"
"2020","(noch) kein Abschluss","kein Migrationshintergrund","5.06","4.5","351","4.9","5.22"
"2020","AkademikerIn","direkter Migrationshintergrund","5.69","5.5","2124","5.64","5.74"
"2020","AkademikerIn","indirekter Migrationshintergrund","5.49","5.5","352","5.37","5.61"
"2020","AkademikerIn","kein Migrationshintergrund","5.5","5.5","5288","5.47","5.53"
"2020","Hauptschule","direkter Migrationshintergrund","5.6","5.5","2193","5.54","5.66"
"2020","Hauptschule","indirekter Migrationshintergrund","5.28","4.5","332","5.1","5.46"
"2020","Hauptschule","kein Migrationshintergrund","5.2","5.5","4184","5.15","5.25"
"2020","Realschule","direkter Migrationshintergrund","5.7","5.5","304","5.55","5.85"
"2020","Realschule","indirekter Migrationshintergrund","5.46","5.5","378","5.31","5.61"
"2020","Realschule","kein Migrationshintergrund","5.3","5.5","5550","5.26","5.34"
