year,hhtyp,quintil_oecd_hh,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Couple without children,5th Quintile,"Yes, Regularly",0.11877,213,1434,0.10202,0.13552
2002,Couple without children,5th Quintile,"Yes, Occasionally",0.05300,94,1434,0.04140,0.06460
2002,Couple without children,5th Quintile,No,0.82371,1127,1434,0.80398,0.84344
2002,Single parent,1st Quintile,No,0.99070,287,287,0.97958,1.00183
2002,Single parent,2nd Quintile,No,0.96889,142,142,0.94023,0.99754
2002,Single parent,3rd Quintile,No,0.95311,113,113,0.91395,0.99226
2002,Single parent,4th Quintile,No,0.89978,77,77,0.83227,0.96729
2002,Single parent,5th Quintile,No,0.83280,50,50,0.72831,0.93728
2002,Couple with children,1st Quintile,No,0.98016,546,546,0.96845,0.99187
2002,Couple with children,2nd Quintile,No,0.98687,850,850,0.97921,0.99453
2002,Couple with children,3rd Quintile,No,0.97599,905,905,0.96601,0.98597
2002,Couple with children,4th Quintile,"Yes, Regularly",0.02599,33,891,0.01554,0.03644
2002,Couple with children,4th Quintile,No,0.94435,858,891,0.92929,0.95941
2002,Couple with children,5th Quintile,"Yes, Regularly",0.16763,215,1123,0.14578,0.18949
2002,Couple with children,5th Quintile,"Yes, Occasionally",0.05520,66,1123,0.04183,0.06856
2002,Couple with children,5th Quintile,No,0.77156,842,1123,0.74699,0.79612
2002,Multi-generational household,2nd Quintile,No,0.86263,32,32,0.74144,0.98381
2003,Single-person household,1st Quintile,No,0.91206,741,741,0.89166,0.93247
2003,Single-person household,2nd Quintile,"Yes, Regularly",0.07984,36,538,0.05691,0.10277
2003,Single-person household,2nd Quintile,No,0.87970,502,538,0.85219,0.90722
2003,Single-person household,3rd Quintile,"Yes, Regularly",0.07207,34,524,0.04990,0.09423
2003,Single-person household,3rd Quintile,No,0.86945,490,524,0.84057,0.89832
2003,Single-person household,4th Quintile,"Yes, Regularly",0.08008,33,462,0.05530,0.10486
2003,Single-person household,4th Quintile,No,0.85310,429,462,0.82079,0.88542
2003,Single-person household,5th Quintile,"Yes, Regularly",0.17416,99,513,0.14131,0.20701
2003,Single-person household,5th Quintile,"Yes, Occasionally",0.08509,44,513,0.06092,0.10926
2003,Single-person household,5th Quintile,No,0.73607,370,513,0.69790,0.77425
2003,Couple without children,1st Quintile,No,0.95760,412,412,0.93812,0.97708
2003,Couple without children,2nd Quintile,No,0.95781,609,609,0.94184,0.97379
2003,Couple without children,3rd Quintile,No,0.92865,613,613,0.90826,0.94905
2003,Couple without children,4th Quintile,No,0.91957,723,723,0.89973,0.93941
2003,Couple without children,5th Quintile,"Yes, Regularly",0.13861,224,1338,0.12009,0.15713
2003,Couple without children,5th Quintile,"Yes, Occasionally",0.04713,78,1338,0.03577,0.05849
2003,Couple without children,5th Quintile,No,0.81068,1036,1338,0.78968,0.83168
2003,Single parent,1st Quintile,No,0.99559,299,299,0.98807,1.00311
2003,Single parent,2nd Quintile,No,0.99146,148,148,0.97658,1.00633
2003,Single parent,3rd Quintile,No,0.89231,90,90,0.82791,0.95671
2003,Single parent,4th Quintile,No,0.88827,74,74,0.81600,0.96054
2003,Single parent,5th Quintile,No,0.70299,46,46,0.56948,0.83650
2003,Couple with children,1st Quintile,No,0.99104,491,491,0.98269,0.99938
2003,Couple with children,2nd Quintile,No,0.98608,817,817,0.97804,0.99412
2003,Couple with children,3rd Quintile,No,0.96162,859,859,0.94876,0.97447
2003,Couple with children,4th Quintile,No,0.93841,803,803,0.92177,0.95505
2003,Couple with children,5th Quintile,"Yes, Regularly",0.18240,223,1063,0.15918,0.20563
2003,Couple with children,5th Quintile,"Yes, Occasionally",0.07720,71,1063,0.06114,0.09325
2003,Couple with children,5th Quintile,No,0.73874,769,1063,0.71231,0.76516
2004,Single-person household,1st Quintile,No,0.91282,734,734,0.89240,0.93324
2004,Single-person household,2nd Quintile,"Yes, Regularly",0.08317,36,533,0.05970,0.10663
2004,Single-person household,2nd Quintile,No,0.87118,497,533,0.84271,0.89964
2004,Single-person household,3rd Quintile,No,0.89741,485,485,0.87038,0.92445
2004,Single-person household,4th Quintile,No,0.88687,413,413,0.85629,0.91746
2004,Single-person household,5th Quintile,"Yes, Regularly",0.12693,76,526,0.09846,0.15541
2004,Single-person household,5th Quintile,"Yes, Occasionally",0.10507,54,526,0.07884,0.13130
2004,Single-person household,5th Quintile,No,0.76139,396,526,0.72492,0.79785
2004,Couple without children,1st Quintile,No,0.97651,359,359,0.96082,0.99220
2004,Couple without children,2nd Quintile,No,0.97731,600,600,0.96539,0.98924
2004,Couple without children,3rd Quintile,No,0.95549,672,672,0.93989,0.97110
2004,Couple without children,4th Quintile,No,0.93323,750,750,0.91536,0.95111
2004,Couple without children,5th Quintile,"Yes, Regularly",0.11390,182,1341,0.09689,0.13091
2004,Couple without children,5th Quintile,"Yes, Occasionally",0.06639,91,1341,0.05306,0.07972
2004,Couple without children,5th Quintile,No,0.81354,1068,1341,0.79269,0.83439
2004,Single parent,1st Quintile,No,0.99530,286,286,0.98735,1.00324
2004,Single parent,2nd Quintile,No,0.97623,163,163,0.95277,0.99969
2004,Single parent,3rd Quintile,No,0.97442,99,99,0.94316,1.00568
2004,Single parent,4th Quintile,No,0.89297,70,70,0.82003,0.96592
2004,Single parent,5th Quintile,No,0.69747,33,33,0.53831,0.85663
2004,Couple with children,1st Quintile,No,0.99252,484,484,0.98484,1.00021
2004,Couple with children,2nd Quintile,No,0.98251,767,767,0.97323,0.99180
2004,Couple with children,3rd Quintile,No,0.98048,815,815,0.97097,0.98998
2004,Couple with children,4th Quintile,No,0.94378,848,848,0.92827,0.95929
2004,Couple with children,5th Quintile,"Yes, Regularly",0.14718,166,976,0.12494,0.16942
2004,Couple with children,5th Quintile,"Yes, Occasionally",0.07211,64,976,0.05587,0.08834
2004,Couple with children,5th Quintile,No,0.78027,746,976,0.75428,0.80626
2004,Other Combinations,5th Quintile,No,0.92310,31,31,0.82775,1.01844
2005,Single-person household,1st Quintile,No,0.93094,753,753,0.91282,0.94906
2005,Single-person household,2nd Quintile,"Yes, Regularly",0.08318,39,531,0.05967,0.10669
2005,Single-person household,2nd Quintile,No,0.84863,492,531,0.81812,0.87915
2005,Single-person household,3rd Quintile,"Yes, Regularly",0.07386,31,509,0.05111,0.09660
2005,Single-person household,3rd Quintile,No,0.89822,478,509,0.87193,0.92451
2005,Single-person household,4th Quintile,"Yes, Regularly",0.09591,43,495,0.06994,0.12187
2005,Single-person household,4th Quintile,"Yes, Occasionally",0.06751,32,495,0.04538,0.08963
2005,Single-person household,4th Quintile,No,0.83508,420,495,0.80235,0.86780
2005,Single-person household,5th Quintile,"Yes, Regularly",0.17757,97,529,0.14497,0.21016
2005,Single-person household,5th Quintile,"Yes, Occasionally",0.10180,54,529,0.07601,0.12759
2005,Single-person household,5th Quintile,No,0.72058,378,529,0.68230,0.75885
2005,Couple without children,1st Quintile,No,0.96022,358,358,0.93994,0.98049
2005,Couple without children,2nd Quintile,No,0.97487,617,617,0.96251,0.98723
2005,Couple without children,3rd Quintile,No,0.94243,604,604,0.92384,0.96102
2005,Couple without children,4th Quintile,No,0.91818,707,707,0.89796,0.93839
2005,Couple without children,5th Quintile,"Yes, Regularly",0.15568,232,1288,0.13587,0.17549
2005,Couple without children,5th Quintile,"Yes, Occasionally",0.06390,88,1288,0.05054,0.07726
2005,Couple without children,5th Quintile,No,0.77467,968,1288,0.75185,0.79750
2005,Single parent,1st Quintile,No,0.98948,312,312,0.97814,1.00082
2005,Single parent,2nd Quintile,No,0.95202,127,127,0.91470,0.98934
2005,Single parent,3rd Quintile,No,0.96623,104,104,0.93135,1.00112
2005,Single parent,4th Quintile,No,0.90495,79,79,0.83986,0.97004
2005,Single parent,5th Quintile,No,0.66593,34,34,0.50500,0.82686
2005,Couple with children,1st Quintile,No,0.98103,448,448,0.96838,0.99368
2005,Couple with children,2nd Quintile,No,0.99385,697,697,0.98804,0.99966
2005,Couple with children,3rd Quintile,No,0.97787,781,781,0.96755,0.98820
2005,Couple with children,4th Quintile,No,0.94369,770,770,0.92739,0.95998
2005,Couple with children,5th Quintile,"Yes, Regularly",0.17742,178,921,0.15273,0.20211
2005,Couple with children,5th Quintile,"Yes, Occasionally",0.05642,51,921,0.04151,0.07134
2005,Couple with children,5th Quintile,No,0.76463,692,921,0.73721,0.79204
2006,Single-person household,1st Quintile,No,0.92704,802,802,0.90902,0.94505
2006,Single-person household,2nd Quintile,"Yes, Regularly",0.07249,43,616,0.05200,0.09299
2006,Single-person household,2nd Quintile,No,0.86921,573,616,0.84256,0.89586
2006,Single-person household,3rd Quintile,"Yes, Regularly",0.08407,40,576,0.06138,0.10675
2006,Single-person household,3rd Quintile,No,0.86402,536,576,0.83600,0.89203
2006,Single-person household,4th Quintile,"Yes, Regularly",0.09799,49,561,0.07337,0.12262
2006,Single-person household,4th Quintile,No,0.84314,512,561,0.81302,0.87326
2006,Single-person household,5th Quintile,"Yes, Regularly",0.16246,101,597,0.13285,0.19208
2006,Single-person household,5th Quintile,"Yes, Occasionally",0.08791,58,597,0.06518,0.11064
2006,Single-person household,5th Quintile,No,0.74963,438,597,0.71484,0.78441
2006,Couple without children,1st Quintile,No,0.96538,417,417,0.94781,0.98295
2006,Couple without children,2nd Quintile,No,0.96600,644,644,0.95200,0.98001
2006,Couple without children,3rd Quintile,No,0.95240,737,737,0.93702,0.96779
2006,Couple without children,4th Quintile,"Yes, Occasionally",0.04324,33,808,0.02920,0.05727
2006,Couple without children,4th Quintile,No,0.92910,775,808,0.91139,0.94681
2006,Couple without children,5th Quintile,"Yes, Regularly",0.13945,229,1455,0.12164,0.15725
2006,Couple without children,5th Quintile,"Yes, Occasionally",0.05845,103,1455,0.04639,0.07051
2006,Couple without children,5th Quintile,No,0.79370,1123,1455,0.77290,0.81450
2006,Single parent,1st Quintile,No,0.98651,330,330,0.97405,0.99898
2006,Single parent,2nd Quintile,No,0.93779,152,152,0.89927,0.97632
2006,Single parent,3rd Quintile,No,0.95927,114,114,0.92283,0.99572
2006,Single parent,4th Quintile,No,0.91069,86,86,0.85006,0.97132
2006,Single parent,5th Quintile,No,0.81712,47,47,0.70541,0.92883
2006,Couple with children,1st Quintile,No,0.98073,452,452,0.96805,0.99342
2006,Couple with children,2nd Quintile,No,0.98116,702,702,0.97109,0.99122
2006,Couple with children,3rd Quintile,No,0.97199,835,835,0.96079,0.98319
2006,Couple with children,4th Quintile,No,0.93485,862,862,0.91837,0.95134
2006,Couple with children,5th Quintile,"Yes, Regularly",0.15343,154,890,0.12974,0.17712
2006,Couple with children,5th Quintile,"Yes, Occasionally",0.06488,67,890,0.04869,0.08107
2006,Couple with children,5th Quintile,No,0.78079,669,890,0.75360,0.80799
2007,Single-person household,1st Quintile,No,0.93696,794,794,0.92004,0.95387
2007,Single-person household,2nd Quintile,"Yes, Regularly",0.07961,37,569,0.05735,0.10187
2007,Single-person household,2nd Quintile,No,0.86225,532,569,0.83390,0.89059
2007,Single-person household,3rd Quintile,"Yes, Regularly",0.09218,41,535,0.06764,0.11671
2007,Single-person household,3rd Quintile,No,0.86164,494,535,0.83235,0.89092
2007,Single-person household,4th Quintile,"Yes, Regularly",0.10937,48,542,0.08307,0.13567
2007,Single-person household,4th Quintile,No,0.84342,494,542,0.81280,0.87405
2007,Single-person household,5th Quintile,"Yes, Regularly",0.19887,112,552,0.16555,0.23220
2007,Single-person household,5th Quintile,"Yes, Occasionally",0.09208,54,552,0.06794,0.11622
2007,Single-person household,5th Quintile,No,0.69306,386,552,0.65455,0.73157
2007,Couple without children,1st Quintile,No,0.98278,379,379,0.96967,0.99590
2007,Couple without children,2nd Quintile,No,0.96486,616,616,0.95031,0.97941
2007,Couple without children,3rd Quintile,No,0.94312,686,686,0.92578,0.96047
2007,Couple without children,4th Quintile,No,0.92547,759,759,0.90678,0.94417
2007,Couple without children,5th Quintile,"Yes, Regularly",0.16010,237,1316,0.14028,0.17991
2007,Couple without children,5th Quintile,"Yes, Occasionally",0.06847,99,1316,0.05482,0.08212
2007,Couple without children,5th Quintile,No,0.77064,980,1316,0.74792,0.79336
2007,Single parent,1st Quintile,No,0.97141,291,291,0.95223,0.99059
2007,Single parent,3rd Quintile,No,0.93354,119,119,0.88859,0.97848
2007,Single parent,4th Quintile,No,0.91527,69,69,0.84908,0.98146
2007,Single parent,5th Quintile,No,0.72219,45,45,0.58984,0.85455
2007,Couple with children,1st Quintile,No,0.98330,409,409,0.97087,0.99574
2007,Couple with children,2nd Quintile,No,0.98411,691,691,0.97478,0.99344
2007,Couple with children,3rd Quintile,No,0.96811,754,754,0.95556,0.98066
2007,Couple with children,4th Quintile,"Yes, Regularly",0.04317,34,800,0.02908,0.05726
2007,Couple with children,4th Quintile,No,0.91276,766,800,0.89319,0.93232
2007,Couple with children,5th Quintile,"Yes, Regularly",0.15860,154,848,0.13400,0.18321
2007,Couple with children,5th Quintile,"Yes, Occasionally",0.08282,65,848,0.06426,0.10138
2007,Couple with children,5th Quintile,No,0.74615,629,848,0.71684,0.77546
2008,Single-person household,1st Quintile,No,0.94754,747,747,0.93155,0.96354
2008,Single-person household,2nd Quintile,No,0.88937,527,527,0.86256,0.91618
2008,Single-person household,3rd Quintile,"Yes, Regularly",0.09947,42,536,0.07411,0.12483
2008,Single-person household,3rd Quintile,No,0.86210,494,536,0.83289,0.89132
2008,Single-person household,4th Quintile,"Yes, Regularly",0.09201,41,504,0.06675,0.11727
2008,Single-person household,4th Quintile,No,0.85987,463,504,0.82953,0.89020
2008,Single-person household,5th Quintile,"Yes, Regularly",0.17072,93,536,0.13884,0.20261
2008,Single-person household,5th Quintile,"Yes, Occasionally",0.11465,56,536,0.08765,0.14165
2008,Single-person household,5th Quintile,No,0.71333,387,536,0.67501,0.75165
2008,Couple without children,1st Quintile,No,0.96684,394,394,0.94913,0.98454
2008,Couple without children,2nd Quintile,No,0.95939,570,570,0.94317,0.97561
2008,Couple without children,3rd Quintile,No,0.93921,685,685,0.92130,0.95711
2008,Couple without children,4th Quintile,No,0.92149,671,671,0.90112,0.94185
2008,Couple without children,5th Quintile,"Yes, Regularly",0.14100,201,1283,0.12195,0.16005
2008,Couple without children,5th Quintile,"Yes, Occasionally",0.08193,111,1283,0.06692,0.09694
2008,Couple without children,5th Quintile,No,0.77013,971,1283,0.74710,0.79316
2008,Single parent,1st Quintile,No,0.97982,277,277,0.96324,0.99641
2008,Single parent,2nd Quintile,No,0.97188,148,148,0.94515,0.99860
2008,Single parent,3rd Quintile,No,0.91089,102,102,0.85533,0.96645
2008,Single parent,4th Quintile,No,0.96262,72,72,0.91850,1.00674
2008,Single parent,5th Quintile,No,0.70270,37,37,0.55339,0.85201
2008,Couple with children,1st Quintile,No,0.97547,378,378,0.95986,0.99109
2008,Couple with children,2nd Quintile,No,0.98454,618,618,0.97481,0.99428
2008,Couple with children,3rd Quintile,No,0.96147,714,714,0.94734,0.97559
2008,Couple with children,4th Quintile,No,0.92461,694,694,0.90495,0.94427
2008,Couple with children,5th Quintile,"Yes, Regularly",0.16862,136,771,0.14217,0.19507
2008,Couple with children,5th Quintile,"Yes, Occasionally",0.06414,41,771,0.04683,0.08144
2008,Couple with children,5th Quintile,No,0.76196,594,771,0.73188,0.79204
2009,Single-person household,1st Quintile,No,0.90836,720,720,0.88727,0.92945
2009,Single-person household,2nd Quintile,"Yes, Regularly",0.08395,34,534,0.06041,0.10750
2009,Single-person household,2nd Quintile,No,0.85873,500,534,0.82917,0.88830
2009,Single-person household,3rd Quintile,No,0.89646,490,490,0.86946,0.92347
