year,hhtyp,regtyp,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,Couple with children,Urban regions,"Yes, Regularly",0.04078,156,2603,0.03318,0.04837
2004,Couple with children,Urban regions,"Yes, Occasionally",0.02152,65,2603,0.01595,0.02710
2004,Couple with children,Urban regions,No,0.93585,2382,2603,0.92644,0.94527
2004,Couple with children,Rural regions,"Yes, Regularly",0.01898,42,1320,0.01162,0.02635
2004,Couple with children,Rural regions,No,0.95341,1278,1320,0.94204,0.96479
2004,Multi-generational household,Urban regions,No,0.88039,58,58,0.79614,0.96463
2004,Multi-generational household,Rural regions,No,0.98527,43,43,0.94883,1.02171
2004,Other Combinations,Urban regions,No,0.94952,68,68,0.89709,1.00194
2004,Other Combinations,Rural regions,No,0.96878,34,34,0.90944,1.02812
2005,Single-person household,Urban regions,"Yes, Regularly",0.10105,188,2037,0.08796,0.11414
2005,Single-person household,Urban regions,"Yes, Occasionally",0.05981,109,2037,0.04951,0.07011
2005,Single-person household,Urban regions,No,0.83708,1740,2037,0.82104,0.85312
2005,Single-person household,Rural regions,"Yes, Regularly",0.05183,42,861,0.03702,0.06665
2005,Single-person household,Rural regions,"Yes, Occasionally",0.04442,35,861,0.03065,0.05819
2005,Single-person household,Rural regions,No,0.89985,784,861,0.87978,0.91991
2005,Couple without children,Urban regions,"Yes, Regularly",0.07471,232,2482,0.06437,0.08506
2005,Couple without children,Urban regions,"Yes, Occasionally",0.04375,115,2482,0.03570,0.05180
2005,Couple without children,Urban regions,No,0.87842,2135,2482,0.86556,0.89128
2005,Couple without children,Rural regions,"Yes, Regularly",0.03036,50,1169,0.02052,0.04020
2005,Couple without children,Rural regions,No,0.93768,1119,1169,0.92382,0.95155
2005,Single parent,Urban regions,No,0.94529,419,419,0.92349,0.96709
2005,Single parent,Rural regions,No,0.97052,237,237,0.94893,0.99210
2005,Couple with children,Urban regions,"Yes, Regularly",0.05265,172,2433,0.04377,0.06152
2005,Couple with children,Urban regions,"Yes, Occasionally",0.01949,63,2433,0.01400,0.02498
2005,Couple with children,Urban regions,No,0.92676,2198,2433,0.91641,0.93712
2005,Couple with children,Rural regions,"Yes, Regularly",0.01486,41,1231,0.00810,0.02162
2005,Couple with children,Rural regions,No,0.95854,1190,1231,0.94740,0.96968
2005,Multi-generational household,Urban regions,No,0.93993,55,55,0.87655,1.00331
2005,Multi-generational household,Rural regions,No,0.98541,43,43,0.94915,1.02167
2005,Other Combinations,Urban regions,No,0.91998,62,62,0.85189,0.98807
2006,Single-person household,Urban regions,"Yes, Regularly",0.09703,200,2256,0.08481,0.10925
2006,Single-person household,Urban regions,"Yes, Occasionally",0.06045,120,2256,0.05062,0.07029
2006,Single-person household,Urban regions,No,0.83951,1936,2256,0.82436,0.85466
2006,Single-person household,Rural regions,"Yes, Regularly",0.05682,56,1026,0.04264,0.07099
2006,Single-person household,Rural regions,"Yes, Occasionally",0.03860,40,1026,0.02681,0.05040
2006,Single-person household,Rural regions,No,0.90143,930,1026,0.88318,0.91968
2006,Couple without children,Urban regions,"Yes, Regularly",0.06608,243,2777,0.05684,0.07532
2006,Couple without children,Urban regions,"Yes, Occasionally",0.04311,132,2777,0.03555,0.05066
2006,Couple without children,Urban regions,No,0.88570,2402,2777,0.87387,0.89754
2006,Couple without children,Rural regions,"Yes, Regularly",0.02532,41,1368,0.01699,0.03364
2006,Couple without children,Rural regions,"Yes, Occasionally",0.02040,32,1368,0.01291,0.02790
2006,Couple without children,Rural regions,No,0.94972,1295,1368,0.93813,0.96130
2006,Single parent,Urban regions,No,0.94531,462,462,0.92456,0.96607
2006,Single parent,Rural regions,No,0.96818,267,267,0.94709,0.98927
2006,Couple with children,Urban regions,"Yes, Regularly",0.04651,162,2495,0.03825,0.05478
2006,Couple with children,Urban regions,"Yes, Occasionally",0.02412,78,2495,0.01810,0.03014
2006,Couple with children,Urban regions,No,0.92827,2255,2495,0.91814,0.93839
2006,Couple with children,Rural regions,"Yes, Regularly",0.02115,41,1306,0.01335,0.02896
2006,Couple with children,Rural regions,No,0.94659,1265,1306,0.93440,0.95879
2006,Multi-generational household,Urban regions,No,0.94635,56,56,0.88679,1.00590
2006,Multi-generational household,Rural regions,No,0.90409,42,42,0.81395,0.99423
2006,Other Combinations,Urban regions,No,0.88519,57,57,0.80169,0.96868
2006,Other Combinations,Rural regions,No,0.85267,35,35,0.73353,0.97181
2007,Single-person household,Urban regions,"Yes, Regularly",0.11084,204,2116,0.09746,0.12422
2007,Single-person household,Urban regions,"Yes, Occasionally",0.05699,108,2116,0.04711,0.06687
2007,Single-person household,Urban regions,No,0.82638,1804,2116,0.81023,0.84252
2007,Single-person household,Rural regions,"Yes, Regularly",0.05727,54,953,0.04251,0.07203
2007,Single-person household,Rural regions,No,0.90426,899,953,0.88557,0.92296
2007,Couple without children,Urban regions,"Yes, Regularly",0.07636,245,2566,0.06608,0.08664
2007,Couple without children,Urban regions,"Yes, Occasionally",0.04335,127,2566,0.03547,0.05123
2007,Couple without children,Urban regions,No,0.87514,2194,2566,0.86235,0.88793
2007,Couple without children,Rural regions,"Yes, Regularly",0.03231,53,1279,0.02262,0.04201
2007,Couple without children,Rural regions,No,0.94946,1226,1279,0.93745,0.96147
2007,Single parent,Urban regions,No,0.94995,427,427,0.92924,0.97066
2007,Single parent,Rural regions,No,0.94564,238,238,0.91677,0.97450
2007,Couple with children,Urban regions,"Yes, Regularly",0.05066,161,2328,0.04175,0.05957
2007,Couple with children,Urban regions,"Yes, Occasionally",0.03197,83,2328,0.02482,0.03912
2007,Couple with children,Urban regions,No,0.91024,2084,2328,0.89863,0.92186
2007,Couple with children,Rural regions,"Yes, Regularly",0.02122,41,1206,0.01308,0.02936
2007,Couple with children,Rural regions,No,0.94640,1165,1206,0.93368,0.95912
2007,Multi-generational household,Urban regions,No,0.96017,51,51,0.90596,1.01438
2007,Multi-generational household,Rural regions,No,0.97899,35,35,0.93078,1.02720
2007,Other Combinations,Urban regions,No,0.94404,50,50,0.87968,1.00840
2008,Single-person household,Urban regions,"Yes, Regularly",0.09642,178,2045,0.08363,0.10922
2008,Single-person household,Urban regions,"Yes, Occasionally",0.05237,95,2045,0.04271,0.06203
2008,Single-person household,Urban regions,No,0.84847,1772,2045,0.83292,0.86401
2008,Single-person household,Rural regions,"Yes, Regularly",0.05375,47,928,0.03924,0.06827
2008,Single-person household,Rural regions,"Yes, Occasionally",0.04175,33,928,0.02887,0.05462
2008,Single-person household,Rural regions,No,0.90216,848,928,0.88303,0.92128
2008,Couple without children,Urban regions,"Yes, Regularly",0.06297,210,2453,0.05335,0.07258
2008,Couple without children,Urban regions,"Yes, Occasionally",0.04953,134,2453,0.04094,0.05812
2008,Couple without children,Urban regions,No,0.87728,2109,2453,0.86430,0.89027
2008,Couple without children,Rural regions,"Yes, Regularly",0.03854,48,1230,0.02778,0.04931
2008,Couple without children,Rural regions,No,0.93239,1182,1230,0.91835,0.94642
2008,Single parent,Urban regions,No,0.94301,400,400,0.92027,0.96576
2008,Single parent,Rural regions,No,0.95953,236,236,0.93433,0.98472
2008,Couple with children,Urban regions,"Yes, Regularly",0.04835,143,2131,0.03924,0.05745
2008,Couple with children,Urban regions,"Yes, Occasionally",0.03320,57,2131,0.02559,0.04081
2008,Couple with children,Urban regions,No,0.90731,1931,2131,0.89499,0.91962
2008,Couple with children,Rural regions,"Yes, Regularly",0.02175,32,1099,0.01312,0.03038
2008,Couple with children,Rural regions,No,0.95808,1067,1099,0.94623,0.96993
2008,Multi-generational household,Urban regions,No,0.97936,40,40,0.93473,1.02398
2008,Multi-generational household,Rural regions,No,0.96364,35,35,0.90073,1.02656
2008,Other Combinations,Urban regions,No,0.84369,39,39,0.72823,0.95916
2009,Single-person household,Urban regions,"Yes, Regularly",0.10521,184,1934,0.09153,0.11888
2009,Single-person household,Urban regions,"Yes, Occasionally",0.04252,82,1934,0.03352,0.05151
2009,Single-person household,Urban regions,No,0.83469,1668,1934,0.81813,0.85125
2009,Single-person household,Rural regions,"Yes, Regularly",0.04406,39,844,0.03020,0.05791
2009,Single-person household,Rural regions,No,0.89717,805,844,0.87667,0.91768
2009,Couple without children,Urban regions,"Yes, Regularly",0.09248,233,2296,0.08063,0.10434
2009,Couple without children,Urban regions,"Yes, Occasionally",0.03511,96,2296,0.02758,0.04265
2009,Couple without children,Urban regions,No,0.85969,1967,2296,0.84548,0.87390
2009,Couple without children,Rural regions,"Yes, Regularly",0.03493,58,1199,0.02453,0.04532
2009,Couple without children,Rural regions,No,0.92511,1141,1199,0.91020,0.94001
2009,Single parent,Urban regions,No,0.89811,353,353,0.86651,0.92971
2009,Single parent,Rural regions,No,0.96987,230,230,0.94773,0.99201
2009,Couple with children,Urban regions,"Yes, Regularly",0.05274,128,1903,0.04270,0.06279
2009,Couple with children,Urban regions,"Yes, Occasionally",0.03383,66,1903,0.02570,0.04195
2009,Couple with children,Urban regions,No,0.88991,1709,1903,0.87584,0.90398
2009,Couple with children,Rural regions,"Yes, Regularly",0.02049,36,1038,0.01186,0.02911
2009,Couple with children,Rural regions,No,0.94963,1002,1038,0.93632,0.96294
2009,Multi-generational household,Rural regions,No,0.95646,31,31,0.88343,1.02948
2009,Other Combinations,Urban regions,No,0.93116,40,40,0.85169,1.01062
2010,Single-person household,Urban regions,"Yes, Regularly",0.08576,154,1847,0.07298,0.09853
2010,Single-person household,Urban regions,"Yes, Occasionally",0.04340,69,1847,0.03411,0.05270
2010,Single-person household,Urban regions,No,0.86640,1624,1847,0.85088,0.88192
2010,Single-person household,Rural regions,"Yes, Regularly",0.04924,43,817,0.03440,0.06409
2010,Single-person household,Rural regions,No,0.91529,774,817,0.89618,0.93439
2010,Couple without children,Urban regions,"Yes, Regularly",0.07583,195,2211,0.06480,0.08687
2010,Couple without children,Urban regions,"Yes, Occasionally",0.03833,90,2211,0.03033,0.04634
2010,Couple without children,Urban regions,No,0.88041,1926,2211,0.86688,0.89394
2010,Couple without children,Rural regions,"Yes, Regularly",0.04264,45,1134,0.03087,0.05440
2010,Couple without children,Rural regions,No,0.93608,1089,1134,0.92183,0.95032
2010,Single parent,Urban regions,"Yes, Regularly",0.04290,44,1190,0.03138,0.05441
2010,Single parent,Urban regions,No,0.94659,1146,1190,0.93381,0.95937
2010,Single parent,Rural regions,No,0.98461,633,633,0.97501,0.99421
2010,Couple with children,Urban regions,"Yes, Regularly",0.04506,211,3704,0.03838,0.05174
2010,Couple with children,Urban regions,"Yes, Occasionally",0.01755,71,3704,0.01332,0.02177
2010,Couple with children,Urban regions,No,0.93291,3422,3704,0.92485,0.94097
2010,Couple with children,Rural regions,"Yes, Regularly",0.02215,56,1976,0.01566,0.02864
2010,Couple with children,Rural regions,No,0.95763,1920,1976,0.94874,0.96651
2010,Multi-generational household,Urban regions,No,0.95924,51,51,0.90443,1.01405
2010,Multi-generational household,Rural regions,No,0.99740,47,47,0.98268,1.01212
2010,Other Combinations,Urban regions,No,0.94735,37,37,0.87440,1.02031
2011,Single-person household,Urban regions,"Yes, Regularly",0.08149,193,2401,0.07054,0.09243
2011,Single-person household,Urban regions,"Yes, Occasionally",0.03680,80,2401,0.02926,0.04433
2011,Single-person household,Urban regions,No,0.88037,2128,2401,0.86738,0.89335
2011,Single-person household,Rural regions,"Yes, Regularly",0.06223,71,1102,0.04796,0.07649
2011,Single-person household,Rural regions,No,0.91240,1031,1102,0.89570,0.92910
2011,Couple without children,Urban regions,"Yes, Regularly",0.07991,243,2768,0.06981,0.09001
2011,Couple without children,Urban regions,"Yes, Occasionally",0.03382,98,2768,0.02708,0.04055
2011,Couple without children,Urban regions,No,0.88309,2427,2768,0.87112,0.89507
2011,Couple without children,Rural regions,"Yes, Regularly",0.03569,60,1565,0.02650,0.04488
2011,Couple without children,Rural regions,No,0.93770,1505,1565,0.92572,0.94968
2011,Single parent,Urban regions,"Yes, Regularly",0.04916,62,1478,0.03813,0.06019
2011,Single parent,Urban regions,No,0.93517,1416,1478,0.92261,0.94773
2011,Single parent,Rural regions,No,0.97093,787,787,0.95919,0.98268
2011,Couple with children,Urban regions,"Yes, Regularly",0.06439,303,3944,0.05673,0.07205
2011,Couple with children,Urban regions,"Yes, Occasionally",0.01909,77,3944,0.01482,0.02336
2011,Couple with children,Urban regions,No,0.91349,3564,3944,0.90471,0.92226
2011,Couple with children,Rural regions,"Yes, Regularly",0.03369,78,2193,0.02614,0.04124
2011,Couple with children,Rural regions,No,0.94771,2115,2193,0.93839,0.95703
2011,Multi-generational household,Urban regions,No,0.98273,62,62,0.95003,1.01542
2011,Multi-generational household,Rural regions,No,0.99185,55,55,0.96787,1.01583
2011,Other Combinations,Urban regions,No,0.95391,59,59,0.89994,1.00787
2011,Other Combinations,Rural regions,No,0.86723,33,33,0.74966,0.98480
2012,Single-person household,Urban regions,"Yes, Regularly",0.07465,179,2464,0.06427,0.08503
2012,Single-person household,Urban regions,"Yes, Occasionally",0.03693,90,2464,0.02948,0.04437
2012,Single-person household,Urban regions,No,0.88650,2195,2464,0.87397,0.89903
2012,Single-person household,Rural regions,"Yes, Regularly",0.06216,70,1185,0.04841,0.07592
2012,Single-person household,Rural regions,No,0.90792,1115,1185,0.89145,0.92439
2012,Couple without children,Urban regions,"Yes, Regularly",0.07083,235,2768,0.06127,0.08039
2012,Couple without children,Urban regions,"Yes, Occasionally",0.02930,89,2768,0.02302,0.03559
2012,Couple without children,Urban regions,No,0.89615,2444,2768,0.88478,0.90751
2012,Couple without children,Rural regions,"Yes, Regularly",0.03736,67,1640,0.02818,0.04654
2012,Couple without children,Rural regions,No,0.94137,1573,1640,0.92999,0.95274
2012,Single parent,Urban regions,"Yes, Regularly",0.03989,43,1386,0.02958,0.05020
2012,Single parent,Urban regions,No,0.94643,1343,1386,0.93457,0.95829
2012,Single parent,Rural regions,No,0.95843,754,754,0.94417,0.97268
2012,Couple with children,Urban regions,"Yes, Regularly",0.06543,267,3681,0.05744,0.07342
2012,Couple with children,Urban regions,"Yes, Occasionally",0.01257,64,3681,0.00897,0.01617
2012,Couple with children,Urban regions,No,0.92056,3350,3681,0.91182,0.92930
2012,Couple with children,Rural regions,"Yes, Regularly",0.02984,69,2060,0.02249,0.03719
2012,Couple with children,Rural regions,No,0.95076,1991,2060,0.94141,0.96010
2012,Multi-generational household,Urban regions,No,0.92263,55,55,0.85136,0.99389
2012,Multi-generational household,Rural regions,No,0.99666,59,59,0.98182,1.01150
2012,Other Combinations,Urban regions,No,0.94288,53,53,0.87980,1.00596
2012,Other Combinations,Rural regions,No,0.94944,37,37,0.87787,1.02101
2013,Single-person household,Urban regions,"Yes, Regularly",0.09199,206,2622,0.08093,0.10306
2013,Single-person household,Urban regions,"Yes, Occasionally",0.03743,82,2622,0.03017,0.04470
2013,Single-person household,Urban regions,No,0.86761,2334,2622,0.85463,0.88058
2013,Single-person household,Rural regions,"Yes, Regularly",0.07016,78,1209,0.05575,0.08456
2013,Single-person household,Rural regions,"Yes, Occasionally",0.03050,33,1209,0.02080,0.04020
2013,Single-person household,Rural regions,No,0.89053,1098,1209,0.87292,0.90814
2013,Couple without children,Urban regions,"Yes, Regularly",0.08041,241,2961,0.07061,0.09021
2013,Couple without children,Urban regions,"Yes, Occasionally",0.02161,79,2961,0.01637,0.02685
2013,Couple without children,Urban regions,No,0.89418,2641,2961,0.88310,0.90526
2013,Couple without children,Rural regions,"Yes, Regularly",0.03637,71,1639,0.02731,0.04544
2013,Couple without children,Rural regions,No,0.94112,1568,1639,0.92972,0.95252
