"hgeqpinsul","year","quintil","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2019","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2019","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Ja","2020","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Ja","2020","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Ja","2020","2","Westdeutschland","1701","","",""
"Ja","2020","2","Ostdeutschland","525","0.630068710500147","0.598188981097064","0.661948439903231"
"Ja","2020","3","Westdeutschland","2392","","",""
"Ja","2020","3","Ostdeutschland","851","0.678420720850768","0.652037462618378","0.704803979083158"
"Ja","2020","4","Westdeutschland","5075","0.663151937748713","0.652734383521399","0.673569491976027"
"Ja","2020","4","Ostdeutschland","1611","","",""
"Ja","2020","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Ja","2020","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
"Nein","2020","1 Einkommensschwächstes Quintil","Westdeutschland","","","",""
"Nein","2020","1 Einkommensschwächstes Quintil","Ostdeutschland","","","",""
"Nein","2020","2","Westdeutschland","1534","","",""
"Nein","2020","2","Ostdeutschland","356","0.369931289499853","0.338051560096769","0.401811018902936"
"Nein","2020","3","Westdeutschland","1774","","",""
"Nein","2020","3","Ostdeutschland","353","0.321579279149232","0.295196020916842","0.347962537381622"
"Nein","2020","4","Westdeutschland","2832","","",""
"Nein","2020","4","Ostdeutschland","590","0.25008216442122","0.231990177262567","0.268174151579872"
"Nein","2020","5 Einkommensstärkstes Quintil","Westdeutschland","","","",""
"Nein","2020","5 Einkommensstärkstes Quintil","Ostdeutschland","","","",""
