year,bula_h,hhtyp,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Saxony-Anhalt,Single parent,Yes,0.75115,43,43,0.62039,0.88190
2015,Saxony-Anhalt,Couple with children,Yes,0.62482,87,138,0.54374,0.70590
2015,Saxony-Anhalt,Couple with children,No,0.37518,51,138,0.29410,0.45626
2015,Thuringa,Single-person household,Yes,0.53212,76,149,0.45173,0.61251
2015,Thuringa,Single-person household,No,0.46788,73,149,0.38749,0.54827
2015,Thuringa,Couple without children,Yes,0.57637,113,189,0.50574,0.64701
2015,Thuringa,Couple without children,No,0.42363,76,189,0.35299,0.49426
2015,Thuringa,Single parent,Yes,0.72985,36,36,0.58274,0.87696
2015,Thuringa,Couple with children,Yes,0.71324,119,168,0.64465,0.78183
2015,Thuringa,Couple with children,No,0.28676,49,168,0.21817,0.35535
2016,Schleswig-Holstein,Single-person household,Yes,0.46456,59,126,0.37713,0.55199
2016,Schleswig-Holstein,Single-person household,No,0.53544,67,126,0.44801,0.62287
2016,Schleswig-Holstein,Couple without children,Yes,0.61778,74,130,0.53393,0.70164
2016,Schleswig-Holstein,Couple without children,No,0.38222,56,130,0.29836,0.46607
2016,Schleswig-Holstein,Couple with children,Yes,0.81751,121,175,0.76012,0.87491
2016,Schleswig-Holstein,Couple with children,No,0.18249,54,175,0.12509,0.23988
2016,Hamburg,Single-person household,No,0.58510,46,46,0.44114,0.72906
2016,Hamburg,Couple without children,Yes,0.52494,34,66,0.40354,0.64635
2016,Hamburg,Couple without children,No,0.47506,32,66,0.35365,0.59646
2016,Hamburg,Couple with children,Yes,0.35218,44,91,0.25350,0.45086
2016,Hamburg,Couple with children,No,0.64782,47,91,0.54914,0.74650
2016,Lower Saxony,Single-person household,Yes,0.58496,162,285,0.52765,0.64226
2016,Lower Saxony,Single-person household,No,0.41504,123,285,0.35774,0.47235
2016,Lower Saxony,Couple without children,Yes,0.74274,283,392,0.69941,0.78607
2016,Lower Saxony,Couple without children,No,0.25726,109,392,0.21393,0.30059
2016,Lower Saxony,Single parent,Yes,0.56065,88,151,0.48123,0.64008
2016,Lower Saxony,Single parent,No,0.43935,63,151,0.35992,0.51877
2016,Lower Saxony,Couple with children,Yes,0.68995,317,477,0.64840,0.73150
2016,Lower Saxony,Couple with children,No,0.31005,160,477,0.26850,0.35160
2016,North Rhine-Westphalia,Single-person household,Yes,0.51051,319,599,0.47044,0.55058
2016,North Rhine-Westphalia,Single-person household,No,0.48949,280,599,0.44942,0.52956
2016,North Rhine-Westphalia,Couple without children,Yes,0.67939,527,782,0.64665,0.71212
2016,North Rhine-Westphalia,Couple without children,No,0.32061,255,782,0.28788,0.35335
2016,North Rhine-Westphalia,Single parent,Yes,0.45618,167,311,0.40074,0.51163
2016,North Rhine-Westphalia,Single parent,No,0.54382,144,311,0.48837,0.59926
2016,North Rhine-Westphalia,Couple with children,Yes,0.60595,698,1135,0.57751,0.63439
2016,North Rhine-Westphalia,Couple with children,No,0.39405,437,1135,0.36561,0.42249
2016,Hesse,Single-person household,Yes,0.51259,98,206,0.44417,0.58102
2016,Hesse,Single-person household,No,0.48741,108,206,0.41898,0.55583
2016,Hesse,Couple without children,Yes,0.60851,172,279,0.55114,0.66589
2016,Hesse,Couple without children,No,0.39149,107,279,0.33411,0.44886
2016,Hesse,Single parent,Yes,0.54419,50,109,0.45026,0.63812
2016,Hesse,Single parent,No,0.45581,59,109,0.36188,0.54974
2016,Hesse,Couple with children,Yes,0.57688,190,343,0.52451,0.62924
2016,Hesse,Couple with children,No,0.42312,153,343,0.37076,0.47549
2016,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.37072,77,203,0.30411,0.43733
2016,"Rhineland-Palatinate, Saarland",Single-person household,No,0.62928,126,203,0.56267,0.69589
2016,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.65950,142,237,0.59904,0.71996
2016,"Rhineland-Palatinate, Saarland",Couple without children,No,0.34050,95,237,0.28004,0.40096
2016,"Rhineland-Palatinate, Saarland",Single parent,No,0.62690,52,52,0.49416,0.75963
2016,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.66413,167,295,0.61014,0.71812
2016,"Rhineland-Palatinate, Saarland",Couple with children,No,0.33587,128,295,0.28188,0.38986
2016,Baden-Wuerttemberg,Single-person household,Yes,0.57644,190,341,0.52391,0.62896
2016,Baden-Wuerttemberg,Single-person household,No,0.42356,151,341,0.37104,0.47609
2016,Baden-Wuerttemberg,Couple without children,Yes,0.70012,291,423,0.65640,0.74384
2016,Baden-Wuerttemberg,Couple without children,No,0.29988,132,423,0.25616,0.34360
2016,Baden-Wuerttemberg,Single parent,Yes,0.58495,80,144,0.50419,0.66571
2016,Baden-Wuerttemberg,Single parent,No,0.41505,64,144,0.33429,0.49581
2016,Baden-Wuerttemberg,Couple with children,Yes,0.71070,471,664,0.67618,0.74521
2016,Baden-Wuerttemberg,Couple with children,No,0.28930,193,664,0.25479,0.32382
2016,Bavaria,Single-person household,Yes,0.44671,245,510,0.40352,0.48990
2016,Bavaria,Single-person household,No,0.55329,265,510,0.51010,0.59648
2016,Bavaria,Couple without children,Yes,0.59596,370,631,0.55764,0.63428
2016,Bavaria,Couple without children,No,0.40404,261,631,0.36572,0.44236
2016,Bavaria,Single parent,Yes,0.30685,99,232,0.24737,0.36632
2016,Bavaria,Single parent,No,0.69315,133,232,0.63368,0.75263
2016,Bavaria,Couple with children,Yes,0.63716,525,860,0.60500,0.66931
2016,Bavaria,Couple with children,No,0.36284,335,860,0.33069,0.39500
2016,Berlin,Single-person household,Yes,0.55825,119,225,0.49322,0.62328
2016,Berlin,Single-person household,No,0.44175,106,225,0.37672,0.50678
2016,Berlin,Couple without children,Yes,0.69023,104,165,0.61946,0.76100
2016,Berlin,Couple without children,No,0.30977,61,165,0.23900,0.38054
2016,Berlin,Single parent,Yes,0.59104,39,39,0.43472,0.74736
2016,Berlin,Couple with children,Yes,0.59709,80,137,0.51465,0.67952
2016,Berlin,Couple with children,No,0.40291,57,137,0.32048,0.48535
2016,Brandenburg,Single-person household,Yes,0.62316,89,133,0.54049,0.70583
2016,Brandenburg,Single-person household,No,0.37684,44,133,0.29417,0.45951
2016,Brandenburg,Couple without children,Yes,0.69877,155,213,0.63701,0.76053
2016,Brandenburg,Couple without children,No,0.30123,58,213,0.23947,0.36299
2016,Brandenburg,Couple with children,Yes,0.72164,108,149,0.64944,0.79385
2016,Brandenburg,Couple with children,No,0.27836,41,149,0.20615,0.35056
2016,Mecklenburg-Western Pomerania,Single-person household,Yes,0.78941,81,81,0.70006,0.87875
2016,Mecklenburg-Western Pomerania,Couple without children,Yes,0.89034,90,90,0.82542,0.95526
2016,Mecklenburg-Western Pomerania,Couple with children,Yes,0.88274,62,62,0.80200,0.96348
2016,Saxony,Single-person household,Yes,0.51616,123,224,0.45057,0.58175
2016,Saxony,Single-person household,No,0.48384,101,224,0.41825,0.54943
2016,Saxony,Couple without children,Yes,0.64987,196,285,0.59439,0.70535
2016,Saxony,Couple without children,No,0.35013,89,285,0.29465,0.40561
2016,Saxony,Single parent,Yes,0.65715,56,92,0.55962,0.75468
2016,Saxony,Single parent,No,0.34285,36,92,0.24532,0.44038
2016,Saxony,Couple with children,Yes,0.67440,169,245,0.61560,0.73319
2016,Saxony,Couple with children,No,0.32560,76,245,0.26681,0.38440
2016,Saxony-Anhalt,Single-person household,Yes,0.67517,98,147,0.59920,0.75113
2016,Saxony-Anhalt,Single-person household,No,0.32483,49,147,0.24887,0.40080
2016,Saxony-Anhalt,Couple without children,Yes,0.66167,105,155,0.58694,0.73639
2016,Saxony-Anhalt,Couple without children,No,0.33833,50,155,0.26361,0.41306
2016,Saxony-Anhalt,Single parent,Yes,0.78140,45,45,0.65928,0.90352
2016,Saxony-Anhalt,Couple with children,Yes,0.64686,80,133,0.56532,0.72839
2016,Saxony-Anhalt,Couple with children,No,0.35314,53,133,0.27161,0.43468
2016,Thuringa,Single-person household,Yes,0.56238,82,149,0.48246,0.64231
2016,Thuringa,Single-person household,No,0.43762,67,149,0.35769,0.51754
2016,Thuringa,Couple without children,Yes,0.73049,121,183,0.66602,0.79495
2016,Thuringa,Couple without children,No,0.26951,62,183,0.20505,0.33398
2016,Thuringa,Single parent,Yes,0.79000,34,34,0.65103,0.92897
2016,Thuringa,Couple with children,Yes,0.79106,114,150,0.72578,0.85634
2016,Thuringa,Couple with children,No,0.20894,36,150,0.14366,0.27422
2017,Schleswig-Holstein,Single-person household,Yes,0.50803,61,128,0.42108,0.59498
2017,Schleswig-Holstein,Single-person household,No,0.49197,67,128,0.40502,0.57892
2017,Schleswig-Holstein,Couple without children,Yes,0.62781,91,160,0.55267,0.70295
2017,Schleswig-Holstein,Couple without children,No,0.37219,69,160,0.29705,0.44733
2017,Schleswig-Holstein,Single parent,Yes,0.46035,36,36,0.29522,0.62548
2017,Schleswig-Holstein,Couple with children,Yes,0.77937,151,198,0.72146,0.83727
2017,Schleswig-Holstein,Couple with children,No,0.22063,47,198,0.16273,0.27854
2017,Hamburg,Single-person household,Yes,0.42985,31,76,0.31781,0.54189
2017,Hamburg,Single-person household,No,0.57015,45,76,0.45811,0.68219
2017,Hamburg,Couple without children,Yes,0.50645,47,87,0.40078,0.61211
2017,Hamburg,Couple without children,No,0.49355,40,87,0.38789,0.59922
2017,Hamburg,Couple with children,Yes,0.58872,63,97,0.49029,0.68715
2017,Hamburg,Couple with children,No,0.41128,34,97,0.31285,0.50971
2017,Lower Saxony,Single-person household,Yes,0.52001,192,346,0.46729,0.57273
2017,Lower Saxony,Single-person household,No,0.47999,154,346,0.42727,0.53271
2017,Lower Saxony,Couple without children,Yes,0.71278,325,461,0.67144,0.75413
2017,Lower Saxony,Couple without children,No,0.28722,136,461,0.24587,0.32856
2017,Lower Saxony,Single parent,Yes,0.69506,106,164,0.62438,0.76573
2017,Lower Saxony,Single parent,No,0.30494,58,164,0.23427,0.37562
2017,Lower Saxony,Couple with children,Yes,0.71178,379,531,0.67322,0.75035
2017,Lower Saxony,Couple with children,No,0.28822,152,531,0.24965,0.32678
2017,North Rhine-Westphalia,Single-person household,Yes,0.61731,415,679,0.58072,0.65389
2017,North Rhine-Westphalia,Single-person household,No,0.38269,264,679,0.34611,0.41928
2017,North Rhine-Westphalia,Couple without children,Yes,0.68766,621,902,0.65740,0.71792
2017,North Rhine-Westphalia,Couple without children,No,0.31234,281,902,0.28208,0.34260
2017,North Rhine-Westphalia,Single parent,Yes,0.51215,183,317,0.45703,0.56726
2017,North Rhine-Westphalia,Single parent,No,0.48785,134,317,0.43274,0.54297
2017,North Rhine-Westphalia,Couple with children,Yes,0.69116,821,1181,0.66480,0.71752
2017,North Rhine-Westphalia,Couple with children,No,0.30884,360,1181,0.28248,0.33520
2017,North Rhine-Westphalia,Other Combinations,Yes,0.56320,36,36,0.39888,0.72752
2017,Hesse,Single-person household,Yes,0.51220,120,234,0.44802,0.57638
2017,Hesse,Single-person household,No,0.48780,114,234,0.42362,0.55198
2017,Hesse,Couple without children,Yes,0.58364,166,278,0.52559,0.64169
2017,Hesse,Couple without children,No,0.41636,112,278,0.35831,0.47441
2017,Hesse,Single parent,Yes,0.54217,56,107,0.44732,0.63702
2017,Hesse,Single parent,No,0.45783,51,107,0.36298,0.55268
2017,Hesse,Couple with children,Yes,0.57983,229,384,0.53040,0.62927
2017,Hesse,Couple with children,No,0.42017,155,384,0.37073,0.46960
2017,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.46656,96,213,0.39940,0.53372
2017,"Rhineland-Palatinate, Saarland",Single-person household,No,0.53344,117,213,0.46628,0.60060
2017,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.62889,153,252,0.56913,0.68866
2017,"Rhineland-Palatinate, Saarland",Couple without children,No,0.37111,99,252,0.31134,0.43087
2017,"Rhineland-Palatinate, Saarland",Single parent,Yes,0.58429,40,80,0.47561,0.69297
2017,"Rhineland-Palatinate, Saarland",Single parent,No,0.41571,40,80,0.30703,0.52439
2017,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.65007,175,291,0.59518,0.70497
2017,"Rhineland-Palatinate, Saarland",Couple with children,No,0.34993,116,291,0.29503,0.40482
2017,Baden-Wuerttemberg,Single-person household,Yes,0.53458,193,367,0.48348,0.58569
2017,Baden-Wuerttemberg,Single-person household,No,0.46542,174,367,0.41431,0.51652
2017,Baden-Wuerttemberg,Couple without children,Yes,0.61461,311,491,0.57152,0.65770
2017,Baden-Wuerttemberg,Couple without children,No,0.38539,180,491,0.34230,0.42848
2017,Baden-Wuerttemberg,Single parent,Yes,0.54726,74,133,0.46234,0.63217
2017,Baden-Wuerttemberg,Single parent,No,0.45274,59,133,0.36783,0.53766
2017,Baden-Wuerttemberg,Couple with children,Yes,0.70302,497,687,0.66883,0.73722
2017,Baden-Wuerttemberg,Couple with children,No,0.29698,190,687,0.26278,0.33117
2017,Bavaria,Single-person household,Yes,0.52649,316,582,0.48589,0.56709
2017,Bavaria,Single-person household,No,0.47351,266,582,0.43291,0.51411
2017,Bavaria,Couple without children,Yes,0.63590,446,698,0.60017,0.67162
2017,Bavaria,Couple without children,No,0.36410,252,698,0.32838,0.39983
2017,Bavaria,Single parent,Yes,0.31012,106,242,0.25172,0.36852
2017,Bavaria,Single parent,No,0.68988,136,242,0.63148,0.74828
2017,Bavaria,Couple with children,Yes,0.67602,580,900,0.64543,0.70661
2017,Bavaria,Couple with children,No,0.32398,320,900,0.29339,0.35457
2017,Berlin,Single-person household,Yes,0.52770,134,249,0.46557,0.58984
2017,Berlin,Single-person household,No,0.47230,115,249,0.41016,0.53443
2017,Berlin,Couple without children,Yes,0.79284,125,182,0.73379,0.85188
2017,Berlin,Couple without children,No,0.20716,57,182,0.14812,0.26621
2017,Berlin,Single parent,Yes,0.55499,38,38,0.39486,0.71513
2017,Berlin,Couple with children,Yes,0.66574,94,146,0.58896,0.74252
2017,Berlin,Couple with children,No,0.33426,52,146,0.25748,0.41104
2017,Brandenburg,Single-person household,Yes,0.67963,106,155,0.60593,0.75333
2017,Brandenburg,Single-person household,No,0.32037,49,155,0.24667,0.39407
2017,Brandenburg,Couple without children,Yes,0.66011,159,229,0.59863,0.72160
2017,Brandenburg,Couple without children,No,0.33989,70,229,0.27840,0.40137
2017,Brandenburg,Single parent,Yes,0.58481,32,32,0.41134,0.75827
2017,Brandenburg,Couple with children,Yes,0.65067,108,169,0.57858,0.72276
2017,Brandenburg,Couple with children,No,0.34933,61,169,0.27724,0.42142
2017,Mecklenburg-Western Pomerania,Single-person household,Yes,0.76220,91,91,0.67424,0.85015
2017,Mecklenburg-Western Pomerania,Couple without children,Yes,0.81026,92,92,0.72970,0.89082
2017,Mecklenburg-Western Pomerania,Couple with children,Yes,0.88144,74,74,0.80728,0.95560
2017,Saxony,Single-person household,Yes,0.54886,152,268,0.48917,0.60855
2017,Saxony,Single-person household,No,0.45114,116,268,0.39145,0.51083
2017,Saxony,Couple without children,Yes,0.66455,214,317,0.61249,0.71661
2017,Saxony,Couple without children,No,0.33545,103,317,0.28339,0.38751
2017,Saxony,Single parent,Yes,0.57402,62,95,0.47405,0.67398
2017,Saxony,Single parent,No,0.42598,33,95,0.32602,0.52595
2017,Saxony,Couple with children,Yes,0.70160,193,278,0.64772,0.75548
2017,Saxony,Couple with children,No,0.29840,85,278,0.24452,0.35228
2017,Saxony-Anhalt,Single-person household,Yes,0.65547,97,150,0.57916,0.73177
2017,Saxony-Anhalt,Single-person household,No,0.34453,53,150,0.26823,0.42084
2017,Saxony-Anhalt,Couple without children,Yes,0.73244,135,191,0.66950,0.79539
2017,Saxony-Anhalt,Couple without children,No,0.26756,56,191,0.20461,0.33050
2017,Saxony-Anhalt,Single parent,Yes,0.64153,45,45,0.49983,0.78323
2017,Saxony-Anhalt,Couple with children,Yes,0.77631,99,143,0.70777,0.84486
2017,Saxony-Anhalt,Couple with children,No,0.22369,44,143,0.15514,0.29223
2017,Thuringa,Single-person household,Yes,0.54848,89,172,0.47389,0.62307
2017,Thuringa,Single-person household,No,0.45152,83,172,0.37693,0.52611
2017,Thuringa,Couple without children,Yes,0.70906,132,196,0.64531,0.77281
2017,Thuringa,Couple without children,No,0.29094,64,196,0.22719,0.35469
2017,Thuringa,Couple with children,Yes,0.74134,113,166,0.67453,0.80816
2017,Thuringa,Couple with children,No,0.25866,53,166,0.19184,0.32547
2018,Schleswig-Holstein,Single-person household,Yes,0.47776,59,133,0.39255,0.56298
2018,Schleswig-Holstein,Single-person household,No,0.52224,74,133,0.43702,0.60745
2018,Schleswig-Holstein,Couple without children,Yes,0.65458,93,156,0.57972,0.72944
2018,Schleswig-Holstein,Couple without children,No,0.34542,63,156,0.27056,0.42028
2018,Schleswig-Holstein,Couple with children,Yes,0.71827,142,200,0.65577,0.78077
2018,Schleswig-Holstein,Couple with children,No,0.28173,58,200,0.21923,0.34423
2018,Hamburg,Single-person household,Yes,0.42437,37,86,0.31930,0.52944
2018,Hamburg,Single-person household,No,0.57563,49,86,0.47056,0.68070
2018,Hamburg,Couple without children,Yes,0.62173,56,93,0.52263,0.72083
2018,Hamburg,Couple without children,No,0.37827,37,93,0.27917,0.47737
2018,Hamburg,Couple with children,Yes,0.53462,58,97,0.43484,0.63440
2018,Hamburg,Couple with children,No,0.46538,39,97,0.36560,0.56516
2018,Lower Saxony,Single-person household,Yes,0.58701,208,353,0.53558,0.63845
2018,Lower Saxony,Single-person household,No,0.41299,145,353,0.36155,0.46442
2018,Lower Saxony,Couple without children,Yes,0.76748,325,447,0.72828,0.80669
2018,Lower Saxony,Couple without children,No,0.23252,122,447,0.19331,0.27172
2018,Lower Saxony,Single parent,Yes,0.65444,86,149,0.57782,0.73105
2018,Lower Saxony,Single parent,No,0.34556,63,149,0.26895,0.42218
2018,Lower Saxony,Couple with children,Yes,0.69036,337,495,0.64959,0.73114
2018,Lower Saxony,Couple with children,No,0.30964,158,495,0.26886,0.35041
2018,North Rhine-Westphalia,Single-person household,Yes,0.62959,450,730,0.59453,0.66464
2018,North Rhine-Westphalia,Single-person household,No,0.37041,280,730,0.33536,0.40547
2018,North Rhine-Westphalia,Couple without children,Yes,0.67895,618,905,0.64852,0.70939
2018,North Rhine-Westphalia,Couple without children,No,0.32105,287,905,0.29061,0.35148
2018,North Rhine-Westphalia,Single parent,Yes,0.48613,184,319,0.43120,0.54106
2018,North Rhine-Westphalia,Single parent,No,0.51387,135,319,0.45894,0.56880
2018,North Rhine-Westphalia,Couple with children,Yes,0.69745,776,1113,0.67045,0.72445
2018,North Rhine-Westphalia,Couple with children,No,0.30255,337,1113,0.27555,0.32955
2018,North Rhine-Westphalia,Other Combinations,Yes,0.67166,34,34,0.51143,0.83189
2018,Hesse,Single-person household,Yes,0.53381,138,247,0.47147,0.59615
2018,Hesse,Single-person household,No,0.46619,109,247,0.40385,0.52853
2018,Hesse,Couple without children,Yes,0.58550,167,268,0.52641,0.64459
2018,Hesse,Couple without children,No,0.41450,101,268,0.35541,0.47359
2018,Hesse,Single parent,Yes,0.52509,52,107,0.43002,0.62015
2018,Hesse,Single parent,No,0.47491,55,107,0.37985,0.56998
2018,Hesse,Couple with children,Yes,0.60346,207,340,0.55139,0.65554
2018,Hesse,Couple with children,No,0.39654,133,340,0.34446,0.44861
2018,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.46910,105,225,0.40375,0.53445
2018,"Rhineland-Palatinate, Saarland",Single-person household,No,0.53090,120,225,0.46555,0.59625
2018,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.65237,157,257,0.59404,0.71071
2018,"Rhineland-Palatinate, Saarland",Couple without children,No,0.34763,100,257,0.28929,0.40596
2018,"Rhineland-Palatinate, Saarland",Single parent,Yes,0.60047,34,81,0.49314,0.70781
2018,"Rhineland-Palatinate, Saarland",Single parent,No,0.39953,47,81,0.29219,0.50686
2018,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.64105,171,283,0.58506,0.69703
2018,"Rhineland-Palatinate, Saarland",Couple with children,No,0.35895,112,283,0.30297,0.41494
2018,Baden-Wuerttemberg,Single-person household,Yes,0.56983,203,366,0.51903,0.62062
2018,Baden-Wuerttemberg,Single-person household,No,0.43017,163,366,0.37938,0.48097
2018,Baden-Wuerttemberg,Couple without children,Yes,0.65895,315,461,0.61562,0.70227
