year,hhtyp,sampreg,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Couple without children,West,Yes,0.64864,2240,3460,0.63273,0.66455
2017,Couple without children,West,No,0.35136,1220,3460,0.33545,0.36727
2017,Couple without children,East,Yes,0.71795,798,1129,0.69169,0.74421
2017,Couple without children,East,No,0.28205,331,1129,0.25579,0.30831
2017,Single parent,West,Yes,0.50076,640,1188,0.47231,0.52920
2017,Single parent,West,No,0.49924,548,1188,0.47080,0.52769
2017,Single parent,East,Yes,0.61712,221,339,0.56529,0.66894
2017,Single parent,East,No,0.38288,118,339,0.33106,0.43471
2017,Couple with children,West,Yes,0.67902,2976,4388,0.66520,0.69283
2017,Couple with children,West,No,0.32098,1412,4388,0.30717,0.33480
2017,Couple with children,East,Yes,0.72104,625,908,0.69185,0.75023
2017,Couple with children,East,No,0.27896,283,908,0.24977,0.30815
2017,Multi-generational household,West,Yes,0.41402,39,88,0.31052,0.51752
2017,Multi-generational household,West,No,0.58598,49,88,0.48248,0.68948
2017,Other Combinations,West,Yes,0.51942,126,221,0.45340,0.58545
2017,Other Combinations,West,No,0.48058,95,221,0.41455,0.54660
2018,Single-person household,West,Yes,0.56655,1657,2962,0.54870,0.58440
2018,Single-person household,West,No,0.43345,1305,2962,0.41560,0.45130
2018,Single-person household,East,Yes,0.65144,666,1016,0.62212,0.68075
2018,Single-person household,East,No,0.34856,350,1016,0.31925,0.37788
2018,Couple without children,West,Yes,0.66978,2252,3394,0.65396,0.68561
2018,Couple without children,West,No,0.33022,1142,3394,0.31439,0.34604
2018,Couple without children,East,Yes,0.75069,823,1124,0.72539,0.77600
2018,Couple without children,East,No,0.24931,301,1124,0.22400,0.27461
2018,Single parent,West,Yes,0.53713,628,1162,0.50844,0.56581
2018,Single parent,West,No,0.46287,534,1162,0.43419,0.49156
2018,Single parent,East,Yes,0.66115,220,333,0.61023,0.71206
2018,Single parent,East,No,0.33885,113,333,0.28794,0.38977
2018,Couple with children,West,Yes,0.68953,2794,4116,0.67539,0.70366
2018,Couple with children,West,No,0.31047,1322,4116,0.29634,0.32461
2018,Couple with children,East,Yes,0.71245,609,881,0.68254,0.74235
2018,Couple with children,East,No,0.28755,272,881,0.25765,0.31746
2018,Multi-generational household,West,Yes,0.56547,46,90,0.46249,0.66846
2018,Multi-generational household,West,No,0.43453,44,90,0.33154,0.53751
2018,Other Combinations,West,Yes,0.58335,113,197,0.51433,0.65237
2018,Other Combinations,West,No,0.41665,84,197,0.34763,0.48567
2019,Single-person household,West,Yes,0.56448,1361,2409,0.54467,0.58428
2019,Single-person household,West,No,0.43552,1048,2409,0.41572,0.45533
2019,Single-person household,East,Yes,0.65609,556,827,0.62370,0.68849
2019,Single-person household,East,No,0.34391,271,827,0.31151,0.37630
2019,Couple without children,West,Yes,0.67719,1918,2873,0.66009,0.69429
2019,Couple without children,West,No,0.32281,955,2873,0.30571,0.33991
2019,Couple without children,East,Yes,0.73421,705,974,0.70646,0.76197
2019,Couple without children,East,No,0.26579,269,974,0.23803,0.29354
2019,Single parent,West,Yes,0.52170,526,944,0.48981,0.55358
2019,Single parent,West,No,0.47830,418,944,0.44642,0.51019
2019,Single parent,East,Yes,0.71107,191,277,0.65759,0.76454
2019,Single parent,East,No,0.28893,86,277,0.23546,0.34241
2019,Couple with children,West,Yes,0.67932,2270,3290,0.66337,0.69527
2019,Couple with children,West,No,0.32068,1020,3290,0.30473,0.33663
2019,Couple with children,East,Yes,0.75414,502,710,0.72244,0.78583
2019,Couple with children,East,No,0.24586,208,710,0.21417,0.27756
2019,Multi-generational household,West,Yes,0.56228,34,66,0.44167,0.68289
2019,Multi-generational household,West,No,0.43772,32,66,0.31711,0.55833
2019,Other Combinations,West,Yes,0.59849,81,135,0.51549,0.68149
2019,Other Combinations,West,No,0.40151,54,135,0.31851,0.48451
2020,Single-person household,West,Yes,0.59219,1890,3473,0.57584,0.60854
2020,Single-person household,West,No,0.40781,1583,3473,0.39146,0.42416
2020,Single-person household,East,Yes,0.66079,686,1018,0.63169,0.68989
2020,Single-person household,East,No,0.33921,332,1018,0.31011,0.36831
2020,Couple without children,West,Yes,0.66954,2514,3799,0.65458,0.68450
2020,Couple without children,West,No,0.33046,1285,3799,0.31550,0.34542
2020,Couple without children,East,Yes,0.72239,839,1168,0.69670,0.74808
2020,Couple without children,East,No,0.27761,329,1168,0.25192,0.30330
2020,Single parent,West,Yes,0.52348,561,1031,0.49298,0.55398
2020,Single parent,West,No,0.47652,470,1031,0.44602,0.50702
2020,Single parent,East,Yes,0.70567,210,300,0.65401,0.75733
2020,Single parent,East,No,0.29433,90,300,0.24267,0.34599
2020,Couple with children,West,Yes,0.72744,2770,4009,0.71365,0.74122
2020,Couple with children,West,No,0.27256,1239,4009,0.25878,0.28635
2020,Couple with children,East,Yes,0.78279,633,848,0.75502,0.81056
2020,Couple with children,East,No,0.21721,215,848,0.18944,0.24498
2020,Multi-generational household,West,Yes,0.62113,52,91,0.52090,0.72135
2020,Multi-generational household,West,No,0.37887,39,91,0.27865,0.47910
2020,Other Combinations,West,Yes,0.57563,129,248,0.51399,0.63727
2020,Other Combinations,West,No,0.42437,119,248,0.36273,0.48601
2021,Single-person household,West,Yes,0.57853,1229,2134,0.55757,0.59948
2021,Single-person household,West,No,0.42147,905,2134,0.40052,0.44243
2021,Single-person household,East,Yes,0.66300,425,620,0.62576,0.70024
2021,Single-person household,East,No,0.33700,195,620,0.29976,0.37424
2021,Couple without children,West,Yes,0.66666,1591,2347,0.64759,0.68574
2021,Couple without children,West,No,0.33334,756,2347,0.31426,0.35241
2021,Couple without children,East,Yes,0.73325,550,754,0.70166,0.76484
2021,Couple without children,East,No,0.26675,204,754,0.23516,0.29834
2021,Single parent,West,Yes,0.51650,343,597,0.47638,0.55662
2021,Single parent,West,No,0.48350,254,597,0.44338,0.52362
2021,Single parent,East,Yes,0.67895,159,224,0.61767,0.74023
2021,Single parent,East,No,0.32105,65,224,0.25977,0.38233
2021,Couple with children,West,Yes,0.74194,1663,2358,0.72427,0.75960
2021,Couple with children,West,No,0.25806,695,2358,0.24040,0.27573
2021,Couple with children,East,Yes,0.79953,383,500,0.76440,0.83466
2021,Couple with children,East,No,0.20047,117,500,0.16534,0.23560
2021,Multi-generational household,West,Yes,0.71449,31,31,0.55287,0.87611
2021,Other Combinations,West,Yes,0.59988,106,186,0.52929,0.67048
2021,Other Combinations,West,No,0.40012,80,186,0.32952,0.47071
2021,Other Combinations,East,Yes,0.86870,32,32,0.74982,0.98759
2022,No answer / don't know,West,Yes,0.57777,200,332,0.52456,0.63098
2022,No answer / don't know,West,No,0.42223,132,332,0.36902,0.47544
2022,No answer / don't know,East,Yes,0.75212,71,71,0.65097,0.85327
2022,Single-person household,West,Yes,0.57616,2355,4079,0.56099,0.59133
2022,Single-person household,West,No,0.42384,1724,4079,0.40867,0.43901
2022,Single-person household,East,Yes,0.67850,839,1237,0.65246,0.70453
2022,Single-person household,East,No,0.32150,398,1237,0.29547,0.34754
2022,Couple without children,West,Yes,0.68734,2951,4350,0.67356,0.70112
2022,Couple without children,West,No,0.31266,1399,4350,0.29888,0.32644
2022,Couple without children,East,Yes,0.74442,915,1231,0.72005,0.76880
2022,Couple without children,East,No,0.25558,316,1231,0.23120,0.27995
2022,Single parent,West,Yes,0.50584,449,818,0.47156,0.54012
2022,Single parent,West,No,0.49416,369,818,0.45988,0.52844
2022,Single parent,East,Yes,0.69983,200,293,0.64726,0.75240
2022,Single parent,East,No,0.30017,93,293,0.24760,0.35274
2022,Couple with children,West,Yes,0.70301,2881,4060,0.68895,0.71707
2022,Couple with children,West,No,0.29699,1179,4060,0.28293,0.31105
2022,Couple with children,East,Yes,0.75445,757,1009,0.72788,0.78102
2022,Couple with children,East,No,0.24555,252,1009,0.21898,0.27212
2022,Multi-generational household,West,Yes,0.63416,38,38,0.47896,0.78936
2022,Other Combinations,West,Yes,0.65353,568,849,0.62150,0.68555
2022,Other Combinations,West,No,0.34647,281,849,0.31445,0.37850
2022,Other Combinations,East,Yes,0.76075,149,216,0.70372,0.81778
2022,Other Combinations,East,No,0.23925,67,216,0.18222,0.29628
