year,hhtyp,rentown,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Other Combinations,Tenant,No,0.54868,77,142,0.46654,0.63081
2017,Single-person household,Owner,Yes,0.61807,624,1017,0.58820,0.64795
2017,Single-person household,Owner,No,0.38193,393,1017,0.35205,0.41180
2017,Single-person household,Tenant,Yes,0.52285,1492,2762,0.50422,0.54148
2017,Single-person household,Tenant,No,0.47715,1270,2762,0.45852,0.49578
2017,Couple without children,Owner,Yes,0.69799,1799,2527,0.68008,0.71589
2017,Couple without children,Owner,No,0.30201,728,2527,0.28411,0.31992
2017,Couple without children,Tenant,Yes,0.60523,1239,2062,0.58412,0.62633
2017,Couple without children,Tenant,No,0.39477,823,2062,0.37367,0.41588
2017,Single parent,Owner,Yes,0.64004,283,410,0.59352,0.68656
2017,Single parent,Owner,No,0.35996,127,410,0.31344,0.40648
2017,Single parent,Tenant,Yes,0.46770,578,1117,0.43842,0.49697
2017,Single parent,Tenant,No,0.53230,539,1117,0.50303,0.56158
2017,Couple with children,Owner,Yes,0.77102,2308,2955,0.75586,0.78617
2017,Couple with children,Owner,No,0.22898,647,2955,0.21383,0.24414
2017,Couple with children,Tenant,Yes,0.55496,1293,2341,0.53483,0.57510
2017,Couple with children,Tenant,No,0.44504,1048,2341,0.42490,0.46517
2017,Multi-generational household,Tenant,No,0.53783,34,34,0.36772,0.70793
2017,Other Combinations,Owner,Yes,0.62357,63,63,0.50297,0.74417
2017,Other Combinations,Tenant,Yes,0.47410,82,164,0.39745,0.55076
2017,Other Combinations,Tenant,No,0.52590,82,164,0.44924,0.60255
2018,Single-person household,Owner,Yes,0.64499,647,1007,0.61542,0.67456
2018,Single-person household,Owner,No,0.35501,360,1007,0.32544,0.38458
2018,Single-person household,Tenant,Yes,0.55184,1676,2971,0.53395,0.56972
2018,Single-person household,Tenant,No,0.44816,1295,2971,0.43028,0.46605
2018,Couple without children,Owner,Yes,0.71893,1773,2460,0.70117,0.73670
2018,Couple without children,Owner,No,0.28107,687,2460,0.26330,0.29883
2018,Couple without children,Tenant,Yes,0.63283,1302,2058,0.61199,0.65366
2018,Couple without children,Tenant,No,0.36717,756,2058,0.34634,0.38801
2018,Single parent,Owner,Yes,0.69789,265,382,0.65179,0.74400
2018,Single parent,Owner,No,0.30211,117,382,0.25600,0.34821
2018,Single parent,Tenant,Yes,0.49683,583,1113,0.46745,0.52622
2018,Single parent,Tenant,No,0.50317,530,1113,0.47378,0.53255
2018,Couple with children,Owner,Yes,0.76815,2158,2757,0.75239,0.78391
2018,Couple with children,Owner,No,0.23185,599,2757,0.21609,0.24761
2018,Couple with children,Tenant,Yes,0.57604,1245,2240,0.55557,0.59651
2018,Couple with children,Tenant,No,0.42396,995,2240,0.40349,0.44443
2018,Multi-generational household,Owner,Yes,0.61546,34,34,0.44947,0.78144
2018,Multi-generational household,Tenant,No,0.39408,32,32,0.22206,0.56610
2018,Other Combinations,Owner,Yes,0.66372,62,62,0.54516,0.78228
2018,Other Combinations,Tenant,Yes,0.53140,67,140,0.44844,0.61436
2018,Other Combinations,Tenant,No,0.46860,73,140,0.38564,0.55156
2019,Single-person household,Owner,Yes,0.64080,596,932,0.60998,0.67162
2019,Single-person household,Owner,No,0.35920,336,932,0.32838,0.39002
2019,Single-person household,Tenant,Yes,0.54956,1321,2304,0.52924,0.56988
2019,Single-person household,Tenant,No,0.45044,983,2304,0.43012,0.47076
2019,Couple without children,Owner,Yes,0.72281,1589,2204,0.70412,0.74150
2019,Couple without children,Owner,No,0.27719,615,2204,0.25850,0.29588
2019,Couple without children,Tenant,Yes,0.62980,1034,1643,0.60644,0.65315
2019,Couple without children,Tenant,No,0.37020,609,1643,0.34685,0.39356
2019,Single parent,Owner,Yes,0.66013,233,338,0.60956,0.71070
2019,Single parent,Owner,No,0.33987,105,338,0.28930,0.39044
2019,Single parent,Tenant,Yes,0.51234,484,883,0.47935,0.54532
2019,Single parent,Tenant,No,0.48766,399,883,0.45468,0.52065
2019,Couple with children,Owner,Yes,0.75958,1834,2354,0.74231,0.77685
2019,Couple with children,Owner,No,0.24042,520,2354,0.22315,0.25769
2019,Couple with children,Tenant,Yes,0.56989,938,1646,0.54596,0.59381
2019,Couple with children,Tenant,No,0.43011,708,1646,0.40619,0.45404
2019,Other Combinations,Owner,Yes,0.72576,49,49,0.59955,0.85197
2019,Other Combinations,Tenant,Yes,0.52514,47,95,0.42419,0.62609
2019,Other Combinations,Tenant,No,0.47486,48,95,0.37391,0.57581
2020,Single-person household,Owner,Yes,0.66100,728,1102,0.63304,0.68896
2020,Single-person household,Owner,No,0.33900,374,1102,0.31104,0.36696
2020,Single-person household,Tenant,Yes,0.57818,1848,3389,0.56155,0.59481
2020,Single-person household,Tenant,No,0.42182,1541,3389,0.40519,0.43845
2020,Couple without children,Owner,Yes,0.70740,1944,2635,0.69002,0.72477
2020,Couple without children,Owner,No,0.29260,691,2635,0.27523,0.30998
2020,Couple without children,Tenant,Yes,0.63771,1409,2332,0.61820,0.65723
2020,Couple without children,Tenant,No,0.36229,923,2332,0.34277,0.38180
2020,Single parent,Owner,Yes,0.68887,268,369,0.64157,0.73617
2020,Single parent,Owner,No,0.31113,101,369,0.26383,0.35843
2020,Single parent,Tenant,Yes,0.49777,503,962,0.46616,0.52938
2020,Single parent,Tenant,No,0.50223,459,962,0.47062,0.53384
2020,Couple with children,Owner,Yes,0.81549,2206,2693,0.80084,0.83014
2020,Couple with children,Owner,No,0.18451,487,2693,0.16986,0.19916
2020,Couple with children,Tenant,Yes,0.60763,1197,2164,0.58705,0.62821
2020,Couple with children,Tenant,No,0.39237,967,2164,0.37179,0.41295
2020,Multi-generational household,Owner,Yes,0.64842,35,35,0.48793,0.80891
2020,Multi-generational household,Tenant,Yes,0.66878,36,36,0.51285,0.82471
2020,Other Combinations,Owner,Yes,0.61870,63,94,0.51998,0.71742
2020,Other Combinations,Owner,No,0.38130,31,94,0.28258,0.48002
2020,Other Combinations,Tenant,Yes,0.59410,92,193,0.52464,0.66356
2020,Other Combinations,Tenant,No,0.40590,101,193,0.33644,0.47536
2021,Single-person household,Owner,Yes,0.64178,527,793,0.60839,0.67517
2021,Single-person household,Owner,No,0.35822,266,793,0.32483,0.39161
2021,Single-person household,Tenant,Yes,0.56836,1127,1960,0.54642,0.59029
2021,Single-person household,Tenant,No,0.43164,833,1960,0.40971,0.45358
2021,Couple without children,Owner,Yes,0.72257,1323,1771,0.70171,0.74343
2021,Couple without children,Owner,No,0.27743,448,1771,0.25657,0.29829
2021,Couple without children,Tenant,Yes,0.60883,818,1330,0.58259,0.63507
2021,Couple without children,Tenant,No,0.39117,512,1330,0.36493,0.41741
2021,Single parent,Owner,Yes,0.70243,174,232,0.64347,0.76139
2021,Single parent,Owner,No,0.29757,58,232,0.23861,0.35653
2021,Single parent,Tenant,Yes,0.48537,328,589,0.44498,0.52577
2021,Single parent,Tenant,No,0.51463,261,589,0.47423,0.55502
2021,Couple with children,Owner,Yes,0.81932,1385,1707,0.80106,0.83758
2021,Couple with children,Owner,No,0.18068,322,1707,0.16242,0.19894
2021,Couple with children,Tenant,Yes,0.63115,658,1148,0.60323,0.65907
2021,Couple with children,Tenant,No,0.36885,490,1148,0.34093,0.39677
2021,Other Combinations,Owner,Yes,0.80287,74,74,0.71161,0.89413
2021,Other Combinations,Tenant,Yes,0.51028,64,129,0.42367,0.59688
2021,Other Combinations,Tenant,No,0.48972,65,129,0.40312,0.57633
2022,No answer / don't know,Owner,Yes,0.61182,111,151,0.53383,0.68981
2022,No answer / don't know,Owner,No,0.38818,40,151,0.31019,0.46617
2022,No answer / don't know,Tenant,Yes,0.61429,158,278,0.55697,0.67162
2022,No answer / don't know,Tenant,No,0.38571,120,278,0.32838,0.44303
2022,Single-person household,Owner,Yes,0.64947,812,1205,0.62252,0.67642
2022,Single-person household,Owner,No,0.35053,393,1205,0.32358,0.37748
2022,Single-person household,Tenant,Yes,0.56765,2380,4105,0.55249,0.58281
2022,Single-person household,Tenant,No,0.43235,1725,4105,0.41719,0.44751
2022,Couple without children,Owner,Yes,0.73374,2094,2768,0.71727,0.75021
2022,Couple without children,Owner,No,0.26626,674,2768,0.24979,0.28273
2022,Couple without children,Tenant,Yes,0.63668,1771,2811,0.61890,0.65447
2022,Couple without children,Tenant,No,0.36332,1040,2811,0.34553,0.38110
2022,Single parent,Owner,Yes,0.67782,221,310,0.62571,0.72993
2022,Single parent,Owner,No,0.32218,89,310,0.27007,0.37429
2022,Single parent,Tenant,Yes,0.48557,428,800,0.45092,0.52023
2022,Single parent,Tenant,No,0.51443,372,800,0.47977,0.54908
2022,Couple with children,Owner,Yes,0.79052,2338,2915,0.77575,0.80530
2022,Couple with children,Owner,No,0.20948,577,2915,0.19470,0.22425
2022,Couple with children,Tenant,Yes,0.58772,1299,2151,0.56691,0.60853
2022,Couple with children,Tenant,No,0.41228,852,2151,0.39147,0.43309
2022,Multi-generational household,Owner,Yes,0.75288,31,31,0.59853,0.90724
2022,Other Combinations,Owner,Yes,0.81303,321,400,0.77477,0.85128
2022,Other Combinations,Owner,No,0.18697,79,400,0.14872,0.22523
2022,Other Combinations,Tenant,Yes,0.55428,396,665,0.51647,0.59208
2022,Other Combinations,Tenant,No,0.44572,269,665,0.40792,0.48353
