,Unnamed: 0,year,hhtyp,regtyp,hgeqpinsul,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
83,83,2019,Single-person household,Urban regions,Yes,0.58471,1294,12479,0.56223,0.60792
84,84,2019,Single-person household,Urban regions,No,0.41529,895,12479,0.39224,0.43737
85,85,2019,Single-person household,Rural regions,Yes,0.57405,623,12479,0.53916,0.60763
86,86,2019,Single-person household,Rural regions,No,0.42595,424,12479,0.39544,0.46045
87,87,2019,Couple without children,Urban regions,Yes,0.68381,1641,12479,0.65315,0.71449
88,88,2019,Couple without children,Urban regions,No,0.31619,758,12479,0.29524,0.33952
89,89,2019,Couple without children,Rural regions,Yes,0.69565,982,12479,0.6483,0.73688
90,90,2019,Couple without children,Rural regions,No,0.30435,466,12479,0.27059,0.33161
91,91,2019,Single parent,Urban regions,Yes,0.54001,480,12479,0.48109,0.60458
92,92,2019,Single parent,Urban regions,No,0.45999,343,12479,0.406,0.52266
93,93,2019,Single parent,Rural regions,Yes,0.58608,237,12479,0.50464,0.6573
94,94,2019,Single parent,Rural regions,No,0.41392,161,12479,0.31985,0.50472
95,95,2019,Couple with children,Urban regions,Yes,0.68009,1788,12479,0.64165,0.71501
96,96,2019,Couple with children,Urban regions,No,0.31991,809,12479,0.29679,0.35314
97,97,2019,Couple with children,Rural regions,Yes,0.71414,984,12479,0.66242,0.77398
98,98,2019,Couple with children,Rural regions,No,0.28586,419,12479,0.25563,0.32033
99,99,2019,Multi-generational household,Urban regions,Yes,1.0,31,12479,0.68162,1.30214
100,100,2019,Other Combinations,Urban regions,Yes,0.60758,61,12479,0.46531,0.79157
101,101,2019,Other Combinations,Urban regions,No,0.39242,48,12479,0.29748,0.50234
102,102,2019,Other Combinations,Rural regions,Yes,1.0,35,12479,0.76373,1.23739
103,103,2020,Single-person household,Urban regions,Yes,0.60367,1750,15975,0.57804,0.62794
104,104,2020,Single-person household,Urban regions,No,0.39633,1423,15975,0.37411,0.42071
105,105,2020,Single-person household,Rural regions,Yes,0.60785,826,15975,0.56133,0.6468
106,106,2020,Single-person household,Rural regions,No,0.39215,492,15975,0.35843,0.4281
107,107,2020,Couple without children,Urban regions,Yes,0.67634,2177,15975,0.64895,0.70852
108,108,2020,Couple without children,Urban regions,No,0.32366,1075,15975,0.29952,0.35579
109,109,2020,Couple without children,Rural regions,Yes,0.68608,1176,15975,0.64274,0.73758
110,110,2020,Couple without children,Rural regions,No,0.31392,539,15975,0.28127,0.33937
111,111,2020,Single parent,Urban regions,Yes,0.57629,508,15975,0.51005,0.63535
112,112,2020,Single parent,Urban regions,No,0.42371,382,15975,0.36732,0.48016
113,113,2020,Single parent,Rural regions,Yes,0.51035,263,15975,0.45191,0.58095
114,114,2020,Single parent,Rural regions,No,0.48965,178,15975,0.40467,0.59045
115,115,2020,Couple with children,Urban regions,Yes,0.72872,2221,15975,0.68851,0.76927
116,116,2020,Couple with children,Urban regions,No,0.27128,995,15975,0.2457,0.29419
117,117,2020,Couple with children,Rural regions,Yes,0.755,1182,15975,0.70376,0.80915
118,118,2020,Couple with children,Rural regions,No,0.245,459,15975,0.21082,0.28593
119,119,2020,Multi-generational household,Urban regions,Yes,1.0,42,15975,0.65391,1.41186
120,120,2020,Other Combinations,Urban regions,Yes,0.62967,106,15975,0.47939,0.74999
121,121,2020,Other Combinations,Urban regions,No,0.37033,93,15975,0.27089,0.49296
122,122,2020,Other Combinations,Rural regions,Yes,0.55718,49,15975,0.41122,0.70457
123,123,2020,Other Combinations,Rural regions,No,0.44282,39,15975,0.21223,0.71166
124,124,2021,Single-person household,Urban regions,Yes,0.59092,1122,9710,0.56095,0.61991
125,125,2021,Single-person household,Urban regions,No,0.40908,796,9710,0.37956,0.43973
126,126,2021,Single-person household,Rural regions,Yes,0.60355,536,9710,0.55362,0.65279
127,127,2021,Single-person household,Rural regions,No,0.39645,306,9710,0.35381,0.4372
128,128,2021,Couple without children,Urban regions,Yes,0.67109,1368,9710,0.63307,0.71713
129,129,2021,Couple without children,Urban regions,No,0.32891,626,9710,0.29711,0.36461
130,130,2021,Couple without children,Rural regions,Yes,0.69369,767,9710,0.64439,0.75247
131,131,2021,Couple without children,Rural regions,No,0.30631,333,9710,0.2747,0.34825
132,132,2021,Single parent,Urban regions,Yes,0.58385,320,9710,0.51523,0.66724
133,133,2021,Single parent,Urban regions,No,0.41615,204,9710,0.32491,0.50774
134,134,2021,Single parent,Rural regions,Yes,0.49446,182,9710,0.43099,0.56838
135,135,2021,Single parent,Rural regions,No,0.50554,115,9710,0.38817,0.64431
136,136,2021,Couple with children,Urban regions,Yes,0.74244,1329,9710,0.68698,0.79957
137,137,2021,Couple with children,Urban regions,No,0.25756,553,9710,0.23118,0.29182
138,138,2021,Couple with children,Rural regions,Yes,0.77788,711,9710,0.69256,0.86693
139,139,2021,Couple with children,Rural regions,No,0.22212,252,9710,0.18851,0.25681
140,140,2021,Other Combinations,Urban regions,Yes,0.70876,93,9710,0.57228,0.87103
141,141,2021,Other Combinations,Urban regions,No,0.29124,54,9710,0.22091,0.37773
142,142,2021,Other Combinations,Rural regions,Yes,1.0,43,9710,0.74271,1.32779
