,Unnamed: 0,year,quintil_oecd_hh,regtyp,hgeqpinsul,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
44,44,2017,2nd Quintile,Urban regions,Yes,0.56372,1146,15556,0.53104,0.60319
45,45,2017,2nd Quintile,Urban regions,No,0.43628,810,15556,0.406,0.46666
46,46,2017,2nd Quintile,Rural regions,Yes,0.57254,759,15556,0.53088,0.61681
47,47,2017,2nd Quintile,Rural regions,No,0.42746,505,15556,0.38974,0.47604
48,48,2017,3rd Quintile,Urban regions,Yes,0.62609,1207,15556,0.58587,0.66719
49,49,2017,3rd Quintile,Urban regions,No,0.37391,680,15556,0.34759,0.40165
50,50,2017,3rd Quintile,Rural regions,Yes,0.64088,778,15556,0.5946,0.69192
51,51,2017,3rd Quintile,Rural regions,No,0.35912,397,15556,0.32206,0.39506
52,52,2017,4th Quintile,Urban regions,Yes,0.6546,1342,15556,0.61375,0.69156
53,53,2017,4th Quintile,Urban regions,No,0.3454,652,15556,0.31757,0.37129
54,54,2017,4th Quintile,Rural regions,Yes,0.69976,755,15556,0.64558,0.75123
55,55,2017,4th Quintile,Rural regions,No,0.30024,284,15556,0.26368,0.33425
56,56,2017,5th Quintile,Urban regions,Yes,0.69944,1666,15556,0.65945,0.73365
57,57,2017,5th Quintile,Urban regions,No,0.30056,644,15556,0.27716,0.32364
58,58,2017,5th Quintile,Rural regions,Yes,0.75298,608,15556,0.68847,0.8164
59,59,2017,5th Quintile,Rural regions,No,0.24702,186,15556,0.20969,0.28615
60,60,2018,1st Quintile,Urban regions,Yes,0.49261,1041,15324,0.45455,0.52126
61,61,2018,1st Quintile,Urban regions,No,0.50739,1000,15324,0.47125,0.54335
62,62,2018,1st Quintile,Rural regions,Yes,0.56675,620,15324,0.51344,0.62474
63,63,2018,1st Quintile,Rural regions,No,0.43325,543,15324,0.38708,0.48028
64,64,2018,2nd Quintile,Urban regions,Yes,0.57272,1204,15324,0.53794,0.60979
65,65,2018,2nd Quintile,Urban regions,No,0.42728,865,15324,0.39817,0.46075
66,66,2018,2nd Quintile,Rural regions,Yes,0.58585,787,15324,0.53957,0.62672
67,67,2018,2nd Quintile,Rural regions,No,0.41415,500,15324,0.36858,0.45473
68,68,2018,3rd Quintile,Urban regions,Yes,0.64225,1183,15324,0.6029,0.68447
69,69,2018,3rd Quintile,Urban regions,No,0.35775,627,15324,0.3331,0.38723
70,70,2018,3rd Quintile,Rural regions,Yes,0.62653,732,15324,0.57473,0.67695
71,71,2018,3rd Quintile,Rural regions,No,0.37347,362,15324,0.32909,0.41095
72,72,2018,4th Quintile,Urban regions,Yes,0.68995,1342,15324,0.65361,0.723
73,73,2018,4th Quintile,Urban regions,No,0.31005,565,15324,0.28467,0.33545
74,74,2018,4th Quintile,Rural regions,Yes,0.71321,692,15324,0.65756,0.76586
75,75,2018,4th Quintile,Rural regions,No,0.28679,257,15324,0.24893,0.323
76,76,2018,5th Quintile,Urban regions,Yes,0.73246,1641,15324,0.69453,0.77209
77,77,2018,5th Quintile,Urban regions,No,0.26754,587,15324,0.24336,0.29031
78,78,2018,5th Quintile,Rural regions,Yes,0.77211,596,15324,0.70634,0.8371
79,79,2018,5th Quintile,Rural regions,No,0.22789,180,15324,0.19543,0.26376
80,80,2019,1st Quintile,Urban regions,Yes,0.47703,767,12546,0.43494,0.51781
81,81,2019,1st Quintile,Urban regions,No,0.52297,753,12546,0.47678,0.55767
82,82,2019,1st Quintile,Rural regions,Yes,0.56082,465,12546,0.51561,0.62261
83,83,2019,1st Quintile,Rural regions,No,0.43918,379,12546,0.39498,0.48343
84,84,2019,2nd Quintile,Urban regions,Yes,0.57042,951,12546,0.52682,0.6103
85,85,2019,2nd Quintile,Urban regions,No,0.42958,618,12546,0.3911,0.46239
86,86,2019,2nd Quintile,Rural regions,Yes,0.58712,602,12546,0.53742,0.63697
87,87,2019,2nd Quintile,Rural regions,No,0.41288,409,12546,0.37193,0.46611
88,88,2019,3rd Quintile,Urban regions,Yes,0.65437,1025,12546,0.61195,0.70155
89,89,2019,3rd Quintile,Urban regions,No,0.34563,549,12546,0.31231,0.37593
90,90,2019,3rd Quintile,Rural regions,Yes,0.63432,657,12546,0.573,0.68867
91,91,2019,3rd Quintile,Rural regions,No,0.36568,320,12546,0.32539,0.41233
92,92,2019,4th Quintile,Urban regions,Yes,0.68477,1143,12546,0.64509,0.7248
93,93,2019,4th Quintile,Urban regions,No,0.31523,483,12546,0.29199,0.34516
94,94,2019,4th Quintile,Rural regions,Yes,0.69518,622,12546,0.63375,0.76751
95,95,2019,4th Quintile,Rural regions,No,0.30482,234,12546,0.27036,0.34609
96,96,2019,5th Quintile,Urban regions,Yes,0.74619,1409,12546,0.70151,0.78673
97,97,2019,5th Quintile,Urban regions,No,0.25381,471,12546,0.23037,0.27649
98,98,2019,5th Quintile,Rural regions,Yes,0.7595,530,12546,0.69475,0.82336
99,99,2019,5th Quintile,Rural regions,No,0.2405,159,12546,0.19918,0.27315
100,100,2020,1st Quintile,Urban regions,Yes,0.51707,1040,16020,0.48255,0.55357
101,101,2020,1st Quintile,Urban regions,No,0.48293,1216,16020,0.44701,0.52346
102,102,2020,1st Quintile,Rural regions,Yes,0.54606,590,16020,0.49723,0.5982
103,103,2020,1st Quintile,Rural regions,No,0.45394,506,16020,0.39673,0.49841
104,104,2020,2nd Quintile,Urban regions,Yes,0.61006,1156,16020,0.5667,0.65511
105,105,2020,2nd Quintile,Urban regions,No,0.38994,847,16020,0.35779,0.42761
106,106,2020,2nd Quintile,Rural regions,Yes,0.63889,779,16020,0.58912,0.69754
107,107,2020,2nd Quintile,Rural regions,No,0.36111,458,16020,0.31193,0.41585
108,108,2020,3rd Quintile,Urban regions,Yes,0.65738,1217,16020,0.61989,0.70182
109,109,2020,3rd Quintile,Urban regions,No,0.34262,672,16020,0.31559,0.37483
110,110,2020,3rd Quintile,Rural regions,Yes,0.64294,695,16020,0.59126,0.68915
111,111,2020,3rd Quintile,Rural regions,No,0.35706,320,16020,0.31878,0.40008
112,112,2020,4th Quintile,Urban regions,Yes,0.67849,1290,16020,0.63716,0.71512
113,113,2020,4th Quintile,Urban regions,No,0.32151,591,16020,0.29076,0.35049
114,114,2020,4th Quintile,Rural regions,Yes,0.7167,689,16020,0.65368,0.78246
115,115,2020,4th Quintile,Rural regions,No,0.2833,239,16020,0.24621,0.32792
116,116,2020,5th Quintile,Urban regions,Yes,0.76785,2095,16020,0.72949,0.80697
117,117,2020,5th Quintile,Urban regions,No,0.23215,649,16020,0.21209,0.25612
118,118,2020,5th Quintile,Rural regions,Yes,0.77508,772,16020,0.70238,0.84164
119,119,2020,5th Quintile,Rural regions,No,0.22492,199,16020,0.18234,0.26891
120,120,2021,1st Quintile,Urban regions,Yes,0.47661,567,9835,0.42545,0.51994
121,121,2021,1st Quintile,Urban regions,No,0.52339,567,9835,0.47377,0.58589
122,122,2021,1st Quintile,Rural regions,Yes,0.57242,364,9835,0.51191,0.65183
123,123,2021,1st Quintile,Rural regions,No,0.42758,278,9835,0.36473,0.4938
124,124,2021,2nd Quintile,Urban regions,Yes,0.61309,718,9835,0.56709,0.66139
125,125,2021,2nd Quintile,Urban regions,No,0.38691,475,9835,0.35325,0.43037
126,126,2021,2nd Quintile,Rural regions,Yes,0.6057,497,9835,0.53827,0.68261
127,127,2021,2nd Quintile,Rural regions,No,0.3943,281,9835,0.32871,0.44608
128,128,2021,3rd Quintile,Urban regions,Yes,0.67734,806,9835,0.62624,0.73063
129,129,2021,3rd Quintile,Urban regions,No,0.32266,375,9835,0.28782,0.36488
130,130,2021,3rd Quintile,Rural regions,Yes,0.64503,435,9835,0.57295,0.70689
131,131,2021,3rd Quintile,Rural regions,No,0.35497,210,9835,0.29772,0.41753
132,132,2021,4th Quintile,Urban regions,Yes,0.67517,867,9835,0.62749,0.73587
133,133,2021,4th Quintile,Urban regions,No,0.32483,395,9835,0.28855,0.36359
134,134,2021,4th Quintile,Rural regions,Yes,0.71429,459,9835,0.64062,0.79211
135,135,2021,4th Quintile,Rural regions,No,0.28571,155,9835,0.23767,0.33845
136,136,2021,5th Quintile,Urban regions,Yes,0.75496,1313,9835,0.69796,0.81011
137,137,2021,5th Quintile,Urban regions,No,0.24504,440,9835,0.21738,0.27584
138,138,2021,5th Quintile,Rural regions,Yes,0.79033,502,9835,0.70231,0.88619
139,139,2021,5th Quintile,Rural regions,No,0.20967,131,9835,0.17028,0.25169
