"plh0040","year","regtyp","n","percent","lower_confidence","upper_confidence","NA"
"Einige Sorgen","1999","Staedtischer Raum","3704","0.410915107022513","0.400654251854156","0.421175962190871",""
"Grosse Sorgen","1999","Laendlicher Raum","2768","0.57807698222108","0.564105678938444","0.592048285503716",""
"Grosse Sorgen","1999","Staedtischer Raum","4495","0.520128465211516","0.509709217423535","0.530547712999498",""
"Keine Sorgen","1999","Laendlicher Raum","237","0.0475270128574086","0.0415080167052768","0.0535460090095404",""
"Keine Sorgen","1999","Staedtischer Raum","633","0.0689564277659702","0.0636720854704702","0.0742407700614701",""
"Einige Sorgen","2000","Laendlicher Raum","3138","0.369383798231113","0.359049678728797","0.379717917733429",""
"Einige Sorgen","2000","Staedtischer Raum","6347","0.397431005187056","0.389740633214665","0.405121377159447",""
"Grosse Sorgen","2000","Laendlicher Raum","4743","0.570754732161133","0.560156595526124","0.581352868796142",""
"Grosse Sorgen","2000","Staedtischer Raum","7924","0.522013282371545","0.514163424847007","0.529863139896083",""
"Keine Sorgen","2000","Laendlicher Raum","498","0.0598614696077535","0.05478196206977","0.0649409771457369",""
"Keine Sorgen","2000","Staedtischer Raum","1284","0.0805557124413992","0.076278862978031","0.0848325619047675",""
"Einige Sorgen","2001","Laendlicher Raum","3031","0.38903460852497","0.378070164219079","0.39999905283086",""
"Einige Sorgen","2001","Staedtischer Raum","6213","0.4272364675666","0.41908928153123","0.43538365360197",""
"Grosse Sorgen","2001","Laendlicher Raum","4072","0.545214068424749","0.534015274846867","0.556412862002632",""
"Grosse Sorgen","2001","Staedtischer Raum","6699","0.483934926782384","0.475704326450356","0.492165527114413",""
"Keine Sorgen","2001","Laendlicher Raum","492","0.0657513230502812","0.0601773136635925","0.0713253324369698",""
"Keine Sorgen","2001","Staedtischer Raum","1250","0.0888286056510159","0.0841430375224309","0.0935141737796009",""
"Einige Sorgen","2002","Laendlicher Raum","3282","0.407136207061889","0.396188146585845","0.418084267537934",""
"Einige Sorgen","2002","Staedtischer Raum","6867","0.427864953899637","0.419990335506011","0.435739572293262",""
"Grosse Sorgen","2002","Laendlicher Raum","3933","0.526617930254796","0.515491814256207","0.537744046253385",""
"Grosse Sorgen","2002","Staedtischer Raum","6821","0.481141160451629","0.473188952116498","0.489093368786759",""
"Keine Sorgen","2002","Laendlicher Raum","521","0.0662458626833145","0.0607036203656646","0.0717881050009643",""
"Keine Sorgen","2002","Staedtischer Raum","1477","0.0909938856487344","0.0864165117236566","0.0955712595738123",""
"Einige Sorgen","2003","Laendlicher Raum","3526","0.452882329449533","0.441567691461021","0.464196967438046",""
"Einige Sorgen","2003","Staedtischer Raum","7157","0.46728404640516","0.459198510893851","0.475369581916469",""
"Grosse Sorgen","2003","Laendlicher Raum","3385","0.47835884280749","0.467004279587086","0.489713406027894",""
"Grosse Sorgen","2003","Staedtischer Raum","5931","0.433979874455345","0.425947920836939","0.442011828073751",""
"Keine Sorgen","2003","Laendlicher Raum","524","0.0687588277429764","0.0630070390733915","0.0745106164125613",""
"Keine Sorgen","2003","Staedtischer Raum","1539","0.0987360791394945","0.0939017702999136","0.103570387979075",""
"Einige Sorgen","2004","Laendlicher Raum","3294","0.44277391802811","0.431343396426729","0.454204439629491",""
"Einige Sorgen","2004","Staedtischer Raum","6714","0.450001814439565","0.441829847343086","0.458173781536044",""
"Grosse Sorgen","2004","Laendlicher Raum","3313","0.469172753486874","0.457688512157045","0.480656994816703",""
"Grosse Sorgen","2004","Staedtischer Raum","5841","0.440490919682981","0.432336165049437","0.448645674316524",""
"Keine Sorgen","2004","Laendlicher Raum","647","0.088053328485016","0.0815322875669035","0.0945743694031284",""
"Keine Sorgen","2004","Staedtischer Raum","1682","0.109507265877454","0.104377760297975","0.114636771456933",""
"Einige Sorgen","2005","Laendlicher Raum","2834","0.395942572575574","0.384434106061512","0.407451039089637",""
"Einige Sorgen","2005","Staedtischer Raum","5933","0.421044987813952","0.41276417444123","0.429325801186674",""
"Grosse Sorgen","2005","Laendlicher Raum","3517","0.523720527858922","0.511967683793517","0.535473371924326",""
"Grosse Sorgen","2005","Staedtischer Raum","6182","0.476921104122717","0.46854401363751","0.485298194607925",""
"Keine Sorgen","2005","Laendlicher Raum","586","0.0803368995655041","0.0739405210169072","0.0867332781141011",""
"Keine Sorgen","2005","Staedtischer Raum","1541","0.10203390806333","0.0969571254625153","0.107110690664145",""
"Einige Sorgen","2006","Laendlicher Raum","3357","0.435610128120754","0.424391486660217","0.446828769581291",""
"Einige Sorgen","2006","Staedtischer Raum","6590","0.442539253282056","0.434402509700001","0.450675996864111",""
"Grosse Sorgen","2006","Laendlicher Raum","3480","0.478238057556425","0.466935936769295","0.489540178343554",""
"Grosse Sorgen","2006","Staedtischer Raum","6024","0.43895561610939","0.430825879053605","0.447085353165174",""
"Keine Sorgen","2006","Laendlicher Raum","667","0.0861518143228212","0.07980331731433","0.0925003113313124",""
"Keine Sorgen","2006","Staedtischer Raum","1700","0.118505130608555","0.113210373334554","0.123799887882555",""
"Einige Sorgen","2007","Laendlicher Raum","3149","0.444350326066849","0.432760463962344","0.455940188171354",""
"Einige Sorgen","2007","Staedtischer Raum","5932","0.432875070228307","0.424458268567232","0.441291871889381",""
"Grosse Sorgen","2007","Laendlicher Raum","3255","0.470378008094011","0.458736171618048","0.482019844569975",""
"Grosse Sorgen","2007","Staedtischer Raum","5741","0.444769500367655","0.436327787174058","0.453211213561251",""
"Keine Sorgen","2007","Laendlicher Raum","657","0.0852716658391399","0.078757430791204","0.0917859008870757",""
"Keine Sorgen","2007","Staedtischer Raum","1639","0.122355429404039","0.116788734818796","0.127922123989281",""
"Einige Sorgen","2008","Laendlicher Raum","3188","0.474881456932815","0.462878418198188","0.486884495667442",""
"Einige Sorgen","2008","Staedtischer Raum","5973","0.461608134634026","0.452900770532895","0.470315498735158",""
"Grosse Sorgen","2008","Laendlicher Raum","2721","0.421946397587979","0.410075525584703","0.433817269591254",""
"Grosse Sorgen","2008","Staedtischer Raum","4787","0.395995317921865","0.387453193132469","0.40453744271126",""
"Keine Sorgen","2008","Laendlicher Raum","740","0.103172145479207","0.0958606586882139","0.110483632270199",""
"Keine Sorgen","2008","Staedtischer Raum","1832","0.142396547444109","0.136292839799154","0.148500255089064",""
"Einige Sorgen","2009","Laendlicher Raum","3330","0.522639759297827","0.510339928817734","0.534939589777919",""
"Einige Sorgen","2009","Staedtischer Raum","5842","0.502748339467198","0.493649180336327","0.511847498598068",""
"Grosse Sorgen","2009","Laendlicher Raum","2165","0.347799956370238","0.336071794409188","0.359528118331288",""
"Grosse Sorgen","2009","Staedtischer Raum","3744","0.32874974755742","0.320200797856961","0.33729869725788",""
"Keine Sorgen","2009","Laendlicher Raum","840","0.129560284331935","0.121290768617127","0.137829800046743",""
"Keine Sorgen","2009","Staedtischer Raum","2013","0.168501912975382","0.161689972224908","0.175313853725855",""
"Einige Sorgen","2010","Laendlicher Raum","3989","0.473663775666427","0.462950367286112","0.484377184046742",""
"Einige Sorgen","2010","Staedtischer Raum","7292","0.46467775676363","0.456828802855613","0.472526710671648",""
"Grosse Sorgen","2010","Laendlicher Raum","3269","0.398165924161184","0.387662488609605","0.408669359712764",""
"Grosse Sorgen","2010","Staedtischer Raum","5577","0.372660911728893","0.365051759242658","0.380270064215129",""
"Keine Sorgen","2010","Laendlicher Raum","1086","0.128170300172389","0.120997801544313","0.135342798800464",""
"Keine Sorgen","2010","Staedtischer Raum","2642","0.162661331507477","0.156853407472563","0.16846925554239",""
"Einige Sorgen","2011","Laendlicher Raum","3606","0.488287988782772","0.476792143897524","0.499783833668021",""
"Einige Sorgen","2011","Staedtischer Raum","6393","0.483522040356242","0.475001542452456","0.492042538260027",""
"Grosse Sorgen","2011","Laendlicher Raum","2508","0.361664861666026","0.350614726185163","0.372714997146889",""
"Grosse Sorgen","2011","Staedtischer Raum","4179","0.317432743186554","0.309496233942816","0.325369252430293",""
"Keine Sorgen","2011","Laendlicher Raum","1149","0.150047149551202","0.141834158283721","0.158260140818682",""
"Keine Sorgen","2011","Staedtischer Raum","2642","0.199045216457204","0.1922373533875","0.205853079526908",""
"Einige Sorgen","2012","Laendlicher Raum","3736","0.497341467448463","0.485961864852181","0.508721070044745",""
"Einige Sorgen","2012","Staedtischer Raum","6273","0.482277618042539","0.47367774836796","0.490877487717117",""
"Grosse Sorgen","2012","Laendlicher Raum","2394","0.334687624810523","0.323947833103713","0.345427416517333",""
"Grosse Sorgen","2012","Staedtischer Raum","3917","0.299838259282371","0.291952608184817","0.307723910379925",""
"Keine Sorgen","2012","Laendlicher Raum","1286","0.167970907741014","0.159462475962572","0.176479339519456",""
"Keine Sorgen","2012","Staedtischer Raum","2779","0.21788412267509","0.210779464475488","0.224988780874692",""
"Einige Sorgen","2013","Laendlicher Raum","3458","0.507130299312681","0.495245732659886","0.519014865965476",""
"Einige Sorgen","2013","Staedtischer Raum","5843","0.484683244579562","0.475729151995885","0.493637337163239",""
"Grosse Sorgen","2013","Laendlicher Raum","2166","0.317388657909571","0.306323949779162","0.328453366039981",""
"Grosse Sorgen","2013","Staedtischer Raum","3590","0.299116796318461","0.290913305958782","0.30732028667814",""
"Keine Sorgen","2013","Laendlicher Raum","1174","0.175481042777748","0.1664388671781","0.184523218377396",""
"Keine Sorgen","2013","Staedtischer Raum","2534","0.216199959101977","0.208824553817501","0.223575364386454",""
"Einige Sorgen","2014","Laendlicher Raum","4736","0.496527138464292","0.486429303319802","0.506624973608783",""
"Einige Sorgen","2014","Staedtischer Raum","8455","0.47895761055901","0.471562120180282","0.486353100937737",""
"Grosse Sorgen","2014","Laendlicher Raum","2977","0.327293223956692","0.317816676187273","0.336769771726111",""
"Grosse Sorgen","2014","Staedtischer Raum","5456","0.313915037663238","0.307044718398682","0.320785356927794",""
"Keine Sorgen","2014","Laendlicher Raum","1705","0.176179637579016","0.168485448311369","0.183873826846662",""
"Keine Sorgen","2014","Staedtischer Raum","3617","0.207127351777753","0.201128027280241","0.213126676275264",""
"Einige Sorgen","2015","Laendlicher Raum","4144","0.459780228827175","0.44937748140516","0.470182976249189",""
"Einige Sorgen","2015","Staedtischer Raum","7573","0.453365921965478","0.445665478730621","0.461066365200335",""
"Grosse Sorgen","2015","Laendlicher Raum","3356","0.398375973767411","0.388157246092602","0.40859470144222",""
"Grosse Sorgen","2015","Staedtischer Raum","5591","0.367378896519732","0.359921763734274","0.374836029305189",""
"Keine Sorgen","2015","Laendlicher Raum","1317","0.141843797405414","0.13456137244399","0.149126222366839",""
"Keine Sorgen","2015","Staedtischer Raum","2891","0.179255181514791","0.173322065097757","0.185188297931824",""
"Einige Sorgen","2016","Laendlicher Raum","3424","0.398108927574003","0.387689696192287","0.408528158955719",""
"Einige Sorgen","2016","Staedtischer Raum","6440","0.411806953773343","0.404079130030378","0.419534777516308",""
"Grosse Sorgen","2016","Laendlicher Raum","4118","0.500172628193639","0.489530076904243","0.510815179483035",""
"Grosse Sorgen","2016","Staedtischer Raum","7128","0.460356713659943","0.452530511590973","0.468182915728914",""
"Keine Sorgen","2016","Laendlicher Raum","937","0.101718444232358","0.0952844321936333","0.108152456271083",""
"Keine Sorgen","2016","Staedtischer Raum","2013","0.127836332566714","0.122593372207545","0.133079292925882",""
"Einige Sorgen","2017","Laendlicher Raum","3854","0.404939227460982","0.394998910428029","0.414879544493936",""
"Einige Sorgen","2017","Staedtischer Raum","7259","0.411037196356923","0.403650341510809","0.418424051203036",""
"Grosse Sorgen","2017","Laendlicher Raum","4472","0.488078202925869","0.477956090252138","0.4982003155996",""
"Grosse Sorgen","2017","Staedtischer Raum","7347","0.448051275075659","0.44058526975628","0.455517280395037",""
"Keine Sorgen","2017","Laendlicher Raum","1042","0.106982569613149","0.100723480564183","0.113241658662115",""
"Keine Sorgen","2017","Staedtischer Raum","2437","0.140911528567419","0.135687960268307","0.146135096866531",""
"Einige Sorgen","2018","Laendlicher Raum","3995","0.454049934362245","0.443740796294212","0.464359072430278",""
"Einige Sorgen","2018","Staedtischer Raum","7489","0.452175098694462","0.444602468413593","0.459747728975331",""
"Grosse Sorgen","2018","Laendlicher Raum","3556","0.402521358840844","0.39236706460562","0.412675653076067",""
"Grosse Sorgen","2018","Staedtischer Raum","5921","0.366650396626126","0.359318431693206","0.373982361559046",""
"Keine Sorgen","2018","Laendlicher Raum","1409","0.143428706796911","0.136171092479475","0.150686321114348",""
"Keine Sorgen","2018","Staedtischer Raum","3184","0.181174504679412","0.175314246256338","0.187034763102486",""
"Einige Sorgen","2019","Laendlicher Raum","4232","0.467204333499686","0.456789059351881","0.477619607647492",""
"Einige Sorgen","2019","Staedtischer Raum","7821","0.481067710739052","0.473403044480168","0.488732376997936",""
"Grosse Sorgen","2019","Laendlicher Raum","3281","0.388396628953274","0.378222210533855","0.398571047372693",""
"Grosse Sorgen","2019","Staedtischer Raum","5246","0.331971938711093","0.32474785386152","0.339196023560666",""
"Keine Sorgen","2019","Laendlicher Raum","1302","0.14439903754704","0.13706142603864","0.15173664905544",""
"Keine Sorgen","2019","Staedtischer Raum","3257","0.186960350549855","0.180979466024131","0.19294123507558",""
"Einige Sorgen","2020","Laendlicher Raum","4120","0.484727693438371","0.47420611226935","0.495249274607393",""
"Einige Sorgen","2020","Staedtischer Raum","7805","0.465305552651445","0.457793174427108","0.472817930875782",""
"Grosse Sorgen","2020","Laendlicher Raum","2655","0.323089471287853","0.313243904328396","0.332935038247309",""
"Grosse Sorgen","2020","Staedtischer Raum","4290","0.280565164958077","0.273798602486336","0.287331727429817",""
"Keine Sorgen","2020","Laendlicher Raum","1892","0.192182835273776","0.183887622517341","0.20047804803021",""
"Keine Sorgen","2020","Staedtischer Raum","4840","0.254129282390478","0.247572139854255","0.260686424926702",""
