year,quintil_oecd,sampreg,plh0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,4th Quintile,West,Very concerned,0.54813,1046,2001,0.52632,0.56994
1996,4th Quintile,West,Somewhat concerned,0.40651,863,2001,0.38498,0.42804
1996,4th Quintile,West,Not concerned at all,0.04536,92,2001,0.03624,0.05448
1996,4th Quintile,East,Very concerned,0.73006,471,674,0.69652,0.76360
1996,4th Quintile,East,Somewhat concerned,0.26190,203,674,0.22868,0.29512
1996,5th Quintile,West,Very concerned,0.50121,975,2035,0.47948,0.52294
1996,5th Quintile,West,Somewhat concerned,0.45003,945,2035,0.42841,0.47165
1996,5th Quintile,West,Not concerned at all,0.04876,115,2035,0.03940,0.05812
1996,5th Quintile,East,Very concerned,0.67866,252,361,0.63042,0.72690
1996,5th Quintile,East,Somewhat concerned,0.29955,109,361,0.25223,0.34687
1997,1st Quintile,West,Very concerned,0.59841,903,1652,0.57476,0.62205
1997,1st Quintile,West,Somewhat concerned,0.35667,656,1652,0.33356,0.37978
1997,1st Quintile,West,Not concerned at all,0.04492,93,1652,0.03493,0.05492
1997,1st Quintile,East,Very concerned,0.79427,541,696,0.76422,0.82432
1997,1st Quintile,East,Somewhat concerned,0.19152,155,696,0.16226,0.22078
1997,2nd Quintile,West,Very concerned,0.61296,976,1740,0.59007,0.63586
1997,2nd Quintile,West,Somewhat concerned,0.34072,673,1740,0.31844,0.36300
1997,2nd Quintile,West,Not concerned at all,0.04632,91,1740,0.03644,0.05619
1997,2nd Quintile,East,Very concerned,0.75805,731,972,0.73111,0.78498
1997,2nd Quintile,East,Somewhat concerned,0.23414,241,972,0.20751,0.26078
1997,3rd Quintile,West,Very concerned,0.61625,1015,1758,0.59351,0.63899
1997,3rd Quintile,West,Somewhat concerned,0.34961,679,1758,0.32732,0.37191
1997,3rd Quintile,West,Not concerned at all,0.03413,64,1758,0.02564,0.04262
1997,3rd Quintile,East,Very concerned,0.76131,636,839,0.73245,0.79017
1997,3rd Quintile,East,Somewhat concerned,0.22902,203,839,0.20057,0.25748
1997,4th Quintile,West,Very concerned,0.59856,1125,1941,0.57674,0.62037
1997,4th Quintile,West,Somewhat concerned,0.36431,741,1941,0.34289,0.38572
1997,4th Quintile,West,Not concerned at all,0.03714,75,1941,0.02872,0.04555
1997,4th Quintile,East,Very concerned,0.71048,479,693,0.67669,0.74428
1997,4th Quintile,East,Somewhat concerned,0.27398,214,693,0.24075,0.30721
1997,5th Quintile,West,Very concerned,0.53179,1045,2023,0.51004,0.55354
1997,5th Quintile,West,Somewhat concerned,0.43303,902,2023,0.41144,0.45463
1997,5th Quintile,West,Not concerned at all,0.03518,76,2023,0.02715,0.04321
1997,5th Quintile,East,Very concerned,0.70717,248,362,0.66023,0.75411
1997,5th Quintile,East,Somewhat concerned,0.27510,114,362,0.22903,0.32117
1998,1st Quintile,West,Very concerned,0.55784,896,1682,0.53409,0.58158
1998,1st Quintile,West,Somewhat concerned,0.38782,690,1682,0.36453,0.41112
1998,1st Quintile,West,Not concerned at all,0.05434,96,1682,0.04350,0.06518
1998,1st Quintile,East,Very concerned,0.70384,421,614,0.66770,0.73998
1998,1st Quintile,East,Somewhat concerned,0.27349,193,614,0.23821,0.30878
1998,2nd Quintile,West,Very concerned,0.56365,857,1661,0.53979,0.58751
1998,2nd Quintile,West,Somewhat concerned,0.39341,721,1661,0.36991,0.41691
1998,2nd Quintile,West,Not concerned at all,0.04294,83,1661,0.03319,0.05270
1998,2nd Quintile,East,Very concerned,0.69758,534,813,0.66599,0.72917
1998,2nd Quintile,East,Somewhat concerned,0.29143,279,813,0.26018,0.32269
1998,3rd Quintile,West,Very concerned,0.59186,877,1623,0.56794,0.61578
1998,3rd Quintile,West,Somewhat concerned,0.37240,673,1623,0.34888,0.39593
1998,3rd Quintile,West,Not concerned at all,0.03573,73,1623,0.02670,0.04477
1998,3rd Quintile,East,Very concerned,0.70436,615,909,0.67468,0.73404
1998,3rd Quintile,East,Somewhat concerned,0.28158,294,909,0.25232,0.31083
1998,4th Quintile,West,Very concerned,0.58241,1051,1867,0.56004,0.60479
1998,4th Quintile,West,Somewhat concerned,0.37022,736,1867,0.34831,0.39213
1998,4th Quintile,West,Not concerned at all,0.04737,80,1867,0.03773,0.05701
1998,4th Quintile,East,Very concerned,0.64130,456,690,0.60549,0.67712
1998,4th Quintile,East,Somewhat concerned,0.33656,234,690,0.30127,0.37184
1998,5th Quintile,West,Very concerned,0.50169,907,1862,0.47897,0.52441
1998,5th Quintile,West,Somewhat concerned,0.45025,863,1862,0.42765,0.47286
1998,5th Quintile,West,Not concerned at all,0.04806,92,1862,0.03834,0.05778
1998,5th Quintile,East,Very concerned,0.59281,235,398,0.54448,0.64114
1998,5th Quintile,East,Somewhat concerned,0.38323,163,398,0.33541,0.43106
1999,1st Quintile,West,Very concerned,0.51044,866,1783,0.48723,0.53365
1999,1st Quintile,West,Somewhat concerned,0.41724,770,1783,0.39434,0.44013
1999,1st Quintile,West,Not concerned at all,0.07233,147,1783,0.06030,0.08435
1999,1st Quintile,East,Very concerned,0.63473,499,776,0.60083,0.66863
1999,1st Quintile,East,Somewhat concerned,0.33885,277,776,0.30553,0.37218
1999,2nd Quintile,West,Very concerned,0.54110,941,1841,0.51833,0.56387
1999,2nd Quintile,West,Somewhat concerned,0.37841,748,1841,0.35625,0.40057
1999,2nd Quintile,West,Not concerned at all,0.08049,152,1841,0.06806,0.09292
1999,2nd Quintile,East,Very concerned,0.68348,678,1025,0.65500,0.71197
1999,2nd Quintile,East,Somewhat concerned,0.27828,311,1025,0.25083,0.30573
1999,2nd Quintile,East,Not concerned at all,0.03824,36,1025,0.02649,0.04999
1999,3rd Quintile,West,Very concerned,0.53000,964,1893,0.50751,0.55249
1999,3rd Quintile,West,Somewhat concerned,0.41800,821,1893,0.39578,0.44023
1999,3rd Quintile,West,Not concerned at all,0.05200,108,1893,0.04199,0.06200
1999,3rd Quintile,East,Very concerned,0.67049,607,927,0.64021,0.70076
1999,3rd Quintile,East,Somewhat concerned,0.30014,288,927,0.27062,0.32966
1999,3rd Quintile,East,Not concerned at all,0.02938,32,927,0.01850,0.04025
1999,4th Quintile,West,Very concerned,0.54173,1115,2125,0.52054,0.56292
1999,4th Quintile,West,Somewhat concerned,0.39409,851,2125,0.37331,0.41487
1999,4th Quintile,West,Not concerned at all,0.06419,159,2125,0.05376,0.07461
1999,4th Quintile,East,Very concerned,0.65775,393,609,0.62003,0.69546
1999,4th Quintile,East,Somewhat concerned,0.31446,216,609,0.27756,0.35137
1999,5th Quintile,West,Very concerned,0.44738,980,2212,0.42666,0.46811
1999,5th Quintile,West,Somewhat concerned,0.47435,1057,2212,0.45354,0.49516
1999,5th Quintile,West,Not concerned at all,0.07827,175,2212,0.06707,0.08946
1999,5th Quintile,East,Very concerned,0.57867,220,380,0.52896,0.62838
1999,5th Quintile,East,Somewhat concerned,0.39043,160,380,0.34131,0.43954
2000,1st Quintile,West,Very concerned,0.48711,775,1740,0.46362,0.51061
2000,1st Quintile,West,Somewhat concerned,0.41059,775,1740,0.38747,0.43371
2000,1st Quintile,West,Not concerned at all,0.10230,190,1740,0.08805,0.11654
2000,1st Quintile,East,Very concerned,0.65802,526,795,0.62502,0.69101
2000,1st Quintile,East,Somewhat concerned,0.31483,269,795,0.28253,0.34714
2000,2nd Quintile,West,Very concerned,0.49998,857,1798,0.47686,0.52310
2000,2nd Quintile,West,Somewhat concerned,0.42916,803,1798,0.40627,0.45204
2000,2nd Quintile,West,Not concerned at all,0.07086,138,1798,0.05900,0.08273
2000,2nd Quintile,East,Very concerned,0.65061,577,896,0.61938,0.68185
2000,2nd Quintile,East,Somewhat concerned,0.31829,319,896,0.28777,0.34881
2000,3rd Quintile,West,Very concerned,0.49703,856,1761,0.47367,0.52039
2000,3rd Quintile,West,Somewhat concerned,0.41943,766,1761,0.39638,0.44249
2000,3rd Quintile,West,Not concerned at all,0.08353,139,1761,0.07061,0.09646
2000,3rd Quintile,East,Very concerned,0.65450,612,956,0.62434,0.68466
2000,3rd Quintile,East,Somewhat concerned,0.31040,308,956,0.28105,0.33974
2000,3rd Quintile,East,Not concerned at all,0.03510,36,956,0.02343,0.04678
2000,4th Quintile,West,Very concerned,0.51643,976,2018,0.49462,0.53824
2000,4th Quintile,West,Somewhat concerned,0.41630,889,2018,0.39479,0.43782
2000,4th Quintile,West,Not concerned at all,0.06726,153,2018,0.05633,0.07819
2000,4th Quintile,East,Very concerned,0.63628,402,636,0.59886,0.67369
2000,4th Quintile,East,Somewhat concerned,0.33358,234,636,0.29691,0.37025
2000,5th Quintile,West,Very concerned,0.44020,919,2181,0.41936,0.46104
2000,5th Quintile,West,Somewhat concerned,0.46366,1031,2181,0.44273,0.48460
2000,5th Quintile,West,Not concerned at all,0.09614,231,2181,0.08377,0.10852
2000,5th Quintile,East,Very concerned,0.51093,180,334,0.45724,0.56462
2000,5th Quintile,East,Somewhat concerned,0.44612,154,334,0.39272,0.49951
2001,1st Quintile,West,Very concerned,0.47830,1219,2677,0.45937,0.49723
2001,1st Quintile,West,Somewhat concerned,0.42022,1173,2677,0.40152,0.43893
2001,1st Quintile,West,Not concerned at all,0.10147,285,2677,0.09003,0.11291
2001,1st Quintile,East,Very concerned,0.60352,668,1165,0.57541,0.63162
2001,1st Quintile,East,Somewhat concerned,0.34070,429,1165,0.31347,0.36793
2001,1st Quintile,East,Not concerned at all,0.05579,68,1165,0.04260,0.06897
2001,2nd Quintile,West,Very concerned,0.51797,1469,2934,0.49989,0.53605
2001,2nd Quintile,West,Somewhat concerned,0.40018,1238,2934,0.38245,0.41792
2001,2nd Quintile,West,Not concerned at all,0.08185,227,2934,0.07193,0.09177
2001,2nd Quintile,East,Very concerned,0.63616,849,1392,0.61088,0.66144
2001,2nd Quintile,East,Somewhat concerned,0.33388,494,1392,0.30909,0.35866
2001,2nd Quintile,East,Not concerned at all,0.02996,49,1392,0.02100,0.03892
2001,3rd Quintile,West,Very concerned,0.53237,1633,3211,0.51510,0.54963
2001,3rd Quintile,West,Somewhat concerned,0.39055,1319,3211,0.37367,0.40743
2001,3rd Quintile,West,Not concerned at all,0.07708,259,3211,0.06786,0.08631
2001,3rd Quintile,East,Very concerned,0.61555,795,1302,0.58912,0.64199
2001,3rd Quintile,East,Somewhat concerned,0.33844,456,1302,0.31272,0.36415
2001,3rd Quintile,East,Not concerned at all,0.04601,51,1302,0.03463,0.05740
2001,4th Quintile,West,Very concerned,0.46403,1639,3618,0.44778,0.48029
2001,4th Quintile,West,Somewhat concerned,0.45061,1669,3618,0.43439,0.46682
2001,4th Quintile,West,Not concerned at all,0.08536,310,3618,0.07625,0.09447
2001,4th Quintile,East,Very concerned,0.59249,546,957,0.56135,0.62364
2001,4th Quintile,East,Somewhat concerned,0.35598,361,957,0.32563,0.38633
2001,4th Quintile,East,Not concerned at all,0.05153,50,957,0.03751,0.06554
2001,5th Quintile,West,Very concerned,0.42456,1642,3915,0.40907,0.44004
2001,5th Quintile,West,Somewhat concerned,0.47585,1865,3915,0.46021,0.49150
2001,5th Quintile,West,Not concerned at all,0.09959,408,3915,0.09021,0.10897
2001,5th Quintile,East,Very concerned,0.53694,310,584,0.49646,0.57741
2001,5th Quintile,East,Somewhat concerned,0.39127,239,584,0.35165,0.43089
2001,5th Quintile,East,Not concerned at all,0.07179,35,584,0.05084,0.09275
2002,1st Quintile,West,Very concerned,0.48360,1076,2378,0.46351,0.50369
2002,1st Quintile,West,Somewhat concerned,0.41727,1062,2378,0.39745,0.43710
2002,1st Quintile,West,Not concerned at all,0.09913,240,2378,0.08711,0.11114
2002,1st Quintile,East,Very concerned,0.60194,606,1053,0.57236,0.63152
2002,1st Quintile,East,Somewhat concerned,0.34524,386,1053,0.31651,0.37397
2002,1st Quintile,East,Not concerned at all,0.05282,61,1053,0.03931,0.06634
2002,2nd Quintile,West,Very concerned,0.51539,1348,2681,0.49647,0.53431
2002,2nd Quintile,West,Somewhat concerned,0.40323,1112,2681,0.38466,0.42180
2002,2nd Quintile,West,Not concerned at all,0.08138,221,2681,0.07103,0.09173
2002,2nd Quintile,East,Very concerned,0.61748,717,1216,0.59015,0.64481
2002,2nd Quintile,East,Somewhat concerned,0.34352,454,1216,0.31682,0.37022
2002,2nd Quintile,East,Not concerned at all,0.03900,45,1216,0.02812,0.04989
2002,3rd Quintile,West,Very concerned,0.50784,1372,2846,0.48947,0.52621
2002,3rd Quintile,West,Somewhat concerned,0.41767,1252,2846,0.39955,0.43579
2002,3rd Quintile,West,Not concerned at all,0.07449,222,2846,0.06484,0.08414
2002,3rd Quintile,East,Very concerned,0.56862,672,1168,0.54020,0.59703
2002,3rd Quintile,East,Somewhat concerned,0.38224,441,1168,0.35436,0.41012
2002,3rd Quintile,East,Not concerned at all,0.04914,55,1168,0.03674,0.06154
2002,4th Quintile,West,Very concerned,0.48124,1512,3322,0.46425,0.49824
2002,4th Quintile,West,Somewhat concerned,0.43680,1512,3322,0.41993,0.45367
2002,4th Quintile,West,Not concerned at all,0.08195,298,3322,0.07262,0.09128
2002,4th Quintile,East,Very concerned,0.50630,520,1027,0.47571,0.53689
2002,4th Quintile,East,Somewhat concerned,0.43431,448,1027,0.40398,0.46464
2002,4th Quintile,East,Not concerned at all,0.05939,59,1027,0.04492,0.07385
2002,5th Quintile,West,Very concerned,0.44035,1785,4296,0.42551,0.45520
2002,5th Quintile,West,Somewhat concerned,0.45439,2041,4296,0.43950,0.46928
2002,5th Quintile,West,Not concerned at all,0.10526,470,4296,0.09608,0.11443
2002,5th Quintile,East,Very concerned,0.47388,311,691,0.43662,0.51114
2002,5th Quintile,East,Somewhat concerned,0.45145,326,691,0.41432,0.48858
2002,5th Quintile,East,Not concerned at all,0.07467,54,691,0.05505,0.09428
2003,1st Quintile,West,Very concerned,0.46032,1043,2364,0.44022,0.48042
2003,1st Quintile,West,Somewhat concerned,0.42849,1067,2364,0.40853,0.44844
2003,1st Quintile,West,Not concerned at all,0.11119,254,2364,0.09852,0.12387
2003,1st Quintile,East,Very concerned,0.51692,509,1026,0.48633,0.54751
2003,1st Quintile,East,Somewhat concerned,0.41536,446,1026,0.38520,0.44553
2003,1st Quintile,East,Not concerned at all,0.06772,71,1026,0.05234,0.08310
2003,2nd Quintile,West,Very concerned,0.46496,1178,2536,0.44554,0.48437
2003,2nd Quintile,West,Somewhat concerned,0.46491,1162,2536,0.44549,0.48433
2003,2nd Quintile,West,Not concerned at all,0.07013,196,2536,0.06019,0.08007
2003,2nd Quintile,East,Very concerned,0.54542,676,1302,0.51836,0.57248
2003,2nd Quintile,East,Somewhat concerned,0.39787,555,1302,0.37127,0.42447
2003,2nd Quintile,East,Not concerned at all,0.05671,71,1302,0.04414,0.06928
2003,3rd Quintile,West,Very concerned,0.43967,1217,2851,0.42145,0.45790
2003,3rd Quintile,West,Somewhat concerned,0.47252,1398,2851,0.45419,0.49085
2003,3rd Quintile,West,Not concerned at all,0.08781,236,2851,0.07742,0.09820
2003,3rd Quintile,East,Very concerned,0.55880,643,1196,0.53065,0.58695
2003,3rd Quintile,East,Somewhat concerned,0.38931,499,1196,0.36166,0.41695
2003,3rd Quintile,East,Not concerned at all,0.05189,54,1196,0.03932,0.06447
2003,4th Quintile,West,Very concerned,0.41476,1374,3459,0.39834,0.43119
2003,4th Quintile,West,Somewhat concerned,0.49311,1750,3459,0.47645,0.50977
2003,4th Quintile,West,Not concerned at all,0.09213,335,3459,0.08249,0.10177
2003,4th Quintile,East,Very concerned,0.47887,439,991,0.44775,0.50999
2003,4th Quintile,East,Somewhat concerned,0.46737,486,991,0.43629,0.49845
2003,4th Quintile,East,Not concerned at all,0.05376,66,991,0.03971,0.06781
2003,5th Quintile,West,Very concerned,0.40094,1949,5522,0.38802,0.41387
2003,5th Quintile,West,Somewhat concerned,0.48851,2870,5522,0.47532,0.50170
2003,5th Quintile,West,Not concerned at all,0.11055,703,5522,0.10227,0.11882
2003,5th Quintile,East,Very concerned,0.37321,287,811,0.33990,0.40652
2003,5th Quintile,East,Somewhat concerned,0.52276,449,811,0.48836,0.55716
2003,5th Quintile,East,Not concerned at all,0.10403,75,811,0.08300,0.12505
2004,1st Quintile,West,Very concerned,0.42380,907,2225,0.40326,0.44434
2004,1st Quintile,West,Somewhat concerned,0.44914,1037,2225,0.42846,0.46981
2004,1st Quintile,West,Not concerned at all,0.12707,281,2225,0.11322,0.14091
2004,1st Quintile,East,Very concerned,0.47551,458,1004,0.44460,0.50642
2004,1st Quintile,East,Somewhat concerned,0.43397,456,1004,0.40330,0.46464
2004,1st Quintile,East,Not concerned at all,0.09052,90,1004,0.07276,0.10828
2004,2nd Quintile,West,Very concerned,0.48872,1168,2514,0.46917,0.50826
2004,2nd Quintile,West,Somewhat concerned,0.39763,1067,2514,0.37849,0.41676
2004,2nd Quintile,West,Not concerned at all,0.11366,279,2514,0.10125,0.12607
2004,2nd Quintile,East,Very concerned,0.51691,621,1249,0.48919,0.54464
2004,2nd Quintile,East,Somewhat concerned,0.42019,554,1249,0.39281,0.44758
2004,2nd Quintile,East,Not concerned at all,0.06289,74,1249,0.04942,0.07636
2004,3rd Quintile,West,Very concerned,0.46196,1264,2825,0.44357,0.48035
2004,3rd Quintile,West,Somewhat concerned,0.44782,1297,2825,0.42948,0.46616
2004,3rd Quintile,West,Not concerned at all,0.09023,264,2825,0.07966,0.10079
2004,3rd Quintile,East,Very concerned,0.53339,606,1168,0.50477,0.56201
2004,3rd Quintile,East,Somewhat concerned,0.40000,482,1168,0.37189,0.42811
2004,3rd Quintile,East,Not concerned at all,0.06661,80,1168,0.05230,0.08091
2004,4th Quintile,West,Very concerned,0.45536,1446,3331,0.43844,0.47227
2004,4th Quintile,West,Somewhat concerned,0.46384,1582,3331,0.44690,0.48078
2004,4th Quintile,West,Not concerned at all,0.08080,303,3331,0.07155,0.09006
2004,4th Quintile,East,Very concerned,0.44458,451,991,0.41363,0.47554
2004,4th Quintile,East,Somewhat concerned,0.48859,472,991,0.45745,0.51973
2004,4th Quintile,East,Not concerned at all,0.06683,68,991,0.05127,0.08238
2004,5th Quintile,West,Very concerned,0.39084,1943,5392,0.37782,0.40387
2004,5th Quintile,West,Somewhat concerned,0.47929,2653,5392,0.46596,0.49263
2004,5th Quintile,West,Not concerned at all,0.12987,796,5392,0.12089,0.13884
2004,5th Quintile,East,Very concerned,0.39899,288,789,0.36480,0.43318
2004,5th Quintile,East,Somewhat concerned,0.48045,408,789,0.44556,0.51533
2004,5th Quintile,East,Not concerned at all,0.12056,93,789,0.09783,0.14330
2005,1st Quintile,West,Very concerned,0.50379,1024,2120,0.48250,0.52508
2005,1st Quintile,West,Somewhat concerned,0.38832,853,2120,0.36757,0.40907
2005,1st Quintile,West,Not concerned at all,0.10788,243,2120,0.09467,0.12109
2005,1st Quintile,East,Very concerned,0.54861,553,1010,0.51790,0.57931
2005,1st Quintile,East,Somewhat concerned,0.35963,375,1010,0.33001,0.38924
2005,1st Quintile,East,Not concerned at all,0.09177,82,1010,0.07395,0.10958
2005,2nd Quintile,West,Very concerned,0.52134,1219,2400,0.50135,0.54133
2005,2nd Quintile,West,Somewhat concerned,0.38943,957,2400,0.36992,0.40894
2005,2nd Quintile,West,Not concerned at all,0.08922,224,2400,0.07782,0.10063
2005,2nd Quintile,East,Very concerned,0.56767,668,1218,0.53983,0.59550
2005,2nd Quintile,East,Somewhat concerned,0.37493,465,1218,0.34773,0.40213
2005,2nd Quintile,East,Not concerned at all,0.05740,85,1218,0.04433,0.07047
2005,3rd Quintile,West,Very concerned,0.50291,1301,2663,0.48392,0.52190
2005,3rd Quintile,West,Somewhat concerned,0.40612,1116,2663,0.38747,0.42478
2005,3rd Quintile,West,Not concerned at all,0.09097,246,2663,0.08004,0.10189
2005,3rd Quintile,East,Very concerned,0.59313,633,1075,0.56375,0.62251
2005,3rd Quintile,East,Somewhat concerned,0.34257,380,1075,0.31419,0.37096
2005,3rd Quintile,East,Not concerned at all,0.06430,62,1075,0.04963,0.07897
2005,4th Quintile,West,Very concerned,0.47289,1515,3297,0.45584,0.48993
2005,4th Quintile,West,Somewhat concerned,0.44084,1479,3297,0.42389,0.45779
2005,4th Quintile,West,Not concerned at all,0.08628,303,3297,0.07669,0.09586
2005,4th Quintile,East,Very concerned,0.52767,517,981,0.49641,0.55893
2005,4th Quintile,East,Somewhat concerned,0.40248,393,981,0.37177,0.43318
2005,4th Quintile,East,Not concerned at all,0.06985,71,981,0.05389,0.08581
2005,5th Quintile,West,Very concerned,0.41846,1977,5095,0.40492,0.43201
2005,5th Quintile,West,Somewhat concerned,0.45926,2386,5095,0.44558,0.47295
2005,5th Quintile,West,Not concerned at all,0.12227,732,5095,0.11328,0.13127
2005,5th Quintile,East,Very concerned,0.41225,292,731,0.37654,0.44795
2005,5th Quintile,East,Somewhat concerned,0.49548,361,731,0.45921,0.53175
2005,5th Quintile,East,Not concerned at all,0.09228,78,731,0.07128,0.11327
2006,1st Quintile,West,Very concerned,0.44620,876,1977,0.42428,0.46812
2006,1st Quintile,West,Somewhat concerned,0.42705,857,1977,0.40524,0.44886
2006,1st Quintile,West,Not concerned at all,0.12675,244,1977,0.11208,0.14142
2006,1st Quintile,East,Very concerned,0.47505,443,935,0.44303,0.50708
2006,1st Quintile,East,Somewhat concerned,0.42265,401,935,0.39097,0.45433
2006,1st Quintile,East,Not concerned at all,0.10229,91,935,0.08286,0.12173
2006,2nd Quintile,West,Very concerned,0.52869,1103,2184,0.50775,0.54964
2006,2nd Quintile,West,Somewhat concerned,0.39541,900,2184,0.37490,0.41592
2006,2nd Quintile,West,Not concerned at all,0.07590,181,2184,0.06479,0.08701
2006,2nd Quintile,East,Very concerned,0.51775,567,1107,0.48830,0.54720
2006,2nd Quintile,East,Somewhat concerned,0.42536,468,1107,0.39622,0.45450
2006,2nd Quintile,East,Not concerned at all,0.05689,72,1107,0.04324,0.07054
2006,3rd Quintile,West,Very concerned,0.44996,1110,2484,0.43039,0.46953
2006,3rd Quintile,West,Somewhat concerned,0.44007,1115,2484,0.42054,0.45959
2006,3rd Quintile,West,Not concerned at all,0.10997,259,2484,0.09766,0.12227
2006,3rd Quintile,East,Very concerned,0.49981,541,1069,0.46982,0.52980
2006,3rd Quintile,East,Somewhat concerned,0.42882,469,1069,0.39914,0.45850
2006,3rd Quintile,East,Not concerned at all,0.07137,59,1069,0.05593,0.08681
2006,4th Quintile,West,Very concerned,0.43639,1289,3084,0.41888,0.45389
