year,pgisced97,sex,plh0040,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,First Stage of Tertiary Education,female,Somewhat concerned,0.44614,127,268,0.38652,0.50577
1995,Second Stage of Tertiary Education,male,Very concerned,0.46696,477,952,0.43525,0.49867
1995,Second Stage of Tertiary Education,male,Somewhat concerned,0.45818,410,952,0.42652,0.48985
1995,Second Stage of Tertiary Education,male,Not concerned at all,0.07486,65,952,0.05813,0.09159
1995,Second Stage of Tertiary Education,female,Very concerned,0.49078,415,790,0.45589,0.52566
1995,Second Stage of Tertiary Education,female,Somewhat concerned,0.43776,337,790,0.40315,0.47238
1995,Second Stage of Tertiary Education,female,Not concerned at all,0.07146,38,790,0.05348,0.08943
1996,No answer / don't know,male,Very concerned,0.49250,55,111,0.39907,0.58593
1996,No answer / don't know,male,Somewhat concerned,0.46995,56,111,0.37668,0.56322
1996,No answer / don't know,female,Very concerned,0.58965,83,133,0.50574,0.67357
1996,No answer / don't know,female,Somewhat concerned,0.37621,50,133,0.29357,0.45886
1996,Pre-primary Level,male,Very concerned,0.36299,56,116,0.27510,0.45087
1996,Pre-primary Level,male,Somewhat concerned,0.49033,60,116,0.39896,0.58170
1996,Pre-primary Level,female,Very concerned,0.43006,68,141,0.34805,0.51207
1996,Pre-primary Level,female,Somewhat concerned,0.49007,73,141,0.40726,0.57288
1996,Primary Level,male,Very concerned,0.50286,96,182,0.43002,0.57570
1996,Primary Level,male,Somewhat concerned,0.39469,86,182,0.32348,0.46590
1996,Primary Level,female,Very concerned,0.56635,157,264,0.50645,0.62624
1996,Primary Level,female,Somewhat concerned,0.34273,107,264,0.28537,0.40010
1996,Lower Secondary Level,male,Very concerned,0.54721,429,813,0.51297,0.58145
1996,Lower Secondary Level,male,Somewhat concerned,0.39577,337,813,0.36213,0.42940
1996,Lower Secondary Level,male,Not concerned at all,0.05702,47,813,0.04107,0.07297
1996,Lower Secondary Level,female,Very concerned,0.67902,981,1541,0.65570,0.70234
1996,Lower Secondary Level,female,Somewhat concerned,0.29301,506,1541,0.27028,0.31574
1996,Lower Secondary Level,female,Not concerned at all,0.02797,54,1541,0.01973,0.03620
1996,Upper Secondary Level,male,Very concerned,0.59693,1922,3303,0.58020,0.61367
1996,Upper Secondary Level,male,Somewhat concerned,0.36980,1268,3303,0.35333,0.38626
1996,Upper Secondary Level,male,Not concerned at all,0.03327,113,3303,0.02715,0.03939
1996,Upper Secondary Level,female,Very concerned,0.64853,2054,3242,0.63209,0.66496
1996,Upper Secondary Level,female,Somewhat concerned,0.33231,1119,3242,0.31609,0.34853
1996,Upper Secondary Level,female,Not concerned at all,0.01916,69,3242,0.01444,0.02388
1996,Post-secondary Non-tertiary Level,male,Very concerned,0.40930,103,221,0.34433,0.47428
1996,Post-secondary Non-tertiary Level,male,Somewhat concerned,0.50518,118,221,0.43911,0.57124
1996,Post-secondary Non-tertiary Level,female,Very concerned,0.41285,98,214,0.34673,0.47897
1996,Post-secondary Non-tertiary Level,female,Somewhat concerned,0.50300,116,214,0.43585,0.57015
1996,First Stage of Tertiary Education,male,Very concerned,0.63025,305,459,0.58604,0.67446
1996,First Stage of Tertiary Education,male,Somewhat concerned,0.34074,154,459,0.29733,0.38415
1996,First Stage of Tertiary Education,female,Very concerned,0.57611,167,278,0.51791,0.63430
1996,First Stage of Tertiary Education,female,Somewhat concerned,0.39366,111,278,0.33613,0.45120
1996,Second Stage of Tertiary Education,male,Very concerned,0.47622,487,955,0.44452,0.50791
1996,Second Stage of Tertiary Education,male,Somewhat concerned,0.45113,410,955,0.41955,0.48271
1996,Second Stage of Tertiary Education,male,Not concerned at all,0.07265,58,955,0.05618,0.08913
1996,Second Stage of Tertiary Education,female,Very concerned,0.48831,420,792,0.45347,0.52314
1996,Second Stage of Tertiary Education,female,Somewhat concerned,0.45063,340,792,0.41596,0.48531
1996,Second Stage of Tertiary Education,female,Not concerned at all,0.06106,32,792,0.04437,0.07775
1997,No answer / don't know,male,Very concerned,0.45856,52,109,0.36459,0.55254
1997,No answer / don't know,male,Somewhat concerned,0.47838,57,109,0.38417,0.57259
1997,No answer / don't know,female,Very concerned,0.58953,75,139,0.50745,0.67160
1997,No answer / don't know,female,Somewhat concerned,0.38955,64,139,0.30819,0.47091
1997,Pre-primary Level,male,Very concerned,0.46683,66,144,0.38506,0.54860
1997,Pre-primary Level,male,Somewhat concerned,0.43846,78,144,0.35713,0.51978
1997,Pre-primary Level,female,Very concerned,0.36100,64,144,0.28228,0.43972
1997,Pre-primary Level,female,Somewhat concerned,0.53351,80,144,0.45174,0.61528
1997,Primary Level,male,Very concerned,0.53425,92,174,0.45992,0.60859
1997,Primary Level,male,Somewhat concerned,0.36690,82,174,0.29508,0.43872
1997,Primary Level,female,Very concerned,0.53224,131,244,0.46951,0.59498
1997,Primary Level,female,Somewhat concerned,0.39626,113,244,0.33476,0.45776
1997,Lower Secondary Level,male,Very concerned,0.57229,440,823,0.53847,0.60611
1997,Lower Secondary Level,male,Somewhat concerned,0.38241,337,823,0.34919,0.41564
1997,Lower Secondary Level,male,Not concerned at all,0.04529,46,823,0.03108,0.05951
1997,Lower Secondary Level,female,Very concerned,0.69076,973,1485,0.66725,0.71428
1997,Lower Secondary Level,female,Somewhat concerned,0.28886,471,1485,0.26580,0.31192
1997,Lower Secondary Level,female,Not concerned at all,0.02038,41,1485,0.01319,0.02757
1997,Upper Secondary Level,male,Very concerned,0.62808,1972,3210,0.61136,0.64480
1997,Upper Secondary Level,male,Somewhat concerned,0.34521,1142,3210,0.32876,0.36166
1997,Upper Secondary Level,male,Not concerned at all,0.02671,96,3210,0.02113,0.03229
1997,Upper Secondary Level,female,Very concerned,0.69142,2194,3219,0.67546,0.70738
1997,Upper Secondary Level,female,Somewhat concerned,0.28942,960,3219,0.27376,0.30509
1997,Upper Secondary Level,female,Not concerned at all,0.01915,65,3219,0.01442,0.02389
1997,Post-secondary Non-tertiary Level,male,Very concerned,0.53546,121,219,0.46925,0.60166
1997,Post-secondary Non-tertiary Level,male,Somewhat concerned,0.37849,98,219,0.31411,0.44287
1997,Post-secondary Non-tertiary Level,female,Very concerned,0.51083,111,203,0.44189,0.57977
1997,Post-secondary Non-tertiary Level,female,Somewhat concerned,0.42071,92,203,0.35263,0.48879
1997,First Stage of Tertiary Education,male,Very concerned,0.63277,303,464,0.58886,0.67668
1997,First Stage of Tertiary Education,male,Somewhat concerned,0.34100,161,464,0.29782,0.38418
1997,First Stage of Tertiary Education,female,Very concerned,0.59589,164,275,0.53778,0.65399
1997,First Stage of Tertiary Education,female,Somewhat concerned,0.38367,111,275,0.32609,0.44125
1997,Second Stage of Tertiary Education,male,Very concerned,0.47900,490,964,0.44744,0.51055
1997,Second Stage of Tertiary Education,male,Somewhat concerned,0.45136,417,964,0.41993,0.48279
1997,Second Stage of Tertiary Education,male,Not concerned at all,0.06965,57,964,0.05357,0.08572
1997,Second Stage of Tertiary Education,female,Very concerned,0.51553,451,767,0.48013,0.55092
1997,Second Stage of Tertiary Education,female,Somewhat concerned,0.43873,316,767,0.40359,0.47388
1998,No answer / don't know,male,Very concerned,0.55241,153,270,0.49299,0.61183
1998,No answer / don't know,male,Somewhat concerned,0.39274,117,270,0.33438,0.45110
1998,No answer / don't know,female,Very concerned,0.62146,189,308,0.56721,0.67572
1998,No answer / don't know,female,Somewhat concerned,0.35561,119,308,0.30206,0.40916
1998,Pre-primary Level,male,Very concerned,0.32769,57,143,0.25049,0.40489
1998,Pre-primary Level,male,Somewhat concerned,0.49392,86,143,0.41169,0.57615
1998,Pre-primary Level,female,Very concerned,0.39943,68,151,0.32105,0.47781
1998,Pre-primary Level,female,Somewhat concerned,0.50367,83,151,0.42366,0.58368
1998,Primary Level,male,Very concerned,0.50641,89,165,0.42989,0.58293
1998,Primary Level,male,Somewhat concerned,0.37395,76,165,0.29989,0.44800
1998,Primary Level,female,Very concerned,0.51110,123,235,0.44705,0.57515
1998,Primary Level,female,Somewhat concerned,0.36994,112,235,0.30808,0.43180
1998,Lower Secondary Level,male,Very concerned,0.51837,447,913,0.48594,0.55080
1998,Lower Secondary Level,male,Somewhat concerned,0.42061,404,913,0.38857,0.45264
1998,Lower Secondary Level,male,Not concerned at all,0.06103,62,913,0.04549,0.07656
1998,Lower Secondary Level,female,Very concerned,0.67112,1023,1596,0.64807,0.69418
1998,Lower Secondary Level,female,Somewhat concerned,0.30726,529,1596,0.28462,0.32990
1998,Lower Secondary Level,female,Not concerned at all,0.02161,44,1596,0.01448,0.02875
1998,Upper Secondary Level,male,Very concerned,0.59389,2015,3479,0.57757,0.61021
1998,Upper Secondary Level,male,Somewhat concerned,0.37294,1337,3479,0.35687,0.38901
1998,Upper Secondary Level,male,Not concerned at all,0.03317,127,3479,0.02722,0.03913
1998,Upper Secondary Level,female,Very concerned,0.64941,2189,3464,0.63352,0.66531
1998,Upper Secondary Level,female,Somewhat concerned,0.32854,1198,3464,0.31289,0.34418
1998,Upper Secondary Level,female,Not concerned at all,0.02205,77,3464,0.01716,0.02694
1998,Post-secondary Non-tertiary Level,male,Very concerned,0.48373,107,221,0.41769,0.54977
1998,Post-secondary Non-tertiary Level,male,Somewhat concerned,0.41563,114,221,0.35051,0.48075
1998,Post-secondary Non-tertiary Level,female,Very concerned,0.52100,126,247,0.45857,0.58343
1998,Post-secondary Non-tertiary Level,female,Somewhat concerned,0.42762,121,247,0.36579,0.48944
1998,First Stage of Tertiary Education,male,Very concerned,0.60180,288,478,0.55787,0.64573
1998,First Stage of Tertiary Education,male,Somewhat concerned,0.36099,190,478,0.31789,0.40410
1998,First Stage of Tertiary Education,female,Very concerned,0.59283,183,308,0.53787,0.64779
1998,First Stage of Tertiary Education,female,Somewhat concerned,0.38762,125,308,0.33311,0.44212
1998,Second Stage of Tertiary Education,male,Very concerned,0.42865,476,1065,0.39891,0.45839
1998,Second Stage of Tertiary Education,male,Somewhat concerned,0.50244,519,1065,0.47239,0.53248
1998,Second Stage of Tertiary Education,male,Not concerned at all,0.06891,70,1065,0.05369,0.08413
1998,Second Stage of Tertiary Education,female,Very concerned,0.47909,448,878,0.44603,0.51215
1998,Second Stage of Tertiary Education,female,Somewhat concerned,0.43522,381,878,0.40241,0.46804
1998,Second Stage of Tertiary Education,female,Not concerned at all,0.08569,49,878,0.06716,0.10421
1999,No answer / don't know,male,Very concerned,0.34327,50,110,0.25413,0.43241
1999,No answer / don't know,male,Somewhat concerned,0.51546,60,110,0.42164,0.60928
1999,No answer / don't know,female,Very concerned,0.41828,63,140,0.33628,0.50029
1999,No answer / don't know,female,Somewhat concerned,0.48222,77,140,0.39915,0.56529
1999,Pre-primary Level,male,Very concerned,0.39202,66,135,0.30936,0.47468
1999,Pre-primary Level,male,Somewhat concerned,0.47287,69,135,0.38833,0.55740
1999,Pre-primary Level,female,Very concerned,0.47283,71,150,0.39266,0.55300
1999,Pre-primary Level,female,Somewhat concerned,0.48867,79,150,0.40840,0.56893
1999,Primary Level,male,Very concerned,0.47493,77,146,0.39365,0.55621
1999,Primary Level,male,Somewhat concerned,0.37559,69,146,0.29677,0.45442
1999,Primary Level,female,Very concerned,0.49772,114,247,0.43524,0.56020
1999,Primary Level,female,Somewhat concerned,0.38369,100,247,0.32292,0.44446
1999,Primary Level,female,Not concerned at all,0.11859,33,247,0.07819,0.15899
1999,Lower Secondary Level,male,Very concerned,0.48566,415,875,0.45253,0.51880
1999,Lower Secondary Level,male,Somewhat concerned,0.42354,377,875,0.39078,0.45630
1999,Lower Secondary Level,male,Not concerned at all,0.09079,83,875,0.07174,0.10984
1999,Lower Secondary Level,female,Very concerned,0.60540,908,1548,0.58105,0.62976
1999,Lower Secondary Level,female,Somewhat concerned,0.35588,564,1548,0.33202,0.37974
1999,Lower Secondary Level,female,Not concerned at all,0.03871,76,1548,0.02910,0.04833
1999,Upper Secondary Level,male,Very concerned,0.54221,1856,3459,0.52560,0.55881
1999,Upper Secondary Level,male,Somewhat concerned,0.40101,1390,3459,0.38467,0.41735
1999,Upper Secondary Level,male,Not concerned at all,0.05678,213,3459,0.04907,0.06450
1999,Upper Secondary Level,female,Very concerned,0.60686,2086,3461,0.59058,0.62313
1999,Upper Secondary Level,female,Somewhat concerned,0.35381,1243,3461,0.33787,0.36974
1999,Upper Secondary Level,female,Not concerned at all,0.03934,132,3461,0.03286,0.04581
1999,Post-secondary Non-tertiary Level,male,Very concerned,0.46099,110,211,0.39357,0.52841
1999,Post-secondary Non-tertiary Level,male,Somewhat concerned,0.40856,101,211,0.34207,0.47504
1999,Post-secondary Non-tertiary Level,female,Very concerned,0.43584,117,247,0.37387,0.49780
1999,Post-secondary Non-tertiary Level,female,Somewhat concerned,0.48304,130,247,0.42059,0.54548
1999,First Stage of Tertiary Education,male,Very concerned,0.55501,282,468,0.50994,0.60009
1999,First Stage of Tertiary Education,male,Somewhat concerned,0.38404,186,468,0.33993,0.42816
1999,First Stage of Tertiary Education,female,Very concerned,0.56286,172,313,0.50782,0.61790
1999,First Stage of Tertiary Education,female,Somewhat concerned,0.40222,141,313,0.34781,0.45663
1999,Second Stage of Tertiary Education,male,Very concerned,0.39339,455,1077,0.36420,0.42258
1999,Second Stage of Tertiary Education,male,Somewhat concerned,0.49373,513,1077,0.46386,0.52361
1999,Second Stage of Tertiary Education,male,Not concerned at all,0.11288,109,1077,0.09397,0.13179
1999,Second Stage of Tertiary Education,female,Very concerned,0.46417,421,878,0.43116,0.49718
1999,Second Stage of Tertiary Education,female,Somewhat concerned,0.45958,400,878,0.42660,0.49257
1999,Second Stage of Tertiary Education,female,Not concerned at all,0.07625,57,878,0.05868,0.09381
2000,Pre-primary Level,male,Very concerned,0.29252,76,233,0.23398,0.35106
2000,Pre-primary Level,male,Somewhat concerned,0.55043,124,233,0.48642,0.61445
2000,Pre-primary Level,male,Not concerned at all,0.15705,33,233,0.11023,0.20387
2000,Pre-primary Level,female,Very concerned,0.41915,104,227,0.35481,0.48348
2000,Pre-primary Level,female,Somewhat concerned,0.49199,123,227,0.42681,0.55717
2000,Primary Level,male,Very concerned,0.41715,69,168,0.34236,0.49194
2000,Primary Level,male,Somewhat concerned,0.36048,62,168,0.28766,0.43331
2000,Primary Level,male,Not concerned at all,0.22237,37,168,0.15930,0.28544
2000,Primary Level,female,Very concerned,0.38751,87,225,0.32371,0.45131
2000,Primary Level,female,Somewhat concerned,0.47298,106,225,0.40760,0.53836
2000,Primary Level,female,Not concerned at all,0.13951,32,225,0.09414,0.18489
2000,Lower Secondary Level,male,Very concerned,0.45691,489,1143,0.42802,0.48580
2000,Lower Secondary Level,male,Somewhat concerned,0.41549,495,1143,0.38691,0.44407
2000,Lower Secondary Level,male,Not concerned at all,0.12760,159,1143,0.10825,0.14695
2000,Lower Secondary Level,female,Very concerned,0.57542,1324,2382,0.55557,0.59528
2000,Lower Secondary Level,female,Somewhat concerned,0.35527,880,2382,0.33605,0.37450
2000,Lower Secondary Level,female,Not concerned at all,0.06930,178,2382,0.05910,0.07951
2000,Upper Secondary Level,male,Very concerned,0.53770,3271,6227,0.52532,0.55009
2000,Upper Secondary Level,male,Somewhat concerned,0.39143,2498,6227,0.37931,0.40355
2000,Upper Secondary Level,male,Not concerned at all,0.07087,458,6227,0.06449,0.07724
2000,Upper Secondary Level,female,Very concerned,0.60620,3901,6494,0.59431,0.61808
2000,Upper Secondary Level,female,Somewhat concerned,0.34668,2291,6494,0.33511,0.35826
2000,Upper Secondary Level,female,Not concerned at all,0.04712,302,6494,0.04196,0.05227
2000,Post-secondary Non-tertiary Level,male,Very concerned,0.42732,216,499,0.38387,0.47076
2000,Post-secondary Non-tertiary Level,male,Somewhat concerned,0.44817,230,499,0.40449,0.49185
2000,Post-secondary Non-tertiary Level,male,Not concerned at all,0.12452,53,499,0.09552,0.15352
2000,Post-secondary Non-tertiary Level,female,Very concerned,0.55784,325,612,0.51846,0.59722
2000,Post-secondary Non-tertiary Level,female,Somewhat concerned,0.38449,249,612,0.34591,0.42306
2000,Post-secondary Non-tertiary Level,female,Not concerned at all,0.05768,38,612,0.03919,0.07616
2000,First Stage of Tertiary Education,male,Very concerned,0.56037,599,1062,0.53051,0.59024
2000,First Stage of Tertiary Education,male,Somewhat concerned,0.36951,402,1062,0.34047,0.39856
2000,First Stage of Tertiary Education,male,Not concerned at all,0.07011,61,1062,0.05475,0.08548
2000,First Stage of Tertiary Education,female,Very concerned,0.60647,473,801,0.57261,0.64032
2000,First Stage of Tertiary Education,female,Somewhat concerned,0.35602,296,801,0.32284,0.38920
2000,First Stage of Tertiary Education,female,Not concerned at all,0.03751,32,801,0.02435,0.05068
2000,Second Stage of Tertiary Education,male,Very concerned,0.41072,912,2144,0.38989,0.43155
2000,Second Stage of Tertiary Education,male,Somewhat concerned,0.47557,997,2144,0.45442,0.49671
2000,Second Stage of Tertiary Education,male,Not concerned at all,0.11371,235,2144,0.10027,0.12715
2000,Second Stage of Tertiary Education,female,Very concerned,0.48188,800,1650,0.45776,0.50600
2000,Second Stage of Tertiary Education,female,Somewhat concerned,0.43294,719,1650,0.40902,0.45685
2000,Second Stage of Tertiary Education,female,Not concerned at all,0.08518,131,1650,0.07171,0.09866
2001,No answer / don't know,male,Somewhat concerned,0.52634,33,33,0.35334,0.69935
2001,Pre-primary Level,male,Very concerned,0.27626,71,255,0.22127,0.33125
2001,Pre-primary Level,male,Somewhat concerned,0.54581,139,255,0.48457,0.60704
2001,Pre-primary Level,male,Not concerned at all,0.17793,45,255,0.13090,0.22497
2001,Pre-primary Level,female,Very concerned,0.36002,102,280,0.30369,0.41634
2001,Pre-primary Level,female,Somewhat concerned,0.51693,142,280,0.45829,0.57557
2001,Pre-primary Level,female,Not concerned at all,0.12305,36,280,0.08450,0.16159
2001,Primary Level,male,Very concerned,0.39426,47,108,0.30166,0.48685
2001,Primary Level,male,Somewhat concerned,0.42254,61,108,0.32895,0.51614
2001,Primary Level,female,Very concerned,0.44184,70,147,0.36128,0.52239
2001,Primary Level,female,Somewhat concerned,0.40127,77,147,0.32176,0.48077
2001,Lower Secondary Level,male,Very concerned,0.44437,415,990,0.41340,0.47534
2001,Lower Secondary Level,male,Somewhat concerned,0.42348,442,990,0.39268,0.45427
2001,Lower Secondary Level,male,Not concerned at all,0.13215,133,990,0.11105,0.15326
2001,Lower Secondary Level,female,Very concerned,0.53838,1069,2065,0.51687,0.55989
2001,Lower Secondary Level,female,Somewhat concerned,0.38098,824,2065,0.36003,0.40193
2001,Lower Secondary Level,female,Not concerned at all,0.08064,172,2065,0.06889,0.09238
2001,Upper Secondary Level,male,Very concerned,0.51161,2805,5597,0.49851,0.52471
2001,Upper Secondary Level,male,Somewhat concerned,0.40965,2352,5597,0.39676,0.42253
2001,Upper Secondary Level,male,Not concerned at all,0.07874,440,5597,0.07169,0.08580
2001,Upper Secondary Level,female,Very concerned,0.56777,3305,5896,0.55513,0.58042
2001,Upper Secondary Level,female,Somewhat concerned,0.37477,2265,5896,0.36241,0.38713
2001,Upper Secondary Level,female,Not concerned at all,0.05746,326,5896,0.05152,0.06340
2001,Post-secondary Non-tertiary Level,male,Very concerned,0.40951,186,478,0.36538,0.45364
2001,Post-secondary Non-tertiary Level,male,Somewhat concerned,0.46632,240,478,0.42155,0.51109
2001,Post-secondary Non-tertiary Level,male,Not concerned at all,0.12416,52,478,0.09457,0.15376
2001,Post-secondary Non-tertiary Level,female,Very concerned,0.48037,273,579,0.43964,0.52110
2001,Post-secondary Non-tertiary Level,female,Somewhat concerned,0.45028,266,579,0.40972,0.49084
2001,Post-secondary Non-tertiary Level,female,Not concerned at all,0.06935,40,579,0.04864,0.09007
2001,First Stage of Tertiary Education,male,Very concerned,0.53973,519,955,0.50810,0.57136
2001,First Stage of Tertiary Education,male,Somewhat concerned,0.39378,374,955,0.36277,0.42478
2001,First Stage of Tertiary Education,male,Not concerned at all,0.06649,62,955,0.05068,0.08230
2001,First Stage of Tertiary Education,female,Very concerned,0.57939,391,708,0.54301,0.61578
2001,First Stage of Tertiary Education,female,Somewhat concerned,0.37584,281,708,0.34014,0.41155
2001,First Stage of Tertiary Education,female,Not concerned at all,0.04476,36,708,0.02952,0.06000
2001,Second Stage of Tertiary Education,male,Very concerned,0.37964,784,1986,0.35829,0.40098
2001,Second Stage of Tertiary Education,male,Somewhat concerned,0.50583,986,1986,0.48383,0.52782
2001,Second Stage of Tertiary Education,male,Not concerned at all,0.11454,216,1986,0.10053,0.12855
2001,Second Stage of Tertiary Education,female,Very concerned,0.43321,692,1545,0.40849,0.45793
2001,Second Stage of Tertiary Education,female,Somewhat concerned,0.47610,733,1545,0.45119,0.50101
2001,Second Stage of Tertiary Education,female,Not concerned at all,0.09069,120,1545,0.07637,0.10502
2002,No answer / don't know,male,Very concerned,0.32699,36,87,0.22784,0.42613
2002,No answer / don't know,male,Somewhat concerned,0.54207,51,87,0.43677,0.64737
2002,No answer / don't know,female,Somewhat concerned,0.48883,41,41,0.33392,0.64374
2002,Pre-primary Level,male,Very concerned,0.31315,83,294,0.26004,0.36625
2002,Pre-primary Level,male,Somewhat concerned,0.52233,160,294,0.46514,0.57953
2002,Pre-primary Level,male,Not concerned at all,0.16452,51,294,0.12207,0.20697
2002,Pre-primary Level,female,Very concerned,0.35647,108,311,0.30315,0.40978
2002,Pre-primary Level,female,Somewhat concerned,0.51794,162,311,0.46232,0.57356
2002,Pre-primary Level,female,Not concerned at all,0.12559,41,311,0.08870,0.16248
2002,Primary Level,male,Very concerned,0.41388,45,99,0.31636,0.51139
2002,Primary Level,male,Somewhat concerned,0.41768,54,99,0.32003,0.51532
2002,Primary Level,female,Very concerned,0.44733,68,143,0.36554,0.52911
2002,Primary Level,female,Somewhat concerned,0.40972,75,143,0.32883,0.49061
2002,Lower Secondary Level,male,Very concerned,0.42926,381,941,0.39762,0.46090
