year,migback,sampreg,plh0040,proportion,n,lower_confidence,upper_confidence
1998,Direct migration background,East,3.0,0.00014218683349921798,14238,-5.3666239732086326e-05,0.0003380399067305223
1998,Indirect migration background,East,3.0,0.00014218683349921798,14238,-5.3666239732086326e-05,0.0003380399067305223
1999,No migration background,West,1.0,0.2675322769953052,13674,0.2601125039320257,0.2749520500585847
1999,No migration background,West,2.0,0.22564553990610328,13674,0.21863919419864083,0.23265188561356573
1999,No migration background,East,1.0,0.16879401408450703,13674,0.1625157275110803,0.17507230065793378
1999,No migration background,East,2.0,0.08971537558685445,13674,0.08492543279000214,0.09450531838370677
1999,Direct migration background,West,1.0,0.07137617370892019,13674,0.06706093498661563,0.07569141243122475
1999,Direct migration background,West,2.0,0.06580105633802817,13674,0.06164535429003093,0.06995675838602541
1999,No migration background,West,3.0,0.034184272300469484,13674,0.031138702272348207,0.03722984232859076
1999,Indirect migration background,West,2.0,0.02009976525821596,13674,0.01774745443330029,0.02245207608313163
1999,Indirect migration background,West,1.0,0.018045774647887324,13674,0.01581455836813611,0.020276990927638537
1999,Direct migration background,West,3.0,0.015771713615023473,13674,0.013683400355493711,0.017860026874553236
1999,No migration background,East,3.0,0.009096244131455399,13674,0.007504933095369968,0.01068755516754083
1999,Direct migration background,East,1.0,0.006015258215962441,13674,0.004719197700713806,0.007311318731211077
1999,Indirect migration background,West,3.0,0.0044014084507042256,13674,0.0032918600370690472,0.005510956864339404
1999,Direct migration background,East,2.0,0.0018339201877934272,13674,0.0011167868655036117,0.0025510535100832427
1999,Indirect migration background,East,1.0,0.0010269953051643193,13674,0.0004901249931410231,0.0015638656171876155
1999,Indirect migration background,East,2.0,0.00029342723004694836,13674,6.352632758675585e-06,0.0005805018273352211
1999,Indirect migration background,East,3.0,0.00022007042253521127,13674,-2.8552592767560155e-05,0.00046869343783798273
1999,Direct migration background,East,3.0,0.00014671361502347418,13674,-5.629367412368305e-05,0.0003497209041706314
2000,No migration background,West,1.0,0.3059919772689286,24107,0.30017467336056186,0.3118092811772954
2000,No migration background,West,2.0,0.24281297008189873,24107,0.23740016969923552,0.24822577046456193
2000,No migration background,East,1.0,0.15042620758816647,24107,0.1459134002372221,0.15493901493911083
2000,No migration background,East,2.0,0.0757145244860438,24107,0.07237505752427956,0.07905399144780803
2000,Direct migration background,West,2.0,0.06046297843891025,24107,0.057454227735916776,0.06347172914190372
2000,Direct migration background,West,1.0,0.054821995654354,24107,0.05194844596689093,0.05769554534181707
2000,No migration background,West,3.0,0.04516964733411332,24107,0.042548020067275566,0.047791274600951075
2000,Direct migration background,West,3.0,0.015293331104796925,24107,0.013744197151942257,0.016842465057651593
2000,Indirect migration background,West,2.0,0.015000835701153268,24107,0.013466359540731273,0.016535311861575263
2000,Indirect migration background,West,1.0,0.013371218452281465,24107,0.011921289006852426,0.014821147897710503
2000,No migration background,East,3.0,0.009318067858933646,24107,0.008105197051653431,0.01053093866621386
2000,Indirect migration background,West,3.0,0.004387431054654855,24107,0.0035531068844528346,0.005221755224856876
2000,Direct migration background,East,1.0,0.004011365535684439,24107,0.0032134483884840486,0.004809282682884829
2000,Direct migration background,East,2.0,0.0019221126525154604,24107,0.0013692005157608094,0.0024750247892701112
2000,Indirect migration background,East,1.0,0.000584990807287314,24107,0.0002797574863295997,0.0008902241282450283
2000,Indirect migration background,East,2.0,0.00041785057663379577,24107,0.00015985976650522598,0.0006758413867623656
2000,Direct migration background,East,3.0,0.00025071034598027743,24107,5.085481692346136e-05,0.0004505658750370935
2000,Indirect migration background,East,3.0,4.178505766337958e-05,24107,-3.981414528381825e-05,0.0001233842606105774
2001,No migration background,West,1.0,0.28092108286988093,21921,0.27497122851164013,0.28687093722812174
2001,No migration background,West,2.0,0.26010019763754194,21921,0.2542927849763866,0.2659076102986973
2001,No migration background,East,1.0,0.1412418991588914,21921,0.1366314515843312,0.1458523467334516
2001,No migration background,East,2.0,0.08889093165418026,21921,0.0851235483920893,0.09265831491627122
2001,Direct migration background,West,2.0,0.05828009376292687,21921,0.05517877157266224,0.06138141595319151
2001,Direct migration background,West,1.0,0.05497081399089948,21921,0.051953541140649435,0.057988086841149526
2001,No migration background,West,3.0,0.04954727214229903,21921,0.04667450102597935,0.05242004325861871
2001,Indirect migration background,West,2.0,0.015535230040906374,21921,0.013898093793759485,0.017172366288053263
2001,Direct migration background,West,3.0,0.01420232568828423,21921,0.012635937070035227,0.015768714306533232
2001,Indirect migration background,West,1.0,0.013558854621501125,21921,0.012027862408278077,0.015089846834724174
2001,No migration background,East,3.0,0.011352668106816196,21921,0.009950191711804932,0.012755144501827461
2001,Indirect migration background,West,3.0,0.0046881463437054745,21921,0.0037838598204974635,0.005592432866913486
2001,Direct migration background,East,1.0,0.00381486418164269,21921,0.0029987790616024536,0.0046309493016829266
2001,Direct migration background,East,2.0,0.0015167532288458887,21921,0.0010015794556299412,0.002031927002061836
2001,Indirect migration background,East,2.0,0.0005515466286712322,21921,0.000240735036834893,0.0008623582205075715
2001,Indirect migration background,East,1.0,0.0005515466286712322,21921,0.000240735036834893,0.0008623582205075715
2001,Direct migration background,East,3.0,0.0002757733143356161,21921,5.5966011130905916e-05,0.0004955806175403263
2002,No migration background,West,1.0,0.28252041395572247,23026,0.27670505519172356,0.2883357727197214
2002,No migration background,West,2.0,0.2752281559757216,23026,0.2694592440563859,0.2809970678950573
2002,No migration background,East,1.0,0.12414305052181128,23026,0.11988388402315182,0.12840221702047072
2002,No migration background,East,2.0,0.09270337539845422,23026,0.08895736272368612,0.09644938807322231
2002,No migration background,West,3.0,0.05833806384000698,23026,0.05531066015826396,0.061365467521750004
2002,Direct migration background,West,2.0,0.05689707873018646,23026,0.05390501147901523,0.05988914598135768
2002,Direct migration background,West,1.0,0.04807650320946683,23026,0.04531329073570112,0.05083971568323255
2002,Indirect migration background,West,2.0,0.016418497008864243,23026,0.014777080879376962,0.018059913138351525
2002,No migration background,East,3.0,0.012706868695690144,23026,0.011260133156395515,0.014153604234984773
2002,Direct migration background,West,3.0,0.011178551154971399,23026,0.00982055506465454,0.012536547245288257
2002,Indirect migration background,West,1.0,0.011091218724073185,23026,0.00973847797445853,0.01244395947368784
2002,Indirect migration background,West,3.0,0.004759617483952666,23026,0.0038706275539824512,0.00564860741392288
2002,Direct migration background,East,1.0,0.003405964805030348,23026,0.0026534309532051225,0.0041584986568555735
2002,Direct migration background,East,2.0,0.0013973188943714248,23026,0.0009148259678526947,0.001879811820890155
2002,Indirect migration background,East,2.0,0.0005239945853892843,23026,0.0002284000459295674,0.0008195891248490013
2002,Indirect migration background,East,1.0,0.0003493297235928562,23026,0.00010795670480307667,0.0005907027423826357
2002,Direct migration background,East,3.0,0.00013099864634732108,23026,-1.6827677615932624e-05,0.0002788249703105748
2002,Indirect migration background,East,3.0,0.00013099864634732108,23026,-1.6827677615932624e-05,0.0002788249703105748
2003,No migration background,West,2.0,0.2984770193092195,22166,0.2924529659840842,0.3045010726343548
2003,No migration background,West,1.0,0.25142779439760676,22166,0.24571648222704442,0.25713910656816913
2003,No migration background,East,1.0,0.11213851871997099,22166,0.10798455765123924,0.11629247978870275
2003,No migration background,East,2.0,0.10828574018674644,22166,0.10419491522305926,0.11237656515043362
2003,No migration background,West,3.0,0.062460339044510926,22166,0.05927460585579024,0.06564607223323161
2003,Direct migration background,West,2.0,0.057882331610914696,22166,0.054808090048745886,0.060956573173083506
2003,Direct migration background,West,1.0,0.04387634847248663,22166,0.04117994625176611,0.04657275069320715
2003,Indirect migration background,West,2.0,0.017496147221466776,22166,0.01577010764220775,0.0192221868007258
2003,No migration background,East,3.0,0.014912519263892665,22166,0.013316914531792614,0.016508123995992715
2003,Indirect migration background,West,1.0,0.011195721149487806,22166,0.009810581337787835,0.012580860961187778
2003,Direct migration background,West,3.0,0.011014413924394888,22166,0.009640409647388833,0.012388418201400943
2003,Indirect migration background,West,3.0,0.004759314658689149,22166,0.0038532719346357136,0.005665357382742584
2003,Direct migration background,East,1.0,0.0030822228265796393,22166,0.0023524728438755584,0.00381197280928372
2003,Direct migration background,East,2.0,0.0014051309944701296,22166,0.000911996390343986,0.0018982655985962734
2003,Indirect migration background,East,2.0,0.0006799020940984499,22166,0.00033674900940473725,0.0010230551787921624
2003,Indirect migration background,East,1.0,0.0005439216752787598,22166,0.00023697534424013824,0.0008508680063173814
2003,Indirect migration background,East,3.0,0.00018130722509291996,22166,4.059533211381186e-06,0.00035855491697445874
2003,Direct migration background,East,3.0,0.00018130722509291996,22166,4.059533211381186e-06,0.00035855491697445874
2004,No migration background,West,2.0,0.2820715648410963,21612,0.276071874674778,0.2880712550074146
2004,No migration background,West,1.0,0.25768926527383557,21612,0.25185817686533163,0.2635203536823395
2004,No migration background,East,1.0,0.10962728584058443,21612,0.10546191335375099,0.11379265832741786
2004,No migration background,East,2.0,0.1078125727048532,21612,0.10367761238628795,0.11194753302341845
2004,No migration background,West,3.0,0.07137871667209529,21612,0.06794620299628444,0.07481123034790614
2004,Direct migration background,West,2.0,0.05518589176864734,21612,0.05214153315593274,0.05823025038136194
2004,Direct migration background,West,1.0,0.044018426317993575,21612,0.041283468649372046,0.046753383986615105
2004,No migration background,East,3.0,0.018379786887534316,21612,0.01658897250377126,0.02017060127129737
2004,Indirect migration background,West,2.0,0.018054069145223582,21612,0.016278899226054164,0.019829239064393
2004,Direct migration background,West,3.0,0.012796054162207436,21612,0.011297577208257603,0.014294531116157269
2004,Indirect migration background,West,1.0,0.011446652086920106,21612,0.010028418098966565,0.012864886074873648
2004,Indirect migration background,West,3.0,0.005351077195104928,21612,0.004378410359355023,0.006323744030854833
2004,Direct migration background,East,1.0,0.00274533525661905,21612,0.0020477306755556164,0.0034429398376824836
2004,Direct migration background,East,2.0,0.001721650923642455,21612,0.0011689286477469668,0.002274373199537943
2004,Indirect migration background,East,2.0,0.0008375599087990321,21612,0.0004518732803554223,0.001223246537242642
2004,Indirect migration background,East,1.0,0.00041877995439951605,21612,0.0001460011769563943,0.0006915587318426378
2004,Indirect migration background,East,3.0,0.00032571774231073474,21612,8.513827462372796e-05,0.0005662972099977415
2004,Direct migration background,East,3.0,0.00013959331813317202,21612,-1.7917574526006655e-05,0.00029710421079235066
2005,No migration background,West,1.0,0.28092070120914875,20698,0.274797590030686,0.2870438123876115
2005,No migration background,West,2.0,0.2604768610692954,20698,0.2544975336076401,0.2664561885309507
2005,No migration background,East,1.0,0.12533385130869712,20698,0.12082311715642743,0.1298445854609668
2005,No migration background,East,2.0,0.09381828776768805,20698,0.08984597644651189,0.09779059908886421
2005,No migration background,West,3.0,0.06754722478512115,20698,0.06412814639394267,0.07096630317629964
2005,Direct migration background,West,2.0,0.05127956101587918,20698,0.048274639330126226,0.054284482701632136
2005,Direct migration background,West,1.0,0.04666634293206429,20698,0.04379280968001728,0.049539876184111306
2005,No migration background,East,3.0,0.01811295100276793,20698,0.01629610862140742,0.019929793384128442
2005,Indirect migration background,West,2.0,0.018064390812411985,20698,0.016249940645085628,0.01987884097973834
2005,Indirect migration background,West,1.0,0.014082455203224396,20698,0.012477173089259677,0.015687737317189115
2005,Direct migration background,West,3.0,0.011654445685427088,20698,0.010192295116052998,0.013116596254801178
2005,Indirect migration background,West,3.0,0.005730102462001651,20698,0.004701789714863277,0.006758415209140026
2005,Direct migration background,East,1.0,0.0031078521827805567,20698,0.002349543297218925,0.003866161068342188
2005,Direct migration background,East,2.0,0.001456805710678386,20698,0.0009371973556600503,0.0019764140656967216
2005,Indirect migration background,East,1.0,0.0008740834264070315,20698,0.00047147910229783656,0.0012766877505162265
2005,Indirect migration background,East,2.0,0.0006312824746273005,20698,0.0002890930197499849,0.0009734719295046161
2005,Indirect migration background,East,3.0,0.00014568057106783858,20698,-1.8741858503602696e-05,0.00031010300063927986
2005,Direct migration background,East,3.0,9.71203807118924e-05,20698,-3.713323090768193e-05,0.00023137399233146672
2006,No migration background,West,2.0,0.28664405536712806,22269,0.28070482287922643,0.2925832878550297
2006,No migration background,West,1.0,0.2638646988724906,22269,0.25807607698924756,0.2696533207557336
2006,No migration background,East,1.0,0.11128426070217252,22269,0.10715374742936089,0.11541477397498416
2006,No migration background,East,2.0,0.10234668622238519,22269,0.09836564269737305,0.10632772974739732
2006,No migration background,West,3.0,0.07113392611605096,22269,0.06775778451075831,0.07451006772134361
2006,Direct migration background,West,2.0,0.04830873590613255,22269,0.045492515818959134,0.051124955993305965
2006,Direct migration background,West,1.0,0.043129526079383994,22269,0.04046131837638451,0.04579773378238348
2006,No migration background,East,3.0,0.019983499862498855,22269,0.018145446212882013,0.021821553512115698
2006,Indirect migration background,West,2.0,0.01627096892474104,22269,0.014609278315184696,0.017932659534297384
2006,Indirect migration background,West,1.0,0.013429278577321478,22269,0.011917472222525469,0.014941084932117488
2006,Direct migration background,West,3.0,0.011733431111925933,22269,0.010319086371366595,0.01314777585248527
2006,Indirect migration background,West,3.0,0.005133376111467596,22269,0.004194756364104792,0.006071995858830399
2006,Direct migration background,East,1.0,0.003070858923824365,22269,0.0023441377871097333,0.003797580060538997
2006,Direct migration background,East,2.0,0.001558346319552663,22269,0.0010402636689699697,0.002076428970135356
2006,Indirect migration background,East,1.0,0.0008250068750572921,22269,0.0004479079662969343,0.0012021057838176499
2006,Indirect migration background,East,2.0,0.0007791731597763315,22269,0.0004126904884029283,0.0011456558311497347
2006,Direct migration background,East,3.0,0.0003666697222476854,22269,0.00011521279596809082,0.0006181266485272799
2006,Indirect migration background,East,3.0,0.000137501145842882,22269,-1.650179433092391e-05,0.00029150408601668796
2007,No migration background,West,2.0,0.2774750895793452,20850,0.2713973588603024,0.28355282029838796
2007,No migration background,West,1.0,0.27035782653512,20850,0.2643290737011938,0.27638657936904626
2007,No migration background,East,1.0,0.11608501447994896,20850,0.1117369460535148,0.12043308290638312
2007,No migration background,East,2.0,0.09993619005546557,20850,0.09586519021049685,0.1040071899004343
2007,No migration background,West,3.0,0.0730378442055662,20850,0.06950594731247532,0.07656974109865707
2007,Direct migration background,West,2.0,0.04937908015510725,20850,0.04643819393004695,0.05231996638016755
2007,Direct migration background,West,1.0,0.03794237471162813,20850,0.03534899661124378,0.040535752812012486
2007,No migration background,East,3.0,0.02213714229617631,20850,0.020140028575771685,0.024134256016580938
2007,Indirect migration background,West,2.0,0.016885093015265303,20850,0.015136225499393375,0.01863396053113723
2007,Indirect migration background,West,1.0,0.013498257497668482,20850,0.011931900237605082,0.015064614757731883
2007,Direct migration background,West,3.0,0.011338536298041525,20850,0.009901375566211342,0.012775697029871708
2007,Indirect migration background,West,3.0,0.005546556717223776,20850,0.004538448862068964,0.006554664572378589
2007,Direct migration background,East,1.0,0.0028959897904088745,20850,0.002166579667259101,0.003625399913558648
2007,Direct migration background,East,2.0,0.001227114317969862,20850,0.0007519115897588458,0.0017023170461808784
2007,Indirect migration background,East,2.0,0.0008344377362195062,20850,0.00044249850330691453,0.0012263769691320979
2007,Indirect migration background,East,1.0,0.0007853531635007117,20850,0.00040510691661610547,0.001165599410385318
2007,Direct migration background,East,3.0,0.0003435920090315614,20850,9.202716644753447e-05,0.0005951568516155883
2007,Indirect migration background,East,3.0,0.0002945074363127669,20850,6.159793076645017e-05,0.0005274169418590836
2008,No migration background,West,2.0,0.2952549243802297,19571,0.2888639928798234,0.301645855880636
2008,No migration background,West,1.0,0.23740969804064238,19571,0.23144835066227734,0.24337104541900742
2008,No migration background,East,2.0,0.11220830518164336,19571,0.10778631673840915,0.11663029362487758
2008,No migration background,East,1.0,0.10228158619614365,19571,0.09803618872523127,0.10652698366705603
2008,No migration background,West,3.0,0.08840496855672782,19571,0.08442766375418496,0.09238227335927067
2008,Direct migration background,West,2.0,0.04760667324983109,19571,0.04462340949433814,0.050589937005324034
2008,Direct migration background,West,1.0,0.03518528143027909,19571,0.032603900856096005,0.03776666200446217
2008,No migration background,East,3.0,0.026661815913933788,19571,0.02440484321266574,0.028918788615201835
2008,Indirect migration background,West,2.0,0.01808637804687906,19571,0.016219301999030985,0.019953454094727135
2008,Indirect migration background,West,1.0,0.012733225923808534,19571,0.01116237111475602,0.014304080732861048
2008,Direct migration background,West,3.0,0.011329972454654124,19571,0.009847148224413946,0.012812796684894302
2008,Indirect migration background,West,3.0,0.006600488540096669,19571,0.0054660014071192045,0.007734975673074133
2008,Direct migration background,East,2.0,0.0020788940283769037,19571,0.0014407571511216102,0.0027170309056321973
2008,Direct migration background,East,1.0,0.0018190322748297906,19571,0.0012220321695283764,0.0024160323801312045
2008,Indirect migration background,East,2.0,0.000883529962060184,19571,0.00046726652784301006,0.001299793396277358
2008,Indirect migration background,East,1.0,0.0007795852606413388,19571,0.00038855351042138694,0.0011706170108612907
2008,Indirect migration background,East,3.0,0.0004677511563848033,19571,0.00016481200592737363,0.0007706903068422329
2008,Direct migration background,East,3.0,0.00020788940283769034,19571,5.9037178593429065e-06,0.0004098750878160378
2009,No migration background,West,2.0,0.31738597078175534,18254,0.3106335652634255,0.3241383763000852
2009,No migration background,West,1.0,0.19811531169844987,18254,0.19233312607283837,0.20389749732406137
2009,No migration background,East,2.0,0.12573882011821122,18254,0.12092896122131498,0.13054867901510747
2009,No migration background,West,3.0,0.10722649715623954,18254,0.10273802274396067,0.11171497156851841
2009,No migration background,East,1.0,0.09021969443515111,18254,0.08606349872464811,0.09437589014565412
2009,Direct migration background,West,2.0,0.047172967547674804,18254,0.04409736167117766,0.05024857342417195
2009,No migration background,East,3.0,0.03016616482658637,18254,0.02768482775589181,0.03264750189728093
2009,Direct migration background,West,1.0,0.02704360432697669,18254,0.024690419586643593,0.02939678906730979
2009,Indirect migration background,West,2.0,0.018568082970893275,18254,0.01660973135330105,0.0205264345884855
2009,Direct migration background,West,3.0,0.01371696219471395,18254,0.012029605879821464,0.015404318509606437
2009,Indirect migration background,West,1.0,0.011207761793241887,18254,0.009680586045717554,0.01273493754076622
2009,Indirect migration background,West,3.0,0.007137281141964983,18254,0.005916077608634813,0.008358484675295152
2009,Direct migration background,East,1.0,0.0023976803836288614,18254,0.0016881819867792715,0.0031071787804784513
2009,Direct migration background,East,2.0,0.0014497602319616372,18254,0.0008977970626180273,0.0020017234013052472
2009,Indirect migration background,East,2.0,0.0011152001784320285,18254,0.0006310153627316463,0.0015993849941324106
2009,Indirect migration background,East,3.0,0.0005576000892160142,18254,0.00021513417657748795,0.0009000660018545405
2009,Indirect migration background,East,1.0,0.0005018400802944129,18254,0.0001769393259136655,0.0008267408346751602
2009,Direct migration background,East,3.0,0.0002788000446080071,18254,3.6606301872666385e-05,0.0005209937873433478
2010,No migration background,West,2.0,0.29297841123454205,24328,0.2872591884381594,0.2986976340309247
2010,No migration background,West,1.0,0.2194508488786418,24328,0.2142500312127659,0.2246516665445177
2010,No migration background,East,2.0,0.10241039614336617,24328,0.0986004942044837,0.10622029808224863
2010,No migration background,West,3.0,0.09884720184447705,24328,0.09509674411063018,0.10259765957832392
2010,No migration background,East,1.0,0.08715154055753511,24328,0.08360716489762832,0.09069591621744191
2010,Direct migration background,West,2.0,0.05416055334311465,24328,0.051316399229480725,0.05700470745674857
2010,Direct migration background,West,1.0,0.04498008803185915,24328,0.042375618797495365,0.04758455726622293
2010,No migration background,East,3.0,0.030559631104590233,24328,0.028396725969583942,0.03272253623959652
2010,Indirect migration background,West,2.0,0.020247327604275833,24328,0.0184774430015519,0.022017212206999766
2010,Direct migration background,West,3.0,0.017941731293229932,24328,0.016273702011874284,0.01960976057458558
2010,Indirect migration background,West,1.0,0.015636134982184028,24328,0.014077137532803999,0.017195132431564057
2010,Indirect migration background,West,3.0,0.007210228463634458,24328,0.00614705034973529,0.008273406577533626
2010,Direct migration background,East,1.0,0.002389436176902117,24328,0.0017759128146216327,0.0030029595391826017
2010,Direct migration background,East,2.0,0.001970236847621044,24328,0.0014130076906195123,0.0025274660046225757
2010,Indirect migration background,East,1.0,0.0012156780549151122,24328,0.0007778052082769848,0.0016535509015532396
