"year","quintil","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2000","5 Einkommensstärkstes Quintil","Westdeutschland","623.64","568.5","830","295","409","776","987","1587","603.17","644.11","10","2137","562","613"
"2001","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2001","1 Einkommensschwächstes Quintil","Westdeutschland","399.71","382.5","3138","225","296","486","587","859","394.36","405.06","14","2070","398","409"
"2001","2","Ostdeutschland","","","","","","","","","","","","","",""
"2001","2","Westdeutschland","","","","","","","","","","","","","",""
"2001","3","Ostdeutschland","357.58","331.5","708","217","276","409","507","975","348.28","366.88","76","975","332","358"
"2001","3","Westdeutschland","","","","","","","","","","","","","",""
"2001","4","Ostdeutschland","418.72","382.5","355","225","295","526","664","986","400.53","436.91","70","986","363","396"
"2001","4","Westdeutschland","","","","","","","","","","","","","",""
"2001","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2001","5 Einkommensstärkstes Quintil","Westdeutschland","643.19","571","804","322","430","766","1022","1891","622","664.38","102","2199","562","598"
"2002","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2002","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2002","2","Ostdeutschland","346.27","332.5","878","215","272","395","503","717","338.09","354.45","75","760","330","348"
"2002","2","Westdeutschland","","","","","","","","","","","","","",""
"2002","3","Ostdeutschland","381.37","349.5","746","223","283","453","560","999","370.85","391.89","87","999","346","367"
"2002","3","Westdeutschland","","","","","","","","","","","","","",""
"2002","4","Ostdeutschland","417.76","369.5","472","230","290","518","670","930","400.7","434.82","89","1045","370","416"
"2002","4","Westdeutschland","","","","","","","","","","","","","",""
"2002","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2002","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2003","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2003","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2003","2","Ostdeutschland","358.37","329.5","800","215","272","424","531","889","349.09","367.65","27","889","334","355"
"2003","2","Westdeutschland","","","","","","","","","","","","","",""
"2003","3","Ostdeutschland","377.79","354.5","719","237","287","440","558","840","366.86","388.72","95","1062","349","368"
"2003","3","Westdeutschland","","","","","","","","","","","","","",""
"2003","4","Ostdeutschland","426.49","378.5","432","250","305","513","679","973","410.83","442.15","100","1080","384","420"
"2003","4","Westdeutschland","","","","","","","","","","","","","",""
"2003","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2003","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2004","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2004","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2004","2","Ostdeutschland","358.03","324.5","761","218","270","424","528","703","346.64","369.42","68","1750","341","360"
"2004","2","Westdeutschland","","","","","","","","","","","","","",""
"2004","3","Ostdeutschland","379.04","342.5","662","230","280","440","565","910","368.07","390.01","98","1100","340","368"
"2004","3","Westdeutschland","","","","","","","","","","","","","",""
"2004","4","Ostdeutschland","408.02","387.5","455","248","312","490","620","742","393.64","422.4","61","917","377","405"
"2004","4","Westdeutschland","","","","","","","","","","","","","",""
"2004","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2004","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2005","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2005","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2005","2","Ostdeutschland","369.14","344","680","218","280","424","560","916","359.42","378.86","65","916","350","370"
"2005","2","Westdeutschland","","","","","","","","","","","","","",""
"2005","3","Ostdeutschland","407.91","373.5","644","246","300","470","599","860","393.78","422.04","90","1950","368","387"
"2005","3","Westdeutschland","","","","","","","","","","","","","",""
"2005","4","Ostdeutschland","435.14","382","406","266","309","510","698","977","419.66","450.62","56","977","376","420"
"2005","4","Westdeutschland","","","","","","","","","","","","","",""
"2005","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2005","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2006","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2006","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2006","2","Ostdeutschland","350.49","325.5","679","225","267","400","510","763","340.97","360.01","93","901","338","354"
"2006","2","Westdeutschland","","","","","","","","","","","","","",""
"2006","3","Ostdeutschland","413.53","377.5","714","255","299","504","611","935","402.09","424.97","80","945","370","394"
"2006","3","Westdeutschland","","","","","","","","","","","","","",""
"2006","4","Ostdeutschland","417.71","399","439","280","323","494","590","803","404.88","430.54","105","1000","380","420"
"2006","4","Westdeutschland","","","","","","","","","","","","","",""
"2006","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2006","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2007","1 Einkommensschwächstes Quintil","Ostdeutschland","341.77","323.5","974","201","256","415","505","733","334.56","348.98","48","850","323","340"
"2007","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2007","2","Ostdeutschland","373.51","354","715","240","284","444","530","715","364.39","382.63","113","1050","350","375"
"2007","2","Westdeutschland","","","","","","","","","","","","","",""
"2007","3","Ostdeutschland","376.56","362","636","231","292","461","540","723","366.66","386.46","83","850","360","390"
"2007","3","Westdeutschland","","","","","","","","","","","","","",""
"2007","4","Ostdeutschland","432.71","416.5","450","268","324","530","600","935","418.05","447.37","100","1032","410","435"
"2007","4","Westdeutschland","","","","","","","","","","","","","",""
"2007","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2007","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2008","1 Einkommensschwächstes Quintil","Ostdeutschland","351.74","326","921","204","260","400","530","800","343.1","360.38","20","980","330","350"
"2008","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2008","2","Ostdeutschland","360.95","335.5","644","227","280","426","513","687","351.17","370.73","22","945","338","369"
"2008","2","Westdeutschland","","","","","","","","","","","","","",""
"2008","3","Ostdeutschland","398.01","378.5","647","250","313","467","557","900","387.28","408.74","88","1140","379","400"
"2008","3","Westdeutschland","","","","","","","","","","","","","",""
"2008","4","Ostdeutschland","436.54","421.5","425","273","326","520","646","870","422.35","450.73","120","870","404","438"
"2008","4","Westdeutschland","","","","","","","","","","","","","",""
"2008","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2008","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2009","1 Einkommensschwächstes Quintil","Ostdeutschland","345.33","327.5","821","216","260","410","492","800","336.76","353.9","80","1030","325","340"
"2009","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2009","2","Ostdeutschland","355.26","347","605","220","278","409","511","694","345.2","365.32","60","1000","346","365"
"2009","2","Westdeutschland","","","","","","","","","","","","","",""
"2009","3","Ostdeutschland","394.86","388.5","598","250","305","469","550","855","383.86","405.86","92","1050","375","400"
"2009","3","Westdeutschland","","","","","","","","","","","","","",""
"2009","4","Ostdeutschland","428.36","405.5","452","280","325","508","600","1060","413.71","443.01","82","1200","414","452"
"2009","4","Westdeutschland","","","","","","","","","","","","","",""
"2009","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2009","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2010","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2010","1 Einkommensschwächstes Quintil","Westdeutschland","425.22","413.5","4312","245","310","518","630","874","420.47","429.97","40","1244","450","460"
"2010","2","Ostdeutschland","","","","","","","","","","","","","",""
"2010","2","Westdeutschland","473.57","449.5","3605","294","363","550","670","1040","467.26","479.88","100","2065","490","500"
"2010","3","Ostdeutschland","397.23","380.5","805","260","317","480","535","748","388.42","406.04","32","1000","393","416"
"2010","3","Westdeutschland","","","","","","","","","","","","","",""
"2010","4","Ostdeutschland","426.99","398.5","596","280","328","509","605","1000","413.19","440.79","128","1125","448","480"
"2010","4","Westdeutschland","","","","","","","","","","","","","",""
"2010","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2010","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2011","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2011","1 Einkommensschwächstes Quintil","Westdeutschland","430.53","408.5","4407","249","320","527","642","844","425.6","435.46","55","1465","461","475"
"2011","2","Ostdeutschland","","","","","","","","","","","","","",""
"2011","2","Westdeutschland","476.33","449.5","3914","300","370","555","667","1000","470.86","481.8","32","1672","492","502"
"2011","3","Ostdeutschland","398.46","389.5","939","250","313","473","555","780","389.71","407.21","115","1045","402","420"
"2011","3","Westdeutschland","","","","","","","","","","","","","",""
"2011","4","Ostdeutschland","437.66","401","791","255","325","510","674","1050","421.26","454.06","42","1840","426","460"
"2011","4","Westdeutschland","","","","","","","","","","","","","",""
"2011","5 Einkommensstärkstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2011","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2012","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2012","1 Einkommensschwächstes Quintil","Westdeutschland","439.09","429.5","3642","250","320","540","640","800","433.93","444.25","42","1575","468","477"
"2012","2","Ostdeutschland","","","","","","","","","","","","","",""
"2012","2","Westdeutschland","484.98","459.5","3637","290","380","561","701","1085","478.82","491.14","70","2091","504","516"
"2012","3","Ostdeutschland","","","","","","","","","","","","","",""
"2012","3","Westdeutschland","","","","","","","","","","","","","",""
"2012","4","Ostdeutschland","441.78","414.5","767","268","326","529","660","930","428.79","454.77","127","1199","430","460"
"2012","4","Westdeutschland","","","","","","","","","","","","","",""
"2012","5 Einkommensstärkstes Quintil","Ostdeutschland","577.44","491","329","323","390","649","850","2550","539.93","614.95","120","2550","520","600"
"2012","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2013","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2013","1 Einkommensschwächstes Quintil","Westdeutschland","451.26","434.5","5286","249","330","550","672","1000","446.1","456.42","17","1620","490","500"
"2013","2","Ostdeutschland","","","","","","","","","","","","","",""
"2013","2","Westdeutschland","502.98","479","4838","305","386","590","740","1100","497.18","508.78","5","2180","510","523"
"2013","3","Ostdeutschland","401.59","389.5","918","260","326","460","549","800","392.37","410.81","112","1000","400","416"
"2013","3","Westdeutschland","518.37","492.5","3642","310","400","620","745","1120","512.05","524.69","75","1430","527","540"
"2013","4","Ostdeutschland","453.43","421","885","280","344","543","631","1000","439.09","467.77","43","1650","440","462"
"2013","4","Westdeutschland","557.55","524.5","3284","320","404","670","830","1318","549","566.1","35","2300","560","579"
"2013","5 Einkommensstärkstes Quintil","Ostdeutschland","527.18","482","410","287","386","650","800","1310","500.94","553.42","100","1600","513","590"
"2013","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2014","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2014","1 Einkommensschwächstes Quintil","Westdeutschland","412.41","379.5","3909","201","275","524","672","1039","405.73","419.09","0","1281","425","436"
"2014","2","Ostdeutschland","","","","","","","","","","","","","",""
"2014","2","Westdeutschland","446.95","429.5","3876","235","325","545","656","1048","440.54","453.36","0","1450","470","480"
"2014","3","Ostdeutschland","381.62","357.5","943","220","277","440","535","1470","369.79","393.45","39","1527","375","394"
"2014","3","Westdeutschland","469.97","429.5","3063","240","340","576","714","1262","461.49","478.45","17","1884","490","508"
"2014","4","Ostdeutschland","423.14","384.5","911","230","318","485","650","995","404.26","442.02","0","2700","412","435"
"2014","4","Westdeutschland","","","","","","","","","","","","","",""
"2014","5 Einkommensstärkstes Quintil","Ostdeutschland","526.23","475","376","275","397","655","792","1323","497.74","554.72","70","1700","495","560"
"2014","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2015","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2015","1 Einkommensschwächstes Quintil","Westdeutschland","432.28","389.5","4146","225","300","535","680","1037","426.11","438.45","19","1400","455","472"
"2015","2","Ostdeutschland","","","","","","","","","","","","","",""
"2015","2","Westdeutschland","484.27","474","3837","250","342","600","719","1070","477.45","491.09","0","1700","510","526"
"2015","3","Ostdeutschland","391.29","379","964","220","295","475","567","850","379.46","403.12","2","1617","400","427"
"2015","3","Westdeutschland","518.59","479.5","3140","300","383","612","790","1220","510.62","526.56","0","1608","521","539"
"2015","4","Ostdeutschland","436.6","405.5","878","250","331","504","618","1191","422.44","450.76","67","1567","440","468"
"2015","4","Westdeutschland","562.87","524.5","3144","280","400","675","851","1608","553.38","572.36","0","2070","565","585"
"2015","5 Einkommensstärkstes Quintil","Ostdeutschland","560.95","503.5","431","290","380","649","933","1359","533.84","588.06","80","1821","523","598"
"2015","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2016","1 Einkommensschwächstes Quintil","Ostdeutschland","367.37","338.5","931","225","273","432","550","710","356.27","378.47","60","1498","387","403"
"2016","1 Einkommensschwächstes Quintil","Westdeutschland","482.68","449.5","3076","270","350","580","730","1130","475.39","489.97","15","1500","504","520"
"2016","2","Ostdeutschland","409.35","398","863","249","300","489","600","876","398.41","420.29","34","1075","420","433"
"2016","2","Westdeutschland","523.06","500.5","3273","304","388","613","780","1120","515.24","530.88","38","2640","540","552"
"2016","3","Ostdeutschland","416.64","397.5","867","280","326","487","578","1050","404.65","428.63","50","1180","425","440"
"2016","3","Westdeutschland","","","","","","","","","","","","","",""
"2016","4","Ostdeutschland","443.6","413.5","879","261","344","525","626","995","431.58","455.62","120","1270","445","470"
"2016","4","Westdeutschland","","","","","","","","","","","","","",""
"2016","5 Einkommensstärkstes Quintil","Ostdeutschland","586.92","511.5","454","359","420","670","920","1622","562.21","611.63","210","1800","530","585"
"2016","5 Einkommensstärkstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2017","1 Einkommensschwächstes Quintil","Ostdeutschland","382.02","356","896","219","290","455","560","783","370.88","393.16","64","1137","390","410"
"2017","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2017","2","Ostdeutschland","403.44","384.5","910","240","301","492","600","743","392.76","414.12","45","1125","420","450"
"2017","2","Westdeutschland","","","","","","","","","","","","","",""
"2017","3","Ostdeutschland","421.34","403.5","823","254","334","508","590","855","408.7","433.98","74","1288","424","450"
"2017","3","Westdeutschland","","","","","","","","","","","","","",""
"2017","4","Ostdeutschland","456.12","423.5","954","296","345","535","650","974","445.76","466.48","74","1118","438","467"
"2017","4","Westdeutschland","576.66","539","3173","333","424","690","850","1280","568.15","585.17","40","1730","580","600"
"2017","5 Einkommensstärkstes Quintil","Ostdeutschland","567.44","519","639","303","390","680","900","1400","544.52","590.36","60","1800","570","610"
"2017","5 Einkommensstärkstes Quintil","Westdeutschland","760.23","679.5","3137","400","530","900","1180","1960","746.49","773.97","10","4950","710","740"
"2018","1 Einkommensschwächstes Quintil","Ostdeutschland","366.92","336.5","856","225","270","442","540","850","355.02","378.82","50","1456","388","414"
"2018","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2018","2","Ostdeutschland","453.35","407.5","859","277","337","550","697","914","440.88","465.82","36","1400","430","458"
"2018","2","Westdeutschland","","","","","","","","","","","","","",""
"2018","3","Ostdeutschland","441.08","416.5","880","252","327","520","650","935","428.34","453.82","121","1220","440","468"
"2018","3","Westdeutschland","","","","","","","","","","","","","",""
"2018","4","Ostdeutschland","","","","","","","","","","","","","",""
"2018","4","Westdeutschland","595.8","559.5","3281","350","440","700","880","1360","587.59","604.01","8","1950","590","600"
"2018","5 Einkommensstärkstes Quintil","Ostdeutschland","609.09","549.5","633","332","420","736","1000","1660","587.74","630.44","183","1740","536","570"
"2018","5 Einkommensstärkstes Quintil","Westdeutschland","761.96","689.5","3261","420","530","906","1198","2150","749.31","774.61","5","3380","718","750"
"2019","1 Einkommensschwächstes Quintil","Ostdeutschland","369.69","335.5","651","225","273","445","560","788","355.32","384.06","60","1450","370","400"
"2019","1 Einkommensschwächstes Quintil","Westdeutschland","","","","","","","","","","","","","",""
"2019","2","Ostdeutschland","416.46","379.5","677","273","320","486","610","810","403.11","429.81","40","1180","432","463"
"2019","2","Westdeutschland","","","","","","","","","","","","","",""
"2019","3","Ostdeutschland","457.69","437","755","270","336","525","680","1030","445.23","470.15","103","1359","457","481"
"2019","3","Westdeutschland","","","","","","","","","","","","","",""
"2019","4","Ostdeutschland","","","","","","","","","","","","","",""
"2019","4","Westdeutschland","623.74","589.5","3226","350","453","730","930","1400","614.95","632.53","55","2511","603","630"
"2019","5 Einkommensstärkstes Quintil","Ostdeutschland","626.9","543.5","818","342","420","800","1020","1400","596.05","657.75","180","5060","568","610"
"2019","5 Einkommensstärkstes Quintil","Westdeutschland","779.13","699","3736","400","530","930","1220","2100","764.68","793.58","20","4600","760","800"
"2020","1 Einkommensschwächstes Quintil","Ostdeutschland","","","","","","","","","","","","","",""
"2020","1 Einkommensschwächstes Quintil","Westdeutschland","535.11","499","7142","280","365","650","842","1200","528.39","541.83","31","3000","620","632"
"2020","2","Ostdeutschland","425.07","378.5","918","272","311","496","634","979","412.26","437.88","136","1882","450","483"
"2020","2","Westdeutschland","566.61","534","5299","320","407","679","839","1270","559.66","573.56","30","2740","620","638"
"2020","3","Ostdeutschland","451.87","429","785","270","334","534","650","930","438.15","465.59","42","1200","444","476"
"2020","3","Westdeutschland","586.54","549","3535","315","430","719","845","1300","577.35","595.73","24","3430","600","620"
"2020","4","Ostdeutschland","","","","","","","","","","","","","",""
"2020","4","Westdeutschland","626.12","585.5","4151","365","460","734","935","1470","617.93","634.31","20","2880","600","610"
"2020","5 Einkommensstärkstes Quintil","Ostdeutschland","651.96","557.5","933","344","420","840","1100","1400","626.72","677.2","150","4720","560","605"
"2020","5 Einkommensstärkstes Quintil","Westdeutschland","802.12","709","4441","420","545","950","1294","2250","788.45","815.79","10","4800","737","760"
