year,bula_h,hhtyp,pet_cat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Baden-Wuerttemberg,Single parent,No,0.84843,68,68,0.76257,0.93430
2001,Baden-Wuerttemberg,Couple with children,Yes,0.17958,90,551,0.14750,0.21165
2001,Baden-Wuerttemberg,Couple with children,No,0.82042,461,551,0.78835,0.85250
2001,Bavaria,Single-person household,Yes,0.09287,43,415,0.06491,0.12083
2001,Bavaria,Single-person household,No,0.90713,372,415,0.87917,0.93509
2001,Bavaria,Couple without children,Yes,0.14386,69,468,0.11203,0.17569
2001,Bavaria,Couple without children,No,0.85614,399,468,0.82431,0.88797
2001,Bavaria,Single parent,No,0.81713,83,83,0.73346,0.90080
2001,Bavaria,Couple with children,Yes,0.24471,146,584,0.20981,0.27961
2001,Bavaria,Couple with children,No,0.75529,438,584,0.72039,0.79019
2001,Berlin,Single-person household,No,0.88365,158,158,0.83350,0.93381
2001,Berlin,Couple without children,No,0.84721,99,99,0.77597,0.91844
2001,Berlin,Single parent,No,0.84591,39,39,0.73112,0.96070
2001,Berlin,Couple with children,No,0.82027,110,110,0.74818,0.89235
2001,Brandenburg,Single-person household,No,0.78341,93,93,0.69924,0.86758
2001,Brandenburg,Couple without children,Yes,0.25950,43,172,0.19379,0.32520
2001,Brandenburg,Couple without children,No,0.74050,129,172,0.67480,0.80621
2001,Brandenburg,Couple with children,Yes,0.31978,57,166,0.24862,0.39095
2001,Brandenburg,Couple with children,No,0.68022,109,166,0.60905,0.75138
2001,Mecklenburg-Western Pomerania,Single-person household,No,0.86448,78,78,0.78803,0.94094
2001,Mecklenburg-Western Pomerania,Couple without children,No,0.76664,63,63,0.66135,0.87192
2001,Mecklenburg-Western Pomerania,Couple with children,No,0.69354,63,63,0.57878,0.80829
2001,Saxony,Single-person household,No,0.84552,168,168,0.79071,0.90033
2001,Saxony,Couple without children,Yes,0.19785,56,289,0.15184,0.24386
2001,Saxony,Couple without children,No,0.80215,233,289,0.75614,0.84816
2001,Saxony,Single parent,No,0.78594,35,35,0.64807,0.92381
2001,Saxony,Couple with children,Yes,0.26982,87,299,0.21943,0.32022
2001,Saxony,Couple with children,No,0.73018,212,299,0.67978,0.78057
2001,Saxony-Anhalt,Single-person household,No,0.83923,89,89,0.76248,0.91597
2001,Saxony-Anhalt,Couple without children,Yes,0.22320,41,184,0.16287,0.28353
2001,Saxony-Anhalt,Couple without children,No,0.77680,143,184,0.71647,0.83713
2001,Saxony-Anhalt,Couple with children,Yes,0.30230,55,171,0.23327,0.37134
2001,Saxony-Anhalt,Couple with children,No,0.69770,116,171,0.62866,0.76673
2001,Thuringa,Single-person household,No,0.80838,100,100,0.73084,0.88591
2001,Thuringa,Couple without children,Yes,0.26020,39,149,0.18952,0.33089
2001,Thuringa,Couple without children,No,0.73980,110,149,0.66911,0.81048
2001,Thuringa,Couple with children,Yes,0.27815,53,177,0.21195,0.34436
2001,Thuringa,Couple with children,No,0.72185,124,177,0.65564,0.78805
2006,Schleswig-Holstein,Single-person household,No,0.92409,90,90,0.86906,0.97911
2006,Schleswig-Holstein,Couple without children,No,0.80057,122,122,0.72938,0.87177
2006,Schleswig-Holstein,Couple with children,No,0.72878,88,88,0.63535,0.82220
2006,Hamburg,Single-person household,No,0.93401,74,74,0.87706,0.99096
2006,Hamburg,Couple without children,No,0.86635,50,50,0.77107,0.96163
2006,Hamburg,Couple with children,No,0.88976,40,40,0.79146,0.98805
2006,Lower Saxony,Single-person household,No,0.92016,230,230,0.88505,0.95526
2006,Lower Saxony,Couple without children,Yes,0.14241,50,367,0.10661,0.17822
2006,Lower Saxony,Couple without children,No,0.85759,317,367,0.82178,0.89339
2006,Lower Saxony,Single parent,No,0.83976,55,55,0.74192,0.93760
2006,Lower Saxony,Couple with children,Yes,0.21068,74,356,0.16826,0.25310
2006,Lower Saxony,Couple with children,No,0.78932,282,356,0.74690,0.83174
2006,Bremen,Single-person household,No,0.93388,31,31,0.84496,1.02280
2006,North Rhine-Westphalia,Single-person household,Yes,0.08023,49,648,0.05929,0.10116
2006,North Rhine-Westphalia,Single-person household,No,0.91977,599,648,0.89884,0.94071
2006,North Rhine-Westphalia,Couple without children,Yes,0.10129,95,896,0.08152,0.12106
2006,North Rhine-Westphalia,Couple without children,No,0.89871,801,896,0.87894,0.91848
2006,North Rhine-Westphalia,Single parent,No,0.81873,122,122,0.75009,0.88738
2006,North Rhine-Westphalia,Couple with children,Yes,0.17991,143,803,0.15332,0.20649
2006,North Rhine-Westphalia,Couple with children,No,0.82009,660,803,0.79351,0.84668
2006,Hesse,Single-person household,No,0.89034,195,195,0.84636,0.93431
2006,Hesse,Couple without children,Yes,0.12360,43,307,0.08672,0.16048
2006,Hesse,Couple without children,No,0.87640,264,307,0.83952,0.91328
2006,Hesse,Single parent,No,0.71972,35,35,0.56875,0.87069
2006,Hesse,Couple with children,Yes,0.16096,48,261,0.11629,0.20564
2006,Hesse,Couple with children,No,0.83904,213,261,0.79436,0.88371
2006,"Rhineland-Palatinate, Saarland",Single-person household,No,0.85009,178,178,0.79750,0.90268
2006,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.15149,33,214,0.10334,0.19964
2006,"Rhineland-Palatinate, Saarland",Couple without children,No,0.84851,181,214,0.80036,0.89666
2006,"Rhineland-Palatinate, Saarland",Single parent,No,0.81787,41,41,0.69827,0.93748
2006,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.21753,59,238,0.16501,0.27006
2006,"Rhineland-Palatinate, Saarland",Couple with children,No,0.78247,179,238,0.72994,0.83499
2006,Baden-Wuerttemberg,Single-person household,Yes,0.08062,32,387,0.05346,0.10778
2006,Baden-Wuerttemberg,Single-person household,No,0.91938,355,387,0.89222,0.94654
2006,Baden-Wuerttemberg,Couple without children,Yes,0.15208,72,465,0.11940,0.18475
2006,Baden-Wuerttemberg,Couple without children,No,0.84792,393,465,0.81525,0.88060
2006,Baden-Wuerttemberg,Single parent,No,0.84624,76,76,0.76460,0.92788
2006,Baden-Wuerttemberg,Couple with children,Yes,0.18082,86,506,0.14725,0.21439
2006,Baden-Wuerttemberg,Couple with children,No,0.81918,420,506,0.78561,0.85275
2006,Bavaria,Single-person household,Yes,0.11058,55,435,0.08107,0.14008
2006,Bavaria,Single-person household,No,0.88942,380,435,0.85992,0.91893
2006,Bavaria,Couple without children,Yes,0.13493,84,566,0.10676,0.16311
2006,Bavaria,Couple without children,No,0.86507,482,566,0.83689,0.89324
2006,Bavaria,Single parent,Yes,0.34669,34,109,0.25694,0.43645
2006,Bavaria,Single parent,No,0.65331,75,109,0.56355,0.74306
2006,Bavaria,Couple with children,Yes,0.24493,150,583,0.21000,0.27987
2006,Bavaria,Couple with children,No,0.75507,433,583,0.72013,0.79000
2006,Berlin,Single-person household,No,0.91752,165,165,0.87541,0.95962
2006,Berlin,Couple without children,No,0.86697,123,123,0.80671,0.92723
2006,Berlin,Single parent,No,0.93194,33,33,0.84468,1.01920
2006,Berlin,Couple with children,No,0.85300,90,90,0.77944,0.92657
2006,Brandenburg,Single-person household,No,0.81681,117,117,0.74642,0.88721
2006,Brandenburg,Couple without children,Yes,0.22382,43,187,0.16392,0.28372
2006,Brandenburg,Couple without children,No,0.77618,144,187,0.71628,0.83608
2006,Brandenburg,Couple with children,Yes,0.39945,53,153,0.32159,0.47732
2006,Brandenburg,Couple with children,No,0.60055,100,153,0.52268,0.67841
2006,Mecklenburg-Western Pomerania,Single-person household,No,0.88426,78,78,0.81280,0.95572
2006,Mecklenburg-Western Pomerania,Couple without children,No,0.79941,81,81,0.71166,0.88716
2006,Mecklenburg-Western Pomerania,Couple with children,No,0.72394,63,63,0.61266,0.83522
2006,Saxony,Single-person household,Yes,0.14265,37,243,0.09859,0.18671
2006,Saxony,Single-person household,No,0.85735,206,243,0.81329,0.90141
2006,Saxony,Couple without children,Yes,0.22069,62,323,0.17539,0.26599
2006,Saxony,Couple without children,No,0.77931,261,323,0.73401,0.82461
2006,Saxony,Single parent,No,0.78463,47,47,0.66584,0.90343
2006,Saxony,Couple with children,Yes,0.30441,77,244,0.24655,0.36227
2006,Saxony,Couple with children,No,0.69559,167,244,0.63773,0.75345
2006,Saxony-Anhalt,Single-person household,No,0.90394,115,115,0.84985,0.95803
2006,Saxony-Anhalt,Couple without children,Yes,0.24391,45,178,0.18064,0.30717
2006,Saxony-Anhalt,Couple without children,No,0.75609,133,178,0.69283,0.81936
2006,Saxony-Anhalt,Couple with children,Yes,0.33795,50,153,0.26275,0.41314
2006,Saxony-Anhalt,Couple with children,No,0.66205,103,153,0.58686,0.73725
2006,Thuringa,Single-person household,No,0.88507,126,126,0.82916,0.94098
2006,Thuringa,Couple without children,Yes,0.18723,37,167,0.12788,0.24657
2006,Thuringa,Couple without children,No,0.81277,130,167,0.75343,0.87212
2006,Thuringa,Couple with children,Yes,0.24710,47,160,0.18006,0.31415
2006,Thuringa,Couple with children,No,0.75290,113,160,0.68585,0.81994
2011,Schleswig-Holstein,Single-person household,No,0.89083,106,106,0.83118,0.95048
2011,Schleswig-Holstein,Couple without children,No,0.82880,137,137,0.76549,0.89211
2011,Schleswig-Holstein,Couple with children,No,0.70558,71,71,0.59881,0.81236
2011,Hamburg,Single-person household,No,0.90567,68,68,0.83567,0.97566
2011,Hamburg,Couple without children,No,0.89241,62,62,0.81464,0.97017
2011,Hamburg,Couple with children,No,0.79571,39,39,0.66752,0.92391
2011,Lower Saxony,Single-person household,No,0.92484,244,244,0.89169,0.95799
2011,Lower Saxony,Couple without children,Yes,0.14047,55,427,0.10747,0.17347
2011,Lower Saxony,Couple without children,No,0.85953,372,427,0.82653,0.89253
2011,Lower Saxony,Single parent,No,0.78522,48,48,0.66781,0.90263
2011,Lower Saxony,Couple with children,Yes,0.23414,63,307,0.18670,0.28159
2011,Lower Saxony,Couple with children,No,0.76586,244,307,0.71841,0.81330
2011,North Rhine-Westphalia,Single-person household,Yes,0.08608,51,631,0.06418,0.10798
2011,North Rhine-Westphalia,Single-person household,No,0.91392,580,631,0.89202,0.93582
2011,North Rhine-Westphalia,Couple without children,Yes,0.12595,107,847,0.10359,0.14831
2011,North Rhine-Westphalia,Couple without children,No,0.87405,740,847,0.85169,0.89641
2011,North Rhine-Westphalia,Single parent,Yes,0.17399,31,154,0.11392,0.23406
2011,North Rhine-Westphalia,Single parent,No,0.82601,123,154,0.76594,0.88608
2011,North Rhine-Westphalia,Couple with children,Yes,0.19517,123,682,0.16540,0.22494
2011,North Rhine-Westphalia,Couple with children,No,0.80483,559,682,0.77506,0.83460
2011,Hesse,Single-person household,No,0.90261,206,206,0.86203,0.94320
2011,Hesse,Couple without children,Yes,0.14806,52,283,0.10661,0.18951
2011,Hesse,Couple without children,No,0.85194,231,283,0.81049,0.89339
2011,Hesse,Single parent,No,0.68103,50,50,0.55052,0.81153
2011,Hesse,Couple with children,Yes,0.17647,48,246,0.12873,0.22420
2011,Hesse,Couple with children,No,0.82353,198,246,0.77580,0.87127
2011,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.14072,35,225,0.09518,0.18626
2011,"Rhineland-Palatinate, Saarland",Single-person household,No,0.85928,190,225,0.81374,0.90482
2011,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.13139,35,234,0.08801,0.17477
2011,"Rhineland-Palatinate, Saarland",Couple without children,No,0.86861,199,234,0.82523,0.91199
2011,"Rhineland-Palatinate, Saarland",Single parent,No,0.80778,36,36,0.67724,0.93833
2011,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.20238,47,188,0.14479,0.25996
2011,"Rhineland-Palatinate, Saarland",Couple with children,No,0.79762,141,188,0.74004,0.85521
2011,Baden-Wuerttemberg,Single-person household,Yes,0.09645,42,399,0.06745,0.12545
2011,Baden-Wuerttemberg,Single-person household,No,0.90355,357,399,0.87455,0.93255
2011,Baden-Wuerttemberg,Couple without children,Yes,0.13124,77,486,0.10119,0.16129
2011,Baden-Wuerttemberg,Couple without children,No,0.86876,409,486,0.83871,0.89881
2011,Baden-Wuerttemberg,Single parent,No,0.82812,71,71,0.73974,0.91650
2011,Baden-Wuerttemberg,Couple with children,Yes,0.25132,88,407,0.20912,0.29351
2011,Baden-Wuerttemberg,Couple with children,No,0.74868,319,407,0.70649,0.79088
2011,Bavaria,Single-person household,Yes,0.10731,54,511,0.08045,0.13417
2011,Bavaria,Single-person household,No,0.89269,457,511,0.86583,0.91955
2011,Bavaria,Couple without children,Yes,0.17828,110,655,0.14895,0.20761
2011,Bavaria,Couple without children,No,0.82172,545,655,0.79239,0.85105
2011,Bavaria,Single parent,Yes,0.36021,31,113,0.27130,0.44912
2011,Bavaria,Single parent,No,0.63979,82,113,0.55088,0.72870
2011,Bavaria,Couple with children,Yes,0.33332,171,531,0.29319,0.37345
2011,Bavaria,Couple with children,No,0.66668,360,531,0.62655,0.70681
2011,Berlin,Single-person household,No,0.94954,197,197,0.91890,0.98019
2011,Berlin,Couple without children,No,0.84825,137,137,0.78795,0.90855
2011,Berlin,Couple with children,No,0.85785,74,74,0.77775,0.93796
2011,Brandenburg,Single-person household,No,0.84731,132,132,0.78572,0.90891
2011,Brandenburg,Couple without children,Yes,0.25021,51,206,0.19091,0.30950
2011,Brandenburg,Couple without children,No,0.74979,155,206,0.69050,0.80909
2011,Brandenburg,Couple with children,Yes,0.28833,34,114,0.20481,0.37185
2011,Brandenburg,Couple with children,No,0.71167,80,114,0.62815,0.79519
2011,Mecklenburg-Western Pomerania,Single-person household,No,0.88910,89,89,0.82349,0.95471
2011,Mecklenburg-Western Pomerania,Couple without children,No,0.80692,100,100,0.72917,0.88468
2011,Mecklenburg-Western Pomerania,Couple with children,No,0.73322,41,41,0.59616,0.87029
2011,Saxony,Single-person household,Yes,0.13128,32,236,0.08810,0.17445
2011,Saxony,Single-person household,No,0.86872,204,236,0.82555,0.91190
2011,Saxony,Couple without children,Yes,0.20427,56,306,0.15902,0.24952
2011,Saxony,Couple without children,No,0.79573,250,306,0.75048,0.84098
2011,Saxony,Single parent,No,0.69604,41,41,0.55349,0.83858
2011,Saxony,Couple with children,Yes,0.39016,67,202,0.32273,0.45760
2011,Saxony,Couple with children,No,0.60984,135,202,0.54240,0.67727
2011,Saxony-Anhalt,Single-person household,No,0.89235,132,132,0.83928,0.94543
2011,Saxony-Anhalt,Couple without children,Yes,0.19832,43,185,0.14070,0.25593
2011,Saxony-Anhalt,Couple without children,No,0.80168,142,185,0.74407,0.85930
2011,Saxony-Anhalt,Couple with children,Yes,0.32282,35,130,0.24214,0.40351
2011,Saxony-Anhalt,Couple with children,No,0.67718,95,130,0.59649,0.75786
2011,Thuringa,Single-person household,No,0.87638,147,147,0.82299,0.92977
2011,Thuringa,Couple without children,Yes,0.28617,56,193,0.22224,0.35010
2011,Thuringa,Couple without children,No,0.71383,137,193,0.64990,0.77776
2011,Thuringa,Couple with children,Yes,0.22210,32,121,0.14773,0.29647
2011,Thuringa,Couple with children,No,0.77790,89,121,0.70353,0.85227
2016,Schleswig-Holstein,Single-person household,No,0.83143,107,107,0.76016,0.90270
2016,Schleswig-Holstein,Couple without children,No,0.80331,107,107,0.72764,0.87898
2016,Schleswig-Holstein,Single parent,No,0.56189,33,33,0.38998,0.73380
2016,Schleswig-Holstein,Couple with children,Yes,0.25516,44,176,0.19057,0.31975
2016,Schleswig-Holstein,Couple with children,No,0.74484,132,176,0.68025,0.80943
2016,Hamburg,Single-person household,No,0.90589,65,65,0.83435,0.97742
2016,Hamburg,Couple without children,No,0.84647,59,59,0.75369,0.93925
2016,Hamburg,Couple with children,No,0.94266,79,79,0.89106,0.99425
2016,Lower Saxony,Single-person household,Yes,0.08404,31,289,0.05199,0.11608
2016,Lower Saxony,Single-person household,No,0.91596,258,289,0.88392,0.94801
2016,Lower Saxony,Couple without children,Yes,0.13070,44,393,0.09733,0.16407
2016,Lower Saxony,Couple without children,No,0.86930,349,393,0.83593,0.90267
2016,Lower Saxony,Single parent,Yes,0.25080,38,155,0.18234,0.31926
2016,Lower Saxony,Single parent,No,0.74920,117,155,0.68074,0.81766
2016,Lower Saxony,Couple with children,Yes,0.21277,115,478,0.17604,0.24950
2016,Lower Saxony,Couple with children,No,0.78723,363,478,0.75050,0.82396
2016,North Rhine-Westphalia,Single-person household,Yes,0.08794,53,607,0.06539,0.11049
2016,North Rhine-Westphalia,Single-person household,No,0.91206,554,607,0.88951,0.93461
2016,North Rhine-Westphalia,Couple without children,Yes,0.10582,92,785,0.08429,0.12736
2016,North Rhine-Westphalia,Couple without children,No,0.89418,693,785,0.87264,0.91571
2016,North Rhine-Westphalia,Single parent,Yes,0.24170,71,314,0.19427,0.28913
2016,North Rhine-Westphalia,Single parent,No,0.75830,243,314,0.71087,0.80573
2016,North Rhine-Westphalia,Couple with children,Yes,0.19404,172,1139,0.17107,0.21702
2016,North Rhine-Westphalia,Couple with children,No,0.80596,967,1139,0.78298,0.82893
2016,North Rhine-Westphalia,Other Combinations,No,0.91744,39,39,0.82994,1.00495
2016,Hesse,Single-person household,No,0.91273,186,186,0.87206,0.95340
2016,Hesse,Couple without children,Yes,0.11537,38,281,0.07795,0.15279
2016,Hesse,Couple without children,No,0.88463,243,281,0.84721,0.92205
2016,Hesse,Single parent,No,0.88748,93,93,0.82291,0.95206
2016,Hesse,Couple with children,Yes,0.20910,63,344,0.16606,0.25214
2016,Hesse,Couple with children,No,0.79090,281,344,0.74786,0.83394
2016,"Rhineland-Palatinate, Saarland",Single-person household,No,0.88234,184,184,0.83566,0.92903
2016,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.14230,39,239,0.09792,0.18669
2016,"Rhineland-Palatinate, Saarland",Couple without children,No,0.85770,200,239,0.81331,0.90208
2016,"Rhineland-Palatinate, Saarland",Single parent,No,0.76531,65,65,0.66148,0.86914
2016,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.22801,65,296,0.18013,0.27589
2016,"Rhineland-Palatinate, Saarland",Couple with children,No,0.77199,231,296,0.72411,0.81987
2016,Baden-Wuerttemberg,Single-person household,No,0.92861,318,318,0.90027,0.95695
2016,Baden-Wuerttemberg,Couple without children,Yes,0.13766,69,429,0.10502,0.17031
2016,Baden-Wuerttemberg,Couple without children,No,0.86234,360,429,0.82969,0.89498
2016,Baden-Wuerttemberg,Single parent,Yes,0.16706,38,146,0.10634,0.22777
2016,Baden-Wuerttemberg,Single parent,No,0.83294,108,146,0.77223,0.89366
2016,Baden-Wuerttemberg,Couple with children,Yes,0.19430,132,670,0.16432,0.22428
2016,Baden-Wuerttemberg,Couple with children,No,0.80570,538,670,0.77572,0.83568
2016,Bavaria,Single-person household,Yes,0.12106,62,518,0.09294,0.14917
2016,Bavaria,Single-person household,No,0.87894,456,518,0.85083,0.90706
2016,Bavaria,Couple without children,Yes,0.18601,102,638,0.15579,0.21623
2016,Bavaria,Couple without children,No,0.81399,536,638,0.78377,0.84421
2016,Bavaria,Single parent,Yes,0.22160,60,236,0.16850,0.27471
2016,Bavaria,Single parent,No,0.77840,176,236,0.72529,0.83150
2016,Bavaria,Couple with children,Yes,0.25418,238,866,0.22517,0.28320
2016,Bavaria,Couple with children,No,0.74582,628,866,0.71680,0.77483
2016,Berlin,Single-person household,No,0.93371,208,208,0.89981,0.96760
2016,Berlin,Couple without children,No,0.83097,143,143,0.76932,0.89261
2016,Berlin,Single parent,No,0.75621,50,50,0.63599,0.87643
2016,Berlin,Couple with children,No,0.85645,114,114,0.79179,0.92110
2016,Brandenburg,Single-person household,No,0.80239,110,110,0.72764,0.87715
2016,Brandenburg,Couple without children,Yes,0.31931,64,213,0.25655,0.38207
2016,Brandenburg,Couple without children,No,0.68069,149,213,0.61793,0.74345
2016,Brandenburg,Single parent,No,0.60222,33,33,0.43264,0.77181
2016,Brandenburg,Couple with children,Yes,0.36149,59,150,0.28435,0.43863
2016,Brandenburg,Couple with children,No,0.63851,91,150,0.56137,0.71565
2016,Mecklenburg-Western Pomerania,Single-person household,No,0.87534,89,89,0.80632,0.94436
2016,Mecklenburg-Western Pomerania,Couple without children,No,0.78937,87,87,0.70318,0.87555
2016,Mecklenburg-Western Pomerania,Couple with children,No,0.75911,55,55,0.64505,0.87317
2016,Saxony,Single-person household,No,0.87261,205,205,0.82686,0.91837
2016,Saxony,Couple without children,Yes,0.25872,63,286,0.20788,0.30957
2016,Saxony,Couple without children,No,0.74128,223,286,0.69043,0.79212
2016,Saxony,Single parent,Yes,0.32622,32,93,0.23042,0.42202
2016,Saxony,Single parent,No,0.67378,61,93,0.57798,0.76958
2016,Saxony,Couple with children,Yes,0.36633,74,247,0.30612,0.42654
