year,hhtyp,quintil_oecd_hh,pet_cat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Single parent,1st Quintile,No,0.73640,255,336,0.68922,0.78358
2006,Single parent,2nd Quintile,Yes,0.15329,32,157,0.09675,0.20982
2006,Single parent,2nd Quintile,No,0.84671,125,157,0.79018,0.90325
2006,Single parent,3rd Quintile,No,0.82269,96,96,0.74589,0.89949
2006,Single parent,4th Quintile,No,0.88307,79,79,0.81176,0.95439
2006,Single parent,5th Quintile,No,0.69551,46,46,0.56106,0.82997
2006,Couple with children,1st Quintile,Yes,0.22701,100,459,0.18865,0.26538
2006,Couple with children,1st Quintile,No,0.77299,359,459,0.73462,0.81135
2006,Couple with children,2nd Quintile,Yes,0.25268,191,709,0.22067,0.28468
2006,Couple with children,2nd Quintile,No,0.74732,518,709,0.71532,0.77933
2006,Couple with children,3rd Quintile,Yes,0.19547,187,857,0.16890,0.22204
2006,Couple with children,3rd Quintile,No,0.80453,670,857,0.77796,0.83110
2006,Couple with children,4th Quintile,Yes,0.23116,212,920,0.20390,0.25841
2006,Couple with children,4th Quintile,No,0.76884,708,920,0.74159,0.79610
2006,Couple with children,5th Quintile,Yes,0.16712,180,892,0.14262,0.19161
2006,Couple with children,5th Quintile,No,0.83288,712,892,0.80839,0.85738
2011,Single-person household,1st Quintile,Yes,0.10043,109,1017,0.08195,0.11891
2011,Single-person household,1st Quintile,No,0.89957,908,1017,0.88109,0.91805
2011,Single-person household,2nd Quintile,Yes,0.09493,69,724,0.07357,0.11630
2011,Single-person household,2nd Quintile,No,0.90507,655,724,0.88370,0.92643
2011,Single-person household,3rd Quintile,Yes,0.11328,83,660,0.08909,0.13748
2011,Single-person household,3rd Quintile,No,0.88672,577,660,0.86252,0.91091
2011,Single-person household,4th Quintile,Yes,0.09913,56,546,0.07404,0.12422
2011,Single-person household,4th Quintile,No,0.90087,490,546,0.87578,0.92596
2011,Single-person household,5th Quintile,Yes,0.09350,58,560,0.06936,0.11763
2011,Single-person household,5th Quintile,No,0.90650,502,560,0.88237,0.93064
2011,Couple without children,1st Quintile,Yes,0.16153,80,475,0.12840,0.19466
2011,Couple without children,1st Quintile,No,0.83847,395,475,0.80534,0.87160
2011,Couple without children,2nd Quintile,Yes,0.15986,118,721,0.13309,0.18663
2011,Couple without children,2nd Quintile,No,0.84014,603,721,0.81337,0.86691
2011,Couple without children,3rd Quintile,Yes,0.13155,118,804,0.10817,0.15493
2011,Couple without children,3rd Quintile,No,0.86845,686,804,0.84507,0.89183
2011,Couple without children,4th Quintile,Yes,0.15098,152,955,0.12826,0.17370
2011,Couple without children,4th Quintile,No,0.84902,803,955,0.82630,0.87174
2011,Couple without children,5th Quintile,Yes,0.17445,263,1416,0.15468,0.19423
2011,Couple without children,5th Quintile,No,0.82555,1153,1416,0.80577,0.84532
2011,Single parent,1st Quintile,Yes,0.22036,78,323,0.17509,0.26563
2011,Single parent,1st Quintile,No,0.77964,245,323,0.73437,0.82491
2011,Single parent,2nd Quintile,Yes,0.19225,36,173,0.13335,0.25114
2011,Single parent,2nd Quintile,No,0.80775,137,173,0.74886,0.86665
2011,Single parent,3rd Quintile,Yes,0.30141,38,140,0.22513,0.37770
2011,Single parent,3rd Quintile,No,0.69859,102,140,0.62230,0.77487
2011,Single parent,4th Quintile,No,0.71535,71,71,0.60964,0.82106
2011,Single parent,5th Quintile,No,0.82155,50,50,0.71434,0.92876
2011,Couple with children,1st Quintile,Yes,0.19081,78,405,0.15249,0.22912
2011,Couple with children,1st Quintile,No,0.80919,327,405,0.77088,0.84751
2011,Couple with children,2nd Quintile,Yes,0.24099,146,584,0.20628,0.27571
2011,Couple with children,2nd Quintile,No,0.75901,438,584,0.72429,0.79372
2011,Couple with children,3rd Quintile,Yes,0.28898,211,734,0.25616,0.32180
2011,Couple with children,3rd Quintile,No,0.71102,523,734,0.67820,0.74384
2011,Couple with children,4th Quintile,Yes,0.21922,173,800,0.19053,0.24791
2011,Couple with children,4th Quintile,No,0.78078,627,800,0.75209,0.80947
2011,Couple with children,5th Quintile,Yes,0.25275,173,717,0.22091,0.28458
2011,Couple with children,5th Quintile,No,0.74725,544,717,0.71542,0.77909
2016,Single-person household,1st Quintile,Yes,0.10931,113,989,0.08985,0.12876
2016,Single-person household,1st Quintile,No,0.89069,876,989,0.87124,0.91015
2016,Single-person household,2nd Quintile,Yes,0.13045,102,728,0.10597,0.15493
2016,Single-person household,2nd Quintile,No,0.86955,626,728,0.84507,0.89403
2016,Single-person household,3rd Quintile,Yes,0.10976,72,633,0.08539,0.13413
2016,Single-person household,3rd Quintile,No,0.89024,561,633,0.86587,0.91461
2016,Single-person household,4th Quintile,Yes,0.08487,48,554,0.06165,0.10810
2016,Single-person household,4th Quintile,No,0.91513,506,554,0.89190,0.93835
2016,Single-person household,5th Quintile,Yes,0.08154,41,480,0.05703,0.10605
2016,Single-person household,5th Quintile,No,0.91846,439,480,0.89395,0.94297
2016,Couple without children,1st Quintile,Yes,0.13287,66,434,0.10090,0.16484
2016,Couple without children,1st Quintile,No,0.86713,368,434,0.83516,0.89910
2016,Couple without children,2nd Quintile,Yes,0.14719,111,711,0.12113,0.17325
2016,Couple without children,2nd Quintile,No,0.85281,600,711,0.82675,0.87887
2016,Couple without children,3rd Quintile,Yes,0.16889,128,760,0.14223,0.19554
2016,Couple without children,3rd Quintile,No,0.83111,632,760,0.80446,0.85777
2016,Couple without children,4th Quintile,Yes,0.16825,159,928,0.14417,0.19233
2016,Couple without children,4th Quintile,No,0.83175,769,928,0.80767,0.85583
2016,Couple without children,5th Quintile,Yes,0.15657,204,1264,0.13653,0.17661
2016,Couple without children,5th Quintile,No,0.84343,1060,1264,0.82339,0.86347
2016,Single parent,1st Quintile,Yes,0.26856,178,653,0.23454,0.30258
2016,Single parent,1st Quintile,No,0.73144,475,653,0.69742,0.76546
2016,Single parent,2nd Quintile,Yes,0.18077,91,406,0.14329,0.21825
2016,Single parent,2nd Quintile,No,0.81923,315,406,0.78175,0.85671
2016,Single parent,3rd Quintile,Yes,0.27429,60,231,0.21663,0.33195
2016,Single parent,3rd Quintile,No,0.72571,171,231,0.66805,0.78337
2016,Single parent,4th Quintile,Yes,0.24589,39,151,0.17698,0.31481
2016,Single parent,4th Quintile,No,0.75411,112,151,0.68519,0.82302
2016,Single parent,5th Quintile,No,0.81131,66,66,0.71619,0.90642
2016,Couple with children,1st Quintile,Yes,0.17264,167,926,0.14828,0.19699
2016,Couple with children,1st Quintile,No,0.82736,759,926,0.80301,0.85172
2016,Couple with children,2nd Quintile,Yes,0.24589,280,1112,0.22057,0.27121
2016,Couple with children,2nd Quintile,No,0.75411,832,1112,0.72879,0.77943
2016,Couple with children,3rd Quintile,Yes,0.24280,254,1057,0.21694,0.26866
2016,Couple with children,3rd Quintile,No,0.75720,803,1057,0.73134,0.78306
2016,Couple with children,4th Quintile,Yes,0.21361,228,993,0.18810,0.23911
2016,Couple with children,4th Quintile,No,0.78639,765,993,0.76089,0.81190
2016,Couple with children,5th Quintile,Yes,0.22374,187,901,0.19651,0.25097
2016,Couple with children,5th Quintile,No,0.77626,714,901,0.74903,0.80349
2016,Other Combinations,1st Quintile,No,0.90753,53,53,0.82879,0.98627
2016,Other Combinations,2nd Quintile,No,0.84412,40,40,0.73027,0.95797
2016,Other Combinations,3rd Quintile,No,0.80317,35,35,0.66952,0.93682
2021,Single-person household,1st Quintile,Yes,0.12609,111,934,0.10479,0.14739
2021,Single-person household,1st Quintile,No,0.87391,823,934,0.85261,0.89521
2021,Single-person household,2nd Quintile,Yes,0.11312,83,626,0.08829,0.13796
2021,Single-person household,2nd Quintile,No,0.88688,543,626,0.86204,0.91171
2021,Single-person household,3rd Quintile,Yes,0.13185,71,558,0.10375,0.15995
2021,Single-person household,3rd Quintile,No,0.86815,487,558,0.84005,0.89625
2021,Single-person household,4th Quintile,Yes,0.10250,53,513,0.07623,0.12877
2021,Single-person household,4th Quintile,No,0.89750,460,513,0.87123,0.92377
2021,Single-person household,5th Quintile,Yes,0.09421,50,541,0.06957,0.11885
2021,Single-person household,5th Quintile,No,0.90579,491,541,0.88115,0.93043
2021,Couple without children,1st Quintile,Yes,0.13831,55,337,0.10140,0.17523
2021,Couple without children,1st Quintile,No,0.86169,282,337,0.82477,0.89860
2021,Couple without children,2nd Quintile,Yes,0.16967,92,562,0.13861,0.20073
2021,Couple without children,2nd Quintile,No,0.83033,470,562,0.79927,0.86139
2021,Couple without children,3rd Quintile,Yes,0.15330,84,563,0.12351,0.18309
2021,Couple without children,3rd Quintile,No,0.84670,479,563,0.81691,0.87649
2021,Couple without children,4th Quintile,Yes,0.21470,127,700,0.18426,0.24514
2021,Couple without children,4th Quintile,No,0.78530,573,700,0.75486,0.81574
2021,Couple without children,5th Quintile,Yes,0.16268,232,1250,0.14221,0.18315
2021,Couple without children,5th Quintile,No,0.83732,1018,1250,0.81685,0.85779
2021,Single parent,1st Quintile,Yes,0.28885,75,274,0.23509,0.34261
2021,Single parent,1st Quintile,No,0.71115,199,274,0.65739,0.76491
2021,Single parent,2nd Quintile,Yes,0.31374,89,278,0.25910,0.36838
2021,Single parent,2nd Quintile,No,0.68626,189,278,0.63162,0.74090
2021,Single parent,3rd Quintile,Yes,0.22261,39,142,0.15394,0.29127
2021,Single parent,3rd Quintile,No,0.77739,103,142,0.70873,0.84606
2021,Single parent,4th Quintile,Yes,0.21057,37,123,0.13822,0.28292
2021,Single parent,4th Quintile,No,0.78943,86,123,0.71708,0.86178
2021,Single parent,5th Quintile,No,0.64599,55,55,0.51844,0.77354
2021,Couple with children,1st Quintile,Yes,0.21835,96,405,0.17806,0.25863
2021,Couple with children,1st Quintile,No,0.78165,309,405,0.74137,0.82194
2021,Couple with children,2nd Quintile,Yes,0.22602,165,631,0.19336,0.25868
2021,Couple with children,2nd Quintile,No,0.77398,466,631,0.74132,0.80664
2021,Couple with children,3rd Quintile,Yes,0.25369,208,688,0.22115,0.28623
2021,Couple with children,3rd Quintile,No,0.74631,480,688,0.71377,0.77885
2021,Couple with children,4th Quintile,Yes,0.21132,157,669,0.18036,0.24228
2021,Couple with children,4th Quintile,No,0.78868,512,669,0.75772,0.81964
2021,Couple with children,5th Quintile,Yes,0.20262,159,769,0.17419,0.23104
2021,Couple with children,5th Quintile,No,0.79738,610,769,0.76896,0.82581
2021,Other Combinations,1st Quintile,No,0.92843,47,47,0.85394,1.00292
2021,Other Combinations,2nd Quintile,No,0.72730,40,40,0.58753,0.86707
2021,Other Combinations,3rd Quintile,No,0.85170,40,40,0.74015,0.96324
2021,Other Combinations,4th Quintile,No,0.79112,40,40,0.66354,0.91871
2021,Other Combinations,5th Quintile,No,0.77923,41,41,0.65070,0.90777
