year,sampreg,sex,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,West,male,Never,0.36765,1775,4628,0.35375,0.38154
1995,West,female,At least once per week,0.28806,1295,4893,0.27537,0.30075
1995,West,female,At least once per month,0.06008,322,4893,0.05342,0.06674
1995,West,female,Seldom,0.18628,923,4893,0.17537,0.19720
1995,West,female,Never,0.46557,2353,4893,0.45160,0.47955
1995,East,male,At least once per week,0.20168,366,1742,0.18283,0.22053
1995,East,male,At least once per month,0.07253,131,1742,0.06034,0.08471
1995,East,male,Seldom,0.26763,507,1742,0.24683,0.28842
1995,East,male,Never,0.45816,738,1742,0.43476,0.48157
1995,East,female,At least once per week,0.16130,347,1920,0.14484,0.17776
1995,East,female,At least once per month,0.04461,97,1920,0.03537,0.05384
1995,East,female,Seldom,0.23208,511,1920,0.21319,0.25097
1995,East,female,Never,0.56201,965,1920,0.53981,0.58421
1996,West,male,At least once per week,0.28810,1252,4508,0.27488,0.30132
1996,West,male,At least once per month,0.08496,395,4508,0.07682,0.09310
1996,West,male,Seldom,0.21727,981,4508,0.20523,0.22931
1996,West,male,Never,0.40968,1880,4508,0.39532,0.42403
1996,West,female,At least once per week,0.24435,1042,4783,0.23217,0.25653
1996,West,female,At least once per month,0.06547,319,4783,0.05846,0.07248
1996,West,female,Seldom,0.17761,909,4783,0.16677,0.18844
1996,West,female,Never,0.51257,2513,4783,0.49840,0.52674
1996,East,male,At least once per week,0.16256,306,1743,0.14523,0.17988
1996,East,male,At least once per month,0.05376,115,1743,0.04317,0.06436
1996,East,male,Seldom,0.22957,426,1743,0.20982,0.24932
1996,East,male,Never,0.55411,896,1743,0.53077,0.57745
1996,East,female,At least once per week,0.13154,277,1910,0.11638,0.14671
1996,East,female,At least once per month,0.04054,88,1910,0.03169,0.04939
1996,East,female,Seldom,0.17512,377,1910,0.15807,0.19217
1996,East,female,Never,0.65280,1168,1910,0.63144,0.67416
1997,West,male,At least once per week,0.29424,1271,4424,0.28081,0.30767
1997,West,male,At least once per month,0.07267,349,4424,0.06502,0.08032
1997,West,male,Seldom,0.19346,875,4424,0.18182,0.20510
1997,West,male,Never,0.43963,1929,4424,0.42500,0.45425
1997,West,female,At least once per week,0.25634,1100,4675,0.24382,0.26886
1997,West,female,At least once per month,0.05057,249,4675,0.04429,0.05685
1997,West,female,Seldom,0.17019,834,4675,0.15942,0.18097
1997,West,female,Never,0.52290,2492,4675,0.50858,0.53722
1997,East,male,At least once per week,0.16887,316,1728,0.15120,0.18654
1997,East,male,At least once per month,0.05327,101,1728,0.04268,0.06386
1997,East,male,Seldom,0.21309,383,1728,0.19377,0.23240
1997,East,male,Never,0.56477,928,1728,0.54139,0.58815
1997,East,female,At least once per week,0.13198,271,1862,0.11661,0.14736
1997,East,female,At least once per month,0.02739,58,1862,0.01998,0.03481
1997,East,female,Seldom,0.18432,381,1862,0.16670,0.20194
1997,East,female,Never,0.65630,1152,1862,0.63473,0.67788
1998,West,male,At least once per week,0.33555,1585,4978,0.32243,0.34866
1998,West,male,At least once per month,0.09048,461,4978,0.08251,0.09845
1998,West,male,Seldom,0.21672,1107,4978,0.20527,0.22816
1998,West,male,Never,0.35726,1825,4978,0.34394,0.37057
1998,West,female,At least once per week,0.30060,1495,5301,0.28826,0.31295
1998,West,female,At least once per month,0.07233,392,5301,0.06535,0.07930
1998,West,female,Seldom,0.18344,1047,5301,0.17302,0.19386
1998,West,female,Never,0.44363,2367,5301,0.43025,0.45700
1998,East,male,At least once per week,0.23273,467,1859,0.21352,0.25195
1998,East,male,At least once per month,0.05879,125,1859,0.04810,0.06949
1998,East,male,Seldom,0.28910,532,1859,0.26849,0.30972
1998,East,male,Never,0.41937,735,1859,0.39693,0.44181
1998,East,female,At least once per week,0.18400,387,1973,0.16690,0.20110
1998,East,female,At least once per month,0.06116,124,1973,0.05058,0.07173
1998,East,female,Seldom,0.22568,505,1973,0.20723,0.24413
1998,East,female,Never,0.52916,957,1973,0.50713,0.55119
1999,West,male,At least once per week,0.29944,1382,4745,0.28640,0.31247
1999,West,male,At least once per month,0.07538,391,4745,0.06786,0.08289
1999,West,male,Seldom,0.20404,1010,4745,0.19257,0.21550
1999,West,male,Never,0.42115,1962,4745,0.40710,0.43520
1999,West,female,At least once per week,0.25777,1231,5052,0.24571,0.26983
1999,West,female,At least once per month,0.06045,318,5052,0.05388,0.06703
1999,West,female,Seldom,0.17073,957,5052,0.16035,0.18110
1999,West,female,Never,0.51105,2546,5052,0.49726,0.52483
1999,East,male,At least once per week,0.17785,352,1801,0.16018,0.19551
1999,East,male,At least once per month,0.05783,112,1801,0.04704,0.06861
1999,East,male,Seldom,0.22169,409,1801,0.20250,0.24088
1999,East,male,Never,0.54263,928,1801,0.51962,0.56565
1999,East,female,At least once per week,0.15339,305,1938,0.13734,0.16944
1999,East,female,At least once per month,0.04614,98,1938,0.03680,0.05548
1999,East,female,Seldom,0.19086,399,1938,0.17336,0.20836
1999,East,female,Never,0.60961,1136,1938,0.58788,0.63133
2001,West,male,At least once per week,0.29668,2331,7831,0.28656,0.30680
2001,West,male,At least once per month,0.07464,588,7831,0.06882,0.08046
2001,West,male,Seldom,0.17638,1380,7831,0.16794,0.18483
2001,West,male,Never,0.45230,3532,7831,0.44127,0.46332
2001,West,female,At least once per week,0.27963,2400,8498,0.27008,0.28917
2001,West,female,At least once per month,0.05563,495,8498,0.05076,0.06051
2001,West,female,Seldom,0.14135,1296,8498,0.13394,0.14876
2001,West,female,Never,0.52339,4307,8498,0.51277,0.53401
2001,East,male,At least once per week,0.21190,560,2603,0.19619,0.22760
2001,East,male,At least once per month,0.05524,152,2603,0.04646,0.06402
2001,East,male,Seldom,0.18135,513,2603,0.16654,0.19615
2001,East,male,Never,0.55151,1378,2603,0.53240,0.57062
2001,East,female,At least once per week,0.19376,562,2790,0.17909,0.20843
2001,East,female,At least once per month,0.04334,127,2790,0.03578,0.05090
2001,East,female,Seldom,0.15459,486,2790,0.14118,0.16801
2001,East,female,Never,0.60830,1615,2790,0.59019,0.62642
2003,West,male,At least once per week,0.34329,2995,8044,0.33291,0.35367
2003,West,male,At least once per month,0.09220,736,8044,0.08588,0.09853
2003,West,male,Seldom,0.20072,1596,8044,0.19196,0.20947
2003,West,male,Never,0.36379,2717,8044,0.35328,0.37430
2003,West,female,At least once per week,0.34554,3271,8662,0.33552,0.35555
2003,West,female,At least once per month,0.06146,591,8662,0.05640,0.06652
2003,West,female,Seldom,0.16643,1455,8662,0.15859,0.17428
2003,West,female,Never,0.42657,3345,8662,0.41615,0.43698
2003,East,male,At least once per week,0.29592,774,2570,0.27827,0.31357
2003,East,male,At least once per month,0.07033,194,2570,0.06044,0.08022
2003,East,male,Seldom,0.22704,602,2570,0.21084,0.24324
2003,East,male,Never,0.40671,1000,2570,0.38771,0.42570
2003,East,female,At least once per week,0.26561,788,2753,0.24911,0.28211
2003,East,female,At least once per month,0.06986,204,2753,0.06034,0.07938
2003,East,female,Seldom,0.20298,614,2753,0.18795,0.21801
2003,East,female,Never,0.46155,1147,2753,0.44292,0.48017
2005,West,male,At least once per week,0.32654,2619,7422,0.31587,0.33721
2005,West,male,At least once per month,0.08714,632,7422,0.08073,0.09356
2005,West,male,Seldom,0.19098,1397,7422,0.18204,0.19992
2005,West,male,Never,0.39534,2774,7422,0.38421,0.40646
2005,West,female,At least once per week,0.31995,2881,8129,0.30981,0.33009
2005,West,female,At least once per month,0.07661,619,8129,0.07083,0.08239
2005,West,female,Seldom,0.16368,1370,8129,0.15564,0.17172
2005,West,female,Never,0.43975,3259,8129,0.42896,0.45055
2005,East,male,At least once per week,0.23248,598,2413,0.21563,0.24934
2005,East,male,At least once per month,0.08515,203,2413,0.07401,0.09628
2005,East,male,Seldom,0.21918,554,2413,0.20267,0.23569
2005,East,male,Never,0.46319,1058,2413,0.44329,0.48309
2005,East,female,At least once per week,0.22563,653,2595,0.20955,0.24172
2005,East,female,At least once per month,0.05426,164,2595,0.04554,0.06298
2005,East,female,Seldom,0.20773,545,2595,0.19212,0.22334
2005,East,female,Never,0.51238,1233,2595,0.49315,0.53162
2007,West,male,At least once per week,0.34928,2659,7321,0.33836,0.36020
2007,West,male,At least once per month,0.08201,601,7321,0.07572,0.08830
2007,West,male,Seldom,0.18791,1335,7321,0.17896,0.19686
2007,West,male,Never,0.38080,2726,7321,0.36968,0.39193
2007,West,female,At least once per week,0.35539,3132,8086,0.34496,0.36582
2007,West,female,At least once per month,0.06210,554,8086,0.05684,0.06736
2007,West,female,Seldom,0.15859,1257,8086,0.15063,0.16656
2007,West,female,Never,0.42392,3143,8086,0.41314,0.43469
2007,East,male,At least once per week,0.24577,617,2400,0.22854,0.26300
2007,East,male,At least once per month,0.07275,181,2400,0.06236,0.08315
2007,East,male,Seldom,0.20843,521,2400,0.19217,0.22468
2007,East,male,Never,0.47305,1081,2400,0.45307,0.49303
2007,East,female,At least once per week,0.25716,708,2583,0.24030,0.27402
2007,East,female,At least once per month,0.06230,162,2583,0.05298,0.07163
2007,East,female,Seldom,0.19438,516,2583,0.17912,0.20965
2007,East,female,Never,0.48616,1197,2583,0.46688,0.50543
2008,West,male,At least once per week,0.40440,2876,6864,0.39279,0.41601
2008,West,male,At least once per month,0.08861,598,6864,0.08189,0.09534
2008,West,male,Seldom,0.19915,1326,6864,0.18970,0.20860
2008,West,male,Never,0.30784,2064,6864,0.29691,0.31876
2008,West,female,At least once per week,0.40176,3287,7599,0.39074,0.41278
2008,West,female,At least once per month,0.06913,549,7599,0.06343,0.07484
2008,West,female,Seldom,0.16845,1263,7599,0.16004,0.17687
2008,West,female,Never,0.36065,2500,7599,0.34986,0.37145
2008,East,male,At least once per week,0.31183,729,2293,0.29286,0.33079
2008,East,male,At least once per month,0.07174,160,2293,0.06118,0.08231
2008,East,male,Seldom,0.22602,542,2293,0.20890,0.24314
2008,East,male,Never,0.39041,862,2293,0.37044,0.41038
2008,East,female,At least once per week,0.33958,875,2454,0.32084,0.35832
2008,East,female,At least once per month,0.07078,172,2454,0.06064,0.08093
2008,East,female,Seldom,0.20851,514,2454,0.19243,0.22458
2008,East,female,Never,0.38113,893,2454,0.36191,0.40035
2009,West,male,At least once per week,0.36495,2416,6385,0.35314,0.37676
2009,West,male,At least once per month,0.08777,523,6385,0.08083,0.09471
2009,West,male,Seldom,0.19821,1193,6385,0.18843,0.20799
2009,West,male,Never,0.34907,2253,6385,0.33738,0.36076
2009,West,female,At least once per week,0.38422,2842,7022,0.37284,0.39559
2009,West,female,At least once per month,0.06735,466,7022,0.06148,0.07321
2009,West,female,Seldom,0.15603,1117,7022,0.14754,0.16452
2009,West,female,Never,0.39241,2597,7022,0.38098,0.40383
2009,East,male,At least once per week,0.26814,573,2174,0.24952,0.28677
2009,East,male,At least once per month,0.07692,175,2174,0.06572,0.08813
2009,East,male,Seldom,0.21345,482,2174,0.19622,0.23067
2009,East,male,Never,0.44149,944,2174,0.42061,0.46236
2009,East,female,At least once per week,0.27671,684,2338,0.25857,0.29485
2009,East,female,At least once per month,0.07191,166,2338,0.06144,0.08239
2009,East,female,Seldom,0.16161,417,2338,0.14668,0.17653
2009,East,female,Never,0.48977,1071,2338,0.46951,0.51004
2011,West,male,At least once per week,0.37295,3811,9933,0.36344,0.38246
2011,West,male,At least once per month,0.07196,700,9933,0.06688,0.07704
2011,West,male,Seldom,0.17546,1686,9933,0.16798,0.18294
2011,West,male,Never,0.37963,3736,9933,0.37009,0.38918
2011,West,female,At least once per week,0.38901,4746,12037,0.38030,0.39772
2011,West,female,At least once per month,0.05821,702,12037,0.05402,0.06239
2011,West,female,Seldom,0.14456,1811,12037,0.13828,0.15084
2011,West,female,Never,0.40822,4778,12037,0.39944,0.41700
2011,East,male,At least once per week,0.29429,809,2866,0.27760,0.31098
2011,East,male,At least once per month,0.06722,191,2866,0.05805,0.07639
2011,East,male,Seldom,0.17410,508,2866,0.16021,0.18798
2011,East,male,Never,0.46439,1358,2866,0.44613,0.48266
2011,East,female,At least once per week,0.29868,981,3422,0.28334,0.31401
2011,East,female,At least once per month,0.06122,213,3422,0.05319,0.06926
2011,East,female,Seldom,0.17239,578,3422,0.15974,0.18505
2011,East,female,Never,0.46771,1650,3422,0.45099,0.48443
2013,West,male,At least once per week,0.48546,4305,8896,0.47508,0.49585
2013,West,male,At least once per month,0.05775,480,8896,0.05290,0.06260
2013,West,male,Seldom,0.15366,1360,8896,0.14617,0.16116
2013,West,male,Never,0.30312,2751,8896,0.29357,0.31268
2013,West,female,At least once per week,0.51512,5513,10803,0.50569,0.52454
2013,West,female,At least once per month,0.04696,488,10803,0.04297,0.05095
2013,West,female,Seldom,0.11938,1360,10803,0.11326,0.12549
2013,West,female,Never,0.31854,3442,10803,0.30976,0.32733
2013,East,male,At least once per week,0.39154,999,2589,0.37273,0.41034
2013,East,male,At least once per month,0.05386,133,2589,0.04516,0.06256
2013,East,male,Seldom,0.17873,460,2589,0.16397,0.19350
2013,East,male,Never,0.37587,997,2589,0.35721,0.39453
2013,East,female,At least once per week,0.40826,1237,3096,0.39095,0.42558
2013,East,female,At least once per month,0.04656,147,3096,0.03914,0.05399
2013,East,female,Seldom,0.17114,474,3096,0.15787,0.18441
2013,East,female,Never,0.37403,1238,3096,0.35699,0.39108
2015,West,male,At least once per week,0.44510,4272,9814,0.43526,0.45493
2015,West,male,At least once per month,0.06045,584,9814,0.05573,0.06516
2015,West,male,Seldom,0.14824,1466,9814,0.14121,0.15528
2015,West,male,Never,0.34621,3492,9814,0.33680,0.35562
2015,West,female,At least once per week,0.45608,5124,11494,0.44697,0.46518
2015,West,female,At least once per month,0.05151,542,11494,0.04747,0.05555
2015,West,female,Seldom,0.12054,1468,11494,0.11458,0.12649
2015,West,female,Never,0.37188,4360,11494,0.36304,0.38071
2015,East,male,At least once per week,0.32029,788,2461,0.30185,0.33873
2015,East,male,At least once per month,0.06194,157,2461,0.05242,0.07147
2015,East,male,Seldom,0.14767,347,2461,0.13365,0.16169
2015,East,male,Never,0.47010,1169,2461,0.45038,0.48982
2015,East,female,At least once per week,0.37086,1048,2921,0.35334,0.38838
2015,East,female,At least once per month,0.05243,156,2921,0.04435,0.06052
2015,East,female,Seldom,0.13423,392,2921,0.12187,0.14660
2015,East,female,Never,0.44247,1325,2921,0.42446,0.46049
2017,West,male,At least once per week,0.45924,5220,11580,0.45017,0.46832
2017,West,male,At least once per month,0.05945,676,11580,0.05514,0.06375
2017,West,male,Seldom,0.14724,1674,11580,0.14078,0.15369
2017,West,male,Never,0.33407,4010,11580,0.32548,0.34266
2017,West,female,At least once per week,0.48356,5624,12688,0.47486,0.49225
2017,West,female,At least once per month,0.04339,574,12688,0.03984,0.04693
2017,West,female,Seldom,0.11103,1541,12688,0.10556,0.11649
2017,West,female,Never,0.36203,4949,12688,0.35366,0.37039
2017,East,male,At least once per week,0.37372,1056,2900,0.35611,0.39133
2017,East,male,At least once per month,0.05140,157,2900,0.04337,0.05944
2017,East,male,Seldom,0.14811,427,2900,0.13518,0.16104
2017,East,male,Never,0.42677,1260,2900,0.40876,0.44477
2017,East,female,At least once per week,0.38490,1201,3256,0.36818,0.40161
2017,East,female,At least once per month,0.05793,156,3256,0.04991,0.06596
2017,East,female,Seldom,0.13454,439,3256,0.12281,0.14626
2017,East,female,Never,0.42263,1460,3256,0.40566,0.43961
2019,West,male,At least once per week,0.55123,6115,11174,0.54201,0.56045
2019,West,male,At least once per month,0.04786,578,11174,0.04391,0.05182
2019,West,male,Seldom,0.13372,1475,11174,0.12741,0.14004
2019,West,male,Never,0.26718,3006,11174,0.25898,0.27538
2019,West,female,At least once per week,0.55505,6312,11541,0.54598,0.56412
2019,West,female,At least once per month,0.04181,441,11541,0.03816,0.04546
2019,West,female,Seldom,0.12108,1385,11541,0.11513,0.12703
2019,West,female,Never,0.28206,3403,11541,0.27385,0.29027
2019,East,male,At least once per week,0.45749,1328,2874,0.43927,0.47571
2019,East,male,At least once per month,0.06781,170,2874,0.05861,0.07700
2019,East,male,Seldom,0.16150,466,2874,0.14805,0.17496
2019,East,male,Never,0.31320,910,2874,0.29624,0.33016
2019,East,female,At least once per week,0.49701,1459,3083,0.47936,0.51467
2019,East,female,At least once per month,0.04913,145,3083,0.04150,0.05676
2019,East,female,Seldom,0.14725,438,3083,0.13474,0.15976
2019,East,female,Never,0.30661,1041,3083,0.29033,0.32289
2021,West,male,At least once per week,0.56156,3710,6403,0.54940,0.57371
2021,West,male,At least once per month,0.09757,609,6403,0.09030,0.10483
2021,West,male,Seldom,0.15852,936,6403,0.14958,0.16747
2021,West,male,Never,0.18236,1148,6403,0.17290,0.19181
2021,West,female,At least once per week,0.57208,4295,7162,0.56062,0.58354
2021,West,female,At least once per month,0.07015,521,7162,0.06424,0.07607
2021,West,female,Seldom,0.13000,913,7162,0.12221,0.13779
2021,West,female,Never,0.22777,1433,7162,0.21806,0.23748
2021,East,male,At least once per week,0.49588,839,1681,0.47197,0.51979
2021,East,male,At least once per month,0.10665,163,1681,0.09189,0.12141
2021,East,male,Seldom,0.16701,278,1681,0.14917,0.18484
2021,East,male,Never,0.23046,401,1681,0.21032,0.25060
2021,East,female,At least once per week,0.50048,1023,1936,0.47820,0.52276
2021,East,female,At least once per month,0.09012,147,1936,0.07736,0.10288
2021,East,female,Seldom,0.15671,303,1936,0.14051,0.17291
2021,East,female,Never,0.25269,463,1936,0.23332,0.27205
