year,migback,sampreg,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,No migration background,West,Never,0.50053,3051,6417,0.48829,0.51276
1992,No migration background,East,At least once per week,0.12043,476,3772,0.11005,0.13082
1992,No migration background,East,At least once per month,0.03605,139,3772,0.03010,0.04200
1992,No migration background,East,Seldom,0.16053,688,3772,0.14881,0.17225
1992,No migration background,East,Never,0.68299,2469,3772,0.66814,0.69784
1992,Direct migration background,West,At least once per week,0.17090,341,2344,0.15566,0.18614
1992,Direct migration background,West,At least once per month,0.04315,99,2344,0.03492,0.05138
1992,Direct migration background,West,Seldom,0.13691,292,2344,0.12299,0.15083
1992,Direct migration background,West,Never,0.64904,1612,2344,0.62971,0.66836
1992,Direct migration background,East,Never,0.74202,105,105,0.65793,0.82611
1992,Indirect migration background,West,At least once per week,0.38586,157,383,0.33704,0.43468
1992,Indirect migration background,West,At least once per month,0.09239,46,383,0.06335,0.12143
1992,Indirect migration background,West,Seldom,0.20184,78,383,0.16159,0.24209
1992,Indirect migration background,West,Never,0.31991,102,383,0.27314,0.36669
1994,No migration background,West,At least once per week,0.26431,1723,6295,0.25342,0.27521
1994,No migration background,West,At least once per month,0.06764,465,6295,0.06143,0.07384
1994,No migration background,West,Seldom,0.17892,1176,6295,0.16945,0.18839
1994,No migration background,West,Never,0.48913,2931,6295,0.47678,0.50148
1994,No migration background,East,At least once per week,0.11886,450,3559,0.10822,0.12949
1994,No migration background,East,At least once per month,0.03577,139,3559,0.02966,0.04187
1994,No migration background,East,Seldom,0.15542,630,3559,0.14351,0.16732
1994,No migration background,East,Never,0.68996,2340,3559,0.67476,0.70516
1994,Direct migration background,West,At least once per week,0.17632,295,2189,0.16035,0.19229
1994,Direct migration background,West,At least once per month,0.04188,97,2189,0.03349,0.05027
1994,Direct migration background,West,Seldom,0.15499,337,2189,0.13982,0.17015
1994,Direct migration background,West,Never,0.62681,1460,2189,0.60655,0.64708
1994,Direct migration background,East,Never,0.77419,107,107,0.69459,0.85378
1994,Indirect migration background,West,At least once per week,0.35677,172,466,0.31323,0.40031
1994,Indirect migration background,West,At least once per month,0.11413,63,466,0.08522,0.14303
1994,Indirect migration background,West,Seldom,0.28273,112,466,0.24179,0.32366
1994,Indirect migration background,West,Never,0.24638,119,466,0.20721,0.28554
1995,No migration background,West,At least once per week,0.31701,2119,6423,0.30563,0.32839
1995,No migration background,West,At least once per month,0.07990,539,6423,0.07327,0.08653
1995,No migration background,West,Seldom,0.20750,1392,6423,0.19758,0.21742
1995,No migration background,West,Never,0.39559,2373,6423,0.38363,0.40755
1995,No migration background,East,At least once per week,0.18120,688,3504,0.16845,0.19396
1995,No migration background,East,At least once per month,0.05879,220,3504,0.05100,0.06658
1995,No migration background,East,Seldom,0.25317,985,3504,0.23878,0.26757
1995,No migration background,East,Never,0.50683,1611,3504,0.49028,0.52339
1995,Direct migration background,West,At least once per week,0.22091,428,2614,0.20501,0.23682
1995,Direct migration background,West,At least once per month,0.05038,130,2614,0.04199,0.05877
1995,Direct migration background,West,Seldom,0.17234,418,2614,0.15786,0.18682
1995,Direct migration background,West,Never,0.55637,1638,2614,0.53732,0.57541
1995,Direct migration background,East,Never,0.63171,89,89,0.53093,0.73249
1995,Indirect migration background,West,At least once per week,0.43645,209,484,0.39222,0.48068
1995,Indirect migration background,West,At least once per month,0.10546,58,484,0.07806,0.13285
1995,Indirect migration background,West,Seldom,0.21160,100,484,0.17517,0.24802
1995,Indirect migration background,West,Never,0.24650,117,484,0.20806,0.28493
1996,No migration background,West,At least once per week,0.28246,1816,6329,0.27137,0.29356
1996,No migration background,West,At least once per month,0.07499,505,6329,0.06850,0.08148
1996,No migration background,West,Seldom,0.20019,1353,6329,0.19033,0.21005
1996,No migration background,West,Never,0.44236,2655,6329,0.43012,0.45459
1996,No migration background,East,At least once per week,0.14824,566,3496,0.13646,0.16003
1996,No migration background,East,At least once per month,0.04702,196,3496,0.04000,0.05404
1996,No migration background,East,Seldom,0.20491,772,3496,0.19153,0.21829
1996,No migration background,East,Never,0.59983,1962,3496,0.58358,0.61607
1996,Direct migration background,West,At least once per week,0.16507,309,2444,0.15035,0.17979
1996,Direct migration background,West,At least once per month,0.06606,138,2444,0.05621,0.07591
1996,Direct migration background,West,Seldom,0.17332,401,2444,0.15831,0.18833
1996,Direct migration background,West,Never,0.59555,1596,2444,0.57609,0.61501
1996,Direct migration background,East,Never,0.73413,97,97,0.64576,0.82251
1996,Indirect migration background,West,At least once per week,0.36684,169,518,0.32529,0.40838
1996,Indirect migration background,West,At least once per month,0.13192,71,518,0.10275,0.16109
1996,Indirect migration background,West,Seldom,0.23844,136,518,0.20170,0.27517
1996,Indirect migration background,West,Never,0.26281,142,518,0.22486,0.30075
1997,No migration background,West,At least once per week,0.28955,1836,6242,0.27829,0.30080
1997,No migration background,West,At least once per month,0.06195,435,6242,0.05597,0.06793
1997,No migration background,West,Seldom,0.18616,1238,6242,0.17650,0.19582
1997,No migration background,West,Never,0.46235,2733,6242,0.44998,0.47472
1997,No migration background,East,At least once per week,0.15508,579,3440,0.14298,0.16717
1997,No migration background,East,At least once per month,0.04104,155,3440,0.03441,0.04767
1997,No migration background,East,Seldom,0.19876,731,3440,0.18542,0.21209
1997,No migration background,East,Never,0.60513,1975,3440,0.58879,0.62147
1997,Direct migration background,West,At least once per week,0.17650,315,2318,0.16098,0.19203
1997,Direct migration background,West,At least once per month,0.04940,99,2318,0.04058,0.05823
1997,Direct migration background,West,Seldom,0.14687,339,2318,0.13246,0.16129
1997,Direct migration background,West,Never,0.62722,1565,2318,0.60753,0.64691
1997,Direct migration background,East,Never,0.77461,102,102,0.69312,0.85610
1997,Indirect migration background,West,At least once per week,0.41334,220,539,0.37173,0.45495
1997,Indirect migration background,West,At least once per month,0.11152,64,539,0.08492,0.13812
1997,Indirect migration background,West,Seldom,0.24607,132,539,0.20968,0.28247
1997,Indirect migration background,West,Never,0.22907,123,539,0.19356,0.26458
1998,No migration background,West,At least once per week,0.33842,2536,7452,0.32768,0.34917
1998,No migration background,West,At least once per month,0.08358,662,7452,0.07729,0.08986
1998,No migration background,West,Seldom,0.20314,1624,7452,0.19400,0.21227
1998,No migration background,West,Never,0.37486,2630,7452,0.36387,0.38586
1998,No migration background,East,At least once per week,0.20886,828,3690,0.19574,0.22198
1998,No migration background,East,At least once per month,0.06139,241,3690,0.05364,0.06913
1998,No migration background,East,Seldom,0.25992,1009,3690,0.24577,0.27407
1998,No migration background,East,Never,0.46983,1612,3690,0.45373,0.48594
1998,Direct migration background,West,At least once per week,0.18920,331,2260,0.17305,0.20535
1998,Direct migration background,West,At least once per month,0.05673,118,2260,0.04719,0.06627
1998,Direct migration background,West,Seldom,0.17699,389,2260,0.16125,0.19273
1998,Direct migration background,West,Never,0.57708,1422,2260,0.55670,0.59745
1998,Direct migration background,East,Never,0.64547,76,76,0.53720,0.75374
1998,Indirect migration background,West,At least once per week,0.41700,213,567,0.37638,0.45762
1998,Indirect migration background,West,At least once per month,0.13911,73,567,0.11060,0.16762
1998,Indirect migration background,West,Seldom,0.21880,141,567,0.18474,0.25286
1998,Indirect migration background,West,Never,0.22510,140,567,0.19069,0.25951
1999,No migration background,West,At least once per week,0.29238,2124,7143,0.28183,0.30293
1999,No migration background,West,At least once per month,0.06711,529,7143,0.06131,0.07291
1999,No migration background,West,Seldom,0.19146,1494,7143,0.18233,0.20058
1999,No migration background,West,Never,0.44906,2996,7143,0.43752,0.46059
1999,No migration background,East,At least once per week,0.16622,638,3613,0.15408,0.17836
1999,No migration background,East,At least once per month,0.05141,205,3613,0.04421,0.05862
1999,No migration background,East,Seldom,0.20957,788,3613,0.19630,0.22284
1999,No migration background,East,Never,0.57280,1982,3613,0.55667,0.58893
1999,Direct migration background,West,At least once per week,0.18178,288,2073,0.16517,0.19838
1999,Direct migration background,West,At least once per month,0.05839,106,2073,0.04829,0.06849
1999,Direct migration background,West,Seldom,0.14497,311,2073,0.12981,0.16013
1999,Direct migration background,West,Never,0.61486,1368,2073,0.59390,0.63581
1999,Direct migration background,East,Never,0.73597,78,78,0.63751,0.83443
1999,Indirect migration background,West,At least once per week,0.36879,201,581,0.32952,0.40806
1999,Indirect migration background,West,At least once per month,0.12320,74,581,0.09646,0.14995
1999,Indirect migration background,West,Seldom,0.26664,162,581,0.23065,0.30263
1999,Indirect migration background,West,Never,0.24136,144,581,0.20654,0.27619
2001,No migration background,West,At least once per week,0.30304,4002,12821,0.29508,0.31100
2001,No migration background,West,At least once per month,0.06531,882,12821,0.06103,0.06958
2001,No migration background,West,Seldom,0.16172,2171,12821,0.15535,0.16810
2001,No migration background,West,Never,0.46993,5766,12821,0.46129,0.47857
2001,No migration background,East,At least once per week,0.20413,1101,5249,0.19322,0.21503
2001,No migration background,East,At least once per month,0.04950,274,5249,0.04363,0.05537
2001,No migration background,East,Seldom,0.16792,972,5249,0.15781,0.17804
2001,No migration background,East,Never,0.57845,2902,5249,0.56509,0.59181
2001,Direct migration background,West,At least once per week,0.18173,457,2774,0.16737,0.19608
2001,Direct migration background,West,At least once per month,0.06035,138,2774,0.05149,0.06921
2001,Direct migration background,West,Seldom,0.12596,350,2774,0.11361,0.13831
2001,Direct migration background,West,Never,0.63196,1829,2774,0.61401,0.64991
2001,Direct migration background,East,Never,0.69587,84,84,0.59690,0.79484
2001,Indirect migration background,West,At least once per week,0.39367,272,734,0.35830,0.42904
2001,Indirect migration background,West,At least once per month,0.07394,63,734,0.05500,0.09288
2001,Indirect migration background,West,Seldom,0.22112,155,734,0.19108,0.25117
2001,Indirect migration background,West,Never,0.31127,244,734,0.27775,0.34479
2003,No migration background,West,At least once per week,0.36697,5459,13471,0.35883,0.37511
2003,No migration background,West,At least once per month,0.07895,1113,13471,0.07439,0.08350
2003,No migration background,West,Seldom,0.18598,2524,13471,0.17941,0.19255
2003,No migration background,West,Never,0.36810,4375,13471,0.35995,0.37624
2003,No migration background,East,At least once per week,0.28246,1530,5189,0.27021,0.29471
2003,No migration background,East,At least once per month,0.07110,392,5189,0.06410,0.07809
2003,No migration background,East,Seldom,0.21435,1188,5189,0.20318,0.22552
2003,No migration background,East,Never,0.43210,2079,5189,0.41862,0.44558
2003,Direct migration background,West,At least once per week,0.20748,499,2492,0.19155,0.22340
2003,Direct migration background,West,At least once per month,0.05894,142,2492,0.04969,0.06819
2003,Direct migration background,West,Seldom,0.16406,386,2492,0.14952,0.17860
2003,Direct migration background,West,Never,0.56953,1465,2492,0.55008,0.58897
2003,Direct migration background,East,Never,0.57046,59,59,0.44306,0.69786
2003,Indirect migration background,West,At least once per week,0.41779,308,743,0.38230,0.45328
2003,Indirect migration background,West,At least once per month,0.09183,72,743,0.07105,0.11261
2003,Indirect migration background,West,Seldom,0.19735,141,743,0.16872,0.22599
2003,Indirect migration background,West,Never,0.29302,222,743,0.26027,0.32577
2005,No migration background,West,At least once per week,0.34332,4756,12518,0.33500,0.35164
2005,No migration background,West,At least once per month,0.08202,1026,12518,0.07722,0.08683
2005,No migration background,West,Seldom,0.17523,2234,12518,0.16857,0.18189
2005,No migration background,West,Never,0.39943,4502,12518,0.39085,0.40801
2005,No migration background,East,At least once per week,0.22942,1224,4874,0.21761,0.24122
2005,No migration background,East,At least once per month,0.07120,362,4874,0.06398,0.07842
2005,No migration background,East,Seldom,0.21381,1071,4874,0.20230,0.22532
2005,No migration background,East,Never,0.48558,2217,4874,0.47154,0.49961
2005,Direct migration background,West,At least once per week,0.20960,446,2253,0.19279,0.22641
2005,Direct migration background,West,At least once per month,0.06667,137,2253,0.05637,0.07697
2005,Direct migration background,West,Seldom,0.16363,356,2253,0.14835,0.17891
2005,Direct migration background,West,Never,0.56010,1314,2253,0.53959,0.58060
2005,Direct migration background,East,Never,0.61068,64,64,0.49028,0.73109
2005,Indirect migration background,West,At least once per week,0.35461,298,780,0.32102,0.38821
2005,Indirect migration background,West,At least once per month,0.12724,88,780,0.10384,0.15064
2005,Indirect migration background,West,Seldom,0.25116,177,780,0.22070,0.28161
2005,Indirect migration background,West,Never,0.26699,217,780,0.23593,0.29806
2007,No migration background,West,At least once per week,0.37495,5062,12656,0.36652,0.38339
2007,No migration background,West,At least once per month,0.07153,964,12656,0.06704,0.07602
2007,No migration background,West,Seldom,0.17231,2128,12656,0.16573,0.17889
2007,No migration background,West,Never,0.38120,4502,12656,0.37274,0.38967
2007,No migration background,East,At least once per week,0.25433,1302,4852,0.24207,0.26658
2007,No migration background,East,At least once per month,0.06662,329,4852,0.05961,0.07364
2007,No migration background,East,Seldom,0.19769,1011,4852,0.18649,0.20890
2007,No migration background,East,Never,0.48136,2210,4852,0.46730,0.49542
2007,Direct migration background,West,At least once per week,0.22391,441,2015,0.20571,0.24212
2007,Direct migration background,West,At least once per month,0.05612,101,2015,0.04607,0.06617
2007,Direct migration background,West,Seldom,0.16027,317,2015,0.14425,0.17629
2007,Direct migration background,West,Never,0.55970,1156,2015,0.53802,0.58138
2007,Direct migration background,East,Never,0.47232,53,53,0.33663,0.60802
2007,Indirect migration background,West,At least once per week,0.38455,288,736,0.34938,0.41972
2007,Indirect migration background,West,At least once per month,0.12116,90,736,0.09757,0.14475
2007,Indirect migration background,West,Seldom,0.21717,147,736,0.18736,0.24698
2007,Indirect migration background,West,Never,0.27712,211,736,0.24476,0.30948
2008,No migration background,West,At least once per week,0.42698,5377,11932,0.41810,0.43585
2008,No migration background,West,At least once per month,0.07725,945,11932,0.07246,0.08205
2008,No migration background,West,Seldom,0.18767,2174,11932,0.18066,0.19467
2008,No migration background,West,Never,0.30810,3436,11932,0.29982,0.31639
2008,No migration background,East,At least once per week,0.32756,1575,4627,0.31404,0.34109
2008,No migration background,East,At least once per month,0.07039,321,4627,0.06301,0.07776
2008,No migration background,East,Seldom,0.21602,1024,4627,0.20416,0.22788
2008,No migration background,East,Never,0.38603,1707,4627,0.37200,0.40006
2008,Direct migration background,West,At least once per week,0.26666,482,1815,0.24631,0.28701
2008,Direct migration background,West,At least once per month,0.06109,113,1815,0.05007,0.07212
2008,Direct migration background,West,Seldom,0.15917,280,1815,0.14233,0.17600
2008,Direct migration background,West,Never,0.51308,940,1815,0.49008,0.53608
2008,Direct migration background,East,Never,0.50464,41,41,0.34970,0.65959
2008,Indirect migration background,West,At least once per week,0.43418,304,716,0.39785,0.47051
2008,Indirect migration background,West,At least once per month,0.14601,89,716,0.12012,0.17189
2008,Indirect migration background,West,Seldom,0.18697,135,716,0.15839,0.21555
2008,Indirect migration background,West,Never,0.23284,188,716,0.20186,0.26382
2009,No migration background,West,At least once per week,0.39304,4607,11165,0.38398,0.40210
2009,No migration background,West,At least once per month,0.07359,799,11165,0.06874,0.07843
2009,No migration background,West,Seldom,0.17572,1913,11165,0.16866,0.18278
2009,No migration background,West,Never,0.35765,3846,11165,0.34876,0.36655
2009,No migration background,East,At least once per week,0.27321,1230,4398,0.26004,0.28638
2009,No migration background,East,At least once per month,0.07392,329,4398,0.06618,0.08165
2009,No migration background,East,Seldom,0.18604,878,4398,0.17454,0.19755
2009,No migration background,East,Never,0.46683,1961,4398,0.45208,0.48157
2009,Direct migration background,West,At least once per week,0.26216,383,1577,0.24045,0.28388
2009,Direct migration background,West,At least once per month,0.07041,110,1577,0.05778,0.08304
2009,Direct migration background,West,Seldom,0.15713,246,1577,0.13916,0.17510
2009,Direct migration background,West,Never,0.51029,838,1577,0.48561,0.53497
2009,Direct migration background,East,Never,0.55898,43,43,0.40882,0.70914
2009,Indirect migration background,West,At least once per week,0.40760,268,665,0.37022,0.44498
2009,Indirect migration background,West,At least once per month,0.14380,80,665,0.11711,0.17049
2009,Indirect migration background,West,Seldom,0.23530,151,665,0.20303,0.26756
2009,Indirect migration background,West,Never,0.21330,166,665,0.18214,0.24446
2011,No migration background,West,At least once per week,0.40189,7280,17644,0.39465,0.40912
2011,No migration background,West,At least once per month,0.06784,1164,17644,0.06413,0.07156
2011,No migration background,West,Seldom,0.15469,2784,17644,0.14935,0.16002
2011,No migration background,West,Never,0.37558,6416,17644,0.36843,0.38272
2011,No migration background,East,At least once per week,0.29747,1720,6044,0.28594,0.30899
2011,No migration background,East,At least once per month,0.06494,393,6044,0.05872,0.07115
2011,No migration background,East,Seldom,0.17393,1047,6044,0.16438,0.18349
2011,No migration background,East,Never,0.46366,2884,6044,0.45109,0.47624
2011,Direct migration background,West,At least once per week,0.26813,822,3171,0.25271,0.28355
2011,Direct migration background,West,At least once per month,0.04431,145,3171,0.03714,0.05147
2011,Direct migration background,West,Seldom,0.15980,481,3171,0.14704,0.17256
2011,Direct migration background,West,Never,0.52776,1723,3171,0.51038,0.54514
2011,Direct migration background,East,At least once per week,0.20670,37,136,0.13839,0.27501
2011,Direct migration background,East,Never,0.63640,99,136,0.55525,0.71754
2011,Indirect migration background,West,At least once per week,0.41001,455,1155,0.38163,0.43839
2011,Indirect migration background,West,At least once per month,0.08217,93,1155,0.06632,0.09801
2011,Indirect migration background,West,Seldom,0.23656,232,1155,0.21204,0.26108
2011,Indirect migration background,West,Never,0.27126,375,1155,0.24561,0.29691
2011,Indirect migration background,East,At least once per week,0.42379,33,33,0.25257,0.59501
2013,No migration background,West,At least once per week,0.51688,8356,16006,0.50914,0.52462
2013,No migration background,West,At least once per month,0.05095,784,16006,0.04754,0.05435
2013,No migration background,West,Seldom,0.13501,2213,16006,0.12971,0.14030
2013,No migration background,West,Never,0.29717,4653,16006,0.29009,0.30425
2013,No migration background,East,At least once per week,0.40213,2161,5463,0.38912,0.41513
2013,No migration background,East,At least once per month,0.05052,273,5463,0.04471,0.05633
2013,No migration background,East,Seldom,0.17437,897,5463,0.16431,0.18443
2013,No migration background,East,Never,0.37298,2132,5463,0.36015,0.38580
2013,Direct migration background,West,At least once per week,0.35911,911,2653,0.34085,0.37736
2013,Direct migration background,West,At least once per month,0.05063,113,2653,0.04228,0.05897
2013,Direct migration background,West,Seldom,0.14134,350,2653,0.12808,0.15460
2013,Direct migration background,West,Never,0.44893,1279,2653,0.43000,0.46786
2013,Direct migration background,East,At least once per week,0.23400,49,125,0.15948,0.30852
2013,Direct migration background,East,Never,0.48451,76,125,0.39655,0.57248
2013,Indirect migration background,West,At least once per week,0.53603,551,1040,0.50571,0.56635
2013,Indirect migration background,West,At least once per month,0.08735,71,1040,0.07018,0.10452
2013,Indirect migration background,West,Seldom,0.14137,157,1040,0.12018,0.16255
2013,Indirect migration background,West,Never,0.23525,261,1040,0.20946,0.26104
2015,No migration background,West,At least once per week,0.46646,6774,14210,0.45825,0.47466
2015,No migration background,West,At least once per month,0.05643,795,14210,0.05264,0.06023
2015,No migration background,West,Seldom,0.13614,1943,14210,0.13051,0.14178
2015,No migration background,West,Never,0.34096,4698,14210,0.33317,0.34876
2015,No migration background,East,At least once per week,0.34570,1667,4845,0.33230,0.35909
2015,No migration background,East,At least once per month,0.05818,289,4845,0.05159,0.06477
2015,No migration background,East,Seldom,0.14101,673,4845,0.13121,0.15081
2015,No migration background,East,Never,0.45511,2216,4845,0.44109,0.46914
2015,Direct migration background,West,At least once per week,0.34821,1873,5595,0.33572,0.36069
2015,Direct migration background,West,At least once per month,0.05007,240,5595,0.04436,0.05579
2015,Direct migration background,West,Seldom,0.12347,752,5595,0.11485,0.13209
2015,Direct migration background,West,Never,0.47825,2730,5595,0.46516,0.49134
2015,Direct migration background,East,At least once per week,0.33831,131,422,0.29312,0.38351
2015,Direct migration background,East,Seldom,0.13126,52,422,0.09901,0.16352
2015,Direct migration background,East,Never,0.48419,239,422,0.43645,0.53193
2015,Indirect migration background,West,At least once per week,0.54360,749,1503,0.51841,0.56879
2015,Indirect migration background,West,At least once per month,0.06575,91,1503,0.05321,0.07828
2015,Indirect migration background,West,Seldom,0.13819,239,1503,0.12073,0.15564
2015,Indirect migration background,West,Never,0.25246,424,1503,0.23049,0.27443
2015,Indirect migration background,East,At least once per week,0.40159,38,77,0.29137,0.51180
2015,Indirect migration background,East,Never,0.42216,39,77,0.31111,0.53320
2017,No migration background,West,At least once per week,0.48861,7480,14944,0.48059,0.49662
2017,No migration background,West,At least once per month,0.05361,823,14944,0.05000,0.05722
2017,No migration background,West,Seldom,0.12911,1974,14944,0.12373,0.13448
2017,No migration background,West,Never,0.32868,4667,14944,0.32115,0.33621
2017,No migration background,East,At least once per week,0.37610,1884,5092,0.36279,0.38940
2017,No migration background,East,At least once per month,0.05503,267,5092,0.04877,0.06130
2017,No migration background,East,Seldom,0.14381,736,5092,0.13417,0.15345
2017,No migration background,East,Never,0.42506,2205,5092,0.41148,0.43864
2017,Direct migration background,West,At least once per week,0.37454,2604,7802,0.36380,0.38528
2017,Direct migration background,West,At least once per month,0.04020,347,7802,0.03584,0.04456
2017,Direct migration background,West,Seldom,0.11962,1027,7802,0.11242,0.12682
2017,Direct migration background,West,Never,0.46564,3824,7802,0.45457,0.47671
2017,Direct migration background,East,At least once per week,0.42873,336,965,0.39749,0.45997
2017,Direct migration background,East,At least once per month,0.03031,36,965,0.01949,0.04113
2017,Direct migration background,East,Seldom,0.08552,110,965,0.06787,0.10318
2017,Direct migration background,East,Never,0.45544,483,965,0.42400,0.48688
2017,Indirect migration background,West,At least once per week,0.54031,760,1522,0.51527,0.56536
2017,Indirect migration background,West,At least once per month,0.05428,80,1522,0.04289,0.06567
2017,Indirect migration background,West,Seldom,0.15083,214,1522,0.13284,0.16882
2017,Indirect migration background,West,Never,0.25458,468,1522,0.23268,0.27647
2017,Indirect migration background,East,At least once per week,0.41554,37,69,0.29840,0.53267
2017,Indirect migration background,East,Never,0.29302,32,69,0.18484,0.40120
2019,No migration background,Does not apply,At least once per week,0.72508,44,44,0.59163,0.85853
2019,No migration background,West,At least once per week,0.57211,8881,14897,0.56417,0.58006
2019,No migration background,West,At least once per month,0.04615,655,14897,0.04278,0.04951
2019,No migration background,West,Seldom,0.12904,1848,14897,0.12366,0.13443
2019,No migration background,West,Never,0.25270,3513,14897,0.24572,0.25968
2019,No migration background,East,At least once per week,0.47853,2442,5097,0.46482,0.49225
2019,No migration background,East,At least once per month,0.05743,273,5097,0.05104,0.06382
2019,No migration background,East,Seldom,0.15608,782,5097,0.14612,0.16605
2019,No migration background,East,Never,0.30796,1600,5097,0.29528,0.32063
2019,Direct migration background,West,At least once per week,0.44733,2694,6374,0.43513,0.45954
2019,Direct migration background,West,At least once per month,0.04119,305,6374,0.03631,0.04607
2019,Direct migration background,West,Seldom,0.12453,825,6374,0.11642,0.13264
2019,Direct migration background,West,Never,0.38695,2550,6374,0.37499,0.39891
2019,Direct migration background,East,At least once per week,0.45252,283,743,0.41671,0.48834
2019,Direct migration background,East,At least once per month,0.06364,33,743,0.04608,0.08121
2019,Direct migration background,East,Seldom,0.10477,99,743,0.08274,0.12681
2019,Direct migration background,East,Never,0.37906,328,743,0.34415,0.41397
2019,Indirect migration background,West,At least once per week,0.62698,852,1446,0.60205,0.65192
2019,Indirect migration background,West,At least once per month,0.03942,59,1446,0.02938,0.04945
2019,Indirect migration background,West,Seldom,0.11534,187,1446,0.09887,0.13181
2019,Indirect migration background,West,Never,0.21826,348,1446,0.19696,0.23956
2019,Indirect migration background,East,At least once per week,0.53736,63,63,0.41325,0.66147
2021,No migration background,West,At least once per week,0.58178,6036,9897,0.57206,0.59150
2021,No migration background,West,At least once per month,0.08483,831,9897,0.07935,0.09032
2021,No migration background,West,Seldom,0.14096,1268,9897,0.13410,0.14782
2021,No migration background,West,Never,0.19243,1762,9897,0.18466,0.20019
2021,No migration background,East,At least once per week,0.50022,1676,3259,0.48305,0.51739
2021,No migration background,East,At least once per month,0.09398,265,3259,0.08396,0.10400
2021,No migration background,East,Seldom,0.16436,526,3259,0.15163,0.17709
2021,No migration background,East,Never,0.24144,792,3259,0.22674,0.25614
2021,Direct migration background,West,At least once per week,0.49460,1467,2828,0.47617,0.51303
2021,Direct migration background,West,At least once per month,0.07334,216,2828,0.06373,0.08295
2021,Direct migration background,West,Seldom,0.15381,468,2828,0.14051,0.16711
