year,migback,pgisced97,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Direct migration background,Primary Level,At least once per week,0.06929,35,728,0.05083,0.08774
1985,Direct migration background,Primary Level,Seldom,0.05781,44,728,0.04084,0.07478
1985,Direct migration background,Primary Level,Never,0.85953,649,728,0.83427,0.88479
1985,Direct migration background,Lower Secondary Level,At least once per week,0.15175,119,906,0.12838,0.17513
1985,Direct migration background,Lower Secondary Level,At least once per month,0.02707,36,906,0.01650,0.03764
1985,Direct migration background,Lower Secondary Level,Seldom,0.06987,87,906,0.05326,0.08648
1985,Direct migration background,Lower Secondary Level,Never,0.75131,664,906,0.72315,0.77947
1985,Direct migration background,Upper Secondary Level,At least once per week,0.18906,153,894,0.16338,0.21474
1985,Direct migration background,Upper Secondary Level,At least once per month,0.03752,44,894,0.02505,0.04998
1985,Direct migration background,Upper Secondary Level,Seldom,0.13481,117,894,0.11241,0.15721
1985,Direct migration background,Upper Secondary Level,Never,0.63862,580,894,0.60711,0.67013
1985,Direct migration background,Post-secondary Non-tertiary Level,Never,0.55463,58,58,0.42560,0.68365
1985,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.30862,31,81,0.20740,0.40985
1985,Direct migration background,Second Stage of Tertiary Education,Never,0.47905,50,81,0.36958,0.58852
1986,No migration background,Pre-primary Level,At least once per week,0.65582,96,96,0.56028,0.75136
1986,No migration background,Primary Level,Never,0.67195,55,55,0.54672,0.79717
1986,No migration background,Lower Secondary Level,At least once per week,0.17649,369,1901,0.15935,0.19363
1986,No migration background,Lower Secondary Level,At least once per month,0.03611,74,1901,0.02772,0.04450
1986,No migration background,Lower Secondary Level,Seldom,0.07998,169,1901,0.06778,0.09217
1986,No migration background,Lower Secondary Level,Never,0.70742,1289,1901,0.68696,0.72788
1986,No migration background,Upper Secondary Level,At least once per week,0.25125,1061,4022,0.23785,0.26466
1986,No migration background,Upper Secondary Level,At least once per month,0.05625,244,4022,0.04913,0.06337
1986,No migration background,Upper Secondary Level,Seldom,0.13093,573,4022,0.12050,0.14136
1986,No migration background,Upper Secondary Level,Never,0.56157,2144,4022,0.54623,0.57690
1986,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.34041,64,159,0.26652,0.41429
1986,No migration background,Post-secondary Non-tertiary Level,Seldom,0.19935,35,159,0.13705,0.26164
1986,No migration background,Post-secondary Non-tertiary Level,Never,0.37482,60,159,0.29934,0.45030
1986,No migration background,First Stage of Tertiary Education,At least once per week,0.28787,154,483,0.24745,0.32829
1986,No migration background,First Stage of Tertiary Education,Seldom,0.16051,83,483,0.12774,0.19328
1986,No migration background,First Stage of Tertiary Education,Never,0.50233,246,483,0.45769,0.54697
1986,No migration background,Second Stage of Tertiary Education,At least once per week,0.40535,273,632,0.36704,0.44366
1986,No migration background,Second Stage of Tertiary Education,At least once per month,0.09237,59,632,0.06977,0.11496
1986,No migration background,Second Stage of Tertiary Education,Seldom,0.13247,83,632,0.10602,0.15892
1986,No migration background,Second Stage of Tertiary Education,Never,0.36981,217,632,0.33215,0.40748
1986,Direct migration background,No answer / don't know,Never,0.86756,45,45,0.76740,0.96772
1986,Direct migration background,Primary Level,At least once per week,0.07255,36,665,0.05282,0.09228
1986,Direct migration background,Primary Level,Seldom,0.04715,40,665,0.03103,0.06327
1986,Direct migration background,Primary Level,Never,0.85847,589,665,0.83196,0.88498
1986,Direct migration background,Lower Secondary Level,At least once per week,0.13868,151,910,0.11621,0.16115
1986,Direct migration background,Lower Secondary Level,At least once per month,0.05193,40,910,0.03751,0.06636
1986,Direct migration background,Lower Secondary Level,Seldom,0.07488,81,910,0.05777,0.09199
1986,Direct migration background,Lower Secondary Level,Never,0.73451,638,910,0.70580,0.76322
1986,Direct migration background,Upper Secondary Level,At least once per week,0.20786,154,865,0.18080,0.23491
1986,Direct migration background,Upper Secondary Level,At least once per month,0.04679,49,865,0.03271,0.06088
1986,Direct migration background,Upper Secondary Level,Seldom,0.10001,91,865,0.08001,0.12002
1986,Direct migration background,Upper Secondary Level,Never,0.64534,571,865,0.61344,0.67724
1986,Direct migration background,Post-secondary Non-tertiary Level,Never,0.54783,62,62,0.42293,0.67273
1986,Direct migration background,Second Stage of Tertiary Education,Never,0.48759,51,51,0.34904,0.62614
1988,No migration background,No answer / don't know,At least once per week,0.45186,32,32,0.27666,0.62705
1988,No migration background,Pre-primary Level,At least once per week,0.71319,91,91,0.61975,0.80663
1988,No migration background,Primary Level,Never,0.66907,43,43,0.52676,0.81138
1988,No migration background,Lower Secondary Level,At least once per week,0.18304,364,1709,0.16470,0.20138
1988,No migration background,Lower Secondary Level,At least once per month,0.03611,75,1709,0.02726,0.04496
1988,No migration background,Lower Secondary Level,Seldom,0.08754,169,1709,0.07413,0.10094
1988,No migration background,Lower Secondary Level,Never,0.69332,1101,1709,0.67145,0.71519
1988,No migration background,Upper Secondary Level,At least once per week,0.25305,986,3783,0.23920,0.26691
1988,No migration background,Upper Secondary Level,At least once per month,0.06031,242,3783,0.05272,0.06790
1988,No migration background,Upper Secondary Level,Seldom,0.14836,596,3783,0.13703,0.15968
1988,No migration background,Upper Secondary Level,Never,0.53828,1959,3783,0.52239,0.55417
1988,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.32354,60,157,0.25012,0.39695
1988,No migration background,Post-secondary Non-tertiary Level,Seldom,0.20693,33,157,0.14336,0.27050
1988,No migration background,Post-secondary Non-tertiary Level,Never,0.38742,64,157,0.31097,0.46387
1988,No migration background,First Stage of Tertiary Education,At least once per week,0.28748,142,475,0.24674,0.32823
1988,No migration background,First Stage of Tertiary Education,At least once per month,0.07106,33,475,0.04793,0.09418
1988,No migration background,First Stage of Tertiary Education,Seldom,0.17418,93,475,0.14004,0.20832
1988,No migration background,First Stage of Tertiary Education,Never,0.46728,207,475,0.42237,0.51220
1988,No migration background,Second Stage of Tertiary Education,At least once per week,0.39863,257,610,0.35974,0.43751
1988,No migration background,Second Stage of Tertiary Education,At least once per month,0.06939,41,610,0.04921,0.08958
1988,No migration background,Second Stage of Tertiary Education,Seldom,0.17476,112,610,0.14460,0.20493
1988,No migration background,Second Stage of Tertiary Education,Never,0.35722,200,610,0.31916,0.39527
1988,Direct migration background,No answer / don't know,Never,0.82692,47,47,0.71759,0.93624
1988,Direct migration background,Primary Level,Never,0.87001,547,547,0.84180,0.89822
1988,Direct migration background,Lower Secondary Level,At least once per week,0.11892,122,897,0.09772,0.14011
1988,Direct migration background,Lower Secondary Level,At least once per month,0.03118,38,897,0.01980,0.04256
1988,Direct migration background,Lower Secondary Level,Seldom,0.07909,88,897,0.06142,0.09676
1988,Direct migration background,Lower Secondary Level,Never,0.77081,649,897,0.74329,0.79833
1988,Direct migration background,Upper Secondary Level,At least once per week,0.20172,156,792,0.17376,0.22969
1988,Direct migration background,Upper Secondary Level,Seldom,0.12939,96,792,0.10600,0.15278
1988,Direct migration background,Upper Secondary Level,Never,0.63707,540,792,0.60356,0.67058
1988,Direct migration background,Post-secondary Non-tertiary Level,Never,0.59969,58,58,0.47249,0.72689
1988,Direct migration background,Second Stage of Tertiary Education,Never,0.39874,38,38,0.24097,0.55652
1988,Indirect migration background,Lower Secondary Level,At least once per week,0.36092,37,37,0.20404,0.51781
1990,No migration background,No answer / don't know,At least once per week,0.43626,34,34,0.26706,0.60547
1990,No migration background,Pre-primary Level,At least once per week,0.69322,86,86,0.59518,0.79126
1990,No migration background,Primary Level,Never,0.60927,47,47,0.46827,0.75027
1990,No migration background,Lower Secondary Level,At least once per week,0.18683,382,1969,0.16961,0.20405
1990,No migration background,Lower Secondary Level,At least once per month,0.05466,115,1969,0.04461,0.06470
1990,No migration background,Lower Secondary Level,Seldom,0.13712,294,1969,0.12193,0.15232
1990,No migration background,Lower Secondary Level,Never,0.62139,1178,1969,0.59996,0.64282
1990,No migration background,Upper Secondary Level,At least once per week,0.25578,1376,6009,0.24475,0.26681
1990,No migration background,Upper Secondary Level,At least once per month,0.08153,424,6009,0.07461,0.08845
1990,No migration background,Upper Secondary Level,Seldom,0.20027,1142,6009,0.19015,0.21039
1990,No migration background,Upper Secondary Level,Never,0.46241,3067,6009,0.44980,0.47502
1990,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.43044,108,246,0.36844,0.49244
1990,No migration background,Post-secondary Non-tertiary Level,Seldom,0.22032,61,246,0.16842,0.27222
1990,No migration background,Post-secondary Non-tertiary Level,Never,0.26019,77,246,0.20525,0.31513
1990,No migration background,First Stage of Tertiary Education,At least once per week,0.28174,183,694,0.24825,0.31524
1990,No migration background,First Stage of Tertiary Education,At least once per month,0.10353,63,694,0.08085,0.12622
1990,No migration background,First Stage of Tertiary Education,Seldom,0.20274,133,694,0.17281,0.23267
1990,No migration background,First Stage of Tertiary Education,Never,0.41198,315,694,0.37534,0.44863
1990,No migration background,Second Stage of Tertiary Education,At least once per week,0.34648,440,1537,0.32268,0.37028
1990,No migration background,Second Stage of Tertiary Education,At least once per month,0.08584,110,1537,0.07183,0.09985
1990,No migration background,Second Stage of Tertiary Education,Seldom,0.21846,339,1537,0.19780,0.23913
1990,No migration background,Second Stage of Tertiary Education,Never,0.34922,648,1537,0.32538,0.37306
1990,Direct migration background,No answer / don't know,Never,0.59723,49,49,0.45848,0.73598
1990,Direct migration background,Primary Level,At least once per week,0.07081,33,526,0.04887,0.09275
1990,Direct migration background,Primary Level,Seldom,0.08746,47,526,0.06330,0.11163
1990,Direct migration background,Primary Level,Never,0.80285,446,526,0.76882,0.83689
1990,Direct migration background,Lower Secondary Level,At least once per week,0.14595,124,858,0.12231,0.16959
1990,Direct migration background,Lower Secondary Level,At least once per month,0.03777,45,858,0.02500,0.05053
1990,Direct migration background,Lower Secondary Level,Seldom,0.13345,118,858,0.11068,0.15622
1990,Direct migration background,Lower Secondary Level,Never,0.68283,571,858,0.65167,0.71399
1990,Direct migration background,Upper Secondary Level,At least once per week,0.22630,173,860,0.19832,0.25428
1990,Direct migration background,Upper Secondary Level,At least once per month,0.07964,61,860,0.06153,0.09774
1990,Direct migration background,Upper Secondary Level,Seldom,0.15225,121,860,0.12822,0.17627
1990,Direct migration background,Upper Secondary Level,Never,0.54182,505,860,0.50850,0.57514
1990,Direct migration background,Post-secondary Non-tertiary Level,Never,0.44920,48,48,0.30699,0.59141
1990,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.32305,41,96,0.22901,0.41709
1990,Direct migration background,Second Stage of Tertiary Education,Never,0.43671,55,96,0.33697,0.53645
1990,Indirect migration background,Lower Secondary Level,At least once per week,0.32327,47,86,0.22384,0.42271
1990,Indirect migration background,Lower Secondary Level,Never,0.35673,39,86,0.25489,0.45857
1990,Indirect migration background,Upper Secondary Level,At least once per week,0.29488,34,34,0.13930,0.45046
1992,No migration background,No answer / don't know,Never,0.30794,44,44,0.16996,0.44592
1992,No migration background,Pre-primary Level,At least once per week,0.64178,74,74,0.53179,0.75177
1992,No migration background,Primary Level,Never,0.74221,60,60,0.63060,0.85383
1992,No migration background,Lower Secondary Level,At least once per week,0.15579,296,1758,0.13884,0.17275
1992,No migration background,Lower Secondary Level,At least once per month,0.04182,84,1758,0.03246,0.05118
1992,No migration background,Lower Secondary Level,Seldom,0.10847,228,1758,0.09393,0.12301
1992,No migration background,Lower Secondary Level,Never,0.69392,1150,1758,0.67237,0.71547
1992,No migration background,Upper Secondary Level,At least once per week,0.22591,1190,5648,0.21500,0.23682
1992,No migration background,Upper Secondary Level,At least once per month,0.06080,327,5648,0.05457,0.06703
1992,No migration background,Upper Secondary Level,Seldom,0.16461,969,5648,0.15494,0.17428
1992,No migration background,Upper Secondary Level,Never,0.54868,3162,5648,0.53570,0.56166
1992,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.38639,98,247,0.32554,0.44724
1992,No migration background,Post-secondary Non-tertiary Level,Seldom,0.22167,66,247,0.16976,0.27358
1992,No migration background,Post-secondary Non-tertiary Level,Never,0.28591,83,247,0.22945,0.34238
1992,No migration background,First Stage of Tertiary Education,At least once per week,0.27245,169,687,0.23913,0.30577
1992,No migration background,First Stage of Tertiary Education,At least once per month,0.07979,48,687,0.05951,0.10006
1992,No migration background,First Stage of Tertiary Education,Seldom,0.18668,138,687,0.15752,0.21584
1992,No migration background,First Stage of Tertiary Education,Never,0.46109,332,687,0.42378,0.49839
1992,No migration background,Second Stage of Tertiary Education,At least once per week,0.31170,404,1507,0.28830,0.33509
1992,No migration background,Second Stage of Tertiary Education,At least once per month,0.07980,95,1507,0.06612,0.09349
1992,No migration background,Second Stage of Tertiary Education,Seldom,0.20161,343,1507,0.18135,0.22187
1992,No migration background,Second Stage of Tertiary Education,Never,0.40689,665,1507,0.38208,0.43170
1992,Direct migration background,No answer / don't know,Never,0.58709,44,44,0.43992,0.73425
1992,Direct migration background,Primary Level,Never,0.85313,435,435,0.81983,0.88644
1992,Direct migration background,Lower Secondary Level,At least once per week,0.14056,103,799,0.11644,0.16467
1992,Direct migration background,Lower Secondary Level,At least once per month,0.03542,34,799,0.02260,0.04824
1992,Direct migration background,Lower Secondary Level,Seldom,0.12571,96,799,0.10271,0.14872
1992,Direct migration background,Lower Secondary Level,Never,0.69831,566,799,0.66646,0.73016
1992,Direct migration background,Upper Secondary Level,At least once per week,0.16845,150,827,0.14293,0.19398
1992,Direct migration background,Upper Secondary Level,At least once per month,0.03310,35,827,0.02090,0.04530
1992,Direct migration background,Upper Secondary Level,Seldom,0.14687,125,827,0.12273,0.17101
1992,Direct migration background,Upper Secondary Level,Never,0.65157,517,827,0.61908,0.68407
1992,Direct migration background,Post-secondary Non-tertiary Level,Never,0.63200,58,58,0.50680,0.75720
1992,Direct migration background,First Stage of Tertiary Education,Never,0.43422,34,34,0.26511,0.60334
1992,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.34245,40,102,0.24990,0.43499
1992,Direct migration background,Second Stage of Tertiary Education,Never,0.47053,62,102,0.37319,0.56788
1992,Indirect migration background,Pre-primary Level,At least once per week,0.64569,32,32,0.47731,0.81407
1992,Indirect migration background,Lower Secondary Level,At least once per week,0.39160,62,114,0.30160,0.48160
1992,Indirect migration background,Lower Secondary Level,Never,0.35373,52,114,0.26557,0.44189
1992,Indirect migration background,Upper Secondary Level,At least once per week,0.38890,48,48,0.24952,0.52827
1994,No migration background,No answer / don't know,Never,0.30016,36,36,0.14832,0.45200
1994,No migration background,Pre-primary Level,At least once per week,0.64612,89,152,0.56985,0.72239
1994,No migration background,Pre-primary Level,Seldom,0.13365,32,152,0.07937,0.18792
1994,No migration background,Pre-primary Level,Never,0.13341,31,152,0.07918,0.18765
1994,No migration background,Primary Level,Never,0.82734,54,54,0.72559,0.92910
1994,No migration background,Lower Secondary Level,At least once per week,0.14663,241,1554,0.12904,0.16422
1994,No migration background,Lower Secondary Level,At least once per month,0.03979,71,1554,0.03007,0.04951
1994,No migration background,Lower Secondary Level,Seldom,0.11355,209,1554,0.09778,0.12933
1994,No migration background,Lower Secondary Level,Never,0.70002,1033,1554,0.67723,0.72282
1994,No migration background,Upper Secondary Level,At least once per week,0.21519,1133,5512,0.20434,0.22604
1994,No migration background,Upper Secondary Level,At least once per month,0.05771,316,5512,0.05155,0.06387
1994,No migration background,Upper Secondary Level,Seldom,0.18225,1017,5512,0.17206,0.19245
1994,No migration background,Upper Secondary Level,Never,0.54485,3046,5512,0.53170,0.55800
1994,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.41335,113,266,0.35406,0.47264
1994,No migration background,Post-secondary Non-tertiary Level,Seldom,0.24289,65,266,0.19126,0.29452
1994,No migration background,Post-secondary Non-tertiary Level,Never,0.26883,88,266,0.21545,0.32221
1994,No migration background,First Stage of Tertiary Education,At least once per week,0.23464,150,670,0.20253,0.26676
1994,No migration background,First Stage of Tertiary Education,At least once per month,0.08338,52,670,0.06243,0.10433
1994,No migration background,First Stage of Tertiary Education,Seldom,0.20806,146,670,0.17730,0.23882
1994,No migration background,First Stage of Tertiary Education,Never,0.47392,322,670,0.43608,0.51176
1994,No migration background,Second Stage of Tertiary Education,At least once per week,0.33647,414,1497,0.31252,0.36041
1994,No migration background,Second Stage of Tertiary Education,At least once per month,0.08589,117,1497,0.07169,0.10009
1994,No migration background,Second Stage of Tertiary Education,Seldom,0.18859,305,1497,0.16877,0.20842
1994,No migration background,Second Stage of Tertiary Education,Never,0.38905,661,1497,0.36434,0.41375
1994,Direct migration background,No answer / don't know,Never,0.57483,48,48,0.43349,0.71617
1994,Direct migration background,Primary Level,Seldom,0.06744,41,428,0.04365,0.09122
1994,Direct migration background,Primary Level,Never,0.84029,387,428,0.80554,0.87504
1994,Direct migration background,Lower Secondary Level,At least once per week,0.12829,72,694,0.10340,0.15319
1994,Direct migration background,Lower Secondary Level,At least once per month,0.05177,37,694,0.03527,0.06827
1994,Direct migration background,Lower Secondary Level,Seldom,0.10629,90,694,0.08334,0.12923
1994,Direct migration background,Lower Secondary Level,Never,0.71365,495,694,0.67999,0.74731
1994,Direct migration background,Upper Secondary Level,At least once per week,0.18503,134,810,0.15828,0.21179
1994,Direct migration background,Upper Secondary Level,At least once per month,0.03346,36,810,0.02106,0.04585
1994,Direct migration background,Upper Secondary Level,Seldom,0.15309,139,810,0.12827,0.17790
1994,Direct migration background,Upper Secondary Level,Never,0.62842,501,810,0.59513,0.66172
1994,Direct migration background,Post-secondary Non-tertiary Level,Never,0.70328,58,58,0.58469,0.82188
1994,Direct migration background,Second Stage of Tertiary Education,Seldom,0.25675,33,83,0.16220,0.35131
1994,Direct migration background,Second Stage of Tertiary Education,Never,0.37253,50,83,0.26788,0.47717
1994,Indirect migration background,Pre-primary Level,At least once per week,0.53143,34,34,0.36117,0.70169
1994,Indirect migration background,Lower Secondary Level,At least once per week,0.32399,61,153,0.24959,0.39839
1994,Indirect migration background,Lower Secondary Level,Seldom,0.28189,42,153,0.21037,0.35342
1994,Indirect migration background,Lower Secondary Level,Never,0.25309,50,153,0.18397,0.32221
1994,Indirect migration background,Upper Secondary Level,At least once per week,0.31636,52,131,0.23641,0.39630
1994,Indirect migration background,Upper Secondary Level,Seldom,0.27375,39,131,0.19710,0.35040
1994,Indirect migration background,Upper Secondary Level,Never,0.29698,40,131,0.21843,0.37553
1995,No migration background,No answer / don't know,At least once per week,0.38464,33,33,0.21608,0.55321
1995,No migration background,Pre-primary Level,At least once per week,0.72471,135,135,0.64909,0.80034
1995,No migration background,Primary Level,Never,0.68723,40,40,0.54172,0.83274
1995,No migration background,Lower Secondary Level,At least once per week,0.17452,305,1523,0.15545,0.19359
1995,No migration background,Lower Secondary Level,At least once per month,0.04526,83,1523,0.03482,0.05571
1995,No migration background,Lower Secondary Level,Seldom,0.14854,247,1523,0.13067,0.16640
1995,No migration background,Lower Secondary Level,Never,0.63168,888,1523,0.60745,0.65591
1995,No migration background,Upper Secondary Level,At least once per week,0.27294,1462,5520,0.26119,0.28470
1995,No migration background,Upper Secondary Level,At least once per month,0.07908,414,5520,0.07196,0.08620
1995,No migration background,Upper Secondary Level,Seldom,0.22797,1351,5520,0.21690,0.23904
1995,No migration background,Upper Secondary Level,Never,0.42000,2293,5520,0.40698,0.43302
1995,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.44808,126,305,0.39218,0.50399
1995,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.11005,33,305,0.07487,0.14523
1995,No migration background,Post-secondary Non-tertiary Level,Seldom,0.24398,88,305,0.19570,0.29226
1995,No migration background,Post-secondary Non-tertiary Level,Never,0.19789,58,305,0.15310,0.24268
1995,No migration background,First Stage of Tertiary Education,At least once per week,0.30200,194,687,0.26764,0.33635
1995,No migration background,First Stage of Tertiary Education,At least once per month,0.08228,60,687,0.06171,0.10284
1995,No migration background,First Stage of Tertiary Education,Seldom,0.26090,196,687,0.22804,0.29376
1995,No migration background,First Stage of Tertiary Education,Never,0.35483,237,687,0.31902,0.39063
1995,No migration background,Second Stage of Tertiary Education,At least once per week,0.39973,547,1542,0.37527,0.42419
1995,No migration background,Second Stage of Tertiary Education,At least once per month,0.08821,142,1542,0.07405,0.10237
1995,No migration background,Second Stage of Tertiary Education,Seldom,0.24149,433,1542,0.22012,0.26286
1995,No migration background,Second Stage of Tertiary Education,Never,0.27057,420,1542,0.24839,0.29276
1995,Direct migration background,No answer / don't know,Never,0.39551,59,59,0.26967,0.52135
1995,Direct migration background,Primary Level,Seldom,0.11577,51,433,0.08560,0.14594
1995,Direct migration background,Primary Level,Never,0.81956,382,433,0.78330,0.85582
1995,Direct migration background,Lower Secondary Level,At least once per week,0.12268,91,774,0.09955,0.14581
1995,Direct migration background,Lower Secondary Level,At least once per month,0.03442,38,774,0.02157,0.04727
1995,Direct migration background,Lower Secondary Level,Seldom,0.15172,104,774,0.12643,0.17701
1995,Direct migration background,Lower Secondary Level,Never,0.69118,541,774,0.65861,0.72375
1995,Direct migration background,Upper Secondary Level,At least once per week,0.22548,195,979,0.19929,0.25167
1995,Direct migration background,Upper Secondary Level,At least once per month,0.05213,55,979,0.03820,0.06607
1995,Direct migration background,Upper Secondary Level,Seldom,0.15821,163,979,0.13534,0.18109
1995,Direct migration background,Upper Secondary Level,Never,0.56418,566,979,0.53310,0.59525
1995,Direct migration background,Post-secondary Non-tertiary Level,Never,0.63561,92,92,0.53673,0.73449
1995,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.34769,54,171,0.27610,0.41928
1995,Direct migration background,Second Stage of Tertiary Education,Seldom,0.24513,48,171,0.18047,0.30980
1995,Direct migration background,Second Stage of Tertiary Education,Never,0.30343,69,171,0.23432,0.37254
1995,Indirect migration background,Pre-primary Level,At least once per week,0.67790,37,37,0.52526,0.83055
1995,Indirect migration background,Lower Secondary Level,At least once per week,0.47207,72,151,0.39218,0.55197
1995,Indirect migration background,Lower Secondary Level,Seldom,0.16893,33,151,0.10897,0.22890
1995,Indirect migration background,Lower Secondary Level,Never,0.26679,46,151,0.19601,0.33757
1995,Indirect migration background,Upper Secondary Level,At least once per week,0.36603,70,179,0.29526,0.43680
1995,Indirect migration background,Upper Secondary Level,At least once per month,0.16010,31,179,0.10623,0.21397
1995,Indirect migration background,Upper Secondary Level,Seldom,0.24547,43,179,0.18225,0.30870
1995,Indirect migration background,Upper Secondary Level,Never,0.22840,35,179,0.16673,0.29007
1996,No migration background,No answer / don't know,Never,0.39313,45,45,0.24881,0.53746
1996,No migration background,Pre-primary Level,At least once per week,0.66308,130,167,0.59118,0.73498
1996,No migration background,Pre-primary Level,Seldom,0.15413,37,167,0.09920,0.20906
1996,No migration background,Primary Level,Never,0.71389,38,38,0.56827,0.85952
1996,No migration background,Lower Secondary Level,At least once per week,0.15472,239,1473,0.13625,0.17320
1996,No migration background,Lower Secondary Level,At least once per month,0.05671,93,1473,0.04490,0.06853
1996,No migration background,Lower Secondary Level,Seldom,0.13848,249,1473,0.12083,0.15612
1996,No migration background,Lower Secondary Level,Never,0.65009,892,1473,0.62572,0.67445
1996,No migration background,Upper Secondary Level,At least once per week,0.23731,1204,5434,0.22600,0.24863
1996,No migration background,Upper Secondary Level,At least once per month,0.06837,371,5434,0.06166,0.07508
1996,No migration background,Upper Secondary Level,Seldom,0.20575,1186,5434,0.19500,0.21650
1996,No migration background,Upper Secondary Level,Never,0.48856,2673,5434,0.47527,0.50185
1996,No migration background,Post-secondary Non-tertiary Level,At least once per week,0.37992,117,319,0.32658,0.43327
1996,No migration background,Post-secondary Non-tertiary Level,At least once per month,0.08097,32,319,0.05099,0.11095
1996,No migration background,Post-secondary Non-tertiary Level,Seldom,0.24163,73,319,0.19458,0.28868
1996,No migration background,Post-secondary Non-tertiary Level,Never,0.29748,97,319,0.24723,0.34772
1996,No migration background,First Stage of Tertiary Education,At least once per week,0.27635,177,681,0.24274,0.30996
1996,No migration background,First Stage of Tertiary Education,At least once per month,0.07197,54,681,0.05254,0.09139
1996,No migration background,First Stage of Tertiary Education,Seldom,0.24286,167,681,0.21063,0.27509
1996,No migration background,First Stage of Tertiary Education,Never,0.40883,283,681,0.37188,0.44578
1996,No migration background,Second Stage of Tertiary Education,At least once per week,0.34953,481,1549,0.32578,0.37328
1996,No migration background,Second Stage of Tertiary Education,At least once per month,0.07903,123,1549,0.06559,0.09247
1996,No migration background,Second Stage of Tertiary Education,Seldom,0.23154,378,1549,0.21053,0.25256
1996,No migration background,Second Stage of Tertiary Education,Never,0.33989,567,1549,0.31630,0.36349
1996,Direct migration background,No answer / don't know,Never,0.46771,56,56,0.33584,0.59957
1996,Direct migration background,Primary Level,Seldom,0.08317,39,399,0.05604,0.11030
1996,Direct migration background,Primary Level,Never,0.85313,360,399,0.81835,0.88791
1996,Direct migration background,Lower Secondary Level,At least once per week,0.08649,67,720,0.06594,0.10704
1996,Direct migration background,Lower Secondary Level,At least once per month,0.03475,31,720,0.02136,0.04813
1996,Direct migration background,Lower Secondary Level,Seldom,0.14573,111,720,0.11994,0.17152
1996,Direct migration background,Lower Secondary Level,Never,0.73303,511,720,0.70070,0.76537
1996,Direct migration background,Upper Secondary Level,At least once per week,0.18021,144,930,0.15549,0.20492
1996,Direct migration background,Upper Secondary Level,At least once per month,0.06016,57,930,0.04487,0.07545
1996,Direct migration background,Upper Secondary Level,Seldom,0.17528,163,930,0.15083,0.19973
1996,Direct migration background,Upper Secondary Level,Never,0.58436,566,930,0.55266,0.61605
1996,Direct migration background,Post-secondary Non-tertiary Level,Never,0.66929,90,90,0.57154,0.76703
1996,Direct migration background,Second Stage of Tertiary Education,At least once per week,0.28179,43,165,0.21294,0.35064
1996,Direct migration background,Second Stage of Tertiary Education,Seldom,0.22643,41,165,0.16238,0.29049
1996,Direct migration background,Second Stage of Tertiary Education,Never,0.37119,81,165,0.29725,0.44514
