year,age_gr,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,66 and older,At least once per month,0.02396,47,1824,0.01694,0.03099
1998,66 and older,Seldom,0.09376,165,1824,0.08037,0.10714
1998,66 and older,Never,0.74554,1380,1824,0.72555,0.76554
1999,17-29 y.,At least once per week,0.38973,1052,2960,0.37216,0.40730
1999,17-29 y.,At least once per month,0.11314,326,2960,0.10172,0.12455
1999,17-29 y.,Seldom,0.26826,833,2960,0.25230,0.28423
1999,17-29 y.,Never,0.22887,749,2960,0.21373,0.24401
1999,30-45 y.,At least once per week,0.30667,1262,4681,0.29346,0.31988
1999,30-45 y.,At least once per month,0.07591,366,4681,0.06832,0.08349
1999,30-45 y.,Seldom,0.25092,1189,4681,0.23850,0.26334
1999,30-45 y.,Never,0.36650,1864,4681,0.35269,0.38030
1999,46-65 y.,At least once per week,0.22730,785,4144,0.21454,0.24006
1999,46-65 y.,At least once per month,0.05266,191,4144,0.04586,0.05946
1999,46-65 y.,Seldom,0.16855,661,4144,0.15715,0.17995
1999,46-65 y.,Never,0.55149,2507,4144,0.53634,0.56663
1999,66 and older,At least once per week,0.10344,171,1751,0.08917,0.11771
1999,66 and older,At least once per month,0.02222,36,1751,0.01532,0.02913
1999,66 and older,Seldom,0.05914,92,1751,0.04808,0.07019
1999,66 and older,Never,0.81520,1452,1751,0.79702,0.83339
2001,17-29 y.,At least once per week,0.40365,1609,4077,0.38859,0.41872
2001,17-29 y.,At least once per month,0.09721,400,4077,0.08811,0.10630
2001,17-29 y.,Seldom,0.21390,893,4077,0.20131,0.22648
2001,17-29 y.,Never,0.28524,1175,4077,0.27138,0.29910
2001,30-45 y.,At least once per week,0.31865,2175,7284,0.30795,0.32935
2001,30-45 y.,At least once per month,0.08064,553,7284,0.07439,0.08689
2001,30-45 y.,Seldom,0.21978,1615,7284,0.21027,0.22929
2001,30-45 y.,Never,0.38093,2941,7284,0.36977,0.39208
2001,46-65 y.,At least once per week,0.24968,1647,7009,0.23954,0.25981
2001,46-65 y.,At least once per month,0.04987,328,7009,0.04477,0.05497
2001,46-65 y.,Seldom,0.14203,987,7009,0.13385,0.15020
2001,46-65 y.,Never,0.55842,4047,7009,0.54680,0.57005
2001,66 and older,At least once per week,0.12507,422,3352,0.11387,0.13627
2001,66 and older,At least once per month,0.02308,81,3352,0.01800,0.02816
2001,66 and older,Seldom,0.05339,180,3352,0.04578,0.06100
2001,66 and older,Never,0.79846,2669,3352,0.78487,0.81204
2003,17-29 y.,At least once per week,0.45079,1860,3989,0.43535,0.46623
2003,17-29 y.,At least once per month,0.11022,440,3989,0.10050,0.11994
2003,17-29 y.,Seldom,0.21576,881,3989,0.20299,0.22852
2003,17-29 y.,Never,0.22324,808,3989,0.21031,0.23616
2003,30-45 y.,At least once per week,0.38369,2703,6891,0.37221,0.39518
2003,30-45 y.,At least once per month,0.09746,664,6891,0.09046,0.10447
2003,30-45 y.,Seldom,0.23943,1601,6891,0.22936,0.24951
2003,30-45 y.,Never,0.27941,1923,6891,0.26882,0.29001
2003,46-65 y.,At least once per week,0.31907,2552,7519,0.30853,0.32961
2003,46-65 y.,At least once per month,0.06496,503,7519,0.05938,0.07053
2003,46-65 y.,Seldom,0.19857,1478,7519,0.18956,0.20759
2003,46-65 y.,Never,0.41740,2986,7519,0.40625,0.42855
2003,66 and older,At least once per week,0.18864,713,3630,0.17591,0.20137
2003,66 and older,At least once per month,0.03231,118,3630,0.02656,0.03807
2003,66 and older,Seldom,0.08402,307,3630,0.07499,0.09305
2003,66 and older,Never,0.69503,2492,3630,0.68005,0.71000
2005,17-29 y.,At least once per week,0.42374,1680,3810,0.40805,0.43943
2005,17-29 y.,At least once per month,0.12890,467,3810,0.11826,0.13954
2005,17-29 y.,Seldom,0.23984,889,3810,0.22628,0.25340
2005,17-29 y.,Never,0.20752,774,3810,0.19464,0.22040
2005,30-45 y.,At least once per week,0.34133,2117,6049,0.32938,0.35328
2005,30-45 y.,At least once per month,0.09405,550,6049,0.08669,0.10140
2005,30-45 y.,Seldom,0.23696,1435,6049,0.22625,0.24768
2005,30-45 y.,Never,0.32766,1947,6049,0.31583,0.33949
2005,46-65 y.,At least once per week,0.28655,2211,6972,0.27593,0.29716
2005,46-65 y.,At least once per month,0.06774,457,6972,0.06184,0.07364
2005,46-65 y.,Seldom,0.18028,1275,6972,0.17125,0.18930
2005,46-65 y.,Never,0.46543,3029,6972,0.45372,0.47714
2005,66 and older,At least once per week,0.18526,743,3728,0.17279,0.19773
2005,66 and older,At least once per month,0.03502,144,3728,0.02912,0.04092
2005,66 and older,Seldom,0.06936,267,3728,0.06120,0.07752
2005,66 and older,Never,0.71036,2574,3728,0.69580,0.72492
2007,17-29 y.,At least once per week,0.41961,1471,3386,0.40298,0.43623
2007,17-29 y.,At least once per month,0.12099,410,3386,0.11000,0.13198
2007,17-29 y.,Seldom,0.21994,729,3386,0.20599,0.23390
2007,17-29 y.,Never,0.23946,776,3386,0.22508,0.25384
2007,30-45 y.,At least once per week,0.37661,2135,5693,0.36402,0.38920
2007,30-45 y.,At least once per month,0.08714,495,5693,0.07981,0.09446
2007,30-45 y.,Seldom,0.23003,1305,5693,0.21910,0.24096
2007,30-45 y.,Never,0.30622,1758,5693,0.29424,0.31819
2007,46-65 y.,At least once per week,0.32364,2469,7020,0.31269,0.33459
2007,46-65 y.,At least once per month,0.05959,455,7020,0.05405,0.06513
2007,46-65 y.,Seldom,0.18240,1243,7020,0.17337,0.19144
2007,46-65 y.,Never,0.43437,2853,7020,0.42277,0.44597
2007,66 and older,At least once per week,0.22935,1041,4291,0.21676,0.24193
2007,66 and older,At least once per month,0.02957,138,4291,0.02450,0.03464
2007,66 and older,Seldom,0.07765,352,4291,0.06964,0.08566
2007,66 and older,Never,0.66343,2760,4291,0.64929,0.67757
2008,17-29 y.,At least once per week,0.49221,1572,3137,0.47471,0.50971
2008,17-29 y.,At least once per month,0.11476,353,3137,0.10360,0.12591
2008,17-29 y.,Seldom,0.20722,639,3137,0.19303,0.22141
2008,17-29 y.,Never,0.18582,573,3137,0.17220,0.19943
2008,30-45 y.,At least once per week,0.41977,2150,5144,0.40629,0.43326
2008,30-45 y.,At least once per month,0.10205,511,5144,0.09378,0.11032
2008,30-45 y.,Seldom,0.23229,1210,5144,0.22075,0.24383
2008,30-45 y.,Never,0.24589,1273,5144,0.23412,0.25766
2008,46-65 y.,At least once per week,0.38049,2739,6663,0.36883,0.39215
2008,46-65 y.,At least once per month,0.06855,473,6663,0.06249,0.07462
2008,46-65 y.,Seldom,0.20386,1337,6663,0.19418,0.21353
2008,46-65 y.,Never,0.34710,2114,6663,0.33567,0.35853
2008,66 and older,At least once per week,0.28804,1306,4266,0.27445,0.30163
2008,66 and older,At least once per month,0.03249,142,4266,0.02717,0.03781
2008,66 and older,Seldom,0.10705,459,4266,0.09777,0.11633
2008,66 and older,Never,0.57241,2359,4266,0.55757,0.58726
2009,17-29 y.,At least once per week,0.47221,1318,2841,0.45385,0.49058
2009,17-29 y.,At least once per month,0.11874,359,2841,0.10684,0.13064
2009,17-29 y.,Seldom,0.21942,624,2841,0.20420,0.23464
2009,17-29 y.,Never,0.18962,540,2841,0.17521,0.20404
2009,30-45 y.,At least once per week,0.38839,1778,4652,0.37438,0.40240
2009,30-45 y.,At least once per month,0.11127,455,4652,0.10223,0.12031
2009,30-45 y.,Seldom,0.22454,1055,4652,0.21255,0.23653
2009,30-45 y.,Never,0.27580,1364,4652,0.26296,0.28864
2009,46-65 y.,At least once per week,0.34484,2318,6298,0.33310,0.35658
2009,46-65 y.,At least once per month,0.05753,383,6298,0.05178,0.06329
2009,46-65 y.,Seldom,0.19080,1198,6298,0.18110,0.20051
2009,46-65 y.,Never,0.40683,2399,6298,0.39469,0.41896
2009,66 and older,At least once per week,0.24861,1101,4128,0.23542,0.26179
2009,66 and older,At least once per month,0.03312,133,4128,0.02766,0.03858
2009,66 and older,Seldom,0.07930,332,4128,0.07106,0.08754
2009,66 and older,Never,0.63897,2562,4128,0.62432,0.65362
2011,17-29 y.,At least once per week,0.47953,1803,4166,0.46436,0.49471
2011,17-29 y.,At least once per month,0.08799,368,4166,0.07939,0.09659
2011,17-29 y.,Seldom,0.20275,794,4166,0.19054,0.21496
2011,17-29 y.,Never,0.22972,1201,4166,0.21695,0.24250
2011,30-45 y.,At least once per week,0.39145,3567,9912,0.38184,0.40106
2011,30-45 y.,At least once per month,0.09763,771,9912,0.09179,0.10348
2011,30-45 y.,Seldom,0.19958,1895,9912,0.19171,0.20745
2011,30-45 y.,Never,0.31133,3679,9912,0.30222,0.32045
2011,46-65 y.,At least once per week,0.35405,3435,9090,0.34422,0.36388
2011,46-65 y.,At least once per month,0.05575,528,9090,0.05103,0.06047
2011,46-65 y.,Seldom,0.17683,1511,9090,0.16899,0.18468
2011,46-65 y.,Never,0.41337,3616,9090,0.40324,0.42349
2011,66 and older,At least once per week,0.27704,1542,5090,0.26474,0.28933
2011,66 and older,At least once per month,0.02595,139,5090,0.02159,0.03032
2011,66 and older,Seldom,0.07226,383,5090,0.06515,0.07938
2011,66 and older,Never,0.62474,3026,5090,0.61144,0.63805
2013,17-29 y.,At least once per week,0.62332,2041,3555,0.60739,0.63925
2013,17-29 y.,At least once per month,0.07867,260,3555,0.06982,0.08752
2013,17-29 y.,Seldom,0.12929,480,3555,0.11826,0.14032
2013,17-29 y.,Never,0.16872,774,3555,0.15641,0.18104
2013,30-45 y.,At least once per week,0.51150,3635,7986,0.50054,0.52247
2013,30-45 y.,At least once per month,0.06308,443,7986,0.05775,0.06841
2013,30-45 y.,Seldom,0.17361,1351,7986,0.16530,0.18192
2013,30-45 y.,Never,0.25181,2557,7986,0.24228,0.26133
2013,46-65 y.,At least once per week,0.47069,4349,8948,0.46035,0.48104
2013,46-65 y.,At least once per month,0.04954,405,8948,0.04504,0.05404
2013,46-65 y.,Seldom,0.16127,1334,8948,0.15365,0.16890
2013,46-65 y.,Never,0.31849,2860,8948,0.30884,0.32814
2013,66 and older,At least once per week,0.39451,2029,4895,0.38082,0.40821
2013,66 and older,At least once per month,0.03071,140,4895,0.02587,0.03554
2013,66 and older,Seldom,0.09985,489,4895,0.09145,0.10825
2013,66 and older,Never,0.47493,2237,4895,0.46094,0.48892
2015,17-29 y.,At least once per week,0.57992,2375,4448,0.56541,0.59443
2015,17-29 y.,At least once per month,0.08142,314,4448,0.07339,0.08946
2015,17-29 y.,Seldom,0.14014,634,4448,0.12993,0.15034
2015,17-29 y.,Never,0.19852,1125,4448,0.18680,0.21024
2015,30-45 y.,At least once per week,0.43690,3260,8263,0.42620,0.44760
2015,30-45 y.,At least once per month,0.07481,521,8263,0.06914,0.08049
2015,30-45 y.,Seldom,0.16480,1339,8263,0.15680,0.17280
2015,30-45 y.,Never,0.32348,3143,8263,0.31340,0.33357
2015,46-65 y.,At least once per week,0.41897,3824,9114,0.40884,0.42910
2015,46-65 y.,At least once per month,0.05309,479,9114,0.04849,0.05770
2015,46-65 y.,Seldom,0.14805,1285,9114,0.14076,0.15535
2015,46-65 y.,Never,0.37988,3526,9114,0.36992,0.38985
2015,66 and older,At least once per week,0.35127,1773,4865,0.33786,0.36469
2015,66 and older,At least once per month,0.02586,125,4865,0.02140,0.03032
2015,66 and older,Seldom,0.08477,415,4865,0.07694,0.09260
2015,66 and older,Never,0.53810,2552,4865,0.52409,0.55211
2017,17-29 y.,At least once per week,0.57576,3002,5799,0.56303,0.58848
2017,17-29 y.,At least once per month,0.06817,388,5799,0.06168,0.07466
2017,17-29 y.,Seldom,0.13809,814,5799,0.12921,0.14697
2017,17-29 y.,Never,0.21799,1595,5799,0.20736,0.22862
2017,30-45 y.,At least once per week,0.47054,3588,9117,0.46029,0.48079
2017,30-45 y.,At least once per month,0.07490,545,9117,0.06950,0.08031
2017,30-45 y.,Seldom,0.15047,1345,9117,0.14313,0.15781
2017,30-45 y.,Never,0.30409,3639,9117,0.29465,0.31353
2017,46-65 y.,At least once per week,0.44305,4524,10549,0.43357,0.45253
2017,46-65 y.,At least once per month,0.04492,485,10549,0.04097,0.04887
2017,46-65 y.,Seldom,0.14442,1483,10549,0.13771,0.15113
2017,46-65 y.,Never,0.36761,4057,10549,0.35841,0.37681
2017,66 and older,At least once per week,0.37958,1987,4959,0.36607,0.39308
2017,66 and older,At least once per month,0.02840,145,4959,0.02378,0.03303
2017,66 and older,Seldom,0.08671,439,4959,0.07887,0.09454
2017,66 and older,Never,0.50531,2388,4959,0.49140,0.51923
2019,17-29 y.,At least once per week,0.64448,2813,4748,0.63086,0.65809
2019,17-29 y.,At least once per month,0.07141,333,4748,0.06409,0.07874
2019,17-29 y.,Seldom,0.11227,579,4748,0.10329,0.12125
2019,17-29 y.,Never,0.17184,1023,4748,0.16111,0.18258
2019,30-45 y.,At least once per week,0.54566,3773,7846,0.53465,0.55668
2019,30-45 y.,At least once per month,0.06306,447,7846,0.05768,0.06844
2019,30-45 y.,Seldom,0.15813,1224,7846,0.15006,0.16620
2019,30-45 y.,Never,0.23314,2402,7846,0.22379,0.24250
2019,46-65 y.,At least once per week,0.54598,6099,10981,0.53667,0.55529
2019,46-65 y.,At least once per month,0.03806,408,10981,0.03448,0.04164
2019,46-65 y.,Seldom,0.13575,1418,10981,0.12934,0.14216
2019,46-65 y.,Never,0.28021,3056,10981,0.27181,0.28861
2019,66 and older,At least once per week,0.46125,2583,5176,0.44767,0.47483
2019,66 and older,At least once per month,0.02875,148,5176,0.02420,0.03331
2019,66 and older,Seldom,0.11217,548,5176,0.10358,0.12077
2019,66 and older,Never,0.39782,1897,5176,0.38449,0.41116
2021,17-29 y.,At least once per week,0.66395,1782,2704,0.64614,0.68175
2021,17-29 y.,At least once per month,0.11713,312,2704,0.10500,0.12925
2021,17-29 y.,Seldom,0.12270,336,2704,0.11033,0.13506
2021,17-29 y.,Never,0.09623,274,2704,0.08511,0.10735
2021,30-45 y.,At least once per week,0.57640,2280,4145,0.56135,0.59144
2021,30-45 y.,At least once per month,0.11299,450,4145,0.10335,0.12263
2021,30-45 y.,Seldom,0.16773,698,4145,0.15635,0.17910
2021,30-45 y.,Never,0.14289,717,4145,0.13223,0.15354
2021,46-65 y.,At least once per week,0.53915,3975,6796,0.52730,0.55100
2021,46-65 y.,At least once per month,0.09318,539,6796,0.08627,0.10009
2021,46-65 y.,Seldom,0.15206,939,6796,0.14352,0.16059
2021,46-65 y.,Never,0.21562,1343,6796,0.20584,0.22540
2021,66 and older,At least once per week,0.49106,1833,3544,0.47459,0.50752
2021,66 and older,At least once per month,0.03054,139,3544,0.02487,0.03621
2021,66 and older,Seldom,0.13364,457,3544,0.12244,0.14485
2021,66 and older,Never,0.34476,1115,3544,0.32911,0.36041
