,Unnamed: 0,year,age_gr,migback,pli0092_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
61,61,1988,17-29 y.,Direct migration background,At least once per month,0.06467,47,9755,0.04656,0.08689
62,62,1988,17-29 y.,Direct migration background,Seldom,0.16371,109,9755,0.12512,0.20601
63,63,1988,17-29 y.,Direct migration background,Never,0.47702,394,9755,0.41265,0.53996
64,64,1988,17-29 y.,Indirect migration background,At least once per week,0.40979,78,9755,0.30157,0.54001
65,65,1988,17-29 y.,Indirect migration background,Seldom,0.16305,34,9755,0.10464,0.23749
66,66,1988,17-29 y.,Indirect migration background,Never,0.42716,58,9755,0.28105,0.57085
67,67,1988,30-45 y.,No migration background,At least once per week,0.31987,633,9755,0.31015,0.32972
68,68,1988,30-45 y.,No migration background,At least once per month,0.07318,144,9755,0.06933,0.07781
69,69,1988,30-45 y.,No migration background,Seldom,0.20527,400,9755,0.19806,0.21297
70,70,1988,30-45 y.,No migration background,Never,0.40168,809,9755,0.39048,0.412
71,71,1988,30-45 y.,Direct migration background,At least once per week,0.18845,120,9755,0.15852,0.22784
72,72,1988,30-45 y.,Direct migration background,Seldom,0.16182,100,9755,0.13184,0.18921
73,73,1988,30-45 y.,Direct migration background,Never,0.64972,676,9755,0.60188,0.7022
74,74,1988,46-65 y.,No migration background,At least once per week,0.19519,433,9755,0.1894,0.20078
75,75,1988,46-65 y.,No migration background,At least once per month,0.04837,104,9755,0.04531,0.05188
76,76,1988,46-65 y.,No migration background,Seldom,0.09627,209,9755,0.09156,0.09988
77,77,1988,46-65 y.,No migration background,Never,0.66017,1417,9755,0.649,0.66901
78,78,1988,46-65 y.,Direct migration background,At least once per week,0.10446,49,9755,0.07896,0.12915
79,79,1988,46-65 y.,Direct migration background,Seldom,0.05674,43,9755,0.04121,0.08006
80,80,1988,46-65 y.,Direct migration background,Never,0.8388,787,9755,0.76945,0.91711
81,81,1988,66 and older,No migration background,At least once per week,0.09566,90,9755,0.08994,0.10122
82,82,1988,66 and older,No migration background,Seldom,0.0329,31,9755,0.02957,0.03696
83,83,1988,66 and older,No migration background,Never,0.87144,814,9755,0.85162,0.88906
84,84,1988,66 and older,Direct migration background,Never,1.0,56,9755,0.82344,1.17577
85,85,1990,17-29 y.,No migration background,At least once per week,0.39586,1008,13633,0.38161,0.4092
86,86,1990,17-29 y.,No migration background,At least once per month,0.10037,258,13633,0.09392,0.10685
87,87,1990,17-29 y.,No migration background,Seldom,0.23725,669,13633,0.22606,0.24781
88,88,1990,17-29 y.,No migration background,Never,0.26652,929,13633,0.2562,0.27613
89,89,1990,17-29 y.,Direct migration background,At least once per week,0.34029,205,13633,0.295,0.38161
90,90,1990,17-29 y.,Direct migration background,At least once per month,0.09436,63,13633,0.07006,0.12271
91,91,1990,17-29 y.,Direct migration background,Seldom,0.21279,120,13633,0.17204,0.25723
92,92,1990,17-29 y.,Direct migration background,Never,0.35257,308,13633,0.31577,0.40409
93,93,1990,17-29 y.,Indirect migration background,At least once per week,0.40602,105,13633,0.3192,0.51102
94,94,1990,17-29 y.,Indirect migration background,At least once per month,0.13643,39,13633,0.10483,0.18235
95,95,1990,17-29 y.,Indirect migration background,Seldom,0.20956,42,13633,0.14685,0.28906
96,96,1990,17-29 y.,Indirect migration background,Never,0.24799,74,13633,0.20849,0.29059
97,97,1990,30-45 y.,No migration background,At least once per week,0.32483,908,13633,0.3136,0.33717
98,98,1990,30-45 y.,No migration background,At least once per month,0.09854,263,13633,0.09267,0.10467
99,99,1990,30-45 y.,No migration background,Seldom,0.25111,784,13633,0.24121,0.2603
100,100,1990,30-45 y.,No migration background,Never,0.32551,1410,13633,0.31433,0.33632
101,101,1990,30-45 y.,Direct migration background,At least once per week,0.19437,132,13633,0.1661,0.22029
102,102,1990,30-45 y.,Direct migration background,At least once per month,0.07541,52,13633,0.05938,0.09146
103,103,1990,30-45 y.,Direct migration background,Seldom,0.16943,127,13633,0.1421,0.19946
104,104,1990,30-45 y.,Direct migration background,Never,0.56078,548,13633,0.51767,0.60321
105,105,1990,46-65 y.,No migration background,At least once per week,0.2068,579,13633,0.19923,0.2152
106,106,1990,46-65 y.,No migration background,At least once per month,0.07063,203,13633,0.06644,0.07517
107,107,1990,46-65 y.,No migration background,Seldom,0.16983,481,13633,0.16261,0.17683
108,108,1990,46-65 y.,No migration background,Never,0.55274,1941,13633,0.53977,0.56733
109,109,1990,46-65 y.,Direct migration background,At least once per week,0.14643,82,13633,0.11984,0.1732
110,110,1990,46-65 y.,Direct migration background,At least once per month,0.03367,33,13633,0.02329,0.04457
111,111,1990,46-65 y.,Direct migration background,Seldom,0.14155,103,13633,0.11258,0.16728
112,112,1990,46-65 y.,Direct migration background,Never,0.67835,760,13633,0.63867,0.72848
113,113,1990,66 and older,No migration background,At least once per week,0.09763,125,13633,0.0913,0.10438
114,114,1990,66 and older,No migration background,At least once per month,0.02993,32,13633,0.02685,0.03376
115,115,1990,66 and older,No migration background,Seldom,0.06345,80,13633,0.05794,0.06845
116,116,1990,66 and older,No migration background,Never,0.80899,1088,13633,0.78575,0.83324
117,117,1990,66 and older,Direct migration background,Never,1.0,82,13633,0.86791,1.16547
118,118,1992,17-29 y.,No migration background,At least once per week,0.38613,908,12972,0.37344,0.39899
119,119,1992,17-29 y.,No migration background,At least once per month,0.09258,233,12972,0.08449,0.10109
120,120,1992,17-29 y.,No migration background,Seldom,0.22128,587,12972,0.2081,0.23137
121,121,1992,17-29 y.,No migration background,Never,0.3,822,12972,0.28473,0.31546
122,122,1992,17-29 y.,Direct migration background,At least once per week,0.31367,170,12972,0.25708,0.38003
123,123,1992,17-29 y.,Direct migration background,At least once per month,0.08305,50,12972,0.06439,0.10417
124,124,1992,17-29 y.,Direct migration background,Seldom,0.16373,99,12972,0.12834,0.20756
125,125,1992,17-29 y.,Direct migration background,Never,0.43955,297,12972,0.39365,0.49246
126,126,1992,17-29 y.,Indirect migration background,At least once per week,0.41721,151,12972,0.36389,0.4749
127,127,1992,17-29 y.,Indirect migration background,At least once per month,0.09812,45,12972,0.08142,0.11733
128,128,1992,17-29 y.,Indirect migration background,Seldom,0.23363,75,12972,0.18586,0.28722
129,129,1992,17-29 y.,Indirect migration background,Never,0.25104,87,12972,0.21134,0.29915
130,130,1992,30-45 y.,No migration background,At least once per week,0.25822,748,12972,0.24754,0.26979
131,131,1992,30-45 y.,No migration background,At least once per month,0.08807,237,12972,0.08307,0.09495
132,132,1992,30-45 y.,No migration background,Seldom,0.24225,806,12972,0.23156,0.25315
133,133,1992,30-45 y.,No migration background,Never,0.41145,1627,12972,0.39914,0.42391
134,134,1992,30-45 y.,Direct migration background,At least once per week,0.19512,110,12972,0.1614,0.23756
135,135,1992,30-45 y.,Direct migration background,At least once per month,0.05098,31,12972,0.03438,0.07279
136,136,1992,30-45 y.,Direct migration background,Seldom,0.1966,131,12972,0.15767,0.24025
137,137,1992,30-45 y.,Direct migration background,Never,0.5573,501,12972,0.51881,0.60303
138,138,1992,46-65 y.,No migration background,At least once per week,0.18386,493,12972,0.17689,0.19222
139,139,1992,46-65 y.,No migration background,At least once per month,0.0461,121,12972,0.0421,0.04948
140,140,1992,46-65 y.,No migration background,Seldom,0.12483,364,12972,0.11777,0.13208
141,141,1992,46-65 y.,No migration background,Never,0.6452,1974,12972,0.63063,0.65971
142,142,1992,46-65 y.,Direct migration background,At least once per week,0.10159,65,12972,0.08002,0.12949
143,143,1992,46-65 y.,Direct migration background,Seldom,0.1049,73,12972,0.08057,0.12902
144,144,1992,46-65 y.,Direct migration background,Never,0.79351,809,12972,0.74651,0.84059
145,145,1992,66 and older,No migration background,At least once per week,0.10257,117,12972,0.09406,0.11071
146,146,1992,66 and older,No migration background,Seldom,0.02627,34,12972,0.02287,0.03035
147,147,1992,66 and older,No migration background,Never,0.87116,1097,12972,0.85125,0.90088
148,148,1992,66 and older,Direct migration background,Never,1.0,110,12972,0.87005,1.13209
149,149,1994,17-29 y.,No migration background,At least once per week,0.39273,839,12515,0.3766,0.40541
150,150,1994,17-29 y.,No migration background,At least once per month,0.0924,215,12515,0.08519,0.10045
151,151,1994,17-29 y.,No migration background,Seldom,0.2269,577,12515,0.21353,0.24109
152,152,1994,17-29 y.,No migration background,Never,0.28797,728,12515,0.27152,0.30552
153,153,1994,17-29 y.,Direct migration background,At least once per week,0.30003,119,12515,0.2557,0.35324
154,154,1994,17-29 y.,Direct migration background,At least once per month,0.0959,49,12515,0.07379,0.12196
155,155,1994,17-29 y.,Direct migration background,Seldom,0.22744,129,12515,0.19407,0.2788
156,156,1994,17-29 y.,Direct migration background,Never,0.37662,218,12515,0.3287,0.44011
157,157,1994,17-29 y.,Indirect migration background,At least once per week,0.37492,165,12515,0.33204,0.41647
158,158,1994,17-29 y.,Indirect migration background,At least once per month,0.12157,59,12515,0.09289,0.1609
159,159,1994,17-29 y.,Indirect migration background,Seldom,0.29227,103,12515,0.23976,0.354
160,160,1994,17-29 y.,Indirect migration background,Never,0.21124,104,12515,0.18168,0.25207
161,161,1994,30-45 y.,No migration background,At least once per week,0.2658,773,12515,0.25432,0.27696
162,162,1994,30-45 y.,No migration background,At least once per month,0.07851,244,12515,0.07261,0.08537
163,163,1994,30-45 y.,No migration background,Seldom,0.25336,795,12515,0.24074,0.26627
164,164,1994,30-45 y.,No migration background,Never,0.40233,1554,12515,0.38682,0.41945
165,165,1994,30-45 y.,Direct migration background,At least once per week,0.16878,95,12515,0.13133,0.20641
166,166,1994,30-45 y.,Direct migration background,Seldom,0.2375,133,12515,0.19612,0.27873
167,167,1994,30-45 y.,Direct migration background,Never,0.59372,452,12515,0.5257,0.65209
168,168,1994,46-65 y.,No migration background,At least once per week,0.18269,447,12515,0.17415,0.19205
169,169,1994,46-65 y.,No migration background,At least once per month,0.0513,127,12515,0.04649,0.05542
170,170,1994,46-65 y.,No migration background,Seldom,0.14119,385,12515,0.13167,0.15087
171,171,1994,46-65 y.,No migration background,Never,0.62482,1900,12515,0.6099,0.64345
172,172,1994,46-65 y.,Direct migration background,At least once per week,0.14892,74,12515,0.12199,0.17942
173,173,1994,46-65 y.,Direct migration background,Seldom,0.099,83,12515,0.07766,0.11835
174,174,1994,46-65 y.,Direct migration background,Never,0.75208,753,12515,0.70512,0.79806
175,175,1994,66 and older,No migration background,At least once per week,0.09359,113,12515,0.08583,0.10155
176,176,1994,66 and older,No migration background,Seldom,0.04391,49,12515,0.03728,0.05171
177,177,1994,66 and older,No migration background,Never,0.8625,1089,12515,0.83831,0.88561
178,178,1994,66 and older,Direct migration background,Never,1.0,144,12515,0.88141,1.13617
179,179,1995,17-29 y.,No migration background,At least once per week,0.44803,966,13080,0.42982,0.46904
180,180,1995,17-29 y.,No migration background,At least once per month,0.10413,243,13080,0.09377,0.11327
181,181,1995,17-29 y.,No migration background,Seldom,0.24294,591,13080,0.22877,0.25632
182,182,1995,17-29 y.,No migration background,Never,0.2049,493,13080,0.19298,0.22036
183,183,1995,17-29 y.,Direct migration background,At least once per week,0.34284,174,13080,0.30475,0.38275
184,184,1995,17-29 y.,Direct migration background,At least once per month,0.0725,47,13080,0.05515,0.08993
185,185,1995,17-29 y.,Direct migration background,Seldom,0.27801,146,13080,0.23732,0.32481
186,186,1995,17-29 y.,Direct migration background,Never,0.30666,232,13080,0.26496,0.34486
187,187,1995,17-29 y.,Indirect migration background,At least once per week,0.45942,195,13080,0.38878,0.53998
188,188,1995,17-29 y.,Indirect migration background,At least once per month,0.11427,56,13080,0.08992,0.14949
189,189,1995,17-29 y.,Indirect migration background,Seldom,0.21749,87,13080,0.17545,0.27331
190,190,1995,17-29 y.,Indirect migration background,Never,0.20881,102,13080,0.17269,0.2452
191,191,1995,30-45 y.,No migration background,At least once per week,0.35579,1087,13080,0.34057,0.3725
192,192,1995,30-45 y.,No migration background,At least once per month,0.09762,308,13080,0.09081,0.10604
193,193,1995,30-45 y.,No migration background,Seldom,0.28432,1030,13080,0.27218,0.29767
194,194,1995,30-45 y.,No migration background,Never,0.26227,1028,13080,0.24905,0.27473
195,195,1995,30-45 y.,Direct migration background,At least once per week,0.24085,154,13080,0.19564,0.28524
196,196,1995,30-45 y.,Direct migration background,At least once per month,0.06099,49,13080,0.04814,0.07392
197,197,1995,30-45 y.,Direct migration background,Seldom,0.18426,171,13080,0.15697,0.21389
198,198,1995,30-45 y.,Direct migration background,Never,0.51391,542,13080,0.47358,0.55418
199,199,1995,46-65 y.,No migration background,At least once per week,0.23504,611,13080,0.22555,0.24687
200,200,1995,46-65 y.,No migration background,At least once per month,0.06606,171,13080,0.06097,0.07197
201,201,1995,46-65 y.,No migration background,Seldom,0.22171,657,13080,0.2106,0.23225
202,202,1995,46-65 y.,No migration background,Never,0.47719,1456,13080,0.46393,0.49237
203,203,1995,46-65 y.,Direct migration background,At least once per week,0.15549,96,13080,0.13285,0.18327
204,204,1995,46-65 y.,Direct migration background,At least once per month,0.04012,35,13080,0.02801,0.05555
205,205,1995,46-65 y.,Direct migration background,Seldom,0.14225,115,13080,0.11581,0.17455
206,206,1995,46-65 y.,Direct migration background,Never,0.66214,789,13080,0.62499,0.70786
207,207,1995,66 and older,No migration background,At least once per week,0.1136,143,13080,0.10554,0.12207
208,208,1995,66 and older,No migration background,At least once per month,0.02837,37,13080,0.02436,0.03264
209,209,1995,66 and older,No migration background,Seldom,0.08261,99,13080,0.07354,0.09393
210,210,1995,66 and older,No migration background,Never,0.77542,1006,13080,0.74603,0.80213
211,211,1995,66 and older,Direct migration background,Never,1.0,164,13080,0.89507,1.11331
212,212,1996,17-29 y.,No migration background,At least once per week,0.39507,786,12829,0.37611,0.41554
213,213,1996,17-29 y.,No migration background,At least once per month,0.10158,224,12829,0.09262,0.11335
214,214,1996,17-29 y.,No migration background,Seldom,0.2661,605,12829,0.2536,0.28339
215,215,1996,17-29 y.,No migration background,Never,0.23724,543,12829,0.22307,0.254
216,216,1996,17-29 y.,Direct migration background,At least once per week,0.28682,124,12829,0.24869,0.32917
217,217,1996,17-29 y.,Direct migration background,At least once per month,0.08888,52,12829,0.06631,0.11548
218,218,1996,17-29 y.,Direct migration background,Seldom,0.23553,131,12829,0.20264,0.2797
219,219,1996,17-29 y.,Direct migration background,Never,0.38877,226,12829,0.334,0.43625
220,220,1996,17-29 y.,Indirect migration background,At least once per week,0.3879,153,12829,0.32529,0.45653
221,221,1996,17-29 y.,Indirect migration background,At least once per month,0.13815,67,12829,0.1148,0.16265
222,222,1996,17-29 y.,Indirect migration background,Seldom,0.24039,120,12829,0.20748,0.27012
223,223,1996,17-29 y.,Indirect migration background,Never,0.23355,120,12829,0.19195,0.27352
224,224,1996,30-45 y.,No migration background,At least once per week,0.30355,928,12829,0.28927,0.31912
225,225,1996,30-45 y.,No migration background,At least once per month,0.08773,298,12829,0.08067,0.09462
226,226,1996,30-45 y.,No migration background,Seldom,0.27491,921,12829,0.26116,0.28817
227,227,1996,30-45 y.,No migration background,Never,0.33381,1346,12829,0.32132,0.34557
228,228,1996,30-45 y.,Direct migration background,At least once per week,0.15384,106,12829,0.12262,0.18685
229,229,1996,30-45 y.,Direct migration background,At least once per month,0.07006,50,12829,0.04994,0.09786
230,230,1996,30-45 y.,Direct migration background,Seldom,0.22058,172,12829,0.18396,0.25711
231,231,1996,30-45 y.,Direct migration background,Never,0.55552,521,12829,0.51467,0.59563
232,232,1996,46-65 y.,No migration background,At least once per week,0.21459,537,12829,0.20527,0.22503
233,233,1996,46-65 y.,No migration background,At least once per month,0.05236,139,12829,0.04709,0.05736
234,234,1996,46-65 y.,No migration background,Seldom,0.1765,519,12829,0.16661,0.1863
235,235,1996,46-65 y.,No migration background,Never,0.55654,1686,12829,0.53884,0.57131
236,236,1996,46-65 y.,Direct migration background,At least once per week,0.13305,75,12829,0.10701,0.1608
237,237,1996,46-65 y.,Direct migration background,At least once per month,0.0625,36,12829,0.04448,0.08466
238,238,1996,46-65 y.,Direct migration background,Seldom,0.13109,106,12829,0.10686,0.15806
239,239,1996,46-65 y.,Direct migration background,Never,0.67336,757,12829,0.62406,0.72221
240,240,1996,66 and older,No migration background,At least once per week,0.11153,131,12829,0.10182,0.12177
241,241,1996,66 and older,No migration background,At least once per month,0.03721,40,12829,0.03072,0.04373
242,242,1996,66 and older,No migration background,Seldom,0.06716,80,12829,0.0584,0.07442
243,243,1996,66 and older,No migration background,Never,0.7841,1041,12829,0.76028,0.80941
244,244,1996,66 and older,Direct migration background,Never,1.0,189,12829,0.89227,1.09668
245,245,1997,17-29 y.,No migration background,At least once per week,0.4074,780,12524,0.38728,0.42901
246,246,1997,17-29 y.,No migration background,At least once per month,0.09334,195,12524,0.08489,0.10121
247,247,1997,17-29 y.,No migration background,Seldom,0.25375,548,12524,0.23883,0.26865
248,248,1997,17-29 y.,No migration background,Never,0.24551,545,12524,0.23155,0.26296
249,249,1997,17-29 y.,Direct migration background,At least once per week,0.28811,116,12524,0.24505,0.32809
250,250,1997,17-29 y.,Direct migration background,At least once per month,0.08144,34,12524,0.05762,0.10718
251,251,1997,17-29 y.,Direct migration background,Seldom,0.26044,115,12524,0.21236,0.31339
252,252,1997,17-29 y.,Direct migration background,Never,0.37001,208,12524,0.31989,0.42946
253,253,1997,17-29 y.,Indirect migration background,At least once per week,0.41717,193,12524,0.37083,0.4681
254,254,1997,17-29 y.,Indirect migration background,At least once per month,0.12786,60,12524,0.09292,0.17813
255,255,1997,17-29 y.,Indirect migration background,Seldom,0.27812,124,12524,0.22143,0.33811
256,256,1997,17-29 y.,Indirect migration background,Never,0.17684,95,12524,0.15403,0.20071
257,257,1997,30-45 y.,No migration background,At least once per week,0.31325,956,12524,0.29759,0.32711
258,258,1997,30-45 y.,No migration background,At least once per month,0.07196,248,12524,0.06486,0.07921
259,259,1997,30-45 y.,No migration background,Seldom,0.25469,855,12524,0.2421,0.26661
260,260,1997,30-45 y.,No migration background,Never,0.3601,1400,12524,0.34414,0.37387
261,261,1997,30-45 y.,Direct migration background,At least once per week,0.15754,110,12524,0.1309,0.18665
262,262,1997,30-45 y.,Direct migration background,At least once per month,0.04822,41,12524,0.03723,0.05869
263,263,1997,30-45 y.,Direct migration background,Seldom,0.21456,157,12524,0.17761,0.24289
264,264,1997,30-45 y.,Direct migration background,Never,0.57968,509,12524,0.52754,0.6312
265,265,1997,46-65 y.,No migration background,At least once per week,0.21881,537,12524,0.20659,0.23225
266,266,1997,46-65 y.,No migration background,At least once per month,0.04914,129,12524,0.04434,0.05445
267,267,1997,46-65 y.,No migration background,Seldom,0.16722,485,12524,0.15733,0.17908
268,268,1997,46-65 y.,No migration background,Never,0.56483,1706,12524,0.54952,0.58461
269,269,1997,46-65 y.,Direct migration background,At least once per week,0.13937,70,12524,0.10831,0.16348
270,270,1997,46-65 y.,Direct migration background,Seldom,0.09213,80,12524,0.068,0.11884
271,271,1997,46-65 y.,Direct migration background,Never,0.7685,760,12524,0.71667,0.82069
272,272,1997,66 and older,No migration background,At least once per week,0.1176,141,12524,0.10621,0.12771
273,273,1997,66 and older,No migration background,Seldom,0.06378,81,12524,0.05727,0.07162
274,274,1997,66 and older,No migration background,Never,0.81861,1056,12524,0.795,0.84398
275,275,1997,66 and older,Direct migration background,Never,1.0,190,12524,0.89045,1.13957
276,276,1998,17-29 y.,No migration background,At least once per week,0.47887,1008,13990,0.45704,0.50005
277,277,1998,17-29 y.,No migration background,At least once per month,0.11013,245,13990,0.10011,0.11948
278,278,1998,17-29 y.,No migration background,Seldom,0.24057,574,13990,0.22672,0.25452
279,279,1998,17-29 y.,No migration background,Never,0.17042,408,13990,0.15984,0.18465
280,280,1998,17-29 y.,Direct migration background,At least once per week,0.30627,115,13990,0.25729,0.34632
281,281,1998,17-29 y.,Direct migration background,At least once per month,0.08527,37,13990,0.06508,0.10966
282,282,1998,17-29 y.,Direct migration background,Seldom,0.23647,102,13990,0.19736,0.27769
283,283,1998,17-29 y.,Direct migration background,Never,0.37199,179,13990,0.31631,0.41802
284,284,1998,17-29 y.,Indirect migration background,At least once per week,0.45826,192,13990,0.39505,0.52539
285,285,1998,17-29 y.,Indirect migration background,At least once per month,0.15338,64,13990,0.10846,0.19284
286,286,1998,17-29 y.,Indirect migration background,Seldom,0.20012,114,13990,0.17383,0.22548
287,287,1998,17-29 y.,Indirect migration background,Never,0.18824,111,13990,0.14949,0.2249
288,288,1998,30-45 y.,No migration background,At least once per week,0.36998,1303,13990,0.35714,0.38497
289,289,1998,30-45 y.,No migration background,At least once per month,0.10532,389,13990,0.09772,0.11311
290,290,1998,30-45 y.,No migration background,Seldom,0.27367,1134,13990,0.2616,0.28445
291,291,1998,30-45 y.,No migration background,Never,0.25102,1091,13990,0.24106,0.25991
292,292,1998,30-45 y.,Direct migration background,At least once per week,0.18902,121,13990,0.1543,0.22644
293,293,1998,30-45 y.,Direct migration background,At least once per month,0.06085,45,13990,0.04886,0.07289
294,294,1998,30-45 y.,Direct migration background,Seldom,0.24677,186,13990,0.21683,0.28214
295,295,1998,30-45 y.,Direct migration background,Never,0.50336,425,13990,0.46038,0.54537
296,296,1998,30-45 y.,Indirect migration background,Seldom,1.0,32,13990,0.65098,1.29961
297,297,1998,46-65 y.,No migration background,At least once per week,0.27388,844,13990,0.26229,0.28319
298,298,1998,46-65 y.,No migration background,At least once per month,0.07062,225,13990,0.06589,0.0762
299,299,1998,46-65 y.,No migration background,Seldom,0.22141,777,13990,0.21067,0.23355
300,300,1998,46-65 y.,No migration background,Never,0.4341,1570,13990,0.4203,0.44494
301,301,1998,46-65 y.,Direct migration background,At least once per week,0.16021,90,13990,0.1335,0.18999
302,302,1998,46-65 y.,Direct migration background,At least once per month,0.05388,38,13990,0.0407,0.06879
303,303,1998,46-65 y.,Direct migration background,Seldom,0.13763,104,13990,0.11387,0.15872
304,304,1998,46-65 y.,Direct migration background,Never,0.64828,690,13990,0.60611,0.68917
305,305,1998,66 and older,No migration background,At least once per week,0.1385,208,13990,0.12903,0.14945
306,306,1998,66 and older,No migration background,At least once per month,0.02547,44,13990,0.02235,0.02961
307,307,1998,66 and older,No migration background,Seldom,0.09665,148,13990,0.08877,0.10402
308,308,1998,66 and older,No migration background,Never,0.73939,1173,13990,0.71586,0.76344
309,309,1998,66 and older,Direct migration background,Never,1.0,204,13990,0.92133,1.09975
