"pli0092_h","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Nie","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Nie","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","983","0.588700743674291","0.561952044335285","0.615449443013298"
"Nie, sehr selten (1984)","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","5085","0.729025447094624","0.718726111220348","0.7393247829689"
"Nie, sehr selten (1984)","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","869","0.484478818700207","0.46182173053834","0.507135906862074"
"Nie, sehr selten (1984)","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","386","0.436194333011004","0.403031147754353","0.469357518267656"
"Nie, sehr selten (1984)","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","329","0.436207121610512","0.401493795489562","0.470920447731461"
"Nie, sehr selten (1984)","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","164","0.165682494286228","0.145471838527601","0.185893150044854"
"Gelegentlich (1984)","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1109","0.140547805339528","0.13249408546581","0.148601525213245"
"Gelegentlich (1984)","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","466","0.236687955357131","0.217417917093792","0.25595799362047"
"Gelegentlich (1984)","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","237","0.270773110142832","0.241057434233689","0.300488786051975"
"Gelegentlich (1984)","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","219","0.265419888353666","0.234511499051756","0.296328277655576"
"Gelegentlich (1984)","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1984","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","153","0.245616762039481","0.222217539341465","0.269015984737497"
"Haeufig,regelmaessig (1984)","1984","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1984","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","960","0.130426747565848","0.122622877286646","0.13823061784505"
"Haeufig,regelmaessig (1984)","1984","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1984","Realschulabschluss","Westdeutschland, alte Bundeslaender","534","0.278833225942662","0.258503404851295","0.29916304703403"
"Haeufig,regelmaessig (1984)","1984","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1984","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","236","0.293032556846164","0.262595044581112","0.323470069111216"
"Haeufig,regelmaessig (1984)","1984","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1984","AkademikerInnen","Westdeutschland, alte Bundeslaender","236","0.298372990035822","0.266345495735388","0.330400484336257"
"Haeufig,regelmaessig (1984)","1984","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","163","0.322650912996303","0.294936177757165","0.35036564823544"
"Min 1x pro Woche","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1032","0.158020006821984","0.149072365304578","0.16696764833939"
"Min 1x pro Woche","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","666","0.358135147452009","0.335992145181447","0.380278149722572"
"Min 1x pro Woche","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","285","0.401728811366553","0.36736825014056","0.436089372592546"
"Min 1x pro Woche","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","299","0.396897827754814","0.361882978040142","0.431912677469487"
"Min 1x pro Woche","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","32","0.0470480884852278","0.0344951761927364","0.0596010007777192"
"Min 1x pro Monat","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","267","0.0378393719100755","0.0331588163799253","0.0425199274402257"
"Min 1x pro Monat","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","124","0.0659066886548364","0.0544475727617694","0.0773658045479033"
"Min 1x pro Monat","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","58","0.0691040347937376","0.051327504751075","0.0868805648364003"
"Min 1x pro Monat","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","56","0.0697778888889331","0.051544403161677","0.0880113746161892"
"Min 1x pro Monat","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","81","0.0945880749234308","0.0772388807175788","0.111937269129283"
"Seltener","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","714","0.101223197973861","0.0938242903339845","0.108622105613737"
"Seltener","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","334","0.175731669382537","0.158154434387412","0.193308904377662"
"Seltener","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","149","0.193198094845852","0.16552679300168","0.220869396690025"
"Seltener","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","140","0.176320254241422","0.149046322174408","0.203594186308436"
"Seltener","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","817","0.535712923595039","0.506146597038446","0.565279250151632"
"Nie","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","4371","0.70291742329408","0.691707764408138","0.714127082180021"
"Nie","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","677","0.400226494510617","0.37759893109363","0.422854057927605"
"Nie","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","290","0.335969058993857","0.302864446087271","0.369073671900443"
"Nie","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","255","0.357004029114831","0.322714766649682","0.39129329157998"
"Nie","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1985","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","184","0.330217792103316","0.301469068219664","0.358966515986969"
"Min 1x pro Woche","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1097","0.172721012348717","0.163187253544542","0.182254771152893"
"Min 1x pro Woche","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","622","0.333876623603669","0.311906535340422","0.355846711866917"
"Min 1x pro Woche","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","314","0.411637195388389","0.37776700998598","0.445507380790798"
"Min 1x pro Woche","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","300","0.387972686118394","0.353005180336227","0.422940191900561"
"Min 1x pro Woche","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","276","0.0407008485354099","0.0357172352128852","0.0456844618579346"
"Min 1x pro Monat","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","135","0.0695729765499372","0.0577201232911672","0.0814258298087073"
"Min 1x pro Monat","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","58","0.0791187750952439","0.0605416181274462","0.0976959320630416"
"Min 1x pro Monat","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","67","0.0904135661860801","0.0698348885412957","0.110992243830864"
"Min 1x pro Monat","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","89","0.100683005025673","0.0822885884100646","0.119077421641282"
"Seltener","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","625","0.0958480605182057","0.0884233769365823","0.103272744099829"
"Seltener","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","295","0.153808784127169","0.137001935687981","0.170615632566357"
"Seltener","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","147","0.202193037950229","0.174551024520587","0.22983505137987"
"Seltener","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Seltener","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","110","0.142496874469283","0.117412735252708","0.167581013685857"
"Seltener","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","731","0.541913579437679","0.511456359495193","0.572370799380165"
"Nie","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","4041","0.690730078597667","0.679073030126188","0.702387127069146"
"Nie","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","718","0.442741615719225","0.419601531440847","0.465881699997602"
"Nie","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","292","0.307050991566138","0.275304659486275","0.338797323646002"
"Nie","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Nie","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","269","0.379116873226243","0.344301571528107","0.41393217492438"
"Nie","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Nie, sehr selten (1984)","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Gelegentlich (1984)","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Gelegentlich (1984)","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Haeufig,regelmaessig (1984)","1986","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1987","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1987","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1987","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1987","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1987","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1987","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Taeglich","1987","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Taeglich","1987","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1987","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1987","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1987","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1987","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1987","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1987","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Woche","1987","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Woche","1987","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1987","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1987","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1987","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Min 1x pro Monat","1987","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Min 1x pro Monat","1987","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
