year,age_gr,sampreg,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,30-45 y.,West,Seldom,0.19873,502,2925,0.18427,0.21320
1988,30-45 y.,West,Never,0.43153,1493,2925,0.41358,0.44948
1988,46-65 y.,West,At least once per week,0.18383,483,3065,0.17012,0.19755
1988,46-65 y.,West,At least once per month,0.04444,116,3065,0.03715,0.05174
1988,46-65 y.,West,Seldom,0.09169,254,3065,0.08147,0.10191
1988,46-65 y.,West,Never,0.68003,2212,3065,0.66352,0.69655
1988,66 and older,West,At least once per week,0.09391,96,1000,0.07582,0.11200
1988,66 and older,West,Seldom,0.03174,32,1000,0.02087,0.04261
1988,66 and older,West,Never,0.85657,872,1000,0.83483,0.87830
1990,17-29 y.,West,At least once per week,0.44018,1087,2701,0.42145,0.45890
1990,17-29 y.,West,At least once per month,0.11547,308,2701,0.10342,0.12753
1990,17-29 y.,West,Seldom,0.23894,583,2701,0.22285,0.25503
1990,17-29 y.,West,Never,0.20541,723,2701,0.19017,0.22065
1990,17-29 y.,East,At least once per week,0.20421,231,1119,0.18058,0.22784
1990,17-29 y.,East,At least once per month,0.04382,52,1119,0.03182,0.05582
1990,17-29 y.,East,Seldom,0.21746,248,1119,0.19328,0.24164
1990,17-29 y.,East,Never,0.53451,588,1119,0.50527,0.56375
1990,30-45 y.,West,At least once per week,0.35085,836,2773,0.33309,0.36862
1990,30-45 y.,West,At least once per month,0.10965,259,2773,0.09802,0.12128
1990,30-45 y.,West,Seldom,0.25888,660,2773,0.24258,0.27519
1990,30-45 y.,West,Never,0.28062,1018,2773,0.26389,0.29734
1990,30-45 y.,East,At least once per week,0.14435,211,1471,0.12638,0.16231
1990,30-45 y.,East,At least once per month,0.03843,57,1471,0.02860,0.04826
1990,30-45 y.,East,Seldom,0.17197,255,1471,0.15268,0.19126
1990,30-45 y.,East,Never,0.64525,948,1471,0.62079,0.66971
1990,46-65 y.,West,At least once per week,0.22522,549,2895,0.21000,0.24044
1990,46-65 y.,West,At least once per month,0.07608,202,2895,0.06642,0.08573
1990,46-65 y.,West,Seldom,0.18608,473,2895,0.17190,0.20026
1990,46-65 y.,West,Never,0.51263,1671,2895,0.49441,0.53084
1990,46-65 y.,East,At least once per week,0.08962,113,1297,0.07407,0.10517
1990,46-65 y.,East,At least once per month,0.02702,36,1297,0.01819,0.03585
1990,46-65 y.,East,Seldom,0.08542,114,1297,0.07020,0.10064
1990,46-65 y.,East,Never,0.79794,1034,1297,0.77608,0.81980
1990,66 and older,West,At least once per week,0.11033,119,1031,0.09119,0.12946
1990,66 and older,West,At least once per month,0.03565,33,1031,0.02433,0.04698
1990,66 and older,West,Seldom,0.07021,73,1031,0.05461,0.08581
1990,66 and older,West,Never,0.78381,806,1031,0.75867,0.80895
1990,66 and older,East,Never,0.92867,367,367,0.90230,0.95503
1992,17-29 y.,West,At least once per week,0.41979,1024,2624,0.40090,0.43868
1992,17-29 y.,West,At least once per month,0.09757,261,2624,0.08621,0.10892
1992,17-29 y.,West,Seldom,0.20774,520,2624,0.19221,0.22326
1992,17-29 y.,West,Never,0.27490,819,2624,0.25782,0.29199
1992,17-29 y.,East,At least once per week,0.22859,205,900,0.20114,0.25604
1992,17-29 y.,East,At least once per month,0.07010,67,900,0.05341,0.08679
1992,17-29 y.,East,Seldom,0.25147,241,900,0.22311,0.27984
1992,17-29 y.,East,Never,0.44983,387,900,0.41731,0.48235
1992,30-45 y.,West,At least once per week,0.28556,699,2792,0.26880,0.30232
1992,30-45 y.,West,At least once per month,0.09680,227,2792,0.08583,0.10777
1992,30-45 y.,West,Seldom,0.24091,628,2792,0.22504,0.25677
1992,30-45 y.,West,Never,0.37674,1238,2792,0.35876,0.39471
1992,30-45 y.,East,At least once per week,0.11466,167,1424,0.09810,0.13121
1992,30-45 y.,East,At least once per month,0.03307,43,1424,0.02378,0.04236
1992,30-45 y.,East,Seldom,0.21871,315,1424,0.19723,0.24018
1992,30-45 y.,East,Never,0.63357,899,1424,0.60854,0.65861
1992,46-65 y.,West,At least once per week,0.19526,456,2713,0.18034,0.21018
1992,46-65 y.,West,At least once per month,0.04616,108,2713,0.03826,0.05406
1992,46-65 y.,West,Seldom,0.12491,294,2713,0.11246,0.13735
1992,46-65 y.,West,Never,0.63367,1855,2713,0.61554,0.65180
1992,46-65 y.,East,At least once per week,0.08918,105,1215,0.07315,0.10522
1992,46-65 y.,East,At least once per month,0.03107,33,1215,0.02131,0.04083
1992,46-65 y.,East,Seldom,0.11083,144,1215,0.09317,0.12849
1992,46-65 y.,East,Never,0.76891,933,1215,0.74520,0.79262
1992,66 and older,West,At least once per week,0.11175,110,994,0.09216,0.13135
1992,66 and older,West,Seldom,0.02752,31,994,0.01735,0.03770
1992,66 and older,West,Never,0.84061,853,994,0.81784,0.86338
1992,66 and older,East,Never,0.92426,356,356,0.89674,0.95178
1994,17-29 y.,West,At least once per week,0.42009,925,2470,0.40062,0.43956
1994,17-29 y.,West,At least once per month,0.10025,258,2470,0.08840,0.11209
1994,17-29 y.,West,Seldom,0.22859,583,2470,0.21202,0.24515
1994,17-29 y.,West,Never,0.25108,704,2470,0.23397,0.26818
1994,17-29 y.,East,At least once per week,0.23054,198,835,0.20196,0.25913
1994,17-29 y.,East,At least once per month,0.07374,65,835,0.05600,0.09148
1994,17-29 y.,East,Seldom,0.24532,226,835,0.21612,0.27452
1994,17-29 y.,East,Never,0.45040,346,835,0.41663,0.48417
1994,30-45 y.,West,At least once per week,0.28467,713,2785,0.26791,0.30143
1994,30-45 y.,West,At least once per month,0.08087,221,2785,0.07074,0.09099
1994,30-45 y.,West,Seldom,0.25984,657,2785,0.24355,0.27613
1994,30-45 y.,West,Never,0.37463,1194,2785,0.35665,0.39261
1994,30-45 y.,East,At least once per week,0.13165,166,1328,0.11345,0.14984
1994,30-45 y.,East,At least once per month,0.04451,54,1328,0.03341,0.05560
1994,30-45 y.,East,Seldom,0.21009,282,1328,0.18817,0.23201
1994,30-45 y.,East,Never,0.61376,826,1328,0.58756,0.63996
1994,46-65 y.,West,At least once per week,0.20457,442,2640,0.18918,0.21996
1994,46-65 y.,West,At least once per month,0.05758,131,2640,0.04869,0.06646
1994,46-65 y.,West,Seldom,0.14342,341,2640,0.13005,0.15680
1994,46-65 y.,West,Never,0.59443,1726,2640,0.57570,0.61316
1994,46-65 y.,East,At least once per week,0.07109,80,1142,0.05618,0.08600
1994,46-65 y.,East,Seldom,0.10498,130,1142,0.08719,0.12276
1994,46-65 y.,East,Never,0.80155,932,1142,0.77841,0.82469
1994,66 and older,West,At least once per week,0.10321,110,1040,0.08471,0.12171
1994,66 and older,West,Seldom,0.04668,44,1040,0.03385,0.05951
1994,66 and older,West,Never,0.83689,886,1040,0.81443,0.85936
1994,66 and older,East,Never,0.92395,349,349,0.89610,0.95180
1995,17-29 y.,West,At least once per week,0.46413,1053,2508,0.44460,0.48365
1995,17-29 y.,West,At least once per month,0.10246,264,2508,0.09059,0.11433
1995,17-29 y.,West,Seldom,0.22768,567,2508,0.21127,0.24410
1995,17-29 y.,West,Never,0.20573,624,2508,0.18991,0.22155
1995,17-29 y.,East,At least once per week,0.31505,282,824,0.28332,0.34679
1995,17-29 y.,East,At least once per month,0.09313,82,824,0.07328,0.11299
1995,17-29 y.,East,Seldom,0.31980,257,824,0.28794,0.35167
1995,17-29 y.,East,Never,0.27201,203,824,0.24161,0.30241
1995,30-45 y.,West,At least once per week,0.36870,997,3142,0.35182,0.38557
1995,30-45 y.,West,At least once per month,0.09232,263,3142,0.08220,0.10244
1995,30-45 y.,West,Seldom,0.25581,779,3142,0.24055,0.27107
1995,30-45 y.,West,Never,0.28317,1103,3142,0.26741,0.29893
1995,30-45 y.,East,At least once per week,0.21150,260,1273,0.18905,0.23394
1995,30-45 y.,East,At least once per month,0.09302,98,1273,0.07706,0.10898
1995,30-45 y.,East,Seldom,0.32783,438,1273,0.30203,0.35362
1995,30-45 y.,East,Never,0.36766,477,1273,0.34116,0.39415
1995,46-65 y.,West,At least once per week,0.24515,567,2773,0.22914,0.26117
1995,46-65 y.,West,At least once per month,0.07062,166,2773,0.06108,0.08015
1995,46-65 y.,West,Seldom,0.20434,484,2773,0.18933,0.21935
1995,46-65 y.,West,Never,0.47989,1556,2773,0.46129,0.49849
1995,46-65 y.,East,At least once per week,0.13365,142,1167,0.11412,0.15318
1995,46-65 y.,East,At least once per month,0.02815,40,1167,0.01866,0.03765
1995,46-65 y.,East,Seldom,0.22985,291,1167,0.20570,0.25400
1995,46-65 y.,East,Never,0.60834,694,1167,0.58033,0.63636
1995,66 and older,West,At least once per week,0.12800,139,1098,0.10823,0.14777
1995,66 and older,West,At least once per month,0.02874,34,1098,0.01885,0.03863
1995,66 and older,West,Seldom,0.08263,80,1098,0.06633,0.09892
1995,66 and older,West,Never,0.76064,845,1098,0.73539,0.78589
1995,66 and older,East,Seldom,0.07540,32,361,0.04812,0.10267
1995,66 and older,East,Never,0.83810,329,361,0.80005,0.87615
1996,17-29 y.,West,At least once per week,0.40494,824,2320,0.38496,0.42492
1996,17-29 y.,West,At least once per month,0.11151,270,2320,0.09870,0.12432
1996,17-29 y.,West,Seldom,0.24741,598,2320,0.22984,0.26497
1996,17-29 y.,West,Never,0.23614,628,2320,0.21886,0.25343
1996,17-29 y.,East,At least once per week,0.27963,239,831,0.24909,0.31016
1996,17-29 y.,East,At least once per month,0.06872,73,831,0.05151,0.08593
1996,17-29 y.,East,Seldom,0.30892,258,831,0.27749,0.34036
1996,17-29 y.,East,Never,0.34274,261,831,0.31045,0.37503
1996,30-45 y.,West,At least once per week,0.30664,839,3155,0.29055,0.32274
1996,30-45 y.,West,At least once per month,0.08822,265,3155,0.07832,0.09811
1996,30-45 y.,West,Seldom,0.26721,793,3155,0.25177,0.28266
1996,30-45 y.,West,Never,0.33793,1258,3155,0.32142,0.35444
1996,30-45 y.,East,At least once per week,0.17446,213,1249,0.15341,0.19552
1996,30-45 y.,East,At least once per month,0.06892,86,1249,0.05487,0.08298
1996,30-45 y.,East,Seldom,0.27365,324,1249,0.24892,0.29839
1996,30-45 y.,East,Never,0.48296,626,1249,0.45524,0.51069
1996,46-65 y.,West,At least once per week,0.23047,509,2705,0.21460,0.24635
1996,46-65 y.,West,At least once per month,0.05907,137,2705,0.05019,0.06796
1996,46-65 y.,West,Seldom,0.17183,425,2705,0.15761,0.18605
1996,46-65 y.,West,Never,0.53862,1634,2705,0.51983,0.55741
1996,46-65 y.,East,At least once per week,0.08717,105,1161,0.07093,0.10340
1996,46-65 y.,East,At least once per month,0.03353,38,1161,0.02317,0.04389
1996,46-65 y.,East,Seldom,0.15726,200,1161,0.13631,0.17821
1996,46-65 y.,East,Never,0.72204,818,1161,0.69626,0.74782
1996,66 and older,West,At least once per week,0.11907,122,1111,0.10002,0.13813
1996,66 and older,West,At least once per month,0.04323,42,1111,0.03126,0.05519
1996,66 and older,West,Seldom,0.07410,74,1111,0.05869,0.08951
1996,66 and older,West,Never,0.76359,873,1111,0.73860,0.78859
1996,66 and older,East,Never,0.88429,359,359,0.85116,0.91743
1997,17-29 y.,West,At least once per week,0.42070,841,2182,0.39998,0.44142
1997,17-29 y.,West,At least once per month,0.10136,231,2182,0.08870,0.11403
1997,17-29 y.,West,Seldom,0.24213,521,2182,0.22415,0.26011
1997,17-29 y.,West,Never,0.23581,589,2182,0.21799,0.25362
1997,17-29 y.,East,At least once per week,0.28248,248,831,0.25185,0.31311
1997,17-29 y.,East,At least once per month,0.07070,58,831,0.05326,0.08814
1997,17-29 y.,East,Seldom,0.31460,266,831,0.28300,0.34619
1997,17-29 y.,East,Never,0.33222,259,831,0.30018,0.36426
1997,30-45 y.,West,At least once per week,0.31927,888,3162,0.30302,0.33552
1997,30-45 y.,West,At least once per month,0.07273,229,3162,0.06367,0.08178
1997,30-45 y.,West,Seldom,0.24471,743,3162,0.22972,0.25970
1997,30-45 y.,West,Never,0.36329,1302,3162,0.34653,0.38006
1997,30-45 y.,East,At least once per week,0.16969,201,1180,0.14827,0.19112
1997,30-45 y.,East,At least once per month,0.04828,63,1180,0.03604,0.06051
1997,30-45 y.,East,Seldom,0.27049,288,1180,0.24513,0.29584
1997,30-45 y.,East,Never,0.51154,628,1180,0.48301,0.54008
1997,46-65 y.,West,At least once per week,0.23330,506,2650,0.21720,0.24941
1997,46-65 y.,West,At least once per month,0.05257,118,2650,0.04407,0.06106
1997,46-65 y.,West,Seldom,0.15716,382,2650,0.14330,0.17102
1997,46-65 y.,West,Never,0.55697,1644,2650,0.53806,0.57589
1997,46-65 y.,East,At least once per week,0.09168,106,1155,0.07503,0.10833
1997,46-65 y.,East,At least once per month,0.03020,34,1155,0.02032,0.04007
1997,46-65 y.,East,Seldom,0.14156,185,1155,0.12145,0.16167
1997,46-65 y.,East,Never,0.73656,830,1155,0.71115,0.76198
1997,66 and older,West,At least once per week,0.12878,136,1085,0.10884,0.14872
1997,66 and older,West,Seldom,0.05905,63,1085,0.04502,0.07309
1997,66 and older,West,Never,0.79418,886,1085,0.77012,0.81825
1997,66 and older,East,At least once per week,0.07739,32,395,0.05100,0.10377
1997,66 and older,East,Never,0.85691,363,395,0.82234,0.89149
1998,17-29 y.,West,At least once per week,0.47458,973,2284,0.45410,0.49507
1998,17-29 y.,West,At least once per month,0.11870,264,2284,0.10543,0.13197
1998,17-29 y.,West,Seldom,0.21879,540,2284,0.20183,0.23575
1998,17-29 y.,West,Never,0.18792,507,2284,0.17190,0.20395
1998,17-29 y.,East,At least once per week,0.37856,342,865,0.34622,0.41090
1998,17-29 y.,East,At least once per month,0.08603,82,865,0.06733,0.10472
1998,17-29 y.,East,Seldom,0.29916,250,865,0.26863,0.32969
1998,17-29 y.,East,Never,0.23625,191,865,0.20793,0.26458
1998,30-45 y.,West,At least once per week,0.36679,1160,3546,0.35093,0.38266
1998,30-45 y.,West,At least once per month,0.10338,346,3546,0.09335,0.11340
1998,30-45 y.,West,Seldom,0.26101,957,3546,0.24655,0.27547
1998,30-45 y.,West,Never,0.26882,1083,3546,0.25423,0.28342
1998,30-45 y.,East,At least once per week,0.24410,288,1235,0.22014,0.26807
1998,30-45 y.,East,At least once per month,0.07930,98,1235,0.06422,0.09437
1998,30-45 y.,East,Seldom,0.32005,395,1235,0.29402,0.34607
1998,30-45 y.,East,Never,0.35655,454,1235,0.32983,0.38328
1998,46-65 y.,West,At least once per week,0.28799,767,3091,0.27202,0.30395
1998,46-65 y.,West,At least once per month,0.07359,208,3091,0.06439,0.08280
1998,46-65 y.,West,Seldom,0.19427,538,3091,0.18032,0.20822
1998,46-65 y.,West,Never,0.44415,1578,3091,0.42663,0.46167
1998,46-65 y.,East,At least once per week,0.12925,172,1266,0.11076,0.14774
1998,46-65 y.,East,At least once per month,0.04590,57,1266,0.03437,0.05744
1998,46-65 y.,East,Seldom,0.26097,346,1266,0.23677,0.28517
1998,46-65 y.,East,Never,0.56387,691,1266,0.53655,0.59120
1998,66 and older,West,At least once per week,0.14199,180,1358,0.12342,0.16056
1998,66 and older,West,At least once per month,0.02311,35,1358,0.01512,0.03111
1998,66 and older,West,Seldom,0.09223,119,1358,0.07684,0.10763
1998,66 and older,West,Never,0.74266,1024,1358,0.71940,0.76592
1998,66 and older,East,At least once per week,0.11282,52,454,0.08368,0.14195
1998,66 and older,East,Seldom,0.10069,46,454,0.07298,0.12840
1998,66 and older,East,Never,0.75864,356,454,0.71923,0.79804
1999,17-29 y.,West,At least once per week,0.40824,802,2130,0.38736,0.42912
1999,17-29 y.,West,At least once per month,0.11297,240,2130,0.09953,0.12642
1999,17-29 y.,West,Seldom,0.25753,574,2130,0.23896,0.27611
1999,17-29 y.,West,Never,0.22126,514,2130,0.20363,0.23889
1999,17-29 y.,East,At least once per week,0.31502,250,830,0.28340,0.34664
1999,17-29 y.,East,At least once per month,0.11380,86,830,0.09218,0.13542
1999,17-29 y.,East,Seldom,0.31159,259,830,0.28006,0.34311
1999,17-29 y.,East,Never,0.25959,235,830,0.22975,0.28943
1999,30-45 y.,West,At least once per week,0.33224,1030,3463,0.31655,0.34793
1999,30-45 y.,West,At least once per month,0.07982,291,3463,0.07079,0.08885
1999,30-45 y.,West,Seldom,0.24208,856,3463,0.22781,0.25635
1999,30-45 y.,West,Never,0.34586,1286,3463,0.33001,0.36170
1999,30-45 y.,East,At least once per week,0.18997,232,1218,0.16793,0.21201
1999,30-45 y.,East,At least once per month,0.05803,75,1218,0.04489,0.07117
1999,30-45 y.,East,Seldom,0.29128,333,1218,0.26575,0.31681
1999,30-45 y.,East,Never,0.46072,578,1218,0.43271,0.48872
1999,46-65 y.,West,At least once per week,0.25509,644,2920,0.23927,0.27090
1999,46-65 y.,West,At least once per month,0.05749,148,2920,0.04905,0.06594
1999,46-65 y.,West,Seldom,0.17036,464,2920,0.15672,0.18400
1999,46-65 y.,West,Never,0.51706,1664,2920,0.49893,0.53518
1999,46-65 y.,East,At least once per week,0.11273,141,1224,0.09500,0.13045
1999,46-65 y.,East,At least once per month,0.03272,43,1224,0.02275,0.04270
1999,46-65 y.,East,Seldom,0.16108,197,1224,0.14048,0.18168
1999,46-65 y.,East,Never,0.69347,843,1224,0.66763,0.71931
1999,66 and older,West,At least once per week,0.11079,137,1254,0.09341,0.12817
1999,66 and older,West,Seldom,0.06190,73,1254,0.04856,0.07525
1999,66 and older,West,Never,0.80327,1044,1254,0.78125,0.82528
1999,66 and older,East,At least once per week,0.07062,34,442,0.04671,0.09453
1999,66 and older,East,Never,0.86847,408,442,0.83692,0.90001
2001,17-29 y.,West,At least once per week,0.41270,1231,2977,0.39501,0.43039
2001,17-29 y.,West,At least once per month,0.10011,300,2977,0.08933,0.11090
2001,17-29 y.,West,Seldom,0.20847,613,2977,0.19387,0.22306
2001,17-29 y.,West,Never,0.27872,833,2977,0.26261,0.29483
2001,17-29 y.,East,At least once per week,0.36723,378,1100,0.33873,0.39573
2001,17-29 y.,East,At least once per month,0.08552,100,1100,0.06899,0.10205
2001,17-29 y.,East,Seldom,0.23575,280,1100,0.21066,0.26085
2001,17-29 y.,East,Never,0.31150,342,1100,0.28412,0.33888
2001,30-45 y.,West,At least once per week,0.33795,1815,5649,0.32562,0.35029
2001,30-45 y.,West,At least once per month,0.08313,449,5649,0.07593,0.09033
2001,30-45 y.,West,Seldom,0.21294,1201,5649,0.20227,0.22362
2001,30-45 y.,West,Never,0.36598,2184,5649,0.35341,0.37854
2001,30-45 y.,East,At least once per week,0.22683,360,1635,0.20652,0.24713
2001,30-45 y.,East,At least once per month,0.06881,104,1635,0.05653,0.08108
2001,30-45 y.,East,Seldom,0.25232,414,1635,0.23126,0.27338
2001,30-45 y.,East,Never,0.45205,757,1635,0.42792,0.47618
2001,46-65 y.,West,At least once per week,0.26714,1331,5183,0.25509,0.27919
2001,46-65 y.,West,At least once per month,0.05427,272,5183,0.04810,0.06044
2001,46-65 y.,West,Seldom,0.14256,721,5183,0.13304,0.15207
2001,46-65 y.,West,Never,0.53603,2859,5183,0.52246,0.54961
2001,46-65 y.,East,At least once per week,0.17699,316,1826,0.15948,0.19450
2001,46-65 y.,East,At least once per month,0.03156,56,1826,0.02354,0.03958
2001,46-65 y.,East,Seldom,0.13983,266,1826,0.12392,0.15574
2001,46-65 y.,East,Never,0.65163,1188,1826,0.62977,0.67349
2001,66 and older,West,At least once per week,0.13790,354,2520,0.12444,0.15137
2001,66 and older,West,At least once per month,0.02370,62,2520,0.01776,0.02964
2001,66 and older,West,Seldom,0.05594,141,2520,0.04696,0.06491
2001,66 and older,West,Never,0.78246,1963,2520,0.76635,0.79858
2001,66 and older,East,At least once per week,0.07422,68,813,0.05619,0.09225
2001,66 and older,East,Seldom,0.04330,39,813,0.02930,0.05730
2001,66 and older,East,Never,0.86186,706,813,0.83812,0.88559
2003,17-29 y.,West,At least once per week,0.45910,1419,2921,0.44103,0.47718
2003,17-29 y.,West,At least once per month,0.11382,332,2921,0.10230,0.12534
2003,17-29 y.,West,Seldom,0.20105,579,2921,0.18652,0.21559
2003,17-29 y.,West,Never,0.22602,591,2921,0.21085,0.24120
2003,17-29 y.,East,At least once per week,0.41693,441,1068,0.38734,0.44651
2003,17-29 y.,East,At least once per month,0.09555,108,1068,0.07791,0.11319
2003,17-29 y.,East,Seldom,0.27564,302,1068,0.24883,0.30245
2003,17-29 y.,East,Never,0.21188,217,1068,0.18736,0.23640
2003,30-45 y.,West,At least once per week,0.39443,2210,5410,0.38140,0.40745
2003,30-45 y.,West,At least once per month,0.09726,523,5410,0.08937,0.10516
2003,30-45 y.,West,Seldom,0.23089,1193,5410,0.21966,0.24212
2003,30-45 y.,West,Never,0.27742,1484,5410,0.26549,0.28935
2003,30-45 y.,East,At least once per week,0.33191,493,1481,0.30792,0.35590
2003,30-45 y.,East,At least once per month,0.09842,141,1481,0.08325,0.11360
2003,30-45 y.,East,Seldom,0.28065,408,1481,0.25775,0.30354
2003,30-45 y.,East,Never,0.28902,439,1481,0.26592,0.31211
2003,46-65 y.,West,At least once per week,0.33494,2068,5652,0.32263,0.34725
2003,46-65 y.,West,At least once per month,0.06616,382,5652,0.05968,0.07264
2003,46-65 y.,West,Seldom,0.19228,1043,5652,0.18200,0.20255
2003,46-65 y.,West,Never,0.40662,2159,5652,0.39381,0.41943
2003,46-65 y.,East,At least once per week,0.25327,484,1867,0.23354,0.27301
2003,46-65 y.,East,At least once per month,0.05995,121,1867,0.04918,0.07072
2003,46-65 y.,East,Seldom,0.22468,435,1867,0.20575,0.24362
2003,46-65 y.,East,Never,0.46209,827,1867,0.43947,0.48471
2003,66 and older,West,At least once per week,0.19721,569,2723,0.18226,0.21216
2003,66 and older,West,At least once per month,0.03248,90,2723,0.02582,0.03914
2003,66 and older,West,Seldom,0.08622,236,2723,0.07568,0.09677
2003,66 and older,West,Never,0.68408,1828,2723,0.66662,0.70155
2003,66 and older,East,At least once per week,0.15433,144,879,0.13044,0.17823
2003,66 and older,East,Seldom,0.07520,71,879,0.05776,0.09264
2003,66 and older,East,Never,0.73883,664,879,0.70977,0.76788
2005,17-29 y.,West,At least once per week,0.44332,1314,2796,0.42490,0.46173
2005,17-29 y.,West,At least once per month,0.13610,358,2796,0.12339,0.14881
2005,17-29 y.,West,Seldom,0.22462,588,2796,0.20915,0.24009
2005,17-29 y.,West,Never,0.19597,536,2796,0.18125,0.21068
2005,17-29 y.,East,At least once per week,0.34621,366,1014,0.31691,0.37551
2005,17-29 y.,East,At least once per month,0.10039,109,1014,0.08189,0.11890
2005,17-29 y.,East,Seldom,0.30014,301,1014,0.27192,0.32837
2005,17-29 y.,East,Never,0.25325,238,1014,0.22647,0.28003
2005,30-45 y.,West,At least once per week,0.36072,1782,4765,0.34708,0.37436
2005,30-45 y.,West,At least once per month,0.09418,439,4765,0.08588,0.10247
2005,30-45 y.,West,Seldom,0.22840,1073,4765,0.21648,0.24033
2005,30-45 y.,West,Never,0.31670,1471,4765,0.30349,0.32991
2005,30-45 y.,East,At least once per week,0.24226,335,1284,0.21882,0.26570
2005,30-45 y.,East,At least once per month,0.09339,111,1284,0.07746,0.10931
2005,30-45 y.,East,Seldom,0.28070,362,1284,0.25612,0.30529
2005,30-45 y.,East,Never,0.38365,476,1284,0.35704,0.41026
2005,46-65 y.,West,At least once per week,0.30715,1817,5214,0.29463,0.31967
2005,46-65 y.,West,At least once per month,0.07138,351,5214,0.06439,0.07837
2005,46-65 y.,West,Seldom,0.17394,905,5214,0.16365,0.18423
2005,46-65 y.,West,Never,0.44753,2141,5214,0.43403,0.46103
2005,46-65 y.,East,At least once per week,0.19846,394,1758,0.17981,0.21711
2005,46-65 y.,East,At least once per month,0.05220,106,1758,0.04180,0.06260
2005,46-65 y.,East,Seldom,0.20737,370,1758,0.18841,0.22633
2005,46-65 y.,East,Never,0.54197,888,1758,0.51868,0.56527
2005,66 and older,West,At least once per week,0.19219,587,2776,0.17753,0.20685
2005,66 and older,West,At least once per month,0.03345,103,2776,0.02676,0.04013
2005,66 and older,West,Seldom,0.06786,201,2776,0.05850,0.07722
2005,66 and older,West,Never,0.70651,1885,2776,0.68956,0.72345
2005,66 and older,East,At least once per week,0.15795,156,952,0.13477,0.18113
2005,66 and older,East,At least once per month,0.04122,41,952,0.02859,0.05386
2005,66 and older,East,Seldom,0.07527,66,952,0.05850,0.09204
2005,66 and older,East,Never,0.72555,689,952,0.69719,0.75391
2007,17-29 y.,West,At least once per week,0.44503,1172,2487,0.42549,0.46456
2007,17-29 y.,West,At least once per month,0.12415,304,2487,0.11119,0.13712
2007,17-29 y.,West,Seldom,0.20741,490,2487,0.19147,0.22335
2007,17-29 y.,West,Never,0.22341,521,2487,0.20704,0.23979
2007,17-29 y.,East,At least once per week,0.32358,299,899,0.29298,0.35418
2007,17-29 y.,East,At least once per month,0.10904,106,899,0.08865,0.12942
2007,17-29 y.,East,Seldom,0.26730,239,899,0.23836,0.29625
2007,17-29 y.,East,Never,0.30008,255,899,0.27011,0.33006
2007,30-45 y.,West,At least once per week,0.39742,1781,4476,0.38308,0.41176
2007,30-45 y.,West,At least once per month,0.08619,391,4476,0.07797,0.09441
