,Unnamed: 0,year,migback,regtyp,pli0092_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
40,40,1988,No migration background,Rural regions,Seldom,0.15506,279,9801,0.148,0.16152
41,41,1988,No migration background,Rural regions,Never,0.55666,893,9801,0.54244,0.57071
42,42,1988,Direct migration background,Urban regions,At least once per week,0.1546,322,9801,0.13299,0.17332
43,43,1988,Direct migration background,Urban regions,At least once per month,0.02758,65,9801,0.02176,0.035
44,44,1988,Direct migration background,Urban regions,Seldom,0.11024,216,9801,0.09344,0.1286
45,45,1988,Direct migration background,Urban regions,Never,0.70758,1697,9801,0.67257,0.7529
46,46,1988,Direct migration background,Rural regions,At least once per week,0.27917,65,9801,0.22525,0.34489
47,47,1988,Direct migration background,Rural regions,Seldom,0.1147,37,9801,0.07424,0.15161
48,48,1988,Direct migration background,Rural regions,Never,0.60613,216,9801,0.51945,0.69969
49,49,1988,Indirect migration background,Urban regions,At least once per week,0.32307,75,9801,0.24597,0.41258
50,50,1988,Indirect migration background,Urban regions,Seldom,0.13917,32,9801,0.08777,0.20932
51,51,1988,Indirect migration background,Urban regions,Never,0.53776,66,9801,0.41504,0.67724
52,52,1990,No migration background,Urban regions,At least once per week,0.29292,1835,13533,0.28644,0.2996
53,53,1990,No migration background,Urban regions,At least once per month,0.08338,513,13533,0.07975,0.0865
54,54,1990,No migration background,Urban regions,Seldom,0.18877,1231,13533,0.18343,0.19389
55,55,1990,No migration background,Urban regions,Never,0.43494,2802,13533,0.42582,0.4431
56,56,1990,No migration background,Rural regions,At least once per week,0.20624,775,13533,0.19821,0.21504
57,57,1990,No migration background,Rural regions,At least once per month,0.06723,239,13533,0.06215,0.07238
58,58,1990,No migration background,Rural regions,Seldom,0.18758,762,13533,0.17791,0.19575
59,59,1990,No migration background,Rural regions,Never,0.53894,2516,13533,0.52565,0.5524
60,60,1990,Direct migration background,Urban regions,At least once per week,0.19735,358,13533,0.18011,0.21787
61,61,1990,Direct migration background,Urban regions,At least once per month,0.05755,124,13533,0.0477,0.06648
62,62,1990,Direct migration background,Urban regions,Seldom,0.15686,306,13533,0.13684,0.17491
63,63,1990,Direct migration background,Urban regions,Never,0.58825,1438,13533,0.55429,0.62107
64,64,1990,Direct migration background,Rural regions,At least once per week,0.21839,75,13533,0.1774,0.2641
65,65,1990,Direct migration background,Rural regions,Seldom,0.1549,48,13533,0.11541,0.18997
66,66,1990,Direct migration background,Rural regions,Never,0.62671,259,13533,0.55415,0.70188
67,67,1990,Indirect migration background,Urban regions,At least once per week,0.3458,101,13533,0.27573,0.44531
68,68,1990,Indirect migration background,Urban regions,At least once per month,0.14112,38,13533,0.10063,0.19178
69,69,1990,Indirect migration background,Urban regions,Seldom,0.20572,38,13533,0.1418,0.27055
70,70,1990,Indirect migration background,Urban regions,Never,0.30736,75,13533,0.23391,0.41161
71,71,1992,No migration background,Urban regions,At least once per week,0.25566,1550,12876,0.24902,0.26221
72,72,1992,No migration background,Urban regions,At least once per month,0.07014,415,12876,0.06682,0.07342
73,73,1992,No migration background,Urban regions,Seldom,0.16001,1048,12876,0.15493,0.16496
74,74,1992,No migration background,Urban regions,Never,0.51419,3056,12876,0.50535,0.52373
75,75,1992,No migration background,Rural regions,At least once per week,0.19275,692,12876,0.18577,0.20164
76,76,1992,No migration background,Rural regions,At least once per month,0.04994,195,12876,0.04595,0.05479
77,77,1992,No migration background,Rural regions,Seldom,0.16473,723,12876,0.15653,0.17305
78,78,1992,No migration background,Rural regions,Never,0.59259,2393,12876,0.57987,0.60625
79,79,1992,Direct migration background,Urban regions,At least once per week,0.1603,290,12876,0.14135,0.18065
80,80,1992,Direct migration background,Urban regions,At least once per month,0.0407,85,12876,0.03291,0.04855
81,81,1992,Direct migration background,Urban regions,Seldom,0.12536,246,12876,0.10619,0.14606
82,82,1992,Direct migration background,Urban regions,Never,0.67364,1461,12876,0.63953,0.70707
83,83,1992,Direct migration background,Rural regions,At least once per week,0.20446,68,12876,0.15738,0.25218
84,84,1992,Direct migration background,Rural regions,Seldom,0.17803,63,12876,0.1428,0.21868
85,85,1992,Direct migration background,Rural regions,Never,0.61751,255,12876,0.54681,0.69294
86,86,1992,Indirect migration background,Urban regions,At least once per week,0.41474,146,12876,0.35871,0.47714
87,87,1992,Indirect migration background,Urban regions,At least once per month,0.08081,39,12876,0.06646,0.10022
88,88,1992,Indirect migration background,Urban regions,Seldom,0.20183,65,12876,0.15952,0.23738
89,89,1992,Indirect migration background,Urban regions,Never,0.30262,86,12876,0.2319,0.38798
90,90,1994,No migration background,Urban regions,At least once per week,0.25324,1483,12570,0.24465,0.25967
91,91,1994,No migration background,Urban regions,At least once per month,0.06364,400,12570,0.06025,0.06679
92,92,1994,No migration background,Urban regions,Seldom,0.17595,1111,12570,0.16945,0.18319
93,93,1994,No migration background,Urban regions,Never,0.50716,2977,12570,0.49794,0.51865
94,94,1994,No migration background,Rural regions,At least once per week,0.19063,689,12570,0.18298,0.19989
95,95,1994,No migration background,Rural regions,At least once per month,0.05466,204,12570,0.04926,0.0584
96,96,1994,No migration background,Rural regions,Seldom,0.16944,695,12570,0.15926,0.18028
97,97,1994,No migration background,Rural regions,Never,0.58527,2294,12570,0.56891,0.60073
98,98,1994,Direct migration background,Urban regions,At least once per week,0.16421,248,12570,0.14217,0.18709
99,99,1994,Direct migration background,Urban regions,At least once per month,0.04334,86,12570,0.03562,0.05298
100,100,1994,Direct migration background,Urban regions,Seldom,0.1452,287,12570,0.13046,0.15928
101,101,1994,Direct migration background,Urban regions,Never,0.64724,1327,12570,0.61288,0.68058
102,102,1994,Direct migration background,Rural regions,At least once per week,0.19244,54,12570,0.15209,0.24613
103,103,1994,Direct migration background,Rural regions,Seldom,0.17128,64,12570,0.12452,0.21708
104,104,1994,Direct migration background,Rural regions,Never,0.63628,240,12570,0.55985,0.73232
105,105,1994,Indirect migration background,Urban regions,At least once per week,0.34831,153,12570,0.30399,0.3921
106,106,1994,Indirect migration background,Urban regions,At least once per month,0.09105,52,12570,0.07764,0.10924
107,107,1994,Indirect migration background,Urban regions,Seldom,0.29001,93,12570,0.23381,0.34446
108,108,1994,Indirect migration background,Urban regions,Never,0.27063,113,12570,0.21662,0.32098
109,109,1995,No migration background,Urban regions,At least once per week,0.30925,1865,13106,0.30071,0.3179
110,110,1995,No migration background,Urban regions,At least once per month,0.07955,479,13106,0.07472,0.08433
111,111,1995,No migration background,Urban regions,Seldom,0.20392,1313,13106,0.19685,0.21173
112,112,1995,No migration background,Urban regions,Never,0.40728,2290,13106,0.39436,0.41788
113,113,1995,No migration background,Rural regions,At least once per week,0.24512,942,13106,0.23367,0.25574
114,114,1995,No migration background,Rural regions,At least once per month,0.06713,280,13106,0.0612,0.07479
115,115,1995,No migration background,Rural regions,Seldom,0.24371,1064,13106,0.23152,0.25485
116,116,1995,No migration background,Rural regions,Never,0.44404,1693,13106,0.42992,0.45751
117,117,1995,Direct migration background,Urban regions,At least once per week,0.20294,363,13106,0.18485,0.22245
118,118,1995,Direct migration background,Urban regions,At least once per month,0.04727,105,13106,0.03859,0.05587
119,119,1995,Direct migration background,Urban regions,Seldom,0.17546,368,13106,0.16123,0.19455
120,120,1995,Direct migration background,Urban regions,Never,0.57433,1452,13106,0.54904,0.60341
121,121,1995,Direct migration background,Rural regions,At least once per week,0.277,86,13106,0.21847,0.34219
122,122,1995,Direct migration background,Rural regions,At least once per month,0.05869,31,13106,0.04607,0.07098
123,123,1995,Direct migration background,Rural regions,Seldom,0.15601,77,13106,0.12604,0.18671
124,124,1995,Direct migration background,Rural regions,Never,0.5083,275,13106,0.45626,0.56589
125,125,1995,Indirect migration background,Urban regions,At least once per week,0.412,185,13106,0.34668,0.47307
126,126,1995,Indirect migration background,Urban regions,At least once per month,0.10663,49,13106,0.08269,0.1405
127,127,1995,Indirect migration background,Urban regions,Seldom,0.22874,85,13106,0.17254,0.28725
128,128,1995,Indirect migration background,Urban regions,Never,0.25263,104,13106,0.20236,0.3083
129,129,1996,No migration background,Urban regions,At least once per week,0.27203,1588,12855,0.26409,0.28176
130,130,1996,No migration background,Urban regions,At least once per month,0.07277,458,12855,0.06747,0.07709
131,131,1996,No migration background,Urban regions,Seldom,0.19886,1241,12855,0.19154,0.20754
132,132,1996,No migration background,Urban regions,Never,0.45634,2598,12855,0.44642,0.46581
133,133,1996,No migration background,Rural regions,At least once per week,0.2169,794,12855,0.20695,0.22851
134,134,1996,No migration background,Rural regions,At least once per month,0.06145,243,12855,0.05566,0.06802
135,135,1996,No migration background,Rural regions,Seldom,0.20578,884,12855,0.19639,0.21662
136,136,1996,No migration background,Rural regions,Never,0.51588,2018,12855,0.49957,0.53155
137,137,1996,Direct migration background,Urban regions,At least once per week,0.16357,267,12855,0.14672,0.18149
138,138,1996,Direct migration background,Urban regions,At least once per month,0.05782,111,12855,0.04912,0.06937
139,139,1996,Direct migration background,Urban regions,Seldom,0.16594,342,12855,0.1504,0.18207
140,140,1996,Direct migration background,Urban regions,Never,0.61267,1408,12855,0.58326,0.64887
141,141,1996,Direct migration background,Rural regions,At least once per week,0.14848,54,12855,0.11928,0.17573
142,142,1996,Direct migration background,Rural regions,At least once per month,0.09389,33,12855,0.05545,0.13631
143,143,1996,Direct migration background,Rural regions,Seldom,0.18551,82,12855,0.14565,0.23823
144,144,1996,Direct migration background,Rural regions,Never,0.57212,285,12855,0.51042,0.6258
145,145,1996,Indirect migration background,Urban regions,At least once per week,0.33913,144,12855,0.28696,0.39083
146,146,1996,Indirect migration background,Urban regions,At least once per month,0.1341,59,12855,0.10471,0.17202
147,147,1996,Indirect migration background,Urban regions,Seldom,0.25404,117,12855,0.21663,0.29992
148,148,1996,Indirect migration background,Urban regions,Never,0.27274,129,12855,0.22183,0.3232
149,149,1997,No migration background,Urban regions,At least once per week,0.28079,1626,12582,0.27108,0.29038
150,150,1997,No migration background,Urban regions,At least once per month,0.05728,367,12582,0.05354,0.06074
151,151,1997,No migration background,Urban regions,Seldom,0.1857,1110,12582,0.17819,0.19315
152,152,1997,No migration background,Urban regions,Never,0.47623,2674,12582,0.46248,0.48701
153,153,1997,No migration background,Rural regions,At least once per week,0.22066,788,12582,0.21065,0.23313
154,154,1997,No migration background,Rural regions,At least once per month,0.05796,224,12582,0.05225,0.0628
155,155,1997,No migration background,Rural regions,Seldom,0.195,858,12582,0.18575,0.2058
156,156,1997,No migration background,Rural regions,Never,0.52639,2033,12582,0.51236,0.54217
157,157,1997,Direct migration background,Urban regions,At least once per week,0.16867,270,12582,0.14648,0.18736
158,158,1997,Direct migration background,Urban regions,At least once per month,0.05028,82,12582,0.03922,0.06137
159,159,1997,Direct migration background,Urban regions,Seldom,0.13875,283,12582,0.1208,0.15977
160,160,1997,Direct migration background,Urban regions,Never,0.6423,1385,12582,0.61194,0.67345
161,161,1997,Direct migration background,Rural regions,At least once per week,0.17242,50,12582,0.14169,0.20803
162,162,1997,Direct migration background,Rural regions,Seldom,0.18942,76,12582,0.15443,0.23399
163,163,1997,Direct migration background,Rural regions,Never,0.63817,282,12582,0.56981,0.71284
164,164,1997,Indirect migration background,Urban regions,At least once per week,0.43248,200,12582,0.37852,0.49895
165,165,1997,Indirect migration background,Urban regions,At least once per month,0.08169,47,12582,0.0622,0.11393
166,166,1997,Indirect migration background,Urban regions,Seldom,0.26416,117,12582,0.21458,0.32513
167,167,1997,Indirect migration background,Urban regions,Never,0.22166,110,12582,0.17867,0.27972
168,168,1998,No migration background,Urban regions,At least once per week,0.33185,2203,14031,0.32297,0.34036
169,169,1998,No migration background,Urban regions,At least once per month,0.08412,583,14031,0.07967,0.08906
170,170,1998,No migration background,Urban regions,Seldom,0.19814,1458,14031,0.1912,0.20479
171,171,1998,No migration background,Urban regions,Never,0.38589,2476,14031,0.37841,0.39523
172,172,1998,No migration background,Rural regions,At least once per week,0.26767,1160,14031,0.25675,0.28126
173,173,1998,No migration background,Rural regions,At least once per month,0.0683,320,14031,0.0637,0.07374
174,174,1998,No migration background,Rural regions,Seldom,0.24952,1175,14031,0.23954,0.26065
175,175,1998,No migration background,Rural regions,Never,0.41451,1766,14031,0.40363,0.42951
176,176,1998,Direct migration background,Urban regions,At least once per week,0.18206,285,14031,0.15981,0.20177
177,177,1998,Direct migration background,Urban regions,At least once per month,0.05683,104,14031,0.0489,0.06588
178,178,1998,Direct migration background,Urban regions,Seldom,0.18001,343,14031,0.16145,0.19831
179,179,1998,Direct migration background,Urban regions,Never,0.5811,1235,14031,0.55706,0.60711
180,180,1998,Direct migration background,Rural regions,At least once per week,0.22137,64,14031,0.18022,0.25891
181,181,1998,Direct migration background,Rural regions,Seldom,0.16821,65,14031,0.14289,0.20137
182,182,1998,Direct migration background,Rural regions,Never,0.61043,263,14031,0.54499,0.67436
183,183,1998,Indirect migration background,Urban regions,At least once per week,0.42446,198,14031,0.37359,0.48093
184,184,1998,Indirect migration background,Urban regions,At least once per month,0.14237,62,14031,0.10347,0.17852
185,185,1998,Indirect migration background,Urban regions,Seldom,0.21343,119,14031,0.18161,0.25082
186,186,1998,Indirect migration background,Urban regions,Never,0.21974,121,14031,0.18024,0.26049
187,187,1998,Indirect migration background,Rural regions,Seldom,1.0,31,14031,0.72903,1.30005
188,188,1999,No migration background,Urban regions,At least once per week,0.28348,1823,13431,0.27585,0.2928
189,189,1999,No migration background,Urban regions,At least once per month,0.06659,467,13431,0.06313,0.07114
190,190,1999,No migration background,Urban regions,Seldom,0.18866,1317,13431,0.18178,0.19614
191,191,1999,No migration background,Urban regions,Never,0.46127,2848,13431,0.45042,0.47234
192,192,1999,No migration background,Rural regions,At least once per week,0.22945,939,13431,0.21893,0.23865
193,193,1999,No migration background,Rural regions,At least once per month,0.05796,266,13431,0.05255,0.06325
194,194,1999,No migration background,Rural regions,Seldom,0.20851,966,13431,0.19942,0.21984
195,195,1999,No migration background,Rural regions,Never,0.50408,2130,13431,0.48676,0.51931
196,196,1999,Direct migration background,Urban regions,At least once per week,0.1751,249,13431,0.15249,0.19516
197,197,1999,Direct migration background,Urban regions,At least once per month,0.05604,92,13431,0.04492,0.06727
198,198,1999,Direct migration background,Urban regions,Seldom,0.1412,268,13431,0.12676,0.15991
199,199,1999,Direct migration background,Urban regions,Never,0.62766,1212,13431,0.59915,0.65778
200,200,1999,Direct migration background,Rural regions,At least once per week,0.20262,50,13431,0.16465,0.24593
201,201,1999,Direct migration background,Rural regions,Seldom,0.15958,54,13431,0.1123,0.21625
202,202,1999,Direct migration background,Rural regions,Never,0.63779,234,13431,0.57542,0.70235
203,203,1999,Indirect migration background,Urban regions,At least once per week,0.36913,179,13431,0.31486,0.41937
204,204,1999,Indirect migration background,Urban regions,At least once per month,0.12339,64,13431,0.09263,0.1627
205,205,1999,Indirect migration background,Urban regions,Seldom,0.27332,145,13431,0.24084,0.30872
206,206,1999,Indirect migration background,Urban regions,Never,0.23416,128,13431,0.191,0.27581
207,207,2001,No migration background,Urban regions,At least once per week,0.30346,3446,21666,0.29765,0.30849
208,208,2001,No migration background,Urban regions,At least once per month,0.06716,757,21666,0.06408,0.07087
209,209,2001,No migration background,Urban regions,Seldom,0.16318,1919,21666,0.15812,0.16759
210,210,2001,No migration background,Urban regions,Never,0.46621,5005,21666,0.45939,0.47332
211,211,2001,No migration background,Rural regions,At least once per week,0.24021,1659,21666,0.23307,0.24869
212,212,2001,No migration background,Rural regions,At least once per month,0.05185,399,21666,0.04849,0.05496
213,213,2001,No migration background,Rural regions,Seldom,0.1625,1222,21666,0.15628,0.16848
214,214,2001,No migration background,Rural regions,Never,0.54545,3663,21666,0.53679,0.55504
215,215,2001,Direct migration background,Urban regions,At least once per week,0.17118,381,21666,0.15971,0.18411
216,216,2001,Direct migration background,Urban regions,At least once per month,0.06204,122,21666,0.0543,0.07069
217,217,2001,Direct migration background,Urban regions,Seldom,0.13075,300,21666,0.12073,0.13993
218,218,2001,Direct migration background,Urban regions,Never,0.63603,1577,21666,0.61259,0.65809
219,219,2001,Direct migration background,Rural regions,At least once per week,0.22283,89,21666,0.19083,0.25697
220,220,2001,Direct migration background,Rural regions,Seldom,0.1165,69,21666,0.09396,0.13952
221,221,2001,Direct migration background,Rural regions,Never,0.66067,336,21666,0.61483,0.70583
222,222,2001,Indirect migration background,Urban regions,At least once per week,0.40352,247,21666,0.36727,0.44118
223,223,2001,Indirect migration background,Urban regions,At least once per month,0.07334,56,21666,0.0569,0.09537
224,224,2001,Indirect migration background,Urban regions,Seldom,0.21972,137,21666,0.19076,0.25402
225,225,2001,Indirect migration background,Urban regions,Never,0.30342,218,21666,0.26909,0.34045
226,226,2001,Indirect migration background,Rural regions,At least once per week,0.47057,31,21666,0.38472,0.5669
227,227,2001,Indirect migration background,Rural regions,Never,0.52943,33,21666,0.40732,0.65385
228,228,2003,No migration background,Urban regions,At least once per week,0.36817,4753,21975,0.36098,0.37594
229,229,2003,No migration background,Urban regions,At least once per month,0.08004,985,21975,0.0763,0.08405
230,230,2003,No migration background,Urban regions,Seldom,0.18541,2217,21975,0.17887,0.19266
231,231,2003,No migration background,Urban regions,Never,0.36638,3874,21975,0.35689,0.37459
232,232,2003,No migration background,Rural regions,At least once per week,0.31138,2238,21975,0.30123,0.32378
233,233,2003,No migration background,Rural regions,At least once per month,0.0719,520,21975,0.06664,0.07785
234,234,2003,No migration background,Rural regions,Seldom,0.20501,1495,21975,0.19565,0.21322
235,235,2003,No migration background,Rural regions,Never,0.4117,2580,21975,0.40261,0.42153
236,236,2003,Direct migration background,Urban regions,At least once per week,0.20534,432,21975,0.18795,0.22429
237,237,2003,Direct migration background,Urban regions,At least once per month,0.05834,121,21975,0.05081,0.06571
238,238,2003,Direct migration background,Urban regions,Seldom,0.16494,322,21975,0.15031,0.18019
239,239,2003,Direct migration background,Urban regions,Never,0.57138,1255,21975,0.54645,0.59464
240,240,2003,Direct migration background,Rural regions,At least once per week,0.23147,88,21975,0.19493,0.26727
241,241,2003,Direct migration background,Rural regions,Seldom,0.17202,82,21975,0.13893,0.20816
242,242,2003,Direct migration background,Rural regions,Never,0.59652,269,21975,0.55269,0.65242
243,243,2003,Indirect migration background,Urban regions,At least once per week,0.42556,280,21975,0.39017,0.46689
244,244,2003,Indirect migration background,Urban regions,At least once per month,0.09886,67,21975,0.07727,0.11546
245,245,2003,Indirect migration background,Urban regions,Seldom,0.20603,129,21975,0.17353,0.23581
246,246,2003,Indirect migration background,Urban regions,Never,0.26954,195,21975,0.23761,0.30845
247,247,2003,Indirect migration background,Rural regions,At least once per week,0.422,37,21975,0.33215,0.56433
248,248,2003,Indirect migration background,Rural regions,Never,0.578,36,21975,0.45504,0.72486
249,249,2005,No migration background,Urban regions,At least once per week,0.3387,4063,20499,0.32989,0.34731
250,250,2005,No migration background,Urban regions,At least once per month,0.08267,917,20499,0.07748,0.08719
251,251,2005,No migration background,Urban regions,Seldom,0.17343,1987,20499,0.16737,0.18156
252,252,2005,No migration background,Urban regions,Never,0.40521,4049,20499,0.39735,0.41454
253,253,2005,No migration background,Rural regions,At least once per week,0.28069,1920,20499,0.27106,0.29103
254,254,2005,No migration background,Rural regions,At least once per month,0.07397,471,20499,0.06788,0.08072
255,255,2005,No migration background,Rural regions,Seldom,0.20273,1318,20499,0.19236,0.21314
256,256,2005,No migration background,Rural regions,Never,0.44261,2670,20499,0.43039,0.45708
257,257,2005,Direct migration background,Urban regions,At least once per week,0.20842,381,20499,0.18922,0.22861
258,258,2005,Direct migration background,Urban regions,At least once per month,0.06662,119,20499,0.05823,0.07651
259,259,2005,Direct migration background,Urban regions,Seldom,0.17113,310,20499,0.15727,0.18642
260,260,2005,Direct migration background,Urban regions,Never,0.55384,1133,20499,0.52595,0.58078
261,261,2005,Direct migration background,Rural regions,At least once per week,0.22018,80,20499,0.18225,0.26711
262,262,2005,Direct migration background,Rural regions,Seldom,0.14302,61,20499,0.11518,0.17926
263,263,2005,Direct migration background,Rural regions,Never,0.63679,245,20499,0.57756,0.69627
264,264,2005,Indirect migration background,Urban regions,At least once per week,0.37815,276,20499,0.33834,0.42412
265,265,2005,Indirect migration background,Urban regions,At least once per month,0.12565,81,20499,0.10225,0.15472
266,266,2005,Indirect migration background,Urban regions,Seldom,0.24261,152,20499,0.20954,0.28233
267,267,2005,Indirect migration background,Urban regions,Never,0.25359,197,20499,0.22069,0.28809
268,268,2005,Indirect migration background,Rural regions,At least once per week,0.4122,31,20499,0.31189,0.51541
269,269,2005,Indirect migration background,Rural regions,Seldom,0.5878,38,20499,0.43079,0.79869
270,270,2007,No migration background,Urban regions,At least once per week,0.36934,4342,20329,0.3603,0.37833
271,271,2007,No migration background,Urban regions,At least once per month,0.07216,841,20329,0.06828,0.07628
272,272,2007,No migration background,Urban regions,Seldom,0.1718,1861,20329,0.16491,0.17872
273,273,2007,No migration background,Urban regions,Never,0.38671,3952,20329,0.37792,0.39579
274,274,2007,No migration background,Rural regions,At least once per week,0.30936,2023,20329,0.29733,0.31952
275,275,2007,No migration background,Rural regions,At least once per month,0.06741,453,20329,0.06227,0.0731
276,276,2007,No migration background,Rural regions,Seldom,0.18968,1280,20329,0.18028,0.19933
277,277,2007,No migration background,Rural regions,Never,0.43354,2759,20329,0.42073,0.44619
278,278,2007,Direct migration background,Urban regions,At least once per week,0.21751,368,20329,0.20272,0.23657
279,279,2007,Direct migration background,Urban regions,At least once per month,0.05854,89,20329,0.05008,0.06629
280,280,2007,Direct migration background,Urban regions,Seldom,0.17029,274,20329,0.15158,0.18783
281,281,2007,Direct migration background,Urban regions,Never,0.55365,977,20329,0.52386,0.58049
282,282,2007,Direct migration background,Rural regions,At least once per week,0.23993,86,20329,0.20163,0.27772
283,283,2007,Direct migration background,Rural regions,Seldom,0.16133,60,20329,0.12966,0.1983
284,284,2007,Direct migration background,Rural regions,Never,0.59874,232,20329,0.54506,0.66462
285,285,2007,Indirect migration background,Urban regions,At least once per week,0.39008,262,20329,0.34992,0.43318
286,286,2007,Indirect migration background,Urban regions,At least once per month,0.12099,80,20329,0.09516,0.15005
287,287,2007,Indirect migration background,Urban regions,Seldom,0.21707,128,20329,0.18574,0.24935
288,288,2007,Indirect migration background,Urban regions,Never,0.27186,190,20329,0.23322,0.31299
289,289,2007,Indirect migration background,Rural regions,At least once per week,0.50858,35,20329,0.36657,0.65992
290,290,2007,Indirect migration background,Rural regions,Never,0.49142,37,20329,0.37042,0.59581
291,291,2008,No migration background,Urban regions,At least once per week,0.42913,4651,19111,0.41849,0.44027
292,292,2008,No migration background,Urban regions,At least once per month,0.07692,830,19111,0.07265,0.08129
293,293,2008,No migration background,Urban regions,Seldom,0.18325,1887,19111,0.17521,0.19031
294,294,2008,No migration background,Urban regions,Never,0.31069,3036,19111,0.30332,0.31968
295,295,2008,No migration background,Rural regions,At least once per week,0.3608,2303,19111,0.34647,0.37507
296,296,2008,No migration background,Rural regions,At least once per month,0.07353,436,19111,0.06684,0.08077
297,297,2008,No migration background,Rural regions,Seldom,0.2137,1311,19111,0.20428,0.22321
298,298,2008,No migration background,Rural regions,Never,0.35197,2107,19111,0.34107,0.36236
299,299,2008,Direct migration background,Urban regions,At least once per week,0.26078,405,19111,0.23899,0.28152
300,300,2008,Direct migration background,Urban regions,At least once per month,0.05599,91,19111,0.04704,0.06455
301,301,2008,Direct migration background,Urban regions,Seldom,0.17285,254,19111,0.15685,0.19138
302,302,2008,Direct migration background,Urban regions,Never,0.51038,794,19111,0.47925,0.53752
303,303,2008,Direct migration background,Rural regions,At least once per week,0.30501,92,19111,0.25479,0.36228
304,304,2008,Direct migration background,Rural regions,Seldom,0.12544,42,19111,0.0956,0.15519
305,305,2008,Direct migration background,Rural regions,Never,0.56956,187,19111,0.50275,0.62908
306,306,2008,Indirect migration background,Urban regions,At least once per week,0.44421,276,19111,0.39509,0.4924
307,307,2008,Indirect migration background,Urban regions,At least once per month,0.14289,79,19111,0.11205,0.16857
308,308,2008,Indirect migration background,Urban regions,Seldom,0.19053,121,19111,0.15853,0.22642
309,309,2008,Indirect migration background,Urban regions,Never,0.22237,169,19111,0.18973,0.25873
310,310,2008,Indirect migration background,Rural regions,At least once per week,1.0,40,19111,0.71796,1.28985
