year,regtyp,sampreg,ple0005,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2006,Rural regions,East,Strong,0.14869466515323496,27321,0.14447577569003425,0.15291355461643566
2008,Urban regions,West,Not at all,0.5357305003178062,23673,0.5293773711494092,0.5420836294862033
2008,Urban regions,West,A Little,0.327431217651866,23673,0.3214531914174058,0.3334092438863262
2008,Urban regions,West,Strong,0.1368382820303278,23673,0.13246024617320254,0.14121631788745306
2008,Urban regions,East,Not at all,0.4618249534450652,23673,0.45547413206164034,0.46817577482849004
2008,Urban regions,East,A Little,0.39416511483550587,23673,0.38794002456765064,0.4003902051033611
2008,Urban regions,East,Strong,0.1440099317194289,23673,0.13953733225537007,0.14848253118348775
2008,Rural regions,West,Not at all,0.4945496270797476,23673,0.4881805922729358,0.5009186618865594
2008,Rural regions,West,A Little,0.3582903040734366,23673,0.3521820618497767,0.3643985462970965
2008,Rural regions,West,Strong,0.14716006884681584,23673,0.14264714321687963,0.15167299447675206
2008,Rural regions,East,Not at all,0.44317460317460317,23673,0.43684645889789847,0.44950274745130786
2008,Rural regions,East,A Little,0.4095238095238095,23673,0.40325954345379866,0.41578807559382036
2008,Rural regions,East,Strong,0.1473015873015873,23673,0.1427868668635556,0.151816307739619
2014,Urban regions,West,Not at all,0.5588986840424173,38694,0.5539513643175191,0.5638460037673154
2014,Urban regions,West,A Little,0.31308291810399896,38694,0.30846212947986645,0.3177037067281315
2014,Urban regions,West,Strong,0.12801839785358374,38694,0.12468931876706739,0.1313474769401001
2014,Urban regions,East,Not at all,0.4937823834196891,38694,0.4888007624497054,0.49876400438967283
2014,Urban regions,East,A Little,0.3673575129533679,38694,0.3625540118117671,0.37216101409496866
2014,Urban regions,East,Strong,0.138860103626943,38694,0.13541454332205313,0.1423056639318329
2014,Rural regions,West,Not at all,0.541422160856058,38694,0.536457280316224,0.546387041395892
2014,Rural regions,West,A Little,0.3317224715222644,38694,0.3270310966992376,0.33641384634529126
2014,Rural regions,West,Strong,0.1268553676216776,38694,0.12353923587684969,0.13017149936650552
2014,Rural regions,East,Not at all,0.42845372150508104,38694,0.42352298360045704,0.43338445940970505
2014,Rural regions,East,A Little,0.4111507827519912,38694,0.40624806525193735,0.416053500252045
2014,Rural regions,East,Strong,0.16039549574292777,38694,0.15673897769234948,0.16405201379350606
2016,Urban regions,West,Not at all,0.5683823062765755,41132,0.5635956080054398,0.5731690045477111
2016,Urban regions,West,A Little,0.3135114552262486,41132,0.3090280343253224,0.31799487612717486
2016,Urban regions,West,Strong,0.11810623849717586,41132,0.11498727198337885,0.12122520501097286
2016,Urban regions,East,Not at all,0.5056294779938587,41132,0.5007976815047396,0.5104612744829778
2016,Urban regions,East,A Little,0.3490276356192426,41132,0.3444210691573226,0.3536342020811626
2016,Urban regions,East,Strong,0.14534288638689866,41132,0.14193677376226516,0.14874899901153216
2016,Rural regions,West,Not at all,0.5393394431955733,41132,0.5345223198914264,0.5441565664997201
2016,Rural regions,West,A Little,0.3346014179491613,41132,0.33004135348859015,0.3391614824097325
2016,Rural regions,West,Strong,0.12605913885526543,41132,0.12285143439191354,0.12926684331861732
2016,Rural regions,East,Not at all,0.44388327721661053,41132,0.4390817043150161,0.44868485011820497
2016,Rural regions,East,A Little,0.3930976430976431,41132,0.38837727583428294,0.3978180103610033
2016,Rural regions,East,Strong,0.16301907968574636,41132,0.1594492856853993,0.16658887368609343
2018,Urban regions,West,Not at all,0.5618110004126629,43121,0.5571278563894198,0.566494144435906
2018,Urban regions,West,A Little,0.31244473265342215,43121,0.3080699944375809,0.31681947086926343
2018,Urban regions,West,Strong,0.125744266933915,43121,0.12261476661175301,0.12887376725607697
2018,Urban regions,East,Not at all,0.5117457392906495,43121,0.5070276973402275,0.5164637812410715
2018,Urban regions,East,A Little,0.36296637494242284,43121,0.35842773182347604,0.36750501806136965
2018,Urban regions,East,Strong,0.12528788576692768,43121,0.12216325452795668,0.12841251700589867
2018,Rural regions,West,Not at all,0.5403291510510021,43121,0.5356251832513551,0.5450331188506491
2018,Rural regions,West,A Little,0.3319211341046114,43121,0.32747642872222704,0.3363658394869957
2018,Rural regions,West,Strong,0.12774971484438652,43121,0.12459897758199988,0.13090045210677317
2018,Rural regions,East,Not at all,0.43795811518324607,43121,0.43327524316015553,0.4426409872063366
2018,Rural regions,East,A Little,0.40654450261780106,43121,0.40190832800527393,0.4111806772303282
2018,Rural regions,East,Strong,0.15549738219895287,43121,0.15207700737935284,0.1589177570185529
2020,Urban regions,West,Not at all,0.546771546601777,42741,0.542052054448364,0.5514910387551899
2020,Urban regions,West,A Little,0.3376718918001245,42741,0.33318838554037,0.34215539805987905
2020,Urban regions,West,Strong,0.11555656159809857,42741,0.11252570024898739,0.11858742294720975
2020,Urban regions,East,Not at all,0.5297862664847658,42741,0.5250544081438429,0.5345181248256887
2020,Urban regions,East,A Little,0.3387903592542065,42741,0.3343032272897315,0.34327749121868145
2020,Urban regions,East,Strong,0.13142337426102774,42741,0.12822024763536147,0.134626500886694
2020,Rural regions,West,Not at all,0.5204588255435713,42741,0.5157225182501294,0.5251951328370131
2020,Rural regions,West,A Little,0.3610683102208526,42741,0.3565147023087326,0.3656219181329726
2020,Rural regions,West,Strong,0.1184728642355761,42741,0.11540905995398298,0.12153666851716921
2020,Rural regions,East,Not at all,0.43817427385892116,42741,0.43347037494176144,0.4428781727760809
2020,Rural regions,East,A Little,0.4138312586445366,42741,0.4091619056683275,0.41850061162074575
2020,Rural regions,East,Strong,0.1479944674965422,42741,0.14462797477787778,0.1513609602152066
