,Unnamed: 0,year,pgisced97,sex,ple0005,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
33,33,2002,Second Stage of Tertiary Education,male,A Little,0.33828,848,22681,0.31992,0.35825
34,34,2002,Second Stage of Tertiary Education,male,Not at all,0.5837,1566,22681,0.56018,0.61474
35,35,2002,Second Stage of Tertiary Education,female,Strong,0.12722,184,22681,0.11219,0.14328
36,36,2002,Second Stage of Tertiary Education,female,A Little,0.37227,693,22681,0.3483,0.40005
37,37,2002,Second Stage of Tertiary Education,female,Not at all,0.50051,1073,22681,0.47754,0.52862
38,38,2004,Pre-primary Level,male,Not at all,1.0,279,21213,0.8902,1.09168
39,39,2004,Pre-primary Level,female,A Little,0.17974,51,21213,0.13889,0.23372
40,40,2004,Pre-primary Level,female,Not at all,0.82026,276,21213,0.73279,0.90823
41,41,2004,Primary Level,male,A Little,0.47187,38,21213,0.36758,0.59048
42,42,2004,Primary Level,male,Not at all,0.52813,47,21213,0.42749,0.65794
43,43,2004,Primary Level,female,Strong,0.329,40,21213,0.25375,0.40032
44,44,2004,Primary Level,female,A Little,0.42492,64,21213,0.34468,0.51064
45,45,2004,Primary Level,female,Not at all,0.24607,47,21213,0.19871,0.29694
46,46,2004,Lower Secondary Level,male,Strong,0.1326,93,21213,0.11408,0.15326
47,47,2004,Lower Secondary Level,male,A Little,0.24107,206,21213,0.21553,0.26958
48,48,2004,Lower Secondary Level,male,Not at all,0.62633,533,21213,0.57723,0.66695
49,49,2004,Lower Secondary Level,female,Strong,0.29756,436,21213,0.28076,0.31203
50,50,2004,Lower Secondary Level,female,A Little,0.38264,663,21213,0.36185,0.40055
51,51,2004,Lower Secondary Level,female,Not at all,0.3198,627,21213,0.30091,0.3393
52,52,2004,Upper Secondary Level,male,Strong,0.15754,743,21213,0.15034,0.1649
53,53,2004,Upper Secondary Level,male,A Little,0.34658,1740,21213,0.33408,0.35897
54,54,2004,Upper Secondary Level,male,Not at all,0.49588,2658,21213,0.48561,0.51209
55,55,2004,Upper Secondary Level,female,Strong,0.17375,797,21213,0.16671,0.18263
56,56,2004,Upper Secondary Level,female,A Little,0.39705,2151,21213,0.38637,0.41202
57,57,2004,Upper Secondary Level,female,Not at all,0.4292,2651,21213,0.41733,0.44431
58,58,2004,Post-secondary Non-tertiary Level,male,Strong,0.09131,36,21213,0.07495,0.11098
59,59,2004,Post-secondary Non-tertiary Level,male,A Little,0.30392,135,21213,0.2657,0.34677
60,60,2004,Post-secondary Non-tertiary Level,male,Not at all,0.60477,311,21213,0.54533,0.66093
61,61,2004,Post-secondary Non-tertiary Level,female,Strong,0.11506,58,21213,0.09694,0.13795
62,62,2004,Post-secondary Non-tertiary Level,female,A Little,0.31585,206,21213,0.27999,0.3573
63,63,2004,Post-secondary Non-tertiary Level,female,Not at all,0.56909,412,21213,0.52043,0.62536
64,64,2004,First Stage of Tertiary Education,male,Strong,0.16617,127,21213,0.14993,0.18861
65,65,2004,First Stage of Tertiary Education,male,A Little,0.36169,335,21213,0.33407,0.39425
66,66,2004,First Stage of Tertiary Education,male,Not at all,0.47214,470,21213,0.4303,0.5063
67,67,2004,First Stage of Tertiary Education,female,Strong,0.17324,87,21213,0.15223,0.19812
68,68,2004,First Stage of Tertiary Education,female,A Little,0.39348,281,21213,0.35266,0.43131
69,69,2004,First Stage of Tertiary Education,female,Not at all,0.43328,337,21213,0.39018,0.47157
70,70,2004,Second Stage of Tertiary Education,male,Strong,0.09595,194,21213,0.08297,0.10863
71,71,2004,Second Stage of Tertiary Education,male,A Little,0.32706,786,21213,0.30887,0.34867
72,72,2004,Second Stage of Tertiary Education,male,Not at all,0.57699,1429,21213,0.54629,0.60442
73,73,2004,Second Stage of Tertiary Education,female,Strong,0.12124,176,21213,0.10885,0.13807
74,74,2004,Second Stage of Tertiary Education,female,A Little,0.35581,651,21213,0.33399,0.37894
75,75,2004,Second Stage of Tertiary Education,female,Not at all,0.52294,1042,21213,0.48817,0.55427
76,76,2006,Pre-primary Level,male,Not at all,1.0,180,21460,0.87959,1.12068
77,77,2006,Pre-primary Level,female,Not at all,1.0,170,21460,0.85987,1.12803
78,78,2006,Primary Level,male,Not at all,1.0,48,21460,0.78707,1.21858
79,79,2006,Primary Level,female,Strong,0.31738,48,21460,0.24689,0.3889
80,80,2006,Primary Level,female,A Little,0.47297,59,21460,0.39093,0.57335
81,81,2006,Primary Level,female,Not at all,0.20965,35,21460,0.16323,0.25544
82,82,2006,Lower Secondary Level,male,Strong,0.16464,102,21460,0.14777,0.18194
83,83,2006,Lower Secondary Level,male,A Little,0.22964,192,21460,0.2065,0.2551
84,84,2006,Lower Secondary Level,male,Not at all,0.60572,471,21460,0.56077,0.64727
85,85,2006,Lower Secondary Level,female,Strong,0.29422,464,21460,0.2749,0.30827
86,86,2006,Lower Secondary Level,female,A Little,0.3845,647,21460,0.36603,0.40414
87,87,2006,Lower Secondary Level,female,Not at all,0.32128,593,21460,0.30429,0.34361
88,88,2006,Upper Secondary Level,male,Strong,0.1504,776,21460,0.14293,0.15855
89,89,2006,Upper Secondary Level,male,A Little,0.35393,1833,21460,0.3423,0.36869
90,90,2006,Upper Secondary Level,male,Not at all,0.49567,2642,21460,0.48022,0.50849
91,91,2006,Upper Secondary Level,female,Strong,0.1814,924,21460,0.17372,0.18885
92,92,2006,Upper Secondary Level,female,A Little,0.38463,2207,21460,0.3725,0.39767
93,93,2006,Upper Secondary Level,female,Not at all,0.43397,2667,21460,0.42169,0.44539
94,94,2006,Post-secondary Non-tertiary Level,male,A Little,0.35258,153,21460,0.31046,0.40726
95,95,2006,Post-secondary Non-tertiary Level,male,Not at all,0.64742,299,21460,0.5776,0.71289
96,96,2006,Post-secondary Non-tertiary Level,female,Strong,0.104,64,21460,0.08601,0.12634
97,97,2006,Post-secondary Non-tertiary Level,female,A Little,0.31795,227,21460,0.2874,0.35352
98,98,2006,Post-secondary Non-tertiary Level,female,Not at all,0.57805,443,21460,0.54173,0.62969
99,99,2006,First Stage of Tertiary Education,male,Strong,0.14195,130,21460,0.12694,0.16022
100,100,2006,First Stage of Tertiary Education,male,A Little,0.39555,367,21460,0.3657,0.42568
101,101,2006,First Stage of Tertiary Education,male,Not at all,0.46251,442,21460,0.43072,0.49674
102,102,2006,First Stage of Tertiary Education,female,Strong,0.15672,95,21460,0.13182,0.17639
103,103,2006,First Stage of Tertiary Education,female,A Little,0.37988,273,21460,0.34639,0.41692
104,104,2006,First Stage of Tertiary Education,female,Not at all,0.4634,338,21460,0.41966,0.51499
105,105,2006,Second Stage of Tertiary Education,male,Strong,0.09609,217,21460,0.08651,0.10565
106,106,2006,Second Stage of Tertiary Education,male,A Little,0.31987,852,21460,0.30089,0.33999
107,107,2006,Second Stage of Tertiary Education,male,Not at all,0.58404,1480,21460,0.55771,0.6115
108,108,2006,Second Stage of Tertiary Education,female,Strong,0.12524,216,21460,0.11146,0.13898
109,109,2006,Second Stage of Tertiary Education,female,A Little,0.37352,717,21460,0.35066,0.3962
110,110,2006,Second Stage of Tertiary Education,female,Not at all,0.50124,1089,21460,0.47605,0.52548
111,111,2008,Pre-primary Level,male,Not at all,1.0,158,18826,0.8672,1.13572
112,112,2008,Pre-primary Level,female,Not at all,1.0,157,18826,0.86033,1.16206
113,113,2008,Primary Level,male,Not at all,1.0,40,18826,0.80652,1.27427
114,114,2008,Primary Level,female,Strong,0.33003,31,18826,0.25089,0.41221
115,115,2008,Primary Level,female,A Little,0.66997,52,18826,0.48586,0.82085
116,116,2008,Lower Secondary Level,male,Strong,0.14496,82,18826,0.12319,0.17247
117,117,2008,Lower Secondary Level,male,A Little,0.30797,180,18826,0.26951,0.34123
118,118,2008,Lower Secondary Level,male,Not at all,0.54707,368,18826,0.50477,0.59092
119,119,2008,Lower Secondary Level,female,Strong,0.31635,405,18826,0.29586,0.33901
120,120,2008,Lower Secondary Level,female,A Little,0.37319,500,18826,0.34351,0.39499
121,121,2008,Lower Secondary Level,female,Not at all,0.31045,467,18826,0.2873,0.33285
122,122,2008,Upper Secondary Level,male,Strong,0.14564,668,18826,0.13687,0.15351
123,123,2008,Upper Secondary Level,male,A Little,0.34977,1596,18826,0.33372,0.3649
124,124,2008,Upper Secondary Level,male,Not at all,0.50459,2327,18826,0.4893,0.52319
125,125,2008,Upper Secondary Level,female,Strong,0.18404,823,18826,0.17626,0.19441
126,126,2008,Upper Secondary Level,female,A Little,0.39585,1957,18826,0.38187,0.41117
127,127,2008,Upper Secondary Level,female,Not at all,0.42011,2322,18826,0.40612,0.43609
128,128,2008,Post-secondary Non-tertiary Level,male,Strong,0.10978,36,18826,0.0841,0.14072
129,129,2008,Post-secondary Non-tertiary Level,male,A Little,0.27957,117,18826,0.23653,0.33018
130,130,2008,Post-secondary Non-tertiary Level,male,Not at all,0.61066,282,18826,0.52629,0.68002
131,131,2008,Post-secondary Non-tertiary Level,female,Strong,0.07699,52,18826,0.06327,0.09112
132,132,2008,Post-secondary Non-tertiary Level,female,A Little,0.34007,218,18826,0.30592,0.37647
133,133,2008,Post-secondary Non-tertiary Level,female,Not at all,0.58294,387,18826,0.52969,0.63488
134,134,2008,First Stage of Tertiary Education,male,Strong,0.15198,124,18826,0.13204,0.17659
135,135,2008,First Stage of Tertiary Education,male,A Little,0.42291,333,18826,0.38644,0.45786
136,136,2008,First Stage of Tertiary Education,male,Not at all,0.42511,374,18826,0.38863,0.4624
137,137,2008,First Stage of Tertiary Education,female,Strong,0.1264,74,18826,0.10347,0.15475
138,138,2008,First Stage of Tertiary Education,female,A Little,0.42882,232,18826,0.37149,0.48223
139,139,2008,First Stage of Tertiary Education,female,Not at all,0.44478,278,18826,0.38957,0.50183
140,140,2008,Second Stage of Tertiary Education,male,Strong,0.10145,211,18826,0.09109,0.11392
141,141,2008,Second Stage of Tertiary Education,male,A Little,0.3307,791,18826,0.30496,0.35756
142,142,2008,Second Stage of Tertiary Education,male,Not at all,0.56784,1289,18826,0.53667,0.59942
143,143,2008,Second Stage of Tertiary Education,female,Strong,0.09373,173,18826,0.08156,0.10838
144,144,2008,Second Stage of Tertiary Education,female,A Little,0.37677,691,18826,0.35161,0.40153
145,145,2008,Second Stage of Tertiary Education,female,Not at all,0.52951,1031,18826,0.50047,0.56125
146,146,2014,Pre-primary Level,male,Not at all,1.0,193,26383,0.8361,1.16756
147,147,2014,Pre-primary Level,female,A Little,0.17265,36,26383,0.10867,0.24889
148,148,2014,Pre-primary Level,female,Not at all,0.82735,192,26383,0.69503,0.95336
149,149,2014,Primary Level,male,Strong,0.18149,39,26383,0.12763,0.24599
150,150,2014,Primary Level,male,A Little,0.31756,61,26383,0.22503,0.43204
151,151,2014,Primary Level,male,Not at all,0.50095,109,26383,0.39668,0.63593
152,152,2014,Primary Level,female,Strong,0.32139,76,26383,0.23324,0.40494
153,153,2014,Primary Level,female,A Little,0.36259,103,26383,0.29915,0.4342
154,154,2014,Primary Level,female,Not at all,0.31602,113,26383,0.25684,0.38957
155,155,2014,Lower Secondary Level,male,Strong,0.14775,150,26383,0.12583,0.17112
156,156,2014,Lower Secondary Level,male,A Little,0.27956,308,26383,0.24386,0.31413
157,157,2014,Lower Secondary Level,male,Not at all,0.5727,730,26383,0.53384,0.61708
158,158,2014,Lower Secondary Level,female,Strong,0.29796,446,26383,0.27667,0.32206
159,159,2014,Lower Secondary Level,female,A Little,0.39865,690,26383,0.36565,0.42709
160,160,2014,Lower Secondary Level,female,Not at all,0.30339,780,26383,0.27577,0.33056
161,161,2014,Upper Secondary Level,male,Strong,0.16213,814,26383,0.15278,0.17242
162,162,2014,Upper Secondary Level,male,A Little,0.34495,1860,26383,0.33156,0.3618
163,163,2014,Upper Secondary Level,male,Not at all,0.49292,2969,26383,0.4685,0.51564
164,164,2014,Upper Secondary Level,female,Strong,0.18849,1084,26383,0.17905,0.19958
165,165,2014,Upper Secondary Level,female,A Little,0.41168,2645,26383,0.39431,0.42902
166,166,2014,Upper Secondary Level,female,Not at all,0.39983,3136,26383,0.38196,0.41853
167,167,2014,Post-secondary Non-tertiary Level,male,Strong,0.09469,59,26383,0.07143,0.11873
168,168,2014,Post-secondary Non-tertiary Level,male,A Little,0.25491,177,26383,0.21439,0.30297
169,169,2014,Post-secondary Non-tertiary Level,male,Not at all,0.6504,509,26383,0.58028,0.72022
170,170,2014,Post-secondary Non-tertiary Level,female,Strong,0.101,121,26383,0.08046,0.11993
171,171,2014,Post-secondary Non-tertiary Level,female,A Little,0.33196,415,26383,0.29349,0.37523
172,172,2014,Post-secondary Non-tertiary Level,female,Not at all,0.56704,762,26383,0.52122,0.6156
173,173,2014,First Stage of Tertiary Education,male,Strong,0.14447,129,26383,0.12139,0.16843
174,174,2014,First Stage of Tertiary Education,male,A Little,0.41031,380,26383,0.37377,0.4619
175,175,2014,First Stage of Tertiary Education,male,Not at all,0.44522,473,26383,0.3974,0.49305
176,176,2014,First Stage of Tertiary Education,female,Strong,0.13146,70,26383,0.10241,0.16193
177,177,2014,First Stage of Tertiary Education,female,A Little,0.40922,253,26383,0.34402,0.48516
178,178,2014,First Stage of Tertiary Education,female,Not at all,0.45931,287,26383,0.39946,0.52616
179,179,2014,Second Stage of Tertiary Education,male,Strong,0.09662,259,26383,0.0866,0.10927
180,180,2014,Second Stage of Tertiary Education,male,A Little,0.30911,993,26383,0.28592,0.32702
181,181,2014,Second Stage of Tertiary Education,male,Not at all,0.59427,1843,26383,0.5626,0.62385
182,182,2014,Second Stage of Tertiary Education,female,Strong,0.10263,289,26383,0.0911,0.11228
183,183,2014,Second Stage of Tertiary Education,female,A Little,0.32313,944,26383,0.3042,0.35128
184,184,2014,Second Stage of Tertiary Education,female,Not at all,0.57424,1886,26383,0.54532,0.60833
185,185,2016,Pre-primary Level,male,Not at all,1.0,142,26262,0.81473,1.218
186,186,2016,Pre-primary Level,female,A Little,0.11382,34,26262,0.07567,0.15985
187,187,2016,Pre-primary Level,female,Not at all,0.88618,160,26262,0.70497,1.10069
188,188,2016,Primary Level,male,Strong,0.16461,67,26262,0.09543,0.25655
189,189,2016,Primary Level,male,A Little,0.31033,178,26262,0.2069,0.4565
190,190,2016,Primary Level,male,Not at all,0.52505,468,26262,0.38682,0.64433
191,191,2016,Primary Level,female,Strong,0.24242,130,26262,0.15584,0.36231
192,192,2016,Primary Level,female,A Little,0.40329,249,26262,0.28431,0.52003
193,193,2016,Primary Level,female,Not at all,0.35429,320,26262,0.27939,0.43995
194,194,2016,Lower Secondary Level,male,Strong,0.14112,141,26262,0.11639,0.16717
195,195,2016,Lower Secondary Level,male,A Little,0.29763,329,26262,0.25494,0.34073
196,196,2016,Lower Secondary Level,male,Not at all,0.56124,858,26262,0.48942,0.61231
197,197,2016,Lower Secondary Level,female,Strong,0.29382,390,26262,0.26795,0.31328
198,198,2016,Lower Secondary Level,female,A Little,0.39864,651,26262,0.35749,0.43494
199,199,2016,Lower Secondary Level,female,Not at all,0.30754,739,26262,0.27504,0.33733
200,200,2016,Upper Secondary Level,male,Strong,0.15777,725,26262,0.14676,0.17029
201,201,2016,Upper Secondary Level,male,A Little,0.36814,1755,26262,0.34872,0.38774
202,202,2016,Upper Secondary Level,male,Not at all,0.47409,2758,26262,0.45045,0.49545
203,203,2016,Upper Secondary Level,female,Strong,0.18806,994,26262,0.17635,0.20147
204,204,2016,Upper Secondary Level,female,A Little,0.39827,2382,26262,0.38219,0.41577
205,205,2016,Upper Secondary Level,female,Not at all,0.41366,2857,26262,0.39574,0.43377
206,206,2016,Post-secondary Non-tertiary Level,male,Strong,0.07827,52,26262,0.05637,0.10333
207,207,2016,Post-secondary Non-tertiary Level,male,A Little,0.26064,220,26262,0.21631,0.30694
208,208,2016,Post-secondary Non-tertiary Level,male,Not at all,0.66109,520,26262,0.57023,0.73752
209,209,2016,Post-secondary Non-tertiary Level,female,Strong,0.13157,138,26262,0.11209,0.15332
210,210,2016,Post-secondary Non-tertiary Level,female,A Little,0.33347,394,26262,0.29866,0.37061
211,211,2016,Post-secondary Non-tertiary Level,female,Not at all,0.53496,758,26262,0.48122,0.57897
212,212,2016,First Stage of Tertiary Education,male,Strong,0.13728,112,26262,0.11123,0.1613
213,213,2016,First Stage of Tertiary Education,male,A Little,0.38342,338,26262,0.34115,0.42266
214,214,2016,First Stage of Tertiary Education,male,Not at all,0.4793,408,26262,0.43204,0.53861
215,215,2016,First Stage of Tertiary Education,female,Strong,0.13043,61,26262,0.09727,0.164
216,216,2016,First Stage of Tertiary Education,female,A Little,0.4703,257,26262,0.40888,0.53901
217,217,2016,First Stage of Tertiary Education,female,Not at all,0.39927,224,26262,0.3319,0.45541
218,218,2016,Second Stage of Tertiary Education,male,Strong,0.09322,283,26262,0.08023,0.10437
219,219,2016,Second Stage of Tertiary Education,male,A Little,0.30282,983,26262,0.27783,0.32177
220,220,2016,Second Stage of Tertiary Education,male,Not at all,0.60396,2011,26262,0.56086,0.63935
221,221,2016,Second Stage of Tertiary Education,female,Strong,0.10715,286,26262,0.09439,0.12014
222,222,2016,Second Stage of Tertiary Education,female,A Little,0.32912,998,26262,0.29987,0.35515
223,223,2016,Second Stage of Tertiary Education,female,Not at all,0.56373,1892,26262,0.53048,0.59851
224,224,2018,Pre-primary Level,male,Not at all,1.0,149,28200,0.82259,1.18823
225,225,2018,Pre-primary Level,female,A Little,0.16249,32,28200,0.11773,0.22583
226,226,2018,Pre-primary Level,female,Not at all,0.83751,147,28200,0.67203,1.04711
227,227,2018,Primary Level,male,Strong,0.20992,121,28200,0.13575,0.30054
228,228,2018,Primary Level,male,A Little,0.30002,226,28200,0.20894,0.40167
229,229,2018,Primary Level,male,Not at all,0.49006,521,28200,0.37831,0.59772
230,230,2018,Primary Level,female,Strong,0.27753,175,28200,0.20427,0.36497
231,231,2018,Primary Level,female,A Little,0.38056,323,28200,0.2936,0.48176
232,232,2018,Primary Level,female,Not at all,0.3419,388,28200,0.26069,0.42332
233,233,2018,Lower Secondary Level,male,Strong,0.15932,177,28200,0.13324,0.18299
234,234,2018,Lower Secondary Level,male,A Little,0.27619,386,28200,0.23667,0.32254
235,235,2018,Lower Secondary Level,male,Not at all,0.56449,941,28200,0.5092,0.62564
236,236,2018,Lower Secondary Level,female,Strong,0.27752,398,28200,0.2468,0.30513
237,237,2018,Lower Secondary Level,female,A Little,0.37345,660,28200,0.33764,0.41234
238,238,2018,Lower Secondary Level,female,Not at all,0.34904,842,28200,0.31542,0.3905
239,239,2018,Upper Secondary Level,male,Strong,0.15582,788,28200,0.14547,0.16817
240,240,2018,Upper Secondary Level,male,A Little,0.37214,1836,28200,0.35233,0.39144
241,241,2018,Upper Secondary Level,male,Not at all,0.47204,2917,28200,0.45061,0.49379
242,242,2018,Upper Secondary Level,female,Strong,0.18598,1057,28200,0.17526,0.19761
243,243,2018,Upper Secondary Level,female,A Little,0.4049,2519,28200,0.38654,0.42314
244,244,2018,Upper Secondary Level,female,Not at all,0.40912,2983,28200,0.39173,0.42638
245,245,2018,Post-secondary Non-tertiary Level,male,Strong,0.09516,72,28200,0.06921,0.12456
246,246,2018,Post-secondary Non-tertiary Level,male,A Little,0.29028,231,28200,0.23942,0.34304
247,247,2018,Post-secondary Non-tertiary Level,male,Not at all,0.61456,535,28200,0.55312,0.68085
248,248,2018,Post-secondary Non-tertiary Level,female,Strong,0.11327,139,28200,0.09284,0.1338
249,249,2018,Post-secondary Non-tertiary Level,female,A Little,0.37524,458,28200,0.33941,0.41891
250,250,2018,Post-secondary Non-tertiary Level,female,Not at all,0.51149,775,28200,0.47082,0.55539
251,251,2018,First Stage of Tertiary Education,male,Strong,0.12776,109,28200,0.10588,0.15258
252,252,2018,First Stage of Tertiary Education,male,A Little,0.38865,353,28200,0.34411,0.42807
253,253,2018,First Stage of Tertiary Education,male,Not at all,0.48359,417,28200,0.42589,0.53896
254,254,2018,First Stage of Tertiary Education,female,Strong,0.14681,84,28200,0.10879,0.19274
255,255,2018,First Stage of Tertiary Education,female,A Little,0.434,240,28200,0.37141,0.51399
256,256,2018,First Stage of Tertiary Education,female,Not at all,0.41918,251,28200,0.35655,0.48026
257,257,2018,Second Stage of Tertiary Education,male,Strong,0.07238,277,28200,0.06458,0.08148
258,258,2018,Second Stage of Tertiary Education,male,A Little,0.2914,1074,28200,0.27222,0.30688
259,259,2018,Second Stage of Tertiary Education,male,Not at all,0.63621,2190,28200,0.59994,0.66709
260,260,2018,Second Stage of Tertiary Education,female,Strong,0.11339,301,28200,0.09876,0.12691
261,261,2018,Second Stage of Tertiary Education,female,A Little,0.33241,1103,28200,0.3068,0.35991
262,262,2018,Second Stage of Tertiary Education,female,Not at all,0.5542,2005,28200,0.52377,0.58247
263,263,2020,Pre-primary Level,male,Not at all,1.0,171,28228,0.82828,1.25339
264,264,2020,Pre-primary Level,female,Not at all,1.0,140,28228,0.75485,1.31359
265,265,2020,Primary Level,male,Strong,0.22715,139,28228,0.14696,0.35159
266,266,2020,Primary Level,male,A Little,0.32716,239,28228,0.23258,0.41586
267,267,2020,Primary Level,male,Not at all,0.44569,622,28228,0.35314,0.57157
268,268,2020,Primary Level,female,Strong,0.32874,162,28228,0.23058,0.42327
269,269,2020,Primary Level,female,A Little,0.34268,294,28228,0.25694,0.4568
270,270,2020,Primary Level,female,Not at all,0.32859,348,28228,0.2499,0.42146
271,271,2020,Lower Secondary Level,male,Strong,0.14566,171,28228,0.1175,0.17166
272,272,2020,Lower Secondary Level,male,A Little,0.3409,435,28228,0.29807,0.39235
273,273,2020,Lower Secondary Level,male,Not at all,0.51344,907,28228,0.4611,0.58068
274,274,2020,Lower Secondary Level,female,Strong,0.2685,332,28228,0.23864,0.30333
275,275,2020,Lower Secondary Level,female,A Little,0.42694,652,28228,0.38268,0.47721
276,276,2020,Lower Secondary Level,female,Not at all,0.30456,718,28228,0.27037,0.34304
277,277,2020,Upper Secondary Level,male,Strong,0.15131,697,28228,0.13878,0.16341
278,278,2020,Upper Secondary Level,male,A Little,0.3934,1930,28228,0.37028,0.41391
279,279,2020,Upper Secondary Level,male,Not at all,0.45528,2660,28228,0.43327,0.48442
280,280,2020,Upper Secondary Level,female,Strong,0.19027,971,28228,0.1762,0.2048
281,281,2020,Upper Secondary Level,female,A Little,0.42898,2493,28228,0.4077,0.45159
282,282,2020,Upper Secondary Level,female,Not at all,0.38075,2583,28228,0.36244,0.39897
283,283,2020,Post-secondary Non-tertiary Level,male,Strong,0.0662,61,28228,0.0444,0.09254
284,284,2020,Post-secondary Non-tertiary Level,male,A Little,0.322,308,28228,0.27212,0.37734
285,285,2020,Post-secondary Non-tertiary Level,male,Not at all,0.6118,579,28228,0.52707,0.6977
286,286,2020,Post-secondary Non-tertiary Level,female,Strong,0.09449,136,28228,0.0769,0.11972
287,287,2020,Post-secondary Non-tertiary Level,female,A Little,0.36233,514,28228,0.32266,0.40173
288,288,2020,Post-secondary Non-tertiary Level,female,Not at all,0.54318,761,28228,0.49207,0.59471
289,289,2020,First Stage of Tertiary Education,male,Strong,0.1231,102,28228,0.10293,0.14894
290,290,2020,First Stage of Tertiary Education,male,A Little,0.41694,389,28228,0.36584,0.47151
291,291,2020,First Stage of Tertiary Education,male,Not at all,0.45996,433,28228,0.41054,0.50915
292,292,2020,First Stage of Tertiary Education,female,Strong,0.12902,66,28228,0.08929,0.16321
293,293,2020,First Stage of Tertiary Education,female,A Little,0.42031,235,28228,0.35267,0.49623
294,294,2020,First Stage of Tertiary Education,female,Not at all,0.45067,241,28228,0.37552,0.52613
295,295,2020,Second Stage of Tertiary Education,male,Strong,0.07014,291,28228,0.06076,0.08084
296,296,2020,Second Stage of Tertiary Education,male,A Little,0.32717,1272,28228,0.30492,0.36133
297,297,2020,Second Stage of Tertiary Education,male,Not at all,0.60268,2522,28228,0.57162,0.64287
298,298,2020,Second Stage of Tertiary Education,female,Strong,0.09747,313,28228,0.08294,0.11303
299,299,2020,Second Stage of Tertiary Education,female,A Little,0.34238,1235,28228,0.31513,0.36783
300,300,2020,Second Stage of Tertiary Education,female,Not at all,0.56015,2106,28228,0.5291,0.59352
