year,quintil_oecd,sampreg,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,2nd Quintile,West,Strong,0.18570,540,3845,0.17341,0.19799
2018,2nd Quintile,West,A Little,0.34998,1232,3845,0.33491,0.36506
2018,2nd Quintile,West,Not at all,0.46432,2073,3845,0.44855,0.48008
2018,2nd Quintile,East,Strong,0.20192,254,1452,0.18126,0.22257
2018,2nd Quintile,East,A Little,0.41856,595,1452,0.39317,0.44394
2018,2nd Quintile,East,Not at all,0.37953,603,1452,0.35456,0.40450
2018,3rd Quintile,West,Strong,0.16010,492,3737,0.14834,0.17186
2018,3rd Quintile,West,A Little,0.35379,1222,3737,0.33846,0.36912
2018,3rd Quintile,West,Not at all,0.48611,2023,3737,0.47008,0.50214
2018,3rd Quintile,East,Strong,0.16210,149,1075,0.14006,0.18414
2018,3rd Quintile,East,A Little,0.40636,436,1075,0.37699,0.43574
2018,3rd Quintile,East,Not at all,0.43153,490,1075,0.40191,0.46116
2018,4th Quintile,West,Strong,0.10422,363,3909,0.09464,0.11380
2018,4th Quintile,West,A Little,0.37083,1282,3909,0.35569,0.38598
2018,4th Quintile,West,Not at all,0.52494,2264,3909,0.50928,0.54060
2018,4th Quintile,East,Strong,0.11553,94,818,0.09361,0.13745
2018,4th Quintile,East,A Little,0.35876,337,818,0.32587,0.39165
2018,4th Quintile,East,Not at all,0.52571,387,818,0.49147,0.55996
2018,5th Quintile,West,Strong,0.08702,388,4462,0.07874,0.09529
2018,5th Quintile,West,A Little,0.33738,1468,4462,0.32350,0.35125
2018,5th Quintile,West,Not at all,0.57560,2606,4462,0.56110,0.59011
2018,5th Quintile,East,Strong,0.07319,40,601,0.05235,0.09403
2018,5th Quintile,East,A Little,0.39197,227,601,0.35290,0.43103
2018,5th Quintile,East,Not at all,0.53484,334,601,0.49493,0.57475
2020,1st Quintile,West,Strong,0.22960,916,5119,0.21808,0.24113
2020,1st Quintile,West,A Little,0.32867,1650,5119,0.31580,0.34154
2020,1st Quintile,West,Not at all,0.44172,2553,5119,0.42812,0.45533
2020,1st Quintile,East,Strong,0.20878,267,1453,0.18788,0.22969
2020,1st Quintile,East,A Little,0.36164,524,1453,0.33693,0.38636
2020,1st Quintile,East,Not at all,0.42957,662,1453,0.40411,0.45504
2020,2nd Quintile,West,Strong,0.16582,494,3492,0.15348,0.17815
2020,2nd Quintile,West,A Little,0.40838,1351,3492,0.39207,0.42468
2020,2nd Quintile,West,Not at all,0.42581,1647,3492,0.40940,0.44221
2020,2nd Quintile,East,Strong,0.20525,244,1337,0.18359,0.22691
2020,2nd Quintile,East,A Little,0.39388,528,1337,0.36768,0.42008
2020,2nd Quintile,East,Not at all,0.40087,565,1337,0.37459,0.42715
2020,3rd Quintile,West,Strong,0.15076,409,3281,0.13851,0.16301
2020,3rd Quintile,West,A Little,0.38863,1202,3281,0.37194,0.40531
2020,3rd Quintile,West,Not at all,0.46061,1670,3281,0.44356,0.47767
2020,3rd Quintile,East,Strong,0.14069,135,981,0.11892,0.16246
2020,3rd Quintile,East,A Little,0.42894,408,981,0.39795,0.45992
2020,3rd Quintile,East,Not at all,0.43037,438,981,0.39937,0.46137
2020,4th Quintile,West,Strong,0.09797,334,3685,0.08837,0.10757
2020,4th Quintile,West,A Little,0.39134,1376,3685,0.37558,0.40710
2020,4th Quintile,West,Not at all,0.51069,1975,3685,0.49455,0.52683
2020,4th Quintile,East,Strong,0.11915,90,832,0.09712,0.14117
2020,4th Quintile,East,A Little,0.41951,345,832,0.38596,0.45307
2020,4th Quintile,East,Not at all,0.46134,397,832,0.42744,0.49523
2020,5th Quintile,West,Strong,0.08184,352,5065,0.07429,0.08939
2020,5th Quintile,West,A Little,0.35421,1781,5065,0.34103,0.36738
2020,5th Quintile,West,Not at all,0.56396,2932,5065,0.55030,0.57761
2020,5th Quintile,East,Strong,0.07634,62,876,0.05875,0.09394
2020,5th Quintile,East,A Little,0.38450,336,876,0.35226,0.41673
2020,5th Quintile,East,Not at all,0.53916,478,876,0.50613,0.57219
2022,1st Quintile,West,Strong,0.25446,722,3308,0.23962,0.26931
2022,1st Quintile,West,A Little,0.37981,1251,3308,0.36327,0.39636
2022,1st Quintile,West,Not at all,0.36573,1335,3308,0.34931,0.38214
2022,1st Quintile,East,Strong,0.28534,203,949,0.25659,0.31408
2022,1st Quintile,East,A Little,0.34420,382,949,0.31396,0.37445
2022,1st Quintile,East,Not at all,0.37046,364,949,0.33972,0.40120
2022,2nd Quintile,West,Strong,0.19783,392,2362,0.18176,0.21389
2022,2nd Quintile,West,A Little,0.42298,965,2362,0.40306,0.44291
2022,2nd Quintile,West,Not at all,0.37919,1005,2362,0.35962,0.39876
2022,2nd Quintile,East,Strong,0.24079,162,860,0.21219,0.26938
2022,2nd Quintile,East,A Little,0.38151,340,860,0.34903,0.41399
2022,2nd Quintile,East,Not at all,0.37770,358,860,0.34528,0.41013
2022,3rd Quintile,West,Strong,0.19873,343,2301,0.18242,0.21504
2022,3rd Quintile,West,A Little,0.39086,868,2301,0.37091,0.41080
2022,3rd Quintile,West,Not at all,0.41042,1090,2301,0.39031,0.43052
2022,3rd Quintile,East,Strong,0.18006,104,668,0.15090,0.20922
2022,3rd Quintile,East,A Little,0.42852,290,668,0.39097,0.46608
2022,3rd Quintile,East,Not at all,0.39142,274,668,0.35438,0.42846
2022,4th Quintile,West,Strong,0.14563,269,2542,0.13191,0.15934
2022,4th Quintile,West,A Little,0.40704,1006,2542,0.38794,0.42615
2022,4th Quintile,West,Not at all,0.44733,1267,2542,0.42800,0.46666
2022,4th Quintile,East,Strong,0.16215,80,571,0.13189,0.19241
2022,4th Quintile,East,A Little,0.36164,220,571,0.32220,0.40109
2022,4th Quintile,East,Not at all,0.47620,271,571,0.43520,0.51721
2022,5th Quintile,West,Strong,0.10966,292,3382,0.09913,0.12020
2022,5th Quintile,West,A Little,0.38101,1197,3382,0.36464,0.39738
2022,5th Quintile,West,Not at all,0.50932,1893,3382,0.49247,0.52617
2022,5th Quintile,East,Strong,0.07006,56,628,0.05008,0.09004
2022,5th Quintile,East,A Little,0.45312,236,628,0.41416,0.49209
2022,5th Quintile,East,Not at all,0.47682,336,628,0.43772,0.51591
