year,migback,sampreg,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,No migration background,West,Strong,0.15564,1754,13170,0.14945,0.16183
2016,No migration background,West,A Little,0.36687,4661,13170,0.35863,0.37510
2016,No migration background,West,Not at all,0.47749,6755,13170,0.46896,0.48602
2016,No migration background,East,Strong,0.17538,746,4548,0.16433,0.18644
2016,No migration background,East,A Little,0.39788,1801,4548,0.38365,0.41211
2016,No migration background,East,Not at all,0.42674,2001,4548,0.41236,0.44111
2016,Direct migration background,West,Strong,0.14700,758,7010,0.13871,0.15529
2016,Direct migration background,West,A Little,0.31432,1916,7010,0.30345,0.32518
2016,Direct migration background,West,Not at all,0.53868,4336,7010,0.52701,0.55035
2016,Direct migration background,East,Strong,0.16149,113,872,0.13705,0.18593
2016,Direct migration background,East,A Little,0.22350,253,872,0.19583,0.25117
2016,Direct migration background,East,Not at all,0.61501,506,872,0.58270,0.64733
2016,Indirect migration background,West,Strong,0.05444,78,1360,0.04238,0.06650
2016,Indirect migration background,West,A Little,0.21042,298,1360,0.18875,0.23209
2016,Indirect migration background,West,Not at all,0.73514,984,1360,0.71168,0.75860
2016,Indirect migration background,East,Not at all,0.58640,63,63,0.46381,0.70899
2018,No migration background,West,Strong,0.15310,1895,14381,0.14721,0.15898
2018,No migration background,West,A Little,0.36214,4860,14381,0.35429,0.37000
2018,No migration background,West,Not at all,0.48476,7626,14381,0.47660,0.49293
2018,No migration background,East,Strong,0.17200,776,4995,0.16154,0.18247
2018,No migration background,East,A Little,0.40019,2030,4995,0.38660,0.41377
2018,No migration background,East,Not at all,0.42781,2189,4995,0.41409,0.44153
2018,Direct migration background,West,Strong,0.15217,939,7233,0.14389,0.16045
2018,Direct migration background,West,A Little,0.33065,2133,7233,0.31981,0.34150
2018,Direct migration background,West,Not at all,0.51718,4161,7233,0.50566,0.52870
2018,Direct migration background,East,Strong,0.06870,84,881,0.05199,0.08541
2018,Direct migration background,East,A Little,0.31385,284,881,0.28319,0.34451
2018,Direct migration background,East,Not at all,0.61746,513,881,0.58534,0.64957
2018,Indirect migration background,West,Strong,0.04783,83,1486,0.03697,0.05868
2018,Indirect migration background,West,A Little,0.22253,344,1486,0.20137,0.24368
2018,Indirect migration background,West,Not at all,0.72964,1059,1486,0.70705,0.75223
2018,Indirect migration background,East,Not at all,0.71200,82,82,0.61338,0.81061
2020,No migration background,West,Strong,0.14118,1639,13773,0.13537,0.14700
2020,No migration background,West,A Little,0.38828,5155,13773,0.38014,0.39642
2020,No migration background,West,Not at all,0.47054,6979,13773,0.46220,0.47887
2020,No migration background,East,Strong,0.16643,706,4698,0.15577,0.17708
2020,No migration background,East,A Little,0.40444,1892,4698,0.39040,0.41847
2020,No migration background,East,Not at all,0.42914,2100,4698,0.41498,0.44329
2020,Direct migration background,West,Strong,0.16089,1006,8323,0.15299,0.16878
2020,Direct migration background,West,A Little,0.35196,2546,8323,0.34170,0.36222
2020,Direct migration background,West,Not at all,0.48715,4771,8323,0.47641,0.49789
2020,Direct migration background,East,Strong,0.12243,112,1001,0.10211,0.14275
2020,Direct migration background,East,A Little,0.32875,319,1001,0.29964,0.35787
2020,Direct migration background,East,Not at all,0.54882,570,1001,0.51798,0.57966
2020,Indirect migration background,West,Strong,0.05846,89,1416,0.04624,0.07069
2020,Indirect migration background,West,A Little,0.24877,375,1416,0.22625,0.27130
2020,Indirect migration background,West,Not at all,0.69276,952,1416,0.66873,0.71680
2020,Indirect migration background,East,Not at all,0.74479,79,79,0.64803,0.84154
2022,No migration background,West,Strong,0.15710,1619,13632,0.15099,0.16320
2022,No migration background,West,A Little,0.38752,5069,13632,0.37934,0.39569
2022,No migration background,West,Not at all,0.45539,6944,13632,0.44703,0.46375
2022,No migration background,East,Strong,0.17886,662,4668,0.16786,0.18985
2022,No migration background,East,A Little,0.40788,1898,4668,0.39378,0.42198
2022,No migration background,East,Not at all,0.41326,2108,4668,0.39914,0.42739
2022,Direct migration background,West,Strong,0.18277,968,7102,0.17378,0.19176
2022,Direct migration background,West,A Little,0.37852,2480,7102,0.36724,0.38980
2022,Direct migration background,West,Not at all,0.43871,3654,7102,0.42717,0.45025
2022,Direct migration background,East,Strong,0.12220,116,1016,0.10205,0.14235
2022,Direct migration background,East,A Little,0.39604,356,1016,0.36595,0.42613
2022,Direct migration background,East,Not at all,0.48176,544,1016,0.45102,0.51250
2022,Indirect migration background,West,Strong,0.09132,118,1290,0.07559,0.10704
2022,Indirect migration background,West,A Little,0.34103,428,1290,0.31515,0.36691
2022,Indirect migration background,West,Not at all,0.56765,744,1290,0.54061,0.59470
2022,Indirect migration background,East,A Little,0.28718,52,143,0.21277,0.36160
2022,Indirect migration background,East,Not at all,0.55160,91,143,0.46980,0.63340
