year,migback,sex,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Indirect migration background,male,Not at all,0.77185,290,359,0.72838,0.81532
2008,Indirect migration background,female,A Little,0.23348,87,372,0.19043,0.27653
2008,Indirect migration background,female,Not at all,0.69953,285,372,0.65288,0.74618
2014,No migration background,male,Strong,0.14351,1166,9225,0.13636,0.15067
2014,No migration background,male,A Little,0.34253,3116,9225,0.33284,0.35221
2014,No migration background,male,Not at all,0.51396,4943,9225,0.50376,0.52416
2014,No migration background,female,Strong,0.18130,1645,10828,0.17405,0.18856
2014,No migration background,female,A Little,0.39706,4044,10828,0.38784,0.40628
2014,No migration background,female,Not at all,0.42163,5139,10828,0.41233,0.43094
2014,Direct migration background,male,Strong,0.13741,273,2379,0.12358,0.15125
2014,Direct migration background,male,A Little,0.29307,620,2379,0.27478,0.31137
2014,Direct migration background,male,Not at all,0.56951,1486,2379,0.54961,0.58941
2014,Direct migration background,female,Strong,0.18954,420,2895,0.17526,0.20382
2014,Direct migration background,female,A Little,0.31802,920,2895,0.30106,0.33499
2014,Direct migration background,female,Not at all,0.49244,1555,2895,0.47422,0.51065
2014,Indirect migration background,male,A Little,0.14249,128,769,0.11777,0.16722
2014,Indirect migration background,male,Not at all,0.81276,641,769,0.78517,0.84035
2014,Indirect migration background,female,Strong,0.05953,57,893,0.04400,0.07506
2014,Indirect migration background,female,A Little,0.26968,201,893,0.24056,0.29881
2014,Indirect migration background,female,Not at all,0.67079,635,893,0.63995,0.70163
2016,No migration background,male,Strong,0.13661,1023,8146,0.12915,0.14407
2016,No migration background,male,A Little,0.35556,2843,8146,0.34517,0.36596
2016,No migration background,male,Not at all,0.50783,4280,8146,0.49697,0.51869
2016,No migration background,female,Strong,0.18180,1477,9572,0.17408,0.18953
2016,No migration background,female,A Little,0.39023,3619,9572,0.38046,0.40000
2016,No migration background,female,Not at all,0.42797,4476,9572,0.41805,0.43788
2016,Direct migration background,male,Strong,0.12767,363,3946,0.11726,0.13809
2016,Direct migration background,male,A Little,0.28267,938,3946,0.26862,0.29672
2016,Direct migration background,male,Not at all,0.58966,2645,3946,0.57431,0.60501
2016,Direct migration background,female,Strong,0.16727,508,3936,0.15560,0.17893
2016,Direct migration background,female,A Little,0.33443,1231,3936,0.31969,0.34917
2016,Direct migration background,female,Not at all,0.49831,2197,3936,0.48268,0.51393
2016,Indirect migration background,male,Strong,0.04092,32,681,0.02603,0.05581
2016,Indirect migration background,male,A Little,0.15300,111,681,0.12594,0.18005
2016,Indirect migration background,male,Not at all,0.80609,538,681,0.77637,0.83580
2016,Indirect migration background,female,Strong,0.07366,52,777,0.05528,0.09203
2016,Indirect migration background,female,A Little,0.28379,216,777,0.25207,0.31551
2016,Indirect migration background,female,Not at all,0.64256,509,777,0.60884,0.67628
2018,No migration background,male,Strong,0.13038,1108,8998,0.12342,0.13734
2018,No migration background,male,A Little,0.35231,3039,8998,0.34244,0.36218
2018,No migration background,male,Not at all,0.51731,4851,8998,0.50698,0.52763
2018,No migration background,female,Strong,0.18266,1563,10378,0.17522,0.19009
2018,No migration background,female,A Little,0.38693,3851,10378,0.37756,0.39630
2018,No migration background,female,Not at all,0.43041,4964,10378,0.42089,0.43994
2018,Direct migration background,male,Strong,0.13148,443,4085,0.12111,0.14184
2018,Direct migration background,male,A Little,0.27958,1038,4085,0.26581,0.29334
2018,Direct migration background,male,Not at all,0.58894,2604,4085,0.57385,0.60403
2018,Direct migration background,female,Strong,0.16230,580,4029,0.15091,0.17368
2018,Direct migration background,female,A Little,0.37581,1379,4029,0.36086,0.39077
2018,Direct migration background,female,Not at all,0.46189,2070,4029,0.44649,0.47729
2018,Indirect migration background,male,A Little,0.18305,147,712,0.15462,0.21148
2018,Indirect migration background,male,Not at all,0.77599,565,712,0.74534,0.80664
2018,Indirect migration background,female,Strong,0.05485,61,861,0.03964,0.07007
2018,Indirect migration background,female,A Little,0.26656,224,861,0.23701,0.29611
2018,Indirect migration background,female,Not at all,0.67858,576,861,0.64737,0.70980
2020,No migration background,male,Strong,0.12140,977,8767,0.11456,0.12824
2020,No migration background,male,A Little,0.37757,3236,8767,0.36742,0.38772
2020,No migration background,male,Not at all,0.50103,4554,8767,0.49056,0.51149
2020,No migration background,female,Strong,0.17015,1367,9697,0.16267,0.17763
2020,No migration background,female,A Little,0.40484,3807,9697,0.39507,0.41461
2020,No migration background,female,Not at all,0.42501,4523,9697,0.41517,0.43485
2020,Direct migration background,male,Strong,0.13764,514,5070,0.12815,0.14712
2020,Direct migration background,male,A Little,0.30994,1321,5070,0.29721,0.32267
2020,Direct migration background,male,Not at all,0.55242,3235,5070,0.53873,0.56611
2020,Direct migration background,female,Strong,0.17909,604,4254,0.16756,0.19061
2020,Direct migration background,female,A Little,0.38991,1544,4254,0.37525,0.40456
2020,Direct migration background,female,Not at all,0.43101,2106,4254,0.41613,0.44589
2020,Indirect migration background,male,Strong,0.04163,36,726,0.02709,0.05617
2020,Indirect migration background,male,A Little,0.22145,169,726,0.19123,0.25168
2020,Indirect migration background,male,Not at all,0.73692,521,726,0.70487,0.76897
2020,Indirect migration background,female,Strong,0.07527,59,805,0.05704,0.09351
2020,Indirect migration background,female,A Little,0.27570,236,805,0.24481,0.30658
2020,Indirect migration background,female,Not at all,0.64903,510,805,0.61604,0.68202
2022,No migration background,male,Strong,0.13179,938,8784,0.12472,0.13887
2022,No migration background,male,A Little,0.38632,3237,8784,0.37614,0.39651
2022,No migration background,male,Not at all,0.48188,4609,8784,0.47143,0.49233
2022,No migration background,female,Strong,0.18986,1343,9504,0.18198,0.19775
2022,No migration background,female,A Little,0.39631,3724,9504,0.38648,0.40615
2022,No migration background,female,Not at all,0.41382,4437,9504,0.40392,0.42372
2022,Direct migration background,male,Strong,0.15156,470,4130,0.14063,0.16250
2022,Direct migration background,male,A Little,0.34915,1286,4130,0.33461,0.36369
2022,Direct migration background,male,Not at all,0.49929,2374,4130,0.48404,0.51454
2022,Direct migration background,female,Strong,0.20397,612,3981,0.19145,0.21649
2022,Direct migration background,female,A Little,0.41048,1548,3981,0.39520,0.42576
2022,Direct migration background,female,Not at all,0.38555,1821,3981,0.37043,0.40067
2022,Indirect migration background,male,Strong,0.06997,57,672,0.05067,0.08927
2022,Indirect migration background,male,A Little,0.27387,190,672,0.24013,0.30761
2022,Indirect migration background,male,Not at all,0.65616,425,672,0.62022,0.69210
2022,Indirect migration background,female,Strong,0.12155,78,778,0.09857,0.14452
2022,Indirect migration background,female,A Little,0.39646,290,778,0.36206,0.43085
2022,Indirect migration background,female,Not at all,0.48200,410,778,0.44686,0.51713
