year,age_gr,regtyp,ple0005,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,46-65 y.,Rural regions,Not at all,0.38801,967,2477,0.36882,0.40721
2004,66 and older,Urban regions,Strong,0.38863,886,2452,0.36933,0.40793
2004,66 and older,Urban regions,A Little,0.44569,1112,2452,0.42601,0.46537
2004,66 and older,Urban regions,Not at all,0.16568,454,2452,0.15096,0.18040
2004,66 and older,Rural regions,Strong,0.36159,437,1278,0.33523,0.38794
2004,66 and older,Rural regions,A Little,0.48979,635,1278,0.46237,0.51721
2004,66 and older,Rural regions,Not at all,0.14862,206,1278,0.12911,0.16813
2006,17-29 y.,Urban regions,Strong,0.01265,31,2404,0.00818,0.01712
2006,17-29 y.,Urban regions,A Little,0.17393,403,2404,0.15878,0.18909
2006,17-29 y.,Urban regions,Not at all,0.81342,1970,2404,0.79784,0.82899
2006,17-29 y.,Rural regions,A Little,0.18310,231,1244,0.16160,0.20460
2006,17-29 y.,Rural regions,Not at all,0.79854,1013,1244,0.77624,0.82083
2006,30-45 y.,Urban regions,Strong,0.05379,205,4224,0.04699,0.06060
2006,30-45 y.,Urban regions,A Little,0.28776,1129,4224,0.27410,0.30141
2006,30-45 y.,Urban regions,Not at all,0.65845,2890,4224,0.64415,0.67275
2006,30-45 y.,Rural regions,Strong,0.06674,116,2038,0.05590,0.07757
2006,30-45 y.,Rural regions,A Little,0.35909,730,2038,0.33826,0.37993
2006,30-45 y.,Rural regions,Not at all,0.57417,1192,2038,0.55270,0.59564
2006,46-65 y.,Urban regions,Strong,0.16309,722,4948,0.15280,0.17339
2006,46-65 y.,Urban regions,A Little,0.41433,1977,4948,0.40060,0.42806
2006,46-65 y.,Urban regions,Not at all,0.42258,2249,4948,0.40881,0.43634
2006,46-65 y.,Rural regions,Strong,0.18534,442,2616,0.17044,0.20023
2006,46-65 y.,Rural regions,A Little,0.43207,1173,2616,0.41309,0.45106
2006,46-65 y.,Rural regions,Not at all,0.38259,1001,2616,0.36396,0.40122
2006,66 and older,Urban regions,Strong,0.39103,1019,2874,0.37319,0.40887
2006,66 and older,Urban regions,A Little,0.43590,1292,2874,0.41777,0.45404
2006,66 and older,Urban regions,Not at all,0.17307,563,2874,0.15923,0.18690
2006,66 and older,Rural regions,Strong,0.37451,548,1538,0.35032,0.39871
2006,66 and older,Rural regions,A Little,0.46587,718,1538,0.44093,0.49080
2006,66 and older,Rural regions,Not at all,0.15962,272,1538,0.14131,0.17793
2008,17-29 y.,Urban regions,Strong,0.01742,36,2086,0.01180,0.02304
2008,17-29 y.,Urban regions,A Little,0.18578,350,2086,0.16909,0.20248
2008,17-29 y.,Urban regions,Not at all,0.79680,1700,2086,0.77952,0.81407
2008,17-29 y.,Rural regions,A Little,0.20478,205,1036,0.18019,0.22936
2008,17-29 y.,Rural regions,Not at all,0.76554,831,1036,0.73973,0.79135
2008,30-45 y.,Urban regions,Strong,0.04907,151,3453,0.04186,0.05628
2008,30-45 y.,Urban regions,A Little,0.27971,886,3453,0.26473,0.29468
2008,30-45 y.,Urban regions,Not at all,0.67122,2416,3453,0.65555,0.68690
2008,30-45 y.,Rural regions,Strong,0.05041,82,1710,0.04004,0.06078
2008,30-45 y.,Rural regions,A Little,0.32426,532,1710,0.30207,0.34645
2008,30-45 y.,Rural regions,Not at all,0.62533,1096,1710,0.60238,0.64828
2008,46-65 y.,Urban regions,Strong,0.16406,597,4330,0.15303,0.17509
2008,46-65 y.,Urban regions,A Little,0.41904,1754,4330,0.40434,0.43374
2008,46-65 y.,Urban regions,Not at all,0.41690,1979,4330,0.40221,0.43158
2008,46-65 y.,Rural regions,Strong,0.18376,383,2343,0.16807,0.19944
2008,46-65 y.,Rural regions,A Little,0.43703,1047,2343,0.41694,0.45712
2008,46-65 y.,Rural regions,Not at all,0.37921,913,2343,0.35956,0.39886
2008,66 and older,Urban regions,Strong,0.36930,956,2792,0.35140,0.38721
2008,66 and older,Urban regions,A Little,0.45508,1266,2792,0.43660,0.47355
2008,66 and older,Urban regions,Not at all,0.17562,570,2792,0.16151,0.18974
2008,66 and older,Rural regions,Strong,0.33752,489,1488,0.31349,0.36156
2008,66 and older,Rural regions,A Little,0.49639,740,1488,0.47097,0.52180
2008,66 and older,Rural regions,Not at all,0.16609,259,1488,0.14717,0.18501
2014,17-29 y.,Urban regions,Strong,0.02532,91,2918,0.01962,0.03102
2014,17-29 y.,Urban regions,A Little,0.15287,454,2918,0.13981,0.16593
2014,17-29 y.,Urban regions,Not at all,0.82181,2373,2918,0.80792,0.83570
2014,17-29 y.,Rural regions,Strong,0.03146,31,1363,0.02219,0.04073
2014,17-29 y.,Rural regions,A Little,0.19545,272,1363,0.17439,0.21651
2014,17-29 y.,Rural regions,Not at all,0.77309,1060,1363,0.75085,0.79533
2014,30-45 y.,Urban regions,Strong,0.05980,345,5662,0.05362,0.06598
2014,30-45 y.,Urban regions,A Little,0.24484,1433,5662,0.23364,0.25604
2014,30-45 y.,Urban regions,Not at all,0.69536,3884,5662,0.68337,0.70735
2014,30-45 y.,Rural regions,Strong,0.06704,187,2845,0.05784,0.07623
2014,30-45 y.,Rural regions,A Little,0.27748,807,2845,0.26102,0.29393
2014,30-45 y.,Rural regions,Not at all,0.65549,1851,2845,0.63802,0.67295
2014,46-65 y.,Urban regions,Strong,0.16834,884,5890,0.15878,0.17790
2014,46-65 y.,Urban regions,A Little,0.39992,2260,5890,0.38741,0.41243
2014,46-65 y.,Urban regions,Not at all,0.43174,2746,5890,0.41909,0.44439
2014,46-65 y.,Rural regions,Strong,0.16372,529,3403,0.15129,0.17615
2014,46-65 y.,Rural regions,A Little,0.44075,1436,3403,0.42406,0.45743
2014,46-65 y.,Rural regions,Not at all,0.39554,1438,3403,0.37910,0.41197
2014,66 and older,Urban regions,Strong,0.32527,954,3148,0.30891,0.34164
2014,66 and older,Urban regions,A Little,0.47155,1475,3148,0.45411,0.48899
2014,66 and older,Urban regions,Not at all,0.20318,719,3148,0.18912,0.21724
2014,66 and older,Rural regions,Strong,0.32410,570,1790,0.30241,0.34579
2014,66 and older,Rural regions,A Little,0.51155,892,1790,0.48839,0.53471
2014,66 and older,Rural regions,Not at all,0.16435,328,1790,0.14718,0.18152
2016,17-29 y.,Urban regions,Strong,0.03133,101,3281,0.02537,0.03730
2016,17-29 y.,Urban regions,A Little,0.15455,539,3281,0.14218,0.16692
2016,17-29 y.,Urban regions,Not at all,0.81411,2641,3281,0.80080,0.82743
2016,17-29 y.,Rural regions,Strong,0.01992,57,1507,0.01286,0.02697
2016,17-29 y.,Rural regions,A Little,0.19475,279,1507,0.17475,0.21475
2016,17-29 y.,Rural regions,Not at all,0.78533,1171,1507,0.76460,0.80607
2016,30-45 y.,Urban regions,Strong,0.05346,357,5747,0.04764,0.05927
2016,30-45 y.,Urban regions,A Little,0.23526,1436,5747,0.22429,0.24623
2016,30-45 y.,Urban regions,Not at all,0.71128,3954,5747,0.69956,0.72300
2016,30-45 y.,Rural regions,Strong,0.06139,181,2801,0.05250,0.07028
2016,30-45 y.,Rural regions,A Little,0.30055,814,2801,0.28357,0.31753
2016,30-45 y.,Rural regions,Not at all,0.63806,1806,2801,0.62026,0.65586
2016,46-65 y.,Urban regions,Strong,0.16469,849,5738,0.15509,0.17429
2016,46-65 y.,Urban regions,A Little,0.40154,2205,5738,0.38885,0.41422
2016,46-65 y.,Urban regions,Not at all,0.43377,2684,5738,0.42095,0.44660
2016,46-65 y.,Rural regions,Strong,0.15767,509,3260,0.14515,0.17018
2016,46-65 y.,Rural regions,A Little,0.45671,1410,3260,0.43961,0.47381
2016,46-65 y.,Rural regions,Not at all,0.38563,1341,3260,0.36891,0.40234
2016,66 and older,Urban regions,Strong,0.30440,839,2973,0.28786,0.32094
2016,66 and older,Urban regions,A Little,0.48276,1448,2973,0.46480,0.50073
2016,66 and older,Urban regions,Not at all,0.21284,686,2973,0.19812,0.22755
2016,66 and older,Rural regions,Strong,0.33964,562,1751,0.31745,0.36183
2016,66 and older,Rural regions,A Little,0.48120,827,1751,0.45779,0.50461
2016,66 and older,Rural regions,Not at all,0.17916,362,1751,0.16119,0.19713
2018,17-29 y.,Urban regions,Strong,0.03085,114,3737,0.02531,0.03640
2018,17-29 y.,Urban regions,A Little,0.16235,621,3737,0.15053,0.17418
2018,17-29 y.,Urban regions,Not at all,0.80679,3002,3737,0.79413,0.81945
2018,17-29 y.,Rural regions,Strong,0.03579,61,1698,0.02695,0.04463
2018,17-29 y.,Rural regions,A Little,0.20310,343,1698,0.18395,0.22224
2018,17-29 y.,Rural regions,Not at all,0.76111,1294,1698,0.74083,0.78140
2018,30-45 y.,Urban regions,Strong,0.05658,400,5719,0.05059,0.06256
2018,30-45 y.,Urban regions,A Little,0.25310,1505,5719,0.24183,0.26437
2018,30-45 y.,Urban regions,Not at all,0.69032,3814,5719,0.67834,0.70231
2018,30-45 y.,Rural regions,Strong,0.06595,197,2678,0.05654,0.07535
2018,30-45 y.,Rural regions,A Little,0.27920,767,2678,0.26220,0.29619
2018,30-45 y.,Rural regions,Not at all,0.65486,1714,2678,0.63685,0.67287
2018,46-65 y.,Urban regions,Strong,0.15134,996,6532,0.14265,0.16004
2018,46-65 y.,Urban regions,A Little,0.40228,2513,6532,0.39039,0.41418
2018,46-65 y.,Urban regions,Not at all,0.44637,3023,6532,0.43432,0.45843
2018,46-65 y.,Rural regions,Strong,0.15656,576,3713,0.14487,0.16825
2018,46-65 y.,Rural regions,A Little,0.43897,1534,3713,0.42301,0.45493
2018,46-65 y.,Rural regions,Not at all,0.40447,1603,3713,0.38868,0.42026
2018,66 and older,Urban regions,Strong,0.30373,899,3176,0.28774,0.31973
2018,66 and older,Urban regions,A Little,0.45556,1456,3176,0.43824,0.47289
2018,66 and older,Urban regions,Not at all,0.24070,821,3176,0.22583,0.25557
2018,66 and older,Rural regions,Strong,0.30502,540,1838,0.28396,0.32607
2018,66 and older,Rural regions,A Little,0.51806,939,1838,0.49521,0.54091
2018,66 and older,Rural regions,Not at all,0.17692,359,1838,0.15947,0.19437
2020,17-29 y.,Urban regions,Strong,0.03800,125,3964,0.03204,0.04395
2020,17-29 y.,Urban regions,A Little,0.18037,762,3964,0.16839,0.19234
2020,17-29 y.,Urban regions,Not at all,0.78164,3077,3964,0.76878,0.79450
2020,17-29 y.,Rural regions,Strong,0.03191,52,1481,0.02296,0.04087
2020,17-29 y.,Rural regions,A Little,0.23581,322,1481,0.21418,0.25743
2020,17-29 y.,Rural regions,Not at all,0.73228,1107,1481,0.70972,0.75484
2020,30-45 y.,Urban regions,Strong,0.05159,426,5962,0.04598,0.05721
2020,30-45 y.,Urban regions,A Little,0.24667,1675,5962,0.23572,0.25761
2020,30-45 y.,Urban regions,Not at all,0.70174,3861,5962,0.69012,0.71335
2020,30-45 y.,Rural regions,Strong,0.06721,172,2515,0.05742,0.07700
2020,30-45 y.,Rural regions,A Little,0.33011,783,2515,0.31173,0.34850
2020,30-45 y.,Rural regions,Not at all,0.60268,1560,2515,0.58355,0.62180
2020,46-65 y.,Urban regions,Strong,0.14000,976,6874,0.13179,0.14820
2020,46-65 y.,Urban regions,A Little,0.43773,2766,6874,0.42600,0.44946
2020,46-65 y.,Urban regions,Not at all,0.42227,3132,6874,0.41059,0.43395
2020,46-65 y.,Rural regions,Strong,0.15137,505,3626,0.13970,0.16304
2020,46-65 y.,Rural regions,A Little,0.46624,1541,3626,0.45000,0.48248
2020,46-65 y.,Rural regions,Not at all,0.38239,1580,3626,0.36657,0.39821
2020,66 and older,Urban regions,Strong,0.28501,807,3103,0.26913,0.30090
2020,66 and older,Urban regions,A Little,0.48560,1522,3103,0.46801,0.50319
2020,66 and older,Urban regions,Not at all,0.22939,774,3103,0.21459,0.24419
2020,66 and older,Rural regions,Strong,0.31450,495,1801,0.29305,0.33595
2020,66 and older,Rural regions,A Little,0.51645,946,1801,0.49336,0.53954
2020,66 and older,Rural regions,Not at all,0.16905,360,1801,0.15174,0.18637
2022,17-29 y.,Urban regions,Strong,0.03802,175,4184,0.03222,0.04381
2022,17-29 y.,Urban regions,A Little,0.22767,1037,4184,0.21496,0.24038
2022,17-29 y.,Urban regions,Not at all,0.73432,2972,4184,0.72093,0.74770
2022,17-29 y.,Rural regions,Strong,0.03001,60,1454,0.02124,0.03878
2022,17-29 y.,Rural regions,A Little,0.26175,421,1454,0.23915,0.28435
2022,17-29 y.,Rural regions,Not at all,0.70824,973,1454,0.68487,0.73162
2022,30-45 y.,Urban regions,Strong,0.06534,468,6322,0.05925,0.07143
2022,30-45 y.,Urban regions,A Little,0.29690,1973,6322,0.28563,0.30816
2022,30-45 y.,Urban regions,Not at all,0.63776,3881,6322,0.62592,0.64961
2022,30-45 y.,Rural regions,Strong,0.08484,211,2608,0.07415,0.09554
2022,30-45 y.,Rural regions,A Little,0.31436,905,2608,0.29654,0.33218
2022,30-45 y.,Rural regions,Not at all,0.60080,1492,2608,0.58200,0.61960
2022,46-65 y.,Urban regions,Strong,0.16788,973,6005,0.15843,0.17734
2022,46-65 y.,Urban regions,A Little,0.44191,2486,6005,0.42935,0.45448
2022,46-65 y.,Urban regions,Not at all,0.39020,2546,6005,0.37786,0.40254
2022,46-65 y.,Rural regions,Strong,0.16554,517,3164,0.15259,0.17849
2022,46-65 y.,Rural regions,A Little,0.46456,1399,3164,0.44718,0.48194
2022,46-65 y.,Rural regions,Not at all,0.36990,1248,3164,0.35307,0.38672
2022,66 and older,Urban regions,Strong,0.30182,638,2583,0.28411,0.31952
2022,66 and older,Urban regions,A Little,0.46788,1273,2583,0.44863,0.48712
2022,66 and older,Urban regions,Not at all,0.23030,672,2583,0.21406,0.24654
2022,66 and older,Rural regions,Strong,0.34329,460,1556,0.31969,0.36689
2022,66 and older,Rural regions,A Little,0.48550,794,1556,0.46066,0.51034
2022,66 and older,Rural regions,Not at all,0.17121,302,1556,0.15249,0.18993
