year,regtyp,sex,ple0005,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2014,Rural regions,male,Strong,0.023843006242820697,557,27019,0.023806523886378998,0.023879488599262397
2014,Rural regions,male,A Little,0.05897241139303606,1503,27019,0.05891607770788801,0.059028745078184106
2014,Rural regions,male,Not at all,0.07903862560144803,2313,27019,0.07897410729800848,0.07910314390488758
2014,Rural regions,female,Strong,0.029107837547276978,762,27019,0.029067636903339723,0.029148038191214233
2014,Rural regions,female,A Little,0.06722503876440285,1916,27019,0.06716515673483503,0.06728492079397067
2014,Rural regions,female,Not at all,0.06780326096228774,2384,27019,0.06774314059552591,0.06786338132904957
2016,Urban regions,male,Strong,0.0419837561352999,862,27058,0.04193609734385739,0.04203141492674241
2016,Urban regions,male,A Little,0.10512891822011446,2442,27058,0.10505603001128105,0.10520180642894786
2016,Urban regions,male,Not at all,0.18428517891588458,5019,27058,0.1841930427100233,0.18437731512174588
2016,Urban regions,female,Strong,0.05860169425137114,1283,27058,0.058545878376606866,0.05865751012613542
2016,Urban regions,female,A Little,0.12418416190182707,3180,27058,0.12410579089143779,0.12426253291221635
2016,Urban regions,female,Not at all,0.163652616337844,4925,27058,0.1635646997607771,0.16374053291491092
2016,Rural regions,male,Strong,0.02187718731792672,556,27058,0.021842425027795005,0.021911949608058433
2016,Rural regions,male,A Little,0.05811061877039411,1450,27058,0.05805502275793787,0.058166214782850355
2016,Rural regions,male,Not at all,0.07887606376452841,2443,27058,0.0788120095674091,0.07894011796164772
2016,Rural regions,female,Strong,0.03025703039359782,754,27058,0.030216324488675124,0.03029773629852052
2016,Rural regions,female,A Little,0.06757725754347965,1886,27058,0.06751760586702496,0.06763690921993434
2016,Rural regions,female,Not at all,0.06546551644773203,2258,27058,0.06540673775702438,0.06552429513843969
2018,Urban regions,male,Strong,0.04053628853970956,998,29091,0.04048959507297108,0.04058298200644804
2018,Urban regions,male,A Little,0.10579649034799828,2658,29091,0.10572366649274925,0.1058693142032473
2018,Urban regions,male,Not at all,0.190654884339489,5431,29091,0.19056187839787692,0.19074789028110106
2018,Urban regions,female,Strong,0.0592140736870364,1407,29091,0.05915819094254034,0.05926995643153246
2018,Urban regions,female,A Little,0.12655770677729136,3430,29091,0.12647898747103845,0.12663642608354428
2018,Urban regions,female,Not at all,0.164097031346069,5210,29091,0.1640093417343614,0.16418472095777661
2018,Rural regions,male,Strong,0.0209723156001824,582,29091,0.02093838898524353,0.021006242215121266
2018,Rural regions,male,A Little,0.05688525920012566,1565,29091,0.056830418626586235,0.056940099773665084
2018,Rural regions,male,Not at all,0.07613146013117306,2589,29091,0.07606866774024268,0.07619425252210343
2018,Rural regions,female,Strong,0.028596637282658058,796,29091,0.028557175460436023,0.028636099104880092
2018,Rural regions,female,A Little,0.06616495102298882,2025,29091,0.0661060979785376,0.06622380406744004
2018,Rural regions,female,Not at all,0.06439290172527837,2400,29091,0.06433478707842136,0.06445101637213538
2020,Urban regions,male,Strong,0.03721172124430812,990,29318,0.03716689694225015,0.037256545546366086
2020,Urban regions,male,A Little,0.11306365893881633,3087,29318,0.11298866675472936,0.11313865112290329
2020,Urban regions,male,Not at all,0.18177373110771103,5831,29318,0.18168240172351768,0.18186506049190437
2020,Urban regions,female,Strong,0.05617218343450478,1340,29318,0.05611765597066256,0.056226710898347
2020,Urban regions,female,A Little,0.1324996998297695,3621,29318,0.13241941185125158,0.13257998780828742
2020,Urban regions,female,Not at all,0.16232645604088541,4994,29318,0.1622391306953748,0.16241378138639603
2020,Rural regions,male,Strong,0.02138411851924481,538,29318,0.021349860672240498,0.021418376366249124
2020,Rural regions,male,A Little,0.06277206446257502,1638,29318,0.06271462450931169,0.06282950441583836
2020,Rural regions,male,Not at all,0.07473585053293422,2478,29318,0.074673576697071,0.07479812436879743
2020,Rural regions,female,Strong,0.028607954916037494,689,29318,0.02856847748013864,0.02864743235193635
2020,Rural regions,female,A Little,0.06897959706247458,1966,29318,0.0689195836689436,0.06903961045600557
2020,Rural regions,female,Not at all,0.06047296391073869,2146,29318,0.060416516564689514,0.06052941125678787
