year,bula_h,hhtyp,petyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Hesse,Couple without children,Yes,0.22981,72,252,0.17776,0.28185
2001,Hesse,Couple without children,No,0.77019,180,252,0.71815,0.82224
2001,Hesse,Couple with children,Yes,0.42505,125,291,0.36815,0.48194
2001,Hesse,Couple with children,No,0.57495,166,291,0.51806,0.63185
2001,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.25974,45,164,0.19242,0.32705
2001,"Rhineland-Palatinate, Saarland",Single-person household,No,0.74026,119,164,0.67295,0.80758
2001,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.38376,79,203,0.31669,0.45082
2001,"Rhineland-Palatinate, Saarland",Couple without children,No,0.61624,124,203,0.54918,0.68331
2001,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.54689,154,281,0.48858,0.60520
2001,"Rhineland-Palatinate, Saarland",Couple with children,No,0.45311,127,281,0.39480,0.51142
2001,Baden-Wuerttemberg,Single-person household,Yes,0.19114,63,325,0.14832,0.23395
2001,Baden-Wuerttemberg,Single-person household,No,0.80886,262,325,0.76605,0.85168
2001,Baden-Wuerttemberg,Couple without children,Yes,0.29848,113,368,0.25167,0.34530
2001,Baden-Wuerttemberg,Couple without children,No,0.70152,255,368,0.65470,0.74833
2001,Baden-Wuerttemberg,Single parent,No,0.65919,53,53,0.53036,0.78802
2001,Baden-Wuerttemberg,Couple with children,Yes,0.43496,222,551,0.39353,0.47640
2001,Baden-Wuerttemberg,Couple with children,No,0.56504,329,551,0.52360,0.60647
2001,Bavaria,Single-person household,Yes,0.21083,93,415,0.17154,0.25012
2001,Bavaria,Single-person household,No,0.78917,322,415,0.74988,0.82846
2001,Bavaria,Couple without children,Yes,0.27558,131,468,0.23506,0.31611
2001,Bavaria,Couple without children,No,0.72442,337,468,0.68389,0.76494
2001,Bavaria,Single parent,Yes,0.40273,45,106,0.30892,0.49654
2001,Bavaria,Single parent,No,0.59727,61,106,0.50346,0.69108
2001,Bavaria,Couple with children,Yes,0.52641,312,584,0.48588,0.56694
2001,Bavaria,Couple with children,No,0.47359,272,584,0.43306,0.51412
2001,Berlin,Single-person household,Yes,0.21417,37,177,0.15356,0.27477
2001,Berlin,Single-person household,No,0.78583,140,177,0.72523,0.84644
2001,Berlin,Couple without children,Yes,0.34652,41,114,0.25878,0.43426
2001,Berlin,Couple without children,No,0.65348,73,114,0.56574,0.74122
2001,Berlin,Couple with children,Yes,0.45879,59,133,0.37378,0.54380
2001,Berlin,Couple with children,No,0.54121,74,133,0.45620,0.62622
2001,Brandenburg,Single-person household,Yes,0.34208,42,119,0.25648,0.42768
2001,Brandenburg,Single-person household,No,0.65792,77,119,0.57232,0.74352
2001,Brandenburg,Couple without children,Yes,0.49455,84,172,0.41961,0.56949
2001,Brandenburg,Couple without children,No,0.50545,88,172,0.43051,0.58039
2001,Brandenburg,Couple with children,Yes,0.67505,110,166,0.60358,0.74651
2001,Brandenburg,Couple with children,No,0.32495,56,166,0.25349,0.39642
2001,Mecklenburg-Western Pomerania,Single-person household,No,0.65031,59,59,0.52758,0.77304
2001,Mecklenburg-Western Pomerania,Couple without children,Yes,0.42368,41,84,0.31737,0.52999
2001,Mecklenburg-Western Pomerania,Couple without children,No,0.57632,43,84,0.47001,0.68263
2001,Mecklenburg-Western Pomerania,Couple with children,Yes,0.64104,53,88,0.54024,0.74184
2001,Mecklenburg-Western Pomerania,Couple with children,No,0.35896,35,88,0.25816,0.45976
2001,Saxony,Single-person household,Yes,0.28473,56,198,0.22171,0.34775
2001,Saxony,Single-person household,No,0.71527,142,198,0.65225,0.77829
2001,Saxony,Couple without children,Yes,0.42399,126,289,0.36691,0.48106
2001,Saxony,Couple without children,No,0.57601,163,289,0.51894,0.63309
2001,Saxony,Couple with children,Yes,0.60812,185,299,0.55270,0.66355
2001,Saxony,Couple with children,No,0.39188,114,299,0.33645,0.44730
2001,Saxony-Anhalt,Single-person household,Yes,0.30354,35,107,0.21601,0.39107
2001,Saxony-Anhalt,Single-person household,No,0.69646,72,107,0.60893,0.78399
2001,Saxony-Anhalt,Couple without children,Yes,0.54141,102,184,0.46921,0.61360
2001,Saxony-Anhalt,Couple without children,No,0.45859,82,184,0.38640,0.53079
2001,Saxony-Anhalt,Couple with children,Yes,0.67747,115,171,0.60720,0.74773
2001,Saxony-Anhalt,Couple with children,No,0.32253,56,171,0.25227,0.39280
2001,Thuringa,Single-person household,Yes,0.31436,41,123,0.23198,0.39675
2001,Thuringa,Single-person household,No,0.68564,82,123,0.60325,0.76802
2001,Thuringa,Couple without children,Yes,0.50293,75,149,0.42238,0.58349
2001,Thuringa,Couple without children,No,0.49707,74,149,0.41651,0.57762
2001,Thuringa,Couple with children,Yes,0.61727,115,177,0.54546,0.68908
2001,Thuringa,Couple with children,No,0.38273,62,177,0.31092,0.45454
2006,Schleswig-Holstein,Single-person household,No,0.85903,82,82,0.78324,0.93481
2006,Schleswig-Holstein,Couple without children,Yes,0.35341,51,148,0.27613,0.43068
2006,Schleswig-Holstein,Couple without children,No,0.64659,97,148,0.56932,0.72387
2006,Schleswig-Holstein,Couple with children,Yes,0.56655,65,117,0.47637,0.65674
2006,Schleswig-Holstein,Couple with children,No,0.43345,52,117,0.34326,0.52363
2006,Hamburg,Single-person household,No,0.89512,69,69,0.82229,0.96795
2006,Hamburg,Couple without children,No,0.73747,43,43,0.60440,0.87055
2006,Hamburg,Couple with children,No,0.68791,31,31,0.52210,0.85371
2006,Lower Saxony,Single-person household,Yes,0.20507,56,252,0.15512,0.25502
2006,Lower Saxony,Single-person household,No,0.79493,196,252,0.74498,0.84488
2006,Lower Saxony,Couple without children,Yes,0.34840,127,367,0.29959,0.39722
2006,Lower Saxony,Couple without children,No,0.65160,240,367,0.60278,0.70041
2006,Lower Saxony,Single parent,Yes,0.46971,34,69,0.35109,0.58834
2006,Lower Saxony,Single parent,No,0.53029,35,69,0.41166,0.64891
2006,Lower Saxony,Couple with children,Yes,0.53642,194,356,0.48455,0.58830
2006,Lower Saxony,Couple with children,No,0.46358,162,356,0.41170,0.51545
2006,North Rhine-Westphalia,Single-person household,Yes,0.20105,134,648,0.17016,0.23193
2006,North Rhine-Westphalia,Single-person household,No,0.79895,514,648,0.76807,0.82984
2006,North Rhine-Westphalia,Couple without children,Yes,0.28333,258,896,0.25381,0.31285
2006,North Rhine-Westphalia,Couple without children,No,0.71667,638,896,0.68715,0.74619
2006,North Rhine-Westphalia,Single parent,Yes,0.38257,62,152,0.30505,0.46010
2006,North Rhine-Westphalia,Single parent,No,0.61743,90,152,0.53990,0.69495
2006,North Rhine-Westphalia,Couple with children,Yes,0.47906,389,803,0.44449,0.51364
2006,North Rhine-Westphalia,Couple with children,No,0.52094,414,803,0.48636,0.55551
2006,Hesse,Single-person household,Yes,0.22474,58,223,0.16983,0.27965
2006,Hesse,Single-person household,No,0.77526,165,223,0.72035,0.83017
2006,Hesse,Couple without children,Yes,0.28990,106,307,0.23906,0.34074
2006,Hesse,Couple without children,No,0.71010,201,307,0.65926,0.76094
2006,Hesse,Couple with children,Yes,0.45800,128,261,0.39744,0.51856
2006,Hesse,Couple with children,No,0.54200,133,261,0.48144,0.60256
2006,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.27625,56,207,0.21519,0.33731
2006,"Rhineland-Palatinate, Saarland",Single-person household,No,0.72375,151,207,0.66269,0.78481
2006,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.34332,73,214,0.27956,0.40709
2006,"Rhineland-Palatinate, Saarland",Couple without children,No,0.65668,141,214,0.59291,0.72044
2006,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.52383,139,238,0.46025,0.58742
2006,"Rhineland-Palatinate, Saarland",Couple with children,No,0.47617,99,238,0.41258,0.53975
2006,Baden-Wuerttemberg,Single-person household,Yes,0.15210,62,387,0.11627,0.18793
2006,Baden-Wuerttemberg,Single-person household,No,0.84790,325,387,0.81207,0.88373
2006,Baden-Wuerttemberg,Couple without children,Yes,0.31425,151,465,0.27201,0.35649
2006,Baden-Wuerttemberg,Couple without children,No,0.68575,314,465,0.64351,0.72799
2006,Baden-Wuerttemberg,Single parent,Yes,0.45188,38,90,0.34849,0.55528
2006,Baden-Wuerttemberg,Single parent,No,0.54812,52,90,0.44472,0.65151
2006,Baden-Wuerttemberg,Couple with children,Yes,0.48266,234,506,0.43908,0.52624
2006,Baden-Wuerttemberg,Couple with children,No,0.51734,272,506,0.47376,0.56092
2006,Bavaria,Single-person household,Yes,0.21617,97,435,0.17744,0.25490
2006,Bavaria,Single-person household,No,0.78383,338,435,0.74510,0.82256
2006,Bavaria,Couple without children,Yes,0.26127,155,566,0.22504,0.29749
2006,Bavaria,Couple without children,No,0.73873,411,566,0.70251,0.77496
2006,Bavaria,Single parent,Yes,0.54834,57,109,0.45448,0.64220
2006,Bavaria,Single parent,No,0.45166,52,109,0.35780,0.54552
2006,Bavaria,Couple with children,Yes,0.55792,315,583,0.51758,0.59827
2006,Bavaria,Couple with children,No,0.44208,268,583,0.40173,0.48242
2006,Berlin,Single-person household,No,0.82580,150,150,0.76489,0.88670
2006,Berlin,Couple without children,Yes,0.32215,57,151,0.24737,0.39693
2006,Berlin,Couple without children,No,0.67785,94,151,0.60307,0.75263
2006,Berlin,Couple with children,Yes,0.42348,48,110,0.33072,0.51624
2006,Berlin,Couple with children,No,0.57652,62,110,0.48376,0.66928
2006,Brandenburg,Single-person household,Yes,0.33614,47,142,0.25816,0.41411
2006,Brandenburg,Single-person household,No,0.66386,95,142,0.58589,0.74184
2006,Brandenburg,Couple without children,Yes,0.48737,96,187,0.41554,0.55921
2006,Brandenburg,Couple without children,No,0.51263,91,187,0.44079,0.58446
2006,Brandenburg,Couple with children,Yes,0.69197,103,153,0.61857,0.76537
2006,Brandenburg,Couple with children,No,0.30803,50,153,0.23463,0.38143
2006,Mecklenburg-Western Pomerania,Single-person household,No,0.69515,61,61,0.57867,0.81163
2006,Mecklenburg-Western Pomerania,Couple without children,Yes,0.46567,46,103,0.36887,0.56248
2006,Mecklenburg-Western Pomerania,Couple without children,No,0.53433,57,103,0.43752,0.63113
2006,Mecklenburg-Western Pomerania,Couple with children,Yes,0.67567,58,89,0.57787,0.77348
2006,Mecklenburg-Western Pomerania,Couple with children,No,0.32433,31,89,0.22652,0.42213
2006,Saxony,Single-person household,Yes,0.24418,60,243,0.19006,0.29831
2006,Saxony,Single-person household,No,0.75582,183,243,0.70169,0.80994
2006,Saxony,Couple without children,Yes,0.41253,129,323,0.35876,0.46630
2006,Saxony,Couple without children,No,0.58747,194,323,0.53370,0.64124
2006,Saxony,Single parent,Yes,0.56784,31,31,0.39058,0.74511
2006,Saxony,Couple with children,Yes,0.58940,152,244,0.52755,0.65125
2006,Saxony,Couple with children,No,0.41060,92,244,0.34875,0.47245
2006,Saxony-Anhalt,Single-person household,Yes,0.27145,35,131,0.19500,0.34790
2006,Saxony-Anhalt,Single-person household,No,0.72855,96,131,0.65210,0.80500
2006,Saxony-Anhalt,Couple without children,Yes,0.50824,94,178,0.43459,0.58189
2006,Saxony-Anhalt,Couple without children,No,0.49176,84,178,0.41811,0.56541
2006,Saxony-Anhalt,Couple with children,Yes,0.70575,105,153,0.63331,0.77820
2006,Saxony-Anhalt,Couple with children,No,0.29425,48,153,0.22180,0.36669
2006,Thuringa,Single-person household,Yes,0.27411,47,144,0.20100,0.34722
2006,Thuringa,Single-person household,No,0.72589,97,144,0.65278,0.79900
2006,Thuringa,Couple without children,Yes,0.37896,73,167,0.30516,0.45276
2006,Thuringa,Couple without children,No,0.62104,94,167,0.54724,0.69484
2006,Thuringa,Couple with children,Yes,0.65992,110,160,0.58628,0.73355
2006,Thuringa,Couple with children,No,0.34008,50,160,0.26645,0.41372
2011,Schleswig-Holstein,Single-person household,No,0.83337,98,98,0.75921,0.90753
2011,Schleswig-Holstein,Couple without children,Yes,0.30613,52,166,0.23580,0.37645
2011,Schleswig-Holstein,Couple without children,No,0.69143,114,166,0.62095,0.76191
2011,Schleswig-Holstein,Couple with children,Yes,0.43750,53,97,0.33827,0.53674
2011,Schleswig-Holstein,Couple with children,No,0.30956,44,97,0.21708,0.40205
2011,Hamburg,Single-person household,No,0.82127,61,61,0.72432,0.91821
2011,Hamburg,Couple without children,No,0.78731,56,56,0.67916,0.89546
2011,Lower Saxony,Single-person household,Yes,0.19948,65,272,0.15190,0.24706
2011,Lower Saxony,Single-person household,No,0.79921,207,272,0.75152,0.84691
2011,Lower Saxony,Couple without children,Yes,0.33059,136,427,0.28592,0.37526
2011,Lower Saxony,Couple without children,No,0.66918,291,427,0.62450,0.71386
2011,Lower Saxony,Single parent,Yes,0.22134,33,33,0.07750,0.36518
2011,Lower Saxony,Couple with children,Yes,0.47051,164,307,0.41458,0.52643
2011,Lower Saxony,Couple with children,No,0.32830,143,307,0.27568,0.38091
2011,North Rhine-Westphalia,Single-person household,Yes,0.20189,126,631,0.17055,0.23324
2011,North Rhine-Westphalia,Single-person household,No,0.79474,505,631,0.76320,0.82628
2011,North Rhine-Westphalia,Couple without children,Yes,0.31424,264,847,0.28296,0.34552
2011,North Rhine-Westphalia,Couple without children,No,0.68576,583,847,0.65448,0.71704
2011,North Rhine-Westphalia,Single parent,Yes,0.19980,67,154,0.13644,0.26316
2011,North Rhine-Westphalia,Single parent,No,0.31003,87,154,0.23675,0.38332
2011,North Rhine-Westphalia,Couple with children,Yes,0.36951,324,682,0.33326,0.40576
2011,North Rhine-Westphalia,Couple with children,No,0.44738,358,682,0.41004,0.48473
2011,Hesse,Single-person household,Yes,0.22985,52,231,0.17548,0.28423
2011,Hesse,Single-person household,No,0.76614,179,231,0.71144,0.82085
2011,Hesse,Couple without children,Yes,0.33049,109,283,0.27559,0.38539
2011,Hesse,Couple without children,No,0.66951,174,283,0.61461,0.72441
2011,Hesse,Single parent,No,0.31694,39,39,0.16900,0.46488
2011,Hesse,Couple with children,Yes,0.48636,134,246,0.42377,0.54895
2011,Hesse,Couple with children,No,0.31670,112,246,0.25845,0.37495
2011,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.25742,59,225,0.20016,0.31468
2011,"Rhineland-Palatinate, Saarland",Single-person household,No,0.74258,166,225,0.68532,0.79984
2011,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.34181,84,234,0.28090,0.40271
2011,"Rhineland-Palatinate, Saarland",Couple without children,No,0.65819,150,234,0.59729,0.71910
2011,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.40543,113,188,0.33505,0.47580
2011,"Rhineland-Palatinate, Saarland",Couple with children,No,0.37713,75,188,0.30767,0.44660
2011,Baden-Wuerttemberg,Single-person household,Yes,0.21942,91,399,0.17876,0.26008
2011,Baden-Wuerttemberg,Single-person household,No,0.78058,308,399,0.73992,0.82124
2011,Baden-Wuerttemberg,Couple without children,Yes,0.29240,155,486,0.25192,0.33288
2011,Baden-Wuerttemberg,Couple without children,No,0.70632,331,486,0.66578,0.74685
2011,Baden-Wuerttemberg,Single parent,No,0.41991,58,58,0.29178,0.54803
2011,Baden-Wuerttemberg,Couple with children,Yes,0.39558,194,407,0.34801,0.44314
2011,Baden-Wuerttemberg,Couple with children,No,0.38401,213,407,0.33670,0.43132
2011,Bavaria,Single-person household,Yes,0.22587,106,511,0.18957,0.26216
2011,Bavaria,Single-person household,No,0.77214,405,511,0.73573,0.80854
2011,Bavaria,Couple without children,Yes,0.29955,203,655,0.26445,0.33466
2011,Bavaria,Couple without children,No,0.70045,452,655,0.66534,0.73555
2011,Bavaria,Single parent,Yes,0.30318,57,113,0.21805,0.38831
2011,Bavaria,Single parent,No,0.24785,56,113,0.16789,0.32782
2011,Bavaria,Couple with children,Yes,0.43874,316,531,0.39649,0.48099
2011,Bavaria,Couple with children,No,0.35223,215,531,0.31156,0.39290
2011,Berlin,Single-person household,Yes,0.15252,39,212,0.10401,0.20103
2011,Berlin,Single-person household,No,0.84681,173,212,0.79822,0.89541
2011,Berlin,Couple without children,Yes,0.28766,51,167,0.21879,0.35652
2011,Berlin,Couple without children,No,0.71234,116,167,0.64348,0.78121
2011,Berlin,Couple with children,Yes,0.27431,38,94,0.18363,0.36499
2011,Berlin,Couple with children,No,0.52375,56,94,0.42224,0.62526
2011,Brandenburg,Single-person household,Yes,0.33085,53,156,0.25678,0.40493
2011,Brandenburg,Single-person household,No,0.66847,103,156,0.59435,0.74258
2011,Brandenburg,Couple without children,Yes,0.46828,94,206,0.39998,0.53659
2011,Brandenburg,Couple without children,No,0.53172,112,206,0.46341,0.60002
2011,Brandenburg,Couple with children,Yes,0.44094,67,114,0.34940,0.53249
2011,Brandenburg,Couple with children,No,0.33243,47,114,0.24557,0.41929
2011,Mecklenburg-Western Pomerania,Single-person household,No,0.78877,78,78,0.69760,0.87995
2011,Mecklenburg-Western Pomerania,Couple without children,Yes,0.38923,47,122,0.30235,0.47611
2011,Mecklenburg-Western Pomerania,Couple without children,No,0.61077,75,122,0.52389,0.69765
2011,Mecklenburg-Western Pomerania,Couple with children,Yes,0.56841,42,42,0.41680,0.72002
2011,Saxony,Single-person household,Yes,0.29295,63,236,0.23476,0.35114
2011,Saxony,Single-person household,No,0.70705,173,236,0.64886,0.76524
2011,Saxony,Couple without children,Yes,0.39183,114,306,0.33705,0.44662
2011,Saxony,Couple without children,No,0.60817,192,306,0.55338,0.66295
2011,Saxony,Couple with children,Yes,0.54486,131,202,0.47601,0.61370
2011,Saxony,Couple with children,No,0.25571,71,202,0.19540,0.31602
2011,Saxony-Anhalt,Single-person household,Yes,0.25101,44,153,0.18207,0.31994
2011,Saxony-Anhalt,Single-person household,No,0.74612,109,153,0.67692,0.81531
2011,Saxony-Anhalt,Couple without children,Yes,0.46474,85,185,0.39268,0.53681
2011,Saxony-Anhalt,Couple without children,No,0.53526,100,185,0.46319,0.60732
2011,Saxony-Anhalt,Couple with children,Yes,0.64049,87,130,0.55768,0.72330
2011,Saxony-Anhalt,Couple with children,No,0.16655,43,130,0.10225,0.23084
2011,Thuringa,Single-person household,Yes,0.26005,39,164,0.19271,0.32739
2011,Thuringa,Single-person household,No,0.73995,125,164,0.67261,0.80729
2011,Thuringa,Couple without children,Yes,0.46416,82,193,0.39362,0.53470
2011,Thuringa,Couple without children,No,0.53584,111,193,0.46530,0.60638
2011,Thuringa,Couple with children,Yes,0.35937,77,121,0.27352,0.44522
2011,Thuringa,Couple with children,No,0.36794,44,121,0.28165,0.45422
2016,Schleswig-Holstein,Single-person household,Yes,0.26334,32,127,0.18643,0.34024
2016,Schleswig-Holstein,Single-person household,No,0.72365,95,127,0.64556,0.80173
2016,Schleswig-Holstein,Couple without children,Yes,0.37048,40,131,0.28746,0.45350
2016,Schleswig-Holstein,Couple without children,No,0.62817,91,131,0.54509,0.71125
2016,Schleswig-Holstein,Single parent,Yes,0.57077,36,36,0.40678,0.73475
2016,Schleswig-Holstein,Couple with children,Yes,0.57566,94,176,0.50243,0.64889
2016,Schleswig-Holstein,Couple with children,No,0.41606,82,176,0.34303,0.48909
2016,Hamburg,Single-person household,No,0.80618,57,57,0.70265,0.90971
2016,Hamburg,Couple without children,No,0.72710,52,52,0.60484,0.84935
2016,Hamburg,Couple with children,No,0.75210,61,61,0.64284,0.86136
2016,Lower Saxony,Single-person household,Yes,0.22141,69,289,0.17346,0.26936
2016,Lower Saxony,Single-person household,No,0.77185,220,289,0.72338,0.82031
2016,Lower Saxony,Couple without children,Yes,0.32038,122,393,0.27419,0.36657
2016,Lower Saxony,Couple without children,No,0.67838,271,393,0.63214,0.72462
2016,Lower Saxony,Single parent,Yes,0.51081,82,155,0.43185,0.58976
2016,Lower Saxony,Single parent,No,0.48353,73,155,0.40460,0.56245
2016,Lower Saxony,Couple with children,Yes,0.52758,259,478,0.48278,0.57239
2016,Lower Saxony,Couple with children,No,0.46306,219,478,0.41831,0.50780
2016,North Rhine-Westphalia,Single-person household,Yes,0.17959,103,607,0.14903,0.21016
2016,North Rhine-Westphalia,Single-person household,No,0.81265,504,607,0.78158,0.84371
2016,North Rhine-Westphalia,Couple without children,Yes,0.27655,219,785,0.24524,0.30786
2016,North Rhine-Westphalia,Couple without children,No,0.72264,566,785,0.69130,0.75398
2016,North Rhine-Westphalia,Single parent,Yes,0.41981,135,314,0.36513,0.47448
2016,North Rhine-Westphalia,Single parent,No,0.57238,179,314,0.51757,0.62719
2016,North Rhine-Westphalia,Couple with children,Yes,0.43042,467,1139,0.40165,0.45918
2016,North Rhine-Westphalia,Couple with children,No,0.56111,672,1139,0.53228,0.58994
2016,North Rhine-Westphalia,Other Combinations,No,0.81254,34,34,0.67938,0.94570
2016,Hesse,Single-person household,Yes,0.18062,44,209,0.12834,0.23290
