year,pgisced97,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Second Stage of Tertiary Education,Strong,0.06439,405,6949,0.05862,0.07016
2018,Second Stage of Tertiary Education,A Little,0.25981,1771,6949,0.24950,0.27012
2018,Second Stage of Tertiary Education,Not at all,0.67580,4773,6949,0.66479,0.68681
2020,No answer / don't know,Strong,0.07883,96,1043,0.06247,0.09519
2020,No answer / don't know,A Little,0.21362,261,1043,0.18874,0.23851
2020,No answer / don't know,Not at all,0.70755,686,1043,0.67993,0.73517
2020,Pre-primary Level,A Little,0.10928,48,359,0.07696,0.14159
2020,Pre-primary Level,Not at all,0.88500,311,359,0.85195,0.91805
2020,Primary Level,Strong,0.24307,250,1806,0.22328,0.26286
2020,Primary Level,A Little,0.33467,497,1806,0.31290,0.35644
2020,Primary Level,Not at all,0.42225,1059,1806,0.39947,0.44504
2020,Lower Secondary Level,Strong,0.18623,443,3228,0.17280,0.19966
2020,Lower Secondary Level,A Little,0.35541,994,3228,0.33889,0.37192
2020,Lower Secondary Level,Not at all,0.45837,1791,3228,0.44118,0.47556
2020,Upper Secondary Level,Strong,0.13847,1297,11351,0.13212,0.14483
2020,Upper Secondary Level,A Little,0.37453,3938,11351,0.36562,0.38343
2020,Upper Secondary Level,Not at all,0.48700,6116,11351,0.47780,0.49619
2020,Post-secondary Non-tertiary Level,Strong,0.06836,139,2352,0.05816,0.07856
2020,Post-secondary Non-tertiary Level,A Little,0.29828,700,2352,0.27978,0.31677
2020,Post-secondary Non-tertiary Level,Not at all,0.63336,1513,2352,0.61388,0.65284
2020,First Stage of Tertiary Education,Strong,0.10216,128,1457,0.08661,0.11772
2020,First Stage of Tertiary Education,A Little,0.36381,514,1457,0.33910,0.38852
2020,First Stage of Tertiary Education,Not at all,0.53403,815,1457,0.50840,0.55965
2020,Second Stage of Tertiary Education,Strong,0.06250,423,7751,0.05711,0.06788
2020,Second Stage of Tertiary Education,A Little,0.28237,2054,7751,0.27235,0.29239
2020,Second Stage of Tertiary Education,Not at all,0.65513,5274,7751,0.64455,0.66571
2022,No answer / don't know,Strong,0.08994,276,3411,0.08034,0.09954
2022,No answer / don't know,A Little,0.29831,964,3411,0.28295,0.31366
2022,No answer / don't know,Not at all,0.61175,2171,3411,0.59539,0.62811
2022,Pre-primary Level,A Little,0.20023,73,301,0.15495,0.24552
2022,Pre-primary Level,Not at all,0.73202,228,301,0.68190,0.78214
2022,Primary Level,Strong,0.23644,161,842,0.20773,0.26516
2022,Primary Level,A Little,0.39566,332,842,0.36261,0.42871
2022,Primary Level,Not at all,0.36790,349,842,0.33531,0.40049
2022,Lower Secondary Level,Strong,0.24736,325,1874,0.22782,0.26690
2022,Lower Secondary Level,A Little,0.37218,686,1874,0.35029,0.39407
2022,Lower Secondary Level,Not at all,0.38047,863,1874,0.35848,0.40245
2022,Upper Secondary Level,Strong,0.14934,1118,9221,0.14206,0.15661
2022,Upper Secondary Level,A Little,0.38579,3366,9221,0.37586,0.39573
2022,Upper Secondary Level,Not at all,0.46487,4737,9221,0.45469,0.47505
2022,Post-secondary Non-tertiary Level,Strong,0.08268,150,2198,0.07116,0.09419
2022,Post-secondary Non-tertiary Level,A Little,0.33592,699,2198,0.31617,0.35567
2022,Post-secondary Non-tertiary Level,Not at all,0.58140,1349,2198,0.56078,0.60203
2022,First Stage of Tertiary Education,Strong,0.13502,149,1364,0.11688,0.15316
2022,First Stage of Tertiary Education,A Little,0.36208,492,1364,0.33656,0.38759
2022,First Stage of Tertiary Education,Not at all,0.50290,723,1364,0.47636,0.52945
2022,Second Stage of Tertiary Education,Strong,0.06737,465,8656,0.06209,0.07265
2022,Second Stage of Tertiary Education,A Little,0.28969,2306,8656,0.28014,0.29925
2022,Second Stage of Tertiary Education,Not at all,0.64293,5885,8656,0.63284,0.65303
