syear,regtyp,ple0004,proportion,n,lower_confidence,upper_confidence
2010,Rural regions,1.0,0.03963855421686747,24328,0.03718678759132854,0.042090320842406395
2012,Urban regions,3.0,0.3713684828328279,28166,0.3657256903237975,0.37701127534185835
2012,Urban regions,2.0,0.19730020541915289,28166,0.1926525509966459,0.20194785984165986
2012,Rural regions,3.0,0.1896703511689328,28166,0.1850918421634633,0.1942488601744023
2012,Rural regions,2.0,0.1272620561479018,28166,0.12336994816533467,0.1311541641304689
2012,Urban regions,1.0,0.06837523231928005,28166,0.06542766722868469,0.07132279740987542
2012,Rural regions,1.0,0.04602367211190453,28166,0.04357656535349645,0.048470778870312606
2014,Urban regions,3.0,0.40947126777251186,27654,0.40367552202531115,0.41526701351971257
2014,Rural regions,3.0,0.20542061611374407,27654,0.20065885337638972,0.21018237885109842
2014,Urban regions,2.0,0.178280509478673,27654,0.173769322588782,0.182791696368564
2014,Rural regions,2.0,0.10726451421800948,27654,0.10361725587597392,0.11091177256004503
2014,Urban regions,1.0,0.0632034952606635,27654,0.060335553875309145,0.06607143664601786
2014,Rural regions,1.0,0.0363595971563981,27654,0.034153400999270764,0.03856579331352544
2016,Urban regions,3.0,0.4106496193925061,27798,0.40486637170908024,0.41643286707593197
2016,Rural regions,3.0,0.2038651984332274,27798,0.19912917167400304,0.20860122519245175
2016,Urban regions,2.0,0.1808070356958096,27798,0.1762827495380311,0.1853313218535881
2016,Rural regions,2.0,0.10560934151208336,27798,0.1019963737145036,0.10922230930966312
2016,Urban regions,1.0,0.06285566476978789,27798,0.06000251381350622,0.06570881572606957
2016,Rural regions,1.0,0.03621314019658562,27798,0.034016935128106225,0.038409345265065016
2017,Urban regions,3.0,0.45311653116531164,31140,0.4475874989730616,0.4586455633575617
2017,Rural regions,3.0,0.23197831978319783,31140,0.22729010816952083,0.23666653139687482
2017,Urban regions,2.0,0.15392953929539296,31140,0.14992123191565118,0.15793784667513475
2017,Rural regions,2.0,0.07046070460704607,31140,0.06761818064057343,0.0733032285735187
2017,Urban regions,1.0,0.06287262872628727,31140,0.06017658527072874,0.0655686721818458
2017,Rural regions,1.0,0.027642276422764227,31140,0.02582133194424057,0.029463220901287883
2018,Urban regions,3.0,0.40713377547163326,29779,0.4015535989504489,0.41271395199281763
2018,Rural regions,3.0,0.20102401979313425,29779,0.19647212878464654,0.20557591080162196
2018,Urban regions,2.0,0.18590426445826605,29779,0.18148567723455314,0.19032285168197896
2018,Rural regions,2.0,0.10710972131541871,29779,0.10359723607121242,0.110622206559625
2018,Urban regions,1.0,0.06474004329748119,29779,0.06194522434658405,0.06753486224837833
2018,Rural regions,1.0,0.03408817566406653,29779,0.03202720581946501,0.036149145508668046
2019,Urban regions,3.0,0.3953488372093023,29565,0.3897755707307447,0.4009221036878599
2019,Rural regions,3.0,0.2596899224806202,29565,0.2546918619820554,0.26468798297918494
2019,Urban regions,2.0,0.13953488372093023,29565,0.13558508321290721,0.14348468422895325
2019,Urban regions,1.0,0.09302325581395349,29565,0.08971224214789465,0.09633426948001232
2019,Rural regions,2.0,0.06589147286821706,29565,0.0630634663527391,0.06871947938369502
2019,Rural regions,1.0,0.046511627906976744,29565,0.0441111064054896,0.04891214940846389
2020,Urban regions,3.0,0.4127768313458262,29899,0.40719615305742224,0.4183575096342302
2020,Urban regions,2.0,0.20197614991482113,29899,0.19742537118033135,0.2065269286493109
2020,Rural regions,3.0,0.18568994889267462,29899,0.18128220009344995,0.1900976976918993
2020,Rural regions,2.0,0.10487223168654174,29899,0.10139926586232535,0.10834519751075812
2020,Urban regions,1.0,0.06265758091993186,29899,0.05991054911774629,0.06540461272211742
2020,Rural regions,1.0,0.03202725724020443,29899,0.030031447315955143,0.03402306716445371
2021,Urban regions,3.0,0.41365461847389556,19931,0.40681727779126375,0.4204919591565274
2021,Urban regions,2.0,0.26506024096385544,19931,0.25893265105443564,0.27118783087327525
2021,Urban regions,1.0,0.1606425702811245,19931,0.15554462325384133,0.16574051730840766
2021,Rural regions,3.0,0.08032128514056225,19931,0.07654795400924873,0.08409461627187577
2021,Rural regions,2.0,0.060240963855421686,19931,0.05693768119306691,0.06354424651777646
2021,Rural regions,1.0,0.020080321285140562,19931,0.018132845371517037,0.022027797198764087
