year,migback,sampreg,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Direct migration background,West,Strong,0.12929,282,2263,0.11546,0.14312
2006,Direct migration background,West,A Little,0.34755,739,2263,0.32793,0.36718
2006,Direct migration background,West,Not at all,0.52316,1242,2263,0.50258,0.54374
2006,Direct migration background,East,A Little,0.36642,49,85,0.26338,0.46946
2006,Direct migration background,East,Not at all,0.40728,36,85,0.30220,0.51235
2006,Indirect migration background,West,A Little,0.15169,115,753,0.12605,0.17732
2006,Indirect migration background,West,Not at all,0.81934,638,753,0.79184,0.84684
2008,No migration background,West,Strong,0.11881,1225,11965,0.11301,0.12461
2008,No migration background,West,A Little,0.30295,3448,11965,0.29472,0.31118
2008,No migration background,West,Not at all,0.57824,7292,11965,0.56939,0.58709
2008,No migration background,East,Strong,0.11934,513,4640,0.11001,0.12867
2008,No migration background,East,A Little,0.35143,1601,4640,0.33769,0.36517
2008,No migration background,East,Not at all,0.52923,2526,4640,0.51487,0.54359
2008,Direct migration background,West,Strong,0.13112,233,1821,0.11561,0.14663
2008,Direct migration background,West,A Little,0.32219,559,1821,0.30072,0.34366
2008,Direct migration background,West,Not at all,0.54670,1029,1821,0.52383,0.56957
2008,Direct migration background,East,A Little,0.50334,40,40,0.34642,0.66026
2008,Indirect migration background,West,A Little,0.13422,101,698,0.10891,0.15952
2008,Indirect migration background,West,Not at all,0.82285,597,698,0.79450,0.85119
2008,Indirect migration background,East,Not at all,0.71503,31,31,0.55350,0.87656
2014,No migration background,West,Strong,0.12064,1474,14933,0.11542,0.12586
2014,No migration background,West,A Little,0.31323,4253,14933,0.30579,0.32066
2014,No migration background,West,Not at all,0.56613,9206,14933,0.55819,0.57408
2014,No migration background,East,Strong,0.14938,642,5109,0.13961,0.15916
2014,No migration background,East,A Little,0.36699,1788,5109,0.35378,0.38021
2014,No migration background,East,Not at all,0.48362,2679,5109,0.46992,0.49733
2014,Direct migration background,West,Strong,0.12964,470,4905,0.12024,0.13905
2014,Direct migration background,West,A Little,0.26954,1257,4905,0.25712,0.28196
2014,Direct migration background,West,Not at all,0.60081,3178,4905,0.58710,0.61452
2014,Direct migration background,East,Strong,0.15878,46,366,0.12128,0.19627
2014,Direct migration background,East,A Little,0.26878,111,366,0.22330,0.31426
2014,Direct migration background,East,Not at all,0.57245,209,366,0.52169,0.62320
2014,Indirect migration background,West,Strong,0.03358,56,1606,0.02477,0.04240
2014,Indirect migration background,West,A Little,0.18453,291,1606,0.16555,0.20351
2014,Indirect migration background,West,Not at all,0.78189,1259,1606,0.76169,0.80209
2014,Indirect migration background,East,Not at all,0.89474,76,76,0.82528,0.96419
2016,No migration background,West,Strong,0.12422,1367,13174,0.11859,0.12986
2016,No migration background,West,A Little,0.31817,3951,13174,0.31021,0.32612
2016,No migration background,West,Not at all,0.55761,7856,13174,0.54913,0.56609
2016,No migration background,East,Strong,0.13523,567,4550,0.12529,0.14516
2016,No migration background,East,A Little,0.35899,1631,4550,0.34505,0.37293
2016,No migration background,East,Not at all,0.50578,2352,4550,0.49126,0.52031
2016,Direct migration background,West,Strong,0.11401,602,7005,0.10657,0.12146
2016,Direct migration background,West,A Little,0.28654,1648,7005,0.27595,0.29713
2016,Direct migration background,West,Not at all,0.59944,4755,7005,0.58797,0.61092
2016,Direct migration background,East,Strong,0.08812,86,874,0.06932,0.10692
2016,Direct migration background,East,A Little,0.25124,237,874,0.22246,0.28001
2016,Direct migration background,East,Not at all,0.66064,551,874,0.62923,0.69205
2016,Indirect migration background,West,Strong,0.03397,53,1361,0.02434,0.04360
2016,Indirect migration background,West,A Little,0.17691,268,1361,0.15663,0.19719
2016,Indirect migration background,West,Not at all,0.78911,1040,1361,0.76743,0.81079
2016,Indirect migration background,East,Not at all,0.78252,76,76,0.68916,0.87588
2018,No migration background,West,Strong,0.12196,1450,14384,0.11661,0.12731
2018,No migration background,West,A Little,0.32011,4239,14384,0.31248,0.32773
2018,No migration background,West,Not at all,0.55794,8695,14384,0.54982,0.56605
2018,No migration background,East,Strong,0.12838,583,4992,0.11910,0.13766
2018,No migration background,East,A Little,0.36202,1786,4992,0.34869,0.37535
2018,No migration background,East,Not at all,0.50960,2623,4992,0.49573,0.52347
2018,Direct migration background,West,Strong,0.12536,717,7239,0.11773,0.13299
2018,Direct migration background,West,A Little,0.29330,1913,7239,0.28281,0.30379
2018,Direct migration background,West,Not at all,0.58134,4609,7239,0.56997,0.59271
2018,Direct migration background,East,Strong,0.05250,65,884,0.03779,0.06721
2018,Direct migration background,East,A Little,0.26919,259,884,0.23994,0.29845
2018,Direct migration background,East,Not at all,0.67831,560,884,0.64750,0.70912
2018,Indirect migration background,West,Strong,0.03589,55,1487,0.02643,0.04535
2018,Indirect migration background,West,A Little,0.21168,299,1487,0.19091,0.23245
2018,Indirect migration background,West,Not at all,0.75244,1133,1487,0.73049,0.77438
2018,Indirect migration background,East,A Little,0.24808,31,109,0.16663,0.32954
2018,Indirect migration background,East,Not at all,0.72582,78,109,0.64169,0.80996
2020,No migration background,West,Strong,0.11667,1291,13782,0.11131,0.12203
2020,No migration background,West,A Little,0.33678,4377,13782,0.32889,0.34467
2020,No migration background,West,Not at all,0.54656,8114,13782,0.53824,0.55487
2020,No migration background,East,Strong,0.13152,542,4698,0.12185,0.14118
2020,No migration background,East,A Little,0.35808,1686,4698,0.34437,0.37179
2020,No migration background,East,Not at all,0.51040,2470,4698,0.49611,0.52470
2020,Direct migration background,West,Strong,0.12641,787,8338,0.11927,0.13354
2020,Direct migration background,West,A Little,0.35520,2305,8338,0.34493,0.36547
2020,Direct migration background,West,Not at all,0.51839,5246,8338,0.50767,0.52912
2020,Direct migration background,East,Strong,0.10229,96,1002,0.08352,0.12107
2020,Direct migration background,East,A Little,0.29976,276,1002,0.27138,0.32814
2020,Direct migration background,East,Not at all,0.59795,630,1002,0.56757,0.62832
2020,Indirect migration background,West,Strong,0.04680,58,1415,0.03579,0.05781
2020,Indirect migration background,West,A Little,0.23187,331,1415,0.20987,0.25386
2020,Indirect migration background,West,Not at all,0.72133,1026,1415,0.69796,0.74470
2020,Indirect migration background,East,A Little,0.18763,31,110,0.11434,0.26093
2020,Indirect migration background,East,Not at all,0.78402,79,110,0.70676,0.86127
2022,No migration background,West,Strong,0.11979,1212,13637,0.11434,0.12524
2022,No migration background,West,A Little,0.34599,4383,13637,0.33800,0.35397
2022,No migration background,West,Not at all,0.53422,8042,13637,0.52585,0.54259
2022,No migration background,East,Strong,0.14027,512,4668,0.13031,0.15023
2022,No migration background,East,A Little,0.35895,1647,4668,0.34519,0.37272
2022,No migration background,East,Not at all,0.50077,2509,4668,0.48643,0.51512
2022,Direct migration background,West,Strong,0.14643,743,7101,0.13821,0.15465
2022,Direct migration background,West,A Little,0.33417,2146,7101,0.32320,0.34514
2022,Direct migration background,West,Not at all,0.51940,4212,7101,0.50777,0.53102
2022,Direct migration background,East,Strong,0.09417,90,1016,0.07620,0.11214
2022,Direct migration background,East,A Little,0.34321,322,1016,0.31400,0.37242
2022,Direct migration background,East,Not at all,0.56262,604,1016,0.53210,0.59314
2022,Indirect migration background,West,Strong,0.06130,89,1291,0.04821,0.07439
2022,Indirect migration background,West,A Little,0.30917,366,1291,0.28395,0.33439
2022,Indirect migration background,West,Not at all,0.62953,836,1291,0.60318,0.65589
2022,Indirect migration background,East,A Little,0.21551,49,147,0.14881,0.28220
2022,Indirect migration background,East,Not at all,0.62729,98,147,0.54886,0.70572
