year,age_gr,pgisced97,ple0004,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2002,46-65 y.,Second Stage of Tertiary Education,A Little,0.019616625429993477,590,22412,0.019583171512980578,0.019650079347006376
2002,46-65 y.,Second Stage of Tertiary Education,Not at all,0.03829096590519069,1336,22412,0.038244673807035674,0.038337258003345705
2002,66 and older,Lower Secondary Level,Strong,0.01990132211515062,292,22412,0.01986763120660604,0.0199350130236952
2002,66 and older,Lower Secondary Level,A Little,0.022085032082112734,338,22412,0.022049580434765594,0.022120483729459874
2002,66 and older,Lower Secondary Level,Not at all,0.009610201355172137,157,22412,0.009586666789962464,0.00963373592038181
2002,66 and older,Upper Secondary Level,Strong,0.03534513102226779,556,22412,0.035300587184192204,0.03538967486034337
2002,66 and older,Upper Secondary Level,A Little,0.05183499699989829,858,22412,0.05178151712827086,0.05188847687152572
2002,66 and older,Upper Secondary Level,Not at all,0.02533308180786432,430,22412,0.025295175718495575,0.025370987897233067
2002,66 and older,Post-secondary Non-tertiary Level,Strong,0.002285268624943042,34,22412,0.0022737497867566015,0.002296787463129483
2002,66 and older,Post-secondary Non-tertiary Level,A Little,0.0026635125295859335,43,22412,0.0026510792676665913,0.0026759457915052757
2002,66 and older,First Stage of Tertiary Education,Strong,0.0035715785669274427,54,22412,0.0035571875987150826,0.0035859695351398027
2002,66 and older,First Stage of Tertiary Education,A Little,0.007598909020916828,129,22412,0.007577960368278912,0.007619857673554745
2002,66 and older,First Stage of Tertiary Education,Not at all,0.0031319566547630164,56,22412,0.003118477471902832,0.0031454358376232006
2002,66 and older,Second Stage of Tertiary Education,Strong,0.004882154743627736,87,22412,0.004865340401339225,0.004898969085916248
2002,66 and older,Second Stage of Tertiary Education,A Little,0.012711797798264196,263,22412,0.012684773008861536,0.012738822587666856
2002,66 and older,Second Stage of Tertiary Education,Not at all,0.007608613878795551,192,22412,0.007587651955758388,0.007629575801832714
2004,17-29 y.,Pre-primary Level,A Little,0.0020205012834275476,52,20938,0.002009665674313375,0.00203133689254172
2004,17-29 y.,Pre-primary Level,Not at all,0.020843186497078524,580,20938,0.020808714127513898,0.02087765886664315
2004,17-29 y.,Primary Level,Not at all,0.00200018269451025,32,20938,0.001989401595903137,0.002010963793117363
2004,17-29 y.,Lower Secondary Level,A Little,0.004374110625118018,93,20938,0.004358186487342796,0.004390034762893239
2004,17-29 y.,Lower Secondary Level,Not at all,0.03301206206239215,666,20938,0.032968948906995824,0.033055175217788474
2004,17-29 y.,Upper Secondary Level,A Little,0.01007706414985381,233,20938,0.010052963394202492,0.010101164905505128
2004,17-29 y.,Upper Secondary Level,Not at all,0.06383048786236252,1448,20938,0.06377150113751301,0.06388947458721203
2004,17-29 y.,Post-secondary Non-tertiary Level,A Little,0.0014240909648969137,40,20938,0.0014149913636334437,0.0014331905661603838
2004,17-29 y.,Post-secondary Non-tertiary Level,Not at all,0.010415131887548543,234,20938,0.01039063438201516,0.010439629393081925
2004,17-29 y.,First Stage of Tertiary Education,Not at all,0.003240958317699242,77,20938,0.0032272433506245436,0.00325467328477394
2004,17-29 y.,Second Stage of Tertiary Education,Not at all,0.006735610255671691,166,20938,0.006715873132010754,0.006755347379332628
2004,30-45 y.,Primary Level,Not at all,0.0019410919988239541,41,20938,0.0019304710307849135,0.0019517129668629948
2004,30-45 y.,Lower Secondary Level,A Little,0.005513590229703254,113,20938,0.005495722078288821,0.005531458381117687
2004,30-45 y.,Lower Secondary Level,Not at all,0.013317932586436279,288,20938,0.013290271452579135,0.013345593720293423
2004,30-45 y.,Upper Secondary Level,Strong,0.005185854879612794,95,20938,0.005168523061999539,0.00520318669722605
2004,30-45 y.,Upper Secondary Level,A Little,0.03642316639513493,737,20938,0.03637796050985213,0.03646837228041774
2004,30-45 y.,Upper Secondary Level,Not at all,0.11482889998632832,2507,20938,0.11475196884599155,0.1149058311266651
2004,30-45 y.,Post-secondary Non-tertiary Level,A Little,0.006005503973708059,107,20938,0.005986860378119923,0.006024147569296196
2004,30-45 y.,Post-secondary Non-tertiary Level,Not at all,0.019790637998852365,404,20938,0.019757029255431074,0.019824246742273656
2004,30-45 y.,First Stage of Tertiary Education,A Little,0.006820041818191457,137,20938,0.0068001822204756,0.0068399014159073145
2004,30-45 y.,First Stage of Tertiary Education,Not at all,0.022966343686765294,509,20938,0.022930197403588905,0.023002489969941683
2004,30-45 y.,Second Stage of Tertiary Education,A Little,0.008707051000078183,188,20938,0.008684632863675193,0.008729469136481172
2004,30-45 y.,Second Stage of Tertiary Education,Not at all,0.05038340065822809,1272,20938,0.050330619265951226,0.05043618205050496
2004,46-65 y.,Primary Level,A Little,0.0019176403027147085,41,20938,0.0019070835653077454,0.0019281970401216716
2004,46-65 y.,Lower Secondary Level,Strong,0.007326745628795999,132,20938,0.007306166751768442,0.0073473245058235555
2004,46-65 y.,Lower Secondary Level,A Little,0.014714739857931756,262,20938,0.01468568490061178,0.014743794815251732
2004,46-65 y.,Lower Secondary Level,Not at all,0.013121303926392911,221,20938,0.013093845013517477,0.013148762839268345
2004,46-65 y.,Upper Secondary Level,Strong,0.023188997249864726,419,20938,0.023152680313038007,0.023225314186691444
2004,46-65 y.,Upper Secondary Level,A Little,0.07188288330668813,1458,20938,0.07182055618230045,0.07194521043107581
2004,46-65 y.,Upper Secondary Level,Not at all,0.09252011033186881,1885,20938,0.09245019063602611,0.09259003002771152
2004,46-65 y.,Post-secondary Non-tertiary Level,A Little,0.0040257962885409245,83,20938,0.004010516656450284,0.004041075920631565
2004,46-65 y.,Post-secondary Non-tertiary Level,Not at all,0.0067964059643134435,150,20938,0.006776580573738052,0.006816231354888835
2004,46-65 y.,First Stage of Tertiary Education,Strong,0.0037948951856638965,69,20938,0.0037800584886228832,0.00380973188270491
2004,46-65 y.,First Stage of Tertiary Education,A Little,0.009664944678709942,221,20938,0.009641336976570582,0.009688552380849303
2004,46-65 y.,First Stage of Tertiary Education,Not at all,0.01512473279944943,338,20938,0.015095281977117705,0.015154183621781156
2004,46-65 y.,Second Stage of Tertiary Education,Strong,0.004327413671484763,106,20938,0.004311574391490427,0.004343252951479099
2004,46-65 y.,Second Stage of Tertiary Education,A Little,0.019784578677764248,596,20938,0.01975097497588668,0.019818182379641815
2004,46-65 y.,Second Stage of Tertiary Education,Not at all,0.03945782739100499,1285,20938,0.03941085012287893,0.03950480465913105
2004,66 and older,Lower Secondary Level,Strong,0.020748456498674815,287,20938,0.02071406089118505,0.02078285210616458
2004,66 and older,Lower Secondary Level,A Little,0.022145689682376256,340,20938,0.022110180175859032,0.02218119918889348
2004,66 and older,Lower Secondary Level,Not at all,0.008400066517058541,135,20938,0.008378043715695229,0.008422089318421854
2004,66 and older,Upper Secondary Level,Strong,0.03936533972184505,626,20938,0.03931841528355548,0.039412264160134616
2004,66 and older,Upper Secondary Level,A Little,0.05270419520750651,844,20938,0.05265027788036794,0.052758112534645074
2004,66 and older,Upper Secondary Level,Not at all,0.028623127115813708,476,20938,0.02858289106259314,0.028663363169034273
2004,66 and older,Post-secondary Non-tertiary Level,Strong,0.0025201837570111496,33,20938,0.002508085268483712,0.002532282245538587
2004,66 and older,Post-secondary Non-tertiary Level,A Little,0.0027809064443844785,41,20938,0.002768199198414151,0.0027936136903548062
2004,66 and older,First Stage of Tertiary Education,Strong,0.004489012795645088,64,20938,0.004472881791415079,0.004505143799875096
2004,66 and older,First Stage of Tertiary Education,A Little,0.007647353088028939,123,20938,0.007626332176609833,0.007668373999448045
2004,66 and older,First Stage of Tertiary Education,Not at all,0.0032830025215153007,65,20938,0.003269199171678202,0.0032968058713523994
2004,66 and older,Second Stage of Tertiary Education,Strong,0.0066771403914429065,112,20938,0.006657488542214242,0.006696792240671571
2004,66 and older,Second Stage of Tertiary Education,A Little,0.014382111822429072,286,20938,0.014353382288959214,0.01441084135589893
2004,66 and older,Second Stage of Tertiary Education,Not at all,0.008727497362657268,221,20938,0.008705053151425788,0.008749941573888748
2006,17-29 y.,Pre-primary Level,Not at all,0.013759260281514422,359,21269,0.01373107255902873,0.013787448004000113
2006,17-29 y.,Primary Level,Not at all,0.0030812389526493184,38,21269,0.0030678278789513457,0.003094650026347291
2006,17-29 y.,Lower Secondary Level,A Little,0.005752465858704867,104,21269,0.005734166104311613,0.005770765613098121
2006,17-29 y.,Lower Secondary Level,Not at all,0.029872561940115398,566,21269,0.02983136911255045,0.029913754767680344
2006,17-29 y.,Upper Secondary Level,A Little,0.012591632746142042,252,21269,0.0125646515996125,0.012618613892671585
2006,17-29 y.,Upper Secondary Level,Not at all,0.0669146070646879,1404,21269,0.06685414372437536,0.06697507040500043
2006,17-29 y.,Post-secondary Non-tertiary Level,A Little,0.0023332506514038595,47,21269,0.002321575986559082,0.002344925316248637
2006,17-29 y.,Post-secondary Non-tertiary Level,Not at all,0.011145551416154677,239,21269,0.011120148244639355,0.011170954587669998
2006,17-29 y.,First Stage of Tertiary Education,Not at all,0.002449383211598476,59,21269,0.0024374222302283653,0.0024613441929685867
2006,17-29 y.,Second Stage of Tertiary Education,Not at all,0.010622554041893868,224,21269,0.01059774748710189,0.010647360596685846
2006,30-45 y.,Primary Level,Not at all,0.0018188641565501944,33,21269,0.0018085537500988358,0.001829174563001553
2006,30-45 y.,Lower Secondary Level,A Little,0.00642797666720603,119,21269,0.00640863883454478,0.00644731449986728
2006,30-45 y.,Lower Secondary Level,Not at all,0.012570362825386138,253,21269,0.012543404186553567,0.012597321464218708
2006,30-45 y.,Upper Secondary Level,Strong,0.00656194308780972,113,21269,0.006542406100202113,0.0065814800754173276
2006,30-45 y.,Upper Secondary Level,A Little,0.03824346155198838,743,21269,0.03819705469604694,0.03828986840792981
2006,30-45 y.,Upper Secondary Level,Not at all,0.10990047021240609,2324,21269,0.10982478865930166,0.10997615176551052
2006,30-45 y.,Post-secondary Non-tertiary Level,A Little,0.00621934406389262,120,21269,0.00620032064654155,0.006238367481243691
2006,30-45 y.,Post-secondary Non-tertiary Level,Not at all,0.02119871014275679,426,21269,0.021163854510927546,0.021233565774586037
2006,30-45 y.,First Stage of Tertiary Education,A Little,0.006642402745051175,128,21269,0.006622747141415354,0.006662058348686995
2006,30-45 y.,First Stage of Tertiary Education,Not at all,0.022276590415613827,485,21269,0.02224087930626753,0.022312301524960124
2006,30-45 y.,Second Stage of Tertiary Education,A Little,0.010465881639472,223,21269,0.010441256751084805,0.010490506527859194
2006,30-45 y.,Second Stage of Tertiary Education,Not at all,0.050342357086798954,1203,21269,0.05028944909450258,0.05039526507909533
2006,46-65 y.,Primary Level,A Little,0.0022479556049456177,37,21269,0.0022364958283050645,0.002259415381586171
2006,46-65 y.,Lower Secondary Level,Strong,0.005575742404165917,111,21269,0.00555772433787578,0.005593760470456053
2006,46-65 y.,Lower Secondary Level,A Little,0.014342042270877426,252,21269,0.01431327228887808,0.014370812252876772
2006,46-65 y.,Lower Secondary Level,Not at all,0.01154734322487204,211,21269,0.01152149147479824,0.011573194974945838
2006,46-65 y.,Upper Secondary Level,Strong,0.020458129246268962,421,21269,0.020423874919515382,0.020492383573022542
2006,46-65 y.,Upper Secondary Level,A Little,0.07076429917942233,1508,21269,0.0707022492883839,0.07082634907046076
2006,46-65 y.,Upper Secondary Level,Not at all,0.09028474258523231,1981,21269,0.09021539507134983,0.09035409009911478
2006,46-65 y.,Post-secondary Non-tertiary Level,A Little,0.0033115357762270284,81,21269,0.003297634156118287,0.00332543739633577
2006,46-65 y.,Post-secondary Non-tertiary Level,Not at all,0.0067206924594627035,160,21269,0.006700922140314968,0.006740462778610439
2006,46-65 y.,First Stage of Tertiary Education,Strong,0.002975308339727378,58,21269,0.0029621291132381827,0.0029884875662165734
2006,46-65 y.,First Stage of Tertiary Education,A Little,0.010562417956105023,241,21269,0.01053768096629229,0.010587154945917755
2006,46-65 y.,First Stage of Tertiary Education,Not at all,0.013468140129595354,343,21269,0.013440248085339444,0.013496032173851263
2006,46-65 y.,Second Stage of Tertiary Education,Strong,0.005118058678237507,124,21269,0.005100791976820445,0.005135325379654569
2006,46-65 y.,Second Stage of Tertiary Education,A Little,0.02082815822531819,619,21269,0.020793602034232764,0.020862714416403617
2006,46-65 y.,Second Stage of Tertiary Education,Not at all,0.04186176066917356,1345,21269,0.04181329950904785,0.04191022182929927
2006,66 and older,Lower Secondary Level,Strong,0.021552730439832593,334,21269,0.02151759132346443,0.021587869556200755
2006,66 and older,Lower Secondary Level,A Little,0.020738125640545512,356,21269,0.020703642632088567,0.020772608649002457
2006,66 and older,Lower Secondary Level,Not at all,0.007130244362950233,135,21269,0.007109884759138457,0.007150603966762009
2006,66 and older,Upper Secondary Level,Strong,0.03759613500409559,667,21269,0.03755010709419983,0.03764216291399135
2006,66 and older,Upper Secondary Level,A Little,0.055542610370598,1023,21269,0.055487189250025916,0.05559803149117009
2006,66 and older,Upper Secondary Level,Not at all,0.030457197914488112,609,21269,0.03041561648257697,0.030498779346399253
2006,66 and older,Post-secondary Non-tertiary Level,Strong,0.0018495227342127942,35,21269,0.0018391259550038128,0.0018599195134217756
2006,66 and older,Post-secondary Non-tertiary Level,A Little,0.003402715136995515,50,21269,0.0033886240783904623,0.0034168061956005675
2006,66 and older,First Stage of Tertiary Education,Strong,0.0037898189460897624,67,21269,0.00377495083853807,0.0038046870536414547
2006,66 and older,First Stage of Tertiary Education,A Little,0.007921988478447346,146,21269,0.007900536814245412,0.007943440142649279
2006,66 and older,First Stage of Tertiary Education,Not at all,0.004626605417064028,95,21269,0.004610184582718038,0.004643026251410018
2006,66 and older,Second Stage of Tertiary Education,Strong,0.007048944437757568,140,21269,0.007028700409288972,0.007069188466226163
2006,66 and older,Second Stage of Tertiary Education,A Little,0.014928033373556726,350,21269,0.014898690256004607,0.014957376491108844
2006,66 and older,Second Stage of Tertiary Education,Not at all,0.01215813023393817,308,21269,0.012131611787037472,0.012184648680838869
2008,17-29 y.,Pre-primary Level,A Little,0.00140654747336147,37,18596,0.0013974587499800642,0.0014156361967428757
2008,17-29 y.,Pre-primary Level,Not at all,0.013920284931990075,316,18596,0.013891872303938624,0.013948697560041527
2008,17-29 y.,Lower Secondary Level,A Little,0.004682604145630215,80,18596,0.004666048129109441,0.00469916016215099
2008,17-29 y.,Lower Secondary Level,Not at all,0.026821744639637653,444,18596,0.02678256404335781,0.026860925235917498
2008,17-29 y.,Upper Secondary Level,A Little,0.012426504350147015,216,18596,0.012399639122054136,0.012453369578239894
2008,17-29 y.,Upper Secondary Level,Not at all,0.06826868372851919,1186,18596,0.06820752091679258,0.06832984654024579
2008,17-29 y.,Post-secondary Non-tertiary Level,A Little,0.0026651848657344396,42,18596,0.002652681829486635,0.0026776879019822443
2008,17-29 y.,Post-secondary Non-tertiary Level,Not at all,0.009094209281520655,180,18596,0.009071187973987715,0.009117230589053595
2008,17-29 y.,First Stage of Tertiary Education,Not at all,0.002392692909607331,35,18596,0.0023808446483144876,0.0024045411709001743
2008,17-29 y.,Second Stage of Tertiary Education,Not at all,0.010959248979835417,210,18596,0.010934000872897068,0.010984497086773766
2008,30-45 y.,Lower Secondary Level,A Little,0.006802933542713696,93,18596,0.0067829994185317115,0.00682286766689568
2008,30-45 y.,Lower Secondary Level,Not at all,0.012029062181206161,207,18596,0.012002624747185072,0.01205549961522725
2008,30-45 y.,Upper Secondary Level,Strong,0.005373143747723344,85,18596,0.005355415098318633,0.005390872397128054
2008,30-45 y.,Upper Secondary Level,A Little,0.03526911652789003,584,18596,0.035224383148068625,0.03531384990771144
2008,30-45 y.,Upper Secondary Level,Not at all,0.10414483084905873,1937,18596,0.10407075628698989,0.10421890541112758
2008,30-45 y.,Post-secondary Non-tertiary Level,A Little,0.005087500177025214,98,18596,0.005070246725283573,0.005104753628766855
2008,30-45 y.,Post-secondary Non-tertiary Level,Not at all,0.021465248958755664,368,18596,0.02143010202661688,0.02150039589089445
2008,30-45 y.,First Stage of Tertiary Education,A Little,0.005154423121605217,89,18596,0.005137057145420754,0.00517178909778968
2008,30-45 y.,First Stage of Tertiary Education,Not at all,0.019741577903141422,377,18596,0.019707841983517105,0.01977531382276574
2008,30-45 y.,Second Stage of Tertiary Education,A Little,0.009580850863639455,174,18596,0.009557227437433676,0.009604474289845235
2008,30-45 y.,Second Stage of Tertiary Education,Not at all,0.0552857991964277,1044,18596,0.055230376410960555,0.05534122198189484
2008,46-65 y.,Lower Secondary Level,Strong,0.005934663970167689,87,18596,0.005916037229725699,0.005953290710609679
2008,46-65 y.,Lower Secondary Level,A Little,0.012977123247083855,176,18596,0.012949676925024226,0.013004569569143485
2008,46-65 y.,Lower Secondary Level,Not at all,0.011531686755465391,179,18596,0.011505795141362797,0.011557578369567984
2008,46-65 y.,Upper Secondary Level,Strong,0.02309076720942444,377,18596,0.023054344049584265,0.023127190369264618
2008,46-65 y.,Upper Secondary Level,A Little,0.07079394957310167,1293,18596,0.07073175028461176,0.07085614886159158
2008,46-65 y.,Upper Secondary Level,Not at all,0.09347746773780326,1783,18596,0.09340687271183658,0.09354806276376994
2008,46-65 y.,Post-secondary Non-tertiary Level,A Little,0.005026359797143974,86,18596,0.005009209805796756,0.005043509788491192
2008,46-65 y.,Post-secondary Non-tertiary Level,Not at all,0.008985883406396293,177,18596,0.00896299836822158,0.009008768444571007
2008,46-65 y.,First Stage of Tertiary Education,Strong,0.0033905746313275253,54,18596,0.0033764775086097022,0.0034046717540453485
2008,46-65 y.,First Stage of Tertiary Education,A Little,0.009630605384039042,215,18596,0.009606921292522,0.009654289475556084
2008,46-65 y.,First Stage of Tertiary Education,Not at all,0.01498144005471689,311,18596,0.014951980219152268,0.015010899890281511
2008,46-65 y.,Second Stage of Tertiary Education,Strong,0.004357538952031785,112,18596,0.004341565320031648,0.004373512584031922
2008,46-65 y.,Second Stage of Tertiary Education,A Little,0.020574158984211978,531,18596,0.020539733650731785,0.02060858431769217
2008,46-65 y.,Second Stage of Tertiary Education,Not at all,0.043046062561809054,1206,18596,0.04299684234025208,0.04309528278336603
2008,66 and older,Lower Secondary Level,Strong,0.019473847698904347,276,18596,0.019440336743757714,0.01950735865405098
2008,66 and older,Lower Secondary Level,A Little,0.0191455931541895,311,18596,0.0191123602712401,0.0191788260371389
2008,66 and older,Lower Secondary Level,Not at all,0.008321316662413227,132,18596,0.008299286746235715,0.00834334657859074
2008,66 and older,Upper Secondary Level,Strong,0.037030739223712694,629,18596,0.03698494415298837,0.03707653429443702
2008,66 and older,Upper Secondary Level,A Little,0.05886865971930199,987,18596,0.05881157780578533,0.05892574163281865
2008,66 and older,Upper Secondary Level,Not at all,0.03380942907305335,612,18596,0.03376559804600802,0.03385326010009868
2008,66 and older,Post-secondary Non-tertiary Level,Strong,0.002519466286749084,36,18596,0.0025073089675000013,0.0025316236059981664
2008,66 and older,Post-secondary Non-tertiary Level,A Little,0.003224435509611085,44,18596,0.003210686960471866,0.003238184058750304
2008,66 and older,First Stage of Tertiary Education,Strong,0.004146241417015893,74,18596,0.004130658225529007,0.00416182460850278
2008,66 and older,First Stage of Tertiary Education,A Little,0.009096107766769765,149,18596,0.00907308407848151,0.00911913145505802
2008,66 and older,First Stage of Tertiary Education,Not at all,0.004716400581691287,89,18596,0.004699785208618891,0.004733015954763683
2008,66 and older,Second Stage of Tertiary Education,Strong,0.007483793947171558,142,18596,0.007462893236889096,0.00750469465745402
2008,66 and older,Second Stage of Tertiary Education,A Little,0.018214906420294826,400,18596,0.018182475966905136,0.018247336873684517
2008,66 and older,Second Stage of Tertiary Education,Not at all,0.013578587899228414,326,18596,0.01355052129435731,0.013606654504099517
2014,17-29 y.,Pre-primary Level,A Little,0.0008607305048485667,40,26213,0.0008536185193914467,0.0008678424903056866
2014,17-29 y.,Pre-primary Level,Not at all,0.010891274111656685,399,26213,0.010866102813784584,0.010916445409528786
2014,17-29 y.,Primary Level,Not at all,0.002214359205971002,68,26213,0.00220295967693673,0.0022257587350052736
2014,17-29 y.,Lower Secondary Level,A Little,0.004835165859019622,167,26213,0.004818343091364488,0.004851988626674755
2014,17-29 y.,Lower Secondary Level,Not at all,0.022426894416831943,726,26213,0.022390985406172237,0.02246280342749165
2014,17-29 y.,Upper Secondary Level,A Little,0.009447989198054467,235,26213,0.009424527870433097,0.009471450525675837
2014,17-29 y.,Upper Secondary Level,Not at all,0.06095302661851144,1440,26213,0.06089500557377874,0.06101104766324413
2014,17-29 y.,Post-secondary Non-tertiary Level,A Little,0.002523654338295909,48,26213,0.002511486582473322,0.0025358220941184956
2014,17-29 y.,Post-secondary Non-tertiary Level,Not at all,0.010019414431806614,192,26213,0.009995261004905876,0.010043567858707352
2014,17-29 y.,First Stage of Tertiary Education,Not at all,0.0025278650588713,50,26213,0.002515687182024894,0.002540042935717706
2014,17-29 y.,Second Stage of Tertiary Education,A Little,0.0013917513156064822,31,26213,0.0013827101870827862,0.0014007924441301783
2014,17-29 y.,Second Stage of Tertiary Education,Not at all,0.018151766489271758,346,26213,0.018119390289008275,0.018184142689535242
2014,30-45 y.,Primary Level,A Little,0.001333867725006851,59,26213,0.0013250163489740478,0.0013427191010396543
2014,30-45 y.,Primary Level,Not at all,0.0037826703542662085,122,26213,0.0037677828965095926,0.0037975578120228244
2014,30-45 y.,Lower Secondary Level,Strong,0.002000067164843653,63,26213,0.001989232093026808,0.002010902236660498
2014,30-45 y.,Lower Secondary Level,A Little,0.005417494138467747,219,26213,0.005399692339955377,0.0054352959369801165
2014,30-45 y.,Lower Secondary Level,Not at all,0.013196664218688587,516,26213,0.013168988963388707,0.013224339473988466
2014,30-45 y.,Upper Secondary Level,Strong,0.004642739771544527,159,26213,0.004626253558285353,0.004659225984803701
2014,30-45 y.,Upper Secondary Level,A Little,0.027014232814723673,956,26213,0.026974914598098552,0.027053551031348794
2014,30-45 y.,Upper Secondary Level,Not at all,0.07225180885688601,2620,26213,0.0721890198421262,0.07231459787164582
2014,30-45 y.,Post-secondary Non-tertiary Level,Strong,0.0008765734883726212,32,26213,0.0008693964051046352,0.0008837505716406071
2014,30-45 y.,Post-secondary Non-tertiary Level,A Little,0.005069183663168261,184,26213,0.005051960627429386,0.005086406698907137
2014,30-45 y.,Post-secondary Non-tertiary Level,Not at all,0.023579707281113367,769,26213,0.023542908634090493,0.02361650592813624
2014,30-45 y.,First Stage of Tertiary Education,A Little,0.0021572989893761866,85,26213,0.0021460469702775818,0.0021685510084747915
2014,30-45 y.,First Stage of Tertiary Education,Not at all,0.010643917587389862,339,26213,0.010619030658099306,0.010668804516680418
2014,30-45 y.,Second Stage of Tertiary Education,Strong,0.0011447011452600077,38,26213,0.0011365006214149164,0.001152901669105099
2014,30-45 y.,Second Stage of Tertiary Education,A Little,0.009907415510997932,320,26213,0.009883396100701393,0.009931434921294472
2014,30-45 y.,Second Stage of Tertiary Education,Not at all,0.061135722562531324,1899,26213,0.061077620281794594,0.06119382484326805
2014,46-65 y.,Primary Level,Strong,0.0017747241830242948,46,26213,0.0017645165755099037,0.001784931790538686
2014,46-65 y.,Primary Level,A Little,0.0018505912539797643,55,26213,0.0018401681450198211,0.0018610143629397074
2014,46-65 y.,Primary Level,Not at all,0.0010063078668729917,48,26213,0.000998618491629664,0.0010139972421163194
2014,46-65 y.,Lower Secondary Level,Strong,0.00673047024083139,141,26213,0.006710641254709108,0.006750299226953672
2014,46-65 y.,Lower Secondary Level,A Little,0.010962384812175631,266,26213,0.01093713238227428,0.010987637242076981
2014,46-65 y.,Lower Secondary Level,Not at all,0.012151302427537702,291,26213,0.01212473185705973,0.012177872998015675
