year,regtyp,sex,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Urban regions,male,Not at all,0.63346,5363,8050,0.62293,0.64398
2014,Urban regions,female,Strong,0.14504,1057,9565,0.13798,0.15210
2014,Urban regions,female,A Little,0.31872,2787,9565,0.30938,0.32806
2014,Urban regions,female,Not at all,0.53624,5721,9565,0.52625,0.54624
2014,Rural regions,male,Strong,0.11297,418,4353,0.10356,0.12237
2014,Rural regions,male,A Little,0.32079,1259,4353,0.30692,0.33466
2014,Rural regions,male,Not at all,0.56624,2676,4353,0.55151,0.58096
2014,Rural regions,female,Strong,0.14156,562,5040,0.13193,0.15118
2014,Rural regions,female,A Little,0.35414,1631,5040,0.34093,0.36734
2014,Rural regions,female,Not at all,0.50430,2847,5040,0.49050,0.51811
2016,Urban regions,male,Strong,0.09669,656,8335,0.09034,0.10303
2016,Urban regions,male,A Little,0.27370,2103,8335,0.26413,0.28328
2016,Urban regions,male,Not at all,0.62961,5576,8335,0.61924,0.63998
2016,Urban regions,female,Strong,0.13906,1047,9400,0.13206,0.14606
2016,Urban regions,female,A Little,0.32323,2795,9400,0.31378,0.33269
2016,Urban regions,female,Not at all,0.53771,5558,9400,0.52763,0.54779
2016,Rural regions,male,Strong,0.10600,400,4437,0.09694,0.11505
2016,Rural regions,male,A Little,0.30247,1243,4437,0.28895,0.31598
2016,Rural regions,male,Not at all,0.59154,2794,4437,0.57707,0.60601
2016,Rural regions,female,Strong,0.13835,578,4890,0.12868,0.14803
2016,Rural regions,female,A Little,0.37664,1610,4890,0.36306,0.39022
2016,Rural regions,female,Not at all,0.48501,2702,4890,0.47100,0.49902
2018,Urban regions,male,Strong,0.09466,751,9100,0.08865,0.10068
2018,Urban regions,male,A Little,0.27063,2320,9100,0.26150,0.27976
2018,Urban regions,male,Not at all,0.63471,6029,9100,0.62481,0.64460
2018,Urban regions,female,Strong,0.14135,1137,10072,0.13454,0.14815
2018,Urban regions,female,A Little,0.33323,3094,10072,0.32402,0.34243
2018,Urban regions,female,Not at all,0.52543,5841,10072,0.51567,0.53518
2018,Rural regions,male,Strong,0.09633,411,4718,0.08791,0.10475
2018,Rural regions,male,A Little,0.31152,1316,4718,0.29831,0.32474
2018,Rural regions,male,Not at all,0.59215,2991,4718,0.57813,0.60618
2018,Rural regions,female,Strong,0.13653,577,5211,0.12721,0.14585
2018,Rural regions,female,A Little,0.38067,1797,5211,0.36748,0.39385
2018,Rural regions,female,Not at all,0.48280,2837,5211,0.46923,0.49637
2020,Urban regions,male,Strong,0.09074,771,9928,0.08508,0.09639
2020,Urban regions,male,A Little,0.30311,2680,9928,0.29407,0.31215
2020,Urban regions,male,Not at all,0.60615,6477,9928,0.59654,0.61576
2020,Urban regions,female,Strong,0.13592,1069,9980,0.12919,0.14264
2020,Urban regions,female,A Little,0.34753,3256,9980,0.33818,0.35687
2020,Urban regions,female,Not at all,0.51656,5655,9980,0.50675,0.52636
2020,Rural regions,male,Strong,0.10311,411,4642,0.09436,0.11186
2020,Rural regions,male,A Little,0.32705,1348,4642,0.31355,0.34055
2020,Rural regions,male,Not at all,0.56984,2883,4642,0.55559,0.58408
2020,Rural regions,female,Strong,0.14069,528,4793,0.13084,0.15053
2020,Rural regions,female,A Little,0.39282,1720,4793,0.37899,0.40664
2020,Rural regions,female,Not at all,0.46650,2545,4793,0.45237,0.48062
2022,Urban regions,male,Strong,0.09349,716,9393,0.08760,0.09937
2022,Urban regions,male,A Little,0.30976,2611,9393,0.30041,0.31911
2022,Urban regions,male,Not at all,0.59676,6066,9393,0.58683,0.60668
2022,Urban regions,female,Strong,0.14489,1032,9692,0.13788,0.15189
2022,Urban regions,female,A Little,0.36259,3255,9692,0.35302,0.37216
2022,Urban regions,female,Not at all,0.49252,5405,9692,0.48257,0.50248
2022,Rural regions,male,Strong,0.11318,370,4191,0.10359,0.12277
2022,Rural regions,male,A Little,0.33442,1333,4191,0.32013,0.34870
2022,Rural regions,male,Not at all,0.55240,2488,4191,0.53735,0.56746
2022,Rural regions,female,Strong,0.14838,542,4588,0.13809,0.15867
2022,Rural regions,female,A Little,0.38286,1712,4588,0.36879,0.39692
2022,Rural regions,female,Not at all,0.46876,2334,4588,0.45432,0.48321
