year,age_gr,sampreg,ple0004,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,30-45 y.,East,A Little,0.24942,429,1624,0.22837,0.27047
2016,30-45 y.,East,Not at all,0.70608,1136,1624,0.68391,0.72824
2016,46-65 y.,West,Strong,0.11873,748,7060,0.11119,0.12628
2016,46-65 y.,West,A Little,0.34547,2316,7060,0.33438,0.35657
2016,46-65 y.,West,Not at all,0.53580,3996,7060,0.52416,0.54743
2016,46-65 y.,East,Strong,0.11399,237,1939,0.09984,0.12813
2016,46-65 y.,East,A Little,0.42011,780,1939,0.39814,0.44209
2016,46-65 y.,East,Not at all,0.46590,922,1939,0.44369,0.48811
2016,66 and older,West,Strong,0.25982,853,3556,0.24540,0.27424
2016,66 and older,West,A Little,0.44033,1506,3556,0.42401,0.45665
2016,66 and older,West,Not at all,0.29985,1197,3556,0.28479,0.31491
2016,66 and older,East,Strong,0.31789,338,1170,0.29119,0.34458
2016,66 and older,East,A Little,0.44969,532,1170,0.42117,0.47820
2016,66 and older,East,Not at all,0.23243,300,1170,0.20822,0.25664
2018,17-29 y.,West,Strong,0.02213,106,4545,0.01786,0.02641
2018,17-29 y.,West,A Little,0.14813,685,4545,0.13781,0.15846
2018,17-29 y.,West,Not at all,0.82973,3754,4545,0.81880,0.84066
2018,17-29 y.,East,A Little,0.17529,178,875,0.15008,0.20050
2018,17-29 y.,East,Not at all,0.79867,697,875,0.77208,0.82525
2018,30-45 y.,West,Strong,0.04128,350,6736,0.03653,0.04604
2018,30-45 y.,West,A Little,0.21507,1486,6736,0.20526,0.22488
2018,30-45 y.,West,Not at all,0.74365,4900,6736,0.73322,0.75407
2018,30-45 y.,East,Strong,0.02149,51,1666,0.01452,0.02845
2018,30-45 y.,East,A Little,0.23519,443,1666,0.21481,0.25556
2018,30-45 y.,East,Not at all,0.74333,1172,1666,0.72235,0.76431
2018,46-65 y.,West,Strong,0.10628,876,8054,0.09955,0.11301
2018,46-65 y.,West,A Little,0.36113,2694,8054,0.35063,0.37162
2018,46-65 y.,West,Not at all,0.53260,4484,8054,0.52170,0.54349
2018,46-65 y.,East,Strong,0.12353,260,2187,0.10973,0.13732
2018,46-65 y.,East,A Little,0.42061,881,2187,0.39991,0.44130
2018,46-65 y.,East,Not at all,0.45586,1046,2187,0.43498,0.47674
2018,66 and older,West,Strong,0.26544,890,3775,0.25135,0.27953
2018,66 and older,West,A Little,0.42559,1586,3775,0.40982,0.44137
2018,66 and older,West,Not at all,0.30897,1299,3775,0.29423,0.32371
2018,66 and older,East,Strong,0.27784,319,1239,0.25289,0.30279
2018,66 and older,East,A Little,0.47835,574,1239,0.45052,0.50617
2018,66 and older,East,Not at all,0.24382,346,1239,0.21990,0.26773
2020,17-29 y.,West,Strong,0.02775,110,4657,0.02303,0.03246
2020,17-29 y.,West,A Little,0.16038,773,4657,0.14984,0.17092
2020,17-29 y.,West,Not at all,0.81187,3774,4657,0.80065,0.82310
2020,17-29 y.,East,A Little,0.18353,155,771,0.15619,0.21088
2020,17-29 y.,East,Not at all,0.78328,616,771,0.75418,0.81238
2020,30-45 y.,West,Strong,0.04204,398,6899,0.03730,0.04677
2020,30-45 y.,West,A Little,0.24708,1733,6899,0.23690,0.25726
2020,30-45 y.,West,Not at all,0.71088,4768,6899,0.70019,0.72158
2020,30-45 y.,East,Strong,0.03442,74,1589,0.02546,0.04339
2020,30-45 y.,East,A Little,0.22639,395,1589,0.20581,0.24698
2020,30-45 y.,East,Not at all,0.73918,1120,1589,0.71759,0.76078
2020,46-65 y.,West,Strong,0.10891,869,8314,0.10221,0.11561
2020,46-65 y.,West,A Little,0.38209,2859,8314,0.37164,0.39253
2020,46-65 y.,West,Not at all,0.50900,4586,8314,0.49826,0.51975
2020,46-65 y.,East,Strong,0.12467,255,2192,0.11084,0.13850
2020,46-65 y.,East,A Little,0.41040,831,2192,0.38981,0.43100
2020,46-65 y.,East,Not at all,0.46492,1106,2192,0.44404,0.48581
2020,66 and older,West,Strong,0.24763,759,3665,0.23365,0.26161
2020,66 and older,West,A Little,0.46072,1648,3665,0.44458,0.47686
2020,66 and older,West,Not at all,0.29165,1258,3665,0.27694,0.30637
2020,66 and older,East,Strong,0.27489,289,1238,0.25001,0.29977
2020,66 and older,East,A Little,0.47872,612,1238,0.45088,0.50656
2020,66 and older,East,Not at all,0.24639,337,1238,0.22238,0.27041
2022,17-29 y.,West,Strong,0.02470,183,4656,0.02024,0.02916
2022,17-29 y.,West,A Little,0.20680,1012,4656,0.19517,0.21844
2022,17-29 y.,West,Not at all,0.76850,3461,4656,0.75638,0.78061
2022,17-29 y.,East,A Little,0.26033,241,957,0.23251,0.28815
2022,17-29 y.,East,Not at all,0.70198,716,957,0.67298,0.73097
2022,30-45 y.,West,Strong,0.05119,386,7022,0.04604,0.05635
2022,30-45 y.,West,A Little,0.26717,1904,7022,0.25682,0.27752
2022,30-45 y.,West,Not at all,0.68164,4732,7022,0.67074,0.69254
2022,30-45 y.,East,Strong,0.04454,101,1907,0.03528,0.05380
2022,30-45 y.,East,A Little,0.25225,548,1907,0.23276,0.27175
2022,30-45 y.,East,Not at all,0.70321,1258,1907,0.68270,0.72372
2022,46-65 y.,West,Strong,0.11616,831,7265,0.10879,0.12352
2022,46-65 y.,West,A Little,0.38639,2632,7265,0.37520,0.39759
2022,46-65 y.,West,Not at all,0.49745,3802,7265,0.48595,0.50895
2022,46-65 y.,East,Strong,0.13087,236,1912,0.11575,0.14599
2022,46-65 y.,East,A Little,0.40379,736,1912,0.38179,0.42579
2022,46-65 y.,East,Not at all,0.46534,940,1912,0.44298,0.48771
2022,66 and older,West,Strong,0.25816,645,3091,0.24273,0.27359
2022,66 and older,West,A Little,0.43633,1349,3091,0.41884,0.45382
2022,66 and older,West,Not at all,0.30551,1097,3091,0.28926,0.32175
2022,66 and older,East,Strong,0.28919,251,1046,0.26170,0.31668
2022,66 and older,East,A Little,0.44940,496,1046,0.41924,0.47956
2022,66 and older,East,Not at all,0.26141,299,1046,0.23477,0.28805
